ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC1105NI0001,Count,PERSONS,"All categories: Age, All categories: Sex, All categories: Living Arrangements"
LC1105NI0002,Count,PERSONS,"All categories: Age, All categories: Sex, Living in a couple"
LC1105NI0003,Count,PERSONS,"All categories: Age, All categories: Sex, Not living in a couple"
LC1105NI0004,Count,PERSONS,"All categories: Age, Males, All categories: Living Arrangements"
LC1105NI0005,Count,PERSONS,"All categories: Age, Males, Living in a couple"
LC1105NI0006,Count,PERSONS,"All categories: Age, Males, Not living in a couple"
LC1105NI0007,Count,PERSONS,"All categories: Age, Females, All categories: Living Arrangements"
LC1105NI0008,Count,PERSONS,"All categories: Age, Females, Living in a couple"
LC1105NI0009,Count,PERSONS,"All categories: Age, Females, Not living in a couple"
LC1105NI0010,Count,PERSONS,"Aged 44 and under, All categories: Sex, All categories: Living Arrangements"
LC1105NI0011,Count,PERSONS,"Aged 44 and under, All categories: Sex, Living in a couple"
LC1105NI0012,Count,PERSONS,"Aged 44 and under, All categories: Sex, Not living in a couple"
LC1105NI0013,Count,PERSONS,"Aged 44 and under, Males, All categories: Living Arrangements"
LC1105NI0014,Count,PERSONS,"Aged 44 and under, Males, Living in a couple"
LC1105NI0015,Count,PERSONS,"Aged 44 and under, Males, Not living in a couple"
LC1105NI0016,Count,PERSONS,"Aged 44 and under, Females, All categories: Living Arrangements"
LC1105NI0017,Count,PERSONS,"Aged 44 and under, Females, Living in a couple"
LC1105NI0018,Count,PERSONS,"Aged 44 and under, Females, Not living in a couple"
LC1105NI0019,Count,PERSONS,"Aged 45 to 64, All categories: Sex, All categories: Living Arrangements"
LC1105NI0020,Count,PERSONS,"Aged 45 to 64, All categories: Sex, Living in a couple"
LC1105NI0021,Count,PERSONS,"Aged 45 to 64, All categories: Sex, Not living in a couple"
LC1105NI0022,Count,PERSONS,"Aged 45 to 64, Males, All categories: Living Arrangements"
LC1105NI0023,Count,PERSONS,"Aged 45 to 64, Males, Living in a couple"
LC1105NI0024,Count,PERSONS,"Aged 45 to 64, Males, Not living in a couple"
LC1105NI0025,Count,PERSONS,"Aged 45 to 64, Females, All categories: Living Arrangements"
LC1105NI0026,Count,PERSONS,"Aged 45 to 64, Females, Living in a couple"
LC1105NI0027,Count,PERSONS,"Aged 45 to 64, Females, Not living in a couple"
LC1105NI0028,Count,PERSONS,"Aged 65 and over, All categories: Sex, All categories: Living Arrangements"
LC1105NI0029,Count,PERSONS,"Aged 65 and over, All categories: Sex, Living in a couple"
LC1105NI0030,Count,PERSONS,"Aged 65 and over, All categories: Sex, Not living in a couple"
LC1105NI0031,Count,PERSONS,"Aged 65 and over, Males, All categories: Living Arrangements"
LC1105NI0032,Count,PERSONS,"Aged 65 and over, Males, Living in a couple"
LC1105NI0033,Count,PERSONS,"Aged 65 and over, Males, Not living in a couple"
LC1105NI0034,Count,PERSONS,"Aged 65 and over, Females, All categories: Living Arrangements"
LC1105NI0035,Count,PERSONS,"Aged 65 and over, Females, Living in a couple"
LC1105NI0036,Count,PERSONS,"Aged 65 and over, Females, Not living in a couple"
