GeographyCode,LC3101NI0001,LC3101NI0002,LC3101NI0003,LC3101NI0004,LC3101NI0005,LC3101NI0006,LC3101NI0007,LC3101NI0008,LC3101NI0009,LC3101NI0010,LC3101NI0011,LC3101NI0012,LC3101NI0013,LC3101NI0014,LC3101NI0015,LC3101NI0016,LC3101NI0017,LC3101NI0018
95AA01S1,982,957,25,773,759,14,171,167,4,26,22,4,8,6,2,4,3,1
95AA01S2,1814,1584,230,809,765,44,280,227,53,295,224,71,226,186,40,204,182,22
95AA01S3,1494,1344,150,695,659,36,243,213,30,202,165,37,171,136,35,183,171,12
95AA02W1,1734,1521,213,666,618,48,258,217,41,215,166,49,228,185,43,367,335,32
95AA03W1,1822,1600,222,833,777,56,251,207,44,230,176,54,197,163,34,311,277,34
95AA04W1,3002,2591,411,1295,1216,79,431,367,64,546,398,148,337,272,65,393,338,55
95AA05W1,2654,2343,311,1264,1206,58,383,322,61,375,285,90,299,242,57,333,288,45
95AA06S1,1953,1715,238,1005,950,55,289,232,57,257,199,58,164,128,36,238,206,32
95AA06S2,2651,2329,322,1455,1378,77,450,381,69,363,255,108,197,154,43,186,161,25
95AA07W1,2119,1845,274,878,839,39,328,273,55,304,233,71,278,219,59,331,281,50
95AA08W1,1676,1466,210,800,741,59,223,185,38,207,163,44,206,169,37,240,208,32
95AA09W1,2143,1942,201,1007,964,43,302,258,44,264,218,46,271,235,36,299,267,32
95AA10W1,1953,1700,253,875,834,41,253,209,44,245,182,63,283,231,52,297,244,53
95AA11S1,2698,2424,274,1274,1228,46,500,422,78,331,264,67,244,202,42,349,308,41
95AA11S2,2431,2191,240,1253,1205,48,510,439,71,305,251,54,155,129,26,208,167,41
95AA12W1,2775,2395,380,1121,1073,48,464,401,63,502,368,134,330,244,86,358,309,49
95AA13S1,1707,1531,176,848,811,37,232,208,24,279,218,61,158,125,33,190,169,21
95AA13S2,1561,1396,165,753,717,36,252,213,39,213,168,45,132,106,26,211,192,19
95AA14W1,2302,1999,303,981,912,69,305,256,49,364,274,90,306,247,59,346,310,36
95AA15S1,2630,2397,233,1500,1439,61,429,378,51,282,234,48,216,171,45,203,175,28
95AA15S2,1472,1326,146,874,828,46,223,183,40,166,134,32,133,113,20,76,68,8
95AA16W1,1807,1614,193,874,825,49,248,204,44,229,182,47,174,151,23,282,252,30
95AA17W1,2142,1943,199,1060,1019,41,299,254,45,296,251,45,259,220,39,228,199,29
95AA18W1,2373,2040,333,803,767,36,294,249,45,358,270,88,381,288,93,537,466,71
95AA19W1,2645,2369,276,1419,1346,73,340,286,54,359,286,73,244,198,46,283,253,30
95BB01S1,1574,1340,234,684,639,45,223,182,41,284,205,79,168,132,36,215,182,33
95BB01S2,2035,1754,281,901,862,39,320,259,61,386,286,100,200,144,56,228,203,25
95BB02W1,2334,1997,337,862,792,70,266,212,54,339,256,83,299,238,61,568,499,69
95BB03S1,2026,1745,281,897,839,58,275,223,52,231,168,63,237,174,63,386,341,45
95BB03S2,2191,1891,300,802,755,47,318,256,62,306,244,62,308,251,57,457,385,72
95BB04S1,1399,1170,229,475,449,26,148,123,25,221,153,68,245,182,63,310,263,47
95BB04S2,1610,1362,248,523,500,23,194,156,38,227,167,60,259,202,57,407,337,70
95BB05S1,1490,1276,214,574,547,27,184,153,31,270,217,53,204,137,67,258,222,36
95BB05S2,1911,1629,282,777,727,50,265,214,51,281,218,63,266,198,68,322,272,50
95BB06W1,2870,2532,338,1202,1112,90,353,298,55,369,285,84,332,279,53,614,558,56
95BB07S1,1601,1417,184,689,651,38,178,139,39,213,174,39,181,139,42,340,314,26
95BB07S2,1295,1104,191,520,496,24,192,157,35,185,132,53,176,137,39,222,182,40
95BB08S1,1331,1150,181,560,519,41,161,134,27,145,114,31,195,151,44,270,232,38
95BB08S2,1294,1124,170,596,564,32,189,160,29,198,151,47,185,144,41,126,105,21
95BB09S1,1291,1091,200,441,413,28,147,125,22,190,145,45,223,169,54,290,239,51
95BB09S2,1618,1374,244,632,603,29,211,175,36,285,214,71,273,200,73,217,182,35
95BB10S1,1663,1434,229,540,510,30,220,180,40,221,179,42,251,195,56,431,370,61
95BB10S2,1615,1361,254,552,532,20,173,147,26,264,183,81,272,199,73,354,300,54
95BB11S1,1408,1237,171,585,555,30,195,160,35,222,186,36,163,129,34,243,207,36
95BB11S2,1495,1248,247,455,426,29,181,146,35,212,156,56,224,166,58,423,354,69
95BB12S1,1440,1274,166,730,680,50,187,160,27,158,123,35,137,113,24,228,198,30
95BB12S2,1336,1147,189,532,507,25,171,138,33,202,137,65,189,156,33,242,209,33
95BB13S1,1392,1197,195,652,618,34,219,187,32,237,171,66,161,125,36,123,96,27
95BB13S2,1466,1275,191,579,551,28,187,156,31,206,167,39,204,160,44,290,241,49
95BB13S3,1580,1392,188,746,710,36,278,238,40,228,171,57,187,147,40,141,126,15
95BB14S1,1510,1278,232,580,550,30,178,139,39,278,203,75,215,162,53,259,224,35
95BB14S2,1578,1389,189,613,595,18,201,188,13,276,206,70,208,156,52,280,244,36
95BB15S1,2005,1753,252,887,846,41,319,266,53,269,211,58,248,192,56,282,238,44
95BB15S2,1484,1320,164,696,671,25,193,163,30,233,183,50,171,137,34,191,166,25
95BB16S1,1533,1298,235,543,512,31,194,164,30,242,179,63,265,204,61,289,239,50
95BB16S2,1600,1369,231,577,543,34,207,178,29,285,216,69,243,185,58,288,247,41
95BB17S1,1793,1553,240,880,836,44,313,259,54,260,180,80,185,142,43,155,136,19
95BB17S2,1742,1482,260,799,752,47,238,189,49,255,193,62,203,144,59,247,204,43
95BB18S1,1688,1457,231,786,730,56,214,172,42,231,185,46,181,144,37,276,226,50
95BB18S2,2524,2191,333,1101,1053,48,472,385,87,318,244,74,291,224,67,342,285,57
95BB19S1,1557,1352,205,658,625,33,216,186,30,220,157,63,230,177,53,233,207,26
95BB19S2,1777,1564,213,845,816,29,343,298,45,292,218,74,181,139,42,116,93,23
95BB19S3,1391,1218,173,626,603,23,284,241,43,225,171,54,157,113,44,99,90,9
95BB20S1,1844,1629,215,837,798,39,244,201,43,284,221,63,222,178,44,257,231,26
95BB20S2,1524,1323,201,665,615,50,224,192,32,175,128,47,203,160,43,257,228,29
95BB21S1,2379,2039,340,1065,988,77,369,309,60,306,222,84,273,206,67,366,314,52
95BB21S2,2320,2010,310,997,943,54,368,301,67,326,242,84,304,239,65,325,285,40
95BB22S1,1525,1330,195,789,738,51,302,238,64,177,137,40,127,102,25,130,115,15
95BB22S2,1468,1310,158,774,729,45,255,208,47,173,140,33,127,109,18,139,124,15
95BB23S1,1540,1327,213,526,501,25,188,159,29,208,161,47,281,221,60,337,285,52
95BB23S2,1436,1192,244,595,557,38,193,161,32,261,187,74,219,155,64,168,132,36
