ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC3401NI0001,Count,PERSONS,"All categories: Occupancy Rating, All categories: Health"
LC3401NI0002,Count,PERSONS,"All categories: Occupancy Rating, Very good or good health"
LC3401NI0003,Count,PERSONS,"All categories: Occupancy Rating, Fair, bad or very bad health "
LC3401NI0004,Count,PERSONS,"+2 or more, All categories: Health"
LC3401NI0005,Count,PERSONS,"+2 or more, Very good or good health"
LC3401NI0006,Count,PERSONS,"+2 or more, Fair, bad or very bad health "
LC3401NI0007,Count,PERSONS,"+1, All categories: Health"
LC3401NI0008,Count,PERSONS,"+1, Very good or good health"
LC3401NI0009,Count,PERSONS,"+1, Fair, bad or very bad health "
LC3401NI0010,Count,PERSONS,"0, All categories: Health"
LC3401NI0011,Count,PERSONS,"0, Very good or good health"
LC3401NI0012,Count,PERSONS,"0, Fair, bad or very bad health "
LC3401NI0013,Count,PERSONS,"-1 or less, All categories: Health"
LC3401NI0014,Count,PERSONS,"-1 or less, Very good or good health"
LC3401NI0015,Count,PERSONS,"-1 or less, Fair, bad or very bad health "
