GeographyCode,LC2302NI0001,LC2302NI0002,LC2302NI0003,LC2302NI0004,LC2302NI0005,LC2302NI0006,LC2302NI0007,LC2302NI0008,LC2302NI0009,LC2302NI0010,LC2302NI0011,LC2302NI0012,LC2302NI0013,LC2302NI0014,LC2302NI0015,LC2302NI0016
95AA01S1,1113,161,516,436,749,105,333,311,321,53,159,109,43,3,24,16
95AA01S2,1829,1003,736,90,1017,609,351,57,558,275,257,26,254,119,128,7
95AA01S3,1502,321,1032,149,799,188,523,88,489,91,350,48,214,42,159,13
95AA02W1,1734,570,1048,116,662,217,378,67,579,193,350,36,493,160,320,13
95AA03W1,1822,195,1422,205,677,95,473,109,669,62,541,66,476,38,408,30
95AA04W1,3013,832,1979,202,1550,474,953,123,1037,262,713,62,426,96,313,17
95AA05W1,2701,1683,900,118,1365,914,384,67,880,516,332,32,456,253,184,19
95AA06S1,1953,1585,319,49,1058,896,133,29,559,448,97,14,336,241,89,6
95AA06S2,2694,2170,455,69,1456,1212,202,42,800,616,161,23,438,342,92,4
95AA07W1,2140,336,1680,124,1018,189,757,72,736,94,610,32,386,53,313,20
95AA08W1,1698,757,761,180,715,320,306,89,571,254,247,70,412,183,208,21
95AA09W1,2220,491,1466,263,872,204,549,119,774,180,486,108,574,107,431,36
95AA10W1,1953,806,939,208,807,323,365,119,698,301,344,53,448,182,230,36
95AA11S1,2800,955,1548,297,1354,461,723,170,894,318,481,95,552,176,344,32
95AA11S2,2564,1130,1190,244,1441,685,609,147,821,328,417,76,302,117,164,21
95AA12W1,2775,197,2395,183,1530,122,1285,123,909,51,811,47,336,24,299,13
95AA13S1,1745,1201,456,88,873,631,192,50,569,393,148,28,303,177,116,10
95AA13S2,1562,1081,412,69,798,582,175,41,487,333,131,23,277,166,106,5
95AA14W1,2349,872,1373,104,1174,453,658,63,765,283,457,25,410,136,258,16
95AA15S1,2641,1091,1226,324,1367,542,621,204,882,354,425,103,392,195,180,17
95AA15S2,1545,665,652,228,748,330,274,144,514,223,234,57,283,112,144,27
95AA16W1,1807,344,1276,187,716,148,463,105,652,139,455,58,439,57,358,24
95AA17W1,2142,813,1067,262,1029,395,495,139,688,267,345,76,425,151,227,47
95AA18W1,2439,341,1891,207,1212,201,866,145,827,101,685,41,400,39,340,21
95AA19W1,2687,2410,231,46,1459,1332,109,18,786,679,86,21,442,399,36,7
95BB01S1,1574,255,1197,122,822,132,614,76,514,68,406,40,238,55,177,6
95BB01S2,2035,150,1697,188,965,71,803,91,747,57,616,74,323,22,278,23
95BB02W1,2347,224,1881,242,815,79,625,111,827,80,661,86,705,65,595,45
95BB03S1,2026,59,1781,186,815,17,695,103,699,33,615,51,512,9,471,32
95BB03S2,2193,174,1782,237,905,64,721,120,786,69,649,68,502,41,412,49
