GeographyCode,LC4101NI0001,LC4101NI0002,LC4101NI0003,LC4101NI0004,LC4101NI0005,LC4101NI0006,LC4101NI0007,LC4101NI0008,LC4101NI0009,LC4101NI0010,LC4101NI0011,LC4101NI0012,LC4101NI0013,LC4101NI0014,LC4101NI0015,LC4101NI0016,LC4101NI0017,LC4101NI0018,LC4101NI0019,LC4101NI0020
95AA01S1,310,188,96,23,3,26,6,9,9,2,9,6,3,0,0,275,176,84,14,1
95AA01S2,624,64,141,285,134,540,37,125,258,120,12,2,2,5,3,72,25,14,22,11
95AA01S3,588,119,136,218,115,469,75,109,184,101,4,0,3,1,0,115,44,24,33,14
95AA02W1,839,134,154,278,273,503,48,101,176,178,148,18,18,55,57,188,68,35,47,38
95AA03W1,845,179,153,282,231,476,62,97,172,145,233,61,28,75,69,136,56,28,35,17
95AA04W1,1014,95,183,507,229,924,70,165,479,210,5,1,1,3,0,85,24,17,25,19
95AA05W1,920,126,197,381,216,730,67,163,323,177,68,22,10,23,13,122,37,24,35,26
95AA06S1,710,119,167,252,172,552,74,136,226,116,74,14,7,8,45,84,31,24,18,11
95AA06S2,860,155,245,328,132,679,98,209,284,88,85,15,17,26,27,96,42,19,18,17
95AA07W1,820,97,172,342,209,618,47,129,274,168,70,13,16,25,16,132,37,27,43,25
95AA08W1,699,142,126,269,162,416,52,73,172,119,161,46,26,63,26,122,44,27,34,17
95AA09W1,943,203,194,339,207,516,55,94,231,136,276,78,58,83,57,151,70,42,25,14
95AA10W1,792,133,149,317,193,489,35,91,230,133,222,66,43,69,44,81,32,15,18,16
95AA11S1,1123,229,294,357,243,800,119,235,279,167,88,11,9,30,38,235,99,50,48,38
95AA11S2,870,190,285,264,131,745,136,250,239,120,12,4,0,6,2,113,50,35,19,9
95AA12W1,971,61,220,460,230,838,42,192,419,185,33,3,4,10,16,100,16,24,31,29
95AA13S1,625,109,123,265,128,430,49,87,203,91,46,10,8,19,9,149,50,28,43,28
95AA13S2,614,111,137,218,148,420,53,104,176,87,70,3,6,16,45,124,55,27,26,16
95AA14W1,779,55,138,367,219,707,38,125,343,201,4,0,0,2,2,68,17,13,22,16
95AA15S1,1013,311,265,303,134,714,199,199,222,94,97,22,14,30,31,202,90,52,51,9
95AA15S2,582,171,158,195,58,283,67,80,100,36,183,53,45,72,13,116,51,33,23,9
95AA16W1,832,209,157,267,199,453,74,86,158,135,207,57,30,77,43,172,78,41,32,21
95AA17W1,855,161,178,355,161,598,70,123,281,124,158,51,31,55,21,99,40,24,19,16
95AA18W1,1004,98,149,413,344,842,44,109,376,313,10,2,5,2,1,152,52,35,35,30
95AA19W1,832,123,172,344,193,604,60,121,270,153,110,28,24,41,17,118,35,27,33,23
95BB01S1,548,50,110,257,131,484,32,103,238,111,25,5,1,9,10,39,13,6,10,10
95BB01S2,759,94,167,349,149,664,71,157,314,122,45,6,5,21,13,50,17,5,14,14
95BB02W1,1126,169,155,392,410,600,72,76,230,222,345,51,45,114,135,181,46,34,48,53
95BB03S1,877,166,160,279,272,568,96,118,171,183,157,20,24,52,61,152,50,18,56,28
95BB03S2,899,89,164,344,302,714,52,124,282,256,64,7,12,23,22,121,30,28,39,24
95BB04S1,638,74,81,275,208,417,36,49,211,121,109,9,9,32,59,112,29,23,32,28
95BB04S2,669,42,98,265,264,610,31,85,247,247,8,2,1,2,3,51,9,12,16,14
95BB05S1,564,47,87,269,161,464,29,72,228,135,32,7,5,11,9,68,11,10,30,17
95BB05S2,754,93,139,312,210,588,51,112,254,171,76,7,11,33,25,90,35,16,25,14
95BB06W1,1518,332,248,450,488,698,113,138,239,208,420,63,36,114,207,400,156,74,97,73
95BB07S1,819,166,121,267,265,375,60,52,152,111,239,39,32,58,110,205,67,37,57,44
95BB07S2,496,52,92,204,148,428,35,74,186,133,37,7,11,12,7,31,10,7,6,8
95BB08S1,589,86,89,212,202,294,44,49,120,81,205,15,24,77,89,90,27,16,15,32
