DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2301NI","GENERAL HEALTH BY RELIGION","All usual residents","1. 'Religion' indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their current religion as Catholic or Roman Catholic.; 3. 'Other Christian' includes the Methodist Church in Ireland.; 4. General health refers to health over the 12 months prior to Census day (27 March 2011)."
