GeographyCode,QS605NI0001,QS605NI0002,QS605NI0003,QS605NI0004,QS605NI0005,QS605NI0006,QS605NI0007,QS605NI0008,QS605NI0009,QS605NI0010,QS605NI0011,QS605NI0012,QS605NI0013,QS605NI0014,QS605NI0015,QS605NI0016,QS605NI0017,QS605NI0018,QS605NI0019,QS605NI0020,QS605NI0021,QS605NI0022,QS605NI0023,QS605NI0024,QS605NI0025,QS605NI0026,QS605NI0027,QS605NI0028,QS605NI0029,QS605NI0030,QS605NI0031,QS605NI0032,QS605NI0033,QS605NI0034,QS605NI0035
N00003567,246,12,6,6,51,6,16,15,14,21,2,0,0,7,12,33,25,8,45,10,14,15,6,19,16,3,13,13,0,34,19,15,18,5,13
N00003568,206,13,6,7,37,2,12,12,11,10,0,0,0,1,9,23,18,5,61,17,15,19,10,16,14,2,15,15,0,20,5,15,11,2,9
N00003569,258,12,6,6,31,3,11,9,8,17,3,1,0,0,13,25,20,5,72,22,15,33,2,23,19,4,20,19,1,33,13,20,25,10,15
N00003570,260,14,10,4,45,9,16,10,10,11,3,1,0,2,5,23,18,5,69,19,16,30,4,30,24,6,14,13,1,34,10,24,20,8,12
N00003571,137,10,7,3,14,2,5,4,3,14,2,4,0,1,7,12,10,2,29,4,11,11,3,13,10,3,15,15,0,13,4,9,17,5,12
N00003572,230,9,6,3,40,4,14,16,6,17,3,3,1,3,7,19,14,5,68,27,18,16,7,11,11,0,10,8,2,28,14,14,28,12,16
N00003573,227,18,13,5,37,4,14,6,13,24,1,6,0,2,15,28,24,4,46,10,12,20,4,15,10,5,24,23,1,15,6,9,20,7,13
N00003574,211,14,9,5,36,4,16,12,4,14,2,1,0,6,5,26,19,7,62,25,12,19,6,11,9,2,13,13,0,19,11,8,16,4,12
N00003575,243,11,9,2,37,5,7,11,14,11,3,4,0,1,3,28,17,11,70,18,24,24,4,24,21,3,13,13,0,33,15,18,16,9,7
N00003576,244,14,11,3,39,2,18,5,14,9,1,1,0,0,7,23,17,6,72,20,12,36,4,22,18,4,21,20,1,12,7,5,32,11,21
N00003577,174,7,4,3,25,3,8,3,11,6,2,0,0,0,4,18,13,5,52,12,15,21,4,16,14,2,11,11,0,19,11,8,20,11,9
N00003578,256,14,10,4,66,10,23,25,8,18,0,1,0,1,16,29,23,6,56,8,19,27,2,17,13,4,14,13,1,23,8,15,19,10,9
N00003579,233,9,6,3,53,11,14,18,10,13,2,2,0,2,7,22,17,5,61,10,14,33,4,17,14,3,11,11,0,20,12,8,27,12,15
N00003580,193,20,11,9,48,4,17,21,6,19,2,3,3,2,9,18,14,4,29,0,8,15,6,14,10,4,11,10,1,17,7,10,17,7,10
N00003581,326,19,11,8,56,5,18,17,16,16,2,1,0,4,9,36,34,2,65,4,22,28,11,34,24,10,25,24,1,35,20,15,40,9,31
N00003582,253,21,16,5,45,5,12,11,17,13,1,3,1,2,6,31,26,5,41,1,13,21,6,31,19,12,17,16,1,26,16,10,28,10,18
N00003583,276,21,12,9,47,10,10,16,11,21,3,5,0,2,11,25,19,6,62,2,20,26,14,29,20,9,20,19,1,23,14,9,28,8,20
N00003584,103,4,2,2,7,1,1,1,4,10,1,3,0,3,3,7,5,2,20,2,6,11,1,11,9,2,12,12,0,15,11,4,17,4,13
N00003585,118,2,1,1,13,4,3,3,3,3,1,1,0,1,0,16,11,5,23,1,8,12,2,16,14,2,12,12,0,19,7,12,14,7,7
N00003586,111,3,1,2,12,1,7,2,2,9,1,2,1,1,4,7,5,2,27,1,8,9,9,13,11,2,8,8,0,17,13,4,15,2,13
N00003587,239,20,13,7,42,3,18,11,10,21,7,1,0,3,10,29,21,8,61,12,16,30,3,20,13,7,14,14,0,12,9,3,20,10,10
N00003588,265,19,15,4,56,11,12,21,12,20,7,1,0,2,10,34,24,10,67,9,17,34,7,21,18,3,9,9,0,25,9,16,14,4,10
N00003589,227,22,15,7,35,5,14,10,6,13,3,2,0,1,7,25,19,6,47,6,11,22,8,23,18,5,16,16,0,18,10,8,28,10,18
N00003590,291,15,6,9,58,11,20,15,12,11,2,2,0,5,2,33,28,5,94,17,24,48,5,20,14,6,12,12,0,23,6,17,25,14,11
N00003591,237,10,8,2,45,10,13,15,7,14,6,0,0,1,7,36,31,5,80,17,21,32,10,12,9,3,5,5,0,22,12,10,13,3,10
N00003592,187,6,3,3,34,4,9,10,11,7,2,1,0,1,3,20,15,5,57,7,23,22,5,21,14,7,13,11,2,12,7,5,17,6,11
N00003593,248,18,13,5,44,8,11,18,7,14,4,0,0,4,6,23,17,6,65,15,20,25,5,17,13,4,19,18,1,21,7,14,27,11,16
N00003594,412,29,21,8,55,6,19,16,14,29,5,2,1,3,18,42,33,9,92,23,20,34,15,34,30,4,36,34,2,46,28,18,49,23,26
N00003595,168,13,8,5,21,4,6,5,6,7,1,2,0,2,2,26,24,2,46,7,12,20,7,13,11,2,8,8,0,17,5,12,17,5,12
N00003596,117,15,10,5,18,5,4,3,6,8,2,0,1,0,5,11,6,5,26,9,8,4,5,8,7,1,12,12,0,15,6,9,4,2,2
N00003597,221,18,13,5,38,5,16,9,8,13,3,3,0,0,7,21,19,2,65,27,12,20,6,18,13,5,11,11,0,20,9,11,17,5,12
N00003598,198,21,17,4,42,8,8,15,11,22,4,2,2,2,12,32,28,4,24,2,7,11,4,17,13,4,10,8,2,17,10,7,13,4,9
N00003599,195,12,6,6,37,6,12,10,9,20,4,4,0,4,8,27,23,4,28,4,4,15,5,17,14,3,17,16,1,15,9,6,22,7,15
N00003600,160,12,3,9,9,1,4,3,1,9,4,1,2,1,1,13,10,3,40,1,8,14,17,21,20,1,23,22,1,15,9,6,18,9,9
N00003601,179,15,9,6,28,3,7,12,6,15,1,4,1,1,8,28,22,6,23,1,8,10,4,12,11,1,14,14,0,18,10,8,26,5,21
N00003602,178,12,9,3,20,2,8,4,6,14,2,3,0,1,8,19,16,3,27,3,12,4,8,19,10,9,16,15,1,21,15,6,30,8,22
N00003603,152,16,10,6,25,3,10,4,8,9,1,0,0,3,5,18,16,2,23,1,5,14,3,14,13,1,15,15,0,14,7,7,18,6,12
N00003604,112,4,3,1,10,2,4,2,2,5,4,1,0,0,0,10,6,4,21,1,7,8,5,12,7,5,10,7,3,12,8,4,28,11,17
N00003605,94,3,3,0,9,2,2,2,3,3,2,1,0,0,0,7,6,1,22,3,7,7,5,12,10,2,11,11,0,12,10,2,15,5,10
N00003606,199,7,7,0,39,5,13,8,13,20,4,1,1,4,10,31,23,8,41,1,13,19,8,24,20,4,14,14,0,9,3,6,14,5,9
N00003607,234,24,19,5,71,6,21,26,18,20,3,1,0,2,14,23,22,1,23,1,7,12,3,17,11,6,18,14,4,15,8,7,23,3,20
N00003608,217,26,17,9,39,12,10,8,9,15,2,3,2,3,5,22,19,3,32,1,8,17,6,21,13,8,19,17,2,16,9,7,27,10,17
N00003609,111,6,5,1,7,1,1,2,3,5,2,1,0,0,2,11,9,2,13,1,2,8,2,13,10,3,15,14,1,16,4,12,25,5,20
N00003610,112,8,5,3,8,1,4,1,2,4,0,0,0,1,3,19,17,2,15,2,2,7,4,14,12,2,16,16,0,9,1,8,19,3,16
N00003611,95,5,4,1,9,1,2,1,5,6,1,2,0,0,3,9,7,2,18,0,5,10,3,7,6,1,13,10,3,9,5,4,19,7,12
N00003612,211,12,8,4,34,4,11,13,6,14,3,4,0,0,7,34,29,5,58,11,16,25,6,19,14,5,5,5,0,13,6,7,22,6,16
N00003613,198,12,10,2,24,3,7,4,10,15,3,5,0,0,7,20,14,6,57,20,18,14,5,14,12,2,14,13,1,24,8,16,18,10,8
N00003614,200,14,12,2,41,4,17,12,8,14,2,1,1,0,10,21,16,5,49,12,19,13,5,13,12,1,11,11,0,18,12,6,19,7,12
N00003615,151,9,6,3,16,2,7,5,2,8,2,2,0,1,3,17,13,4,37,7,12,13,5,15,12,3,12,11,1,20,14,6,17,8,9
N00003616,143,8,7,1,19,1,9,4,5,14,2,3,3,1,5,17,12,5,40,10,12,15,3,11,8,3,7,7,0,15,11,4,12,7,5
N00003617,124,15,8,7,6,1,1,3,1,5,2,1,1,0,1,12,10,2,20,2,4,8,6,16,11,5,8,8,0,19,8,11,23,6,17
N00003618,202,8,6,2,35,7,9,13,6,13,2,1,0,1,9,19,16,3,69,20,17,24,8,13,10,3,15,15,0,14,5,9,16,9,7
N00003619,198,11,6,5,41,7,14,11,9,12,1,0,0,2,9,13,9,4,51,11,14,21,5,15,13,2,13,13,0,15,8,7,27,16,11
N00003620,228,16,11,5,39,11,13,9,6,16,2,4,1,2,7,25,19,6,46,2,16,23,5,20,13,7,23,22,1,21,10,11,22,3,19
N00003621,186,17,10,7,34,5,13,7,9,10,1,1,0,0,8,22,19,3,39,10,7,19,3,11,6,5,15,14,1,27,14,13,11,5,6
N00003622,254,22,13,9,42,5,19,6,12,16,4,5,0,1,6,24,11,13,70,12,19,34,5,19,11,8,24,21,3,21,5,16,16,5,11
N00003623,118,9,7,2,7,0,2,1,4,2,0,0,0,0,2,12,6,6,28,3,10,8,7,14,11,3,7,6,1,19,8,11,20,10,10
N00003624,309,19,10,9,43,6,13,7,17,26,4,5,0,2,15,27,21,6,72,21,16,23,12,44,35,9,11,10,1,28,10,18,39,12,27
N00003625,157,5,3,2,18,4,4,8,2,7,2,0,2,1,2,17,13,4,42,8,8,23,3,21,14,7,12,11,1,11,5,6,24,12,12
N00003626,179,20,7,13,24,3,10,7,4,19,2,0,1,4,12,19,16,3,34,16,8,7,3,14,11,3,14,12,2,8,6,2,27,4,23
N00003627,113,8,4,4,7,2,3,1,1,7,1,2,0,0,4,10,5,5,24,4,5,7,8,15,11,4,13,13,0,4,3,1,25,3,22
N00003628,123,9,2,7,15,2,4,3,6,10,2,0,1,2,5,12,9,3,20,3,5,7,5,14,10,4,10,10,0,10,4,6,23,5,18
N00003629,92,12,5,7,31,4,9,14,4,9,2,0,0,2,5,4,3,1,14,3,2,8,1,8,8,0,5,5,0,4,0,4,5,1,4
N00003630,244,38,16,22,54,8,9,26,11,26,1,5,0,4,16,23,20,3,39,6,10,15,8,24,22,2,10,10,0,13,6,7,17,2,15
N00003631,65,9,1,8,9,4,1,2,2,4,0,2,0,0,2,6,4,2,8,1,2,3,2,8,5,3,5,5,0,6,4,2,10,1,9
N00003632,126,16,9,7,25,5,4,10,6,14,3,2,0,2,7,11,7,4,21,9,5,3,4,9,4,5,7,7,0,8,4,4,15,6,9
N00003633,57,3,2,1,1,0,0,1,0,2,1,0,0,0,1,3,2,1,3,2,0,0,1,11,9,2,7,7,0,7,4,3,20,8,12
N00003634,121,6,1,5,13,3,4,3,3,5,0,1,0,1,3,17,10,7,26,10,5,7,4,10,8,2,14,13,1,8,4,4,22,6,16
N00003635,139,6,6,0,24,1,7,11,5,7,1,0,1,0,5,15,6,9,35,16,7,12,0,15,14,1,5,4,1,10,3,7,22,10,12
N00003636,162,8,2,6,29,4,10,12,3,14,1,0,0,1,12,14,8,6,36,16,10,10,0,18,16,2,7,7,0,17,6,11,19,7,12
N00003637,150,22,6,16,35,0,8,16,11,18,2,0,2,3,11,15,13,2,15,0,5,8,2,14,13,1,11,10,1,7,3,4,13,3,10
N00003638,189,9,3,6,34,4,9,14,7,16,4,3,1,2,6,31,26,5,27,3,9,8,7,24,22,2,19,16,3,17,8,9,12,1,11
N00003639,148,18,8,10,32,3,8,16,5,10,1,6,0,1,2,14,10,4,21,4,5,8,4,20,17,3,10,10,0,8,2,6,15,1,14
N00003640,120,7,5,2,16,0,7,6,3,7,2,3,0,0,2,8,2,6,17,3,7,6,1,16,15,1,15,14,1,12,5,7,22,2,20
N00003641,232,23,10,13,31,2,14,9,6,8,1,2,0,0,5,18,17,1,64,36,13,13,2,23,17,6,15,13,2,20,10,10,30,17,13
N00003642,163,14,5,9,23,2,5,9,7,13,1,3,0,3,6,9,7,2,44,25,10,6,3,10,7,3,16,16,0,14,7,7,20,8,12
N00003643,185,9,7,2,23,4,7,10,2,13,2,2,1,2,6,26,17,9,39,5,12,18,4,23,18,5,8,8,0,24,9,15,20,7,13
N00003644,132,14,4,10,33,7,11,6,9,13,3,0,1,3,6,14,13,1,22,3,11,4,4,16,14,2,7,6,1,6,2,4,7,2,5
N00003645,199,16,5,11,35,6,14,7,8,18,5,1,3,5,4,23,21,2,49,4,11,23,11,16,12,4,12,12,0,9,2,7,21,6,15
N00003646,233,34,21,13,40,5,13,14,8,17,2,1,4,0,10,33,23,10,31,0,14,13,4,25,20,5,15,12,3,14,7,7,24,4,20
N00003647,282,29,13,16,35,7,16,5,7,22,4,2,0,1,15,33,26,7,72,6,28,22,16,30,22,8,18,17,1,19,9,10,24,2,22
N00003648,187,13,5,8,32,6,7,13,6,12,3,1,0,1,7,29,24,5,44,17,10,14,3,17,13,4,9,9,0,17,4,13,14,5,9
N00003649,237,16,8,8,37,9,10,12,6,14,6,4,0,0,4,28,20,8,69,25,17,24,3,16,13,3,17,16,1,16,5,11,24,7,17
N00003650,163,11,8,3,37,6,12,13,6,10,3,1,0,3,3,22,20,2,36,21,6,7,2,18,14,4,10,9,1,11,4,7,8,4,4
N00003651,125,0,0,0,28,5,8,9,6,4,0,0,0,0,4,13,12,1,32,6,9,14,3,19,16,3,4,4,0,20,7,13,5,2,3
N00003652,299,13,8,5,45,9,15,11,10,23,6,4,0,3,10,31,22,9,92,49,11,26,6,29,23,6,18,16,2,22,6,16,26,4,22
N00003653,159,5,3,2,32,5,9,10,8,7,0,1,0,1,5,13,10,3,48,14,8,21,5,16,14,2,12,11,1,11,4,7,15,5,10
N00003654,82,1,1,0,14,4,6,2,2,5,0,1,0,0,4,6,4,2,15,1,2,9,3,15,10,5,9,8,1,8,2,6,9,5,4
N00003655,58,3,0,3,9,1,3,4,1,1,0,1,0,0,0,2,2,0,16,1,5,8,2,8,7,1,5,5,0,2,1,1,12,4,8
N00003656,211,17,8,9,39,5,10,16,8,8,1,2,1,1,3,18,12,6,48,8,6,24,10,26,23,3,11,11,0,18,6,12,26,1,25
N00003657,151,18,10,8,22,3,7,6,6,7,1,1,0,0,5,17,15,2,26,3,8,10,5,16,11,5,11,10,1,12,6,6,22,3,19
N00003658,244,25,9,16,26,1,4,16,5,20,3,5,0,3,9,18,9,9,60,32,12,15,1,34,31,3,13,12,1,18,8,10,30,12,18
N00003659,150,9,4,5,20,2,6,8,4,7,0,1,0,1,5,10,5,5,52,21,7,19,5,11,11,0,10,9,1,10,5,5,21,7,14
N00003660,157,10,4,6,27,3,7,14,3,12,0,2,1,6,3,16,7,9,27,8,3,11,5,23,18,5,12,12,0,12,7,5,18,7,11
N00003661,119,8,5,3,15,0,6,6,3,12,3,1,1,1,6,19,16,3,18,2,1,14,1,17,13,4,12,12,0,8,3,5,10,3,7
N00003662,65,5,0,5,9,3,3,3,0,6,0,0,0,1,5,5,4,1,17,2,2,6,7,6,6,0,5,5,0,5,1,4,7,1,6
N00003663,98,3,1,2,9,1,4,4,0,6,0,2,2,0,2,9,8,1,10,1,2,6,1,17,12,5,15,14,1,14,8,6,15,2,13
N00003664,206,16,12,4,29,4,8,10,7,21,4,3,0,1,13,19,14,5,33,3,7,12,11,30,26,4,14,11,3,12,3,9,32,7,25
N00003665,191,14,9,5,24,4,9,7,4,15,3,1,1,4,6,12,12,0,52,25,8,13,6,26,17,9,13,12,1,19,8,11,16,7,9
N00003666,199,7,2,5,26,5,9,8,4,10,2,1,1,1,5,22,11,11,51,16,10,21,4,23,16,7,13,11,2,18,11,7,29,11,18
N00003667,193,9,6,3,33,5,8,12,8,20,2,3,1,3,11,22,18,4,47,3,6,34,4,18,15,3,12,9,3,17,8,9,15,1,14
N00003668,190,10,7,3,14,4,2,4,4,14,2,2,2,1,7,20,16,4,64,7,8,40,9,19,16,3,16,16,0,12,9,3,21,8,13
N00003669,188,5,4,1,19,5,3,8,3,16,1,2,0,4,9,24,12,12,52,7,8,32,5,22,20,2,20,19,1,14,9,5,16,7,9
N00003670,188,16,11,5,35,6,11,3,15,11,2,2,2,2,3,22,12,10,37,16,5,14,2,13,11,2,21,17,4,17,5,12,16,4,12
N00003671,98,5,4,1,2,1,0,1,0,1,0,0,0,0,1,13,12,1,29,3,7,13,6,10,5,5,12,11,1,17,9,8,9,2,7
N00003672,130,3,1,2,17,4,4,4,5,8,2,2,0,1,3,16,12,4,30,1,7,19,3,20,17,3,13,11,2,9,5,4,14,3,11
N00003673,94,4,2,2,5,0,2,2,1,7,1,0,1,1,4,13,11,2,26,4,7,11,4,12,10,2,4,4,0,9,3,6,14,3,11
N00003674,205,15,14,1,32,6,8,9,9,13,1,1,2,2,7,21,16,5,50,9,7,28,6,19,13,6,6,5,1,25,12,13,24,8,16
N00003675,137,14,8,6,18,3,5,7,3,10,1,3,2,3,1,20,14,6,24,3,6,15,0,10,8,2,14,11,3,17,11,6,10,2,8
N00003676,98,6,6,0,12,3,6,3,0,6,4,0,0,0,2,5,3,2,14,1,4,6,3,8,6,2,15,12,3,12,4,8,20,7,13
N00003677,94,4,3,1,4,1,2,1,0,5,2,1,1,0,1,5,5,0,14,0,6,6,2,14,11,3,13,12,1,12,5,7,23,8,15
N00003678,130,8,6,2,10,1,2,3,4,7,2,1,0,1,3,9,7,2,11,0,3,6,2,14,7,7,23,22,1,16,8,8,32,10,22
N00003679,118,8,7,1,12,0,5,4,3,9,3,0,0,0,6,16,15,1,15,0,3,6,6,6,5,1,22,19,3,13,4,9,17,2,15
N00003680,75,4,2,2,14,2,4,4,4,1,0,0,0,1,0,9,8,1,7,1,1,2,3,5,3,2,13,9,4,11,5,6,11,2,9
N00003681,173,17,9,8,32,11,9,5,7,13,2,2,1,4,4,12,10,2,24,2,5,9,8,10,6,4,23,15,8,15,5,10,27,9,18
N00003682,46,3,3,0,5,1,4,0,0,6,0,0,0,3,3,5,4,1,2,0,0,1,1,7,4,3,9,7,2,4,1,3,5,1,4
N00003683,130,13,7,6,22,2,8,2,10,8,2,1,0,2,3,16,12,4,20,0,6,8,6,14,13,1,13,13,0,11,7,4,13,2,11
N00003684,109,6,4,2,12,0,4,6,2,4,2,1,0,0,1,9,7,2,24,4,8,3,9,16,10,6,20,18,2,4,1,3,14,1,13
N00003685,142,11,10,1,23,1,8,7,7,8,0,1,1,1,5,18,17,1,11,0,3,4,4,14,13,1,22,17,5,20,10,10,15,4,11
N00003686,120,5,2,3,14,2,4,6,2,5,1,2,0,0,2,10,7,3,24,3,5,8,8,15,10,5,22,18,4,10,4,6,15,3,12
N00003687,198,18,12,6,22,3,6,8,5,17,0,0,0,1,16,27,20,7,30,5,13,7,5,21,14,7,25,22,3,18,5,13,20,5,15
N00003688,137,5,2,3,11,2,2,5,2,9,2,1,2,2,2,15,12,3,30,3,6,16,5,13,12,1,17,14,3,21,11,10,16,4,12
N00003689,88,4,4,0,10,3,1,5,1,8,3,0,0,3,2,7,4,3,8,0,1,3,4,11,6,5,11,9,2,9,1,8,20,5,15
N00003690,243,16,11,5,27,4,6,9,8,14,4,1,4,1,4,31,18,13,69,20,8,35,6,15,7,8,13,12,1,42,31,11,16,5,11
N00003691,205,17,8,9,28,3,9,11,5,11,2,4,0,2,3,22,21,1,58,13,6,37,2,19,16,3,13,11,2,21,10,11,16,3,13
N00003692,187,13,8,5,36,2,10,17,7,12,2,2,1,1,6,11,7,4,57,10,8,33,6,10,8,2,13,12,1,14,12,2,21,8,13
N00003693,172,7,5,2,14,2,3,4,5,12,2,1,0,1,8,23,16,7,46,5,8,26,7,19,17,2,16,12,4,21,11,10,14,0,14
N00003694,238,15,7,8,26,5,7,10,4,11,3,3,1,1,3,21,13,8,86,27,14,39,6,15,13,2,18,15,3,23,6,17,23,8,15
N00003695,180,16,6,10,25,3,9,9,4,10,0,1,0,0,9,18,13,5,43,3,9,29,2,19,16,3,9,5,4,24,13,11,16,6,10
N00003696,175,12,9,3,21,4,10,6,1,6,1,1,0,0,4,15,7,8,61,16,13,29,3,14,12,2,9,9,0,25,13,12,12,4,8
N00003697,203,18,12,6,30,2,3,13,12,13,2,3,1,3,4,22,13,9,40,4,14,19,3,24,19,5,14,12,2,25,9,16,17,6,11
N00003698,289,27,21,6,54,8,14,16,16,15,3,1,1,1,9,34,28,6,63,20,15,25,3,26,20,6,20,18,2,26,14,12,24,6,18
N00003699,154,17,11,6,42,6,14,14,8,19,3,1,0,3,12,16,13,3,25,1,8,13,3,9,8,1,7,7,0,12,6,6,7,1,6
N00003700,183,19,9,10,37,0,11,13,13,13,2,1,0,5,5,15,8,7,40,3,8,27,2,10,6,4,17,16,1,12,6,6,20,5,15
N00003701,303,23,17,6,63,9,22,14,18,21,4,3,0,2,12,39,30,9,69,7,18,41,3,26,22,4,25,24,1,21,6,15,16,4,12
N00003702,369,43,30,13,129,14,45,38,32,34,6,4,2,4,18,39,34,5,41,2,10,22,7,20,13,7,30,28,2,16,7,9,17,2,15
N00003703,299,36,28,8,72,8,22,20,22,17,1,3,1,1,11,34,27,7,45,4,11,21,9,27,15,12,21,16,5,20,7,13,27,9,18
N00003704,206,20,11,9,36,6,15,7,8,18,1,0,1,2,14,21,16,5,44,4,5,27,8,18,14,4,19,17,2,10,4,6,20,4,16
N00003705,189,20,13,7,29,1,8,14,6,6,2,0,0,1,3,24,17,7,27,2,8,12,5,21,17,4,25,24,1,18,5,13,19,4,15
N00003706,202,21,16,5,32,7,6,11,8,14,3,1,1,0,9,29,23,6,38,7,8,18,5,26,21,5,13,11,2,15,7,8,14,4,10
N00003707,247,20,12,8,43,8,16,12,7,12,2,0,0,1,9,20,13,7,65,11,12,34,8,17,14,3,32,30,2,17,4,13,21,4,17
N00003708,202,21,9,12,37,6,8,14,9,10,3,2,1,1,3,24,20,4,37,5,10,18,4,17,13,4,19,18,1,10,1,9,27,10,17
N00003709,153,6,6,0,25,5,7,7,6,10,3,1,1,2,3,16,12,4,28,3,3,18,4,15,13,2,27,21,6,11,3,8,15,1,14
N00003710,173,9,8,1,29,5,5,12,7,11,0,4,0,1,6,20,16,4,30,1,7,18,4,13,9,4,20,17,3,18,6,12,23,7,16
N00003711,229,17,13,4,50,6,18,13,13,23,2,1,0,3,17,27,19,8,47,9,14,20,4,14,12,2,18,16,2,15,6,9,18,6,12
N00003712,155,19,16,3,24,3,11,5,5,19,1,0,2,2,14,14,12,2,13,1,4,6,2,14,12,2,18,16,2,12,7,5,22,8,14
N00003713,153,16,9,7,19,6,1,6,6,14,3,1,0,0,10,12,10,2,24,0,4,13,7,15,12,3,23,21,2,7,6,1,23,2,21
N00003714,116,7,4,3,9,1,2,4,2,5,1,0,1,1,2,11,8,3,23,3,5,8,7,22,20,2,16,10,6,10,5,5,13,4,9
N00003715,101,5,4,1,17,1,6,9,1,5,1,0,1,1,2,9,8,1,19,2,3,10,4,9,6,3,19,16,3,10,8,2,8,1,7
N00003716,133,8,6,2,25,3,4,7,11,12,7,2,1,1,1,8,6,2,20,2,5,11,2,9,6,3,17,14,3,12,8,4,22,2,20
N00003717,118,7,3,4,24,3,8,4,9,11,1,1,0,1,8,9,8,1,23,4,5,6,8,8,8,0,8,8,0,9,7,2,19,5,14
N00003718,611,58,39,19,160,17,41,63,39,63,6,7,2,7,41,67,57,10,55,3,17,27,8,51,38,13,70,60,10,39,12,27,48,13,35
N00003719,219,31,18,13,33,1,14,11,7,24,1,4,2,3,14,25,16,9,35,3,11,16,5,19,14,5,21,20,1,17,9,8,14,6,8
N00003720,207,17,15,2,37,5,13,12,7,16,3,1,1,2,9,22,17,5,31,2,13,12,4,12,11,1,30,23,7,18,7,11,24,8,16
N00003721,222,18,11,7,49,2,20,16,11,24,3,1,1,2,17,21,13,8,39,14,10,14,1,15,11,4,16,15,1,21,7,14,19,6,13
N00003722,186,13,8,5,42,6,7,14,15,14,0,3,2,2,7,17,11,6,39,18,7,12,2,22,17,5,15,13,2,13,4,9,11,2,9
N00003723,160,10,5,5,26,2,13,8,3,18,4,1,2,2,9,18,13,5,33,6,7,18,2,10,6,4,15,14,1,21,8,13,9,4,5
N00003724,157,4,4,0,36,2,8,18,8,11,4,1,0,1,5,9,6,3,38,15,6,14,3,19,14,5,17,15,2,12,3,9,11,5,6
N00003725,86,9,7,2,14,1,5,6,2,4,0,0,0,0,4,12,9,3,13,4,1,4,4,8,4,4,6,5,1,10,2,8,10,4,6
N00003726,177,14,12,2,19,1,6,9,3,8,2,0,0,1,5,26,21,5,51,14,14,19,4,19,13,6,13,11,2,12,3,9,15,9,6
N00003727,95,6,6,0,23,0,10,7,6,4,0,0,0,2,2,12,10,2,17,7,5,5,0,8,7,1,11,11,0,7,3,4,7,1,6
N00003728,129,7,3,4,19,1,6,11,1,2,1,0,1,0,0,15,9,6,35,5,9,16,5,17,12,5,14,9,5,8,4,4,12,6,6
N00003729,165,9,4,5,28,1,9,11,7,9,1,0,2,0,6,22,17,5,40,5,11,14,10,13,9,4,13,13,0,13,2,11,18,7,11
N00003730,187,12,10,2,27,3,13,9,2,14,1,1,0,2,10,25,19,6,33,3,5,23,2,22,15,7,18,17,1,17,6,11,19,6,13
N00003731,161,22,9,13,30,4,4,14,8,9,2,1,0,1,5,21,16,5,31,3,8,17,3,17,14,3,9,9,0,12,6,6,10,2,8
N00003732,201,12,6,6,19,4,7,3,5,12,3,1,0,4,4,22,19,3,34,2,13,8,11,35,27,8,30,26,4,15,9,6,22,11,11
N00003733,101,3,2,1,12,2,4,3,3,7,1,3,0,0,3,11,9,2,18,1,4,10,3,18,14,4,15,11,4,8,5,3,9,2,7
N00003734,150,7,6,1,10,1,4,2,3,8,5,1,0,0,2,11,7,4,15,0,7,6,2,14,10,4,33,27,6,28,15,13,24,9,15
N00003735,96,7,6,1,7,1,2,2,2,5,3,1,0,1,0,11,9,2,8,0,2,3,3,8,4,4,20,17,3,12,9,3,18,5,13
N00003736,132,7,5,2,7,0,3,2,2,10,1,3,0,0,6,18,13,5,14,0,3,2,9,13,6,7,31,27,4,11,6,5,21,6,15
N00003737,164,5,3,2,21,1,9,3,8,12,2,2,2,1,5,11,9,2,27,0,6,15,6,21,17,4,22,21,1,17,8,9,28,9,19
N00003738,110,2,1,1,8,1,1,3,3,4,2,2,0,0,0,11,10,1,13,0,4,4,5,13,8,5,21,15,6,12,7,5,26,8,18
N00003739,194,15,8,7,31,8,13,5,5,17,8,1,1,1,6,19,15,4,21,0,8,6,7,16,8,8,21,18,3,22,13,9,32,6,26
N00003740,105,9,8,1,16,2,6,2,6,4,0,2,0,1,1,14,12,2,10,0,1,6,3,10,8,2,14,11,3,15,8,7,13,5,8
N00003741,96,4,2,2,11,2,3,3,3,5,2,2,0,0,1,9,9,0,7,0,2,1,4,9,5,4,11,10,1,12,7,5,28,12,16
N00003742,121,10,4,6,14,3,3,5,3,6,1,0,0,1,4,8,4,4,19,2,4,11,2,11,5,6,18,14,4,9,6,3,26,7,19
N00003743,263,22,13,9,40,6,10,10,14,23,2,4,0,7,10,28,23,5,40,4,17,17,2,26,22,4,34,33,1,28,6,22,22,6,16
N00003744,173,10,4,6,19,2,8,5,4,12,2,3,1,1,5,18,12,6,26,0,1,22,3,18,15,3,23,22,1,20,5,15,27,3,24
N00003745,203,25,18,7,48,1,11,19,17,18,4,1,1,2,10,18,14,4,33,6,3,20,4,10,7,3,22,19,3,15,4,11,14,5,9
N00003746,154,8,6,2,32,5,7,16,4,12,0,0,0,1,11,22,10,12,18,0,6,6,6,12,10,2,17,16,1,15,5,10,18,12,6
N00003747,136,18,16,2,30,4,11,8,7,13,5,1,0,1,6,15,12,3,17,1,5,6,5,7,5,2,15,13,2,12,4,8,9,6,3
N00003748,183,15,8,7,25,4,7,7,7,11,3,2,0,2,4,19,13,6,43,6,11,18,8,16,14,2,17,17,0,15,9,6,22,2,20
