GeographyCode,QS102NI0001,QS102NI0002,QS102NI0003
N00000217,479,252,1.90
N00000218,361,63,5.73
N00000219,245,8,30.13
N00000220,284,4,77.38
N00000221,262,6,40.61
N00000222,298,104,2.87
N00000223,319,16,19.91
N00000224,243,7,37.35
N00000225,147,7,20.39
N00000226,261,11,24.07
N00000227,195,7,26.21
N00000228,306,7,43.76
N00000229,395,11,34.47
N00000230,293,5,54.81
N00000231,324,5,64.02
N00000232,309,9,34.09
N00000233,258,8,30.87
N00000234,256,3,82.66
N00000235,323,11,30.40
N00000236,291,15,19.59
N00000237,416,271,1.54
N00000238,306,135,2.26
N00000239,254,7,36.56
N00000240,354,15,22.88
N00000241,424,25,16.96
N00000242,360,142,2.54
N00000243,265,5,56.68
N00000244,275,3,96.28
N00000245,314,5,60.48
N00000246,309,4,74.11
N00000247,309,18,17.02
N00000248,337,7,48.17
N00000249,386,16,24.00
N00000250,401,9,43.20
N00000251,456,8,54.27
N00000252,345,580,0.59
N00000253,499,703,0.71
N00000254,315,638,0.49
N00000255,351,922,0.38
N00000256,780,524,1.49
N00000257,447,49,9.17
N00000258,379,636,0.60
N00000259,465,1249,0.37
N00000260,560,356,1.58
N00000261,561,999,0.56
N00000262,419,787,0.53
N00000263,239,121,1.97
N00000264,566,328,1.72
N00000265,351,25,14.20
N00000266,328,37,8.82
N00000267,431,261,1.65
N00000268,384,367,1.05
N00000269,347,889,0.39
N00000270,371,763,0.49
N00000271,380,527,0.72
N00000272,295,215,1.37
N00000273,460,163,2.82
N00000274,468,627,0.75
N00000275,291,11,27.25
N00000276,315,19,16.21
N00000277,310,5,66.43
N00000278,304,6,48.77
N00000279,181,4,41.50
N00000280,392,9,45.47
N00000281,349,1109,0.31
N00000282,364,798,0.46
N00000283,346,71,4.89
N00000284,382,9,40.28
N00000285,322,7,48.58
N00000286,271,29,9.47
N00000287,297,6,53.61
N00000288,353,109,3.25
N00000289,496,22,22.32
N00000290,271,5,57.43
N00000291,512,156,3.27
N00000292,731,346,2.12
N00000293,522,14,36.23
N00000294,405,797,0.51
N00000295,421,37,11.30
N00000296,287,14,21.17
N00000297,371,8,44.03
N00000298,335,6,53.70
N00000299,324,23,14.02
N00000300,296,7,42.64
N00000301,366,27,13.35
N00000302,363,7,48.56
N00000303,318,8,40.47
N00000304,342,4,79.74
N00000305,395,15,26.81
N00000306,381,5,73.78
N00000307,355,6,62.94
N00000308,277,7,41.30
N00000309,378,7,52.67
N00000310,408,1355,0.30
N00000311,333,170,1.96
N00000312,512,1065,0.48
N00000313,636,404,1.57
N00000314,358,8,43.51
N00000315,345,12,29.72
N00000316,374,18,20.29
N00000317,447,20,22.46
N00000318,344,244,1.41
N00000319,819,40,20.69
N00000320,318,217,1.47
N00000321,517,30,16.98
N00000322,389,39,9.93
N00000323,472,1017,0.46
N00000324,376,343,1.10
N00000325,538,81,6.65
N00000326,946,284,3.33
N00000327,325,7,47.92
N00000328,291,9,33.23
N00000329,402,6,66.00
N00000330,539,355,1.52
N00000331,612,21,28.65
N00000332,284,5,58.17
N00000333,293,7,42.73
N00000334,294,10,29.03
N00000335,326,5,69.12
N00000336,330,10,33.54
N00000337,282,38,7.36
N00000338,308,10,29.43
N00000339,294,11,26.26
N00000340,427,172,2.48
N00000341,348,11,31.53
N00000342,359,6,58.13
N00000343,351,6,59.95
N00000344,406,64,6.34
N00000345,416,14,30.07
N00000346,685,122,5.64
N00000347,257,25,10.32
N00000348,426,22,19.80
N00000349,368,101,3.64
N00000350,577,661,0.87
N00000351,414,924,0.45
N00000352,466,928,0.50
N00000353,422,768,0.55
N00000354,405,1845,0.22
N00000355,441,1011,0.44
N00000356,414,22,18.57
N00000357,1212,63,19.36
N00000358,371,23,16.29
N00000359,820,31,26.47
N00000360,423,729,0.58
N00000361,413,370,1.12
N00000362,390,1106,0.35
N00000363,484,1434,0.34
N00000364,475,2199,0.22
N00000365,255,387,0.66
N00000366,536,450,1.19
N00000367,351,53,6.63
N00000368,544,670,0.81
N00000369,411,819,0.50
N00000370,485,736,0.66
N00000371,447,702,0.64
N00000372,380,40,9.58
N00000373,437,54,8.09
N00000374,348,63,5.50
N00000375,303,102,2.97
N00000376,261,9,29.53
N00000377,268,21,12.53
N00000378,289,38,7.62
N00000379,490,13,37.38
N00000380,532,1503,0.35
N00000381,979,106,9.25
N00000382,557,1131,0.49
N00000383,472,1742,0.27
N00000384,490,1217,0.40
N00000385,445,1205,0.37
N00000386,291,10,28.14
N00000387,227,7,31.99
N00000388,1602,87,18.48
N00000389,445,49,9.05
N00000390,972,2116,0.46
N00000391,524,1345,0.39
N00000392,1399,1110,1.26
N00000393,459,890,0.52
N00000394,406,780,0.52
N00000395,508,1400,0.36
N00000396,376,553,0.68
N00000397,520,718,0.72
N00000398,463,523,0.89
N00000399,304,191,1.59
N00000400,240,11,22.22
N00000401,286,14,20.16
N00000402,248,24,10.13
N00000403,522,31,17.11
N00000404,276,6,45.81
N00000405,223,14,15.63
N00000406,397,1162,0.34
N00000407,1125,2804,0.40
N00000408,468,1120,0.42
N00000409,403,290,1.39
N00000410,392,832,0.47
N00000411,355,474,0.75
N00000412,438,1333,0.33
N00000413,442,967,0.46
N00000414,380,1481,0.26
N00000415,439,458,0.96
N00000416,420,1662,0.25
N00000417,533,15,35.66
N00000418,857,606,1.41
N00000419,354,636,0.56
N00000420,339,244,1.39
N00000421,530,15,34.68
N00000422,422,8,50.11
N00000423,461,708,0.65
N00000424,561,463,1.21
N00000425,363,520,0.70
N00000426,307,243,1.26
N00000427,339,335,1.01
N00000428,398,164,2.42
N00000429,474,831,0.57
N00000430,497,1441,0.35
N00000431,361,563,0.64
N00000432,285,416,0.69
N00000433,280,34,8.30
N00000434,445,53,8.34
N00000435,430,16,27.11
N00000436,522,652,0.80
N00000437,664,839,0.79
N00000438,475,1011,0.47
N00000439,419,1323,0.32
N00000440,417,729,0.57
N00000441,311,497,0.63
N00000442,444,33,13.58
N00000443,488,188,2.60
N00000444,566,79,7.19
N00000445,397,45,8.73
N00000446,336,20,17.09
N00000447,309,78,3.98
N00000448,246,9,27.78
N00000449,435,1435,0.30
N00000450,491,811,0.61
N00000451,493,456,1.08
N00000452,452,1736,0.26
N00000453,335,303,1.11
N00000454,514,1201,0.43
N00000455,273,29,9.28
N00000456,322,161,2.00
N00000457,347,22,16.13
N00000458,366,205,1.78
N00000459,690,35,19.75
N00000460,359,13,27.84
N00000461,421,31,13.37
N00000462,232,13,18.38
N00000463,777,632,1.23
N00000464,436,49,8.86
N00000465,305,28,10.95
N00000466,375,728,0.51
N00000467,290,10,28.62
N00000468,302,17,18.22
N00000469,440,12,36.79
N00000470,286,10,28.34
N00000471,286,12,23.29
N00000472,222,8,27.69
N00000473,202,29,6.96
N00000474,250,35,7.08
N00000475,238,7,34.98
N00000476,256,3,75.43
N00000477,721,87,8.28
N00000478,294,8,35.83
N00000479,280,10,27.25
N00000480,335,49,6.90
N00000481,469,67,7.01
N00000482,225,10,23.14
N00000483,285,7,40.32
N00000484,330,11,30.34
N00000485,241,7,35.86
N00000486,372,13,27.56
N00000487,290,199,1.46
N00000488,409,197,2.08
N00000489,282,49,5.76
N00000490,515,284,1.81
N00000491,525,112,4.67
N00000492,414,228,1.81
N00000493,331,43,7.79
N00000494,825,55,14.91
N00000495,336,17,19.21
N00000496,837,25,33.87
N00000497,837,183,4.56
N00000498,337,20,16.83
N00000499,296,10,29.15
N00000500,503,77,6.52
N00000501,300,12,24.32
N00000502,196,8,23.41
N00000503,395,38,10.39
N00000504,236,6,38.73
N00000505,225,5,42.45
N00000506,282,31,9.16
N00000507,269,5,51.31
N00000508,316,15,21.04
N00000509,357,33,10.74
N00000510,290,19,15.23
N00000511,520,16,33.25
N00000512,430,17,24.88
N00000513,327,19,17.03
N00000514,357,8,45.25
N00000515,345,9,40.34
N00000516,215,21,10.47
N00000517,394,9,44.22
N00000518,311,449,0.69
N00000519,260,46,5.69
N00000520,612,44,13.82
N00000521,413,37,11.23
N00000522,451,142,3.18
N00000523,397,36,11.04
N00000524,488,402,1.21
N00000525,431,43,10.13
N00000526,260,9,28.28
N00000527,344,6,60.32
N00000528,247,6,44.39
N00000529,238,42,5.73
N00000530,292,24,12.30
N00000531,317,5,59.95
N00000532,214,15,13.99
N00000533,214,7,31.12
N00000534,490,1935,0.25
N00000535,519,1285,0.40
N00000536,392,686,0.57
N00000537,413,619,0.67
N00000538,395,992,0.40
N00000539,381,526,0.72
N00000540,291,308,0.95
N00000541,407,47,8.71
N00000542,265,30,8.70
N00000543,389,37,10.49
N00000544,273,8,36.35
N00000545,288,12,24.38
N00000546,280,5,52.60
N00000547,327,15,21.16
N00000548,285,23,12.39
N00000549,215,9,24.36
N00000550,429,14,29.59
N00000551,269,6,41.64
N00000552,254,9,29.28
N00000553,347,6,56.48
N00000554,250,4,58.80
N00000555,251,6,44.28
N00000556,348,16,21.63
N00000557,552,948,0.58
N00000558,466,698,0.67
N00000559,322,392,0.82
N00000560,413,669,0.62
N00000561,493,1869,0.26
N00000562,364,699,0.52
N00000563,923,35,26.03
N00000564,323,12,26.15
N00000565,218,7,30.68
N00000566,320,9,34.43
N00000567,517,358,1.45
N00000568,369,18,20.84
N00000569,380,37,10.34
N00000570,337,16,20.89
N00000571,303,373,0.81
N00000572,572,57,10.07
N00000573,364,31,11.71
N00000574,435,118,3.69
N00000575,462,1723,0.27
N00000576,344,709,0.49
N00000577,434,2175,0.20
N00000578,718,1423,0.50
N00000579,480,425,1.13
N00000580,474,756,0.63
N00000581,539,1758,0.31
N00000582,401,1181,0.34
N00000583,305,743,0.41
N00000584,493,985,0.50
N00000585,477,4848,0.10
N00000586,446,2578,0.17
N00000587,465,844,0.55
N00000588,394,399,0.99
N00000589,639,1026,0.62
N00000590,416,1163,0.36
N00000591,454,997,0.46
N00000592,480,279,1.72
N00000593,576,911,0.63
N00000594,371,607,0.61
N00000595,525,858,0.61
N00000596,293,214,1.37
N00000597,235,3,69.51
N00000598,287,23,12.33
N00000599,223,7,33.84
N00000600,350,9,40.06
N00000601,283,18,15.44
N00000602,214,15,13.84
N00000603,414,154,2.69
N00000604,340,71,4.82
N00000605,488,70,7.01
N00000606,352,16,22.38
N00000607,310,6,52.51
N00000608,365,885,0.41
N00000609,375,287,1.31
N00000610,419,197,2.13
N00000611,301,493,0.61
N00000612,543,16,34.95
N00000613,236,5,51.45
N00000614,217,6,38.18
N00000615,139,6,21.85
N00000616,301,5,57.79
N00000617,310,7,46.27
N00000618,621,22,28.72
N00000619,371,21,18.03
N00000620,372,15,24.08
N00000621,390,23,16.66
N00000622,385,15,25.45
N00000623,332,572,0.58
N00000624,469,791,0.59
N00000625,262,36,7.25
N00000626,492,855,0.58
N00000627,456,911,0.50
N00000628,415,678,0.61
N00000629,438,79,5.52
N00000630,272,14,19.32
N00000631,406,1699,0.24
N00000632,474,1499,0.32
N00000633,325,1196,0.27
N00000634,495,3258,0.15
N00000635,410,2798,0.15
N00000636,399,3135,0.13
N00000637,832,23,35.70
N00000638,398,6,66.18
N00000639,408,20,20.47
N00000640,343,90,3.80
N00000641,341,17,20.28
N00000642,389,6,61.20
N00000643,477,4271,0.11
N00000644,548,444,1.23
N00000645,451,807,0.56
N00000646,419,2623,0.16
N00000647,723,636,1.14
N00000648,381,818,0.47
N00000649,389,1985,0.20
N00000650,602,165,3.66
N00000651,278,15,18.17
N00000652,533,24,22.13
N00000653,309,12,25.02
N00000654,269,7,36.33
N00000655,368,16,22.74
N00000656,242,14,17.54
N00000657,851,378,2.25
N00000658,364,1548,0.24
N00000659,391,465,0.84
N00000660,387,23,17.16
N00000661,384,1454,0.26
N00000662,352,222,1.59
N00000663,395,950,0.42
N00000664,378,1256,0.30
N00000665,485,604,0.80
N00000666,439,1006,0.44
N00000667,538,352,1.53
N00000668,323,32,10.09
N00000669,493,246,2.00
N00000670,292,56,5.22
N00000671,239,15,15.95
N00000672,324,28,11.57
N00000673,943,122,7.74
N00000674,316,23,13.68
N00000675,387,20,19.77
N00000676,721,36,20.22
N00000677,295,15,19.69
N00000678,531,2042,0.26
N00000679,561,1120,0.50
N00000680,413,186,2.22
N00000681,385,660,0.58
N00000682,485,778,0.62
N00000683,391,1217,0.32
N00000684,595,398,1.50
N00000685,326,20,16.61
N00000686,499,1443,0.35
N00000687,379,708,0.54
N00000688,407,1247,0.33
N00000689,392,1573,0.25
N00000690,282,7,41.96
N00000691,303,4,78.71
N00000692,244,5,45.96
N00000693,287,7,40.74
N00000694,873,26,33.23
N00000695,518,12,43.71
N00000696,180,20,8.78
N00000697,380,151,2.52
N00000698,451,57,7.91
N00000699,256,10,24.61
N00000700,262,25,10.63
N00000701,235,36,6.47
N00000702,771,344,2.24
N00000703,342,444,0.77
N00000704,656,940,0.70
N00000705,680,118,5.76
N00000706,437,837,0.52
N00000707,360,350,1.03
N00000708,466,1449,0.32
N00000709,465,1374,0.34
N00000710,345,527,0.66
N00000711,522,237,2.20
N00000712,385,872,0.44
N00000713,421,750,0.56
N00000714,453,1098,0.41
N00000715,656,17,38.18
N00000716,897,40,22.71
N00000717,576,26,22.54
N00000718,1923,531,3.62
N00000719,260,37,7.01
N00000720,484,145,3.34
N00000721,460,1360,0.34
N00000722,495,836,0.59
N00000723,445,1158,0.38
N00000724,495,2073,0.24
N00000725,477,1267,0.38
N00000726,445,1975,0.23
N00000727,274,8,34.42
N00000728,495,53,9.32
N00000729,355,7,50.73
N00000730,305,18,16.51
N00000731,267,9,28.87
N00000732,569,16,36.01
N00000733,325,11,29.86
N00000734,416,9,46.05
N00000735,422,1209,0.35
N00000736,382,613,0.62
N00000737,382,1086,0.35
N00000738,432,1135,0.38
N00000739,444,1700,0.26
N00000740,567,1362,0.42
N00000741,345,251,1.37
N00000742,286,9,33.37
N00000743,270,7,41.14
N00000744,283,13,21.79
N00000745,470,22,21.63
N00000746,508,25,20.59
N00000747,401,22,18.55
N00000748,454,26,17.46
N00000749,387,8,50.27
N00000750,319,15,20.71
N00000751,464,25,18.26
N00000752,412,7,55.82
N00000753,436,704,0.62
N00000754,436,138,3.15
N00000755,391,16,24.63
N00000756,366,259,1.42
N00000757,451,12,36.23
N00000758,471,7,63.44
N00000759,304,7,42.21
N00000760,250,8,29.88
N00000761,421,7,58.35
N00000762,222,4,51.40
N00000763,410,10,39.81
N00000764,278,38,7.25
N00000765,413,9,48.45
N00000766,776,37,20.84
N00000767,312,14,21.84
N00000768,276,6,43.53
N00000769,393,25,16.02
N00000770,374,34,11.10
N00000771,233,7,31.22
N00000772,456,534,0.85
N00000773,420,177,2.38
N00000774,1023,478,2.14
N00000775,296,342,0.87
N00000776,327,17,18.81
N00000777,912,1563,0.58
N00000778,432,1158,0.37
N00000779,564,732,0.77
N00000780,531,625,0.85
N00000781,508,33,15.23
N00000782,526,1042,0.50
N00000783,565,1145,0.49
N00000784,437,1195,0.37
N00000785,332,1140,0.29
N00000786,384,1035,0.37
N00000787,437,1252,0.35
N00000788,427,1367,0.31
N00000789,997,384,2.59
N00000790,530,738,0.72
N00000791,347,387,0.90
N00000792,399,435,0.92
N00000793,451,816,0.55
N00000794,467,853,0.55
N00000795,539,1396,0.39
N00000796,351,109,3.21
N00000797,349,48,7.24
N00000798,527,1493,0.35
N00000799,475,276,1.72
N00000800,428,1000,0.43
N00000801,529,1143,0.46
N00000802,272,393,0.69
N00000803,398,453,0.88
N00000804,422,978,0.43
N00000805,383,890,0.43
N00000806,341,153,2.23
N00000807,521,138,3.77
N00000808,243,10,25.17
N00000809,557,23,24.15
N00000810,434,261,1.67
N00000811,345,12,28.91
N00000812,299,16,18.96
N00000813,491,167,2.93
N00000814,258,16,16.52
N00000815,487,126,3.88
N00000816,558,45,12.36
N00000817,256,17,14.97
N00000818,324,20,16.24
N00000819,253,9,27.54
N00000820,375,17,22.36
N00000821,269,5,53.61
N00000822,209,13,15.71
N00000823,365,13,28.12
N00000824,253,19,13.61
N00000825,367,11,32.41
N00000826,302,5,57.94
N00000827,298,11,27.22
N00000828,231,4,55.05
N00000829,310,6,52.27
N00000830,260,5,53.23
N00000831,306,5,60.67
N00000832,273,5,49.64
N00000833,253,4,65.78
N00000834,390,12,32.84
N00000835,301,4,80.68
N00000836,347,5,68.00
N00000837,351,6,62.73
N00000838,283,5,56.51
N00000839,363,7,50.78
N00000840,272,13,21.68
N00000841,295,2,154.19
N00000842,556,5,116.67
N00000843,233,2,128.74
N00000844,213,1,144.57
N00000845,202,1,145.25
N00000846,246,3,93.06
N00000847,958,9,102.49
N00000848,240,2,140.58
N00000849,307,2,144.89
N00000850,270,2,136.78
N00000851,243,2,140.49
N00000852,1179,15,79.19
N00000853,282,4,67.36
N00000854,763,8,91.45
N00000855,169,6,30.57
N00000856,182,4,40.59
N00000857,386,11,34.61
N00000858,239,2,103.39
N00000859,287,3,82.88
N00000860,437,8,55.09
N00000861,303,6,48.29
N00000862,876,21,41.09
N00000863,294,6,52.15
N00000864,305,9,35.44
N00000865,358,6,57.70
N00000866,342,4,89.03
N00000867,288,3,95.77
N00000868,297,5,54.80
N00000869,186,4,52.88
N00000870,394,5,75.10
N00000871,340,7,45.56
N00000872,256,4,68.63
N00000873,322,8,39.62
N00000874,533,12,43.96
N00000875,284,4,68.93
N00000876,212,6,37.31
N00000877,357,5,65.64
N00000878,234,5,48.13
N00000879,1015,8,131.61
N00000880,315,3,97.53
N00000881,296,3,86.68
N00000882,253,4,70.91
N00000883,264,4,60.44
N00000884,205,3,72.69
N00000885,618,8,74.48
N00000886,253,2,117.60
N00000887,308,3,95.95
N00000888,308,3,98.68
N00000889,259,4,62.89
N00000890,339,6,53.05
N00000891,346,4,83.94
N00000892,318,4,86.54
N00000893,284,4,66.26
N00000894,263,3,81.81
N00000895,272,3,77.86
N00000896,265,2,127.70
N00000897,300,2,136.63
N00000898,307,2,139.54
N00000899,306,2,135.55
N00000900,216,5,45.64
N00000901,313,5,64.31
N00000902,294,2,122.36
N00000903,206,1,142.82
N00000904,446,2,189.33
N00000905,325,2,215.73
N00000906,263,4,67.53
N00000907,332,9,36.17
N00000908,329,5,69.09
N00000909,246,4,68.77
N00000910,273,3,84.88
N00000911,239,4,54.57
N00000912,243,4,54.31
N00000913,321,4,76.32
N00000914,294,6,47.54
N00000915,214,3,82.46
N00000916,234,3,71.84
N00000917,226,4,51.04
N00000918,261,3,76.97
N00000919,229,3,66.99
N00000920,148,4,41.08
N00000921,713,24,30.32
N00000922,292,6,50.92
N00000923,257,5,52.79
N00000924,224,4,56.58
N00000925,288,9,33.05
N00000926,284,3,113.37
N00000927,421,9,47.64
N00000928,356,6,56.19
N00000929,437,4,114.64
N00000930,364,4,98.01
N00000931,682,6,120.98
N00000932,419,11,37.94
N00000933,288,1,209.06
N00000934,282,3,100.17
N00000935,251,1,200.16
N00000936,473,16,29.22
N00000937,433,14,30.96
N00000938,345,3,102.61
N00000939,198,1,167.05
N00000940,252,2,133.16
N00000941,343,100,3.44
N00000942,280,58,4.85
N00000943,272,6,43.73
N00000944,245,3,76.01
N00000945,254,30,8.55
N00000946,386,19,20.39
N00000947,248,5,52.65
N00000948,225,3,73.37
N00000949,314,4,83.24
N00000950,317,7,47.54
N00000951,240,14,17.13
N00000952,391,8,51.01
N00000953,238,4,63.06
N00000954,275,5,53.02
N00000955,394,15,26.99
N00000956,488,17,28.23
N00000957,555,37,15.04
N00000958,294,6,47.76
N00000959,476,14,35.11
N00000960,515,22,23.43
N00000961,311,9,35.33
N00000962,338,7,47.61
N00000963,252,4,68.85
N00000964,297,6,47.39
N00000965,300,13,22.66
N00000966,331,5,66.84
N00000967,378,8,48.34
N00000968,255,8,33.31
N00000969,193,15,12.70
N00000970,486,7,67.89
N00000971,261,4,59.71
N00000972,317,4,77.18
N00000973,331,5,65.60
N00000974,275,5,57.83
N00000975,262,9,27.73
N00000976,141,2,74.04
N00000977,285,3,111.56
N00000978,239,2,158.05
N00000979,217,3,83.57
N00000980,223,2,102.81
N00000981,207,138,1.50
N00000982,252,2,148.02
N00000983,336,4,79.25
N00000984,329,5,61.58
N00000985,244,4,68.80
N00000986,214,7,31.20
N00000987,367,4,102.00
N00000988,146,2,81.89
N00000989,262,4,72.42
N00000990,274,3,82.94
N00000991,269,7,39.32
N00000992,462,5,99.74
N00000993,236,1,197.26
N00000994,928,17,56.11
N00000995,195,2,93.32
N00000996,383,8,46.09
N00000997,271,9,30.16
N00000998,304,5,65.16
N00000999,227,3,76.58
N00001000,307,5,65.64
N00001001,296,2,171.57
N00001002,796,7,111.07
N00001003,218,1,161.75
N00001004,303,1,210.01
N00001005,258,2,157.11
N00001006,527,12,44.67
N00001007,595,6,93.52
N00001008,245,12,19.94
N00001009,188,4,50.91
N00001010,334,2,136.97
N00001011,374,2,159.42
N00001012,353,9,39.63
N00001013,242,2,108.70
N00001014,239,3,74.22
N00001015,416,7,61.98
N00001016,262,2,106.18
N00001017,323,2,156.47
N00001018,288,8,34.35
N00001019,205,1,150.88
N00001020,171,2,96.88
N00001021,239,1,187.67
N00001022,604,17,36.33
N00001023,220,2,122.08
N00001024,346,2,146.53
N00001025,297,1,246.00
N00001026,236,2,106.89
N00001027,395,3,125.90
N00001028,261,4,60.09
N00001029,699,5,128.94
N00001030,514,9,58.98
N00001031,372,2,245.51
N00001032,185,10,19.02
N00001033,129,5,26.33
N00001034,344,12,28.48
N00001035,284,3,84.56
N00001036,391,10,37.32
N00001037,368,10,37.73
N00001038,726,11,65.70
N00001039,387,22,17.48
N00001040,271,4,74.32
N00001041,190,6,33.57
N00001042,664,31,21.56
N00001043,206,5,40.98
N00001044,303,5,64.97
N00001045,274,8,35.95
N00001046,307,6,52.35
N00001047,314,8,38.33
N00001048,331,7,50.38
N00001049,330,10,31.61
N00001050,335,24,14.20
N00001051,371,11,32.88
N00001052,180,2,87.13
N00001053,355,11,33.22
N00001054,341,8,41.82
N00001055,350,8,43.38
N00001056,355,186,1.91
N00001057,326,17,19.28
N00001058,349,25,14.16
N00001059,320,12,26.01
N00001060,256,6,41.75
N00001061,341,12,28.58
N00001062,354,5,64.56
