GeographyCode,QS109NI0001,QS109NI0002,QS109NI0003,QS109NI0004,QS109NI0005,QS109NI0006,QS109NI0007,QS109NI0008,QS109NI0009,QS109NI0010,QS109NI0011,QS109NI0012,QS109NI0013,QS109NI0014,QS109NI0015,QS109NI0016,QS109NI0017
N00000001,310,188,3,71,114,113,13,20,80,6,3,3,0,3,2,1,0
N00000002,141,18,3,4,11,62,18,12,32,24,6,16,2,37,15,22,0
N00000003,78,4,2,1,1,43,6,8,29,11,0,11,0,20,4,16,0
N00000004,195,16,1,5,10,96,6,19,71,49,9,32,8,34,12,22,0
N00000005,124,16,1,10,5,62,9,9,44,26,2,20,4,20,5,14,1
N00000006,86,10,1,3,6,36,5,8,23,17,4,9,4,23,11,12,0
N00000007,89,9,1,2,6,35,3,9,23,21,3,18,0,24,10,14,0
N00000008,138,27,9,10,8,60,20,19,21,29,14,14,1,22,11,10,1
N00000009,275,75,19,24,32,122,28,23,71,38,5,29,4,40,12,26,2
N00000010,86,8,1,3,4,32,3,7,22,17,4,13,0,29,12,16,1
N00000011,136,9,0,5,4,48,16,11,21,21,7,13,1,58,35,22,1
N00000012,121,16,5,4,7,45,18,10,17,19,3,16,0,41,17,23,1
N00000013,136,26,9,5,12,39,17,7,15,22,9,13,0,49,32,17,0
N00000014,205,58,15,22,21,77,24,18,35,32,3,27,2,38,18,20,0
N00000015,119,10,4,3,3,37,14,8,15,23,7,13,3,49,31,18,0
N00000016,122,15,4,5,6,49,26,10,13,20,10,9,1,38,22,15,1
N00000017,144,33,10,7,16,61,16,9,36,20,8,11,1,30,19,10,1
N00000018,94,21,4,6,11,37,8,10,19,14,3,9,2,22,8,14,0
N00000019,116,20,5,6,9,42,13,10,19,23,8,15,0,31,13,18,0
N00000020,122,37,10,4,23,42,15,13,14,17,12,4,1,26,16,10,0
N00000021,128,26,9,6,11,47,18,9,20,23,11,11,1,32,16,16,0
N00000022,126,22,6,3,13,42,15,9,18,20,6,12,2,42,26,16,0
N00000023,115,20,4,6,10,33,12,7,14,14,7,6,1,48,25,23,0
N00000024,174,14,0,1,13,99,8,29,62,25,4,20,1,36,10,25,1
N00000025,159,12,3,4,5,75,10,19,46,36,5,28,3,36,11,22,3
N00000026,151,8,0,1,7,76,7,20,49,32,4,26,2,35,12,22,1
N00000027,178,35,10,5,20,80,10,17,53,29,5,21,3,34,12,22,0
N00000028,85,6,4,1,1,47,4,13,30,19,5,12,2,13,6,7,0
N00000029,136,11,3,4,4,59,1,15,43,29,3,23,3,37,12,25,0
N00000030,131,9,1,2,6,59,9,20,30,25,2,21,2,38,10,28,0
N00000031,201,23,0,6,17,95,4,16,75,44,9,32,3,39,12,26,1
N00000032,133,8,0,2,6,68,8,16,44,15,3,9,3,42,19,22,1
N00000033,166,19,1,7,11,67,5,16,46,39,7,27,5,41,14,27,0
N00000034,158,19,1,8,10,71,10,12,49,27,3,23,1,41,15,26,0
N00000035,128,37,14,2,21,44,16,12,16,23,6,14,3,24,12,12,0
N00000036,134,20,4,5,11,64,9,24,31,21,4,15,2,29,16,12,1
N00000037,124,11,1,3,7,45,14,9,22,25,8,16,1,43,21,21,1
N00000038,138,13,1,2,10,62,6,11,45,25,4,18,3,38,13,25,0
N00000039,448,95,18,18,59,210,29,31,150,52,16,29,7,91,56,35,0
N00000040,114,22,4,3,15,46,13,11,22,17,6,9,2,29,20,9,0
N00000041,144,27,3,8,16,85,5,14,66,18,7,10,1,14,5,9,0
N00000042,126,17,4,5,8,66,4,16,46,24,3,17,4,19,7,11,1
N00000043,368,67,8,9,50,218,17,39,162,38,9,22,7,45,25,20,0
N00000044,108,22,4,4,14,42,7,7,28,19,6,11,2,25,12,13,0
N00000045,170,20,2,5,13,90,5,24,61,25,3,19,3,35,11,23,1
N00000046,129,5,1,2,2,55,6,14,35,33,2,28,3,36,12,23,1
N00000047,138,8,3,2,3,51,5,16,30,35,9,23,3,44,10,33,1
N00000048,125,24,5,8,11,50,9,9,32,21,10,11,0,30,11,19,0
N00000049,123,29,12,3,14,45,16,15,14,27,14,12,1,22,10,10,2
N00000050,135,11,6,2,3,56,17,12,27,26,3,19,4,42,19,23,0
N00000051,124,27,4,2,21,44,9,12,23,25,11,13,1,28,11,16,1
N00000052,120,24,6,3,15,41,11,6,24,27,10,16,1,28,9,19,0
N00000053,108,28,7,6,15,47,13,10,24,19,9,8,2,14,7,7,0
N00000054,111,26,7,3,16,53,10,16,27,19,7,11,1,13,6,7,0
N00000055,117,15,7,2,6,43,9,15,19,19,7,12,0,40,19,21,0
N00000056,119,22,8,5,9,35,7,10,18,23,6,17,0,39,15,23,1
N00000057,118,35,6,6,23,49,19,9,21,20,9,8,3,14,9,5,0
N00000058,121,34,9,1,24,51,20,9,22,22,9,12,1,14,8,6,0
N00000059,110,30,10,5,15,44,14,12,18,17,7,9,1,19,11,7,1
N00000060,180,44,10,6,28,70,27,17,26,28,11,15,2,38,17,21,0
N00000061,129,11,4,1,6,38,12,10,16,24,7,16,1,56,22,34,0
N00000062,130,8,1,1,6,44,8,11,25,36,4,29,3,42,6,36,0
N00000063,155,41,11,11,19,69,16,19,34,21,6,14,1,24,14,9,1
N00000064,133,34,10,4,20,50,21,15,14,24,13,10,1,25,16,9,0
N00000065,146,10,3,3,4,51,2,17,32,44,5,35,4,41,9,32,0
N00000066,110,9,0,3,6,29,3,11,15,30,6,21,3,42,10,31,1
N00000067,134,32,6,2,24,52,12,15,25,24,8,16,0,26,10,15,1
N00000068,124,6,1,0,5,56,5,7,44,28,3,21,4,34,6,28,0
N00000069,145,42,10,2,30,59,21,13,25,19,6,12,1,25,13,11,1
N00000070,104,0,0,0,0,28,2,10,16,27,7,18,2,49,16,33,0
N00000071,136,20,7,5,8,44,21,12,11,20,8,11,1,52,26,26,0
N00000072,634,147,21,58,68,349,62,75,212,66,11,44,11,72,27,44,1
N00000073,249,62,21,22,19,74,29,23,22,43,26,15,2,70,46,24,0
N00000074,386,126,34,41,51,202,29,55,118,31,7,20,4,27,9,17,1
N00000075,111,18,2,6,10,42,7,9,26,18,3,13,2,33,13,19,1
N00000076,114,8,0,2,6,66,2,16,48,12,1,7,4,28,10,18,0
N00000077,98,9,0,3,6,47,7,13,27,18,2,15,1,24,6,17,1
N00000078,161,29,6,7,16,105,13,20,72,8,0,8,0,19,6,11,2
N00000079,192,15,2,3,10,106,11,22,73,33,8,14,11,38,18,20,0
N00000080,146,7,1,2,4,84,4,23,57,29,8,19,2,26,9,17,0
N00000081,140,11,3,3,5,64,10,17,37,19,5,13,1,46,28,18,0
N00000082,132,9,3,1,5,49,7,12,30,31,5,21,5,43,17,26,0
N00000083,208,14,1,8,5,119,9,28,82,39,2,31,6,36,10,26,0
N00000084,153,5,0,1,4,78,4,18,56,29,5,21,3,41,10,31,0
N00000085,180,36,9,6,21,68,24,16,28,30,14,13,3,46,26,20,0
N00000086,142,33,6,6,21,66,12,14,40,18,4,11,3,25,8,17,0
N00000087,303,40,9,7,24,157,18,40,99,49,8,35,6,57,13,43,1
N00000088,136,13,6,2,5,37,14,11,12,14,6,8,0,72,55,17,0
N00000089,164,31,3,8,20,82,11,20,51,26,6,15,5,25,9,14,2
N00000090,138,22,3,8,11,74,12,18,44,19,6,13,0,23,8,15,0
N00000091,176,45,8,9,28,82,13,24,45,21,9,11,1,28,6,22,0
N00000092,168,13,0,1,12,74,2,25,47,33,2,26,5,48,21,26,1
N00000093,140,8,2,3,3,51,4,9,38,30,5,18,7,51,24,27,0
N00000094,161,9,2,2,5,75,1,18,56,31,2,26,3,46,13,33,0
N00000095,152,11,1,2,8,75,7,19,49,31,12,16,3,35,10,25,0
N00000096,158,14,0,6,8,60,6,25,29,45,4,36,5,39,12,27,0
N00000097,296,96,17,29,50,143,17,31,95,33,5,25,3,24,4,20,0
N00000098,446,159,30,55,74,191,32,61,98,50,7,37,6,46,12,34,0
N00000099,107,15,1,3,11,40,8,8,24,23,8,14,1,29,11,18,0
N00000100,164,41,13,8,20,60,24,16,20,28,11,15,2,35,23,12,0
N00000101,122,46,10,2,34,49,16,7,26,19,12,6,1,8,6,2,0
N00000102,125,16,5,2,9,62,17,15,30,25,5,14,6,22,9,13,0
N00000103,205,70,12,20,38,89,23,19,47,25,7,15,3,21,9,12,0
N00000104,130,39,13,10,16,68,20,14,34,16,4,9,3,7,4,3,0
N00000105,148,27,9,4,14,53,16,17,20,26,15,11,0,42,21,21,0
N00000106,103,27,11,3,13,41,23,7,11,16,10,6,0,19,11,8,0
N00000107,120,38,9,4,25,37,14,6,17,22,9,12,1,23,9,12,2
N00000108,110,13,3,5,5,34,8,9,17,20,7,13,0,43,19,24,0
N00000109,229,83,24,20,39,84,30,19,35,18,8,9,1,44,15,29,0
N00000110,122,21,7,8,6,58,19,15,24,15,5,9,1,28,16,12,0
N00000111,136,17,0,4,13,55,12,17,26,27,4,18,5,37,16,21,0
N00000112,143,28,9,5,14,78,13,17,48,21,5,14,2,16,4,11,1
N00000113,122,23,5,7,11,50,8,14,28,34,9,21,4,15,9,6,0
N00000114,121,14,1,3,10,50,5,21,24,27,5,21,1,30,9,21,0
N00000115,128,26,5,4,17,53,12,15,26,21,7,13,1,28,14,14,0
N00000116,119,31,6,5,20,50,16,12,22,17,8,8,1,21,9,12,0
N00000117,86,22,7,2,13,31,13,8,10,19,16,2,1,14,10,2,2
N00000118,143,20,7,12,1,49,15,12,22,32,8,20,4,42,17,24,1
N00000119,125,7,1,3,3,32,5,9,18,33,3,26,4,53,20,33,0
N00000120,127,3,0,1,2,45,5,12,28,27,3,23,1,52,21,31,0
N00000121,124,18,6,8,4,45,7,12,26,20,7,11,2,41,11,29,1
N00000122,199,25,8,8,9,85,22,18,45,38,6,30,2,51,17,33,1
N00000123,143,4,1,2,1,60,8,12,40,25,8,16,1,54,16,38,0
N00000124,143,21,6,6,9,40,6,17,17,31,4,24,3,51,19,32,0
N00000125,148,15,1,2,12,72,9,13,50,27,7,16,4,34,12,19,3
N00000126,134,16,3,2,11,66,4,5,57,15,1,12,2,37,12,25,0
N00000127,130,24,4,1,19,59,6,14,39,13,2,9,2,34,17,17,0
N00000128,282,38,3,7,28,126,11,31,84,56,10,31,15,62,16,43,3
N00000129,138,30,6,4,20,48,9,7,32,34,15,18,1,26,9,15,2
N00000130,152,21,1,8,12,112,7,21,84,7,2,5,0,12,1,11,0
N00000131,136,7,3,0,4,65,7,22,36,40,6,32,2,24,6,17,1
N00000132,121,5,0,0,5,52,3,18,31,20,2,15,3,44,19,22,3
N00000133,139,17,7,4,6,48,9,17,22,23,7,16,0,51,25,26,0
N00000134,177,29,7,8,14,87,19,23,45,23,6,16,1,38,19,19,0
N00000135,119,20,4,3,13,45,9,16,20,16,3,11,2,38,15,21,2
N00000136,188,25,9,8,8,96,8,27,61,38,8,28,2,29,6,23,0
N00000137,120,10,2,1,7,59,11,12,36,21,6,14,1,30,11,19,0
N00000138,155,10,2,1,7,100,6,27,67,31,9,19,3,14,5,9,0
N00000139,133,13,4,5,4,45,15,13,17,32,7,25,0,43,13,30,0
N00000140,158,19,8,5,6,55,22,15,18,28,7,19,2,56,16,39,1
N00000141,220,32,7,10,15,73,24,12,37,20,8,11,1,95,58,37,0
N00000142,96,15,2,2,11,22,3,7,12,23,8,13,2,36,14,21,1
N00000143,123,25,9,6,10,43,23,7,13,12,10,1,1,43,27,16,0
N00000144,110,31,7,7,17,35,15,12,8,17,7,8,2,27,12,14,1
N00000145,75,3,1,0,2,13,2,2,9,13,6,7,0,46,39,7,0
N00000146,105,6,1,4,1,39,8,10,21,23,3,18,2,37,11,25,1
N00000147,106,25,6,6,13,40,15,10,15,14,8,3,3,27,12,15,0
N00000148,279,81,17,16,48,106,20,29,57,36,12,22,2,56,28,28,0
N00000149,187,40,6,11,23,56,7,13,36,21,8,12,1,70,37,33,0
N00000150,149,9,2,0,7,60,9,14,37,23,2,21,0,57,25,32,0
N00000151,131,15,4,4,7,45,12,12,21,26,4,21,1,45,22,22,1
N00000152,131,21,5,6,10,37,9,8,20,29,12,17,0,44,22,22,0
N00000153,111,14,0,4,10,36,10,7,19,14,5,9,0,47,22,24,1
N00000154,108,11,2,2,7,45,12,9,24,18,4,13,1,34,16,17,1
N00000155,128,15,2,5,8,49,4,19,26,29,3,22,4,35,18,16,1
N00000156,127,2,0,1,1,58,7,20,31,15,6,7,2,52,14,37,1
N00000157,139,7,3,2,2,56,4,19,33,31,6,22,3,45,15,29,1
N00000158,286,40,5,14,21,94,12,28,54,63,12,44,7,89,32,56,1
N00000159,116,17,3,5,9,30,15,8,7,19,5,12,2,50,22,28,0
N00000160,124,15,4,2,9,37,9,10,18,30,9,16,5,42,16,26,0
N00000161,128,4,0,1,3,46,2,15,29,43,5,33,5,35,4,30,1
N00000162,115,16,0,8,8,39,14,19,6,27,8,15,4,33,15,18,0
N00000163,155,22,6,4,12,56,20,13,23,29,12,16,1,48,23,23,2
N00000164,118,2,0,1,1,41,4,14,23,19,2,17,0,56,16,39,1
N00000165,135,9,1,3,5,51,13,10,28,26,4,19,3,49,19,30,0
N00000166,122,13,3,3,7,34,4,14,16,29,4,24,1,46,19,27,0
N00000167,149,11,2,6,3,51,5,9,37,31,7,23,1,56,19,37,0
N00000168,145,7,1,1,5,49,7,14,28,32,4,26,2,57,23,34,0
N00000169,279,17,4,5,8,108,11,33,64,57,10,45,2,97,37,59,1
N00000170,139,24,2,7,15,60,9,13,38,24,6,18,0,31,5,26,0
N00000171,146,6,0,4,2,74,5,23,46,33,6,26,1,33,12,21,0
N00000172,307,30,3,11,16,126,22,41,63,55,13,38,4,96,29,64,3
N00000173,144,10,2,3,5,46,5,14,27,37,5,31,1,51,21,30,0
N00000174,163,33,5,9,19,60,8,17,35,36,12,22,2,34,22,11,1
N00000175,140,20,4,6,10,66,11,16,39,25,5,20,0,29,8,21,0
N00000176,205,38,5,12,21,70,21,19,30,42,8,31,3,55,23,30,2
N00000177,167,37,7,18,12,60,20,20,20,20,12,7,1,50,30,20,0
N00000178,355,63,19,13,31,108,34,26,48,46,20,23,3,138,92,46,0
N00000179,492,123,53,38,32,155,68,41,46,55,34,21,0,159,102,55,2
N00000180,131,26,4,9,13,47,17,14,16,19,7,10,2,39,18,21,0
N00000181,168,45,18,24,3,55,29,17,9,21,8,12,1,47,31,16,0
N00000182,105,26,3,5,18,25,5,7,13,9,4,5,0,45,17,28,0
N00000183,146,35,10,16,9,57,20,7,30,33,25,7,1,21,10,11,0
N00000184,184,48,18,19,11,54,20,13,21,24,12,10,2,58,49,9,0
N00000185,121,6,0,3,3,22,10,8,4,27,7,18,2,66,46,20,0
N00000186,137,33,4,10,19,61,13,16,32,7,1,6,0,36,23,13,0
N00000187,126,18,2,3,13,50,18,10,22,19,8,11,0,39,18,21,0
N00000188,128,24,5,2,17,49,4,12,33,18,5,13,0,37,13,24,0
N00000189,125,9,0,5,4,62,5,15,42,22,3,16,3,32,11,20,1
N00000190,119,11,2,5,4,43,2,16,25,28,2,25,1,37,9,28,0
N00000191,124,8,1,2,5,43,8,14,21,31,4,25,2,42,14,28,0
N00000192,120,26,5,10,11,41,6,12,23,28,7,20,1,25,7,17,1
N00000193,111,24,5,3,16,45,4,12,29,16,7,8,1,26,17,9,0
N00000194,119,15,3,2,10,36,7,10,19,26,10,16,0,42,20,22,0
N00000195,123,11,3,4,4,29,10,4,15,22,9,13,0,61,33,28,0
N00000196,116,10,1,2,7,35,7,8,20,23,10,13,0,48,28,20,0
N00000197,115,18,0,5,13,60,8,20,32,22,1,19,2,15,4,11,0
N00000198,110,24,6,5,13,40,5,14,21,21,6,15,0,25,8,17,0
N00000199,130,20,3,13,4,63,9,13,41,24,2,22,0,23,6,16,1
N00000200,124,22,3,1,18,53,8,17,28,32,4,24,4,17,7,10,0
N00000201,143,15,6,3,6,40,10,10,20,32,10,21,1,56,26,30,0
N00000202,132,8,3,1,4,41,8,12,21,40,4,35,1,43,12,30,1
N00000203,134,10,0,6,4,47,3,15,29,22,4,16,2,55,19,36,0
N00000204,152,26,3,6,17,62,12,22,28,27,4,19,4,37,17,20,0
N00000205,118,12,0,4,8,51,8,13,30,25,3,20,2,30,16,13,1
N00000206,212,53,22,14,17,68,32,22,14,41,22,18,1,50,23,27,0
N00000207,119,17,8,5,4,53,11,21,21,28,11,17,0,21,8,13,0
N00000208,121,14,2,2,10,41,3,13,25,31,4,24,3,35,10,25,0
N00000209,122,6,1,1,4,58,1,20,37,39,4,28,7,19,10,9,0
N00000210,219,33,8,9,16,71,34,16,21,37,22,14,1,78,56,22,0
N00000211,269,20,8,1,11,79,24,25,30,44,23,20,1,126,63,62,1
N00000212,85,15,7,5,3,31,17,4,10,16,7,6,3,23,15,8,0
N00000213,150,21,8,9,4,43,17,11,15,38,14,21,3,48,30,18,0
N00000214,151,23,6,4,13,60,18,15,27,22,5,17,0,46,19,27,0
N00000215,151,9,0,5,4,55,7,13,35,37,5,25,7,50,15,35,0
N00000216,161,22,3,9,10,63,9,20,34,34,5,24,5,42,13,29,0
N00000217,175,7,2,2,3,58,6,13,39,49,4,40,5,61,16,44,1
N00000218,148,8,2,1,5,50,3,12,35,27,4,19,4,63,20,42,1
N00000219,123,28,3,5,20,40,19,13,8,27,14,11,2,28,16,11,1
N00000220,125,25,5,2,18,66,28,13,25,18,8,10,0,16,9,6,1
N00000221,115,17,3,4,10,48,8,12,28,24,10,12,2,26,14,12,0
N00000222,130,11,2,0,9,44,9,12,23,23,5,16,2,52,21,31,0
N00000223,128,5,0,2,3,56,7,10,39,18,5,11,2,49,20,29,0
N00000224,118,9,4,1,4,47,12,15,20,22,7,14,1,40,23,16,1
N00000225,90,0,0,0,0,18,5,5,8,10,6,4,0,62,39,23,0
N00000226,111,5,0,3,2,34,4,13,17,20,6,14,0,52,18,34,0
N00000227,121,9,2,2,5,33,16,7,10,31,23,7,1,48,31,16,1
N00000228,127,9,0,2,7,35,3,10,22,24,3,21,0,59,21,37,1
N00000229,150,10,2,0,8,68,15,19,34,27,8,16,3,45,23,22,0
N00000230,116,24,2,1,21,45,5,19,21,19,6,13,0,28,12,15,1
N00000231,122,44,7,1,36,43,10,7,26,12,8,3,1,23,8,13,2
N00000232,136,34,12,7,15,50,12,14,24,15,7,7,1,37,13,24,0
N00000233,128,27,8,5,14,42,15,16,11,18,6,12,0,41,24,16,1
N00000234,124,30,4,14,12,38,18,10,10,18,7,11,0,38,16,21,1
N00000235,128,24,1,4,19,34,3,11,20,24,5,16,3,46,15,31,0
N00000236,108,20,2,1,17,53,9,13,31,16,5,6,5,19,12,7,0
N00000237,147,4,0,1,3,73,3,18,52,31,6,18,7,39,13,25,1
N00000238,121,1,0,0,1,37,2,12,23,36,3,30,3,47,12,35,0
N00000239,118,25,3,3,19,49,18,13,18,19,4,13,2,25,11,14,0
N00000240,132,42,3,3,36,67,19,13,35,15,6,6,3,8,1,7,0
N00000241,138,2,1,1,0,79,6,13,60,34,3,24,7,23,5,18,0
N00000242,120,9,2,1,6,66,2,16,48,21,0,19,2,24,4,20,0
N00000243,110,14,1,3,10,39,5,14,20,19,5,12,2,38,14,23,1
N00000244,118,21,5,3,13,41,13,6,22,25,5,18,2,31,11,19,1
N00000245,126,15,3,2,10,46,8,14,24,28,6,21,1,37,6,31,0
N00000246,127,21,5,2,14,42,10,11,21,29,9,18,2,35,17,17,1
N00000247,122,7,0,1,6,46,4,13,29,26,5,21,0,43,10,33,0
N00000248,124,6,0,2,4,44,1,17,26,39,5,29,5,35,11,24,0
N00000249,131,27,2,6,19,70,8,24,38,20,2,15,3,14,4,9,1
N00000250,166,32,8,11,13,72,11,20,41,30,5,22,3,32,11,21,0
N00000251,155,35,11,11,13,95,8,13,74,12,1,11,0,13,5,8,0
N00000252,132,6,1,4,1,66,7,14,45,24,11,11,2,36,13,22,1
N00000253,175,16,4,4,8,74,8,25,41,34,4,26,4,51,14,36,1
N00000254,117,4,0,2,2,52,3,19,30,28,4,21,3,33,14,19,0
N00000255,127,6,1,2,3,46,2,18,26,32,2,24,6,43,9,34,0
N00000256,308,20,1,7,12,109,16,29,64,78,15,55,8,101,41,58,2
N00000257,173,25,3,9,13,80,23,14,43,25,10,12,3,43,25,18,0
N00000258,140,2,0,1,1,66,6,16,44,25,7,15,3,47,15,32,0
N00000259,161,11,1,2,8,74,4,24,46,40,8,27,5,36,12,23,1
N00000260,210,30,2,9,19,93,16,16,61,29,9,18,2,58,23,35,0
N00000261,179,16,2,5,9,84,3,21,60,37,4,31,2,42,14,27,1
N00000262,156,14,2,7,5,66,7,14,45,25,7,15,3,51,20,30,1
N00000263,110,14,4,2,8,47,15,9,23,19,5,13,1,30,15,15,0
N00000264,196,32,0,5,27,92,16,22,54,40,12,25,3,32,14,17,1
N00000265,149,19,5,4,10,52,17,11,24,30,12,16,2,48,20,28,0
N00000266,126,15,1,4,10,58,10,9,39,26,11,12,3,27,10,17,0
N00000267,152,4,1,1,2,63,3,11,49,40,3,32,5,45,12,33,0
N00000268,142,9,2,4,3,55,5,15,35,38,6,28,4,40,13,27,0
N00000269,135,2,1,0,1,54,6,16,32,36,10,22,4,43,14,29,0
N00000270,133,7,0,0,7,48,5,15,28,30,2,25,3,48,15,33,0
N00000271,142,8,3,1,4,67,7,18,42,27,4,20,3,40,14,26,0
N00000272,133,10,0,3,7,48,18,13,17,31,7,22,2,44,18,26,0
N00000273,163,7,0,5,2,73,7,13,53,38,9,19,10,45,10,35,0
N00000274,176,13,2,5,6,70,8,12,50,43,5,34,4,50,15,35,0
N00000275,126,10,3,3,4,51,12,12,27,29,7,20,2,36,18,18,0
N00000276,126,17,2,3,12,60,10,17,33,25,8,13,4,24,11,12,1
N00000277,117,16,3,5,8,72,10,20,42,19,4,14,1,10,3,6,1
N00000278,121,19,2,2,15,59,11,21,27,21,8,11,2,22,11,11,0
N00000279,83,35,9,11,15,33,8,11,14,8,3,5,0,7,3,4,0
N00000280,154,48,7,7,34,82,21,18,43,11,4,4,3,13,10,3,0
N00000281,117,4,0,1,3,46,4,18,24,30,3,23,4,37,10,26,1
N00000282,132,8,2,3,3,56,8,14,34,26,2,20,4,42,10,31,1
N00000283,142,16,1,5,10,63,10,21,32,23,6,16,1,40,16,24,0
N00000284,157,34,7,5,22,67,10,18,39,25,12,10,3,31,18,11,2
N00000285,124,44,8,7,29,53,10,12,31,16,5,9,2,11,5,6,0
N00000286,126,17,2,7,8,47,17,12,18,28,14,14,0,34,14,20,0
N00000287,137,28,5,4,19,44,15,13,16,23,9,12,2,42,23,19,0
N00000288,138,28,3,9,16,65,14,20,31,15,3,12,0,30,9,21,0
N00000289,197,61,6,19,36,73,13,25,35,22,6,15,1,41,16,23,2
N00000290,128,21,3,1,17,48,14,14,20,18,10,8,0,41,20,21,0
N00000291,204,38,9,6,23,72,11,28,33,48,12,34,2,46,14,31,1
N00000292,262,29,3,7,19,136,13,27,96,35,11,21,3,62,14,48,0
N00000293,162,20,2,7,11,109,6,22,81,18,2,15,1,15,6,9,0
N00000294,140,8,2,2,4,54,4,19,31,29,4,21,4,49,13,34,2
N00000295,144,15,2,3,10,55,7,14,34,27,4,18,5,47,17,30,0
N00000296,114,19,6,5,8,45,3,10,32,28,7,20,1,22,9,13,0
N00000297,128,11,2,3,6,52,8,22,22,35,4,27,4,30,11,19,0
N00000298,119,18,3,3,12,61,8,19,34,31,4,23,4,9,2,7,0
N00000299,147,32,10,6,16,40,7,10,23,27,8,18,1,48,22,25,1
N00000300,133,22,5,3,14,42,7,15,20,21,6,13,2,48,29,19,0
N00000301,124,15,0,4,11,82,15,15,52,16,2,13,1,11,3,8,0
N00000302,127,13,0,4,9,67,3,17,47,22,3,19,0,25,7,17,1
N00000303,110,11,0,2,9,59,4,17,38,24,3,19,2,16,6,10,0
N00000304,117,30,3,7,20,73,10,21,42,11,1,10,0,3,1,2,0
N00000305,121,8,0,3,5,70,0,21,49,34,4,29,1,9,0,9,0
N00000306,128,15,2,0,13,90,15,24,51,17,5,12,0,6,1,5,0
N00000307,122,15,2,4,9,63,4,17,42,23,4,18,1,21,7,13,1
N00000308,110,10,2,3,5,48,5,16,27,34,5,25,4,18,9,9,0
N00000309,124,11,1,3,7,76,2,23,51,15,2,11,2,22,9,13,0
N00000310,149,11,2,0,9,45,4,13,28,48,11,32,5,45,16,29,0
N00000311,160,18,4,6,8,65,27,14,24,24,7,16,1,53,31,22,0
N00000312,175,21,5,6,10,71,4,22,45,38,12,21,5,45,14,30,1
N00000313,193,35,8,6,21,97,8,12,77,28,8,16,4,33,9,24,0
N00000314,137,21,2,4,15,51,10,16,25,29,11,16,2,36,12,23,1
N00000315,133,21,7,4,10,52,12,9,31,24,6,16,2,36,20,16,0
N00000316,130,10,2,2,6,60,6,14,40,21,3,17,1,39,14,25,0
N00000317,213,30,8,7,15,73,24,18,31,41,20,17,4,69,42,26,1
N00000318,129,10,3,1,6,54,3,18,33,24,6,14,4,41,16,24,1
N00000319,310,57,7,16,34,124,15,29,80,55,14,36,5,74,35,38,1
N00000320,128,11,1,2,8,47,7,18,22,26,9,14,3,44,16,28,0
N00000321,211,50,11,10,29,80,15,25,40,42,16,20,6,39,19,19,1
N00000322,154,24,6,3,15,66,10,18,38,19,7,10,2,45,15,29,1
N00000323,163,4,0,1,3,79,7,19,53,39,4,30,5,41,19,20,2
N00000324,151,7,1,2,4,59,8,18,33,36,3,28,5,49,17,31,1
N00000325,198,24,3,1,20,85,14,14,57,32,8,20,4,57,24,33,0
N00000326,377,74,10,25,39,164,33,40,91,60,22,34,4,79,36,42,1
N00000327,130,30,6,6,18,74,18,21,35,16,6,9,1,10,3,7,0
N00000328,126,39,19,2,18,48,13,7,28,18,8,9,1,21,8,13,0
N00000329,137,27,2,3,22,61,8,18,35,25,8,14,3,24,8,16,0
N00000330,203,41,6,17,18,111,17,28,66,24,5,19,0,27,8,19,0
N00000331,233,38,6,5,27,116,21,29,66,37,11,22,4,42,23,17,2
N00000332,124,42,15,3,24,48,22,9,17,18,5,12,1,16,7,9,0
N00000333,125,37,10,1,26,55,17,12,26,11,5,4,2,22,8,14,0
N00000334,116,27,3,5,19,52,15,16,21,18,6,9,3,19,3,15,1
N00000335,136,19,3,5,11,43,7,15,21,33,10,21,2,41,13,28,0
N00000336,131,9,0,3,6,34,5,8,21,46,7,35,4,42,10,32,0
N00000337,120,5,3,1,1,40,4,12,24,31,3,27,1,44,19,24,1
N00000338,129,14,5,0,9,42,7,16,19,23,2,18,3,50,21,29,0
N00000339,122,9,1,4,4,48,9,14,25,22,5,16,1,43,16,27,0
N00000340,138,8,3,2,3,55,2,22,31,37,5,26,6,38,11,27,0
N00000341,130,0,0,0,0,67,7,25,35,28,5,21,2,35,11,24,0
N00000342,133,20,5,4,11,66,11,18,37,34,7,23,4,13,1,12,0
N00000343,122,13,1,3,9,59,7,10,42,30,6,20,4,20,4,16,0
N00000344,128,35,8,8,19,47,14,12,21,20,4,16,0,26,10,15,1
N00000345,163,33,7,5,21,59,9,20,30,23,5,16,2,48,15,33,0
N00000346,209,43,2,3,38,119,11,27,81,23,6,13,4,24,11,12,1
N00000347,130,17,8,4,5,53,19,16,18,25,13,12,0,35,20,15,0
N00000348,125,14,1,3,10,57,6,13,38,26,2,19,5,28,13,15,0
N00000349,149,20,4,3,13,62,13,14,35,28,10,15,3,39,23,16,0
N00000350,169,30,3,7,20,81,10,19,52,25,4,18,3,33,9,24,0
N00000351,137,16,1,4,11,51,8,8,35,34,5,25,4,36,14,22,0
N00000352,142,8,1,3,4,73,8,15,50,28,3,20,5,33,13,20,0
N00000353,140,8,1,1,6,61,8,12,41,20,4,15,1,51,19,32,0
N00000354,133,12,1,5,6,63,10,9,44,21,2,16,3,37,10,27,0
N00000355,154,18,4,4,10,58,11,13,34,33,4,21,8,45,18,26,1
