GeographyCode,QS610NI0001,QS610NI0002,QS610NI0003,QS610NI0004,QS610NI0005,QS610NI0006,QS610NI0007,QS610NI0008,QS610NI0009,QS610NI0010,QS610NI0011,QS610NI0012
N00000001,754,591,163,16,46,9,17,11,9,22,8,25
N00000002,249,170,79,2,6,6,1,3,8,14,23,16
N00000003,166,115,51,4,4,1,2,3,0,7,14,16
N00000004,449,310,139,2,12,12,8,4,9,22,35,35
N00000005,275,210,65,4,5,4,2,1,3,11,23,12
N00000006,174,134,40,2,3,2,5,0,1,9,6,12
N00000007,176,130,46,0,8,5,3,0,2,6,14,8
N00000008,229,162,67,7,10,3,6,4,0,6,21,10
N00000009,533,408,125,5,12,10,6,8,2,21,32,29
N00000010,172,113,59,2,2,3,3,3,4,10,17,15
N00000011,214,130,84,1,6,8,3,4,6,12,31,13
N00000012,207,132,75,1,2,10,5,5,3,14,25,10
N00000013,197,116,81,0,12,9,2,6,2,9,27,14
N00000014,359,265,94,3,9,8,8,6,7,8,29,16
N00000015,170,85,85,4,3,4,5,2,4,10,40,13
N00000016,172,98,74,2,6,7,5,3,6,14,26,5
N00000017,244,150,94,2,9,9,9,3,2,16,27,17
N00000018,165,109,56,6,5,3,7,2,4,11,11,7
N00000019,201,116,85,4,12,4,3,5,5,12,26,14
N00000020,158,88,70,2,7,6,10,1,3,18,16,7
N00000021,198,114,84,2,4,4,3,7,2,26,30,6
N00000022,191,110,81,1,6,7,0,2,5,16,22,22
N00000023,160,88,72,1,4,3,1,0,4,16,35,8
N00000024,379,281,98,3,13,4,3,6,2,15,29,23
N00000025,347,241,106,4,12,12,3,8,1,14,34,18
N00000026,356,260,96,6,11,8,5,3,8,10,17,28
N00000027,380,257,123,4,18,8,5,7,2,12,30,37
N00000028,184,123,61,5,5,7,4,3,3,6,15,13
N00000029,304,218,86,3,17,9,4,1,3,11,20,18
N00000030,277,190,87,3,9,7,9,3,4,13,23,16
N00000031,489,338,151,6,13,18,4,8,7,16,46,33
N00000032,270,174,96,0,11,9,4,3,5,17,28,19
N00000033,361,246,115,2,16,8,5,7,5,19,27,26
N00000034,322,224,98,4,15,7,5,5,7,13,25,17
N00000035,222,120,102,3,8,8,8,5,3,13,33,21
N00000036,260,174,86,6,10,7,8,5,1,8,19,22
N00000037,212,120,92,4,4,7,3,5,3,14,34,18
N00000038,284,182,102,6,10,11,4,1,5,10,32,23
N00000039,826,590,236,4,28,20,12,7,9,35,57,64
N00000040,201,118,83,3,4,9,5,5,2,6,30,19
N00000041,314,225,89,3,14,6,2,1,5,9,24,25
N00000042,307,198,109,4,12,7,6,7,3,17,21,32
N00000043,787,547,240,11,26,14,11,15,7,26,47,83
N00000044,202,113,89,2,6,4,6,3,3,14,22,29
N00000045,367,269,98,4,11,9,5,4,1,17,31,16
N00000046,282,191,91,5,9,4,4,5,0,6,29,29
N00000047,285,184,101,3,13,5,8,3,1,19,21,28
N00000048,224,135,89,2,8,6,6,4,3,15,28,17
N00000049,202,120,82,4,16,5,2,4,1,19,19,12
N00000050,232,147,85,3,12,9,3,5,2,12,29,10
N00000051,219,110,109,5,8,5,9,3,3,16,35,25
N00000052,231,124,107,5,9,9,4,4,3,10,41,22
N00000053,196,112,84,5,7,5,8,3,2,14,19,21
N00000054,193,116,77,5,9,1,6,4,8,12,18,14
N00000055,204,113,91,5,10,8,5,3,4,13,28,15
N00000056,219,125,94,3,3,5,3,4,4,18,40,14
N00000057,192,106,86,4,4,4,7,3,1,17,24,22
N00000058,191,120,71,3,9,7,2,5,1,8,16,20
N00000059,170,99,71,4,8,6,2,2,3,14,18,14
N00000060,284,161,123,4,19,3,7,3,6,15,45,21
N00000061,210,124,86,0,2,4,8,4,5,23,27,13
N00000062,272,159,113,3,12,10,5,10,3,24,27,19
N00000063,276,146,130,3,21,8,11,5,3,15,38,26
N00000064,206,88,118,4,6,5,14,6,4,13,36,30
N00000065,310,192,118,5,17,2,8,3,3,23,41,16
N00000066,211,146,65,0,2,10,8,1,5,15,21,3
N00000067,234,111,123,1,13,7,7,6,4,22,33,30
N00000068,272,183,89,7,12,8,6,4,7,11,17,17
N00000069,228,87,141,2,18,14,9,2,6,20,27,43
N00000070,184,102,82,1,6,6,5,3,4,20,25,12
N00000071,206,123,83,0,11,5,7,6,6,12,27,9
N00000072,1244,943,301,17,48,31,14,10,8,34,71,68
N00000073,361,237,124,1,5,10,7,7,6,23,45,20
N00000074,756,593,163,9,21,9,17,9,7,20,42,29
N00000075,329,216,113,11,8,4,7,5,3,10,26,39
N00000076,233,182,51,1,4,4,5,2,2,4,18,11
N00000077,200,141,59,5,10,3,4,4,8,6,13,6
N00000078,321,263,58,4,9,1,1,2,1,14,14,12
N00000079,399,300,99,7,7,5,4,2,3,14,27,30
N00000080,309,225,84,3,7,3,2,5,8,10,25,21
N00000081,254,166,88,2,4,8,3,5,4,11,33,18
N00000082,257,181,76,2,8,3,3,7,2,10,26,15
N00000083,484,358,126,3,12,5,9,2,6,16,33,40
N00000084,334,229,105,1,15,7,6,3,3,20,21,29
N00000085,300,159,141,8,11,8,10,4,5,16,51,28
N00000086,279,189,90,3,11,6,6,4,3,17,20,20
N00000087,651,475,176,11,20,11,6,12,4,29,44,39
N00000088,154,74,80,1,2,2,5,4,2,14,43,7
N00000089,334,236,98,8,12,6,1,2,1,12,25,31
N00000090,283,197,86,8,10,5,5,2,1,13,26,16
N00000091,338,243,95,0,9,5,5,10,4,20,26,16
N00000092,337,231,106,3,12,9,3,6,3,21,26,23
N00000093,289,186,103,2,9,7,7,4,5,12,34,23
N00000094,353,254,99,5,11,5,3,4,2,21,29,19
N00000095,329,235,94,5,11,4,6,4,2,16,23,23
N00000096,370,245,125,4,6,5,5,6,7,20,30,42
N00000097,606,467,139,4,21,11,8,10,9,19,26,31
N00000098,890,698,192,16,32,14,12,7,6,30,35,40
N00000099,180,99,81,3,7,1,4,5,4,10,27,20
N00000100,254,164,90,6,8,6,2,4,4,18,28,14
N00000101,193,112,81,2,8,8,8,4,6,10,13,22
N00000102,244,159,85,3,5,5,10,6,3,11,21,21
N00000103,430,253,177,6,14,7,7,8,4,26,59,46
N00000104,231,163,68,2,9,4,5,0,4,7,15,22
N00000105,258,163,95,8,9,4,3,3,6,11,29,22
N00000106,139,67,72,2,6,5,6,1,1,18,22,11
N00000107,190,93,97,1,11,11,10,4,4,11,27,18
N00000108,169,108,61,5,8,3,3,1,3,13,20,5
N00000109,385,264,121,4,9,23,10,5,4,21,31,14
N00000110,210,133,77,5,6,3,7,4,3,13,20,16
N00000111,266,182,84,5,9,9,6,7,7,14,17,10
N00000112,299,201,98,5,12,7,6,5,2,12,17,32
N00000113,230,160,70,2,7,5,6,3,2,11,22,12
N00000114,255,169,86,4,16,4,5,3,6,12,22,14
N00000115,224,119,105,2,13,10,5,2,4,10,31,28
N00000116,220,132,88,4,12,6,4,4,0,12,32,14
N00000117,120,46,74,2,6,3,2,4,3,5,37,12
N00000118,256,166,90,4,5,6,5,7,1,9,25,28
N00000119,221,120,101,0,10,13,6,8,3,14,31,16
N00000120,237,145,92,2,8,4,3,4,3,20,32,16
N00000121,230,126,104,2,13,6,6,5,2,21,36,13
N00000122,363,247,116,5,14,7,7,7,6,17,36,17
N00000123,255,157,98,3,9,8,8,4,4,11,35,16
N00000124,259,162,97,2,8,5,10,8,7,15,26,16
N00000125,322,215,107,1,7,8,4,4,4,15,26,38
N00000126,322,207,115,4,7,5,4,4,1,9,33,48
N00000127,264,177,87,2,11,3,5,3,4,10,27,22
N00000128,738,485,253,3,26,15,15,7,7,20,56,104
N00000129,242,102,140,3,12,12,4,4,2,11,49,43
N00000130,340,279,61,5,8,2,2,1,1,9,10,23
N00000131,303,212,91,5,13,8,7,5,3,17,16,17
N00000132,264,187,77,2,8,6,1,5,2,13,22,18
N00000133,236,145,91,3,9,9,7,4,1,19,27,12
N00000134,332,241,91,3,13,9,4,3,3,15,23,18
N00000135,225,127,98,5,8,7,4,4,3,11,37,19
N00000136,386,277,109,5,7,12,8,5,4,22,25,21
N00000137,225,159,66,4,4,4,2,0,3,12,20,17
N00000138,339,251,88,5,11,7,6,9,5,12,10,23
N00000139,227,130,97,2,8,9,9,3,4,24,26,12
N00000140,266,142,124,2,10,9,8,6,4,22,48,15
N00000141,293,153,140,2,18,12,4,4,6,26,47,21
N00000142,143,74,69,1,2,2,4,1,4,12,30,13
N00000143,160,80,80,4,6,9,4,3,2,14,29,9
N00000144,176,92,84,2,8,9,9,1,3,12,32,8
N00000145,80,34,46,0,2,2,2,1,2,2,25,10
N00000146,206,132,74,2,5,5,2,1,2,16,25,16
N00000147,160,92,68,1,6,7,7,0,3,7,26,11
N00000148,475,278,197,7,18,25,13,13,7,29,44,41
N00000149,298,175,123,2,11,7,10,5,7,19,43,19
N00000150,260,135,125,1,12,12,7,7,10,23,41,12
N00000151,217,111,106,2,11,4,8,5,4,14,32,26
N00000152,210,100,110,2,6,10,6,3,2,13,48,20
N00000153,167,70,97,2,7,9,4,3,6,15,42,9
N00000154,196,111,85,1,8,5,5,3,4,15,27,17
N00000155,261,166,95,3,8,10,4,3,4,15,28,20
N00000156,209,128,81,1,7,5,5,7,4,12,31,9
N00000157,279,183,96,1,14,4,6,2,3,19,36,11
N00000158,508,253,255,8,17,18,11,16,11,61,83,30
N00000159,171,83,88,2,4,3,6,5,5,19,28,16
N00000160,233,132,101,0,4,7,8,3,3,19,38,19
N00000161,267,165,102,2,20,9,6,2,1,21,24,17
N00000162,199,123,76,6,9,6,3,2,3,15,24,8
N00000163,240,107,133,3,18,11,3,5,2,27,45,19
N00000164,194,136,58,1,6,6,3,1,1,16,17,7
N00000165,234,140,94,3,12,2,7,3,5,16,31,15
N00000166,217,106,111,1,18,11,10,8,4,18,32,9
N00000167,276,175,101,5,9,11,10,3,5,16,29,13
N00000168,256,159,97,5,9,3,6,7,5,27,26,9
N00000169,546,370,176,6,14,10,9,9,6,36,52,34
N00000170,262,170,92,1,13,10,9,2,0,16,30,11
N00000171,313,216,97,4,9,7,9,5,5,15,28,15
N00000172,595,388,207,2,27,11,7,8,8,48,63,33
N00000173,286,185,101,2,7,5,11,5,4,15,39,13
N00000174,278,168,110,2,12,5,2,4,6,17,35,27
N00000175,279,199,80,4,6,4,5,6,3,17,25,10
N00000176,368,211,157,1,23,17,12,7,7,21,48,21
N00000177,247,134,113,3,15,14,5,6,4,25,30,11
N00000178,475,256,219,8,16,13,7,5,5,33,86,46
N00000179,632,344,288,13,26,25,17,13,9,41,93,51
N00000180,203,104,99,2,4,5,7,4,3,17,32,25
N00000181,238,145,93,5,12,8,6,4,2,15,36,5
N00000182,153,91,62,1,3,5,2,2,2,14,25,8
N00000183,231,151,80,1,5,12,10,4,2,9,20,17
N00000184,241,156,85,2,11,7,5,4,4,13,30,9
N00000185,151,78,73,2,6,5,3,5,6,12,29,5
N00000186,196,121,75,3,12,5,3,4,1,12,24,11
N00000187,178,92,86,4,8,7,5,3,5,15,28,11
N00000188,249,149,100,2,17,6,4,4,4,14,31,18
N00000189,248,160,88,1,14,8,2,3,1,21,22,16
N00000190,245,147,98,2,9,6,9,7,4,20,29,12
N00000191,244,157,87,2,12,6,11,2,3,13,24,14
N00000192,244,167,77,5,7,4,4,3,4,9,23,18
N00000193,196,113,83,2,6,8,4,7,2,8,30,16
N00000194,183,109,74,0,5,9,2,2,5,10,33,8
N00000195,160,83,77,3,7,6,1,3,2,13,31,11
N00000196,169,69,100,1,9,1,3,4,2,12,48,20
N00000197,247,171,76,7,10,6,13,8,1,5,16,10
N00000198,228,156,72,4,9,4,3,4,1,12,23,12
N00000199,265,185,80,3,11,5,8,2,4,14,17,16
N00000200,246,179,67,1,7,3,5,5,5,8,19,14
N00000201,228,146,82,3,9,7,2,5,4,23,24,5
N00000202,250,150,100,2,8,11,5,5,2,27,29,11
N00000203,243,160,83,2,8,3,2,3,5,12,33,15
N00000204,280,185,95,0,2,7,9,5,4,28,27,13
N00000205,225,159,66,3,4,9,3,2,4,14,17,10
N00000206,315,208,107,8,10,3,12,8,5,15,37,9
N00000207,215,153,62,0,9,6,4,3,2,12,19,7
N00000208,252,163,89,5,7,6,8,3,3,15,22,20
N00000209,285,210,75,6,12,6,6,4,3,5,17,16
N00000210,291,166,125,2,6,10,6,8,7,27,45,14
N00000211,369,193,176,4,10,13,10,6,8,37,71,17
N00000212,132,89,43,3,4,2,4,1,0,7,13,9
N00000213,222,137,85,3,10,7,4,2,4,15,25,15
N00000214,233,156,77,4,9,9,2,3,5,9,27,9
N00000215,310,197,113,2,13,10,13,6,5,15,30,19
N00000216,312,193,119,6,18,10,2,5,6,17,33,22
N00000217,350,213,137,3,16,7,11,5,9,22,42,22
N00000218,246,149,97,1,7,6,5,8,3,26,32,9
N00000219,183,88,95,1,12,9,6,11,4,19,19,14
N00000220,209,112,97,4,9,8,8,7,0,11,25,25
N00000221,194,99,95,1,12,7,6,3,4,16,33,13
N00000222,202,124,78,5,4,7,5,3,4,21,23,6
N00000223,235,150,85,1,7,3,4,4,3,15,29,19
N00000224,188,105,83,1,9,5,4,4,5,19,17,19
N00000225,95,41,54,1,3,3,3,3,2,10,24,5
N00000226,197,111,86,2,7,7,3,5,4,17,26,15
N00000227,149,75,74,0,5,3,0,5,3,16,36,6
N00000228,228,139,89,4,15,5,1,4,4,10,40,6
N00000229,272,174,98,2,7,4,8,2,3,11,37,24
N00000230,211,113,98,2,10,5,7,9,4,17,25,19
N00000231,205,92,113,3,7,15,7,6,2,14,35,24
N00000232,236,118,118,5,11,9,7,2,8,19,33,24
N00000233,199,115,84,4,9,10,5,2,2,12,26,14
N00000234,192,104,88,1,7,9,4,2,5,17,31,12
N00000235,240,127,113,1,12,11,5,8,3,20,39,14
N00000236,204,120,84,3,7,7,5,5,4,15,21,17
N00000237,301,201,100,3,13,4,6,7,2,15,31,19
N00000238,237,148,89,2,9,7,5,3,5,14,32,12
