GeographyCode,QS602NI0001,QS602NI0002,QS602NI0003,QS602NI0004,QS602NI0005,QS602NI0006,QS602NI0007,QS602NI0008,QS602NI0009,QS602NI0010,QS602NI0011,QS602NI0012,QS602NI0013,QS602NI0014,QS602NI0015,QS602NI0016
N00001066,102,83,5,64,0,2,2,7,1,2,19,11,1,4,3,0
N00001067,90,71,4,55,1,1,5,3,2,0,19,17,1,1,0,0
N00001068,134,112,9,81,1,5,2,9,4,1,22,18,0,2,0,2
N00001069,125,104,8,79,0,5,4,6,2,0,21,20,0,0,0,1
N00001070,180,150,12,111,1,11,3,10,1,1,30,25,1,1,1,2
N00001071,120,102,5,75,0,6,1,10,5,0,18,14,1,2,1,0
N00001072,100,76,9,55,1,1,0,5,3,2,24,18,1,1,3,1
N00001073,112,63,10,40,1,0,0,7,4,1,49,20,1,4,23,1
N00001074,73,47,6,29,0,5,1,5,0,1,26,25,0,1,0,0
N00001075,111,88,7,70,0,0,2,5,4,0,23,15,0,2,5,1
N00001076,97,63,12,46,0,0,1,3,1,0,34,22,0,1,8,3
N00001077,105,61,10,43,0,0,1,3,4,0,44,25,0,3,12,4
N00001078,118,103,6,80,1,2,5,7,2,0,15,9,3,1,0,2
N00001079,346,221,33,146,0,0,1,9,31,1,125,40,3,12,54,16
N00001080,130,89,16,61,0,1,1,5,5,0,41,19,0,3,14,5
N00001081,153,98,14,66,0,6,0,8,4,0,55,28,0,7,12,8
N00001082,171,128,32,72,0,4,0,9,9,2,43,8,2,4,25,4
N00001083,142,111,17,69,2,6,3,8,6,0,31,16,0,2,7,6
N00001084,158,100,14,61,0,12,1,6,6,0,58,24,3,9,21,1
N00001085,371,268,44,172,0,4,7,23,14,4,103,33,1,21,36,12
N00001086,109,91,7,68,0,3,4,7,1,1,18,13,0,2,1,2
N00001087,99,83,6,65,0,2,2,2,4,2,16,5,2,2,6,1
N00001088,90,75,8,55,0,1,3,6,2,0,15,11,1,2,0,1
N00001089,120,74,14,47,0,0,2,1,10,0,46,16,1,13,13,3
N00001090,80,53,9,36,0,0,0,3,4,1,27,15,0,7,5,0
N00001091,117,82,13,48,0,3,4,11,3,0,35,21,0,2,8,4
N00001092,135,85,16,48,0,1,1,8,10,1,50,17,2,5,17,9
N00001093,221,108,38,40,0,2,3,4,19,2,113,23,6,39,30,15
N00001094,106,66,20,28,0,1,1,0,15,1,40,15,1,8,11,5
N00001095,137,86,17,59,0,1,0,3,4,2,51,13,1,13,17,7
N00001096,111,88,12,57,0,5,5,7,2,0,23,14,0,4,5,0
N00001097,99,68,15,45,0,1,1,3,3,0,31,18,0,4,8,1
N00001098,112,64,9,44,0,0,1,9,0,1,48,36,0,0,10,2
N00001099,109,75,7,55,0,2,0,5,5,1,34,20,1,3,6,4
N00001100,98,63,6,44,0,2,4,4,3,0,35,28,0,2,3,2
N00001101,108,81,16,48,0,4,2,7,3,1,27,15,2,0,10,0
N00001102,230,105,29,58,0,0,1,0,14,3,125,43,2,22,44,14
N00001103,94,45,12,21,1,1,0,2,7,1,49,3,3,13,21,9
N00001104,104,65,13,39,0,1,0,6,3,3,39,21,1,7,8,2
N00001105,114,73,10,43,2,5,1,3,8,1,41,9,3,6,15,8
N00001106,119,54,10,34,0,0,3,0,7,0,65,17,1,16,22,9
N00001107,127,60,12,34,0,1,1,2,7,3,67,16,3,11,30,7
N00001108,88,56,8,36,1,0,1,1,8,1,32,8,0,10,9,5
N00001109,134,58,21,29,0,0,1,0,6,1,76,14,1,20,35,6
N00001110,131,70,27,32,0,0,1,3,7,0,61,14,4,9,25,9
N00001111,219,113,28,72,0,1,1,3,5,3,106,35,3,19,39,10
N00001112,116,51,14,27,0,0,0,0,10,0,65,15,1,15,28,6
N00001113,554,290,68,181,0,1,1,8,29,2,264,47,2,50,126,39
N00001114,129,81,11,48,0,1,2,2,16,1,48,13,1,8,20,6
N00001115,93,66,11,36,0,1,1,3,12,2,27,15,1,0,4,7
N00001116,211,102,30,58,0,1,0,3,8,2,109,26,5,9,60,9
N00001117,281,122,35,59,1,1,1,5,19,1,159,65,1,22,64,7
N00001118,106,54,14,24,0,1,1,4,10,0,52,21,0,8,22,1
N00001119,68,26,4,19,0,0,0,0,3,0,42,13,0,5,17,7
N00001120,98,40,9,23,0,0,0,1,7,0,58,22,1,7,22,6
N00001121,101,34,11,15,0,0,0,2,6,0,67,17,0,15,26,9
N00001122,93,33,5,11,1,1,2,2,9,2,60,34,0,2,20,4
N00001123,79,29,7,13,0,1,1,1,6,0,50,16,1,3,23,7
N00001124,221,123,30,74,0,1,2,1,14,1,98,24,0,23,42,9
N00001125,150,76,15,49,0,1,0,2,8,1,74,26,3,20,21,4
N00001126,107,53,17,27,0,0,0,0,9,0,54,7,3,11,23,10
N00001127,279,101,35,48,0,2,0,2,13,1,178,55,3,29,73,18
N00001128,121,51,19,20,0,0,0,0,12,0,70,25,0,7,29,9
N00001129,182,95,25,53,2,2,1,2,9,1,87,26,1,14,40,6
N00001130,76,43,10,23,0,1,1,0,7,1,33,9,0,3,20,1
N00001131,490,365,41,259,0,8,2,24,15,16,125,27,5,15,63,15
N00001132,113,47,19,16,0,0,0,3,8,1,66,25,1,6,25,9
N00001133,287,163,38,95,1,0,2,7,16,4,124,44,3,22,45,10
N00001134,89,65,4,49,0,0,2,3,7,0,24,10,0,3,7,4
N00001135,78,39,10,19,0,0,0,4,6,0,39,16,0,6,12,5
N00001136,118,69,11,36,0,1,0,2,16,3,49,21,1,7,13,7
N00001137,118,48,16,20,0,0,1,5,5,1,70,15,1,13,32,9
N00001138,93,34,11,16,0,0,0,0,6,1,59,20,0,6,26,7
N00001139,195,145,24,94,1,1,8,10,3,4,50,23,0,7,13,7
N00001140,123,67,15,38,0,1,1,4,7,1,56,17,2,4,27,6
N00001141,78,42,11,24,1,0,1,2,3,0,36,11,0,5,16,4
N00001142,82,42,16,24,0,0,0,0,2,0,40,19,0,3,16,2
N00001143,54,26,8,9,1,0,2,0,6,0,28,11,0,3,11,3
N00001144,93,49,16,19,1,1,1,0,11,0,44,12,0,6,22,4
N00001145,115,39,15,15,0,1,0,1,7,0,76,19,2,16,31,8
N00001146,101,40,13,17,0,0,3,0,6,1,61,20,1,8,29,3
N00001147,110,57,16,23,0,0,1,0,16,1,53,16,1,4,24,8
N00001148,101,34,12,13,0,0,1,0,6,2,67,21,0,11,30,5
N00001149,123,49,19,15,0,1,1,3,9,1,74,19,1,13,32,9
N00001150,116,41,18,12,0,0,0,0,9,2,75,14,3,21,28,9
N00001151,135,64,24,27,0,0,0,2,9,2,71,18,0,15,33,5
N00001152,136,52,19,18,0,1,0,0,13,1,84,17,3,19,40,5
N00001153,126,57,22,26,0,1,0,1,5,2,69,17,1,9,35,7
N00001154,97,43,21,18,0,1,0,0,3,0,54,9,0,7,28,10
N00001155,305,217,20,163,1,2,4,6,17,4,88,22,4,7,46,9
N00001156,546,209,67,96,1,0,0,5,36,4,337,98,1,41,161,36
N00001157,88,61,6,39,0,1,6,5,3,1,27,16,1,4,3,3
N00001158,78,57,3,39,0,2,3,7,1,2,21,19,0,0,1,1
N00001159,115,87,12,58,1,5,3,4,3,1,28,18,0,4,3,3
N00001160,133,63,18,42,0,0,0,0,3,0,70,26,1,10,24,9
N00001161,100,70,18,42,0,0,1,4,4,1,30,9,1,2,15,3
N00001162,72,50,15,22,0,2,0,6,5,0,22,12,0,1,7,2
N00001163,112,33,12,18,0,0,1,1,1,0,79,41,0,0,35,3
N00001164,115,80,17,49,0,1,2,7,3,1,35,14,2,3,15,1
N00001165,101,69,14,44,0,3,2,2,3,1,32,23,0,0,8,1
N00001166,220,141,28,83,0,7,3,8,12,0,79,39,1,11,19,9
N00001167,100,67,15,43,0,4,1,4,0,0,33,22,1,3,5,2
N00001168,113,51,19,25,0,0,0,2,4,1,62,13,0,17,25,7
N00001169,99,65,14,39,0,7,0,4,1,0,34,14,0,7,7,6
N00001170,117,73,19,41,0,2,2,7,2,0,44,20,1,8,14,1
N00001171,149,79,17,50,0,1,5,3,3,0,70,47,0,7,15,1
N00001172,87,64,11,43,0,3,1,5,0,1,23,12,0,2,7,2
N00001173,99,70,15,49,1,1,0,1,2,1,29,21,0,2,4,2
N00001174,100,82,9,49,0,12,0,11,1,0,18,15,0,3,0,0
N00001175,103,75,9,50,0,5,2,7,1,1,28,26,0,1,0,1
N00001176,89,63,6,47,0,2,3,3,2,0,26,24,0,2,0,0
N00001177,105,79,9,57,0,2,2,7,2,0,26,24,0,0,2,0
N00001178,120,98,16,58,0,6,3,10,2,3,22,22,0,0,0,0
N00001179,95,80,3,60,0,6,2,9,0,0,15,12,0,2,1,0
N00001180,72,39,2,25,0,2,0,4,4,2,33,13,2,1,16,1
N00001181,76,56,12,37,0,2,1,1,3,0,20,13,0,1,3,3
N00001182,105,78,10,52,0,10,0,6,0,0,27,27,0,0,0,0
N00001183,170,134,17,87,0,10,4,11,5,0,36,28,0,0,6,2
N00001184,90,69,8,50,1,2,2,3,3,0,21,16,1,2,1,1
N00001185,103,67,7,52,0,2,1,4,1,0,36,32,0,1,2,1
N00001186,90,66,9,48,2,3,0,1,3,0,24,20,0,1,1,2
N00001187,110,89,4,67,0,9,2,6,1,0,21,21,0,0,0,0
N00001188,245,160,25,107,0,13,0,11,3,1,85,72,1,3,7,2
N00001189,102,82,15,48,0,2,2,11,3,1,20,19,0,0,0,1
N00001190,123,88,9,69,0,1,0,1,7,1,35,16,0,4,11,4
N00001191,97,71,11,49,0,0,4,2,4,1,26,13,0,5,8,0
N00001192,102,76,11,53,0,1,1,5,5,0,26,11,2,6,5,2
N00001193,103,73,17,50,0,0,0,3,2,1,30,13,1,5,9,2
N00001194,104,70,18,44,1,0,2,1,3,1,34,24,1,1,5,3
N00001195,94,63,12,37,0,0,0,2,11,1,31,15,0,3,11,2
N00001196,118,82,13,56,0,6,2,4,1,0,36,24,0,2,8,2
N00001197,116,74,13,53,0,4,2,1,1,0,42,18,0,10,7,7
N00001198,127,105,11,71,0,7,3,9,4,0,22,17,0,1,4,0
N00001199,87,59,10,40,0,3,0,2,3,1,28,15,0,4,7,2
N00001200,121,102,11,70,1,6,2,10,1,1,19,10,0,1,6,2
N00001201,93,77,6,54,0,8,2,6,1,0,16,15,0,0,1,0
N00001202,107,53,17,20,0,3,0,6,7,0,54,10,0,13,23,8
N00001203,108,59,14,38,1,0,1,2,3,0,49,24,1,5,12,7
N00001204,294,193,28,134,0,6,3,8,10,4,101,62,0,12,23,4
N00001205,187,112,33,64,1,1,0,4,7,2,75,34,4,11,26,0
N00001206,91,56,11,34,0,1,1,0,9,0,35,8,0,3,19,5
N00001207,105,85,18,52,0,1,2,10,2,0,20,10,0,2,5,3
N00001208,100,69,19,38,1,3,1,4,3,0,31,18,0,3,7,3
N00001209,97,60,19,31,0,2,1,1,6,0,37,11,1,2,17,6
N00001210,93,66,13,41,0,1,2,5,4,0,27,8,1,6,10,2
N00001211,102,62,13,41,0,1,3,2,2,0,40,18,0,6,12,4
N00001212,97,62,18,37,0,0,3,3,1,0,35,14,1,5,15,0
N00001213,117,64,19,32,0,0,1,1,9,2,53,16,2,7,17,11
N00001214,96,52,13,28,1,1,0,2,6,1,44,15,1,8,16,4
N00001215,89,54,7,32,1,5,1,2,4,2,35,17,1,5,10,2
N00001216,131,104,25,61,0,2,1,8,7,0,27,5,0,6,13,3
N00001217,134,87,19,53,1,0,3,2,5,4,47,18,0,10,12,7
N00001218,90,66,6,51,0,0,1,7,1,0,24,15,1,5,3,0
N00001219,124,60,18,24,0,0,1,3,13,1,64,23,0,9,21,11
N00001220,100,49,9,30,0,0,1,3,6,0,51,19,0,11,16,5
N00001221,116,54,19,21,0,0,0,4,10,0,62,16,1,10,24,11
N00001222,82,51,13,28,0,1,0,0,7,2,31,10,0,5,13,3
N00001223,107,62,21,34,0,0,1,3,2,1,45,21,0,9,12,3
N00001224,110,72,14,54,0,0,0,0,4,0,38,18,0,6,11,3
N00001225,102,48,15,24,0,0,0,3,6,0,54,22,1,9,12,10
N00001226,98,72,14,45,0,1,1,3,8,0,26,9,1,7,6,3
N00001227,90,50,14,26,0,0,0,4,5,1,40,20,0,4,12,4
N00001228,71,34,6,20,0,0,1,0,6,1,37,15,2,7,9,4
N00001229,94,51,13,28,0,3,2,2,3,0,43,24,0,2,13,4
N00001230,102,66,18,38,1,0,0,5,3,1,36,27,0,1,6,2
N00001231,118,68,14,37,0,5,1,4,6,1,50,23,3,2,19,3
N00001232,96,81,14,49,2,4,3,8,1,0,15,4,0,4,6,1
N00001233,122,105,29,52,1,2,2,13,6,0,17,3,0,6,6,2
N00001234,125,96,19,60,2,4,0,3,6,2,29,5,0,8,13,3
N00001235,340,203,47,115,0,1,4,11,19,6,137,39,3,22,64,9
N00001236,126,83,16,51,0,2,2,4,7,1,43,10,0,9,15,9
N00001237,100,44,13,20,0,0,0,6,5,0,56,26,0,9,20,1
N00001238,102,58,15,32,0,0,3,2,4,2,44,22,1,5,14,2
N00001239,87,55,18,28,0,1,2,5,1,0,32,21,0,3,6,2
N00001240,468,292,67,157,1,2,6,7,50,2,176,34,5,19,95,23
N00001241,116,55,18,25,0,0,2,1,8,1,61,30,0,6,16,9
N00001242,117,55,18,25,0,1,3,3,5,0,62,31,1,4,25,1
N00001243,108,54,8,29,0,1,1,3,12,0,54,18,2,5,26,3
N00001244,116,61,17,31,1,3,1,2,6,0,55,21,0,2,24,8
N00001245,122,62,19,31,0,1,0,3,6,2,60,13,1,12,24,10
N00001246,235,186,25,137,0,5,2,9,8,0,49,26,0,7,15,1
N00001247,99,44,16,18,1,1,0,3,5,0,55,23,0,10,17,5
N00001248,140,110,13,83,0,2,0,10,1,1,30,19,0,4,5,2
N00001249,120,93,11,69,0,2,0,8,3,0,27,21,0,1,2,3
N00001250,159,134,18,93,0,7,0,9,5,2,25,12,0,2,8,3
N00001251,117,70,14,41,0,1,2,3,7,2,47,17,0,7,17,6
N00001252,104,79,8,54,0,1,1,8,5,2,25,7,1,5,8,4
N00001253,95,58,20,30,0,1,2,1,3,1,37,17,1,0,17,2
N00001254,93,70,7,52,0,1,3,5,2,0,23,16,1,1,5,0
N00001255,99,65,9,46,0,2,2,1,4,1,34,22,1,4,5,2
N00001256,86,57,6,43,0,3,0,3,2,0,29,20,0,0,7,2
N00001257,99,58,17,33,0,0,0,1,6,1,41,13,0,4,19,5
N00001258,105,67,14,40,0,1,0,2,8,2,38,9,0,9,13,7
N00001259,118,63,23,29,0,0,0,0,8,3,55,20,1,9,19,6
N00001260,128,80,27,38,0,0,0,2,11,2,48,15,0,13,16,4
N00001261,105,62,16,34,0,1,0,0,11,0,43,13,1,9,16,4
N00001262,143,100,27,60,0,2,0,6,5,0,43,16,0,6,17,4
N00001263,128,91,7,75,0,0,2,2,4,1,37,22,0,4,9,2
N00001264,85,58,9,41,0,0,0,4,4,0,27,7,0,7,9,4
N00001265,426,300,33,228,0,1,2,17,14,5,126,49,4,20,40,13
N00001266,83,37,13,19,0,0,0,2,3,0,46,12,0,3,29,2
N00001267,128,64,21,26,0,2,0,0,11,4,64,18,0,10,31,5
N00001268,125,55,18,25,0,1,2,0,8,1,70,36,0,7,22,5
N00001269,240,192,21,146,0,4,1,7,13,0,48,30,1,4,7,6
N00001270,139,85,18,60,0,0,0,2,4,1,54,29,0,4,16,5
N00001271,637,486,52,371,0,1,9,30,20,3,151,52,4,22,58,15
N00001272,101,69,9,52,0,4,1,2,1,0,32,18,0,7,5,2
N00001273,101,75,13,50,0,3,1,3,4,1,26,10,0,2,11,3
N00001274,88,54,8,35,0,1,0,3,6,1,34,15,0,7,12,0
N00001275,84,52,8,39,0,1,0,3,1,0,32,15,0,5,9,3
N00001276,72,48,11,23,0,6,0,5,3,0,24,11,1,1,11,0
N00001277,87,75,6,54,0,5,7,3,0,0,12,10,1,1,0,0
N00001278,107,85,7,63,0,7,1,5,2,0,22,16,0,0,2,4
N00001279,82,55,15,25,0,0,2,4,5,4,27,8,0,0,16,3
N00001280,90,47,12,28,0,1,0,3,3,0,43,23,1,3,13,3
N00001281,87,76,1,61,0,6,1,6,1,0,11,10,0,0,1,0
N00001282,124,98,7,62,0,8,3,11,5,2,26,21,1,0,4,0
N00001283,112,89,9,66,0,5,1,8,0,0,23,21,0,0,2,0
N00001284,136,111,13,80,0,6,4,7,1,0,25,17,0,4,3,1
N00001285,120,99,11,67,0,6,5,7,2,1,21,20,0,0,0,1
N00001286,117,84,13,65,0,0,3,3,0,0,33,26,0,0,5,2
N00001287,99,77,7,60,0,2,1,6,0,1,22,15,0,1,3,3
N00001288,96,71,10,54,0,0,2,4,0,1,25,21,1,2,0,1
N00001289,102,80,13,56,0,0,0,9,0,2,22,18,0,0,3,1
N00001290,111,83,19,57,0,0,0,5,1,1,28,24,1,0,2,1
N00001291,113,80,18,52,2,0,2,2,2,2,33,17,2,6,8,0
N00001292,298,252,41,167,1,14,2,19,7,1,46,17,2,11,13,3
N00001293,111,87,14,55,0,2,4,11,1,0,24,17,0,3,4,0
N00001294,104,66,10,36,0,5,2,7,5,1,38,34,0,1,1,2
N00001295,113,80,22,52,0,1,0,3,2,0,33,20,0,4,9,0
N00001296,111,57,11,29,0,2,0,3,10,2,54,29,0,9,14,2
N00001297,116,80,18,53,0,0,0,7,2,0,36,25,0,5,4,2
N00001298,155,99,23,52,0,1,4,4,13,2,56,12,2,11,26,5
N00001299,110,68,9,42,0,1,1,7,8,0,42,23,0,5,13,1
N00001300,103,62,8,40,0,3,3,7,1,0,41,37,0,2,2,0
N00001301,120,73,17,47,0,2,2,5,0,0,47,36,0,2,8,1
N00001302,252,125,48,45,2,2,0,5,18,5,127,27,4,37,44,15
N00001303,118,55,17,23,0,3,0,1,10,1,63,24,1,7,25,6
N00001304,97,61,13,32,0,1,5,6,4,0,36,26,0,4,5,1
N00001305,90,57,12,40,0,0,4,0,1,0,33,22,1,3,3,4
N00001306,98,57,13,34,0,0,0,0,10,0,41,6,0,6,23,6
N00001307,128,57,11,29,0,1,2,1,12,1,71,7,1,15,37,11
N00001308,176,116,16,79,1,2,4,7,7,0,60,36,1,6,14,3
N00001309,140,78,16,42,0,1,0,6,11,2,62,17,1,12,28,4
N00001310,321,228,55,133,1,5,3,11,16,4,93,27,2,27,25,12
N00001311,116,56,26,18,0,0,2,3,7,0,60,9,1,25,19,6
N00001312,227,136,39,75,0,1,1,6,14,0,91,15,2,26,36,12
N00001313,178,129,11,97,0,2,1,5,13,0,49,19,0,4,21,5
N00001314,134,81,17,52,0,0,1,3,6,2,53,14,0,11,23,5
N00001315,99,56,14,37,0,0,2,2,1,0,43,30,0,4,8,1
N00001316,154,72,17,37,0,1,0,2,15,0,82,34,0,10,24,14
N00001317,94,60,8,45,0,0,0,5,2,0,34,24,0,2,6,2
N00001318,115,78,11,55,0,0,3,4,5,0,37,16,1,5,10,5
N00001319,94,74,10,54,0,2,0,4,3,1,20,11,0,4,3,2
N00001320,79,58,12,40,0,4,0,2,0,0,21,14,1,0,5,1
N00001321,90,55,6,38,0,0,3,4,3,1,35,26,0,2,7,0
N00001322,121,68,12,43,1,0,1,3,8,0,53,25,1,15,7,5
N00001323,96,66,4,51,0,0,3,2,6,0,30,16,2,0,9,3
N00001324,84,55,10,36,0,1,1,4,3,0,29,16,3,0,6,4
N00001325,430,355,14,233,0,53,11,38,4,2,75,58,3,6,4,4
N00001326,110,84,7,43,0,23,2,8,1,0,26,24,1,1,0,0
N00001327,92,64,5,31,1,18,0,7,1,1,28,25,0,0,1,2
N00001328,315,259,14,144,0,48,7,38,5,3,56,40,2,3,8,3
N00001329,94,71,6,47,0,8,2,7,0,1,23,20,1,0,2,0
N00001330,101,85,10,42,1,16,4,9,2,1,16,13,0,1,1,1
N00001331,99,80,9,51,0,10,0,8,2,0,19,14,0,1,3,1
N00001332,99,87,8,64,0,1,0,5,5,4,12,6,2,1,3,0
N00001333,113,97,4,67,1,11,1,8,0,5,16,14,0,1,1,0
N00001334,109,81,5,57,0,7,5,5,2,0,28,21,1,2,2,2
N00001335,114,104,10,82,1,0,2,3,6,0,10,3,0,0,6,1
N00001336,90,78,6,45,0,15,6,5,0,1,12,12,0,0,0,0
N00001337,102,86,3,54,0,9,4,15,0,1,16,10,2,1,2,1
N00001338,95,68,12,47,0,3,0,5,1,0,27,18,1,3,5,0
N00001339,120,86,20,60,0,0,0,4,2,0,34,12,0,5,15,2
N00001340,301,210,33,139,0,5,5,10,16,2,91,41,2,7,32,9
N00001341,103,74,18,45,0,4,3,3,1,0,29,18,0,3,4,4
N00001342,114,74,7,56,0,0,3,5,3,0,40,29,1,4,5,1
N00001343,93,72,10,49,0,3,3,6,1,0,21,13,0,2,4,2
N00001344,101,80,10,58,0,0,1,6,3,2,21,20,0,0,1,0
N00001345,79,55,8,36,0,1,3,5,2,0,24,21,0,0,2,1
N00001346,291,248,26,185,0,12,4,16,3,2,43,36,1,2,2,2
N00001347,196,165,14,125,0,9,7,6,4,0,31,18,1,4,6,2
N00001348,114,96,8,66,0,7,3,7,4,1,18,11,0,1,4,2
N00001349,103,80,6,62,0,3,1,7,1,0,23,15,1,1,5,1
N00001350,366,154,41,67,0,1,1,6,37,1,212,72,3,30,80,27
N00001351,143,77,28,22,0,1,0,4,17,5,66,17,0,12,27,10
N00001352,122,80,16,55,0,0,0,4,4,1,42,11,1,5,21,4
N00001353,128,47,12,21,1,1,2,0,9,1,81,29,0,8,33,11
N00001354,354,118,29,57,0,1,4,0,24,3,236,54,4,24,120,34
N00001355,119,56,14,34,0,0,0,0,8,0,63,20,1,3,30,9
N00001356,102,43,12,21,0,3,1,0,6,0,59,18,0,16,19,6
N00001357,90,36,6,17,0,2,0,1,9,1,54,11,1,4,24,14
N00001358,151,80,26,42,0,0,1,0,11,0,71,19,2,9,31,10
N00001359,113,69,23,36,1,1,1,1,6,0,44,8,0,9,19,8
N00001360,110,55,23,26,0,0,0,0,6,0,55,9,1,20,20,5
N00001361,103,57,15,27,0,2,1,1,10,1,46,10,1,14,12,9
N00001362,119,54,21,22,0,1,3,0,7,0,65,18,0,6,35,6
N00001363,100,84,10,58,0,5,5,3,3,0,16,10,0,2,2,2
N00001364,215,179,22,133,2,3,4,12,2,1,36,27,2,3,3,1
N00001365,154,137,6,112,0,11,1,7,0,0,17,11,0,0,5,1
N00001366,97,85,6,64,0,7,0,6,1,1,12,9,0,1,2,0
N00001367,140,97,15,68,1,0,2,6,4,1,43,27,0,5,8,3
N00001368,103,83,10,59,0,3,1,8,2,0,20,18,0,1,1,0
N00001369,138,109,15,78,1,6,2,7,0,0,29,22,0,2,3,2
N00001370,127,94,15,61,0,4,3,10,1,0,33,26,1,0,5,1
N00001371,96,84,4,71,0,4,3,1,1,0,12,9,0,0,2,1
N00001372,207,171,16,122,0,9,7,17,0,0,36,33,1,1,1,0
N00001373,98,84,10,58,0,3,4,7,1,1,14,12,0,0,2,0
N00001374,89,74,11,53,0,3,2,4,1,0,15,12,0,1,2,0
N00001375,130,85,13,59,1,1,0,7,4,0,45,28,0,7,10,0
N00001376,81,64,6,51,2,0,0,2,1,2,17,11,0,2,4,0
N00001377,86,71,4,56,1,4,2,3,1,0,15,12,0,0,3,0
N00001378,93,82,10,60,0,2,0,7,3,0,11,9,0,0,0,2
N00001379,94,78,9,56,0,6,1,4,2,0,16,11,0,2,3,0
N00001380,125,111,11,65,0,8,4,16,3,4,14,8,2,2,2,0
N00001381,179,156,9,126,0,3,1,10,3,4,23,13,0,4,3,3
N00001382,105,85,3,66,0,7,1,5,1,2,20,19,0,0,0,1
N00001383,83,72,7,43,0,8,1,12,1,0,11,9,0,0,2,0
N00001384,98,86,9,61,1,4,0,8,3,0,12,9,0,1,2,0
N00001385,120,97,7,65,1,9,3,11,1,0,23,16,1,0,3,3
N00001386,240,197,14,149,1,3,4,11,15,0,43,24,0,5,5,9
N00001387,124,101,8,81,0,0,2,6,4,0,23,12,3,2,5,1
N00001388,90,61,11,41,0,2,0,4,3,0,29,21,0,0,5,3
N00001389,90,72,4,63,1,0,0,1,2,1,18,5,2,1,7,3
N00001390,95,84,6,64,0,5,3,3,2,1,11,8,0,1,1,1
N00001391,99,83,2,68,0,1,2,9,1,0,16,15,0,0,1,0
N00001392,120,97,12,72,0,0,2,5,5,1,23,9,1,1,9,3
N00001393,130,121,4,106,1,0,2,4,3,1,9,7,0,0,2,0
N00001394,112,92,7,68,0,5,0,10,1,1,20,12,1,2,5,0
N00001395,108,86,9,65,0,0,3,8,1,0,22,19,1,0,2,0
N00001396,313,280,15,235,0,5,1,18,6,0,33,17,2,2,10,2
N00001397,88,69,2,58,0,1,1,2,5,0,19,13,0,1,5,0
N00001398,118,95,9,75,0,4,1,4,2,0,23,12,0,1,7,3
N00001399,297,250,15,170,1,22,10,26,5,1,47,41,0,1,3,2
N00001400,115,88,8,63,0,6,3,6,1,1,27,24,0,1,0,2
N00001401,413,334,26,246,1,13,5,18,17,8,79,38,4,8,24,5
N00001402,264,240,15,181,0,8,4,24,5,3,24,13,4,1,6,0
N00001403,126,113,12,77,0,9,2,6,4,3,13,10,0,1,2,0
N00001404,247,203,17,139,0,10,4,21,7,5,44,34,2,0,5,3
N00001405,93,63,11,43,0,0,0,5,3,1,30,14,0,1,11,4
N00001406,93,71,16,48,0,0,0,4,3,0,22,15,1,2,4,0
N00001407,105,83,8,58,0,7,1,5,2,2,22,9,2,4,6,1
N00001408,197,171,11,133,0,6,4,12,4,1,26,20,1,1,2,2
N00001409,98,81,4,58,0,8,3,7,1,0,17,14,0,2,0,1
N00001410,100,83,7,64,0,3,0,6,3,0,17,9,0,3,5,0
N00001411,109,97,14,63,0,8,3,9,0,0,12,10,0,0,2,0
N00001412,62,44,2,32,0,2,2,3,2,1,18,13,0,1,3,1
N00001413,94,81,10,61,0,2,1,6,1,0,13,11,0,0,1,1
N00001414,88,83,6,63,1,4,0,5,3,1,5,5,0,0,0,0
N00001415,108,45,17,20,0,1,1,0,4,2,63,17,0,10,26,10
N00001416,445,348,17,281,0,5,4,23,11,7,97,32,6,4,41,14
N00001417,128,39,11,23,0,0,0,0,5,0,89,30,0,10,43,6
N00001418,302,200,21,131,0,1,3,20,16,8,102,21,0,19,49,13
N00001419,111,66,7,42,0,4,0,2,10,1,45,13,0,6,21,5
N00001420,114,61,10,40,0,0,1,0,7,3,53,12,2,6,29,4
N00001421,662,485,37,361,1,10,3,23,22,28,177,49,11,18,80,19
N00001422,95,44,7,26,0,1,0,1,6,3,51,14,0,3,27,7
N00001423,180,59,13,32,0,1,1,4,8,0,121,51,0,11,41,18
N00001424,97,55,17,26,0,0,1,5,4,2,42,19,2,4,15,2
N00001425,109,56,16,26,0,1,3,1,5,4,53,20,1,11,17,4
N00001426,92,38,8,23,1,0,0,2,3,1,54,17,3,9,20,5
N00001427,111,47,16,21,0,1,0,2,7,0,64,21,2,10,19,12
N00001428,112,65,14,33,0,1,1,0,7,9,47,23,2,5,14,3
N00001429,492,329,42,208,0,2,5,10,27,35,163,45,22,21,57,18
N00001430,112,47,13,23,0,0,0,2,7,2,65,23,1,5,27,9
N00001431,118,65,15,38,0,0,1,4,6,1,53,22,0,6,19,6
N00001432,127,58,20,26,1,0,1,0,10,0,69,22,0,17,24,6
N00001433,118,70,18,37,0,1,0,5,8,1,48,14,1,11,16,6
N00001434,110,52,15,28,0,2,0,4,3,0,58,20,0,13,17,8
N00001435,112,52,9,24,0,1,0,3,14,1,60,21,0,9,26,4
N00001436,122,50,18,19,0,1,0,2,9,1,72,17,0,18,29,8
N00001437,87,38,12,17,0,0,0,0,9,0,49,10,0,8,27,4
N00001438,121,58,14,32,0,0,0,1,8,3,63,30,0,11,20,2
N00001439,140,88,12,60,1,1,0,1,13,0,52,22,0,6,18,6
