GeographyCode,QS609NI0001,QS609NI0002,QS609NI0003,QS609NI0004,QS609NI0005,QS609NI0006,QS609NI0007,QS609NI0008,QS609NI0009,QS609NI0010,QS609NI0011,QS609NI0012,QS609NI0013,QS609NI0014
N00000001,978,98,51,47,464,234,35,80,36,24,0,0,0,7
N00000002,288,54,2,52,75,33,32,30,15,33,12,7,5,4
N00000003,193,40,0,40,59,16,45,6,12,11,4,0,4,0
N00000004,555,47,8,39,121,52,155,58,61,54,7,7,0,0
N00000005,336,64,18,46,82,29,102,29,10,20,0,0,0,0
N00000006,200,29,7,22,44,10,55,18,32,8,4,0,4,0
N00000007,201,26,6,20,43,30,42,12,16,29,3,0,3,0
N00000008,253,32,6,26,53,46,44,24,22,23,1,0,1,8
N00000009,647,104,23,81,246,64,113,25,44,40,9,2,7,2
N00000010,185,41,6,35,23,10,63,9,11,24,4,4,0,0
N00000011,207,7,2,5,50,29,10,36,26,41,8,6,2,0
N00000012,190,9,4,5,39,29,15,32,32,29,5,4,1,0
N00000013,198,12,0,12,44,29,10,30,33,27,13,1,12,0
N00000014,395,29,4,25,72,38,31,73,63,73,12,6,6,4
N00000015,156,0,0,0,35,20,15,17,16,44,9,3,6,0
N00000016,165,7,0,7,31,31,14,14,32,30,4,0,4,2
N00000017,298,19,6,13,32,50,22,46,66,52,11,7,4,0
N00000018,191,6,0,6,34,29,4,32,39,42,2,0,2,3
N00000019,208,6,0,6,25,25,7,31,61,37,16,13,3,0
N00000020,199,0,0,0,33,29,4,19,40,53,19,9,10,2
N00000021,213,18,10,8,29,20,18,26,42,47,13,6,7,0
N00000022,206,3,0,3,31,29,14,5,66,45,13,8,5,0
N00000023,145,7,0,7,21,11,5,30,23,39,7,4,3,2
N00000024,460,83,23,60,107,31,122,74,28,10,1,0,1,4
N00000025,381,48,19,29,113,17,114,34,15,30,8,3,5,2
N00000026,383,41,10,31,105,45,115,31,20,20,0,0,0,6
N00000027,473,47,10,37,110,66,120,35,45,44,6,3,3,0
N00000028,214,10,7,3,62,21,30,23,20,38,6,0,6,4
N00000029,335,70,18,52,80,17,98,31,10,24,3,0,3,2
N00000030,300,25,13,12,78,29,86,19,35,20,5,0,5,3
N00000031,618,100,28,72,169,47,147,44,51,46,12,7,5,2
N00000032,314,22,10,12,82,53,56,43,24,29,0,0,0,5
N00000033,420,57,7,50,114,45,117,32,19,32,4,4,0,0
N00000034,363,47,7,40,93,32,48,50,39,41,7,3,4,6
N00000035,250,11,4,7,22,26,23,42,54,59,13,3,10,0
N00000036,297,28,8,20,82,35,38,10,41,49,8,5,3,6
N00000037,214,18,1,17,61,40,15,20,28,12,13,5,8,7
N00000038,339,36,23,13,58,31,73,35,45,47,14,9,5,0
N00000039,1130,83,26,57,286,187,128,99,181,118,37,12,25,11
N00000040,223,7,0,7,27,27,27,11,55,59,8,5,3,2
N00000041,434,37,18,19,125,87,58,36,45,38,8,6,2,0
N00000042,376,28,10,18,97,44,60,47,47,34,15,5,10,4
N00000043,1134,114,39,75,372,135,119,87,123,127,37,15,22,20
N00000044,270,6,0,6,41,57,29,10,65,42,14,8,6,6
N00000045,445,61,16,45,88,42,123,33,35,52,7,0,7,4
N00000046,324,31,0,31,66,25,119,11,31,28,13,7,6,0
N00000047,261,23,4,19,62,24,60,31,32,27,2,0,2,0
N00000048,251,15,9,6,30,16,36,21,50,74,9,2,7,0
N00000049,217,9,0,9,37,32,19,15,40,51,14,8,6,0
N00000050,231,40,9,31,51,14,29,20,26,50,0,0,0,1
N00000051,260,6,1,5,37,30,19,20,46,64,32,26,6,6
N00000052,257,9,2,7,50,37,16,24,39,54,24,6,18,4
N00000053,228,9,5,4,33,42,11,29,44,42,18,6,12,0
N00000054,246,9,5,4,42,49,9,28,45,49,14,7,7,1
N00000055,200,0,0,0,36,39,11,27,42,41,4,1,3,0
N00000056,197,4,0,4,14,14,4,33,44,67,14,7,7,3
N00000057,259,6,1,5,12,28,11,31,102,55,14,10,4,0
N00000058,243,6,0,6,34,55,5,19,61,55,7,5,2,1
N00000059,198,6,0,6,14,26,12,19,63,44,12,8,4,2
N00000060,329,6,2,4,43,39,26,30,88,75,15,10,5,7
N00000061,177,19,2,17,48,16,11,18,26,33,1,1,0,5
N00000062,267,50,10,40,96,32,6,22,42,13,6,6,0,0
N00000063,320,25,4,21,44,25,38,42,66,59,16,6,10,5
N00000064,244,0,0,0,33,12,23,23,56,61,33,25,8,3
N00000065,311,45,12,33,67,38,36,23,40,57,5,1,4,0
N00000066,182,19,10,9,49,20,13,22,12,41,3,3,0,3
N00000067,268,5,0,5,34,31,23,35,70,44,22,17,5,4
N00000068,303,62,16,46,94,28,21,38,23,36,0,0,0,1
N00000069,295,3,2,1,19,44,2,34,62,76,54,41,13,1
N00000070,152,21,13,8,38,16,10,20,16,23,8,6,2,0
N00000071,175,0,0,0,41,35,18,21,23,35,2,1,1,0
N00000072,1620,149,20,129,444,204,203,142,213,221,32,17,15,12
N00000073,346,17,6,11,75,44,28,40,42,79,17,10,7,4
N00000074,1000,126,19,107,300,202,97,90,101,71,10,6,4,3
