GeographyCode,QS607NI0001,QS607NI0002,QS607NI0003,QS607NI0004,QS607NI0005,QS607NI0006,QS607NI0007,QS607NI0008,QS607NI0009,QS607NI0010,QS607NI0011,QS607NI0012,QS607NI0013,QS607NI0014
N00000058,247,6,0,6,34,55,5,19,63,56,8,6,2,1
N00000059,204,6,0,6,14,26,13,19,64,48,12,8,4,2
N00000060,343,6,2,4,44,39,30,30,92,80,15,10,5,7
N00000061,188,20,2,18,50,18,14,20,26,33,2,2,0,5
N00000062,277,52,10,42,97,31,6,25,45,15,6,6,0,0
N00000063,324,25,4,21,46,25,38,42,67,60,16,6,10,5
N00000064,249,0,0,0,33,12,23,24,58,62,34,26,8,3
N00000065,316,46,12,34,73,39,33,25,39,56,5,1,4,0
N00000066,197,20,10,10,54,26,12,23,14,41,4,4,0,3
N00000067,280,5,0,5,35,31,24,35,75,47,24,19,5,4
N00000068,314,62,16,46,95,27,26,40,26,37,0,0,0,1
N00000069,300,3,2,1,20,46,2,34,62,79,53,40,13,1
N00000070,161,20,13,7,37,19,12,21,17,28,7,6,1,0
N00000071,192,2,1,1,42,34,22,25,24,41,2,1,1,0
N00000072,1640,150,20,130,447,203,206,148,214,227,33,18,15,12
N00000073,356,18,6,12,76,45,27,41,46,81,18,11,7,4
N00000074,1001,124,19,105,301,198,99,90,103,73,10,6,4,3
N00000075,227,19,8,11,42,27,24,24,34,37,16,9,7,4
N00000076,298,27,17,10,109,33,21,41,41,23,3,0,3,0
N00000077,237,23,5,18,53,37,26,35,26,37,0,0,0,0
N00000078,460,71,14,57,118,36,58,52,75,37,11,11,0,2
N00000079,502,85,26,59,152,51,134,45,22,9,4,2,2,0
N00000080,382,88,21,67,102,81,35,25,24,26,1,0,1,0
N00000081,275,58,25,33,104,24,21,20,14,31,3,3,0,0
N00000082,278,38,9,29,80,22,91,10,14,21,2,0,2,0
N00000083,592,90,41,49,145,79,153,63,17,38,7,2,5,0
N00000084,388,61,4,57,113,42,101,25,17,23,6,1,5,0
N00000085,338,40,8,32,57,38,20,21,48,98,16,10,6,0
N00000086,362,24,6,18,88,55,44,31,57,40,16,13,3,7
N00000087,817,162,31,131,193,91,148,72,58,68,7,2,5,18
N00000088,130,3,0,3,25,11,9,17,24,30,9,1,8,2
N00000089,438,70,20,50,99,60,61,28,60,40,20,10,10,0
N00000090,352,17,2,15,125,52,31,27,44,47,9,4,5,0
N00000091,430,78,38,40,83,43,65,31,43,64,18,12,6,5
N00000092,429,74,12,62,116,45,78,28,44,32,12,7,5,0
N00000093,327,47,16,31,66,38,81,30,36,22,7,1,6,0
N00000094,418,70,6,64,96,44,115,30,21,28,10,7,3,4
N00000095,412,35,18,17,101,47,129,26,12,36,25,24,1,1
N00000096,370,77,19,58,84,34,79,28,29,35,2,0,2,2
N00000097,812,62,12,50,195,126,87,102,89,139,12,0,12,0
N00000098,1100,116,17,99,344,163,71,107,157,132,6,5,1,4
N00000099,220,12,2,10,40,29,23,14,47,42,13,11,2,0
N00000100,295,6,0,6,68,33,16,36,65,56,14,3,11,1
N00000101,273,5,0,5,53,43,10,30,44,63,20,13,7,5
N00000102,285,21,4,17,87,29,20,32,31,40,20,17,3,5
N00000103,525,26,5,21,90,61,18,70,99,118,35,18,17,8
N00000104,313,23,5,18,40,56,32,21,46,68,24,17,7,3
N00000105,270,1,0,1,35,27,8,43,81,59,15,15,0,1
N00000106,174,0,0,0,22,17,15,15,51,41,12,2,10,1
N00000107,237,5,0,5,24,12,15,21,57,64,30,14,16,9
N00000108,176,14,0,14,39,30,9,25,17,32,10,6,4,0
N00000109,446,24,3,21,60,60,25,63,82,115,9,3,6,8
N00000110,222,5,3,2,31,22,19,34,50,55,6,2,4,0
N00000111,301,65,7,58,79,16,53,23,15,47,3,0,3,0
N00000112,377,18,11,7,69,38,43,41,48,101,19,17,2,0
N00000113,288,19,10,9,64,21,28,31,60,45,20,11,9,0
N00000114,274,22,6,16,77,25,18,30,42,57,3,2,1,0
N00000115,265,4,4,0,44,46,12,10,62,55,22,13,9,10
N00000116,258,12,7,5,32,48,20,28,56,51,11,4,7,0
N00000117,151,3,0,3,14,8,1,19,50,42,14,3,11,0
N00000118,244,51,11,40,78,18,46,13,28,6,2,2,0,2
N00000119,209,66,7,59,50,20,46,9,12,5,0,0,0,1
N00000120,243,43,7,36,62,29,58,10,28,6,7,4,3,0
N00000121,225,30,4,26,37,47,37,21,25,26,2,0,2,0
N00000122,402,97,17,80,113,39,101,13,21,17,1,1,0,0
N00000123,265,72,11,61,98,35,38,4,9,5,4,4,0,0
N00000124,248,44,7,37,98,19,35,30,8,11,1,1,0,2
N00000125,412,31,12,19,90,30,134,21,54,28,24,16,8,0
N00000126,422,45,12,33,67,35,127,24,36,75,13,13,0,0
N00000127,356,8,0,8,57,50,95,42,44,46,14,14,0,0
N00000128,857,70,18,52,171,57,234,94,59,138,26,16,10,8
N00000129,315,1,0,1,22,19,50,33,64,60,66,59,7,0
N00000130,473,80,24,56,142,55,51,55,42,46,2,0,2,0
N00000131,344,70,32,38,92,39,77,4,25,31,6,6,0,0
N00000132,294,9,0,9,68,20,123,17,37,13,7,1,6,0
N00000133,248,29,13,16,48,34,41,23,23,46,3,0,3,1
N00000134,379,46,25,21,88,77,82,19,29,28,4,3,1,6
N00000135,261,19,7,12,19,26,38,26,54,64,10,1,9,5
N00000136,457,65,10,55,106,79,65,64,37,40,1,1,0,0
N00000137,268,34,9,25,62,42,33,24,39,29,5,0,5,0
N00000138,442,76,6,70,101,76,71,57,29,19,6,0,6,7
N00000139,213,17,10,7,54,35,23,23,28,20,13,7,6,0
N00000140,246,18,3,15,29,28,49,13,60,29,20,3,17,0
N00000141,321,4,0,4,33,55,26,35,73,70,25,17,8,0
N00000142,161,7,2,5,22,23,13,27,29,31,9,5,4,0
N00000143,161,5,3,2,22,10,14,20,46,35,9,5,4,0
N00000144,191,8,0,8,28,11,13,13,39,49,26,4,22,4
N00000145,75,0,0,0,9,4,7,9,18,25,3,3,0,0
N00000146,208,35,14,21,45,9,71,3,28,12,5,2,3,0
N00000147,190,8,3,5,46,19,5,25,34,39,9,3,6,5
N00000148,600,43,0,43,85,88,60,78,83,113,43,17,26,7
N00000149,334,29,8,21,66,59,42,41,57,32,8,3,5,0
N00000150,276,34,9,25,90,34,49,34,21,14,0,0,0,0
N00000151,219,9,4,5,31,31,17,27,60,28,16,7,9,0
N00000152,211,5,4,1,24,23,19,30,51,45,11,8,3,3
N00000153,184,3,0,3,21,26,24,28,33,39,10,1,9,0
N00000154,211,11,6,5,47,33,22,24,37,26,4,0,4,7
N00000155,283,24,5,19,52,19,93,25,39,27,4,2,2,0
N00000156,219,17,6,11,63,29,41,24,22,23,0,0,0,0
N00000157,295,56,15,41,63,7,108,11,31,13,3,0,3,3
N00000158,542,45,13,32,133,68,94,23,84,67,22,10,12,6
N00000159,144,9,1,8,45,22,15,9,19,18,7,1,6,0
N00000160,221,46,6,40,55,27,8,18,23,36,8,4,4,0
N00000161,283,73,15,58,98,38,32,14,19,5,4,0,4,0
N00000162,194,13,4,9,24,45,28,22,29,29,1,0,1,3
N00000163,247,1,1,0,46,34,29,37,35,47,14,6,8,4
N00000164,198,30,7,23,58,21,62,13,10,4,0,0,0,0
N00000165,251,66,10,56,76,16,51,15,14,8,3,2,1,2
N00000166,200,31,3,28,61,40,21,7,18,13,9,5,4,0
N00000167,293,47,8,39,79,45,33,36,37,10,6,5,1,0
N00000168,261,54,13,41,73,22,43,16,37,16,0,0,0,0
N00000169,553,72,24,48,99,69,163,52,48,47,3,2,1,0
N00000170,317,19,7,12,75,49,61,38,28,41,6,0,6,0
N00000171,362,32,6,26,103,52,108,26,22,18,1,0,1,0
N00000172,618,75,15,60,150,70,180,41,54,35,13,2,11,0
N00000173,296,25,10,15,74,25,103,15,27,17,10,10,0,0
N00000174,350,32,6,26,57,40,34,27,56,96,8,6,2,0
N00000175,325,25,5,20,79,42,59,34,46,34,3,2,1,3
N00000176,404,9,2,7,49,62,29,49,111,79,10,5,5,6
N00000177,259,17,8,9,44,20,37,31,62,37,5,1,4,6
N00000178,495,41,12,29,87,68,32,18,116,97,33,25,8,3
N00000179,655,17,1,16,135,105,47,51,135,111,49,32,17,5
N00000180,228,1,1,0,23,35,3,28,68,49,21,12,9,0
N00000181,215,9,1,8,58,14,26,15,33,53,7,1,6,0
N00000182,165,7,3,4,33,34,17,20,32,20,2,2,0,0
N00000183,263,34,4,30,63,41,33,18,30,25,19,8,11,0
N00000184,249,23,8,15,65,38,22,32,33,25,8,3,5,3
N00000185,126,7,1,6,39,15,9,7,34,10,5,1,4,0
N00000186,254,26,2,24,36,28,39,36,49,26,5,4,1,9
N00000187,204,2,0,2,16,33,18,23,57,43,7,5,2,5
N00000188,293,13,0,13,42,29,32,39,69,60,9,7,2,0
N00000189,296,20,4,16,80,52,77,22,15,25,2,0,2,3
N00000190,247,30,10,20,57,46,26,28,30,24,6,6,0,0
N00000191,237,16,6,10,61,29,18,40,36,35,2,1,1,0
N00000192,266,8,0,8,34,29,43,34,32,73,9,4,5,4
N00000193,260,20,4,16,25,33,26,29,47,59,10,2,8,11
N00000194,197,0,0,0,50,20,29,28,38,21,11,3,8,0
N00000195,166,4,0,4,23,32,18,17,20,43,7,3,4,2
N00000196,172,13,3,10,12,22,19,6,32,57,8,8,0,3
N00000197,299,22,0,22,75,44,19,40,52,47,0,0,0,0
N00000198,251,24,0,24,55,39,42,35,36,19,1,1,0,0
N00000199,312,25,8,17,97,38,26,41,49,24,12,9,3,0
N00000200,306,34,12,22,58,42,53,23,51,43,2,1,1,0
N00000201,212,33,1,32,51,35,47,8,15,16,7,1,6,0
N00000202,235,45,9,36,74,45,12,6,24,23,3,3,0,3
N00000203,249,45,8,37,63,15,50,20,22,32,2,1,1,0
N00000204,305,13,7,6,69,42,29,47,62,41,2,0,2,0
N00000205,265,40,19,21,74,44,37,15,23,24,8,1,7,0
N00000206,320,39,12,27,85,54,20,20,38,56,7,3,4,1
N00000207,224,24,0,24,62,26,19,24,33,27,9,1,8,0
N00000208,263,25,6,19,115,62,9,18,19,10,2,0,2,3
N00000209,329,73,14,59,115,62,39,14,16,10,0,0,0,0
N00000210,279,22,5,17,58,30,34,26,57,45,7,4,3,0
N00000211,346,31,2,29,82,37,29,25,67,53,18,8,10,4
N00000212,136,17,10,7,22,27,11,20,14,21,4,1,3,0
N00000213,215,30,2,28,61,20,25,18,31,12,13,7,6,5
N00000214,256,34,4,30,48,41,36,22,44,28,3,0,3,0
N00000215,318,53,14,39,100,36,87,8,9,21,2,0,2,2
N00000216,332,40,7,33,66,52,88,18,43,16,9,7,2,0
N00000217,358,87,27,60,130,32,62,4,32,4,5,5,0,2
N00000218,253,50,6,44,76,51,46,5,15,10,0,0,0,0
N00000219,206,2,0,2,25,19,23,25,44,42,26,14,12,0
N00000220,263,5,1,4,25,18,12,12,80,81,30,16,14,0
N00000221,231,0,0,0,41,23,11,38,45,62,8,2,6,3
N00000222,217,11,0,11,46,36,59,11,25,21,8,2,6,0
N00000223,248,20,7,13,82,48,20,21,26,21,0,0,0,10
N00000224,189,20,6,14,45,16,31,24,26,12,10,5,5,5
N00000225,67,8,1,7,10,8,8,8,11,13,1,1,0,0
N00000226,183,22,9,13,59,30,17,11,26,14,4,1,3,0
N00000227,139,13,7,6,22,26,17,16,19,21,5,1,4,0
N00000228,216,21,5,16,44,35,33,19,32,30,0,0,0,2
N00000229,278,36,5,31,82,37,31,26,27,35,4,2,2,0
N00000230,253,5,2,3,39,25,13,26,68,59,18,9,9,0
N00000231,293,0,0,0,28,18,14,45,100,53,27,14,13,8
N00000232,253,14,2,12,30,31,19,27,42,61,23,13,10,6
N00000233,208,8,2,6,46,28,15,38,26,38,5,3,2,4
N00000234,205,15,2,13,35,24,2,38,44,23,24,14,10,0
N00000235,250,19,2,17,71,26,9,6,55,43,18,9,9,3
N00000236,268,25,3,22,34,26,40,20,53,47,23,3,20,0
N00000237,349,102,26,76,113,26,55,23,10,18,2,0,2,0
N00000238,227,33,12,21,98,20,27,14,26,9,0,0,0,0
N00000239,217,4,0,4,24,18,10,15,80,50,14,13,1,2
N00000240,344,12,2,10,43,49,28,33,94,54,27,11,16,4
N00000241,386,89,21,68,158,52,45,9,20,11,2,0,2,0
N00000242,322,62,18,44,113,39,44,39,11,7,7,0,7,0
N00000243,209,13,6,7,49,11,24,26,33,34,9,3,6,10
N00000244,233,7,3,4,39,22,15,10,38,64,38,20,18,0
N00000245,247,10,3,7,53,34,27,31,34,53,5,4,1,0
N00000246,251,2,0,2,32,17,20,18,72,64,22,11,11,4
N00000247,236,28,3,25,61,30,39,24,25,20,5,1,4,4
N00000248,288,28,3,25,88,45,53,22,30,20,0,0,0,2
N00000249,360,31,4,27,61,59,47,61,68,28,0,0,0,5
N00000250,355,27,10,17,99,71,37,30,65,17,6,2,4,3
N00000251,436,76,17,59,117,65,48,28,80,19,0,0,0,3
N00000252,288,60,3,57,82,33,56,19,4,31,3,2,1,0
N00000253,417,47,15,32,136,34,126,24,22,19,7,7,0,2
N00000254,266,64,4,60,63,24,61,26,13,7,6,2,4,2
N00000255,280,52,9,43,73,18,91,8,28,9,1,1,0,0
N00000256,627,188,37,151,172,60,116,22,35,32,2,2,0,0
N00000257,363,27,0,27,120,52,32,25,53,42,4,0,4,8
N00000258,308,76,14,62,107,21,59,25,13,7,0,0,0,0
N00000259,411,36,14,22,82,40,148,26,32,36,11,3,8,0
N00000260,471,41,3,38,133,52,117,40,48,18,19,9,10,3
N00000261,489,61,4,57,64,25,230,21,30,38,20,10,10,0
N00000262,352,39,6,33,51,62,103,24,20,42,11,7,4,0
N00000263,196,1,0,1,29,15,57,21,19,40,14,4,10,0
N00000264,524,25,0,25,78,66,102,37,77,111,20,15,5,8
N00000265,286,6,4,2,15,38,46,9,59,88,25,8,17,0
N00000266,287,22,10,12,78,35,53,30,20,38,11,8,3,0
N00000267,359,92,16,76,134,38,50,7,27,6,1,0,1,4
N00000268,320,40,8,32,101,69,57,23,10,19,1,1,0,0
N00000269,276,37,11,26,61,46,87,5,22,17,1,0,1,0
N00000270,289,39,10,29,49,32,97,15,22,35,0,0,0,0
N00000271,314,64,2,62,69,41,72,29,18,21,0,0,0,0
N00000272,226,34,7,27,50,31,48,8,27,26,2,0,2,0
N00000273,381,126,18,108,104,48,47,18,18,18,0,0,0,2
N00000274,391,47,9,38,121,24,97,30,24,43,5,5,0,0
N00000275,248,5,2,3,69,31,43,29,35,35,1,1,0,0
N00000276,280,8,4,4,79,43,41,21,41,46,0,0,0,1
N00000277,293,36,9,27,54,31,56,60,30,26,0,0,0,0
N00000278,271,4,0,4,47,53,50,42,42,24,5,0,5,4
N00000279,170,17,7,10,41,19,10,28,32,16,3,1,2,4
N00000280,376,9,3,6,43,41,43,33,114,52,31,17,14,10
N00000281,262,32,16,16,79,19,85,16,11,20,0,0,0,0
N00000282,294,28,15,13,66,32,89,28,26,18,4,2,2,3
N00000283,287,18,7,11,101,37,52,20,41,17,1,0,1,0
N00000284,344,29,0,29,54,67,37,31,63,38,22,14,8,3
N00000285,308,0,0,0,33,44,22,14,82,70,39,23,16,4
N00000286,219,17,1,16,46,20,34,29,30,27,16,10,6,0
N00000287,239,6,2,4,26,18,41,21,67,36,21,1,20,3
N00000288,303,37,12,25,61,36,43,36,43,35,7,5,2,5
N00000289,437,26,0,26,105,77,58,50,62,47,7,7,0,5
N00000290,214,5,2,3,36,19,15,30,53,42,11,9,2,3
N00000291,439,41,12,29,88,54,83,61,54,48,7,6,1,3
N00000292,635,85,30,55,170,86,149,45,50,36,12,5,7,2
N00000293,497,71,14,57,197,101,57,20,32,16,3,0,3,0
N00000294,314,29,8,21,88,35,132,11,1,11,2,1,1,5
N00000295,297,56,8,48,86,50,46,12,19,21,2,0,2,5
N00000296,253,26,6,20,56,53,27,40,25,19,4,3,1,3
N00000297,272,22,4,18,57,48,35,36,43,30,1,1,0,0
N00000298,322,13,4,9,72,65,25,35,71,37,2,0,2,2
N00000299,255,24,2,22,38,60,20,38,37,29,9,6,3,0
N00000300,222,8,0,8,38,33,11,28,57,30,14,9,5,3
N00000301,350,46,17,29,122,43,36,43,33,27,0,0,0,0
N00000302,319,23,2,21,114,57,43,27,35,20,0,0,0,0
N00000303,289,32,7,25,75,52,45,33,29,18,5,2,3,0
N00000304,334,23,1,22,87,40,45,53,32,42,8,0,8,4
N00000305,369,54,15,39,140,75,53,17,13,17,0,0,0,0
N00000306,372,45,17,28,87,63,30,57,32,49,7,7,0,2
N00000307,324,46,5,41,53,63,37,57,47,21,0,0,0,0
N00000308,252,17,13,4,63,48,27,30,27,40,0,0,0,0
N00000309,344,49,6,43,95,47,35,60,24,30,4,0,4,0
N00000310,318,13,0,13,72,38,128,16,15,35,1,1,0,0
N00000311,265,19,0,19,63,25,58,16,24,51,8,3,5,1
N00000312,447,27,3,24,101,28,147,24,56,47,14,5,9,3
N00000313,557,27,5,22,121,59,159,31,70,60,21,5,16,9
N00000314,302,16,1,15,48,48,37,15,50,80,3,2,1,5
N00000315,296,18,1,17,56,19,54,22,40,40,39,24,15,8
N00000316,312,20,0,20,53,31,56,29,46,60,8,4,4,9
N00000317,357,19,6,13,71,47,60,12,34,88,24,16,8,2
N00000318,284,28,12,16,57,44,60,28,19,37,11,4,7,0
N00000319,711,40,10,30,94,89,183,78,123,82,17,13,4,5
N00000320,241,7,0,7,41,29,74,13,43,17,13,12,1,4
N00000321,460,18,5,13,83,53,98,38,89,68,13,8,5,0
N00000322,317,8,1,7,62,31,45,17,76,56,22,12,10,0
N00000323,416,47,4,43,87,35,134,22,44,45,2,1,1,0
N00000324,303,26,0,26,49,29,97,25,43,25,9,3,6,0
N00000325,453,32,5,27,123,44,96,37,65,45,11,5,6,0
N00000326,823,65,6,59,189,68,158,113,99,112,13,6,7,6
N00000327,309,10,0,10,21,41,23,44,69,89,12,7,5,0
N00000328,262,6,0,6,17,28,14,33,75,51,38,22,16,0
N00000329,333,17,10,7,39,38,26,50,63,85,12,11,1,3
N00000330,491,88,33,55,111,99,71,30,42,38,10,5,5,2
N00000331,555,39,7,32,129,70,78,57,75,80,27,7,20,0
N00000332,245,3,3,0,19,26,6,9,103,54,25,13,12,0
N00000333,262,0,0,0,21,31,11,26,70,54,42,16,26,7
N00000334,267,16,14,2,30,28,13,31,86,35,25,10,15,3
N00000335,260,18,5,13,71,45,16,26,69,12,0,0,0,3
N00000336,263,26,9,17,79,41,37,16,28,30,3,0,3,3
N00000337,216,39,10,29,67,41,22,22,12,11,2,0,2,0
N00000338,234,45,4,41,57,35,36,15,24,12,0,0,0,10
N00000339,230,26,7,19,68,30,32,20,32,19,3,3,0,0
N00000340,318,35,13,22,86,37,78,31,21,21,9,7,2,0
N00000341,297,28,7,21,77,72,31,41,26,21,1,0,1,0
N00000342,334,38,7,31,110,71,21,29,45,16,4,0,4,0
N00000343,319,26,10,16,87,52,43,27,50,22,12,7,5,0
N00000344,279,8,0,8,30,32,32,34,57,47,35,25,10,4
N00000345,350,0,0,0,29,30,47,15,91,70,64,33,31,4
N00000346,622,32,17,15,144,61,104,42,88,103,45,20,25,3
N00000347,212,10,0,10,25,18,17,25,46,59,12,5,7,0
N00000348,323,14,5,9,80,40,58,19,26,57,29,19,10,0
N00000349,317,24,6,18,76,40,78,15,21,47,14,10,4,2
N00000350,491,36,3,33,92,42,128,23,28,99,38,10,28,5
N00000351,363,11,2,9,50,23,117,32,53,57,18,3,15,2
N00000352,418,45,9,36,72,25,166,10,17,58,22,14,8,3
N00000353,350,26,8,18,73,10,155,20,30,24,12,9,3,0
N00000354,339,26,9,17,86,16,108,25,46,27,5,3,2,0
N00000355,373,31,0,31,49,42,113,17,35,59,21,11,10,6
N00000356,384,5,0,5,49,44,14,39,70,74,86,60,26,3
N00000357,1087,11,0,11,134,116,139,100,184,241,136,85,51,26
N00000358,338,10,0,10,28,36,22,17,72,83,63,50,13,7
N00000359,646,21,2,19,94,75,52,56,130,156,60,39,21,2
N00000360,369,5,0,5,69,22,120,23,35,68,24,5,19,3
N00000361,311,24,10,14,42,10,76,31,52,59,17,7,10,0
N00000362,340,29,0,29,35,26,128,23,13,77,9,4,5,0
N00000363,425,19,4,15,81,46,129,30,17,96,7,2,5,0
N00000364,404,14,3,11,70,32,172,25,32,44,10,1,9,5
N00000365,229,7,0,7,36,17,59,24,24,41,21,17,4,0
N00000366,475,36,9,27,72,46,97,56,46,95,25,11,14,2
N00000367,291,7,0,7,40,25,33,21,76,63,22,10,12,4
N00000368,452,34,20,14,78,62,145,17,22,79,15,6,9,0
N00000369,350,28,8,20,79,36,75,38,35,58,1,1,0,0
N00000370,404,46,1,45,66,23,85,34,59,72,19,7,12,0
N00000371,388,51,23,28,92,22,103,15,31,71,3,3,0,0
N00000372,360,23,7,16,101,37,74,30,57,25,11,4,7,2
N00000373,372,70,37,33,98,51,35,30,28,47,13,8,5,0
N00000374,313,58,17,41,115,29,36,28,19,20,8,4,4,0
N00000375,207,50,11,39,49,11,33,12,22,27,3,2,1,0
N00000376,204,18,10,8,44,50,23,4,21,34,10,1,9,0
N00000377,190,20,9,11,46,31,14,11,15,47,6,3,3,0
N00000378,246,0,0,0,23,31,28,13,68,43,37,26,11,3
N00000379,456,40,20,20,149,49,62,49,41,55,7,2,5,4
N00000380,478,18,4,14,110,36,99,43,47,83,39,28,11,3
N00000381,915,38,2,36,136,85,164,70,132,175,91,57,34,24
N00000382,502,30,0,30,107,56,167,8,61,48,19,11,8,6
N00000383,425,22,6,16,49,26,138,31,47,80,26,19,7,6
N00000384,444,28,6,22,92,37,132,34,19,73,25,9,16,4
N00000385,389,28,15,13,62,26,159,40,21,42,11,11,0,0
N00000386,251,11,0,11,30,17,25,30,47,57,26,10,16,8
N00000387,183,11,0,11,28,14,28,8,45,22,21,17,4,6
N00000388,1370,59,11,48,260,125,166,98,193,264,192,118,74,13
N00000389,374,57,14,43,121,15,77,15,41,35,13,8,5,0
N00000390,829,88,16,72,150,75,284,68,83,68,10,5,5,3
N00000391,443,69,21,48,85,20,151,55,21,37,2,1,1,3
N00000392,1251,143,35,108,239,159,216,86,177,205,20,12,8,6
N00000393,381,37,20,17,73,45,100,31,40,52,3,1,2,0
N00000394,325,60,9,51,83,25,80,32,8,30,7,1,6,0
N00000395,366,49,13,36,56,22,147,23,39,17,7,0,7,6
N00000396,305,31,10,21,94,19,59,19,38,41,3,3,0,1
N00000397,451,56,23,33,119,36,110,24,31,60,15,5,10,0
N00000398,376,47,12,35,82,42,96,29,33,32,10,7,3,5
N00000399,257,18,0,18,45,30,27,28,55,50,1,0,1,3
N00000400,197,16,8,8,23,10,37,20,22,36,30,18,12,3
N00000401,241,10,0,10,33,15,53,14,41,25,48,31,17,2
N00000402,187,10,3,7,15,14,32,10,27,65,10,7,3,4
N00000403,447,23,9,14,99,46,89,27,44,91,28,15,13,0
N00000404,213,7,0,7,29,9,40,23,19,65,19,14,5,2
N00000405,180,0,0,0,29,7,15,23,31,38,33,24,9,4
N00000406,350,22,16,6,58,26,131,31,35,45,2,2,0,0
N00000407,1005,41,10,31,188,80,294,88,107,138,63,30,33,6
N00000408,405,35,5,30,77,33,145,31,27,56,1,1,0,0
N00000409,310,32,5,27,40,40,50,30,45,62,7,2,5,4
N00000410,320,23,2,21,33,26,140,34,37,22,5,0,5,0
N00000411,324,31,13,18,48,23,58,29,49,70,16,13,3,0
N00000412,378,34,11,23,55,36,133,34,48,34,1,0,1,3
N00000413,394,6,0,6,68,21,132,46,44,60,17,11,6,0
N00000414,332,13,0,13,85,18,125,8,31,42,10,5,5,0
N00000415,385,25,8,17,73,24,58,25,55,99,18,10,8,8
N00000416,358,43,19,24,58,32,146,22,15,41,1,0,1,0
