ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS402NI0001","Count","HOUSEHOLDS","All households"
"QS402NI0002","Count","HOUSEHOLDS","Unshared dwelling: Total"
"QS402NI0003","Count","HOUSEHOLDS","Unshared dwelling: Whole house or bungalow: Total"
"QS402NI0004","Count","HOUSEHOLDS","Unshared dwelling: Whole house or bungalow: Detached"
"QS402NI0005","Count","HOUSEHOLDS","Unshared dwelling: Whole house or bungalow: Semi-detached"
"QS402NI0006","Count","HOUSEHOLDS","Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace)"
"QS402NI0007","Count","HOUSEHOLDS","Unshared dwelling: Flat, maisonette or apartment: Total"
"QS402NI0008","Count","HOUSEHOLDS","Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement"
"QS402NI0009","Count","HOUSEHOLDS","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)"
"QS402NI0010","Count","HOUSEHOLDS","Unshared dwelling: Flat, maisonette or apartment: In a commercial building"
"QS402NI0011","Count","HOUSEHOLDS","Unshared dwelling: Caravan or other mobile or temporary structure"
"QS402NI0012","Count","HOUSEHOLDS","Shared dwelling"
