GeographyCode,QS104NI0001,QS104NI0002,QS104NI0003,QS104NI0004,QS104NI0005,QS104NI0006,QS104NI0007,QS104NI0008,QS104NI0009,QS104NI0010,QS104NI0011,QS104NI0012,QS104NI0013,QS104NI0014,QS104NI0015,QS104NI0016,QS104NI0017,QS104NI0018,QS104NI0019,QS104NI0020
N00002592,492,18,40,51,49,43,29,16,31,38,62,53,29,14,9,5,2,2,1,0
N00002593,300,16,16,20,26,24,32,11,14,24,29,15,18,14,9,9,14,3,6,0
N00002594,367,42,45,19,33,31,35,26,26,18,22,21,17,8,5,3,13,1,2,0
N00002595,399,25,32,35,37,48,21,18,27,35,28,33,25,13,8,11,3,0,0,0
N00002596,377,18,12,15,28,35,50,22,13,15,27,36,44,22,19,19,1,1,0,0
N00002597,339,29,21,26,37,32,26,16,20,26,29,29,19,19,6,0,1,3,0,0
N00002598,263,25,16,20,20,27,23,19,14,14,16,26,20,8,7,4,2,1,1,0
N00002599,395,14,18,24,39,35,39,13,16,30,37,36,31,25,23,6,7,1,1,0
N00002600,288,9,7,21,34,29,12,5,9,22,32,32,17,26,10,8,7,5,2,1
N00002601,364,28,14,16,27,33,24,24,15,21,27,30,30,29,18,11,12,4,0,1
N00002602,339,10,14,21,35,36,32,7,9,22,35,43,27,17,13,7,4,5,2,0
N00002603,853,30,15,26,76,140,94,57,50,60,53,56,40,39,35,24,34,15,5,4
N00002604,328,13,10,3,32,60,46,26,22,24,21,16,15,9,7,8,6,5,4,1
N00002605,258,15,6,7,15,28,31,35,19,23,20,20,12,9,9,2,2,1,3,1
N00002606,388,21,15,20,25,20,29,26,31,38,21,18,15,28,19,13,15,14,10,10
N00002607,175,8,6,11,11,8,13,8,11,10,20,20,11,16,4,9,5,2,1,1
N00002608,251,8,1,10,18,29,35,20,15,12,24,13,20,9,11,5,11,5,4,1
N00002609,844,7,7,7,174,309,63,19,12,17,15,16,31,49,33,30,19,22,9,5
N00002610,292,19,4,9,23,46,32,21,20,24,23,17,15,14,9,5,7,2,2,0
N00002611,135,4,5,5,7,11,11,13,8,9,9,13,10,4,7,8,4,5,1,1
N00002612,309,25,12,17,24,50,41,27,18,23,17,9,12,11,10,2,4,5,1,1
N00002613,678,26,27,26,43,57,70,36,48,74,49,47,35,30,35,31,17,19,7,1
N00002614,359,17,11,21,24,27,24,20,31,47,33,26,17,19,19,11,7,3,1,1
N00002615,289,8,9,25,34,23,29,16,16,22,27,21,18,17,11,1,7,2,3,0
N00002616,342,24,18,19,23,17,36,25,29,23,42,33,14,11,5,12,6,4,0,1
N00002617,462,35,16,21,30,34,38,29,25,25,25,41,19,22,18,10,16,21,14,23
N00002618,221,14,11,12,16,15,13,20,16,6,16,23,13,14,10,3,9,5,5,0
N00002619,599,38,19,15,40,46,86,63,47,56,35,37,31,27,23,15,8,10,2,1
N00002620,547,68,44,28,28,54,59,48,54,31,27,27,12,12,16,9,9,13,4,4
N00002621,216,20,8,5,6,19,17,8,11,20,13,18,11,11,6,10,11,10,12,0
N00002622,314,16,15,35,23,23,24,30,20,25,26,17,20,12,12,7,5,4,0,0
N00002623,260,10,9,16,15,17,18,12,11,14,17,28,18,18,18,15,6,10,7,1
N00002624,251,17,12,7,9,17,32,34,22,14,18,13,11,16,9,7,9,4,0,0
N00002625,332,21,20,26,29,19,27,23,37,35,16,17,11,12,22,10,2,5,0,0
N00002626,891,96,87,83,82,44,73,88,86,82,69,33,21,16,10,8,2,7,4,0
N00002627,302,8,9,20,19,18,11,15,17,19,23,31,25,14,11,16,23,12,8,3
N00002628,922,44,36,42,67,58,84,41,62,71,86,75,47,52,27,46,38,20,21,5
N00002629,242,24,9,12,12,19,16,15,7,9,19,17,12,15,20,11,13,7,4,1
N00002630,297,28,20,30,33,18,23,16,21,13,18,27,13,11,5,6,7,6,2,0
N00002631,320,14,15,24,28,35,21,16,21,28,21,20,15,12,12,14,11,11,1,1
N00002632,414,40,31,40,31,30,32,34,25,31,28,22,15,5,9,17,14,8,2,0
N00002633,426,19,16,34,28,50,30,29,20,21,15,43,30,24,11,13,9,11,14,9
N00002634,311,6,12,17,24,19,12,12,6,17,28,21,25,29,28,17,12,19,4,3
N00002635,341,19,19,24,20,29,20,15,26,10,25,20,21,27,17,17,15,10,3,4
N00002636,393,18,16,29,36,27,34,18,30,29,22,24,29,28,17,14,8,5,3,6
N00002637,499,43,28,33,34,19,32,45,42,33,26,32,27,35,29,17,10,11,2,1
N00002638,485,49,39,37,18,30,27,42,46,33,20,25,33,31,18,13,12,6,4,2
N00002639,309,24,25,20,15,13,15,27,23,23,15,17,19,28,19,15,7,2,1,1
N00002640,343,11,13,14,20,29,23,7,13,20,21,20,30,32,39,20,12,11,8,0
N00002641,361,32,21,33,25,23,23,24,29,36,35,25,23,16,8,1,1,2,4,0
N00002642,468,21,25,37,38,26,19,15,24,40,40,26,34,31,31,24,20,7,10,0
N00002643,392,14,23,21,30,34,27,17,14,21,26,42,38,33,22,14,8,3,4,1
N00002644,330,25,18,18,21,34,21,23,19,16,21,17,18,15,19,14,15,11,4,1
N00002645,317,15,20,32,22,17,21,18,20,28,15,29,9,15,24,14,10,5,3,0
N00002646,351,31,10,12,16,19,30,20,23,19,33,24,18,18,20,15,18,10,8,7
N00002647,766,59,41,56,45,50,56,47,48,58,64,64,48,28,44,18,14,10,11,5
N00002648,202,11,6,9,11,22,15,11,11,12,10,16,9,17,11,9,11,7,3,1
N00002649,496,16,21,30,37,28,19,21,33,46,40,24,26,23,31,26,24,14,25,12
N00002650,305,17,13,24,31,29,15,17,28,21,34,19,14,11,10,12,7,2,1,0
N00002651,479,47,26,47,34,12,19,30,43,48,31,21,19,21,31,25,16,5,4,0
N00002652,297,25,19,19,21,16,22,15,26,19,27,23,11,17,11,10,11,3,0,2
N00002653,444,46,33,20,16,32,55,33,42,22,23,26,18,14,14,20,12,13,4,1
N00002654,337,29,16,15,24,25,29,21,17,21,21,18,23,10,18,13,10,13,12,2
N00002655,280,7,8,12,18,30,19,20,9,27,25,22,12,13,17,13,12,10,5,1
N00002656,717,101,71,54,37,56,67,83,58,41,38,28,25,18,19,8,7,5,1,0
N00002657,370,29,21,31,29,28,38,21,12,22,30,22,21,15,17,6,12,10,5,1
N00002658,429,57,35,32,28,31,50,44,28,27,21,19,18,9,10,7,10,3,0,0
N00002659,357,41,34,32,35,36,31,28,24,22,18,15,14,6,9,4,5,0,3,0
N00002660,427,25,27,29,26,31,31,19,21,31,26,26,19,18,20,21,20,15,14,8
N00002661,490,41,32,26,32,26,56,41,42,27,23,33,22,26,29,13,6,10,5,0
N00002662,402,42,24,27,22,17,34,46,28,24,26,26,12,14,20,12,9,10,6,3
N00002663,340,25,32,26,24,15,25,27,34,31,19,15,24,17,13,7,6,0,0,0
N00002664,298,23,20,8,20,26,30,19,20,21,16,15,20,9,8,16,20,5,2,0
N00002665,277,23,12,12,10,19,22,14,23,22,21,14,29,12,21,11,6,4,2,0
N00002666,263,16,13,20,19,11,15,14,20,17,18,17,19,20,17,15,3,3,2,4
N00002667,778,51,28,49,60,49,66,45,49,53,48,46,60,38,33,35,32,14,18,4
N00002668,317,34,18,28,26,20,26,21,14,23,31,18,17,13,6,8,7,5,0,2
N00002669,530,49,44,38,34,36,33,43,35,43,32,27,29,23,26,23,8,3,2,2
N00002670,1917,192,165,133,157,132,117,136,144,155,126,103,70,64,39,48,34,43,41,18
N00002671,1354,104,99,109,127,88,89,118,102,100,86,92,76,85,40,18,20,0,0,1
N00002672,333,42,24,29,29,37,26,33,17,15,16,22,14,8,5,6,9,0,1,0
N00002673,1282,104,58,80,86,89,96,77,90,100,98,71,55,60,52,59,39,32,20,16
N00002674,289,22,14,26,30,28,21,15,22,19,20,16,12,16,12,9,3,1,2,1
N00002675,385,18,25,27,30,33,12,5,28,26,40,36,32,24,14,13,9,4,6,3
N00002676,708,42,35,41,46,62,50,40,40,47,57,55,44,48,33,29,17,14,7,1
N00002677,408,14,19,29,44,11,15,11,22,34,52,38,23,22,19,23,17,8,4,3
N00002678,368,23,12,30,33,34,27,27,17,26,32,26,16,21,10,11,11,10,2,0
N00002679,534,55,42,30,48,32,33,51,50,34,31,21,20,21,23,17,15,8,2,1
N00002680,430,11,29,37,46,25,16,13,30,29,42,33,27,30,21,17,7,8,6,3
N00002681,436,33,31,28,29,15,12,19,30,42,35,32,23,36,20,22,13,10,2,4
N00002682,457,35,35,36,47,25,31,28,31,49,47,23,14,23,14,10,4,3,2,0
N00002683,395,13,21,37,34,22,25,12,5,41,34,46,23,19,28,13,13,5,4,0
N00002684,458,38,24,27,24,23,30,31,33,33,21,39,36,24,23,16,19,7,6,4
N00002685,385,20,23,38,35,26,21,11,17,23,36,46,26,29,12,8,5,5,2,2
N00002686,337,9,22,24,14,23,14,4,22,23,28,33,32,22,23,19,11,8,4,2
N00002687,306,19,24,21,20,9,18,16,25,17,30,18,13,21,22,13,10,5,5,0
N00002688,375,14,11,22,25,28,12,13,15,22,28,36,25,27,22,17,13,12,22,11
N00002689,308,25,23,17,17,19,20,20,21,21,22,21,14,20,19,11,9,6,3,0
N00002690,249,11,13,7,17,17,15,11,14,18,9,14,16,13,12,22,9,8,15,8
N00002691,325,23,16,26,19,19,13,18,17,32,21,24,21,24,20,13,9,8,2,0
N00002692,276,11,11,12,14,6,14,17,9,20,28,22,24,22,19,20,14,11,1,1
N00002693,338,8,5,6,16,18,12,6,14,14,18,15,14,23,33,33,34,27,20,22
N00002694,319,10,13,24,21,29,13,9,15,24,19,30,34,27,13,12,14,6,5,1
N00002695,467,43,52,43,45,17,23,26,38,51,47,27,16,17,7,9,4,1,1,0
N00002696,316,14,18,17,26,24,13,12,11,29,22,18,28,19,17,11,12,15,7,3
N00002697,367,23,25,28,33,22,11,19,25,23,32,33,21,24,16,12,3,8,8,1
N00002698,536,32,42,41,25,24,33,38,40,30,40,34,34,37,35,24,18,7,1,1
N00002699,351,24,22,17,20,35,22,27,15,20,30,28,11,20,23,15,11,8,3,0
N00002700,529,50,33,36,40,66,30,44,46,41,49,26,26,16,9,11,3,3,0,0
N00002701,533,41,36,45,47,41,31,30,29,54,47,28,23,19,26,17,7,6,3,3
N00002702,371,30,25,21,27,25,35,26,23,23,27,24,15,22,9,15,12,6,3,3
N00002703,614,42,54,46,56,43,22,37,46,58,48,34,38,30,32,14,7,6,1,0
N00002704,558,19,46,60,65,39,27,23,21,50,71,43,15,22,14,13,7,11,9,3
N00002705,483,40,35,46,46,32,27,27,43,41,32,26,24,24,16,6,9,7,2,0
N00002706,437,31,23,34,24,24,14,21,37,44,34,32,18,28,27,20,11,10,4,1
N00002707,564,46,53,36,34,44,43,37,37,49,38,30,27,39,18,12,11,7,2,1
N00002708,264,13,18,17,19,15,14,23,15,18,16,15,13,18,8,12,17,10,2,1
N00002709,468,35,39,28,30,25,26,20,45,26,30,35,30,27,30,24,11,3,2,2
N00002710,418,45,27,18,27,29,50,42,30,26,28,14,17,20,21,13,6,4,1,0
N00002711,764,58,57,50,38,50,39,44,59,56,59,47,39,31,44,30,29,21,11,2
N00002712,373,19,33,30,27,33,15,13,31,27,30,26,21,21,15,12,7,7,5,1
N00002713,424,40,36,30,27,22,32,30,39,31,22,25,23,21,23,13,4,3,2,1
N00002714,490,21,26,33,38,31,23,13,20,48,37,46,33,32,24,13,9,6,25,12
N00002715,424,19,36,33,26,15,18,15,31,29,39,27,26,32,31,25,11,9,1,1
N00002716,348,24,19,23,22,17,23,16,22,30,26,17,13,25,26,22,11,6,5,1
N00002717,566,40,43,46,46,32,34,36,45,53,33,39,25,24,17,23,12,10,7,1
N00002718,473,27,32,42,23,16,21,24,39,53,29,33,24,28,30,14,18,13,3,4
N00002719,333,20,18,17,17,19,14,17,22,21,30,18,27,34,26,10,12,5,5,1
N00002720,344,30,26,24,21,31,21,21,18,23,29,22,29,16,11,7,6,8,1,0
N00002721,363,27,23,26,28,29,18,15,19,19,20,31,26,22,22,15,10,4,7,2
N00002722,437,29,29,45,39,28,22,18,21,41,28,37,28,17,19,13,11,9,3,0
N00002723,407,29,31,32,30,32,26,27,30,34,25,20,20,19,15,16,9,8,2,2
N00002724,230,13,11,7,13,19,22,12,16,12,21,12,18,13,22,7,8,2,1,1
N00002725,433,29,37,39,33,25,25,19,31,46,28,24,22,14,21,19,14,4,1,2
N00002726,1345,145,85,74,103,212,143,108,106,71,69,47,42,50,30,19,13,14,11,3
N00002727,390,15,16,39,40,27,11,13,20,33,41,33,20,23,29,14,9,6,1,0
N00002728,1055,79,67,71,64,51,63,75,84,83,75,69,55,41,42,29,34,31,24,18
N00002729,293,18,28,26,17,21,18,27,17,28,19,14,10,9,14,13,9,4,1,0
N00002730,271,23,8,9,17,23,20,17,12,21,19,10,16,17,17,16,14,9,2,1
N00002731,277,21,16,14,10,15,31,21,15,10,18,19,15,19,14,13,10,7,7,2
N00002732,307,23,26,15,24,15,19,19,20,20,23,23,24,17,13,9,8,6,2,1
N00002733,401,24,16,18,16,32,32,20,30,28,30,24,21,23,23,19,16,14,10,5
N00002734,493,38,41,50,34,21,17,19,40,46,50,26,17,14,15,12,12,12,9,20
N00002735,431,16,26,44,27,20,14,15,13,40,40,22,28,31,17,16,20,18,12,12
N00002736,357,9,22,19,34,20,10,10,19,26,39,29,23,23,23,20,14,12,4,1
N00002737,320,17,13,15,20,17,9,11,18,21,19,22,28,37,37,16,11,6,3,0
N00002738,456,19,27,27,41,39,18,15,29,38,34,35,27,35,27,15,17,7,5,1
N00002739,398,20,22,26,33,28,24,14,20,30,25,28,30,41,24,12,10,5,4,2
N00002740,383,30,17,37,25,27,24,22,24,37,28,21,14,19,15,16,11,7,7,2
N00002741,456,34,34,40,34,26,27,25,35,32,41,20,33,21,15,20,9,4,3,3
N00002742,379,29,21,23,29,38,31,20,20,22,29,30,18,23,13,18,7,4,0,4
N00002743,364,20,17,30,18,21,26,18,19,18,26,26,29,17,17,21,21,9,8,3
N00002744,267,16,17,15,17,28,20,22,18,11,16,22,24,16,5,3,8,5,4,0
N00002745,324,13,17,37,33,14,17,14,25,13,18,21,26,37,16,9,6,6,2,0
N00002746,309,24,21,21,24,27,22,20,20,15,25,21,14,14,20,11,4,2,2,2
N00002747,262,16,4,11,14,10,20,18,8,10,8,18,16,21,18,16,24,16,9,5
N00002748,351,29,37,21,28,13,25,24,19,32,23,28,22,14,11,10,6,5,4,0
N00002749,334,27,19,18,24,28,41,18,19,12,31,28,20,9,11,10,9,8,1,1
N00002750,261,12,25,10,10,17,25,24,15,13,15,18,22,16,11,11,7,4,5,1
N00002751,301,16,12,17,25,18,26,28,18,31,17,18,16,20,12,9,9,7,1,1
N00002752,283,4,5,9,15,22,14,12,8,13,13,26,35,22,25,14,21,17,7,1
N00002753,524,31,30,40,50,42,25,31,24,42,47,44,35,20,16,20,13,9,4,1
N00002754,410,22,25,35,38,20,36,22,15,29,34,24,32,28,22,17,7,3,1,0
N00002755,589,37,45,40,50,27,16,17,20,34,64,37,42,27,26,31,26,22,16,12
N00002756,315,4,20,20,11,18,15,14,5,24,21,21,27,38,27,16,17,11,4,2
N00002757,483,34,29,37,29,24,39,38,28,42,41,31,19,21,27,15,17,5,4,3
N00002758,254,19,12,14,14,23,16,23,14,13,19,19,12,11,13,10,5,6,7,4
N00002759,337,19,26,36,35,14,11,18,23,41,33,26,12,5,12,11,6,4,2,3
N00002760,306,21,14,19,28,20,19,14,26,23,27,33,19,14,9,4,7,7,1,1
N00002761,941,45,48,71,78,58,63,64,62,75,91,77,49,48,44,37,17,8,5,1
N00002762,364,10,22,26,29,21,8,8,8,25,40,26,26,29,20,33,17,10,6,0
N00002763,381,20,17,21,25,28,22,15,12,23,30,27,27,33,23,20,23,9,5,1
N00002764,427,24,26,25,35,28,26,18,25,23,42,22,33,33,26,18,10,5,7,1
N00002765,371,21,24,19,25,26,23,10,32,28,28,22,22,18,21,20,10,11,7,4
N00002766,499,42,39,40,28,27,19,41,37,31,35,38,29,36,20,19,7,8,2,1
N00002767,396,30,30,30,30,18,18,20,26,38,36,36,19,18,18,5,9,8,5,2
N00002768,362,23,15,17,26,22,25,26,23,29,32,19,18,20,23,14,14,10,5,1
N00002769,483,30,32,34,34,22,23,25,39,41,34,35,38,31,24,12,11,6,10,2
N00002770,463,32,20,30,47,36,38,28,21,29,40,38,30,25,19,12,5,4,8,1
N00002771,272,17,16,11,18,15,24,15,8,11,25,21,16,16,12,15,13,14,4,1
N00002772,297,13,13,15,22,10,10,16,13,12,15,27,18,31,22,18,14,15,7,6
N00002773,217,12,11,20,11,9,20,10,13,12,17,8,9,8,8,8,21,7,10,3
N00002774,640,48,48,49,43,43,34,30,45,44,37,58,46,44,24,15,17,9,4,2
N00002775,478,37,29,27,25,23,30,30,27,23,29,29,31,36,35,20,25,15,5,2
N00002776,292,12,12,16,14,24,11,17,11,9,19,16,34,21,17,15,20,9,8,7
N00002777,237,16,14,22,22,21,13,7,21,26,15,10,12,8,6,10,5,4,4,1
N00002778,254,10,6,10,6,17,16,8,19,13,23,19,21,11,16,18,14,17,5,5
N00002779,496,34,35,47,34,25,39,26,30,48,35,27,29,32,23,11,7,7,7,0
N00002780,345,8,8,16,15,24,24,21,13,17,29,17,21,36,28,17,24,15,9,3
N00002781,401,21,21,22,15,15,20,32,26,25,30,23,24,31,37,21,16,9,9,4
N00002782,510,46,32,30,39,31,28,27,38,40,43,23,22,38,23,21,17,8,3,1
N00002783,390,25,10,21,37,28,27,21,19,29,29,29,29,40,22,11,4,4,3,2
N00002784,544,44,36,38,50,41,30,30,46,24,34,43,36,32,18,17,9,11,2,3
N00002785,599,54,50,49,44,28,43,60,46,29,44,32,27,36,19,14,10,9,4,1
N00002786,503,30,33,36,46,47,40,31,23,37,40,36,35,26,13,12,8,4,5,1
N00002787,464,25,33,38,46,37,42,22,25,26,29,37,35,20,18,8,13,5,2,3
N00002788,370,5,18,18,40,30,15,14,12,29,39,26,23,34,28,11,10,12,5,1
N00002789,539,60,27,28,36,36,51,47,43,33,27,25,31,24,15,16,6,18,9,7
N00002790,493,34,28,42,30,44,27,25,22,31,40,33,37,30,29,18,10,8,3,2
N00002791,419,21,25,36,31,18,20,27,27,34,34,32,17,27,23,16,15,4,7,5
N00002792,479,34,33,35,42,32,26,34,39,30,27,29,23,35,16,19,12,7,4,2
N00002793,452,33,28,34,42,35,42,26,23,35,34,22,31,20,14,17,8,2,3,3
N00002794,551,32,36,37,40,40,27,33,31,39,35,34,28,28,26,22,21,12,12,18
N00002795,539,50,41,48,42,34,35,40,37,37,26,34,25,22,16,20,17,7,5,3
N00002796,571,57,58,59,36,28,26,54,52,33,38,28,34,17,22,14,8,5,1,1
N00002797,551,23,49,42,39,45,41,40,34,37,42,34,28,27,20,22,6,9,8,5
N00002798,415,30,26,23,32,40,33,24,28,16,27,32,39,19,17,6,8,11,4,0
N00002799,308,21,18,16,21,25,17,26,17,31,21,18,23,10,11,19,2,6,4,2
N00002800,406,26,22,21,27,40,33,26,29,16,29,34,22,26,17,9,9,12,3,5
N00002801,486,34,31,31,37,38,38,38,23,38,44,43,28,17,18,8,7,7,4,2
N00002802,452,23,33,29,33,36,26,32,33,31,30,33,29,21,16,16,9,15,6,1
N00002803,506,49,36,35,30,44,50,41,34,28,32,32,23,19,12,14,15,6,3,3
N00002804,412,37,24,34,21,22,44,33,27,25,25,9,10,24,13,19,12,6,16,11
N00002805,384,31,23,25,28,21,27,22,28,31,19,27,20,17,20,13,16,10,3,3
N00002806,495,41,37,36,40,30,27,40,34,42,39,29,20,22,19,14,18,7,0,0
N00002807,402,33,32,31,36,19,23,34,23,37,18,22,32,13,20,11,6,7,3,2
N00002808,513,41,40,43,22,30,29,35,38,47,37,26,29,25,28,14,15,10,3,1
N00002809,491,34,43,43,45,26,34,18,34,40,48,29,15,15,17,17,10,15,6,2
N00002810,325,12,19,16,24,24,38,11,18,21,29,23,18,20,12,19,12,5,2,2
N00002811,340,38,19,17,22,15,29,32,29,21,19,22,17,14,14,11,8,10,1,2
N00002812,397,26,26,34,33,28,18,27,22,31,37,23,20,19,12,16,14,6,4,1
N00002813,449,36,43,48,24,30,41,28,48,28,18,23,18,23,13,15,9,1,3,0
N00002814,501,46,36,31,20,24,50,54,35,30,26,29,16,22,15,16,16,15,14,6
N00002815,327,39,32,21,18,34,33,24,24,31,28,13,10,6,2,8,2,1,1,0
N00002816,358,19,20,19,17,25,31,27,19,24,21,25,27,22,16,20,15,6,3,2
N00002817,631,72,61,41,37,44,70,87,51,31,46,29,29,19,10,1,0,2,1,0
N00002818,465,42,26,19,20,45,38,55,33,20,28,26,29,18,25,15,13,6,3,4
N00002819,448,44,17,32,23,44,56,42,30,26,27,30,28,17,12,7,7,4,2,0
N00002820,609,54,51,51,28,48,30,58,51,39,58,26,23,21,18,32,15,4,2,0
N00002821,457,21,40,37,37,25,29,27,37,38,39,21,25,18,24,17,8,6,6,2
N00002822,393,38,26,20,27,37,36,29,34,21,24,20,21,19,14,10,7,6,3,1
N00002823,375,17,16,22,26,38,37,33,27,16,32,28,26,28,18,7,3,1,0,0
N00002824,372,26,31,29,22,29,25,11,18,37,27,19,31,19,11,12,15,6,1,3
N00002825,654,52,61,44,44,38,51,65,50,53,40,31,21,34,21,22,12,7,6,2
N00002826,406,23,27,25,25,22,39,39,28,17,23,30,25,21,19,17,15,7,3,1
N00002827,360,24,18,24,26,19,17,23,25,24,29,28,20,22,17,14,19,3,7,1
N00002828,344,31,15,21,25,25,40,25,17,34,29,15,9,17,10,10,11,3,4,3
N00002829,477,23,31,45,35,42,37,30,27,28,32,46,21,26,17,18,9,8,1,1
N00002830,451,31,28,39,41,38,36,27,25,36,27,29,18,23,19,7,15,6,4,2
N00002831,472,42,31,37,29,29,27,37,39,31,30,24,25,19,30,18,15,4,2,3
N00002832,403,22,24,21,37,36,35,23,27,28,35,33,25,22,17,6,6,3,2,1
N00002833,390,24,16,23,29,27,28,26,28,22,27,29,29,18,21,17,9,15,2,0
N00002834,632,55,62,59,36,40,30,34,52,52,41,33,21,21,19,13,19,17,8,20
N00002835,511,43,38,33,42,39,37,22,40,33,39,41,30,21,23,16,9,3,2,0
N00002836,444,22,31,30,40,35,27,23,26,28,38,41,19,12,21,22,14,7,5,3
N00002837,333,22,18,18,23,23,25,22,29,21,34,13,11,17,15,18,10,9,5,0
N00002838,454,34,33,37,38,28,20,32,22,37,43,29,10,25,23,15,11,10,1,6
N00002839,367,27,27,21,18,26,26,24,20,18,19,20,28,27,24,9,11,12,8,2
N00002840,1431,108,98,97,113,94,125,113,71,94,83,78,87,73,60,44,26,28,25,14
N00002841,519,30,46,40,49,48,46,16,21,32,30,49,26,20,18,12,20,10,2,4
N00002842,622,73,53,43,41,43,57,71,61,26,27,32,25,26,17,9,9,4,5,0
N00002843,389,26,25,32,30,33,39,23,22,19,26,27,32,16,14,4,6,7,5,3
N00002844,413,28,14,29,27,42,36,27,21,28,29,29,24,16,25,12,8,8,5,5
N00002845,314,15,25,15,20,18,24,22,23,19,24,17,16,16,20,10,20,5,5,0
N00002846,629,85,52,37,35,40,60,85,45,45,39,31,10,8,6,8,7,9,16,11
N00002847,644,75,57,48,36,45,45,64,60,56,35,26,19,19,19,18,15,3,2,2
N00002848,1266,106,105,106,99,88,101,101,107,78,84,67,60,58,50,23,12,9,6,6
N00002849,217,17,18,11,13,11,26,13,13,15,13,13,12,15,6,7,6,5,1,2
N00002850,294,24,9,21,21,25,18,19,10,28,24,18,19,12,11,11,10,10,2,2
N00002851,401,26,30,33,38,34,28,26,23,51,26,24,8,15,16,13,5,2,3,0
N00002852,307,23,18,18,16,28,32,29,16,23,10,23,21,21,13,7,8,1,0,0
N00002853,1040,121,96,88,83,63,76,79,92,67,58,50,52,37,24,15,22,11,6,0
N00002854,474,31,40,25,45,40,28,24,33,34,21,34,26,28,32,15,13,4,1,0
N00002855,454,37,28,33,20,32,23,28,48,49,32,18,23,23,23,12,10,3,8,4
N00002856,314,10,14,21,22,10,25,17,15,30,28,19,12,26,23,18,11,6,6,1
N00002857,521,44,46,42,32,27,38,31,46,50,32,29,13,28,21,13,14,10,3,2
N00002858,440,36,24,13,28,49,58,42,42,40,22,20,17,21,10,8,3,4,1,2
N00002859,540,41,24,29,25,45,63,50,37,23,36,34,28,31,30,15,12,7,10,0
N00002860,368,33,25,28,18,30,26,33,35,23,23,22,19,17,11,8,5,3,4,5
N00002861,421,27,18,33,52,25,36,33,33,36,36,20,21,13,8,11,4,8,7,0
N00002862,271,12,16,18,18,28,22,12,20,21,19,24,10,14,9,15,8,2,1,2
N00002863,329,22,25,25,19,29,20,27,37,21,25,23,10,19,8,9,6,4,0,0
N00002864,347,31,25,31,23,24,30,31,33,26,30,11,12,9,17,7,3,3,1,0
N00002865,643,63,52,55,55,34,24,41,46,69,45,28,26,24,34,12,19,10,5,1
N00002866,482,31,32,40,40,38,25,23,32,40,22,38,32,32,19,13,10,10,4,1
N00002867,573,43,39,33,50,34,42,25,45,57,32,31,37,33,34,9,13,7,6,3
N00002868,488,47,48,28,30,34,32,26,40,44,33,31,24,28,14,14,6,6,3,0
N00002869,402,30,23,22,29,35,33,35,22,30,26,28,20,20,13,16,8,8,1,3
N00002870,587,40,44,53,35,44,42,44,43,41,32,38,36,20,18,16,19,16,6,0
N00002871,864,104,70,88,63,58,108,81,69,48,43,43,26,24,12,12,10,4,1,0
N00002872,313,27,12,17,16,24,30,20,14,20,26,15,20,17,17,8,14,11,5,0
N00002873,298,23,16,16,16,21,19,23,24,21,13,23,25,11,8,11,11,8,7,2
N00002874,295,13,16,17,29,19,21,21,22,26,26,14,16,12,9,13,9,8,4,0
N00002875,1081,75,64,71,67,74,54,61,84,76,72,68,57,57,67,45,36,28,17,8
N00002876,531,43,35,31,27,40,29,49,44,43,36,42,26,23,30,17,13,2,0,1
N00002877,297,16,16,13,18,20,27,25,15,15,18,30,23,17,13,14,9,5,1,2
N00002878,205,12,5,11,3,20,16,14,15,14,14,6,10,11,12,13,9,12,6,2
N00002879,434,35,34,23,23,18,34,38,32,20,28,26,26,32,28,14,13,6,2,2
N00002880,438,30,29,25,26,30,25,24,41,32,29,20,23,30,26,23,12,10,1,2
N00002881,523,55,41,36,21,21,50,60,64,38,24,21,20,17,16,13,8,9,7,2
N00002882,375,19,29,25,28,27,11,20,28,28,36,23,25,19,20,16,7,8,4,2
N00002883,478,50,33,29,33,33,35,30,32,44,33,25,23,22,17,15,11,8,4,1
N00002884,476,29,25,34,44,38,37,17,30,22,38,46,27,25,27,17,9,5,3,3
N00002885,659,60,22,19,41,50,61,54,50,44,32,50,39,25,29,33,26,19,3,2
N00002886,823,78,65,55,53,71,94,89,59,60,61,46,27,19,13,10,11,8,3,1
N00002887,661,70,38,42,44,44,58,59,64,48,44,27,27,23,20,27,13,9,2,2
N00002888,424,16,20,38,36,29,33,18,20,24,32,35,28,26,26,15,11,12,2,3
N00002889,324,12,8,18,18,27,23,14,21,18,36,23,21,12,27,17,15,7,5,2
N00002890,406,43,26,27,31,24,16,23,27,27,41,34,22,15,15,7,15,6,7,0
N00002891,633,63,58,56,42,38,44,67,61,46,54,30,21,12,13,7,4,13,2,2
N00002892,500,47,39,38,37,27,47,44,37,41,32,33,22,19,12,4,8,10,3,0
N00002893,274,18,22,21,13,17,27,20,24,28,16,15,17,13,5,3,5,5,1,4
N00002894,341,33,20,13,15,17,28,27,31,18,15,17,16,22,14,18,19,10,6,2
N00002895,502,54,30,33,44,34,35,34,40,46,32,30,17,19,12,12,8,5,7,10
N00002896,353,19,36,28,33,19,11,9,20,23,35,21,21,23,21,14,8,8,2,2
N00002897,998,85,91,88,53,44,74,90,95,77,55,53,31,41,43,24,19,14,10,11
N00002898,302,11,15,12,15,23,17,12,14,17,23,30,20,29,19,19,8,10,6,2
