GeographyCode,QS212NI0001,QS212NI0002,QS212NI0003,QS212NI0004,QS212NI0005,QS212NI0006
N00000001,1003,40,18,11,12,45
N00000002,332,40,33,26,25,43
N00000003,236,26,22,19,17,28
N00000004,595,56,40,30,24,68
N00000005,359,39,37,28,27,44
N00000006,242,35,23,21,18,39
N00000007,238,10,3,3,3,11
N00000008,277,13,7,7,6,14
N00000009,688,31,19,14,13,33
N00000010,232,4,3,3,1,4
N00000011,284,8,1,1,1,8
N00000012,259,18,7,6,6,19
N00000013,257,18,13,11,11,19
N00000014,444,24,23,15,11,27
N00000015,222,9,5,5,5,12
N00000016,217,13,8,6,6,14
N00000017,319,9,8,4,3,11
N00000018,215,4,4,3,3,5
N00000019,250,6,1,1,2,7
N00000020,221,6,4,4,4,7
N00000021,261,12,2,3,2,12
N00000022,260,13,8,9,7,15
N00000023,210,3,3,1,1,3
N00000024,520,14,8,6,5,17
N00000025,454,21,15,7,6,22
N00000026,448,19,8,8,8,19
N00000027,508,52,31,28,26,56
N00000028,233,34,27,25,20,40
N00000029,395,10,7,9,7,12
N00000030,364,20,16,13,12,21
N00000031,680,174,129,112,105,194
N00000032,371,31,16,17,14,35
N00000033,478,82,52,36,31,93
N00000034,452,32,22,13,10,45
N00000035,278,22,14,13,11,26
N00000036,327,21,14,12,9,30
N00000037,279,46,24,17,17,50
N00000038,394,59,42,35,32,71
N00000039,1187,219,161,114,99,244
N00000040,254,12,10,6,6,16
N00000041,439,99,61,53,49,105
N00000042,399,73,49,35,31,83
N00000043,1171,200,148,120,100,229
N00000044,298,30,22,19,15,37
N00000045,496,9,6,9,5,13
N00000046,382,3,2,0,0,3
N00000047,362,17,7,6,6,17
N00000048,293,5,1,1,1,5
N00000049,245,10,5,4,2,12
N00000050,292,7,2,2,0,9
N00000051,297,20,14,9,7,24
N00000052,296,32,14,12,10,33
N00000053,248,20,8,8,6,25
N00000054,249,9,5,5,4,10
N00000055,256,5,4,3,3,6
N00000056,270,6,1,2,1,6
N00000057,256,6,3,1,1,7
N00000058,244,7,2,1,2,7
N00000059,212,10,3,2,2,10
N00000060,374,14,10,6,6,17
N00000061,267,11,6,5,4,12
N00000062,340,11,7,4,5,13
N00000063,412,10,3,3,2,10
N00000064,271,18,11,10,9,23
N00000065,379,6,2,2,1,6
N00000066,256,16,12,13,12,19
N00000067,298,15,13,7,6,18
N00000068,361,10,2,0,0,10
N00000069,319,17,10,9,9,17
N00000070,242,12,4,3,2,12
N00000071,274,16,7,7,7,16
N00000072,1663,65,44,37,32,81
N00000073,506,23,8,4,5,25
N00000074,968,50,26,22,17,58
N00000075,401,20,8,9,8,21
N00000076,328,27,12,8,8,28
N00000077,270,18,13,12,9,23
N00000078,457,35,24,21,19,37
N00000079,541,4,0,0,0,4
N00000080,404,9,3,1,1,9
N00000081,328,3,0,1,1,3
N00000082,336,5,2,2,2,6
N00000083,637,15,10,9,5,17
N00000084,444,2,2,2,1,2
N00000085,417,38,18,19,18,41
N00000086,369,76,47,43,32,80
N00000087,874,86,52,38,40,100
N00000088,213,6,1,1,0,6
N00000089,447,57,41,28,30,67
N00000090,377,58,35,32,27,67
N00000091,450,69,49,43,40,77
N00000092,481,10,6,3,3,10
N00000093,407,50,28,23,20,54
N00000094,479,43,27,24,20,51
N00000095,454,62,34,27,24,70
N00000096,454,21,12,7,4,24
N00000097,799,35,15,8,6,39
N00000098,1106,53,28,29,24,59
N00000099,246,17,11,3,3,19
N00000100,323,27,18,15,11,29
N00000101,253,5,6,3,1,8
N00000102,302,22,11,10,4,22
N00000103,583,32,19,19,13,39
N00000104,294,13,13,10,9,19
N00000105,318,9,0,1,0,10
N00000106,190,0,0,0,0,0
N00000107,252,10,5,4,1,11
N00000108,239,5,5,5,4,7
N00000109,473,17,8,5,4,17
N00000110,250,8,3,2,2,9
N00000111,341,19,9,12,10,22
N00000112,389,10,6,7,5,11
N00000113,295,14,9,7,7,17
N00000114,306,20,10,8,6,24
N00000115,283,20,12,7,6,24
N00000116,276,15,6,6,5,17
N00000117,154,2,0,0,0,2
N00000118,330,11,5,5,3,14
N00000119,279,5,5,5,3,7
N00000120,315,9,5,5,4,9
N00000121,280,5,4,4,3,6
N00000122,463,22,10,9,9,23
N00000123,344,6,6,3,3,9
N00000124,358,9,3,3,3,10
N00000125,442,77,47,44,40,86
N00000126,461,72,42,26,26,94
N00000127,379,57,39,31,26,67
N00000128,944,202,110,98,81,230
N00000129,329,51,39,32,24,69
N00000130,475,2,2,3,2,3
N00000131,382,7,4,3,3,8
N00000132,352,15,9,9,6,19
N00000133,312,23,9,8,4,24
N00000134,415,16,11,6,4,18
N00000135,305,12,2,2,0,13
N00000136,488,13,8,7,7,13
N00000137,303,2,0,0,0,2
N00000138,453,10,7,3,3,12
N00000139,297,13,5,4,4,13
N00000140,326,6,2,1,1,6
N00000141,429,14,2,0,0,16
N00000142,196,7,1,1,1,7
N00000143,209,4,3,3,3,4
N00000144,219,9,1,1,0,9
N00000145,123,1,1,1,0,1
N00000146,267,5,2,1,1,5
N00000147,214,21,7,5,4,22
N00000148,639,5,5,3,3,6
N00000149,408,6,2,2,2,6
N00000150,352,7,5,4,3,7
N00000151,277,5,1,2,1,6
N00000152,266,8,7,8,7,9
N00000153,238,7,5,6,5,8
N00000154,251,6,3,2,1,6
N00000155,329,7,2,3,2,7
N00000156,295,5,1,0,0,5
N00000157,356,19,9,10,6,20
N00000158,647,9,2,2,2,10
N00000159,218,7,3,2,1,7
N00000160,305,3,1,1,1,4
N00000161,336,6,4,5,4,6
N00000162,235,4,4,2,2,8
N00000163,302,2,0,0,0,2
N00000164,283,6,3,3,2,6
N00000165,310,9,0,0,0,9
N00000166,264,3,2,0,0,4
N00000167,369,5,2,0,0,5
N00000168,337,8,1,1,1,8
N00000169,689,13,5,7,6,15
N00000170,357,3,1,2,2,4
N00000171,408,9,6,1,0,9
N00000172,749,16,6,1,1,16
N00000173,366,5,2,1,1,5
N00000174,379,9,2,2,2,9
N00000175,353,6,4,5,3,7
N00000176,456,14,9,9,7,15
N00000177,309,9,3,3,0,9
N00000178,648,23,11,9,7,27
N00000179,821,26,12,8,6,28
N00000180,271,12,5,5,4,12
N00000181,273,4,1,1,0,4
N00000182,212,5,2,1,1,6
N00000183,279,8,2,2,1,10
N00000184,361,6,7,5,3,8
N00000185,209,2,1,1,1,2
N00000186,288,7,0,0,0,7
N00000187,243,10,0,0,0,10
N00000188,332,6,2,1,1,6
N00000189,333,1,0,0,0,1
N00000190,301,5,3,2,2,5
N00000191,292,4,0,0,0,4
N00000192,286,11,5,4,4,12
N00000193,275,12,8,9,7,13
N00000194,243,1,0,0,0,1
N00000195,240,6,2,3,2,6
N00000196,231,13,5,2,2,13
N00000197,312,2,1,1,1,3
N00000198,274,6,5,7,7,10
N00000199,341,7,2,2,2,8
N00000200,306,2,3,2,2,3
N00000201,282,2,0,0,0,2
N00000202,297,2,1,3,1,3
N00000203,329,8,5,5,4,9
N00000204,374,4,2,2,2,5
N00000205,292,2,1,1,1,2
N00000206,378,7,1,2,1,7
N00000207,248,1,1,1,0,2
N00000208,306,4,3,3,3,4
N00000209,344,1,0,0,0,1
N00000210,373,9,3,4,3,9
N00000211,514,12,13,6,8,16
N00000212,172,8,5,3,3,9
N00000213,276,10,3,3,3,10
N00000214,316,12,6,9,6,14
N00000215,387,9,4,2,2,9
N00000216,384,10,7,6,5,12
N00000217,468,11,7,5,3,12
N00000218,352,9,6,7,5,11
N00000219,236,2,0,0,0,2
N00000220,265,9,1,4,4,9
N00000221,253,3,1,1,0,4
N00000222,289,3,0,0,0,3
N00000223,313,2,0,0,0,2
N00000224,234,10,13,12,9,15
N00000225,147,2,1,1,1,2
N00000226,258,6,1,2,2,6
N00000227,191,1,0,0,0,1
N00000228,297,2,2,1,1,3
N00000229,385,8,6,6,6,8
N00000230,280,5,1,1,1,5
N00000231,300,5,1,0,0,5
N00000232,296,7,4,4,2,7
N00000233,248,10,2,3,3,11
N00000234,246,4,2,2,2,5
N00000235,309,8,1,1,1,8
N00000236,272,12,6,5,5,13
N00000237,402,4,3,2,2,4
N00000238,298,4,5,4,2,6
N00000239,244,7,3,4,3,10
N00000240,339,12,4,2,3,13
N00000241,412,3,1,1,1,3
N00000242,355,2,1,1,1,2
N00000243,258,5,3,2,2,7
N00000244,258,4,1,1,3,6
N00000245,301,3,1,1,1,3
N00000246,296,4,3,3,3,4
N00000247,300,5,4,2,1,7
N00000248,329,4,1,1,1,4
N00000249,366,4,2,2,1,6
N00000250,377,2,1,0,0,2
N00000251,436,3,0,1,0,3
N00000252,341,4,3,1,1,6
N00000253,486,6,5,4,4,6
N00000254,309,2,3,3,3,3
N00000255,343,10,6,4,4,11
N00000256,752,19,9,8,7,22
N00000257,431,7,4,4,4,7
N00000258,374,5,5,5,6,8
N00000259,455,50,35,28,23,63
N00000260,528,26,12,14,12,29
N00000261,540,35,19,17,18,39
N00000262,401,36,25,19,19,43
N00000263,236,16,6,7,5,18
N00000264,539,58,31,24,22,60
N00000265,342,26,14,12,12,30
