ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS607NI0001","Count","PERSONS","All usual residents in households: Aged under 65 years"
"QS607NI0002","Count","PERSONS","NS-SeC of HRP: 1. Higher managerial, administrative and professional occupations"
"QS607NI0003","Count","PERSONS","NS-SeC of HRP: 1.1 Large employers and higher managerial and administrative occupations"
"QS607NI0004","Count","PERSONS","NS-SeC of HRP: 1.2 Higher professional occupations"
"QS607NI0005","Count","PERSONS","NS-SeC of HRP: 2. Lower managerial, administrative and professional occupations"
"QS607NI0006","Count","PERSONS","NS-SeC of HRP: 3. Intermediate occupations"
"QS607NI0007","Count","PERSONS","NS-SeC of HRP: 4. Small employers and own account workers"
"QS607NI0008","Count","PERSONS","NS-SeC of HRP: 5. Lower supervisory and technical occupations"
"QS607NI0009","Count","PERSONS","NS-SeC of HRP: 6. Semi-routine occupations"
"QS607NI0010","Count","PERSONS","NS-SeC of HRP: 7. Routine occupations"
"QS607NI0011","Count","PERSONS","NS-SeC of HRP: 8. Never worked and long-term unemployed"
"QS607NI0012","Count","PERSONS","NS-SeC of HRP: L14.1 Never worked"
"QS607NI0013","Count","PERSONS","NS-SeC of HRP: L14.2 Long-term unemployed"
"QS607NI0014","Count","PERSONS","NS-SeC of HRP: Not classified: L15 Full-time students"
