GeographyCode,QS606NI0001,QS606NI0002,QS606NI0003,QS606NI0004,QS606NI0005,QS606NI0006,QS606NI0007,QS606NI0008,QS606NI0009,QS606NI0010,QS606NI0011,QS606NI0012,QS606NI0013,QS606NI0014,QS606NI0015,QS606NI0016,QS606NI0017,QS606NI0018,QS606NI0019,QS606NI0020,QS606NI0021,QS606NI0022,QS606NI0023,QS606NI0024,QS606NI0025,QS606NI0026,QS606NI0027,QS606NI0028,QS606NI0029,QS606NI0030,QS606NI0031,QS606NI0032,QS606NI0033,QS606NI0034,QS606NI0035,QS606NI0036,QS606NI0037,QS606NI0038,QS606NI0039,QS606NI0040,QS606NI0041,QS606NI0042,QS606NI0043,QS606NI0044,QS606NI0045,QS606NI0046,QS606NI0047,QS606NI0048,QS606NI0049,QS606NI0050,QS606NI0051
N00002571,291,26,6,20,16,0,4,0,80,51,45,2,3,1,15,14,41,26,9,5,1,15,4,4,0,11,11,0,17,11,6,5,1,43,15,15,2,6,0,3,2,23,2,4,9,8,0,13,8,5,33
N00002572,263,29,7,22,12,6,4,0,81,63,53,3,6,1,13,5,43,29,10,4,0,19,12,12,0,7,6,1,15,8,7,5,2,36,9,14,3,1,0,7,2,9,1,3,5,0,0,10,6,4,21
N00002573,224,7,1,6,4,2,0,0,33,22,19,1,2,0,6,5,30,16,7,5,2,8,2,2,0,6,6,0,14,11,3,2,1,45,15,21,1,3,0,3,2,33,4,10,9,10,0,38,21,17,16
N00002574,234,8,1,7,5,1,0,1,27,17,15,1,1,0,5,5,26,9,12,5,0,7,4,4,0,3,3,0,21,14,7,5,2,50,14,21,3,7,0,3,2,43,5,12,7,19,0,30,17,13,22
N00002575,228,4,0,4,3,1,0,0,21,11,10,1,0,0,3,7,14,8,4,2,0,12,5,4,1,7,7,0,17,11,6,5,1,51,19,22,4,4,1,0,1,35,3,10,6,15,1,43,26,17,31
N00002576,643,51,7,44,21,14,8,1,116,83,67,4,12,0,24,9,67,40,11,16,0,36,9,9,0,27,26,1,45,27,18,17,1,84,22,36,5,11,0,8,2,65,7,9,24,25,0,110,62,48,69
N00002577,433,20,2,18,12,2,4,0,76,55,51,2,2,0,10,11,49,30,12,5,2,18,5,5,0,13,13,0,29,21,8,7,1,64,25,22,6,7,0,4,0,55,11,14,12,18,0,57,32,25,65
N00002578,240,5,0,5,1,4,0,0,20,14,11,1,2,0,4,2,26,11,13,2,0,10,1,1,0,9,7,2,23,13,10,6,4,46,17,20,3,5,0,1,0,42,11,7,11,12,1,41,20,21,27
N00002579,284,4,2,2,0,2,0,0,26,19,13,4,2,0,1,6,16,7,6,3,0,11,1,1,0,10,10,0,14,6,8,6,2,37,19,10,1,6,0,1,0,54,5,23,8,18,0,82,55,27,40
N00002580,228,11,2,9,3,5,1,0,44,32,31,0,1,0,5,7,30,20,8,1,1,14,5,3,2,9,9,0,17,10,7,7,0,28,17,6,1,1,0,2,1,35,4,9,10,12,0,27,18,9,22
N00002581,257,22,6,16,11,2,2,1,49,39,32,5,2,0,7,3,33,20,7,3,3,19,3,3,0,16,16,0,22,7,15,11,4,42,15,11,6,6,0,4,0,33,3,14,7,9,0,18,9,9,19
N00002582,1033,14,2,12,10,2,0,0,77,42,37,4,1,0,17,18,66,33,31,1,1,36,9,9,0,27,24,3,72,42,30,20,10,169,56,67,15,18,2,9,2,220,27,66,50,75,2,234,178,56,145
N00002583,217,5,2,3,2,1,0,0,19,9,9,0,0,0,8,2,19,7,8,2,2,9,2,2,0,7,7,0,11,5,6,5,1,51,21,14,7,3,1,5,0,41,6,12,7,16,0,39,30,9,23
N00002584,255,4,1,3,3,0,0,0,19,16,16,0,0,0,3,0,30,17,10,3,0,8,1,1,0,7,7,0,15,8,7,7,0,53,24,17,5,5,0,2,0,44,4,17,8,13,2,45,28,17,37
N00002585,186,6,0,6,2,3,1,0,20,14,13,1,0,0,2,4,19,9,8,1,1,5,1,1,0,4,4,0,16,12,4,4,0,35,19,10,1,3,0,2,0,35,3,10,12,10,0,32,25,7,18
N00002586,249,2,0,2,1,1,0,0,18,10,10,0,0,0,5,3,28,20,7,1,0,10,3,3,0,7,7,0,15,7,8,6,2,57,15,21,5,12,0,3,1,46,6,12,10,18,0,49,31,18,24
N00002587,541,13,3,10,7,2,1,0,40,22,20,2,0,0,13,5,49,29,19,1,0,24,5,5,0,19,19,0,38,20,18,15,3,111,49,35,4,15,1,4,3,98,17,37,16,27,1,107,80,27,61
N00002588,203,0,0,0,0,0,0,0,20,13,13,0,0,0,6,1,23,13,9,0,1,4,0,0,0,4,4,0,15,9,6,5,1,43,18,17,1,4,0,3,0,47,12,9,10,16,0,32,27,5,19
N00002589,229,9,1,8,5,3,0,0,19,12,11,1,0,0,4,3,23,11,8,4,0,10,1,1,0,9,9,0,7,1,6,5,1,42,22,14,0,3,0,2,1,54,4,21,10,19,0,30,22,8,35
N00002590,1029,45,10,35,18,11,6,0,128,90,76,6,7,1,21,17,83,49,28,5,1,65,8,8,0,57,53,4,49,27,22,21,1,185,72,64,11,26,0,10,2,154,22,49,43,39,1,174,120,54,146
N00002591,821,56,16,40,28,11,1,0,137,91,78,10,2,1,27,19,97,57,30,7,3,54,5,5,0,49,46,3,57,33,24,18,6,114,39,45,5,12,0,6,7,89,17,25,22,24,1,103,73,30,114
N00002592,364,44,9,35,16,9,9,1,90,67,60,1,4,2,16,7,55,38,15,2,0,27,6,6,0,21,21,0,20,12,8,7,1,43,17,16,0,5,0,5,0,21,1,4,7,9,0,11,5,6,53
N00002593,220,7,2,5,2,2,1,0,52,30,25,3,2,0,14,8,30,14,9,7,0,20,7,7,0,13,13,0,18,8,10,10,0,32,12,15,0,2,0,2,1,15,0,3,8,4,0,20,15,5,26
N00002594,240,5,2,3,2,1,0,0,27,17,15,1,1,0,5,5,19,10,7,1,1,7,0,0,0,7,7,0,18,13,5,4,1,46,15,14,3,9,1,1,3,40,7,12,6,14,1,47,31,16,31
N00002595,300,10,0,10,6,4,0,0,36,25,25,0,0,0,5,6,28,13,14,0,1,7,0,0,0,7,7,0,17,11,6,6,0,54,19,21,4,6,0,3,1,47,10,11,9,17,0,57,43,14,44
N00002596,325,14,2,12,8,3,1,0,73,41,36,2,2,1,11,21,51,28,17,5,1,12,2,2,0,10,10,0,31,12,19,16,3,47,17,16,4,5,0,3,2,42,7,15,7,12,1,18,7,11,37
N00002597,253,14,3,11,8,3,0,0,43,29,24,5,0,0,9,5,31,20,8,2,1,23,4,4,0,19,19,0,12,7,5,5,0,32,12,10,1,4,0,4,1,33,5,11,6,11,0,26,11,15,39
N00002598,194,2,0,2,1,1,0,0,16,9,8,1,0,0,3,4,16,9,5,2,0,10,2,2,0,8,8,0,12,9,3,2,1,35,8,8,4,10,0,3,2,46,7,13,11,15,0,34,25,9,23
N00002599,318,18,5,13,6,5,1,1,62,39,31,3,4,1,11,12,39,21,12,2,4,17,1,1,0,16,16,0,29,13,16,12,4,53,19,18,3,8,0,2,3,39,3,11,10,15,0,26,15,11,35
N00002600,230,14,4,10,9,1,0,0,44,30,27,1,2,0,7,7,33,24,6,1,2,21,7,7,0,14,14,0,12,7,5,4,1,24,13,5,1,4,0,1,0,28,4,8,8,8,0,12,8,4,42
N00002601,285,19,9,10,5,2,3,0,65,43,36,2,5,0,15,7,36,23,11,0,2,29,11,11,0,18,18,0,21,7,14,11,3,39,16,12,1,6,0,3,1,22,3,4,2,13,0,20,14,6,34
N00002602,277,23,3,20,11,5,3,1,61,44,42,1,1,0,10,7,32,23,8,1,0,25,9,9,0,16,16,0,17,11,6,5,1,39,19,12,1,5,0,2,0,22,4,7,5,6,0,20,13,7,38
N00002603,717,25,2,23,14,5,4,0,74,53,43,4,6,0,9,12,61,30,27,4,0,36,11,11,0,25,20,5,44,23,21,19,2,101,29,40,5,17,0,7,3,109,21,26,24,37,1,153,93,60,114
N00002604,284,14,1,13,9,3,1,0,45,25,18,4,2,1,10,10,28,19,9,0,0,15,5,5,0,10,9,1,13,3,10,8,2,25,10,11,1,2,1,0,0,25,9,4,4,8,0,40,20,20,79
N00002605,221,17,0,17,9,7,1,0,21,12,9,1,2,0,5,4,22,12,9,1,0,6,1,1,0,5,5,0,21,11,10,9,1,30,9,9,0,10,1,1,0,33,6,7,7,13,0,52,36,16,19
N00002606,278,4,0,4,2,1,1,0,26,18,14,0,4,0,4,4,24,14,8,2,0,15,2,2,0,13,12,1,19,14,5,5,0,45,11,18,2,11,0,3,0,54,5,21,11,17,0,62,40,22,29
N00002607,138,3,2,1,0,0,1,0,14,9,9,0,0,0,1,4,16,10,3,3,0,3,1,1,0,2,2,0,10,7,3,3,0,19,6,4,0,5,1,3,0,34,5,9,7,13,0,29,21,8,10
N00002608,209,23,2,21,12,4,5,0,39,24,22,0,2,0,10,5,26,10,10,5,1,9,4,4,0,5,5,0,19,12,7,6,1,23,4,11,2,3,0,1,2,18,3,3,3,9,0,15,6,9,37
N00002609,766,29,3,26,18,2,6,0,86,68,62,0,6,0,11,7,42,29,8,3,2,25,11,11,0,14,11,3,13,5,8,6,2,22,9,8,0,3,0,1,1,22,8,5,2,7,0,7,4,3,520
N00002610,243,8,1,7,3,2,1,1,30,20,18,0,1,1,4,6,25,16,5,2,2,12,4,4,0,8,8,0,19,10,9,7,2,35,15,14,0,3,0,3,0,31,7,7,9,8,0,20,13,7,63
N00002611,109,6,0,6,5,1,0,0,16,11,10,0,1,0,1,4,11,7,3,1,0,7,2,2,0,5,5,0,8,4,4,4,0,27,7,10,3,3,0,2,2,11,1,3,3,4,0,15,7,8,8
N00002612,242,18,1,17,11,4,2,0,32,21,21,0,0,0,10,1,38,16,17,5,0,20,6,6,0,14,14,0,8,3,5,5,0,25,14,4,0,5,0,1,1,24,9,4,7,4,0,30,21,9,47
N00002613,548,22,2,20,15,4,1,0,72,47,36,4,6,1,17,8,57,24,30,2,1,22,3,3,0,19,19,0,35,16,19,18,1,94,33,32,3,15,2,6,3,112,15,19,28,48,2,86,50,36,48
N00002614,295,7,0,7,5,1,1,0,27,21,19,2,0,0,5,1,32,20,10,2,0,14,2,2,0,12,12,0,19,9,10,9,1,48,20,16,2,7,0,3,0,42,9,10,11,12,0,77,54,23,29
N00002615,229,6,1,5,5,0,0,0,29,19,18,1,0,0,4,6,30,20,8,2,0,6,1,0,1,5,4,1,15,5,10,10,0,46,16,18,2,6,0,4,0,43,10,12,8,13,0,26,17,9,28
N00002616,265,9,3,6,3,3,0,0,27,17,14,2,1,0,7,3,29,15,10,3,1,9,1,1,0,8,8,0,13,7,6,4,2,54,15,18,4,11,0,4,2,58,6,11,15,25,1,45,30,15,21
N00002617,306,11,1,10,6,1,3,0,50,35,27,2,6,0,9,6,34,18,11,3,2,14,5,5,0,9,9,0,26,12,14,12,2,52,19,21,2,4,0,3,3,51,12,9,12,18,0,41,23,18,27
N00002618,162,4,0,4,2,2,0,0,20,14,12,1,1,0,6,0,12,4,4,4,0,8,2,2,0,6,6,0,8,5,3,2,1,35,8,14,1,6,0,3,3,28,5,6,6,11,0,28,24,4,19
N00002619,502,23,2,21,12,3,6,0,75,54,46,1,6,1,11,10,44,25,17,2,0,36,7,7,0,29,29,0,45,28,17,11,6,76,25,28,4,12,0,7,0,82,16,21,25,20,0,85,48,37,36
N00002620,374,13,1,12,6,5,0,1,64,47,43,4,0,0,8,9,37,23,8,5,1,24,4,4,0,20,19,1,34,20,14,12,2,76,24,31,1,9,0,9,2,49,8,13,12,16,0,53,32,21,24
N00002621,149,2,2,0,0,0,0,0,21,11,10,1,0,0,4,6,27,16,8,3,0,6,1,1,0,5,5,0,11,3,8,5,3,39,16,17,1,1,0,3,1,24,1,7,4,12,0,14,9,5,5
N00002622,236,13,3,10,4,2,4,0,34,20,19,0,1,0,9,5,31,20,7,2,2,16,1,1,0,15,15,0,13,6,7,6,1,38,12,18,2,4,0,2,0,38,4,8,10,16,0,34,24,10,19
N00002623,199,5,3,2,1,1,0,0,28,13,11,0,2,0,10,5,19,9,4,5,1,8,2,2,0,6,6,0,21,14,7,5,2,48,20,15,2,5,0,4,2,44,2,8,11,23,0,14,11,3,12
N00002624,198,9,2,7,0,1,5,1,39,22,18,2,1,1,10,7,22,10,8,3,1,10,0,0,0,10,10,0,8,7,1,1,0,20,4,7,2,6,0,0,1,38,6,5,11,16,0,36,20,16,16
N00002625,250,6,2,4,2,1,1,0,26,20,19,0,1,0,5,1,15,6,8,1,0,16,5,5,0,11,10,1,22,17,5,5,0,44,16,20,1,5,0,0,2,53,5,20,8,20,0,43,23,20,25
N00002626,596,58,9,49,29,16,4,0,107,75,67,5,3,0,22,10,58,30,23,4,1,50,17,17,0,33,33,0,28,20,8,6,2,96,29,36,5,15,0,7,4,71,15,19,14,23,0,51,34,17,77
N00002627,214,4,1,3,2,1,0,0,17,13,12,0,1,0,1,3,22,12,6,2,2,5,0,0,0,5,4,1,10,2,8,5,3,49,18,20,1,7,1,2,0,47,2,13,11,21,0,47,37,10,13
N00002628,707,58,7,51,20,7,24,0,79,59,49,3,7,0,8,12,75,45,20,9,1,59,17,17,0,42,42,0,36,21,15,14,1,99,35,32,7,14,0,9,2,104,10,23,23,48,0,114,79,35,83
N00002629,169,1,0,1,1,0,0,0,16,11,10,1,0,0,2,3,16,8,7,1,0,8,5,5,0,3,3,0,9,6,3,3,0,25,10,6,2,6,0,0,1,38,0,18,6,14,0,43,33,10,13
N00002630,197,7,1,6,4,1,1,0,9,6,6,0,0,0,0,3,10,6,3,1,0,14,3,3,0,11,11,0,11,5,6,5,1,40,12,17,2,7,0,2,0,28,4,7,7,10,0,58,38,20,20
N00002631,238,5,2,3,2,1,0,0,33,21,18,1,2,0,8,4,18,7,8,2,1,15,2,2,0,13,12,1,21,14,7,6,1,32,8,13,4,3,0,0,4,50,6,9,8,27,0,38,30,8,26
N00002632,275,16,3,13,4,6,1,2,32,21,18,3,0,0,7,4,23,12,9,2,0,26,9,6,3,17,14,3,17,10,7,7,0,60,20,26,4,3,0,3,4,41,5,2,21,13,0,35,26,9,25
N00002633,307,19,2,17,12,4,0,1,52,33,29,2,2,0,11,8,40,24,12,3,1,38,11,10,1,27,21,6,15,3,12,11,1,51,10,28,1,7,0,2,3,36,8,2,17,9,0,32,17,15,24
N00002634,235,22,7,15,9,2,3,1,68,47,39,2,3,3,14,7,24,18,6,0,0,30,9,8,1,21,18,3,15,7,8,8,0,25,12,8,1,1,0,1,2,19,3,0,11,5,0,7,5,2,25
N00002635,243,4,2,2,1,0,1,0,27,13,12,0,1,0,5,9,17,14,3,0,0,36,10,8,2,26,22,4,25,13,12,10,2,50,13,25,0,10,0,2,0,47,7,1,14,24,1,21,14,7,16
N00002636,302,9,4,5,4,0,0,1,41,29,27,1,1,0,3,9,38,27,7,4,0,40,12,10,2,28,18,10,17,10,7,7,0,43,15,16,4,6,1,1,0,44,8,4,25,6,1,40,30,10,30
N00002637,365,19,3,16,7,3,6,0,89,60,51,4,2,3,18,11,38,24,8,6,0,61,14,7,7,47,30,17,16,10,6,6,0,55,13,26,4,4,5,2,1,42,4,2,20,16,0,17,12,5,28
N00002638,335,15,2,13,8,4,1,0,68,47,38,4,4,1,14,7,36,28,3,3,2,63,20,17,3,43,29,14,21,12,9,8,1,47,13,19,2,5,2,5,1,42,4,4,23,9,2,19,12,7,24
N00002639,225,7,3,4,1,3,0,0,42,25,20,2,3,0,13,4,23,14,5,3,1,27,9,8,1,18,15,3,12,8,4,4,0,38,11,17,2,2,3,3,0,37,5,1,17,13,1,28,18,10,11
N00002640,268,14,3,11,9,2,0,0,86,64,61,2,1,0,12,10,43,27,9,7,0,28,5,5,0,23,22,1,8,5,3,3,0,32,19,12,0,0,0,0,1,27,7,3,9,7,1,10,10,0,20
N00002641,263,22,6,16,11,4,0,1,71,52,49,3,0,0,13,6,42,27,13,2,0,23,5,5,0,18,17,1,16,12,4,4,0,35,12,11,0,6,0,4,2,21,4,2,7,8,0,9,5,4,24
N00002642,340,31,4,27,15,5,7,0,115,72,64,3,3,2,24,19,54,35,15,4,0,26,9,9,0,17,17,0,15,5,10,9,1,41,10,21,0,4,0,4,2,14,1,2,5,6,0,6,4,2,38
N00002643,310,32,7,25,18,3,3,1,103,75,72,1,2,0,8,20,52,39,4,5,4,31,10,10,0,21,21,0,14,5,9,9,0,31,11,11,1,4,0,3,1,15,4,1,2,6,2,5,2,3,27
N00002644,235,5,2,3,1,2,0,0,29,17,15,2,0,0,7,5,22,18,3,1,0,15,1,1,0,14,14,0,18,13,5,5,0,47,12,31,0,2,0,2,0,45,8,3,8,25,1,38,28,10,16
N00002645,228,8,1,7,5,1,0,1,56,45,45,0,0,0,5,6,29,20,5,3,1,16,3,3,0,13,13,0,17,16,1,1,0,28,7,15,1,3,0,1,1,37,4,2,10,21,0,21,13,8,16
N00002646,250,12,5,7,4,3,0,0,33,24,17,4,3,0,3,6,35,22,8,5,0,32,11,9,2,21,21,0,15,6,9,7,2,50,14,22,2,10,0,2,0,46,5,6,16,18,1,11,7,4,16
N00002647,557,27,6,21,11,5,3,2,118,65,51,8,5,1,32,21,79,60,15,4,0,63,17,17,0,46,44,2,43,23,20,19,1,86,29,32,8,10,1,6,0,88,17,9,31,28,3,18,9,9,35
N00002648,152,13,4,9,6,2,0,1,28,22,20,0,2,0,5,1,27,19,8,0,0,14,7,7,0,7,7,0,7,1,6,6,0,24,3,15,4,2,0,0,0,14,0,3,6,5,0,15,8,7,10
N00002649,346,19,4,15,8,3,3,1,60,40,30,6,1,3,12,8,41,32,5,3,1,38,12,12,0,26,23,3,29,13,16,15,1,46,15,21,3,2,1,3,1,43,3,4,23,13,0,44,41,3,26
N00002650,233,3,1,2,1,0,1,0,21,9,5,3,1,0,8,4,21,12,6,3,0,18,1,1,0,17,17,0,20,12,8,7,1,57,14,27,7,6,2,1,0,50,5,9,15,21,0,25,9,16,18
N00002651,326,28,5,23,14,7,2,0,86,47,41,4,1,1,24,15,58,33,16,8,1,28,6,6,0,22,22,0,23,10,13,12,1,46,17,18,0,7,0,3,1,28,3,1,10,13,1,7,5,2,22
N00002652,215,5,1,4,3,1,0,0,20,8,8,0,0,0,6,6,16,10,3,3,0,20,5,4,1,15,15,0,17,11,6,1,5,51,10,33,2,5,0,1,0,48,6,4,14,24,0,22,9,13,16
N00002653,311,19,2,17,9,6,1,1,76,53,50,2,1,0,14,9,46,33,8,5,0,29,7,7,0,22,21,1,17,11,6,6,0,49,15,30,0,2,0,1,1,39,5,5,10,18,1,18,9,9,18
N00002654,237,12,2,10,7,3,0,0,35,28,27,1,0,0,6,1,45,13,26,5,1,12,2,2,0,10,10,0,18,15,3,3,0,38,9,25,1,1,0,1,1,25,5,1,9,10,0,34,25,9,18
N00002655,225,5,2,3,2,0,1,0,25,19,18,1,0,0,2,4,20,16,1,3,0,14,1,1,0,13,12,1,18,8,10,10,0,44,16,20,4,1,2,0,1,44,8,2,8,26,0,35,21,14,20
N00002656,472,23,4,19,10,6,2,1,88,50,43,6,0,1,25,13,53,35,11,5,2,51,12,12,0,39,38,1,29,19,10,10,0,83,23,51,2,4,2,1,0,61,9,3,17,32,0,50,34,16,34
N00002657,257,6,2,4,2,2,0,0,38,23,21,2,0,0,10,5,26,15,5,3,3,18,2,2,0,16,15,1,21,12,9,8,1,54,10,34,1,7,1,1,0,45,5,4,19,16,1,20,15,5,29
N00002658,291,10,1,9,4,5,0,0,36,21,16,3,2,0,11,4,32,19,6,6,1,20,0,0,0,20,19,1,18,10,8,7,1,53,15,26,0,6,1,2,3,54,9,2,11,32,0,41,31,10,27
N00002659,234,3,0,3,1,2,0,0,23,10,10,0,0,0,9,4,19,14,5,0,0,12,3,3,0,9,9,0,15,9,6,4,2,39,18,16,0,3,0,1,1,55,6,5,16,28,0,41,29,12,27
N00002660,286,16,2,14,8,3,2,1,62,39,35,3,1,0,5,18,44,34,4,4,2,33,12,11,1,21,18,3,26,11,15,15,0,44,10,25,2,3,2,2,0,20,3,1,7,9,0,11,4,7,30
N00002661,362,14,3,11,7,3,1,0,31,22,18,2,1,1,8,1,51,36,10,4,1,34,7,7,0,27,27,0,25,9,16,11,5,79,24,39,5,7,1,2,1,64,6,7,15,35,1,39,31,8,25
N00002662,271,14,5,9,8,1,0,0,48,29,22,3,3,1,7,12,36,26,6,3,1,25,9,9,0,16,16,0,33,17,16,12,4,41,19,14,2,4,0,1,1,37,5,2,17,13,0,19,9,10,18
N00002663,244,8,1,7,5,2,0,0,48,33,27,3,3,0,9,6,38,29,6,2,1,26,2,2,0,24,23,1,19,11,8,6,2,37,13,17,2,3,0,0,2,34,3,4,14,13,0,14,6,8,20
N00002664,218,6,1,5,4,1,0,0,20,11,10,1,0,0,8,1,29,18,6,5,0,25,5,5,0,20,20,0,9,3,6,6,0,50,13,26,4,5,1,1,0,41,9,4,14,14,0,23,16,7,15
N00002665,215,13,1,12,6,4,2,0,28,14,14,0,0,0,5,9,31,24,4,1,2,27,6,6,0,21,21,0,19,9,10,9,1,36,11,20,0,4,0,1,0,42,4,6,17,15,0,5,3,2,14
N00002666,200,17,4,13,6,2,5,0,36,21,18,0,2,1,6,9,35,22,6,4,3,28,6,6,0,22,22,0,10,3,7,6,1,26,8,16,0,2,0,0,0,24,2,4,7,10,1,8,6,2,16
N00002667,571,17,4,13,7,5,1,0,75,44,40,4,0,0,14,17,49,36,10,3,0,55,17,17,0,38,35,3,51,30,21,18,3,91,19,50,2,14,0,5,1,111,26,5,35,43,2,70,44,26,52
N00002668,217,10,1,9,6,2,1,0,45,29,19,4,3,3,7,9,19,12,7,0,0,29,9,9,0,20,18,2,15,7,8,7,1,34,15,10,3,2,0,1,3,29,7,3,9,10,0,11,10,1,25
N00002669,376,24,11,13,7,5,1,0,67,38,33,1,2,2,17,12,60,41,15,3,1,72,17,17,0,55,48,7,25,16,9,7,2,33,10,13,0,3,2,3,2,51,11,3,20,17,0,21,13,8,23
N00002670,1256,75,15,60,37,15,8,0,243,159,137,10,9,3,43,41,131,91,30,8,2,163,40,40,0,123,119,4,68,37,31,30,1,193,61,86,9,20,4,11,2,157,33,18,50,54,2,84,63,21,142
N00002671,1000,37,8,29,18,11,0,0,212,132,123,7,2,0,51,29,146,90,35,18,3,98,20,19,1,78,77,1,70,45,25,21,4,144,50,73,2,5,0,9,5,112,19,5,33,55,0,64,44,20,117
N00002672,223,1,1,0,0,0,0,0,31,18,14,1,3,0,7,6,13,9,3,1,0,15,5,5,0,10,9,1,7,5,2,2,0,55,21,24,1,8,0,1,0,33,5,4,11,13,0,45,33,12,23
N00002673,914,27,4,23,12,4,7,0,173,105,89,6,10,0,42,26,109,64,19,23,3,91,26,24,2,65,61,4,60,39,21,16,5,144,45,65,5,14,0,12,3,135,19,14,47,55,0,97,77,20,78
N00002674,216,3,0,3,1,2,0,0,29,14,13,0,1,0,8,7,13,8,4,1,0,13,1,1,0,12,12,0,14,11,3,2,1,39,12,19,1,2,1,2,2,60,6,3,16,34,1,25,21,4,20
N00002675,289,23,3,20,9,8,3,0,66,45,40,4,1,0,13,8,42,31,5,3,3,37,12,10,2,25,20,5,13,7,6,5,1,42,11,19,3,0,2,1,6,26,1,1,18,6,0,10,8,2,30
N00002676,545,31,2,29,21,4,4,0,102,62,48,7,5,2,18,22,74,49,10,15,0,66,22,20,2,44,42,2,42,19,23,21,2,87,24,35,2,13,7,4,2,70,11,7,25,27,0,29,17,12,44
N00002677,310,24,5,19,13,3,3,0,63,38,35,1,2,0,13,12,40,29,6,4,1,60,16,14,2,44,33,11,16,9,7,6,1,31,8,12,2,1,2,4,2,31,3,6,11,9,2,10,7,3,35
N00002678,273,17,4,13,9,0,4,0,56,33,30,0,2,1,16,7,31,20,7,1,3,38,14,14,0,24,24,0,16,10,6,6,0,43,15,18,0,6,1,2,1,32,6,4,11,9,2,11,9,2,29
N00002679,373,21,4,17,6,8,2,1,82,53,44,7,1,1,20,9,52,31,13,6,2,29,9,9,0,20,18,2,30,21,9,7,2,45,12,19,4,6,1,3,0,52,9,8,18,17,0,26,17,9,36
N00002680,319,43,6,37,16,10,11,0,80,58,49,4,5,0,12,10,28,20,5,3,0,46,17,17,0,29,22,7,13,3,10,10,0,38,17,12,3,4,1,1,0,18,4,1,9,4,0,9,7,2,44
N00002681,308,39,10,29,19,3,6,1,76,57,47,4,6,0,12,7,29,21,5,2,1,63,16,12,4,47,39,8,18,7,11,9,2,26,10,8,4,3,0,1,0,24,5,1,11,7,0,12,7,5,21
N00002682,332,36,8,28,18,9,1,0,83,48,39,6,2,1,20,15,54,36,10,5,3,36,13,11,2,23,20,3,18,7,11,10,1,36,11,13,0,6,1,3,2,19,6,1,8,4,0,7,7,0,43
N00002683,293,24,4,20,11,5,4,0,59,31,23,3,2,3,15,13,36,23,10,3,0,66,14,14,0,52,40,12,18,9,9,6,3,30,4,7,2,5,3,6,3,26,6,2,13,5,0,2,2,0,32
N00002684,328,43,6,37,31,6,0,0,96,67,61,3,3,0,12,17,36,27,8,1,0,49,13,12,1,36,26,10,15,11,4,4,0,31,5,10,4,7,0,4,1,24,3,3,7,11,0,11,7,4,23
N00002685,287,23,4,19,10,5,4,0,58,38,28,3,5,2,8,12,53,36,13,2,2,64,17,13,4,47,34,13,16,9,7,7,0,25,2,12,1,3,2,3,2,12,1,1,5,5,0,2,0,2,34
N00002686,255,33,8,25,16,3,5,1,71,50,36,3,10,1,14,7,25,17,5,3,0,45,20,17,3,25,18,7,13,4,9,8,1,27,8,12,3,1,0,2,1,16,3,0,5,8,0,8,5,3,17
N00002687,220,19,2,17,8,4,5,0,31,21,17,2,2,0,7,3,28,21,5,1,1,40,10,10,0,30,25,5,8,6,2,2,0,29,5,15,2,4,0,1,2,33,4,6,12,11,0,14,3,11,18
N00002688,265,28,4,24,16,4,4,0,49,34,32,0,0,2,9,6,36,31,4,0,1,59,16,12,4,43,27,16,12,5,7,5,2,27,5,13,1,2,3,1,2,26,2,1,11,9,3,6,4,2,22
N00002689,222,6,2,4,2,2,0,0,18,13,11,1,0,1,1,4,24,18,2,3,1,13,4,4,0,9,9,0,32,15,17,15,2,39,6,15,3,10,1,3,1,57,6,8,15,28,0,19,10,9,14
N00002690,175,19,2,17,9,3,5,0,31,24,19,0,4,1,4,3,18,11,3,1,3,19,10,10,0,9,8,1,11,7,4,3,1,20,8,8,1,0,0,3,0,17,8,3,1,5,0,25,23,2,15
N00002691,238,15,4,11,7,4,0,0,64,46,40,3,1,2,10,8,23,18,4,1,0,25,14,13,1,11,9,2,16,9,7,6,1,35,11,19,1,0,0,3,1,21,2,4,8,7,0,14,10,4,25
N00002692,211,23,6,17,10,2,5,0,60,45,38,1,5,1,7,8,16,12,4,0,0,26,5,5,0,21,21,0,16,10,6,4,2,24,9,7,2,4,0,1,1,20,2,0,10,8,0,11,6,5,15
N00002693,213,8,2,6,4,1,1,0,45,32,25,3,4,0,9,4,20,18,1,1,0,18,7,6,1,11,10,1,20,12,8,8,0,24,8,12,2,0,1,1,0,24,4,4,7,9,0,34,26,8,20
N00002694,242,18,2,16,11,3,2,0,76,54,46,4,3,1,14,8,38,30,3,4,1,16,6,6,0,10,9,1,15,9,6,5,1,25,6,10,2,1,1,5,0,26,6,2,10,7,1,6,3,3,22
N00002695,312,34,7,27,11,6,10,0,74,56,49,3,3,1,11,7,37,29,4,2,2,38,11,11,0,27,27,0,24,15,9,8,1,28,8,16,1,3,0,0,0,20,6,3,7,4,0,13,6,7,44
N00002696,223,19,3,16,10,6,0,0,49,33,28,3,1,1,10,6,31,24,6,0,1,26,6,6,0,20,20,0,23,13,10,9,1,26,6,14,1,3,0,1,1,16,5,2,6,3,0,7,4,3,26
