ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS103NI0001","Count","PERSONS","All usual residents"
"QS103NI0002","Count","PERSONS","Age 0 years"
"QS103NI0003","Count","PERSONS","Age 1 year"
"QS103NI0004","Count","PERSONS","Age 2 years"
"QS103NI0005","Count","PERSONS","Age 3 years"
"QS103NI0006","Count","PERSONS","Age 4 years"
"QS103NI0007","Count","PERSONS","Age 5 years"
"QS103NI0008","Count","PERSONS","Age 6 years"
"QS103NI0009","Count","PERSONS","Age 7 years"
"QS103NI0010","Count","PERSONS","Age 8 years"
"QS103NI0011","Count","PERSONS","Age 9 years"
"QS103NI0012","Count","PERSONS","Age 10 years"
"QS103NI0013","Count","PERSONS","Age 11 years"
"QS103NI0014","Count","PERSONS","Age 12 years"
"QS103NI0015","Count","PERSONS","Age 13 years"
"QS103NI0016","Count","PERSONS","Age 14 years"
"QS103NI0017","Count","PERSONS","Age 15 years"
"QS103NI0018","Count","PERSONS","Age 16 years"
"QS103NI0019","Count","PERSONS","Age 17 years"
"QS103NI0020","Count","PERSONS","Age 18 years"
"QS103NI0021","Count","PERSONS","Age 19 years"
"QS103NI0022","Count","PERSONS","Age 20 years"
"QS103NI0023","Count","PERSONS","Age 21 years"
"QS103NI0024","Count","PERSONS","Age 22 years"
"QS103NI0025","Count","PERSONS","Age 23 years"
"QS103NI0026","Count","PERSONS","Age 24 years"
"QS103NI0027","Count","PERSONS","Age 25 years"
"QS103NI0028","Count","PERSONS","Age 26 years"
"QS103NI0029","Count","PERSONS","Age 27 years"
"QS103NI0030","Count","PERSONS","Age 28 years"
"QS103NI0031","Count","PERSONS","Age 29 years"
"QS103NI0032","Count","PERSONS","Age 30 years"
"QS103NI0033","Count","PERSONS","Age 31 years"
"QS103NI0034","Count","PERSONS","Age 32 years"
"QS103NI0035","Count","PERSONS","Age 33 years"
"QS103NI0036","Count","PERSONS","Age 34 years"
"QS103NI0037","Count","PERSONS","Age 35 years"
"QS103NI0038","Count","PERSONS","Age 36 years"
"QS103NI0039","Count","PERSONS","Age 37 years"
"QS103NI0040","Count","PERSONS","Age 38 years"
"QS103NI0041","Count","PERSONS","Age 39 years"
"QS103NI0042","Count","PERSONS","Age 40 years"
"QS103NI0043","Count","PERSONS","Age 41 years"
"QS103NI0044","Count","PERSONS","Age 42 years"
"QS103NI0045","Count","PERSONS","Age 43 years"
"QS103NI0046","Count","PERSONS","Age 44 years"
"QS103NI0047","Count","PERSONS","Age 45 years"
"QS103NI0048","Count","PERSONS","Age 46 years"
"QS103NI0049","Count","PERSONS","Age 47 years"
"QS103NI0050","Count","PERSONS","Age 48 years"
"QS103NI0051","Count","PERSONS","Age 49 years"
"QS103NI0052","Count","PERSONS","Age 50 years"
"QS103NI0053","Count","PERSONS","Age 51 years"
"QS103NI0054","Count","PERSONS","Age 52 years"
"QS103NI0055","Count","PERSONS","Age 53 years"
"QS103NI0056","Count","PERSONS","Age 54 years"
"QS103NI0057","Count","PERSONS","Age 55 years"
"QS103NI0058","Count","PERSONS","Age 56 years"
"QS103NI0059","Count","PERSONS","Age 57 years"
"QS103NI0060","Count","PERSONS","Age 58 years"
"QS103NI0061","Count","PERSONS","Age 59 years"
"QS103NI0062","Count","PERSONS","Age 60 years"
"QS103NI0063","Count","PERSONS","Age 61 years"
"QS103NI0064","Count","PERSONS","Age 62 years"
"QS103NI0065","Count","PERSONS","Age 63 years"
"QS103NI0066","Count","PERSONS","Age 64 years"
"QS103NI0067","Count","PERSONS","Age 65 years"
"QS103NI0068","Count","PERSONS","Age 66 years"
"QS103NI0069","Count","PERSONS","Age 67 years"
"QS103NI0070","Count","PERSONS","Age 68 years"
"QS103NI0071","Count","PERSONS","Age 69 years"
"QS103NI0072","Count","PERSONS","Age 70 years"
"QS103NI0073","Count","PERSONS","Age 71 years"
"QS103NI0074","Count","PERSONS","Age 72 years"
"QS103NI0075","Count","PERSONS","Age 73 years"
"QS103NI0076","Count","PERSONS","Age 74 years"
"QS103NI0077","Count","PERSONS","Age 75 years"
"QS103NI0078","Count","PERSONS","Age 76 years"
"QS103NI0079","Count","PERSONS","Age 77 years"
"QS103NI0080","Count","PERSONS","Age 78 years"
"QS103NI0081","Count","PERSONS","Age 79 years"
"QS103NI0082","Count","PERSONS","Age 80 years"
"QS103NI0083","Count","PERSONS","Age 81 years"
"QS103NI0084","Count","PERSONS","Age 82 years"
"QS103NI0085","Count","PERSONS","Age 83 years"
"QS103NI0086","Count","PERSONS","Age 84 years"
"QS103NI0087","Count","PERSONS","Age 85 years"
"QS103NI0088","Count","PERSONS","Age 86 years"
"QS103NI0089","Count","PERSONS","Age 87 years"
"QS103NI0090","Count","PERSONS","Age 88 years"
"QS103NI0091","Count","PERSONS","Age 89 years"
"QS103NI0092","Count","PERSONS","Age 90 years"
"QS103NI0093","Count","PERSONS","Age 91 years"
"QS103NI0094","Count","PERSONS","Age 92 years"
"QS103NI0095","Count","PERSONS","Age 93 years"
"QS103NI0096","Count","PERSONS","Age 94 years"
"QS103NI0097","Count","PERSONS","Age 95 years"
"QS103NI0098","Count","PERSONS","Age 96 years"
"QS103NI0099","Count","PERSONS","Age 97 years"
"QS103NI0100","Count","PERSONS","Age 98 years"
"QS103NI0101","Count","PERSONS","Age 99 years"
"QS103NI0102","Count","PERSONS","Age 100+ years"
