GeographyCode,QS115NI0001,QS115NI0002,QS115NI0003,QS115NI0004,QS115NI0005,QS115NI0006,QS115NI0007,QS115NI0008,QS115NI0009,QS115NI0010,QS115NI0011,QS115NI0012
N00000001,282,88,49,11,9,56,25,3,34,7,0,370
N00000002,95,49,4,5,8,8,6,3,8,4,0,90
N00000003,67,37,1,2,4,0,5,4,2,10,2,68
N00000004,166,77,8,3,19,7,16,15,11,8,2,182
N00000005,105,51,4,2,12,8,9,6,7,6,0,108
N00000006,65,32,7,4,4,2,6,3,4,2,1,59
N00000007,72,43,3,2,3,3,8,4,2,4,0,58
N00000008,82,51,6,3,7,5,6,1,2,0,1,49
N00000009,214,104,26,10,21,20,16,2,6,9,0,180
N00000010,67,40,3,2,4,3,4,3,6,2,0,54
N00000011,79,52,6,2,4,3,4,2,2,4,0,49
N00000012,75,50,4,2,3,3,6,2,2,2,1,48
N00000013,69,42,5,3,5,6,1,2,2,3,0,48
N00000014,138,81,17,6,12,7,7,2,4,2,0,86
N00000015,61,40,1,3,6,1,6,1,1,2,0,37
N00000016,58,37,1,3,6,3,4,2,1,1,0,36
N00000017,91,37,8,7,9,8,9,3,6,4,0,97
N00000018,67,35,6,1,7,7,6,2,3,0,0,56
N00000019,76,48,6,3,5,3,3,2,4,2,0,53
N00000020,64,25,8,6,5,9,3,1,5,2,0,66
N00000021,75,43,5,2,7,5,6,0,3,3,1,59
N00000022,72,37,8,0,10,5,3,4,1,4,0,58
N00000023,66,41,5,2,8,2,3,2,2,0,1,38
N00000024,153,75,10,7,9,9,12,10,8,12,1,159
N00000025,129,73,6,5,16,2,12,6,2,5,2,97
N00000026,130,69,6,2,19,13,7,5,6,1,2,105
N00000027,141,66,14,5,7,14,6,5,13,7,4,158
N00000028,64,31,0,1,12,1,9,4,2,4,0,62
N00000029,115,66,5,1,9,5,15,3,4,6,1,95
N00000030,103,66,3,1,7,6,5,3,7,3,2,79
N00000031,178,85,12,5,8,12,15,11,15,14,1,211
N00000032,103,49,4,3,11,5,11,5,8,6,1,107
N00000033,136,74,3,2,14,10,7,5,11,8,2,134
N00000034,130,70,11,4,9,7,10,4,13,1,1,112
N00000035,78,38,11,8,10,6,1,0,2,2,0,58
N00000036,99,55,5,5,12,10,3,3,4,2,0,74
N00000037,80,49,7,1,5,5,3,3,3,4,0,57
N00000038,114,56,5,5,13,6,5,4,6,13,1,118
N00000039,333,116,28,17,30,39,32,21,25,23,2,426
N00000040,73,35,6,4,7,6,3,5,4,2,1,66
N00000041,119,36,8,3,18,9,14,10,10,11,0,160
N00000042,109,50,6,4,18,6,9,2,9,4,1,113
N00000043,309,89,21,14,25,34,42,21,37,25,1,460
N00000044,78,33,6,1,4,5,5,7,4,12,1,107
N00000045,153,75,13,6,10,8,19,6,8,8,0,144
N00000046,109,68,2,1,4,4,7,7,10,5,1,94
N00000047,109,73,4,2,6,4,10,3,5,2,0,68
N00000048,88,45,6,6,7,9,5,3,2,5,0,77
N00000049,69,38,8,3,6,6,3,1,2,2,0,49
N00000050,91,58,2,3,11,6,5,4,1,1,0,52
N00000051,88,42,9,7,6,6,9,2,4,3,0,84
N00000052,80,40,7,3,6,9,2,4,3,6,0,75
N00000053,68,27,13,5,9,4,3,1,1,3,2,64
N00000054,80,36,7,3,9,12,4,2,4,2,1,77
N00000055,73,48,3,2,6,1,4,2,5,2,0,46
N00000056,83,56,6,6,1,4,3,1,4,2,0,47
N00000057,74,28,7,4,11,8,2,1,10,2,1,87
N00000058,72,25,13,6,5,9,7,2,3,2,0,76
N00000059,66,31,7,6,5,5,6,3,1,2,0,55
N00000060,111,55,14,6,8,8,7,3,6,4,0,94
N00000061,85,61,6,1,5,2,2,1,3,4,0,43
N00000062,112,78,6,1,6,3,6,3,2,5,2,66
N00000063,104,49,17,4,13,3,5,4,2,6,1,89
N00000064,67,32,8,1,4,5,9,2,1,5,0,68
N00000065,131,92,7,3,7,2,9,4,2,4,1,71
N00000066,92,67,6,3,6,2,4,1,2,1,0,39
N00000067,94,45,9,5,9,9,6,4,4,3,0,83
N00000068,111,58,2,2,14,8,12,7,5,2,1,98
N00000069,94,38,12,6,5,12,3,5,5,7,1,108
N00000070,80,61,2,3,3,1,2,3,1,2,2,36
N00000071,72,52,5,3,4,5,2,0,1,0,0,29
N00000072,503,212,45,36,36,48,56,24,26,16,4,519
N00000073,113,71,15,9,6,5,4,1,1,1,0,56
N00000074,300,126,41,10,19,43,31,8,13,7,2,306
N00000075,87,48,7,5,9,3,7,4,3,1,0,61
N00000076,99,42,11,4,12,8,6,5,7,4,0,101
N00000077,79,46,5,1,6,2,7,6,3,3,0,61
N00000078,135,45,13,10,7,14,22,6,13,4,1,171
N00000079,156,60,11,6,26,10,14,9,8,10,2,170
N00000080,125,62,6,2,12,13,13,7,2,7,1,117
N00000081,90,47,4,6,9,6,7,2,3,3,3,76
N00000082,98,58,3,3,8,2,11,5,2,6,0,76
N00000083,184,93,7,4,20,7,17,14,8,11,3,176
N00000084,137,74,7,6,10,9,7,7,6,8,3,121
N00000085,103,50,12,4,8,8,5,2,7,5,2,98
N00000086,106,42,6,7,13,11,8,8,10,1,0,117
N00000087,254,124,15,6,22,23,17,14,15,16,2,264
N00000088,55,37,2,4,6,1,2,3,0,0,0,24
N00000089,135,56,12,6,13,12,12,7,12,5,0,148
N00000090,107,52,6,8,8,3,9,8,6,7,0,108
N00000091,138,63,16,11,10,10,10,2,11,5,0,133
N00000092,143,78,3,3,10,12,7,6,13,11,0,144
N00000093,111,63,7,6,8,4,2,5,6,8,2,100
N00000094,143,78,7,5,14,7,10,10,5,6,1,119
N00000095,120,60,3,7,12,8,6,3,10,9,2,136
N00000096,137,95,5,2,10,6,4,6,2,5,2,77
N00000097,245,99,26,9,24,30,23,13,14,7,0,257
N00000098,355,178,49,15,22,37,16,7,18,9,4,304
N00000099,80,45,7,6,4,2,9,2,3,2,0,62
N00000100,92,50,10,8,5,7,4,1,3,4,0,71
N00000101,78,17,21,8,12,10,1,3,3,3,0,90
