GeographyCode,QS404NI0001,QS404NI0002,QS404NI0003,QS404NI0004,QS404NI0005,QS404NI0006,QS404NI0007
N00000731,59,40,0,6,4,2,7
N00000732,7,5,0,0,0,2,0
N00000733,23,21,0,0,0,2,0
N00000734,14,9,0,0,3,1,1
N00000735,41,35,0,1,0,3,2
N00000736,41,29,0,6,2,1,3
N00000737,35,31,0,0,0,0,4
N00000738,37,36,0,1,0,0,0
N00000739,29,28,0,0,0,0,1
N00000740,41,39,0,0,0,0,2
N00000741,65,61,0,2,0,1,1
N00000742,38,33,0,1,0,1,3
N00000743,25,10,0,10,0,0,5
N00000744,41,29,1,4,0,3,4
N00000745,28,23,1,1,0,2,1
N00000746,97,32,0,30,17,2,16
N00000747,34,23,0,5,0,2,4
N00000748,41,33,0,0,0,4,4
N00000749,31,18,0,7,0,3,3
N00000750,36,26,0,2,0,7,1
N00000751,38,27,0,4,1,4,2
N00000752,30,22,1,3,0,2,2
N00000753,30,28,0,1,0,0,1
N00000754,16,9,0,0,4,2,1
N00000755,20,19,0,0,0,1,0
N00000756,44,32,0,6,0,3,3
N00000757,11,10,0,0,0,0,1
N00000758,28,19,0,4,0,0,5
N00000759,13,10,0,1,0,1,1
N00000760,43,28,0,12,0,1,2
N00000761,38,11,0,19,0,4,4
N00000762,46,20,0,17,0,2,7
N00000763,20,14,0,4,0,0,2
N00000764,14,12,0,1,0,0,1
N00000765,27,18,0,5,0,1,3
N00000766,173,91,0,29,20,14,19
N00000767,18,17,0,1,0,0,0
N00000768,47,25,0,9,4,3,6
N00000769,27,24,0,0,1,0,2
N00000770,23,23,0,0,0,0,0
N00000771,43,21,0,19,0,0,3
N00000772,36,33,0,0,0,2,1
N00000773,30,15,0,7,0,5,3
N00000774,104,68,0,18,2,5,11
N00000775,29,15,0,4,0,5,5
N00000776,31,17,0,10,0,3,1
N00000777,78,65,0,3,0,4,6
N00000778,35,32,0,0,0,2,1
N00000779,46,35,1,2,1,2,5
N00000780,35,32,0,0,0,1,2
N00000781,11,10,0,0,0,1,0
N00000782,29,25,0,0,0,1,3
N00000783,54,43,0,5,0,2,4
N00000784,38,35,0,0,0,1,2
N00000785,29,25,0,2,0,1,1
N00000786,35,32,0,2,0,1,0
N00000787,38,33,0,0,0,2,3
N00000788,35,32,0,1,0,1,1
N00000789,61,40,0,12,0,4,5
N00000790,53,46,0,1,0,3,3
N00000791,63,50,0,7,0,2,4
N00000792,25,23,0,0,0,0,2
N00000793,38,36,0,0,0,1,1
N00000794,47,40,0,4,0,2,1
N00000795,38,33,0,1,0,1,3
N00000796,30,23,0,3,0,2,2
N00000797,45,32,0,5,1,2,5
N00000798,45,36,0,2,0,3,4
N00000799,35,27,0,3,1,0,4
N00000800,43,41,0,0,0,1,1
N00000801,38,29,0,1,0,3,5
N00000802,32,28,0,1,0,1,2
N00000803,37,32,0,2,0,3,0
N00000804,43,40,0,0,0,2,1
N00000805,43,38,0,2,0,2,1
N00000806,44,22,0,16,0,3,3
N00000807,37,28,1,0,0,5,3
N00000808,58,24,0,7,18,5,4
N00000809,54,31,1,7,0,9,6
N00000810,39,31,0,2,0,3,3
N00000811,54,28,0,18,0,1,7
N00000812,37,24,0,10,0,2,1
N00000813,41,36,0,1,0,2,2
N00000814,49,40,0,8,0,1,0
N00000815,32,25,0,0,0,1,6
N00000816,68,43,0,2,15,6,2
N00000817,33,31,0,0,0,1,1
N00000818,27,23,0,2,0,1,1
N00000819,45,15,1,20,1,2,6
N00000820,26,16,0,5,0,4,1
N00000821,41,19,0,14,0,0,8
N00000822,49,18,0,21,0,2,8
N00000823,49,44,0,2,0,1,2
N00000824,38,21,0,0,6,10,1
N00000825,56,55,0,0,0,0,1
N00000826,36,25,0,8,3,0,0
N00000827,64,63,0,0,1,0,0
N00000828,26,15,0,0,6,5,0
N00000829,55,36,1,1,2,15,0
N00000830,65,7,0,4,50,0,4
N00000831,51,21,0,1,9,20,0
N00000832,34,23,0,4,2,2,3
N00000833,34,24,0,7,0,0,3
N00000834,59,44,1,0,4,10,0
N00000835,48,19,0,1,6,21,1
N00000836,40,30,0,7,1,2,0
N00000837,34,31,0,0,0,1,2
N00000838,35,28,0,5,0,2,0
N00000839,51,43,0,0,0,2,6
N00000840,51,49,0,1,0,1,0
N00000841,20,7,0,8,1,0,4
N00000842,45,21,1,14,1,3,5
N00000843,29,18,0,0,4,7,0
N00000844,20,12,0,1,0,4,3
N00000845,33,28,0,1,0,2,2
N00000846,30,22,0,5,0,3,0
N00000847,78,47,1,13,9,5,3
N00000848,35,26,0,7,0,2,0
N00000849,29,21,0,3,0,4,1
N00000850,24,18,0,0,0,5,1
N00000851,22,15,0,1,1,5,0
N00000852,134,20,0,60,38,1,15
N00000853,17,4,0,7,2,0,4
N00000854,56,9,1,38,2,1,5
N00000855,30,23,1,2,0,4,0
N00000856,29,25,0,0,0,3,1
N00000857,39,34,0,0,0,1,4
N00000858,25,17,0,0,3,5,0
N00000859,23,17,1,0,0,4,1
N00000860,30,28,0,1,1,0,0
N00000861,36,35,0,0,0,0,1
N00000862,112,79,0,5,18,8,2
N00000863,56,55,0,0,0,0,1
N00000864,29,27,0,0,2,0,0
N00000865,22,22,0,0,0,0,0
N00000866,24,12,1,2,5,3,1
N00000867,20,14,0,0,2,3,1
N00000868,23,23,0,0,0,0,0
N00000869,36,9,0,8,14,1,4
N00000870,32,25,0,0,0,3,4
N00000871,59,37,0,2,19,0,1
N00000872,51,37,0,11,0,0,3
N00000873,24,12,0,10,0,0,2
N00000874,51,16,0,18,9,6,2
N00000875,29,10,0,17,0,1,1
N00000876,53,8,0,8,31,2,4
N00000877,33,6,0,16,6,1,4
N00000878,37,3,0,21,6,1,6
N00000879,75,41,0,15,16,1,2
N00000880,33,17,0,11,1,1,3
N00000881,48,11,0,27,0,4,6
N00000882,43,11,0,26,0,0,6
N00000883,47,11,1,28,0,2,5
N00000884,19,5,2,8,0,1,3
N00000885,45,14,0,22,0,6,3
N00000886,18,9,0,1,0,8,0
N00000887,22,18,0,3,1,0,0
N00000888,15,10,0,1,1,1,2
N00000889,19,19,0,0,0,0,0
N00000890,24,14,0,6,1,2,1
N00000891,28,13,0,2,9,3,1
N00000892,18,16,0,1,0,1,0
N00000893,6,5,1,0,0,0,0
N00000894,20,18,0,0,0,1,1
N00000895,17,5,0,9,0,2,1
N00000896,19,13,0,4,0,1,1
N00000897,12,6,0,1,3,2,0
N00000898,14,12,0,1,0,1,0
N00000899,34,11,0,2,19,0,2
N00000900,17,4,0,7,3,2,1
N00000901,18,16,0,0,1,1,0
N00000902,18,12,0,2,0,2,2
N00000903,13,2,0,9,0,0,2
N00000904,19,10,0,0,5,3,1
N00000905,19,8,0,4,7,0,0
N00000906,39,37,0,0,0,0,2
N00000907,21,7,0,13,0,0,1
N00000908,34,23,0,7,3,1,0
N00000909,27,21,0,4,0,1,1
N00000910,23,15,0,3,2,2,1
N00000911,32,12,0,19,0,0,1
N00000912,21,7,0,12,0,0,2
N00000913,29,11,0,16,1,0,1
N00000914,33,29,0,2,0,1,1
N00000915,25,19,0,0,0,5,1
N00000916,33,30,0,0,0,3,0
N00000917,35,33,0,0,0,0,2
N00000918,29,26,0,1,0,2,0
N00000919,27,25,0,0,0,2,0
N00000920,27,19,0,6,0,1,1
N00000921,10,8,0,0,0,2,0
N00000922,45,40,0,4,0,0,1
N00000923,29,27,0,0,0,1,1
N00000924,28,20,0,3,0,3,2
N00000925,25,16,0,7,0,1,1
N00000926,31,28,0,0,0,1,2
N00000927,25,21,0,1,0,3,0
N00000928,47,42,0,2,0,2,1
N00000929,42,28,0,14,0,0,0
N00000930,35,29,0,4,0,2,0
N00000931,43,3,0,7,27,4,2
N00000932,33,26,0,2,2,3,0
N00000933,29,25,0,0,2,1,1
N00000934,22,19,0,2,0,0,1
N00000935,22,17,0,3,0,0,2
N00000936,36,13,0,19,2,0,2
N00000937,49,45,0,3,0,0,1
N00000938,9,4,0,0,2,1,2
N00000939,17,13,0,0,0,4,0
N00000940,20,10,0,5,0,4,1
N00000941,51,48,0,0,0,2,1
N00000942,49,46,0,0,0,2,1
N00000943,35,27,0,2,0,4,2
N00000944,21,12,0,6,0,0,3
N00000945,37,35,1,0,0,1,0
N00000946,48,21,0,23,0,1,3
N00000947,29,22,0,3,1,3,0
N00000948,15,11,0,0,0,4,0
N00000949,29,18,0,5,5,0,1
N00000950,26,21,0,3,1,0,1
N00000951,36,31,0,5,0,0,0
N00000952,20,5,0,11,0,1,3
N00000953,20,19,0,1,0,0,0
N00000954,32,7,0,23,0,0,2
N00000955,38,37,0,0,0,1,0
N00000956,24,21,0,0,1,1,1
N00000957,41,38,0,0,1,2,0
N00000958,50,33,0,0,7,9,1
N00000959,93,66,0,0,13,13,1
N00000960,37,33,0,0,0,3,1
N00000961,46,43,0,0,0,2,1
N00000962,25,6,0,18,0,0,1
N00000963,50,48,0,0,0,0,2
N00000964,43,40,0,1,0,1,1
N00000965,39,33,0,5,0,1,0
N00000966,44,43,0,0,0,1,0
N00000967,27,23,0,1,0,2,1
N00000968,11,10,0,0,1,0,0
N00000969,27,17,0,5,0,2,3
N00000970,53,14,0,15,20,1,3
N00000971,34,18,0,11,1,2,2
N00000972,23,9,0,10,1,0,3
N00000973,12,10,0,0,0,1,1
N00000974,36,7,0,15,10,0,4
N00000975,23,8,0,14,0,0,1
N00000976,14,2,0,12,0,0,0
N00000977,45,21,0,20,0,1,3
N00000978,22,11,0,6,0,3,2
N00000979,25,14,1,7,0,1,2
N00000980,20,17,0,0,0,3,0
N00000981,18,14,0,1,0,3,0
N00000982,18,17,0,0,0,1,0
N00000983,34,23,0,5,2,2,2
N00000984,20,14,0,3,0,3,0
N00000985,33,2,0,11,14,3,3
N00000986,14,8,0,6,0,0,0
N00000987,28,19,0,4,3,0,2
N00000988,17,3,0,9,0,3,2
N00000989,25,10,0,8,2,1,4
N00000990,18,12,0,4,0,2,0
N00000991,49,13,0,4,24,7,1
N00000992,40,28,1,2,4,3,2
N00000993,13,10,0,0,3,0,0
N00000994,107,42,0,16,39,8,2
N00000995,24,22,0,1,0,0,1
N00000996,24,22,1,0,1,0,0
N00000997,23,21,0,0,0,1,1
N00000998,26,24,0,1,0,1,0
N00000999,23,13,0,2,1,4,3
N00001000,40,39,0,1,0,0,0
N00001001,23,18,0,0,0,4,1
N00001002,79,61,0,5,2,10,1
N00001003,19,14,0,1,0,4,0
N00001004,26,23,0,0,0,2,1
N00001005,36,6,0,2,23,1,4
N00001006,3,2,0,0,0,0,1
N00001007,16,10,0,4,0,2,0
N00001008,3,1,0,0,1,1,0
N00001009,1,0,0,0,0,1,0
N00001010,11,8,0,1,1,1,0
N00001011,4,1,0,2,1,0,0
N00001012,12,3,0,3,2,4,0
N00001013,6,4,0,1,0,1,0
N00001014,9,6,0,0,0,3,0
N00001015,15,12,0,2,0,1,0
N00001016,2,1,0,1,0,0,0
N00001017,5,1,0,1,2,1,0
N00001018,14,12,0,0,0,2,0
N00001019,2,0,0,0,2,0,0
N00001020,14,5,0,3,3,3,0
N00001021,1,0,0,0,1,0,0
N00001022,9,0,0,1,4,4,0
N00001023,4,1,0,0,0,3,0
N00001024,3,1,1,0,0,1,0
N00001025,2,0,0,1,0,1,0
N00001026,2,0,0,0,0,2,0
N00001027,11,6,0,5,0,0,0
N00001028,36,5,0,13,18,0,0
N00001029,21,5,0,3,11,1,1
N00001030,26,11,0,9,4,2,0
N00001031,21,13,0,6,0,1,1
N00001032,37,23,0,8,0,2,4
N00001033,17,0,0,16,0,0,1
N00001034,30,29,0,0,0,1,0
N00001035,13,5,0,6,0,1,1
N00001036,69,19,0,11,24,11,4
N00001037,50,50,0,0,0,0,0
N00001038,66,55,0,9,0,0,2
N00001039,52,46,0,2,0,3,1
N00001040,39,22,0,10,0,0,7
N00001041,36,15,0,16,0,0,5
N00001042,98,51,0,37,0,2,8
N00001043,32,15,0,15,0,0,2
N00001044,33,23,0,7,0,0,3
N00001045,42,32,0,5,0,4,1
N00001046,34,33,0,1,0,0,0
N00001047,43,41,0,0,0,1,1
N00001048,51,45,0,0,0,4,2
N00001049,37,36,0,0,0,1,0
N00001050,37,35,0,0,0,0,2
N00001051,28,27,0,0,0,1,0
N00001052,18,10,0,3,0,3,2
N00001053,45,41,0,0,0,2,2
N00001054,35,33,0,0,0,0,2
N00001055,39,38,0,0,0,1,0
N00001056,24,22,0,0,0,1,1
N00001057,29,29,0,0,0,0,0
N00001058,48,47,0,0,0,1,0
N00001059,36,35,0,0,0,1,0
N00001060,40,37,0,0,0,2,1
N00001061,38,38,0,0,0,0,0
N00001062,31,25,0,5,0,1,0
N00001063,52,49,0,0,0,0,3
N00001064,99,93,0,0,1,3,2
N00001065,42,41,0,0,0,0,1
N00001066,30,28,0,0,0,2,0
N00001067,60,46,0,0,11,2,1
N00001068,40,34,0,1,3,2,0
N00001069,28,27,0,0,0,1,0
N00001070,59,55,0,0,2,1,1
N00001071,29,26,0,1,1,1,0
N00001072,62,56,2,0,3,0,1
N00001073,34,19,0,12,0,0,3
N00001074,60,58,0,2,0,0,0
N00001075,36,21,0,12,0,0,3
N00001076,60,37,0,17,0,1,5
N00001077,53,22,0,28,0,0,3
N00001078,32,29,0,0,0,3,0
N00001079,60,35,0,6,5,13,1
N00001080,37,30,0,1,2,3,1
N00001081,34,27,0,3,0,3,1
N00001082,29,20,0,2,2,4,1
N00001083,30,29,0,0,0,1,0
N00001084,39,22,0,0,12,4,1
N00001085,96,49,0,3,33,9,2
N00001086,36,33,0,1,0,2,0
N00001087,16,11,0,3,0,1,1
N00001088,30,29,0,0,0,1,0
N00001089,30,15,0,10,1,0,4
N00001090,35,13,0,14,2,0,6
N00001091,31,31,0,0,0,0,0
N00001092,28,19,0,2,4,3,0
N00001093,26,8,0,9,7,0,2
N00001094,24,19,0,1,0,4,0
N00001095,19,16,0,0,0,1,2
N00001096,30,29,1,0,0,0,0
N00001097,40,36,0,2,0,2,0
N00001098,54,29,0,2,20,2,1
N00001099,30,27,0,1,0,1,1
N00001100,42,41,0,1,0,0,0
N00001101,22,17,0,2,0,2,1
N00001102,81,23,0,41,7,4,6
N00001103,9,4,0,1,0,3,1
N00001104,49,35,0,13,0,0,1
N00001105,24,13,0,7,1,1,2
N00001106,28,13,0,11,0,3,1
N00001107,27,18,0,5,1,2,1
N00001108,24,17,1,3,0,3,0
N00001109,28,8,0,14,0,2,4
N00001110,26,20,0,4,1,0,1
N00001111,92,21,0,12,51,1,7
N00001112,28,23,0,3,2,0,0
N00001113,88,30,0,43,5,4,6
N00001114,19,19,0,0,0,0,0
N00001115,27,21,0,3,1,1,1
N00001116,46,24,0,17,0,1,4
N00001117,146,27,0,69,20,7,23
N00001118,37,25,0,2,1,5,4
N00001119,48,6,0,29,1,1,11
N00001120,49,11,0,23,4,3,8
N00001121,37,8,0,16,7,0,6
N00001122,60,12,0,3,29,5,11
N00001123,42,7,0,29,0,1,5
N00001124,45,11,0,12,14,3,5
N00001125,40,4,0,6,23,3,4
N00001126,15,0,0,12,1,1,1
N00001127,88,6,0,38,36,4,4
N00001128,27,8,0,16,1,0,2
N00001129,46,4,0,14,21,0,7
N00001130,21,5,0,14,0,2,0
N00001131,38,6,0,16,11,4,1
N00001132,35,6,0,21,1,1,6
N00001133,65,16,0,10,30,3,6
N00001134,29,21,0,2,0,4,2
N00001135,32,3,0,4,19,2,4
N00001136,57,18,0,11,23,3,2
N00001137,29,1,0,22,1,0,5
N00001138,37,1,0,28,0,0,8
N00001139,40,28,1,7,0,0,4
N00001140,28,4,0,23,0,1,0
N00001141,25,18,0,6,0,1,0
N00001142,47,16,0,25,3,0,3
N00001143,15,1,0,6,5,1,2
N00001144,30,3,0,20,2,1,4
N00001145,44,16,0,21,3,0,4
N00001146,54,13,0,30,0,1,10
N00001147,36,18,1,15,0,2,0
N00001148,30,11,0,14,0,0,5
N00001149,25,4,0,19,0,0,2
N00001150,21,6,0,9,5,1,0
N00001151,36,17,0,16,1,1,1
N00001152,28,10,0,16,1,0,1
N00001153,25,8,0,14,0,1,2
N00001154,26,11,0,11,0,2,2
N00001155,37,20,0,5,7,1,4
N00001156,162,59,0,54,35,4,10
N00001157,38,33,0,1,0,0,4
N00001158,52,48,0,0,1,1,2
N00001159,36,25,0,1,5,2,3
N00001160,60,23,0,8,27,1,1
N00001161,22,17,0,1,0,3,1
N00001162,26,20,0,0,0,5,1
N00001163,110,15,0,14,68,4,9
N00001164,20,16,0,0,1,2,1
N00001165,48,46,0,1,0,0,1
N00001166,75,66,0,4,0,2,3
N00001167,50,48,0,0,0,1,1
N00001168,26,13,0,12,0,0,1
N00001169,35,33,0,0,0,1,1
N00001170,30,25,0,4,1,0,0
N00001171,71,31,0,6,25,7,2
N00001172,31,31,0,0,0,0,0
N00001173,33,33,0,0,0,0,0
N00001174,34,32,0,0,0,1,1
N00001175,32,31,0,0,0,1,0
N00001176,50,48,0,1,0,0,1
N00001177,32,30,0,1,0,1,0
N00001178,44,43,0,0,0,1,0
N00001179,31,27,0,1,0,2,1
N00001180,40,21,0,13,0,3,3
N00001181,48,28,0,17,0,1,2
N00001182,28,28,0,0,0,0,0
N00001183,59,46,0,7,2,1,3
N00001184,39,38,0,0,0,1,0
N00001185,57,54,0,0,1,1,1
N00001186,41,40,0,0,0,1,0
N00001187,29,29,0,0,0,0,0
N00001188,168,99,0,30,28,6,5
N00001189,29,29,0,0,0,0,0
N00001190,32,29,0,0,0,2,1
N00001191,38,35,0,0,0,2,1
N00001192,31,29,0,1,0,1,0
N00001193,26,20,0,0,0,6,0
N00001194,35,34,0,0,0,0,1
N00001195,16,10,0,4,0,1,1
N00001196,57,55,0,0,0,1,1
N00001197,31,23,0,2,0,6,0
N00001198,30,30,0,0,0,0,0
N00001199,29,19,0,2,0,7,1
N00001200,32,19,0,2,9,1,1
N00001201,33,33,0,0,0,0,0
N00001202,20,6,0,10,1,2,1
N00001203,34,28,0,4,0,2,0
N00001204,149,80,0,20,41,1,7
N00001205,78,51,0,6,16,2,3
N00001206,20,12,0,7,0,1,0
N00001207,32,30,0,1,0,0,1
N00001208,39,27,0,6,0,4,2
N00001209,26,19,0,5,1,1,0
N00001210,40,36,0,2,0,0,2
N00001211,38,32,1,3,0,1,1
N00001212,42,31,0,9,0,1,1
N00001213,24,11,0,12,0,0,1
N00001214,36,26,0,8,0,2,0
N00001215,31,22,0,6,1,1,1
N00001216,5,4,0,1,0,0,0
N00001217,44,28,0,13,0,3,0
N00001218,29,29,0,0,0,0,0
N00001219,34,14,1,15,0,3,1
N00001220,26,12,1,9,0,2,2
N00001221,23,11,0,11,0,0,1
N00001222,19,8,0,9,0,1,1
N00001223,37,23,0,11,0,1,2
N00001224,33,25,0,1,0,7,0
N00001225,46,28,0,15,0,2,1
N00001226,29,22,0,1,1,5,0
N00001227,43,18,0,20,0,1,4
N00001228,28,9,0,8,9,1,1
N00001229,49,31,0,5,9,3,1
N00001230,41,40,0,1,0,0,0
N00001231,34,23,0,11,0,0,0
N00001232,6,4,0,2,0,0,0
N00001233,1,1,0,0,0,0,0
N00001234,17,8,0,8,0,1,0
N00001235,48,32,0,14,0,0,2
N00001236,17,11,0,5,0,0,1
N00001237,45,31,0,12,0,1,1
N00001238,27,20,0,6,0,1,0
N00001239,54,53,0,1,0,0,0
N00001240,70,53,0,10,1,2,4
N00001241,43,26,0,12,4,0,1
N00001242,27,23,0,3,0,0,1
N00001243,33,26,0,6,0,1,0
N00001244,40,21,0,16,0,1,2
N00001245,27,22,0,2,0,2,1
N00001246,50,45,0,0,0,4,1
N00001247,32,14,0,10,4,2,2
N00001248,23,23,0,0,0,0,0
N00001249,51,49,0,0,0,0,2
N00001250,16,15,0,1,0,0,0
N00001251,20,13,0,5,2,0,0
N00001252,35,29,0,6,0,0,0
N00001253,40,12,1,22,0,2,3
N00001254,32,30,0,0,0,2,0
N00001255,43,36,0,6,0,0,1
N00001256,41,40,0,0,0,0,1
N00001257,22,5,0,12,1,0,4
N00001258,26,7,0,14,0,1,4
N00001259,28,12,0,13,1,0,2
N00001260,21,11,0,9,0,0,1
N00001261,23,13,0,8,0,1,1
N00001262,34,27,0,6,0,1,0
N00001263,28,15,2,2,6,2,1
N00001264,10,5,0,2,1,1,1
N00001265,69,4,1,17,37,3,7
N00001266,15,1,0,4,7,0,3
N00001267,36,8,0,9,17,0,2
N00001268,60,8,0,31,14,3,4
N00001269,54,41,0,2,1,8,2
N00001270,43,20,0,3,16,3,1
N00001271,110,39,0,14,47,8,2
N00001272,35,22,0,0,0,12,1
N00001273,17,13,0,0,1,1,2
N00001274,42,29,2,6,0,2,3
N00001275,40,24,0,13,0,1,2
N00001276,31,20,0,10,0,0,1
N00001277,27,25,0,2,0,0,0
N00001278,28,27,0,0,0,1,0
N00001279,25,9,0,13,0,1,2
N00001280,47,14,0,21,0,0,12
N00001281,53,28,0,1,21,3,0
N00001282,43,29,0,1,7,5,1
N00001283,35,34,0,0,0,1,0
N00001284,29,26,0,0,0,2,1
N00001285,45,41,0,0,0,3,1
N00001286,53,51,0,0,0,0,2
N00001287,41,39,0,0,1,0,1
N00001288,44,43,0,0,0,0,1
N00001289,36,35,0,0,0,0,1
N00001290,37,34,0,1,0,1,1
N00001291,23,20,0,1,0,2,0
N00001292,18,10,0,4,1,3,0
N00001293,35,34,0,0,0,0,1
N00001294,56,55,0,0,0,0,1
N00001295,32,32,0,0,0,0,0
N00001296,40,24,1,9,2,0,4
N00001297,33,29,0,0,2,0,2
N00001298,21,10,1,10,0,0,0
N00001299,43,14,1,7,14,2,5
N00001300,49,48,0,0,1,0,0
N00001301,45,45,0,0,0,0,0
N00001302,23,9,0,8,4,1,1
N00001303,36,15,0,18,0,0,3
N00001304,54,51,0,2,0,0,1
N00001305,48,44,0,1,0,1,2
N00001306,15,4,0,6,1,0,4
N00001307,4,1,0,2,0,1,0
N00001308,64,34,0,4,22,2,2
N00001309,31,15,0,9,1,3,3
N00001310,37,33,0,0,2,1,1
N00001311,10,2,0,8,0,0,0
N00001312,30,7,0,19,0,1,3
N00001313,30,18,0,7,0,1,4
N00001314,19,9,0,8,1,0,1
N00001315,41,27,0,9,0,0,5
N00001316,75,25,0,21,16,8,5
N00001317,42,39,0,0,0,3,0
N00001318,30,23,0,2,1,1,3
N00001319,35,29,0,0,2,1,3
N00001320,40,38,0,0,0,1,1
N00001321,39,33,0,5,0,1,0
N00001322,36,15,0,8,9,3,1
N00001323,43,33,0,6,0,1,3
N00001324,43,41,0,1,0,1,0
N00001325,118,113,0,0,1,3,1
N00001326,45,45,0,0,0,0,0
N00001327,58,58,0,0,0,0,0
N00001328,103,89,0,3,6,5,0
N00001329,35,29,0,0,0,6,0
N00001330,36,32,0,0,0,4,0
N00001331,29,25,0,0,0,3,1
N00001332,8,7,0,0,0,1,0
N00001333,29,27,0,1,0,1,0
N00001334,54,48,0,1,0,5,0
N00001335,12,7,1,0,0,4,0
N00001336,31,26,0,0,1,4,0
N00001337,29,28,0,0,0,0,1
N00001338,43,35,0,6,0,0,2
N00001339,42,27,0,13,0,1,1
N00001340,120,55,1,38,17,3,6
N00001341,28,27,0,0,1,0,0
N00001342,30,29,0,0,0,0,1
N00001343,26,24,0,1,0,0,1
N00001344,35,34,0,0,0,1,0
N00001345,45,43,0,0,0,1,1
N00001346,87,83,1,0,1,1,1
N00001347,28,24,0,2,0,1,1
N00001348,19,19,0,0,0,0,0
N00001349,27,24,0,0,0,1,2
N00001350,119,48,0,39,17,6,9
N00001351,48,16,0,21,4,1,6
N00001352,28,7,0,14,2,2,3
N00001353,39,3,0,11,23,1,1
N00001354,90,37,0,44,0,0,9
N00001355,26,10,0,9,4,2,1
N00001356,32,9,1,20,0,0,2
N00001357,17,1,0,11,0,0,5
N00001358,30,16,0,10,0,2,2
N00001359,19,6,0,10,1,2,0
N00001360,15,8,1,0,3,1,2
N00001361,22,9,0,8,1,2,2
N00001362,33,5,0,23,2,1,2
N00001363,30,27,1,0,0,1,1
N00001364,65,35,0,4,21,3,2
N00001365,31,29,0,0,0,2,0
N00001366,30,30,0,0,0,0,0
N00001367,47,30,1,9,5,2,0
N00001368,38,36,0,0,1,0,1
N00001369,44,41,1,1,1,0,0
N00001370,82,33,0,8,36,4,1
N00001371,24,18,2,0,1,2,1
N00001372,63,62,0,0,0,1,0
N00001373,32,31,0,0,0,0,1
N00001374,32,29,0,1,0,1,1
N00001375,61,28,3,2,25,1,2
N00001376,23,18,0,1,0,1,3
N00001377,42,38,0,1,1,2,0
N00001378,24,23,0,0,0,1,0
N00001379,24,24,0,0,0,0,0
N00001380,19,16,0,0,0,3,0
N00001381,7,5,0,2,0,0,0
N00001382,30,26,0,0,0,3,1
N00001383,31,28,0,2,0,1,0
N00001384,25,24,0,0,0,0,1
N00001385,24,24,0,0,0,0,0
N00001386,42,36,0,0,0,4,2
N00001387,16,13,0,1,1,1,0
N00001388,42,29,1,6,0,3,3
N00001389,14,11,0,0,0,3,0
N00001390,22,20,0,0,0,1,1
N00001391,18,18,0,0,0,0,0
N00001392,23,8,2,2,9,0,2
N00001393,18,17,0,1,0,0,0
N00001394,21,16,0,0,1,4,0
N00001395,30,30,0,0,0,0,0
N00001396,25,15,0,1,0,8,1
N00001397,42,11,0,1,23,4,3
N00001398,26,21,0,0,1,4,0
N00001399,104,63,0,4,28,6,3
N00001400,45,43,0,0,1,1,0
N00001401,60,38,0,16,2,1,3
N00001402,40,36,0,2,0,1,1
N00001403,23,20,0,1,0,1,1
N00001404,76,36,0,1,22,13,4
N00001405,35,19,0,14,0,0,2
N00001406,35,20,1,7,0,2,5
N00001407,21,7,0,1,7,3,3
N00001408,33,30,0,1,1,1,0
N00001409,21,19,0,0,0,1,1
N00001410,31,30,0,0,0,0,1
N00001411,25,24,0,0,0,0,1
N00001412,49,10,0,4,32,1,2
N00001413,36,34,0,0,0,1,1
N00001414,28,28,0,0,0,0,0
N00001415,16,4,0,10,0,0,2
N00001416,57,16,0,16,14,2,9
N00001417,49,2,0,18,22,2,5
N00001418,36,18,0,13,0,2,3
N00001419,14,4,0,8,0,0,2
N00001420,30,3,0,24,0,0,3
N00001421,96,28,0,42,11,6,9
N00001422,33,4,0,9,17,0,3
N00001423,74,13,0,17,36,2,6
N00001424,30,5,0,18,0,1,6
N00001425,34,7,0,18,0,2,7
N00001426,41,4,0,23,8,0,6
N00001427,31,8,0,21,0,2,0
N00001428,35,10,0,17,0,4,4
N00001429,90,32,0,33,5,10,10
N00001430,38,6,0,26,3,0,3
N00001431,35,7,1,6,15,3,3
N00001432,31,1,0,16,9,0,5
N00001433,28,6,0,15,3,1,3
N00001434,46,3,0,10,22,3,8
N00001435,38,1,0,29,2,0,6
N00001436,23,2,0,8,7,1,5
N00001437,18,3,0,10,4,0,1
N00001438,42,8,0,26,2,0,6
N00001439,40,8,0,23,0,1,8
N00001440,64,7,0,32,14,0,11
N00001441,27,1,0,18,3,1,4
N00001442,14,6,0,7,0,0,1
N00001443,29,6,0,12,7,2,2
N00001444,44,6,0,15,17,1,5
N00001445,60,55,0,0,1,4,0
N00001446,59,56,1,0,0,1,1
N00001447,52,50,0,0,0,2,0
N00001448,32,30,0,0,0,1,1
N00001449,38,35,0,0,0,1,2
N00001450,58,57,0,0,0,1,0
N00001451,54,28,0,1,18,2,5
N00001452,44,44,0,0,0,0,0
N00001453,59,56,0,1,1,0,1
N00001454,40,40,0,0,0,0,0
N00001455,33,28,0,0,1,3,1
N00001456,39,38,0,0,0,1,0
N00001457,33,32,0,1,0,0,0
N00001458,28,25,0,1,1,0,1
N00001459,36,35,0,0,0,0,1
N00001460,71,53,0,14,0,1,3
N00001461,47,46,0,0,0,0,1
N00001462,48,47,0,0,0,0,1
N00001463,40,38,0,0,0,2,0
