GeographyCode,QS203NI0001,QS203NI0002,QS203NI0003,QS203NI0004,QS203NI0005,QS203NI0006,QS203NI0007,QS203NI0008,QS203NI0009,QS203NI0010,QS203NI0011,QS203NI0012,QS203NI0013
N00001131,510,475,3,0,17,0,0,3,0,9,1,1,1
N00001132,125,123,0,0,0,0,0,0,0,1,0,0,1
N00001133,316,309,4,0,0,0,0,1,0,0,0,1,1
N00001134,109,107,0,0,1,0,0,0,0,1,0,0,0
N00001135,94,92,0,0,0,0,0,1,0,1,0,0,0
N00001136,151,149,0,0,2,0,0,0,0,0,0,0,0
N00001137,135,133,0,0,0,0,0,0,1,0,0,1,0
N00001138,114,113,0,0,0,0,0,0,0,1,0,0,0
N00001139,210,201,2,0,5,0,0,0,0,2,0,0,0
N00001140,137,135,2,0,0,0,0,0,0,0,0,0,0
N00001141,92,90,1,0,1,0,0,0,0,0,0,0,0
N00001142,109,107,0,0,1,0,0,0,0,0,0,1,0
N00001143,60,60,0,0,0,0,0,0,0,0,0,0,0
N00001144,109,107,0,0,0,0,0,0,0,1,0,0,1
N00001145,137,137,0,0,0,0,0,0,0,0,0,0,0
N00001146,133,133,0,0,0,0,0,0,0,0,0,0,0
N00001147,127,122,0,0,0,0,0,1,0,1,0,3,0
N00001148,112,111,0,0,0,0,0,0,0,1,0,0,0
N00001149,130,129,0,0,0,0,0,1,0,0,0,0,0
N00001150,123,122,0,0,0,0,0,0,0,0,0,0,1
N00001151,154,153,0,0,0,0,0,0,0,0,0,0,1
N00001152,148,146,0,0,1,0,0,0,0,0,1,0,0
N00001153,136,134,0,0,0,0,0,1,0,0,0,1,0
N00001154,114,112,0,0,1,0,0,1,0,0,0,0,0
N00001155,324,266,7,0,44,0,0,5,0,0,0,0,2
N00001156,624,622,1,0,0,0,0,0,0,0,0,0,1
N00001157,113,110,0,0,0,0,0,0,1,1,0,1,0
N00001158,112,112,0,0,0,0,0,0,0,0,0,0,0
N00001159,136,133,0,0,0,0,0,0,1,2,0,0,0
N00001160,171,168,1,0,0,0,0,0,0,1,0,1,0
N00001161,117,115,1,0,0,0,0,0,0,1,0,0,0
N00001162,84,81,1,0,0,0,0,0,0,1,0,1,0
N00001163,185,185,0,0,0,0,0,0,0,0,0,0,0
N00001164,120,119,0,0,0,0,0,0,0,1,0,0,0
N00001165,129,127,0,0,0,0,0,1,0,0,0,1,0
N00001166,255,252,1,0,0,0,0,0,1,0,0,1,0
N00001167,125,124,0,0,0,1,0,0,0,0,0,0,0
N00001168,126,126,0,0,0,0,0,0,0,0,0,0,0
N00001169,119,117,0,0,2,0,0,0,0,0,0,0,0
N00001170,128,127,1,0,0,0,0,0,0,0,0,0,0
N00001171,179,174,0,0,2,1,0,0,0,0,0,0,2
N00001172,109,108,0,0,1,0,0,0,0,0,0,0,0
N00001173,109,102,3,0,3,1,0,0,0,0,0,0,0
N00001174,117,111,1,0,4,0,0,0,0,1,0,0,0
N00001175,113,104,5,0,4,0,0,0,0,0,0,0,0
N00001176,111,107,0,0,1,0,0,2,0,0,0,1,0
N00001177,116,106,2,0,4,1,0,3,0,0,0,0,0
N00001178,146,143,1,0,1,0,0,0,0,0,0,0,1
N00001179,112,112,0,0,0,0,0,0,0,0,0,0,0
N00001180,97,96,1,0,0,0,0,0,0,0,0,0,0
N00001181,112,111,0,0,1,0,0,0,0,0,0,0,0
N00001182,112,111,0,0,0,0,0,0,0,1,0,0,0
N00001183,202,186,5,0,8,0,0,2,0,0,0,0,1
N00001184,112,109,0,0,1,0,0,1,0,0,0,1,0
N00001185,130,123,2,0,3,0,0,2,0,0,0,0,0
N00001186,110,103,3,0,1,0,0,3,0,0,0,0,0
N00001187,122,115,2,0,4,0,0,1,0,0,0,0,0
N00001188,356,346,1,1,2,1,0,2,0,0,1,0,2
N00001189,116,114,0,0,1,0,0,1,0,0,0,0,0
N00001190,140,129,0,0,1,1,1,6,0,0,0,1,1
N00001191,120,120,0,0,0,0,0,0,0,0,0,0,0
N00001192,118,110,1,0,0,1,0,5,0,0,0,1,0
N00001193,117,115,0,0,0,0,1,1,0,0,0,0,0
N00001194,116,115,0,0,0,0,0,0,0,1,0,0,0
N00001195,95,87,1,0,0,0,0,7,0,0,0,0,0
N00001196,146,146,0,0,0,0,0,0,0,0,0,0,0
N00001197,129,123,0,1,0,0,0,2,0,2,0,0,1
N00001198,140,137,1,0,1,0,0,1,0,0,0,0,0
N00001199,101,97,1,0,1,1,0,0,1,0,0,0,0
N00001200,139,139,0,0,0,0,0,0,0,0,0,0,0
N00001201,112,109,1,0,1,0,0,1,0,0,0,0,0
N00001202,116,113,0,0,2,0,1,0,0,0,0,0,0
N00001203,120,119,0,1,0,0,0,0,0,0,0,0,0
N00001204,393,386,0,0,5,0,0,1,0,0,0,1,0
N00001205,239,235,0,0,3,0,0,1,0,0,0,0,0
N00001206,102,102,0,0,0,0,0,0,0,0,0,0,0
N00001207,125,125,0,0,0,0,0,0,0,0,0,0,0
N00001208,121,121,0,0,0,0,0,0,0,0,0,0,0
N00001209,114,114,0,0,0,0,0,0,0,0,0,0,0
N00001210,126,125,0,0,0,0,1,0,0,0,0,0,0
N00001211,128,127,0,0,0,0,0,0,0,0,0,0,1
N00001212,127,127,0,0,0,0,0,0,0,0,0,0,0
N00001213,130,130,0,0,0,0,0,0,0,0,0,0,0
N00001214,116,115,0,0,0,1,0,0,0,0,0,0,0
N00001215,104,104,0,0,0,0,0,0,0,0,0,0,0
N00001216,133,131,0,1,0,0,1,0,0,0,0,0,0
N00001217,160,159,0,0,0,0,0,0,0,0,0,0,1
N00001218,104,104,0,0,0,0,0,0,0,0,0,0,0
N00001219,136,135,0,0,1,0,0,0,0,0,0,0,0
N00001220,110,109,1,0,0,0,0,0,0,0,0,0,0
N00001221,124,122,0,0,0,1,0,0,0,0,0,0,1
N00001222,88,87,0,0,0,0,0,0,0,1,0,0,0
N00001223,126,125,0,0,0,0,0,0,0,1,0,0,0
N00001224,124,122,0,0,0,0,0,0,1,1,0,0,0
N00001225,127,126,0,0,0,0,0,1,0,0,0,0,0
N00001226,116,114,1,0,0,0,0,0,0,0,0,0,1
N00001227,110,110,0,0,0,0,0,0,0,0,0,0,0
N00001228,89,88,0,0,1,0,0,0,0,0,0,0,0
N00001229,119,118,0,0,0,0,0,0,0,1,0,0,0
N00001230,121,120,0,0,0,0,0,0,0,1,0,0,0
N00001231,130,129,0,0,0,0,0,1,0,0,0,0,0
N00001232,99,99,0,0,0,0,0,0,0,0,0,0,0
N00001233,122,122,0,0,0,0,0,0,0,0,0,0,0
N00001234,136,133,0,1,1,0,0,1,0,0,0,0,0
N00001235,353,350,0,0,0,0,0,2,0,0,1,0,0
N00001236,131,130,0,0,0,0,0,0,0,0,0,1,0
N00001237,123,123,0,0,0,0,0,0,0,0,0,0,0
N00001238,110,108,0,1,0,0,0,0,1,0,0,0,0
N00001239,117,117,0,0,0,0,0,0,0,0,0,0,0
N00001240,500,499,0,1,0,0,0,0,0,0,0,0,0
N00001241,133,133,0,0,0,0,0,0,0,0,0,0,0
N00001242,122,121,0,0,0,0,0,0,0,0,1,0,0
N00001243,123,123,0,0,0,0,0,0,0,0,0,0,0
N00001244,133,132,0,0,0,0,0,0,0,0,1,0,0
N00001245,135,133,0,1,0,0,0,1,0,0,0,0,0
N00001246,261,252,3,0,2,0,0,0,0,2,0,1,1
N00001247,115,114,1,0,0,0,0,0,0,0,0,0,0
N00001248,146,145,0,0,0,0,0,0,0,0,0,1,0
N00001249,152,151,0,0,0,0,0,0,0,0,0,0,1
N00001250,165,164,0,0,0,0,0,0,0,0,0,0,1
N00001251,122,116,0,0,0,0,0,5,0,0,0,0,1
N00001252,131,128,0,0,0,0,0,1,0,2,0,0,0
N00001253,115,112,0,0,0,0,0,3,0,0,0,0,0
N00001254,113,113,0,0,0,0,0,0,0,0,0,0,0
N00001255,123,122,0,0,0,0,0,1,0,0,0,0,0
N00001256,108,108,0,0,0,0,0,0,0,0,0,0,0
N00001257,110,109,0,0,0,0,0,1,0,0,0,0,0
N00001258,118,117,0,0,0,0,0,0,0,1,0,0,0
N00001259,129,126,0,0,0,0,0,3,0,0,0,0,0
N00001260,136,134,0,0,0,0,0,0,0,1,0,0,1
N00001261,116,116,0,0,0,0,0,0,0,0,0,0,0
N00001262,165,165,0,0,0,0,0,0,0,0,0,0,0
N00001263,138,135,2,0,0,0,0,0,0,0,1,0,0
N00001264,88,86,0,0,1,0,1,0,0,0,0,0,0
N00001265,461,399,2,1,52,2,0,2,0,3,0,0,0
N00001266,90,90,0,0,0,0,0,0,0,0,0,0,0
N00001267,152,149,0,0,1,0,0,1,0,0,0,1,0
N00001268,154,154,0,0,0,0,0,0,0,0,0,0,0
N00001269,271,256,2,0,6,1,0,0,0,3,0,3,0
N00001270,154,150,0,0,3,0,0,1,0,0,0,0,0
N00001271,696,668,3,0,12,0,1,5,0,6,0,1,0
N00001272,118,111,0,0,1,1,0,2,0,2,0,1,0
N00001273,108,105,1,0,2,0,0,0,0,0,0,0,0
N00001274,122,121,0,0,0,0,0,0,0,0,0,1,0
N00001275,107,107,0,0,0,0,0,0,0,0,0,0,0
N00001276,91,91,0,0,0,0,0,0,0,0,0,0,0
N00001277,108,105,1,0,0,0,1,1,0,0,0,0,0
N00001278,120,118,1,0,0,0,0,0,0,1,0,0,0
N00001279,98,97,0,0,1,0,0,0,0,0,0,0,0
N00001280,117,115,1,0,0,0,0,0,1,0,0,0,0
N00001281,132,131,1,0,0,0,0,0,0,0,0,0,0
N00001282,148,145,1,0,0,0,0,1,0,0,1,0,0
N00001283,129,128,0,0,0,0,0,1,0,0,0,0,0
N00001284,147,143,3,0,0,0,0,0,0,0,0,0,1
N00001285,139,138,0,0,0,0,0,0,0,0,0,0,1
N00001286,141,141,0,0,0,0,0,0,0,0,0,0,0
N00001287,124,123,0,0,0,0,0,0,1,0,0,0,0
N00001288,117,116,0,0,0,0,0,0,0,0,0,1,0
N00001289,120,119,0,0,0,0,0,0,0,0,0,0,1
N00001290,123,121,0,0,0,0,0,1,0,0,0,0,1
N00001291,118,117,0,0,0,0,0,0,0,1,0,0,0
N00001292,300,297,0,0,0,0,0,0,1,1,0,1,0
N00001293,128,128,0,0,0,0,0,0,0,0,0,0,0
N00001294,128,127,0,0,0,0,0,0,0,1,0,0,0
N00001295,119,119,0,0,0,0,0,0,0,0,0,0,0
N00001296,122,122,0,0,0,0,0,0,0,0,0,0,0
N00001297,130,127,0,0,2,0,0,1,0,0,0,0,0
N00001298,162,157,0,0,1,0,0,0,0,0,1,3,0
N00001299,135,135,0,0,0,0,0,0,0,0,0,0,0
N00001300,119,119,0,0,0,0,0,0,0,0,0,0,0
N00001301,132,131,0,0,1,0,0,0,0,0,0,0,0
N00001302,257,256,0,0,0,0,0,1,0,0,0,0,0
N00001303,133,131,0,0,1,0,0,1,0,0,0,0,0
N00001304,125,125,0,0,0,0,0,0,0,0,0,0,0
N00001305,119,118,0,0,0,0,0,1,0,0,0,0,0
N00001306,106,104,0,0,0,0,0,1,1,0,0,0,0
N00001307,130,130,0,0,0,0,0,0,0,0,0,0,0
N00001308,210,203,1,0,0,0,0,3,0,3,0,0,0
N00001309,153,150,0,0,1,0,0,1,0,0,0,1,0
N00001310,335,326,2,0,4,1,0,1,0,1,0,0,0
N00001311,120,114,0,0,0,0,0,1,0,5,0,0,0
N00001312,244,238,0,0,2,0,0,3,0,0,0,0,1
N00001313,195,179,0,0,5,0,0,9,0,0,0,2,0
N00001314,142,130,1,0,0,0,0,8,0,3,0,0,0
N00001315,114,114,0,0,0,0,0,0,0,0,0,0,0
N00001316,194,191,0,0,0,0,0,2,0,1,0,0,0
N00001317,115,114,0,0,0,0,0,1,0,0,0,0,0
N00001318,133,129,0,0,0,1,0,0,0,2,0,0,1
N00001319,118,117,0,0,1,0,0,0,0,0,0,0,0
N00001320,101,101,0,0,0,0,0,0,0,0,0,0,0
N00001321,108,106,0,1,0,0,0,0,0,0,0,1,0
N00001322,133,132,0,0,0,0,0,0,0,0,0,1,0
N00001323,121,120,0,0,0,0,0,0,0,0,0,1,0
N00001324,113,111,0,0,0,0,0,2,0,0,0,0,0
N00001325,491,475,3,1,6,0,0,2,0,0,0,1,3
N00001326,125,121,1,0,1,0,0,0,1,0,0,0,1
N00001327,121,120,0,0,0,0,0,0,0,0,0,0,1
N00001328,378,358,4,0,5,0,0,4,0,3,0,4,0
N00001329,116,113,2,0,0,0,0,0,0,0,0,1,0
N00001330,124,122,1,0,0,0,0,0,1,0,0,0,0
N00001331,116,116,0,0,0,0,0,0,0,0,0,0,0
N00001332,103,98,2,0,1,0,0,1,0,0,0,0,1
N00001333,131,127,2,0,1,0,0,1,0,0,0,0,0
N00001334,140,133,1,0,4,0,0,0,0,0,0,0,2
N00001335,121,116,2,0,1,0,0,1,0,0,1,0,0
N00001336,108,106,0,0,0,1,0,0,0,1,0,0,0
N00001337,121,118,0,0,1,0,0,2,0,0,0,0,0
N00001338,125,118,0,0,1,0,0,6,0,0,0,0,0
N00001339,147,134,0,0,2,0,0,9,0,1,0,0,1
N00001340,378,355,1,0,7,0,0,8,0,4,0,0,3
N00001341,110,109,0,0,0,0,0,0,0,1,0,0,0
N00001342,126,126,0,0,0,0,0,0,0,0,0,0,0
N00001343,104,103,0,0,0,0,0,0,0,1,0,0,0
N00001344,117,116,0,0,0,0,0,0,0,0,0,1,0
N00001345,96,95,0,0,0,0,0,0,0,1,0,0,0
N00001346,341,328,3,1,4,0,0,3,0,1,0,0,1
N00001347,208,203,0,1,1,1,0,1,0,0,0,0,1
N00001348,128,126,0,0,2,0,0,0,0,0,0,0,0
N00001349,119,114,1,1,1,0,0,1,0,0,0,0,1
N00001350,413,409,0,1,2,0,0,0,0,0,0,0,1
N00001351,173,171,1,0,0,0,0,0,1,0,0,0,0
N00001352,137,131,0,1,3,0,0,1,0,0,0,0,1
N00001353,144,143,0,0,1,0,0,0,0,0,0,0,0
N00001354,397,391,0,1,1,0,0,0,0,1,0,0,3
N00001355,124,122,0,0,2,0,0,0,0,0,0,0,0
N00001356,112,110,0,0,0,0,0,1,0,0,0,0,1
N00001357,98,98,0,0,0,0,0,0,0,0,0,0,0
N00001358,163,161,0,0,0,0,0,0,0,1,0,0,1
N00001359,120,118,0,0,1,0,0,0,0,1,0,0,0
N00001360,116,112,0,1,2,1,0,0,0,0,0,0,0
N00001361,113,111,1,0,0,0,0,0,0,1,0,0,0
N00001362,134,134,0,0,0,0,0,0,0,0,0,0,0
N00001363,119,119,0,0,0,0,0,0,0,0,0,0,0
N00001364,251,247,4,0,0,0,0,0,0,0,0,0,0
N00001365,174,173,1,0,0,0,0,0,0,0,0,0,0
N00001366,119,117,0,0,1,0,0,0,0,0,1,0,0
N00001367,164,162,2,0,0,0,0,0,0,0,0,0,0
N00001368,126,125,0,0,0,0,0,0,0,0,0,1,0
N00001369,165,164,0,0,0,1,0,0,0,0,0,0,0
N00001370,187,187,0,0,0,0,0,0,0,0,0,0,0
N00001371,111,111,0,0,0,0,0,0,0,0,0,0,0
N00001372,247,243,2,0,1,0,0,0,0,0,0,0,1
N00001373,114,114,0,0,0,0,0,0,0,0,0,0,0
N00001374,112,112,0,0,0,0,0,0,0,0,0,0,0
N00001375,165,164,0,0,0,0,0,0,0,0,0,0,1
N00001376,96,93,1,0,1,0,0,0,1,0,0,0,0
N00001377,115,115,0,0,0,0,0,0,0,0,0,0,0
N00001378,106,106,0,0,0,0,0,0,0,0,0,0,0
N00001379,110,110,0,0,0,0,0,0,0,0,0,0,0
N00001380,133,129,0,0,0,0,0,0,0,1,0,3,0
N00001381,182,175,1,0,1,0,1,0,0,1,0,0,3
N00001382,115,114,0,0,0,0,0,1,0,0,0,0,0
N00001383,100,100,0,0,0,0,0,0,0,0,0,0,0
N00001384,117,116,0,0,1,0,0,0,0,0,0,0,0
N00001385,132,130,0,0,0,0,0,1,0,0,0,1,0
N00001386,262,257,0,0,1,0,0,0,0,0,0,2,2
N00001387,130,125,1,0,1,0,0,0,0,0,0,1,2
N00001388,115,112,0,1,0,0,0,0,0,1,0,1,0
N00001389,98,96,0,0,1,0,0,0,1,0,0,0,0
N00001390,107,107,0,0,0,0,0,0,0,0,0,0,0
N00001391,107,105,0,0,1,0,0,0,0,1,0,0,0
N00001392,132,131,0,0,0,0,0,0,0,1,0,0,0
N00001393,142,140,0,0,0,0,0,0,0,1,0,1,0
N00001394,122,120,1,0,0,0,0,1,0,0,0,0,0
N00001395,123,120,1,0,1,0,0,0,0,0,0,1,0
N00001396,320,313,1,0,4,0,0,1,0,0,0,0,1
N00001397,119,117,0,0,0,0,0,0,0,1,0,1,0
N00001398,131,130,0,0,1,0,0,0,0,0,0,0,0
N00001399,363,356,4,0,1,0,0,2,0,0,0,0,0
N00001400,137,136,0,0,0,0,0,0,0,0,0,0,1
N00001401,442,418,15,1,3,0,0,4,0,1,0,0,0
N00001402,292,284,2,0,5,1,0,0,0,0,0,0,0
N00001403,135,130,3,0,1,0,0,0,0,0,0,0,1
N00001404,295,294,0,0,0,0,0,0,0,0,0,1,0
N00001405,114,113,1,0,0,0,0,0,0,0,0,0,0
N00001406,112,112,0,0,0,0,0,0,0,0,0,0,0
N00001407,121,119,0,0,1,0,0,0,0,0,0,1,0
N00001408,211,209,0,0,0,0,0,1,0,0,0,1,0
N00001409,111,110,0,0,0,0,0,0,0,0,0,0,1
N00001410,125,122,1,0,0,0,0,0,0,0,0,2,0
N00001411,123,122,1,0,0,0,0,0,0,0,0,0,0
N00001412,102,98,2,1,0,0,0,0,0,0,0,1,0
N00001413,120,118,1,0,1,0,0,0,0,0,0,0,0
N00001414,112,111,1,0,0,0,0,0,0,0,0,0,0
N00001415,115,114,1,0,0,0,0,0,0,0,0,0,0
N00001416,472,349,7,0,106,0,0,5,0,0,1,1,3
N00001417,148,146,0,0,0,0,0,0,0,1,0,0,1
N00001418,321,290,5,0,21,0,0,3,0,2,0,0,0
N00001419,116,110,0,0,4,0,0,0,0,2,0,0,0
N00001420,132,119,6,0,2,0,0,0,0,4,0,0,1
N00001421,708,631,28,0,21,0,0,18,0,0,0,8,2
N00001422,115,105,8,0,0,0,0,0,0,1,0,0,1
N00001423,209,171,37,0,0,0,0,1,0,0,0,0,0
N00001424,114,105,4,0,0,0,1,2,0,0,1,0,1
N00001425,124,112,11,0,0,0,0,0,0,1,0,0,0
N00001426,118,116,1,0,0,0,0,0,0,0,0,0,1
N00001427,123,123,0,0,0,0,0,0,0,0,0,0,0
N00001428,128,127,0,0,0,0,0,0,0,1,0,0,0
N00001429,544,488,14,0,12,0,2,14,0,5,0,3,6
N00001430,129,127,1,0,0,0,0,0,0,0,0,0,1
N00001431,136,136,0,0,0,0,0,0,0,0,0,0,0
N00001432,138,138,0,0,0,0,0,0,0,0,0,0,0
N00001433,136,132,2,0,0,0,1,0,1,0,0,0,0
N00001434,134,133,0,0,0,0,0,0,1,0,0,0,0
N00001435,128,128,0,0,0,0,0,0,0,0,0,0,0
N00001436,130,128,0,1,1,0,0,0,0,0,0,0,0
N00001437,96,96,0,0,0,0,0,0,0,0,0,0,0
N00001438,139,138,0,0,0,0,0,1,0,0,0,0,0
N00001439,163,155,7,1,0,0,0,0,0,0,0,0,0
N00001440,141,139,1,0,0,0,0,0,0,0,0,1,0
N00001441,135,134,0,0,1,0,0,0,0,0,0,0,0
N00001442,115,114,0,0,0,0,0,0,0,0,0,0,1
N00001443,115,114,1,0,0,0,0,0,0,0,0,0,0
N00001444,155,155,0,0,0,0,0,0,0,0,0,0,0
N00001445,152,152,0,0,0,0,0,0,0,0,0,0,0
N00001446,132,132,0,0,0,0,0,0,0,0,0,0,0
N00001447,124,121,1,0,0,0,0,1,0,1,0,0,0
N00001448,133,133,0,0,0,0,0,0,0,0,0,0,0
N00001449,130,127,0,0,0,0,0,0,2,0,0,0,1
N00001450,118,117,0,0,0,1,0,0,0,0,0,0,0
N00001451,114,112,0,0,1,0,1,0,0,0,0,0,0
N00001452,124,123,0,0,0,0,0,0,0,1,0,0,0
N00001453,134,134,0,0,0,0,0,0,0,0,0,0,0
N00001454,117,116,0,0,1,0,0,0,0,0,0,0,0
N00001455,107,107,0,0,0,0,0,0,0,0,0,0,0
N00001456,141,140,1,0,0,0,0,0,0,0,0,0,0
N00001457,125,123,0,0,1,0,1,0,0,0,0,0,0
N00001458,130,126,0,0,0,0,0,3,0,0,0,0,1
N00001459,129,127,1,0,0,0,0,1,0,0,0,0,0
N00001460,263,256,0,0,2,0,0,0,0,0,0,3,2
N00001461,127,124,2,0,0,1,0,0,0,0,0,0,0
N00001462,137,133,1,0,3,0,0,0,0,0,0,0,0
N00001463,138,134,1,0,2,0,0,0,0,0,0,1,0
N00001464,128,115,5,0,3,0,1,2,0,0,0,1,1
N00001465,159,156,0,0,1,1,0,0,0,0,0,0,1
N00001466,105,99,0,0,0,3,0,0,0,1,0,1,1
N00001467,104,99,2,0,1,1,0,0,0,0,0,1,0
N00001468,111,104,2,0,2,0,0,0,1,2,0,0,0
N00001469,114,106,2,0,3,0,1,0,0,1,0,1,0
N00001470,134,129,4,0,0,0,0,0,0,0,0,1,0
N00001471,143,139,1,0,1,0,0,0,0,2,0,0,0
N00001472,238,228,0,0,4,0,0,2,0,1,0,2,1
N00001473,209,196,1,0,4,0,2,2,0,0,0,1,3
N00001474,113,110,2,0,1,0,0,0,0,0,0,0,0
N00001475,141,135,1,1,3,0,0,0,0,1,0,0,0
N00001476,128,125,1,0,0,0,0,2,0,0,0,0,0
N00001477,113,106,1,0,0,0,1,2,1,0,0,0,2
N00001478,132,125,3,0,3,0,0,0,0,0,0,1,0
N00001479,132,125,3,0,3,0,0,0,0,0,0,0,1
N00001480,240,237,0,0,1,1,0,0,0,0,0,1,0
N00001481,105,103,0,0,0,0,0,0,0,1,0,0,1
N00001482,139,133,1,0,1,1,0,0,0,1,1,0,1
N00001483,124,120,1,0,2,1,0,0,0,0,0,0,0
N00001484,112,111,0,0,0,0,0,0,0,0,0,0,1
N00001485,130,128,0,0,0,1,0,0,0,0,1,0,0
N00001486,127,121,4,0,2,0,0,0,0,0,0,0,0
N00001487,138,138,0,0,0,0,0,0,0,0,0,0,0
N00001488,117,114,1,0,1,0,0,0,0,0,0,1,0
N00001489,121,119,1,0,1,0,0,0,0,0,0,0,0
N00001490,101,98,0,0,1,0,0,0,1,0,0,1,0
N00001491,140,139,0,0,0,0,0,1,0,0,0,0,0
N00001492,115,114,0,0,0,0,0,0,0,0,1,0,0
N00001493,121,121,0,0,0,0,0,0,0,0,0,0,0
N00001494,96,94,0,0,0,0,0,2,0,0,0,0,0
N00001495,134,132,0,0,0,0,0,2,0,0,0,0,0
N00001496,150,145,0,0,1,0,0,2,1,0,0,1,0
N00001497,106,102,1,0,1,0,0,1,0,0,0,1,0
N00001498,198,194,1,0,1,0,0,0,0,1,0,0,1
N00001499,144,137,4,0,0,0,0,0,0,0,0,2,1
N00001500,147,137,1,0,2,0,1,1,0,0,2,3,0
N00001501,274,270,2,0,0,0,0,0,0,1,0,0,1
N00001502,196,194,0,0,0,0,0,0,0,1,0,1,0
N00001503,113,111,1,0,0,0,0,0,0,0,0,0,1
N00001504,106,103,1,0,0,0,0,1,0,1,0,0,0
N00001505,212,209,0,0,1,0,0,0,0,1,0,1,0
N00001506,128,123,0,1,2,0,0,1,0,1,0,0,0
N00001507,115,112,1,0,0,0,0,1,0,1,0,0,0
N00001508,207,199,0,0,0,0,0,3,0,1,2,0,2
N00001509,201,196,1,0,1,0,0,1,0,0,0,1,1
N00001510,122,119,0,0,0,0,0,1,0,2,0,0,0
N00001511,281,277,0,1,0,0,0,1,0,1,0,1,0
N00001512,137,132,1,0,0,0,0,2,1,0,0,1,0
N00001513,124,123,0,0,0,0,0,0,0,0,0,1,0
N00001514,109,103,3,0,1,0,0,1,0,0,1,0,0
N00001515,131,127,0,0,3,1,0,0,0,0,0,0,0
N00001516,127,125,1,0,0,0,0,0,0,0,0,1,0
N00001517,153,151,0,0,1,1,0,0,0,0,0,0,0
N00001518,174,162,2,0,6,1,0,1,0,0,0,0,2
N00001519,134,130,1,0,0,0,0,2,0,1,0,0,0
N00001520,114,113,0,0,0,0,0,0,1,0,0,0,0
N00001521,106,106,0,0,0,0,0,0,0,0,0,0,0
N00001522,115,115,0,0,0,0,0,0,0,0,0,0,0
N00001523,106,104,0,0,0,0,0,0,0,1,0,1,0
N00001524,111,107,0,0,1,0,0,1,0,2,0,0,0
N00001525,100,94,0,0,3,0,0,0,0,1,0,1,1
N00001526,112,108,0,1,1,0,0,1,0,0,0,1,0
N00001527,115,110,0,0,2,0,0,0,0,1,0,1,1
N00001528,123,113,3,0,5,0,0,2,0,0,0,0,0
N00001529,134,130,0,0,0,0,0,3,0,0,0,1,0
N00001530,165,159,1,0,3,0,0,1,0,0,1,0,0
N00001531,112,110,0,1,0,0,0,1,0,0,0,0,0
N00001532,148,144,0,4,0,0,0,0,0,0,0,0,0
N00001533,271,267,0,3,0,0,0,1,0,0,0,0,0
N00001534,132,130,0,2,0,0,0,0,0,0,0,0,0
N00001535,148,146,0,0,1,0,0,0,0,1,0,0,0
N00001536,126,125,0,0,0,0,0,0,0,0,0,1,0
N00001537,128,128,0,0,0,0,0,0,0,0,0,0,0
N00001538,128,128,0,0,0,0,0,0,0,0,0,0,0
N00001539,116,116,0,0,0,0,0,0,0,0,0,0,0
N00001540,136,135,0,0,1,0,0,0,0,0,0,0,0
N00001541,118,118,0,0,0,0,0,0,0,0,0,0,0
N00001542,121,119,0,0,1,0,0,0,0,0,0,1,0
N00001543,133,132,0,0,1,0,0,0,0,0,0,0,0
N00001544,115,115,0,0,0,0,0,0,0,0,0,0,0
N00001545,139,133,0,0,3,0,0,1,1,0,0,1,0
N00001546,125,123,0,0,1,0,0,0,0,1,0,0,0
N00001547,156,153,0,0,0,0,0,0,0,2,0,1,0
N00001548,179,175,0,0,2,0,0,1,0,0,0,1,0
N00001549,167,163,0,1,1,0,0,1,1,0,0,0,0
N00001550,108,103,0,0,2,0,0,0,1,1,0,1,0
N00001551,151,144,3,0,2,0,0,0,0,1,0,1,0
N00001552,156,152,0,1,1,0,0,0,0,1,0,1,0
N00001553,162,160,0,0,1,0,0,0,0,0,0,0,1
N00001554,151,149,0,0,1,0,0,0,0,0,0,1,0
N00001555,112,111,0,0,0,0,0,0,0,1,0,0,0
N00001556,96,96,0,0,0,0,0,0,0,0,0,0,0
N00001557,124,122,0,0,0,0,0,0,0,0,0,2,0
N00001558,106,106,0,0,0,0,0,0,0,0,0,0,0
N00001559,149,148,0,0,1,0,0,0,0,0,0,0,0
N00001560,101,99,0,0,0,0,0,2,0,0,0,0,0
N00001561,100,99,0,0,0,0,0,0,0,1,0,0,0
N00001562,110,109,0,0,0,0,0,1,0,0,0,0,0
N00001563,109,109,0,0,0,0,0,0,0,0,0,0,0
N00001564,140,136,0,0,0,0,0,0,1,1,0,0,2
N00001565,143,143,0,0,0,0,0,0,0,0,0,0,0
N00001566,141,139,0,0,0,0,0,0,0,1,0,0,1
N00001567,105,105,0,0,0,0,0,0,0,0,0,0,0
N00001568,107,104,0,0,2,0,0,1,0,0,0,0,0
N00001569,124,123,1,0,0,0,0,0,0,0,0,0,0
N00001570,418,412,0,4,0,0,0,1,0,0,0,0,1
N00001571,144,142,0,1,0,0,0,0,0,0,0,1,0
N00001572,126,125,0,1,0,0,0,0,0,0,0,0,0
N00001573,154,152,0,1,0,0,0,1,0,0,0,0,0
N00001574,118,116,0,1,0,0,0,0,0,1,0,0,0
N00001575,110,109,0,0,0,0,0,0,0,1,0,0,0
N00001576,124,123,0,0,0,1,0,0,0,0,0,0,0
N00001577,123,122,0,0,0,0,0,0,0,0,1,0,0
N00001578,114,113,0,0,0,0,0,0,0,0,0,1,0
