GeographyCode,QS403NI0001,QS403NI0002,QS403NI0003,QS403NI0004,QS403NI0005,QS403NI0006,QS403NI0007,QS403NI0008,QS403NI0009,QS403NI0010,QS403NI0011,QS403NI0012,QS403NI0013,QS403NI0014
N00000140,333,251,155,93,3,17,17,0,54,46,0,5,3,11
N00000141,443,207,65,132,10,162,128,34,56,42,0,9,5,18
N00000142,205,129,63,59,7,39,39,0,31,28,0,3,0,6
N00000143,215,89,33,56,0,95,95,0,26,23,0,3,0,5
N00000144,228,108,37,64,7,89,82,7,28,24,0,4,0,3
N00000145,124,23,11,12,0,85,10,75,10,1,0,0,9,6
N00000146,271,220,134,86,0,9,9,0,30,21,9,0,0,12
N00000147,227,131,55,69,7,51,51,0,37,19,0,18,0,8
N00000148,676,400,126,261,13,97,57,40,173,162,5,4,2,6
N00000149,432,325,126,189,10,47,26,21,54,39,0,14,1,6
N00000150,365,347,137,207,3,8,5,3,10,10,0,0,0,0
N00000151,283,189,87,102,0,38,34,4,53,44,0,9,0,3
N00000152,270,127,33,91,3,112,110,2,23,22,0,1,0,8
N00000153,250,141,56,81,4,56,56,0,37,25,0,12,0,16
N00000154,259,194,82,110,2,27,27,0,18,16,0,0,2,20
N00000155,335,273,117,153,3,34,34,0,21,19,0,2,0,7
N00000156,301,292,118,174,0,1,1,0,8,8,0,0,0,0
N00000157,368,319,158,161,0,17,17,0,22,17,0,5,0,10
N00000158,678,546,286,241,19,12,12,0,104,97,2,2,3,16
N00000159,221,114,58,56,0,49,49,0,51,49,0,2,0,7
N00000160,283,192,87,100,5,37,37,0,41,33,0,4,4,13
N00000161,342,323,186,137,0,3,3,0,11,11,0,0,0,5
N00000162,242,213,87,126,0,5,5,0,20,17,0,3,0,4
N00000163,311,146,62,79,5,94,55,39,62,58,0,2,2,9
N00000164,288,275,150,125,0,0,0,0,6,3,0,0,3,7
N00000165,325,285,135,150,0,7,5,2,27,22,0,5,0,6
N00000166,273,245,155,90,0,4,0,4,22,17,0,1,4,2
N00000167,379,344,154,183,7,0,0,0,29,28,0,1,0,6
N00000168,345,323,148,174,1,5,5,0,12,12,0,0,0,5
N00000169,704,579,282,297,0,22,22,0,75,75,0,0,0,28
N00000170,370,293,108,178,7,34,9,25,35,35,0,0,0,8
N00000171,416,378,161,217,0,13,12,1,16,16,0,0,0,9
N00000172,772,688,263,425,0,8,8,0,70,62,0,7,1,6
N00000173,373,306,184,122,0,19,19,0,40,36,0,4,0,8
N00000174,393,199,51,141,7,119,119,0,59,49,0,10,0,16
N00000175,373,330,118,209,3,10,6,4,28,26,0,2,0,5
N00000176,474,300,157,138,5,63,63,0,100,92,0,8,0,11
N00000177,323,199,84,111,4,31,1,30,86,82,0,4,0,7
N00000178,667,345,144,193,8,169,93,76,125,114,0,11,0,28
N00000179,852,394,130,244,20,220,148,72,219,210,0,8,1,19
N00000180,280,132,54,76,2,120,120,0,20,20,0,0,0,8
N00000181,274,97,56,38,3,73,73,0,104,94,2,7,1,0
N00000182,228,159,79,77,3,46,37,9,15,14,0,1,0,8
N00000183,293,169,55,111,3,17,10,7,96,92,2,2,0,11
N00000184,315,155,63,84,8,27,0,27,122,113,1,8,0,11
N00000185,211,105,66,39,0,62,8,54,32,30,0,2,0,12
N00000186,299,119,60,58,1,127,42,85,48,45,0,0,3,5
N00000187,255,76,9,67,0,146,72,74,18,15,0,0,3,15
N00000188,347,227,77,150,0,92,90,2,17,13,4,0,0,11
N00000189,341,309,146,161,2,8,8,0,20,16,0,4,0,4
N00000190,304,283,137,144,2,0,0,0,15,15,0,0,0,6
N00000191,303,284,150,134,0,11,11,0,8,8,0,0,0,0
N00000192,302,238,80,155,3,27,27,0,36,34,0,2,0,1
N00000193,291,122,15,104,3,124,119,5,35,35,0,0,0,10
N00000194,255,165,58,103,4,49,49,0,33,31,0,2,0,8
N00000195,246,127,62,62,3,74,74,0,22,13,0,9,0,23
N00000196,237,67,14,53,0,128,128,0,21,21,0,0,0,21
N00000197,326,300,105,192,3,0,0,0,25,25,0,0,0,1
N00000198,287,255,99,146,10,0,0,0,22,22,0,0,0,10
N00000199,350,318,86,232,0,13,13,0,15,8,2,5,0,4
N00000200,331,293,100,189,4,1,1,0,33,31,0,2,0,4
N00000201,294,243,137,106,0,16,0,16,34,33,0,1,0,1
N00000202,304,288,143,145,0,0,0,0,8,6,0,2,0,8
N00000203,334,291,133,158,0,6,6,0,29,16,11,2,0,8
N00000204,359,284,125,159,0,2,2,0,72,70,0,2,0,1
N00000205,303,272,100,172,0,4,4,0,23,22,0,1,0,4
N00000206,390,220,90,127,3,29,24,5,134,128,2,4,0,7
N00000207,253,192,76,115,1,5,5,0,49,43,0,6,0,7
N00000208,316,309,132,176,1,0,0,0,7,7,0,0,0,0
N00000209,356,341,133,207,1,0,0,0,15,12,2,1,0,0
N00000210,373,214,99,113,2,41,16,25,107,94,3,10,0,11
N00000211,520,314,155,154,5,141,110,31,50,46,1,3,0,15
N00000212,166,90,39,50,1,10,1,9,62,55,0,7,0,4
N00000213,281,204,102,100,2,19,19,0,52,48,0,4,0,6
N00000214,323,242,113,124,5,27,25,2,49,48,0,1,0,5
N00000215,400,378,147,231,0,2,2,0,20,20,0,0,0,0
N00000216,397,328,154,174,0,40,40,0,23,20,0,0,3,6
N00000217,457,399,214,185,0,7,7,0,51,49,0,2,0,0
N00000218,361,331,154,177,0,5,5,0,19,17,0,2,0,6
N00000219,245,107,35,70,2,115,113,2,18,12,0,4,2,5
N00000220,284,106,18,82,6,143,136,7,28,26,0,2,0,7
N00000221,262,138,19,113,6,115,104,11,4,4,0,0,0,5
N00000222,298,267,113,154,0,13,6,7,17,15,0,2,0,1
N00000223,319,273,74,199,0,34,18,16,6,6,0,0,0,6
N00000224,243,196,59,134,3,2,2,0,45,41,0,4,0,0
N00000225,147,135,90,41,4,3,1,2,4,2,0,2,0,5
N00000226,261,238,123,115,0,3,3,0,18,18,0,0,0,2
N00000227,195,130,58,72,0,43,43,0,15,15,0,0,0,7
N00000228,306,282,131,150,1,3,3,0,19,15,2,2,0,2
N00000229,343,275,75,198,2,30,21,9,32,30,0,2,0,6
N00000230,293,143,43,100,0,130,130,0,16,16,0,0,0,4
N00000231,324,66,25,41,0,233,214,19,17,17,0,0,0,8
N00000232,309,188,69,110,9,51,36,15,62,60,0,2,0,8
N00000233,258,174,60,108,6,38,37,1,39,34,4,0,1,7
N00000234,256,109,53,50,6,31,30,1,113,103,0,10,0,3
N00000235,323,227,132,92,3,76,76,0,20,19,0,1,0,0
N00000236,291,168,47,118,3,105,97,8,8,5,0,3,0,10
N00000237,416,399,162,237,0,2,2,0,15,9,4,2,0,0
N00000238,306,291,169,122,0,0,0,0,7,0,0,7,0,8
N00000239,254,59,6,53,0,171,131,40,13,9,0,0,4,11
N00000240,354,128,10,112,6,204,201,3,13,13,0,0,0,9
N00000241,424,398,134,264,0,3,3,0,19,16,0,0,3,4
N00000242,360,342,123,219,0,13,11,2,2,2,0,0,0,3
N00000243,265,198,86,112,0,39,37,2,26,19,2,5,0,2
N00000244,275,132,55,75,2,107,101,6,23,23,0,0,0,13
N00000245,314,269,126,142,1,16,16,0,26,19,0,7,0,3
N00000246,303,166,69,93,4,98,88,10,27,27,0,0,0,12
N00000247,309,280,137,143,0,5,5,0,19,19,0,0,0,5
N00000248,337,314,129,185,0,5,0,5,18,18,0,0,0,0
N00000249,386,356,70,274,12,0,0,0,30,21,5,4,0,0
N00000250,401,335,108,223,4,18,15,3,41,40,0,1,0,7
N00000251,456,418,62,339,17,1,1,0,36,36,0,0,0,1
N00000252,345,287,128,159,0,6,6,0,43,42,0,1,0,9
N00000253,499,481,218,259,4,7,7,0,2,1,0,1,0,9
N00000254,315,300,138,162,0,2,2,0,10,10,0,0,0,3
N00000255,351,319,154,165,0,1,1,0,23,21,0,2,0,8
N00000256,780,672,334,338,0,9,6,3,85,73,4,8,0,14
N00000257,419,337,109,226,2,53,53,0,27,27,0,0,0,2
N00000258,379,347,151,196,0,5,5,0,25,24,0,1,0,2
N00000259,465,406,199,207,0,17,17,0,33,26,0,7,0,9
N00000260,560,426,171,253,2,36,36,0,87,84,0,3,0,11
N00000261,561,521,255,266,0,4,4,0,23,22,0,1,0,13
N00000262,419,336,126,205,5,29,29,0,43,33,0,9,1,11
N00000263,239,154,62,90,2,14,14,0,70,67,0,3,0,1
N00000264,566,389,117,272,0,92,92,0,80,69,0,11,0,5
N00000265,351,226,82,144,0,51,49,2,70,63,0,5,2,4
N00000266,328,261,91,170,0,20,20,0,45,38,0,7,0,2
N00000267,431,391,181,210,0,3,3,0,35,35,0,0,0,2
N00000268,384,350,176,174,0,3,3,0,28,24,0,4,0,3
N00000269,347,321,183,138,0,3,3,0,19,19,0,0,0,4
N00000270,371,349,212,131,6,0,0,0,18,10,0,8,0,4
N00000271,380,351,150,201,0,8,8,0,17,14,0,3,0,4
N00000272,295,252,154,93,5,23,23,0,20,14,4,2,0,0
N00000273,460,422,197,220,5,11,11,0,23,23,0,0,0,4
N00000274,465,416,225,191,0,9,6,3,39,36,0,3,0,1
N00000275,291,272,89,179,4,3,3,0,16,14,0,2,0,0
N00000276,315,289,48,224,17,10,8,2,16,13,0,3,0,0
N00000277,310,270,53,213,4,16,12,4,24,19,0,5,0,0
N00000278,304,276,81,184,11,3,3,0,23,23,0,0,0,2
N00000279,181,131,18,104,9,1,1,0,48,46,0,2,0,1
N00000280,392,193,32,151,10,148,146,2,39,39,0,0,0,12
N00000281,328,295,155,140,0,16,16,0,15,15,0,0,0,2
N00000282,364,338,198,135,5,2,2,0,24,24,0,0,0,0
N00000283,346,303,108,195,0,13,13,0,30,26,0,4,0,0
N00000284,382,218,45,173,0,79,75,4,76,74,0,2,0,9
N00000285,322,139,25,112,2,161,161,0,15,15,0,0,0,7
N00000286,271,185,90,95,0,45,44,1,36,32,0,4,0,5
N00000287,297,145,54,87,4,70,50,20,75,73,0,0,2,7
N00000288,353,290,78,212,0,35,35,0,28,26,0,2,0,0
N00000289,496,394,111,281,2,16,9,7,75,70,0,5,0,11
N00000290,271,140,61,79,0,103,89,14,26,26,0,0,0,2
N00000291,512,458,162,292,4,9,9,0,43,36,0,4,3,2
N00000292,731,641,189,452,0,5,5,0,80,75,0,5,0,5
N00000293,522,488,81,407,0,0,0,0,30,30,0,0,0,4
N00000294,392,370,172,197,1,4,4,0,8,7,0,1,0,10
N00000295,367,330,131,196,3,0,0,0,35,34,0,1,0,2
N00000296,287,263,62,199,2,4,4,0,20,13,0,7,0,0
N00000297,324,303,130,173,0,0,0,0,18,14,0,4,0,3
N00000298,335,297,62,220,15,5,5,0,32,28,0,4,0,1
N00000299,324,274,132,137,5,0,0,0,41,37,0,4,0,9
N00000300,287,174,62,112,0,77,77,0,32,26,0,6,0,4
N00000301,366,350,45,305,0,0,0,0,12,9,0,3,0,4
N00000302,363,340,105,233,2,3,0,3,20,14,0,6,0,0
N00000303,318,298,86,212,0,3,3,0,17,15,0,2,0,0
N00000304,342,300,38,254,8,0,0,0,42,40,0,2,0,0
N00000305,388,369,87,282,0,4,4,0,15,15,0,0,0,0
N00000306,381,365,71,294,0,2,2,0,14,14,0,0,0,0
N00000307,355,326,82,244,0,10,10,0,17,14,0,3,0,2
N00000308,277,255,87,168,0,0,0,0,22,21,0,1,0,0
N00000309,378,339,62,277,0,4,4,0,33,30,0,3,0,2
N00000310,391,352,206,146,0,9,9,0,29,26,0,3,0,1
N00000311,333,215,100,115,0,51,39,12,60,58,0,2,0,7
N00000312,512,411,170,241,0,30,25,5,65,60,0,2,3,6
N00000313,608,523,144,372,7,15,11,4,57,52,0,5,0,13
N00000314,358,243,70,171,2,57,51,6,45,42,0,3,0,13
N00000315,345,191,75,116,0,90,69,21,48,41,0,7,0,16
N00000316,374,308,104,204,0,23,23,0,41,37,0,4,0,2
N00000317,447,238,106,132,0,115,104,11,74,62,0,12,0,20
N00000318,344,307,124,174,9,11,11,0,18,17,0,0,1,8
N00000319,819,664,189,472,3,33,33,0,106,89,0,15,2,16
N00000320,310,275,130,143,2,6,6,0,27,27,0,0,0,2
N00000321,517,402,121,271,10,52,39,13,62,58,0,4,0,1
N00000322,389,275,79,194,2,65,60,5,46,40,0,6,0,3
N00000323,472,440,193,247,0,4,4,0,19,18,0,1,0,9
N00000324,376,318,147,171,0,2,2,0,37,32,0,3,2,19
N00000325,538,482,149,333,0,11,9,2,45,28,5,12,0,0
N00000326,934,769,207,552,10,39,39,0,118,102,0,16,0,8
N00000327,325,196,38,154,4,97,90,7,32,32,0,0,0,0
N00000328,291,149,41,106,2,102,101,1,30,30,0,0,0,10
N00000329,370,227,55,170,2,124,114,10,15,11,0,4,0,4
N00000330,539,460,73,382,5,13,13,0,63,55,0,8,0,3
N00000331,612,403,60,343,0,165,164,1,28,28,0,0,0,16
N00000332,269,100,34,66,0,132,120,12,31,30,0,1,0,6
N00000333,293,135,26,109,0,132,132,0,18,18,0,0,0,8
N00000334,294,115,29,76,10,158,153,5,17,17,0,0,0,4
N00000335,326,271,142,128,1,17,12,5,32,29,0,3,0,6
N00000336,330,309,166,143,0,4,4,0,17,13,0,4,0,0
N00000337,282,276,145,131,0,0,0,0,5,4,0,0,1,1
N00000338,308,289,129,160,0,0,0,0,18,17,0,1,0,1
N00000339,294,255,116,139,0,1,1,0,36,36,0,0,0,2
N00000340,378,331,164,166,1,0,0,0,46,46,0,0,0,1
N00000341,348,338,135,203,0,2,2,0,7,5,0,2,0,1
N00000342,359,326,73,249,4,0,0,0,31,31,0,0,0,2
N00000343,351,308,125,172,11,5,5,0,34,34,0,0,0,4
N00000344,314,180,65,115,0,54,54,0,78,75,0,0,3,2
N00000345,416,237,110,127,0,70,70,0,106,99,0,7,0,3
N00000346,659,511,102,407,2,0,0,0,139,131,0,5,3,9
N00000347,257,150,78,68,4,37,37,0,62,57,0,0,5,8
N00000348,362,268,116,152,0,2,2,0,91,88,0,2,1,1
N00000349,368,297,115,182,0,9,9,0,61,58,0,3,0,1
N00000350,545,458,183,275,0,49,17,32,32,29,0,2,1,6
N00000351,414,354,160,194,0,16,16,0,39,34,0,5,0,5
N00000352,466,415,199,216,0,1,1,0,33,24,0,9,0,17
N00000353,422,375,190,185,0,1,1,0,38,25,0,13,0,8
N00000354,405,384,207,177,0,0,0,0,18,15,0,2,1,3
N00000355,441,378,230,148,0,8,2,6,49,29,3,16,1,6
N00000356,414,205,29,164,12,119,119,0,78,74,0,3,1,12
N00000357,1212,572,161,405,6,198,194,4,431,387,0,11,33,11
N00000358,371,165,54,111,0,119,119,0,72,67,0,5,0,15
N00000359,794,304,158,145,1,218,148,70,246,234,3,3,6,26
N00000360,418,373,162,211,0,8,8,0,32,25,0,7,0,5
N00000361,365,233,100,133,0,37,37,0,86,78,3,5,0,9
N00000362,390,351,181,170,0,2,2,0,31,26,0,5,0,6
N00000363,484,467,200,267,0,5,5,0,3,3,0,0,0,9
N00000364,472,435,250,185,0,9,9,0,21,18,0,3,0,7
N00000365,255,192,93,99,0,35,35,0,26,18,0,8,0,2
N00000366,536,408,127,279,2,26,18,8,84,78,0,6,0,18
N00000367,351,244,130,113,1,32,16,16,73,66,3,4,0,2
N00000368,519,491,215,276,0,5,5,0,16,10,0,6,0,7
N00000369,411,357,184,173,0,4,0,4,43,29,6,1,7,7
N00000370,485,402,176,226,0,6,6,0,57,45,0,12,0,20
N00000371,447,404,194,205,5,7,7,0,31,17,0,14,0,5
N00000372,380,319,86,233,0,0,0,0,60,51,0,9,0,1
N00000373,437,341,156,185,0,5,5,0,85,75,0,10,0,6
N00000374,348,309,102,207,0,3,1,2,36,34,0,2,0,0
N00000375,293,247,144,103,0,0,0,0,34,28,0,6,0,12
N00000376,261,222,99,122,1,5,5,0,32,28,4,0,0,2
N00000377,268,223,124,99,0,2,2,0,34,33,1,0,0,9
N00000378,273,129,31,94,4,93,84,9,48,48,0,0,0,3
N00000379,490,426,112,312,2,0,0,0,62,59,0,3,0,2
N00000380,532,495,220,275,0,2,1,1,33,26,0,7,0,2
N00000381,979,598,166,432,0,177,40,137,195,180,0,12,3,9
N00000382,557,502,258,244,0,2,2,0,41,36,0,5,0,12
N00000383,472,410,236,174,0,32,28,4,15,11,0,4,0,15
N00000384,490,413,215,198,0,8,3,5,53,53,0,0,0,16
N00000385,445,419,195,224,0,0,0,0,21,14,0,4,3,5
N00000386,291,165,64,94,7,47,43,4,68,64,0,4,0,11
N00000387,227,166,70,96,0,26,23,3,32,29,3,0,0,3
N00000388,1548,908,323,578,7,252,187,65,362,321,0,30,11,26
N00000389,445,338,87,251,0,35,35,0,60,53,3,4,0,12
N00000390,961,883,393,490,0,0,0,0,59,41,0,13,5,19
N00000391,524,489,249,240,0,0,0,0,28,27,0,1,0,7
N00000392,1379,1099,397,699,3,58,58,0,208,168,13,26,1,14
N00000393,459,387,204,183,0,7,7,0,53,48,4,1,0,12
N00000394,406,367,223,144,0,0,0,0,31,25,0,6,0,8
N00000395,426,384,234,150,0,4,4,0,34,30,2,2,0,4
N00000396,376,347,191,149,7,3,0,3,15,15,0,0,0,11
N00000397,520,443,194,249,0,7,7,0,66,55,0,9,2,4
N00000398,463,410,161,249,0,15,15,0,34,33,0,1,0,4
N00000399,304,229,124,105,0,25,25,0,39,39,0,0,0,11
N00000400,240,127,65,59,3,60,60,0,40,37,0,3,0,13
N00000401,286,205,102,103,0,25,24,1,44,36,0,8,0,12
N00000402,248,150,92,54,4,13,13,0,77,60,3,13,1,8
N00000403,514,356,154,200,2,19,19,0,129,119,8,2,0,10
N00000404,276,195,88,107,0,32,29,3,39,35,0,4,0,10
N00000405,223,108,40,67,1,52,52,0,54,48,0,6,0,9
N00000406,397,366,189,173,4,10,10,0,11,7,0,4,0,10
N00000407,1125,996,446,550,0,35,35,0,75,65,0,9,1,19
N00000408,468,441,259,182,0,2,2,0,13,13,0,0,0,12
N00000409,369,307,154,153,0,24,24,0,28,28,0,0,0,10
N00000410,392,370,260,110,0,0,0,0,11,5,0,3,3,11
N00000411,355,279,139,140,0,42,21,21,29,26,0,2,1,5
N00000412,438,400,206,192,2,7,7,0,23,20,0,3,0,8
N00000413,442,409,201,208,0,1,1,0,20,18,0,2,0,12
N00000414,380,346,177,169,0,6,6,0,15,13,0,2,0,13
N00000415,439,346,169,177,0,34,34,0,48,43,0,5,0,11
N00000416,420,384,192,192,0,0,0,0,29,29,0,0,0,7
