GeographyCode,QS608NI0001,QS608NI0002,QS608NI0003,QS608NI0004,QS608NI0005,QS608NI0006,QS608NI0007,QS608NI0008,QS608NI0009,QS608NI0010,QS608NI0011,QS608NI0012,QS608NI0013,QS608NI0014
N00000001,982,98,51,47,464,234,35,80,39,25,0,0,0,7
N00000002,351,62,4,58,84,39,40,47,22,36,17,12,5,4
N00000003,233,42,0,42,68,24,52,6,15,17,9,5,4,0
N00000004,616,49,8,41,130,57,174,60,69,63,14,14,0,0
N00000005,374,66,18,48,84,34,117,31,14,28,0,0,0,0
N00000006,240,37,10,27,51,16,63,18,36,12,7,3,4,0
N00000007,245,29,6,23,51,37,49,12,19,42,6,3,3,0
N00000008,288,33,7,26,59,48,49,30,27,32,2,1,1,8
N00000009,727,121,33,88,259,72,125,31,52,49,16,9,7,2
N00000010,234,43,6,37,30,19,71,13,16,36,6,6,0,0
N00000011,293,11,2,9,64,41,13,44,44,65,11,9,2,0
N00000012,264,9,4,5,47,34,18,44,47,59,6,5,1,0
N00000013,268,18,2,16,55,36,16,38,43,43,19,4,15,0
N00000014,460,30,5,25,75,41,33,79,85,98,15,9,6,4
N00000015,226,0,0,0,48,21,17,29,34,65,12,6,6,0
N00000016,223,8,0,8,37,43,15,17,43,53,5,1,4,2
N00000017,340,21,8,13,40,52,24,50,75,65,13,7,6,0
N00000018,229,7,0,7,41,36,6,38,45,51,2,0,2,3
N00000019,261,8,2,6,28,29,12,44,66,58,16,13,3,0
N00000020,236,1,0,1,41,31,4,23,46,65,23,13,10,2
N00000021,269,20,12,8,34,29,20,32,56,61,17,10,7,0
N00000022,269,3,0,3,35,34,21,12,76,62,26,21,5,0
N00000023,218,7,0,7,25,20,7,40,43,65,9,6,3,2
N00000024,533,101,30,71,116,44,138,78,29,15,8,7,1,4
N00000025,460,53,19,34,123,23,153,34,20,43,9,4,5,2
N00000026,460,53,12,41,119,48,141,39,22,29,3,3,0,6
N00000027,535,47,10,37,122,70,140,38,52,54,12,9,3,0
N00000028,236,10,7,3,65,26,31,23,25,46,6,0,6,4
N00000029,403,76,18,58,93,22,123,33,13,34,7,4,3,2
N00000030,375,25,13,12,89,41,111,26,39,33,8,3,5,3
N00000031,699,100,28,72,183,61,178,50,57,51,17,12,5,2
N00000032,386,26,10,16,87,62,75,58,31,39,3,3,0,5
N00000033,495,61,9,52,123,51,142,38,21,50,9,9,0,0
N00000034,438,55,7,48,110,43,55,61,44,52,12,6,6,6
N00000035,291,13,6,7,26,26,27,50,66,68,15,5,10,0
N00000036,345,28,8,20,86,45,47,15,45,63,10,7,3,6
N00000037,285,18,1,17,72,53,23,28,36,31,17,9,8,7
N00000038,406,36,23,13,66,37,101,41,51,54,20,15,5,0
N00000039,1262,88,28,60,303,197,146,106,209,152,50,25,25,11
N00000040,265,7,0,7,28,34,37,16,58,70,13,10,3,2
N00000041,462,37,18,19,130,93,60,37,52,42,11,9,2,0
N00000042,410,28,10,18,107,45,65,58,48,37,18,8,10,4
N00000043,1202,116,41,75,379,141,124,98,140,140,44,22,22,20
N00000044,312,6,0,6,43,63,37,17,72,48,20,14,6,6
N00000045,515,65,20,45,101,50,136,33,39,73,12,5,7,6
N00000046,394,37,2,35,71,31,148,20,39,30,18,12,6,0
N00000047,353,23,4,19,85,42,84,36,40,35,8,6,2,0
N00000048,304,15,9,6,32,33,39,29,53,92,11,4,7,0
N00000049,254,9,0,9,40,34,23,21,46,67,14,8,6,0
N00000050,299,48,12,36,66,19,31,29,32,68,5,5,0,1
N00000051,313,6,1,5,39,32,21,22,52,98,37,31,6,6
N00000052,309,9,2,7,68,41,20,25,42,69,31,13,18,4
N00000053,252,10,5,5,33,45,14,33,45,52,20,8,12,0
N00000054,266,9,5,4,42,52,10,33,48,56,15,8,7,1
N00000055,266,0,0,0,45,44,16,36,56,60,9,6,3,0
N00000056,270,4,0,4,20,22,9,49,53,91,19,12,7,3
N00000057,279,6,1,5,12,28,12,31,110,61,19,15,4,0
N00000058,266,6,0,6,36,58,5,20,69,60,11,9,2,1
N00000059,226,7,1,6,16,29,14,19,68,57,14,10,4,2
N00000060,394,6,2,4,49,43,34,35,104,97,19,14,5,7
N00000061,273,36,4,32,73,28,23,28,31,44,5,5,0,5
N00000062,351,65,10,55,121,39,14,34,52,20,6,6,0,0
N00000063,354,25,4,21,50,28,40,45,73,72,16,6,10,5
N00000064,279,0,0,0,35,14,23,29,65,73,37,29,8,3
N00000065,389,52,14,38,95,55,41,32,46,63,5,1,4,0
N00000066,264,26,14,12,74,36,15,30,20,53,7,7,0,3
N00000067,316,5,0,5,39,33,29,36,85,59,26,21,5,4
N00000068,371,63,16,47,108,28,39,51,41,40,0,0,0,1
N00000069,334,3,2,1,22,48,4,39,65,92,60,47,13,1
N00000070,243,31,17,14,61,32,17,28,25,39,10,8,2,0
N00000071,258,4,2,2,51,43,32,35,33,57,3,2,1,0
N00000072,1753,160,21,139,468,215,222,161,237,243,35,20,15,12
N00000073,444,19,6,13,91,60,32,49,58,108,23,16,7,4
N00000074,1047,128,21,107,307,207,103,94,112,82,11,6,5,3
N00000075,277,20,9,11,54,35,26,30,44,48,16,9,7,4
N00000076,344,29,18,11,117,39,31,46,52,27,3,0,3,0
N00000077,275,26,7,19,68,41,31,36,32,39,2,2,0,0
N00000078,488,75,16,59,130,41,60,54,77,38,11,11,0,2
N00000079,564,88,27,61,161,58,149,53,30,14,11,9,2,0
N00000080,424,92,22,70,114,87,45,31,26,28,1,0,1,0
N00000081,339,62,27,35,112,40,27,23,25,44,6,6,0,0
N00000082,342,45,12,33,93,30,110,14,18,30,2,0,2,0
N00000083,650,96,41,55,151,84,176,68,18,47,10,5,5,0
N00000084,456,71,4,67,124,48,121,30,22,27,13,8,5,0
N00000085,399,43,8,35,67,43,21,25,59,120,21,15,6,0
N00000086,395,24,6,18,92,56,46,35,69,49,17,14,3,7
N00000087,913,165,33,132,213,101,166,83,72,85,10,5,5,18
N00000088,216,5,0,5,32,23,14,23,38,63,16,8,8,2
N00000089,478,71,20,51,104,64,67,31,64,55,22,12,10,0
N00000090,391,17,2,15,135,58,35,31,49,56,10,5,5,0
N00000091,476,82,40,42,93,47,80,34,45,72,18,12,6,5
N00000092,504,80,14,66,127,60,102,30,53,38,14,9,5,0
N00000093,400,48,16,32,80,49,94,41,47,33,8,2,6,0
N00000094,492,75,8,67,112,46,137,34,28,37,19,16,3,4
N00000095,468,36,18,18,110,51,143,27,24,46,30,29,1,1
N00000096,438,91,25,66,101,42,97,31,32,39,3,1,2,2
N00000097,850,62,12,50,203,128,90,111,90,153,13,1,12,0
N00000098,1181,124,21,103,359,177,78,117,168,147,7,6,1,4
N00000099,258,12,2,10,46,33,24,16,56,53,18,16,2,0
N00000100,341,7,1,6,77,35,22,38,73,72,16,5,11,1
N00000101,282,5,0,5,56,43,11,32,45,65,20,13,7,5
N00000102,318,21,4,17,100,34,22,36,34,46,20,17,3,5
N00000103,550,27,5,22,99,63,21,72,101,124,35,18,17,8
N00000104,322,23,5,18,43,59,32,21,47,70,24,17,7,3
N00000105,327,1,0,1,44,39,14,52,91,68,17,17,0,1
N00000106,198,0,0,0,24,21,15,17,56,49,15,5,10,1
N00000107,269,6,0,6,26,17,18,21,62,79,30,14,16,10
N00000108,243,25,6,19,51,40,19,34,23,40,11,7,4,0
N00000109,512,25,3,22,61,69,25,76,93,143,12,6,6,8
N00000110,258,5,3,2,34,26,21,36,56,69,11,7,4,0
N00000111,356,73,13,60,91,20,62,29,20,53,8,3,5,0
N00000112,402,22,13,9,71,40,43,45,51,109,21,19,2,0
N00000113,309,19,10,9,66,22,28,33,67,52,22,13,9,0
N00000114,318,23,6,17,83,28,25,33,54,66,6,5,1,0
N00000115,302,4,4,0,48,49,13,14,66,73,25,16,9,10
N00000116,287,13,7,6,35,53,22,31,64,58,11,4,7,0
N00000117,168,4,0,4,16,10,3,19,52,49,15,4,11,0
N00000118,311,62,13,49,96,32,62,14,32,9,2,2,0,2
N00000119,289,75,9,66,76,37,55,13,18,9,5,5,0,1
N00000120,323,52,7,45,87,45,74,10,34,9,12,9,3,0
N00000121,293,39,4,35,57,57,40,24,33,39,4,2,2,0
N00000122,481,103,20,83,138,46,120,16,28,24,6,6,0,0
N00000123,351,88,15,73,128,43,56,4,17,8,7,7,0,0
N00000124,325,55,10,45,114,29,58,37,10,15,5,5,0,2
N00000125,464,34,12,22,95,33,142,21,63,43,33,25,8,0
N00000126,481,46,13,33,70,38,148,28,42,90,19,19,0,0
N00000127,405,8,0,8,62,55,106,46,52,56,20,20,0,0
N00000128,949,72,19,53,184,62,263,98,64,165,33,23,10,8
N00000129,346,2,0,2,24,19,51,36,73,67,74,67,7,0
N00000130,498,84,24,60,142,58,53,62,44,49,6,2,4,0
N00000131,388,74,34,40,101,43,86,6,30,42,6,6,0,0
N00000132,366,14,2,12,79,26,152,21,40,23,11,5,6,0
N00000133,322,32,13,19,58,39,51,35,37,64,4,1,3,2
N00000134,437,50,25,25,98,81,92,22,38,43,7,6,1,6
N00000135,312,19,7,12,24,33,41,36,62,81,11,2,9,5
N00000136,507,65,10,55,115,88,72,72,44,48,3,3,0,0
N00000137,315,34,9,25,68,48,35,36,48,41,5,0,5,0
N00000138,464,78,6,72,105,81,73,59,33,21,7,1,6,7
N00000139,288,21,13,8,70,47,35,25,33,35,22,15,7,0
N00000140,333,22,4,18,44,34,57,22,82,49,23,6,17,0
N00000141,443,7,1,6,44,68,31,54,88,123,28,20,8,0
N00000142,205,10,5,5,23,29,17,36,39,39,12,8,4,0
N00000143,215,5,3,2,24,13,18,24,63,56,12,8,4,0
N00000144,228,8,0,8,29,16,15,17,42,69,28,6,22,4
N00000145,124,1,1,0,19,11,8,10,25,42,8,8,0,0
N00000146,271,48,18,30,56,19,90,6,32,14,6,3,3,0
N00000147,227,11,5,6,48,26,10,32,39,45,11,5,6,5
N00000148,676,45,0,45,91,94,70,89,96,135,49,23,26,7
N00000149,432,35,8,27,84,77,48,47,73,54,14,9,5,0
N00000150,365,40,9,31,109,48,58,51,33,24,2,2,0,0
N00000151,283,10,4,6,35,35,25,34,81,43,20,11,9,0
N00000152,270,5,4,1,31,26,25,41,62,62,15,12,3,3
N00000153,250,5,0,5,24,32,31,45,49,52,12,3,9,0
N00000154,259,15,6,9,57,43,27,25,43,36,6,2,4,7
N00000155,335,29,5,24,55,22,109,29,47,35,9,7,2,0
N00000156,301,25,6,19,89,40,51,32,31,32,1,1,0,0
N00000157,368,67,15,52,76,13,136,12,39,18,4,1,3,3
N00000158,678,57,14,43,148,98,126,36,96,84,27,15,12,6
N00000159,221,13,1,12,50,30,25,20,26,45,12,6,6,0
N00000160,283,53,6,47,69,34,16,22,33,46,10,6,4,0
N00000161,342,82,18,64,119,47,40,19,25,6,4,0,4,0
N00000162,242,13,4,9,33,51,33,33,35,39,2,1,1,3
N00000163,311,3,3,0,52,42,32,44,53,63,18,10,8,4
N00000164,288,54,13,41,82,33,83,15,14,6,1,1,0,0
N00000165,325,74,12,62,101,20,71,18,17,17,5,4,1,2
N00000166,273,36,4,32,74,48,30,26,28,19,12,8,4,0
N00000167,379,50,8,42,112,61,42,41,49,17,7,6,1,0
N00000168,345,62,14,48,93,35,53,27,52,23,0,0,0,0
N00000169,704,93,27,66,118,93,202,64,61,63,10,9,1,0
N00000170,370,19,7,12,79,62,79,39,38,48,6,0,6,0
N00000171,416,34,6,28,119,57,121,29,31,21,4,2,2,0
N00000172,772,89,16,73,177,88,232,49,69,50,18,7,11,0
N00000173,373,30,10,20,91,32,129,27,29,24,11,11,0,0
N00000174,393,32,6,26,62,47,37,31,64,111,9,7,2,0
N00000175,373,29,8,21,89,50,64,34,53,45,6,5,1,3
N00000176,474,13,2,11,53,72,35,57,124,100,13,8,5,7
N00000177,323,18,8,10,47,29,41,38,78,59,6,2,4,7
N00000178,667,44,15,29,102,83,43,39,147,163,43,33,10,3
N00000179,852,17,1,16,160,124,64,69,176,174,63,46,17,5
N00000180,280,1,1,0,26,37,3,35,76,72,30,21,9,0
N00000181,274,9,1,8,65,17,31,21,43,78,10,4,6,0
N00000182,228,11,3,8,40,41,20,30,47,35,4,4,0,0
N00000183,293,35,4,31,74,46,36,20,31,29,22,11,11,0
N00000184,315,29,13,16,76,53,30,36,44,34,10,5,5,3
N00000185,211,15,2,13,51,32,11,23,48,23,8,4,4,0
N00000186,299,26,2,24,47,33,42,40,55,41,6,5,1,9
N00000187,255,4,0,4,18,38,21,32,70,58,9,7,2,5
N00000188,347,13,0,13,43,34,33,51,77,85,11,9,2,0
N00000189,341,25,6,19,88,59,85,24,27,28,2,0,2,3
N00000190,304,38,13,25,67,56,33,35,41,27,7,7,0,0
N00000191,303,33,7,26,70,35,25,43,50,44,3,1,2,0
N00000192,302,8,0,8,37,32,44,44,36,85,12,7,5,4
N00000193,291,20,4,16,28,37,26,37,53,68,11,3,8,11
N00000194,255,0,0,0,62,20,30,34,48,42,19,11,8,0
N00000195,246,7,0,7,33,40,26,27,27,71,13,9,4,2
N00000196,237,13,3,10,17,26,26,12,49,78,13,13,0,3
N00000197,326,25,0,25,77,51,20,45,58,50,0,0,0,0
N00000198,287,26,2,24,58,42,51,39,41,28,2,2,0,0
N00000199,350,27,8,19,99,45,34,44,55,33,13,10,3,0
N00000200,331,34,12,22,67,43,53,26,55,50,3,2,1,0
N00000201,294,47,5,42,71,50,62,15,18,23,8,2,6,0
N00000202,304,51,9,42,97,60,21,10,27,29,6,6,0,3
N00000203,334,53,11,42,78,21,75,23,30,50,4,3,1,0
N00000204,359,19,8,11,77,52,36,54,72,46,3,1,2,0
N00000205,303,43,19,24,81,58,38,18,26,27,12,5,7,0
N00000206,390,44,12,32,96,69,24,28,48,73,7,3,4,1
N00000207,253,25,0,25,69,29,21,28,37,35,9,1,8,0
N00000208,316,29,7,22,131,76,15,22,23,14,2,0,2,4
N00000209,356,77,15,62,119,67,42,14,21,16,0,0,0,0
N00000210,373,32,6,26,77,43,43,36,72,60,10,7,3,0
N00000211,520,47,6,41,121,58,39,41,95,85,30,20,10,4
N00000212,166,18,10,8,27,32,14,24,16,31,4,1,3,0
N00000213,281,39,5,34,79,24,31,22,39,23,19,13,6,5
N00000214,323,39,5,34,67,53,45,28,50,33,8,5,3,0
N00000215,400,63,16,47,117,51,115,8,17,22,5,1,4,2
N00000216,397,46,7,39,75,56,108,22,51,25,14,11,3,0
N00000217,457,118,40,78,165,47,73,4,34,9,5,5,0,2
N00000218,361,72,12,60,117,70,54,11,21,13,3,3,0,0
N00000219,245,5,0,5,25,26,24,30,49,59,27,15,12,0
N00000220,284,5,1,4,28,19,13,13,87,88,31,17,14,0
N00000221,262,0,0,0,42,24,11,43,53,76,10,4,6,3
N00000222,298,18,2,16,55,50,67,27,34,37,10,4,6,0
N00000223,319,25,7,18,97,59,27,27,41,31,2,2,0,10
N00000224,243,25,6,19,59,25,38,26,31,18,16,7,9,5
N00000225,147,17,4,13,36,21,18,14,19,17,5,5,0,0
N00000226,261,27,11,16,75,44,37,15,35,23,5,2,3,0
N00000227,195,17,7,10,29,34,25,23,28,33,6,2,4,0
N00000228,306,27,8,19,71,54,45,26,40,41,0,0,0,2
N00000229,343,38,5,33,99,52,34,35,36,44,5,3,2,0
N00000230,293,5,2,3,45,32,15,36,75,67,18,9,9,0
N00000231,324,0,0,0,28,18,16,47,108,71,28,15,13,8
N00000232,309,16,2,14,35,34,25,36,58,75,24,14,10,6
N00000233,258,12,4,8,46,33,17,44,38,57,7,5,2,4
N00000234,256,18,2,16,41,24,5,41,63,35,29,19,10,0
N00000235,323,42,6,36,91,32,14,11,62,50,18,9,9,3
N00000236,291,26,3,23,38,28,40,21,57,56,25,5,20,0
N00000237,416,112,28,84,131,34,70,31,15,21,2,0,2,0
N00000238,306,59,27,32,120,25,43,15,30,11,3,1,2,0
N00000239,254,4,0,4,28,23,15,19,87,61,15,14,1,2
N00000240,354,12,2,10,45,49,28,33,97,59,27,11,16,4
N00000241,424,94,24,70,175,53,49,9,30,12,2,0,2,0
N00000242,360,65,18,47,126,45,51,41,15,10,7,0,7,0
N00000243,265,17,8,9,58,18,27,29,42,53,10,4,6,11
N00000244,275,8,4,4,40,25,19,12,47,80,44,26,18,0
N00000245,314,12,3,9,61,38,33,47,49,67,7,6,1,0
N00000246,303,6,4,2,37,26,21,23,80,80,26,15,11,4
N00000247,309,31,6,25,75,42,53,31,36,30,7,3,4,4
N00000248,337,34,5,29,95,54,63,25,41,22,1,1,0,2
N00000249,386,33,6,27,66,61,54,67,68,31,1,1,0,5
N00000250,401,30,12,18,112,81,39,31,76,22,7,3,4,3
N00000251,456,78,17,61,121,67,55,28,83,20,1,1,0,3
N00000252,345,77,9,68,93,39,69,21,6,33,7,6,1,0
N00000253,499,52,20,32,146,40,149,29,32,35,14,14,0,2
N00000254,315,67,6,61,72,32,74,28,16,12,12,7,5,2
N00000255,351,66,11,55,85,23,122,8,28,16,3,3,0,0
N00000256,780,223,46,177,217,77,153,25,42,36,7,7,0,0
N00000257,419,30,0,30,133,57,39,28,61,53,10,6,4,8
N00000258,379,83,16,67,129,34,79,27,15,11,1,1,0,0
N00000259,465,38,14,24,93,44,165,32,35,45,13,5,8,0
N00000260,560,44,3,41,157,65,130,46,57,35,23,13,10,3
N00000261,561,64,5,59,80,34,255,23,35,47,23,13,10,0
