GeographyCode,QS611NI0001,QS611NI0002,QS611NI0003,QS611NI0004,QS611NI0005
N00000147,79,6,18,16,39
N00000148,223,26,69,54,74
N00000149,117,11,42,38,26
N00000150,92,16,37,21,18
N00000151,86,4,30,16,36
N00000152,87,3,21,21,42
N00000153,64,5,11,18,30
N00000154,74,5,29,21,19
N00000155,93,8,36,28,21
N00000156,75,10,31,21,13
N00000157,94,28,23,29,14
N00000158,197,31,74,41,51
N00000159,66,9,21,21,15
N00000160,82,22,22,12,26
N00000161,93,43,30,10,10
N00000162,82,9,26,23,24
N00000163,107,6,33,31,37
N00000164,62,20,24,13,5
N00000165,86,28,32,20,6
N00000166,76,14,39,11,12
N00000167,93,27,35,18,13
N00000168,88,27,35,14,12
N00000169,182,35,59,56,32
N00000170,108,15,32,30,31
N00000171,113,17,44,31,21
N00000172,211,41,75,64,31
N00000173,93,26,26,24,17
N00000174,129,10,33,33,53
N00000175,111,16,41,31,23
N00000176,150,8,40,38,64
N00000177,117,11,33,31,42
N00000178,217,25,59,53,80
N00000179,333,25,110,71,127
N00000180,92,3,21,19,49
N00000181,121,14,35,28,44
N00000182,60,5,19,19,17
N00000183,125,21,56,20,28
N00000184,126,16,54,26,30
N00000185,55,10,21,13,11
N00000186,101,12,31,27,31
N00000187,87,3,22,24,38
N00000188,91,6,22,25,38
N00000189,93,18,39,24,12
N00000190,82,12,27,27,16
N00000191,82,14,22,20,26
N00000192,95,4,26,31,34
N00000193,85,5,23,19,38
N00000194,77,2,30,21,24
N00000195,62,5,19,12,26
N00000196,68,3,12,11,42
N00000197,100,8,44,22,26
N00000198,85,18,22,26,19
N00000199,107,16,43,29,19
N00000200,107,9,38,35,25
N00000201,87,23,36,16,12
N00000202,89,30,39,9,11
N00000203,79,18,28,16,17
N00000204,115,14,36,29,36
N00000205,88,17,36,18,17
N00000206,162,41,66,20,35
N00000207,98,13,39,23,23
N00000208,86,15,52,14,5
N00000209,103,35,44,16,8
N00000210,141,24,34,36,47
N00000211,143,21,47,26,49
N00000212,62,13,18,12,19
N00000213,102,22,36,18,26
N00000214,105,19,34,25,27
N00000215,101,38,31,28,4
N00000216,119,24,37,36,22
N00000217,114,43,51,10,10
N00000218,85,29,37,9,10
N00000219,95,2,24,30,39
N00000220,109,6,18,21,64
N00000221,89,1,18,29,41
N00000222,78,12,31,21,14
N00000223,79,14,28,21,16
N00000224,78,10,27,24,17
N00000225,28,8,7,6,7
N00000226,59,11,26,12,10
N00000227,73,7,21,23,22
N00000228,68,7,25,20,16
N00000229,105,24,41,21,19
N00000230,88,3,21,20,44
N00000231,99,0,21,21,57
N00000232,99,9,25,21,44
N00000233,87,14,28,13,32
N00000234,86,8,22,19,37
N00000235,82,14,31,13,24
N00000236,89,9,20,19,41
N00000237,108,41,37,17,13
N00000238,74,29,28,11,6
N00000239,93,4,20,20,49
N00000240,124,2,41,27,54
N00000241,115,46,50,13,6
N00000242,96,33,35,21,7
N00000243,71,3,22,20,26
N00000244,87,6,23,16,42
N00000245,89,7,39,20,23
N00000246,92,3,20,20,49
N00000247,79,14,37,18,10
N00000248,89,14,44,20,11
N00000249,117,13,46,36,22
N00000250,134,21,56,34,23
N00000251,142,32,60,27,23
N00000252,96,36,27,21,12
N00000253,124,27,41,42,14
N00000254,84,25,30,21,8
N00000255,84,23,23,30,8
N00000256,207,79,74,34,20
N00000257,130,21,55,25,29
N00000258,93,38,27,24,4
N00000259,125,25,31,47,22
N00000260,152,19,50,51,32
N00000261,137,21,33,64,19
N00000262,105,13,36,37,19
N00000263,80,7,22,26,25
N00000264,164,13,49,49,53
N00000265,101,2,27,27,45
N00000266,99,13,32,31,23
N00000267,107,42,41,16,8
N00000268,102,31,42,20,9
N00000269,92,21,37,22,12
N00000270,85,17,31,21,16
N00000271,102,30,37,24,11
N00000272,89,18,27,27,17
N00000273,118,59,39,14,6
N00000274,126,35,37,29,25
N00000275,90,7,33,24,26
N00000276,102,8,38,30,26
N00000277,107,15,32,34,26
N00000278,99,4,43,39,13
N00000279,76,12,29,17,18
N00000280,141,10,36,29,66
N00000281,80,22,30,17,11
N00000282,90,14,32,31,13
N00000283,102,16,46,28,12
N00000284,126,11,46,24,45
N00000285,113,2,28,21,62
N00000286,92,14,21,29,28
N00000287,95,2,22,31,40
N00000288,108,17,38,31,22
N00000289,156,19,57,42,38
N00000290,87,4,18,18,47
N00000291,158,25,55,43,35
N00000292,200,41,76,51,32
N00000293,147,42,70,24,11
N00000294,91,19,35,30,7
N00000295,97,22,49,13,13
N00000296,92,15,38,24,15
N00000297,98,13,33,27,25
N00000298,110,9,42,30,29
N00000299,99,17,38,16,28
N00000300,85,7,28,20,30
N00000301,113,26,45,27,15
N00000302,102,20,47,21,14
N00000303,94,20,34,21,19
N00000304,114,17,35,34,28
N00000305,112,27,62,16,7
N00000306,122,16,44,43,19
N00000307,101,14,47,18,22
N00000308,92,6,38,24,24
N00000309,102,18,38,28,18
N00000310,104,17,26,43,18
N00000311,107,14,36,24,33
N00000312,130,18,34,54,24
N00000313,160,23,52,53,32
N00000314,101,7,31,29,34
N00000315,97,7,27,28,35
N00000316,91,12,28,24,27
N00000317,144,14,49,43,38
N00000318,88,9,30,33,16
N00000319,236,18,70,85,63
N00000320,84,6,24,28,26
N00000321,172,17,39,69,47
N00000322,109,4,31,30,44
N00000323,122,22,40,39,21
N00000324,102,15,30,33,24
N00000325,141,21,35,54,31
N00000326,298,43,78,93,84
N00000327,120,9,21,30,60
N00000328,105,4,25,25,51
N00000329,113,10,22,31,50
N00000330,176,38,72,42,24
N00000331,191,24,59,45,63
N00000332,108,2,17,22,67
N00000333,103,2,24,22,55
N00000334,97,3,19,20,55
N00000335,95,12,47,14,22
N00000336,89,17,34,19,19
N00000337,76,24,31,12,9
N00000338,79,22,29,18,10
N00000339,79,15,29,22,13
N00000340,100,16,40,26,18
N00000341,95,17,38,23,17
N00000342,120,25,50,24,21
N00000343,102,16,42,25,19
N00000344,102,4,23,21,54
N00000345,115,3,21,25,66
N00000346,185,23,54,47,61
N00000347,95,7,14,29,45
N00000348,97,16,24,17,40
N00000349,110,17,38,24,31
N00000350,136,24,35,50,27
N00000351,101,12,24,39,26
N00000352,108,20,22,44,22
N00000353,89,16,15,35,23
N00000354,96,18,25,32,21
N00000355,109,11,30,49,19
N00000356,125,10,20,33,62
N00000357,360,17,77,91,175
N00000358,114,5,21,22,66
N00000359,267,20,61,47,139
N00000360,94,8,24,41,21
N00000361,103,13,11,42,37
N00000362,90,13,19,38,20
N00000363,111,10,31,43,27
N00000364,107,11,22,51,23
N00000365,66,5,9,24,28
N00000366,143,16,33,49,45
N00000367,99,2,23,26,48
N00000368,121,16,29,46,30
N00000369,99,15,28,29,27
N00000370,118,26,21,41,30
N00000371,101,16,28,34,23
N00000372,123,23,40,32,28
N00000373,136,30,52,32,22
N00000374,106,40,30,19,17
N00000375,74,20,24,14,16
N00000376,74,12,26,14,22
N00000377,65,9,28,13,15
N00000378,96,4,19,23,50
N00000379,142,25,54,30,33
N00000380,126,23,25,39,39
N00000381,283,24,65,89,105
N00000382,144,25,42,45,32
N00000383,111,10,26,46,29
N00000384,114,19,23,45,27
N00000385,100,11,29,38,22
N00000386,95,6,20,23,46
N00000387,75,6,18,16,35
N00000388,480,50,122,101,207
N00000389,104,27,33,23,21
N00000390,232,41,66,89,36
N00000391,124,23,29,52,20
N00000392,429,74,126,140,89
N00000393,128,15,41,37,35
N00000394,92,29,21,29,13
N00000395,102,20,26,37,19
N00000396,90,27,23,24,16
N00000397,144,30,47,36,31
N00000398,109,24,33,33,19
N00000399,98,9,26,27,36
N00000400,79,6,16,22,35
N00000401,85,9,16,21,39
N00000402,84,8,14,32,30
N00000403,156,19,36,41,60
N00000404,77,4,12,27,34
N00000405,73,3,11,25,34
N00000406,90,11,22,41,16
N00000407,270,26,54,106,84
N00000408,104,17,22,48,17
N00000409,103,9,30,26,38
N00000410,88,9,24,37,18
N00000411,106,14,17,37,38
N00000412,105,11,27,44,23
N00000413,102,6,29,37,30
N00000414,93,11,23,34,25
N00000415,125,10,31,46,38
N00000416,92,11,27,39,15
N00000417,165,23,39,50,53
N00000418,244,43,77,67,57
N00000419,91,15,35,32,9
N00000420,82,19,23,20,20
N00000421,155,19,63,40,33
N00000422,117,5,27,37,48
N00000423,110,20,32,34,24
N00000424,146,18,41,44,43
N00000425,83,17,17,32,17
N00000426,89,20,20,19,30
N00000427,98,6,24,37,31
N00000428,111,11,29,37,34
N00000429,104,19,25,40,20
N00000430,121,22,28,43,28
N00000431,97,11,24,38,24
N00000432,72,5,16,21,30
N00000433,93,8,17,33,35
N00000434,126,10,27,39,50
N00000435,131,17,23,37,54
N00000436,130,26,43,42,19
N00000437,158,39,44,58,17
N00000438,110,24,26,40,20
N00000439,90,19,18,28,25
N00000440,96,2,20,46,28
N00000441,89,14,18,26,31
N00000442,137,24,35,33,45
N00000443,125,39,44,26,16
N00000444,185,23,42,48,72
N00000445,97,44,31,12,10
N00000446,91,30,24,18,19
N00000447,67,16,24,13,14
N00000448,84,3,20,20,41
N00000449,95,18,20,40,17
N00000450,129,22,38,41,28
N00000451,152,31,48,40,33
N00000452,110,20,23,39,28
N00000453,100,5,22,30,43
N00000454,127,17,37,48,25
N00000455,83,10,25,20,28
N00000456,93,30,38,10,15
N00000457,113,9,39,33,32
N00000458,89,16,36,23,14
N00000459,207,37,69,51,50
N00000460,106,10,31,29,36
N00000461,123,20,44,31,28
N00000462,73,7,11,27,28
N00000463,268,32,66,78,92
N00000464,118,17,45,30,26
N00000465,104,5,27,21,51
N00000466,90,19,27,26,18
N00000467,88,10,29,20,29
N00000468,79,15,32,14,18
N00000469,124,14,39,28,43
N00000470,96,10,28,28,30
N00000471,94,7,17,19,51
N00000472,95,8,23,23,41
N00000473,72,9,13,15,35
N00000474,52,17,15,11,9
N00000475,84,5,12,19,48
N00000476,74,4,20,19,31
N00000477,194,66,69,30,29
N00000478,84,7,17,15,45
N00000479,55,24,18,4,9
N00000480,71,12,23,19,17
N00000481,112,32,33,21,26
N00000482,67,3,11,20,33
N00000483,74,10,18,23,23
N00000484,105,5,20,31,49
N00000485,73,6,11,18,38
N00000486,105,16,38,30,21
N00000487,86,6,36,23,21
N00000488,114,18,35,30,31
N00000489,86,17,24,20,25
N00000490,165,28,56,49,32
N00000491,144,32,42,38,32
N00000492,134,29,37,35,33
N00000493,74,25,21,16,12
N00000494,241,68,89,44,40
N00000495,81,22,25,18,16
N00000496,276,77,95,51,53
N00000497,264,50,83,53,78
N00000498,80,27,23,16,14
N00000499,87,5,21,18,43
N00000500,144,6,22,36,80
N00000501,113,6,20,27,60
N00000502,74,3,8,9,54
N00000503,116,3,19,24,70
N00000504,93,2,16,13,62
N00000505,76,3,14,13,46
N00000506,101,5,22,30,44
N00000507,82,2,11,13,56
N00000508,88,6,19,28,35
N00000509,115,9,19,18,69
N00000510,102,5,9,15,73
N00000511,105,28,35,24,18
N00000512,105,23,39,22,21
N00000513,86,16,26,22,22
N00000514,91,20,29,23,19
N00000515,87,18,32,15,22
N00000516,58,13,24,12,9
N00000517,89,25,38,11,15
N00000518,79,16,29,28,6
N00000519,75,18,22,17,18
N00000520,163,29,37,31,66
N00000521,117,23,29,24,41
N00000522,119,22,39,26,32
N00000523,116,31,31,29,25
N00000524,135,30,44,36,25
N00000525,125,22,35,26,42
N00000526,91,8,24,16,43
N00000527,121,12,29,21,59
N00000528,88,8,16,16,48
N00000529,89,3,22,17,47
N00000530,78,5,27,16,30
N00000531,113,5,16,24,68
N00000532,81,4,16,20,41
N00000533,47,0,13,10,24
N00000534,119,27,33,42,17
N00000535,138,30,35,46,27
N00000536,108,21,25,35,27
N00000537,101,14,31,36,20
N00000538,100,24,23,35,18
N00000539,89,18,21,32,18
N00000540,71,10,19,26,16
N00000541,115,15,39,36,25
N00000542,62,12,20,12,18
N00000543,108,14,20,35,39
N00000544,85,5,13,22,45
N00000545,87,10,22,17,38
N00000546,81,3,17,22,39
N00000547,109,6,14,35,54
N00000548,87,6,14,22,45
N00000549,66,4,5,16,41
N00000550,137,25,46,33,33
N00000551,86,6,12,13,55
N00000552,77,6,19,26,26
N00000553,113,7,18,24,64
N00000554,96,2,16,21,57
N00000555,100,6,11,23,60
N00000556,105,4,20,22,59
N00000557,126,19,32,51,24
N00000558,100,22,28,28,22
N00000559,84,17,27,26,14
N00000560,109,14,27,46,22
N00000561,111,24,22,42,23
N00000562,108,13,19,49,27
N00000563,263,25,58,69,111
N00000564,85,11,15,16,43
N00000565,86,11,14,15,46
N00000566,89,7,29,20,33
N00000567,146,36,43,34,33
N00000568,113,7,28,37,41
N00000569,101,9,22,27,43
N00000570,102,32,40,19,11
N00000571,80,32,22,17,9
N00000572,162,37,65,34,26
N00000573,94,40,34,12,8
N00000574,114,46,35,17,16
N00000575,116,17,29,53,17
N00000576,113,16,31,29,37
N00000577,117,21,28,42,26
N00000578,189,48,40,56,45
N00000579,124,31,31,24,38
N00000580,127,20,27,52,28
N00000581,130,36,25,54,15
N00000582,104,22,25,38,19
N00000583,80,20,22,21,17
N00000584,115,26,36,36,17
N00000585,106,19,22,37,28
N00000586,119,24,34,40,21
N00000587,123,37,28,41,17
N00000588,118,24,42,33,19
N00000589,135,27,35,60,13
N00000590,98,22,19,38,19
N00000591,104,19,24,40,21
N00000592,152,34,39,39,40
N00000593,131,31,30,53,17
N00000594,96,20,22,37,17
N00000595,140,34,33,48,25
N00000596,74,14,16,19,25
N00000597,96,6,14,25,51
N00000598,125,4,37,30,54
N00000599,88,2,11,20,55
N00000600,78,10,18,24,26
N00000601,92,14,25,27,26
N00000602,51,8,16,7,20
N00000603,111,16,38,27,30
N00000604,107,19,27,25,36
N00000605,152,23,46,44,39
N00000606,117,15,43,27,32
N00000607,103,6,20,23,54
N00000608,89,13,29,33,14
N00000609,98,23,24,30,21
N00000610,122,22,39,37,24
N00000611,78,12,24,26,16
N00000612,184,8,32,40,104
N00000613,85,3,14,24,44
N00000614,84,2,11,18,53
N00000615,64,3,9,14,38
N00000616,80,1,14,19,46
N00000617,100,5,14,25,56
N00000618,207,9,49,46,103
N00000619,84,14,25,20,25
N00000620,100,15,33,31,21
N00000621,127,19,36,21,51
N00000622,120,15,40,23,42
N00000623,77,13,13,32,19
N00000624,114,23,33,39,19
N00000625,99,11,29,23,36
N00000626,111,19,37,31,24
N00000627,117,24,27,46,20
N00000628,98,14,19,30,35
N00000629,124,19,35,39,31
N00000630,87,9,15,20,43
N00000631,106,17,23,37,29
N00000632,106,21,25,42,18
N00000633,83,15,20,30,18
N00000634,119,26,27,48,18
N00000635,108,16,26,48,18
N00000636,92,14,18,42,18
N00000637,223,37,74,53,59
N00000638,114,16,32,25,41
N00000639,100,26,21,29,24
N00000640,107,11,27,28,41
N00000641,84,20,34,14,16
N00000642,130,13,45,29,43
N00000643,104,14,23,47,20
N00000644,154,18,32,61,43
N00000645,102,8,23,52,19
N00000646,96,10,20,35,31
N00000647,237,24,43,58,112
N00000648,103,5,25,41,32
N00000649,100,17,27,34,22
N00000650,179,34,46,48,51
N00000651,107,2,9,29,67
N00000652,164,26,57,41,40
N00000653,83,13,23,23,24
N00000654,84,6,15,21,42
N00000655,102,13,37,22,30
N00000656,72,5,14,19,34
N00000657,240,30,64,77,69
N00000658,83,11,18,37,17
N00000659,103,9,26,38,30
N00000660,107,9,22,31,45
N00000661,101,24,19,34,24
N00000662,96,6,23,38,29
N00000663,107,13,26,42,26
N00000664,108,19,23,37,29
N00000665,104,12,23,40,29
N00000666,96,4,18,50,24
N00000667,118,17,31,52,18
N00000668,84,0,13,33,38
N00000669,117,14,35,44,24
N00000670,81,9,17,24,31
N00000671,57,2,16,18,21
N00000672,75,4,26,26,19
N00000673,293,24,73,74,122
N00000674,72,12,30,20,10
N00000675,100,31,36,16,17
N00000676,208,32,67,49,60
N00000677,114,11,25,32,46
N00000678,121,11,30,56,24
N00000679,133,24,30,55,24
N00000680,100,8,16,43,33
N00000681,91,18,16,28,29
N00000682,109,20,24,35,30
N00000683,88,10,18,46,14
N00000684,161,18,37,64,42
N00000685,100,4,15,34,47
N00000686,108,16,21,51,20
N00000687,97,8,18,37,34
N00000688,90,12,13,40,25
N00000689,99,13,26,43,17
N00000690,91,11,27,16,37
N00000691,121,6,19,32,64
N00000692,101,7,14,18,62
N00000693,86,9,14,20,43
N00000694,295,34,79,71,111
N00000695,170,17,37,49,67
N00000696,70,5,15,12,38
N00000697,92,21,38,15,18
N00000698,121,16,38,28,39
N00000699,66,4,18,10,34
N00000700,90,1,21,18,50
N00000701,59,3,8,16,32
N00000702,249,39,75,64,71
N00000703,89,11,24,19,35
N00000704,172,29,43,53,47
N00000705,194,47,47,42,58
N00000706,112,5,24,46,37
N00000707,100,16,20,31,33
N00000708,113,13,24,54,22
N00000709,119,16,31,48,24
N00000710,86,5,29,26,26
N00000711,164,29,39,41,55
N00000712,96,14,19,40,23
N00000713,100,12,25,38,25
N00000714,96,15,19,42,20
N00000715,210,30,78,52,50
N00000716,247,60,81,53,53
N00000717,148,38,56,30,24
N00000718,599,161,206,114,118
N00000719,71,24,26,15,6
N00000720,138,43,60,16,19
N00000721,116,24,25,44,23
N00000722,124,13,32,49,30
N00000723,111,18,22,52,19
N00000724,119,18,30,50,21
N00000725,122,16,37,50,19
N00000726,103,15,15,60,13
N00000727,89,4,22,27,36
N00000728,172,28,56,40,48
N00000729,100,15,32,34,19
N00000730,96,11,30,25,30
N00000731,64,5,12,14,33
N00000732,232,36,78,55,63
N00000733,89,10,28,23,28
N00000734,128,8,45,34,41
N00000735,102,21,30,28,23
N00000736,96,12,24,35,25
N00000737,89,21,21,33,14
N00000738,101,22,24,33,22
N00000739,114,14,26,56,18
N00000740,136,28,38,51,19
N00000741,75,22,37,11,5
N00000742,82,18,22,21,21
N00000743,91,7,18,23,43
N00000744,82,11,23,24,24
N00000745,156,45,52,31,28
N00000746,166,12,48,31,75
N00000747,139,26,51,34,28
N00000748,132,27,52,30,23
N00000749,109,11,35,28,35
N00000750,110,17,29,31,33
N00000751,160,33,55,35,37
N00000752,133,31,48,27,27
N00000753,108,34,30,30,14
N00000754,146,33,53,35,25
N00000755,105,27,44,23,11
N00000756,109,18,35,35,21
N00000757,131,25,54,35,17
N00000758,157,10,34,30,83
N00000759,89,23,27,24,15
N00000760,89,4,14,27,44
N00000761,140,16,26,38,60
N00000762,87,4,21,28,34
N00000763,146,18,37,29,62
N00000764,79,13,31,19,16
N00000765,138,10,24,32,72
N00000766,214,19,55,61,79
N00000767,90,14,35,17,24
N00000768,73,7,20,16,30
N00000769,110,28,56,15,11
N00000770,94,25,38,20,11
N00000771,81,5,20,17,39
N00000772,121,19,34,46,22
N00000773,124,22,27,33,42
N00000774,326,28,89,82,127
N00000775,94,12,25,30,27
N00000776,105,5,16,22,62
N00000777,245,52,71,64,58
N00000778,107,22,23,44,18
N00000779,158,20,42,53,43
N00000780,146,31,48,47,20
N00000781,193,34,84,49,26
N00000782,133,30,34,46,23
N00000783,141,20,36,48,37
N00000784,107,18,22,47,20
N00000785,89,15,15,42,17
N00000786,94,17,14,46,17
N00000787,106,18,24,46,18
N00000788,107,20,23,46,18
N00000789,342,57,73,86,126
N00000790,140,25,56,32,27
N00000791,83,17,25,26,15
N00000792,105,32,33,22,18
N00000793,108,22,30,30,26
N00000794,107,33,22,38,14
N00000795,132,23,37,54,18
N00000796,111,15,35,23,38
N00000797,99,10,31,25,33
N00000798,130,32,34,40,24
N00000799,158,24,47,48,39
N00000800,102,31,25,31,15
N00000801,138,41,46,39,12
N00000802,82,23,22,20,17
N00000803,103,18,35,36,14
N00000804,110,34,26,35,15
N00000805,91,24,33,20,14
N00000806,99,6,25,31,37
N00000807,150,17,42,49,42
N00000808,61,4,17,12,28
N00000809,150,15,39,43,53
N00000810,112,21,34,36,21
N00000811,94,7,10,29,48
N00000812,84,3,18,22,41
N00000813,150,24,52,41,33
N00000814,69,11,19,17,22
N00000815,127,36,51,27,13
N00000816,164,32,40,39,53
N00000817,71,21,29,9,12
N00000818,96,14,23,28,31
N00000819,87,5,26,21,35
N00000820,153,10,53,34,56
N00000821,88,3,22,19,44
N00000822,78,15,18,21,24
N00000823,97,14,33,20,30
N00000824,106,9,27,26,44
N00000825,80,12,27,19,22
N00000826,79,16,29,13,21
N00000827,57,11,18,14,14
N00000828,78,7,32,14,25
N00000829,76,10,29,18,19
N00000830,67,4,10,11,42
N00000831,83,5,29,18,31
N00000832,88,5,25,19,39
N00000833,86,6,26,18,36
N00000834,77,13,26,14,24
N00000835,64,6,15,14,29
N00000836,86,9,17,19,41
N00000837,88,10,19,20,39
N00000838,84,8,9,24,43
N00000839,105,20,36,22,27
N00000840,67,14,20,13,20
N00000841,103,4,13,15,71
N00000842,164,8,26,16,114
N00000843,78,3,13,17,45
N00000844,78,4,19,17,38
N00000845,65,4,19,14,28
N00000846,84,6,12,20,46
N00000847,289,11,67,43,168
N00000848,77,1,10,15,51
N00000849,115,6,25,26,58
N00000850,97,1,21,19,56
N00000851,93,3,13,25,52
N00000852,409,13,80,55,261
N00000853,91,6,15,13,57
N00000854,253,5,44,32,172
N00000855,74,22,28,17,7
N00000856,61,28,24,1,8
N00000857,118,53,41,12,12
N00000858,106,25,42,13,26
N00000859,115,28,52,21,14
N00000860,121,54,39,18,10
N00000861,88,39,35,6,8
N00000862,276,112,95,30,39
N00000863,72,17,35,12,8
N00000864,96,42,32,10,12
N00000865,104,36,35,18,15
N00000866,140,40,47,20,33
N00000867,139,38,51,23,27
N00000868,107,35,46,14,12
N00000869,70,10,25,10,25
N00000870,125,39,45,15,26
N00000871,96,31,37,12,16
N00000872,83,16,35,10,22
N00000873,108,6,21,20,61
N00000874,217,59,44,25,89
N00000875,95,3,20,12,60
N00000876,66,3,14,9,40
N00000877,125,3,26,23,73
N00000878,82,0,9,15,58
N00000879,323,11,65,55,192
N00000880,90,3,15,18,54
N00000881,100,6,16,18,60
N00000882,96,4,15,16,61
N00000883,86,5,19,23,39
N00000884,94,4,23,21,46
N00000885,278,22,78,55,123
N00000886,110,32,36,17,25
N00000887,111,49,24,18,20
N00000888,128,37,45,15,31
N00000889,91,50,22,9,10
N00000890,126,36,51,13,26
N00000891,153,42,58,17,36
N00000892,119,32,42,13,32
N00000893,129,47,45,17,20
N00000894,121,36,48,14,23
N00000895,104,23,44,9,28
N00000896,120,54,35,12,19
N00000897,125,54,47,9,15
N00000898,124,40,46,16,22
N00000899,124,35,33,16,40
N00000900,92,9,24,13,46
N00000901,122,38,47,13,24
N00000902,125,48,40,12,25
N00000903,81,8,12,23,38
N00000904,200,67,63,29,41
N00000905,125,23,37,17,48
N00000906,66,5,19,18,24
N00000907,108,9,25,22,52
N00000908,112,4,31,20,57
N00000909,54,3,11,16,24
N00000910,106,9,22,19,56
N00000911,77,3,20,15,39
N00000912,74,0,12,16,46
N00000913,98,1,21,24,52
N00000914,90,6,28,25,31
N00000915,91,5,28,29,29
N00000916,89,5,25,17,42
N00000917,81,9,23,15,34
N00000918,92,10,25,21,36
N00000919,81,8,21,17,35
N00000920,52,3,9,18,22
N00000921,199,35,59,61,44
N00000922,82,20,29,16,17
N00000923,85,9,25,19,32
N00000924,78,9,26,19,24
N00000925,94,9,26,19,40
N00000926,90,5,28,18,39
N00000927,177,24,90,14,49
