GeographyCode,QS410NI0001,QS410NI0002,QS410NI0003
N00000117,92,86,6
N00000118,170,143,27
N00000119,130,125,5
N00000120,133,127,6
N00000121,126,124,2
N00000122,213,199,14
N00000123,146,143,3
N00000124,158,143,15
N00000125,148,148,0
N00000126,138,134,4
N00000127,133,130,3
N00000128,291,282,9
N00000129,138,138,0
N00000130,159,152,7
N00000131,145,136,9
N00000132,133,121,12
N00000133,140,139,1
N00000134,184,177,7
N00000135,125,119,6
N00000136,191,188,3
N00000137,123,120,3
N00000138,156,155,1
N00000139,137,133,4
N00000140,164,158,6
N00000141,224,220,4
N00000142,98,96,2
N00000143,132,123,9
N00000144,115,110,5
N00000145,76,75,1
N00000146,114,105,9
N00000147,107,106,1
N00000148,306,279,27
N00000149,202,187,15
N00000150,158,149,9
N00000151,160,131,29
N00000152,136,131,5
N00000153,117,111,6
N00000154,122,108,14
N00000155,144,128,16
N00000156,131,127,4
N00000157,152,139,13
N00000158,342,286,56
N00000159,122,116,6
N00000160,127,124,3
N00000161,133,128,5
N00000162,119,115,4
N00000163,164,155,9
N00000164,125,118,7
N00000165,138,135,3
N00000166,125,122,3
N00000167,159,149,10
N00000168,146,145,1
N00000169,305,279,26
N00000170,143,139,4
N00000171,152,146,6
N00000172,337,307,30
N00000173,152,144,8
N00000174,170,163,7
N00000175,146,140,6
N00000176,212,205,7
N00000177,193,167,26
N00000178,374,355,19
N00000179,559,492,67
N00000180,137,131,6
N00000181,195,168,27
N00000182,110,105,5
N00000183,157,146,11
N00000184,213,184,29
N00000185,126,121,5
N00000186,145,137,8
N00000187,126,126,0
N00000188,132,128,4
N00000189,127,125,2
N00000190,122,119,3
N00000191,125,124,1
N00000192,121,120,1
N00000193,111,111,0
N00000194,123,119,4
N00000195,125,123,2
N00000196,116,116,0
N00000197,118,115,3
N00000198,110,110,0
N00000199,131,130,1
N00000200,128,124,4
N00000201,150,143,7
N00000202,139,132,7
N00000203,136,134,2
N00000204,155,152,3
N00000205,123,118,5
N00000206,239,212,27
N00000207,136,119,17
N00000208,129,121,8
N00000209,125,122,3
N00000210,272,219,53
N00000211,288,269,19
N00000212,109,85,24
N00000213,166,150,16
N00000214,167,151,16
N00000215,160,151,9
N00000216,172,161,11
N00000217,194,175,19
N00000218,157,148,9
N00000219,130,123,7
N00000220,132,125,7
N00000221,118,115,3
N00000222,131,130,1
N00000223,132,128,4
N00000224,135,118,17
N00000225,113,90,23
N00000226,121,111,10
N00000227,129,121,8
N00000228,131,127,4
N00000229,160,150,10
N00000230,117,116,1
N00000231,127,122,5
N00000232,147,136,11
N00000233,134,128,6
N00000234,138,124,14
N00000235,132,128,4
N00000236,115,108,7
N00000237,151,147,4
N00000238,130,121,9
N00000239,121,118,3
N00000240,137,132,5
N00000241,138,138,0
N00000242,123,120,3
N00000243,116,110,6
N00000244,121,118,3
N00000245,129,126,3
N00000246,133,127,6
N00000247,124,122,2
N00000248,126,124,2
N00000249,132,131,1
N00000250,169,166,3
N00000251,159,155,4
N00000252,144,132,12
N00000253,184,175,9
N00000254,124,117,7
N00000255,138,127,11
N00000256,336,308,28
N00000257,178,173,5
N00000258,147,140,7
N00000259,171,161,10
N00000260,243,210,33
N00000261,201,179,22
N00000262,167,156,11
N00000263,128,110,18
N00000264,202,196,6
N00000265,161,149,12
N00000266,135,126,9
N00000267,155,152,3
N00000268,145,142,3
N00000269,151,135,16
N00000270,143,133,10
N00000271,147,142,5
N00000272,138,133,5
N00000273,170,163,7
N00000274,182,176,6
N00000275,130,126,4
N00000276,127,126,1
N00000277,119,117,2
N00000278,125,121,4
N00000279,86,83,3
N00000280,158,154,4
N00000281,129,117,12
N00000282,138,132,6
N00000283,148,142,6
N00000284,161,157,4
N00000285,126,124,2
N00000286,149,126,23
N00000287,149,137,12
N00000288,143,138,5
N00000289,215,197,18
N00000290,133,128,5
N00000291,217,204,13
N00000292,285,262,23
N00000293,162,162,0
N00000294,147,140,7
N00000295,159,144,15
N00000296,116,114,2
N00000297,132,128,4
N00000298,121,119,2
N00000299,168,147,21
N00000300,139,133,6
N00000301,125,124,1
N00000302,128,127,1
N00000303,111,110,1
N00000304,119,117,2
N00000305,122,121,1
N00000306,130,128,2
N00000307,123,122,1
N00000308,110,110,0
N00000309,127,124,3
N00000310,168,149,19
N00000311,176,160,16
N00000312,199,175,24
N00000313,202,193,9
N00000314,143,137,6
N00000315,140,133,7
N00000316,134,130,4
N00000317,279,213,66
N00000318,141,129,12
N00000319,350,310,40
N00000320,137,128,9
N00000321,226,211,15
N00000322,163,154,9
N00000323,173,163,10
N00000324,201,151,50
N00000325,239,198,41
N00000326,447,377,70
N00000327,136,130,6
N00000328,135,126,9
N00000329,140,137,3
N00000330,208,203,5
N00000331,240,233,7
N00000332,130,124,6
N00000333,130,125,5
N00000334,120,116,4
N00000335,137,136,1
N00000336,134,131,3
N00000337,126,120,6
N00000338,132,129,3
N00000339,125,122,3
N00000340,141,138,3
N00000341,132,130,2
N00000342,135,133,2
N00000343,123,122,1
N00000344,137,128,9
N00000345,169,163,6
N00000346,210,209,1
N00000347,152,130,22
N00000348,127,125,2
N00000349,161,149,12
N00000350,186,169,17
N00000351,149,137,12
N00000352,149,142,7
N00000353,144,140,4
N00000354,147,133,14
N00000355,156,154,2
N00000356,152,146,6
N00000357,465,452,13
N00000358,141,140,1
N00000359,442,389,53
N00000360,142,130,12
N00000361,166,148,18
N00000362,142,126,16
N00000363,160,150,10
N00000364,160,150,10
N00000365,121,86,35
N00000366,197,187,10
N00000367,155,143,12
N00000368,183,170,13
N00000369,155,141,14
N00000370,178,172,6
N00000371,153,141,12
N00000372,138,135,3
N00000373,181,178,3
N00000374,143,132,11
N00000375,149,134,15
N00000376,125,116,9
N00000377,124,119,5
N00000378,124,118,6
N00000379,166,164,2
N00000380,189,168,21
N00000381,356,333,23
N00000382,205,183,22
N00000383,164,144,20
N00000384,165,145,20
N00000385,155,135,20
N00000386,128,125,3
N00000387,134,106,28
N00000388,632,603,29
N00000389,162,156,6
N00000390,354,321,33
N00000391,185,173,12
N00000392,557,518,39
N00000393,194,178,16
N00000394,151,141,10
N00000395,153,142,11
N00000396,150,134,16
N00000397,203,189,14
N00000398,175,165,10
N00000399,142,130,12
N00000400,126,112,14
N00000401,123,117,6
N00000402,151,123,28
N00000403,244,208,36
N00000404,131,121,10
N00000405,121,105,16
N00000406,130,121,9
N00000407,372,344,28
N00000408,155,146,9
N00000409,158,143,15
N00000410,144,136,8
N00000411,140,128,12
N00000412,149,138,11
N00000413,138,131,7
N00000414,136,125,11
N00000415,169,162,7
N00000416,137,133,4
N00000417,195,187,8
N00000418,333,313,20
N00000419,148,139,9
N00000420,147,138,9
N00000421,186,185,1
N00000422,183,170,13
N00000423,165,152,13
N00000424,197,180,17
N00000425,136,121,15
N00000426,138,123,15
N00000427,145,133,12
N00000428,150,146,4
N00000429,161,152,9
N00000430,160,154,6
N00000431,145,137,8
N00000432,121,118,3
N00000433,151,141,10
N00000434,182,179,3
N00000435,180,173,7
N00000436,187,174,13
N00000437,208,195,13
N00000438,162,153,9
N00000439,142,134,8
N00000440,141,127,14
N00000441,130,121,9
N00000442,188,167,21
N00000443,173,164,9
N00000444,293,257,36
N00000445,143,141,2
N00000446,134,130,4
N00000447,123,117,6
N00000448,151,128,23
N00000449,156,146,10
N00000450,198,178,20
N00000451,200,189,11
N00000452,170,157,13
N00000453,161,149,12
N00000454,168,162,6
N00000455,113,111,2
N00000456,123,118,5
N00000457,128,126,2
N00000458,133,129,4
N00000459,258,247,11
N00000460,144,138,6
N00000461,162,157,5
N00000462,104,101,3
N00000463,384,343,41
N00000464,163,156,7
N00000465,137,129,8
N00000466,142,138,4
N00000467,134,131,3
N00000468,117,116,1
N00000469,160,154,6
N00000470,138,122,16
N00000471,127,126,1
N00000472,147,133,14
N00000473,114,108,6
N00000474,136,118,18
N00000475,125,116,9
N00000476,124,119,5
N00000477,294,283,11
N00000478,145,129,16
N00000479,123,117,6
N00000480,137,132,5
N00000481,182,175,7
N00000482,129,121,8
N00000483,117,115,2
N00000484,141,139,2
N00000485,111,108,3
N00000486,117,116,1
N00000487,115,113,2
N00000488,137,134,3
N00000489,108,107,1
N00000490,201,194,7
N00000491,171,166,5
N00000492,186,177,9
N00000493,141,140,1
N00000494,353,347,6
N00000495,139,136,3
N00000496,325,310,15
N00000497,340,328,12
N00000498,133,128,5
N00000499,130,129,1
N00000500,257,249,8
N00000501,156,151,5
N00000502,96,89,7
N00000503,136,133,3
N00000504,111,108,3
N00000505,94,94,0
N00000506,115,113,2
N00000507,116,114,2
N00000508,135,129,6
N00000509,133,127,6
N00000510,112,108,4
N00000511,163,157,6
N00000512,179,174,5
N00000513,135,131,4
N00000514,143,141,2
N00000515,127,124,3
N00000516,93,92,1
N00000517,127,125,2
N00000518,132,119,13
N00000519,120,118,2
N00000520,282,269,13
N00000521,186,183,3
N00000522,189,181,8
N00000523,156,154,2
N00000524,183,177,6
N00000525,219,211,8
N00000526,123,117,6
N00000527,152,133,19
N00000528,121,111,10
N00000529,138,135,3
N00000530,133,130,3
N00000531,156,151,5
N00000532,115,105,10
N00000533,160,159,1
N00000534,185,169,16
N00000535,193,183,10
N00000536,158,148,10
N00000537,147,142,5
N00000538,157,148,9
N00000539,141,139,2
N00000540,130,123,7
N00000541,161,158,3
N00000542,132,130,2
N00000543,139,138,1
N00000544,138,128,10
N00000545,128,126,2
N00000546,122,120,2
N00000547,151,143,8
N00000548,123,114,9
N00000549,120,115,5
N00000550,183,180,3
N00000551,102,100,2
N00000552,103,101,2
N00000553,135,131,4
N00000554,105,103,2
N00000555,111,110,1
N00000556,115,115,0
N00000557,177,167,10
N00000558,153,148,5
N00000559,132,124,8
N00000560,157,146,11
N00000561,170,162,8
N00000562,145,143,2
N00000563,366,356,10
N00000564,145,138,7
N00000565,130,124,6
N00000566,127,123,4
N00000567,214,200,14
N00000568,131,130,1
N00000569,173,167,6
N00000570,133,129,4
N00000571,131,120,11
N00000572,204,200,4
N00000573,144,138,6
N00000574,158,149,9
N00000575,171,160,11
N00000576,135,131,4
N00000577,167,154,13
N00000578,250,243,7
N00000579,152,149,3
N00000580,184,177,7
N00000581,169,160,9
N00000582,153,142,11
N00000583,127,118,9
N00000584,165,157,8
N00000585,171,155,16
N00000586,166,154,12
N00000587,160,154,6
N00000588,150,139,11
N00000589,185,182,3
N00000590,146,137,9
N00000591,165,155,10
N00000592,193,188,5
N00000593,181,171,10
N00000594,135,130,5
N00000595,202,185,17
N00000596,123,120,3
N00000597,131,121,10
N00000598,170,152,18
N00000599,117,114,3
N00000600,130,122,8
N00000601,143,133,10
N00000602,119,111,8
N00000603,158,151,7
N00000604,133,132,1
N00000605,204,196,8
N00000606,126,124,2
N00000607,132,129,3
N00000608,142,138,4
N00000609,142,136,6
N00000610,148,147,1
N00000611,134,122,12
N00000612,259,246,13
N00000613,118,112,6
N00000614,126,119,7
N00000615,93,87,6
N00000616,131,129,2
N00000617,139,133,6
N00000618,292,271,21
N00000619,142,141,1
N00000620,139,139,0
N00000621,186,176,10
N00000622,168,164,4
N00000623,130,125,5
N00000624,166,160,6
N00000625,140,118,22
N00000626,159,156,3
N00000627,164,159,5
N00000628,145,141,4
N00000629,175,171,4
N00000630,130,126,4
N00000631,142,137,5
N00000632,169,156,13
N00000633,140,126,14
N00000634,180,166,14
N00000635,163,153,10
N00000636,156,143,13
N00000637,309,305,4
N00000638,136,136,0
N00000639,145,143,2
N00000640,137,132,5
N00000641,130,129,1
N00000642,148,145,3
N00000643,149,148,1
N00000644,186,184,2
N00000645,138,136,2
N00000646,127,124,3
N00000647,309,300,9
N00000648,137,129,8
N00000649,136,132,4
N00000650,241,229,12
N00000651,129,122,7
N00000652,208,200,8
N00000653,119,116,3
N00000654,118,114,4
N00000655,147,141,6
N00000656,117,115,2
N00000657,331,318,13
N00000658,131,123,8
N00000659,142,142,0
N00000660,154,153,1
N00000661,146,141,5
N00000662,145,140,5
N00000663,154,148,6
N00000664,155,148,7
N00000665,149,145,4
N00000666,138,132,6
N00000667,140,137,3
N00000668,130,127,3
N00000669,155,151,4
N00000670,131,126,5
N00000671,138,130,8
N00000672,135,131,4
N00000673,363,353,10
N00000674,135,130,5
N00000675,152,144,8
N00000676,324,294,30
N00000677,166,143,23
N00000678,174,161,13
N00000679,173,167,6
N00000680,146,139,7
N00000681,139,138,1
N00000682,150,143,7
N00000683,139,132,7
N00000684,206,202,4
N00000685,124,121,3
N00000686,151,148,3
N00000687,135,135,0
N00000688,136,132,4
N00000689,145,136,9
N00000690,122,119,3
N00000691,131,129,2
N00000692,132,129,3
N00000693,130,125,5
N00000694,372,356,16
N00000695,208,201,7
N00000696,147,114,33
N00000697,160,149,11
N00000698,192,187,5
N00000699,157,148,9
N00000700,129,120,9
N00000701,94,94,0
N00000702,333,311,22
N00000703,135,131,4
N00000704,247,238,9
N00000705,251,242,9
N00000706,157,154,3
N00000707,137,132,5
N00000708,159,155,4
N00000709,175,165,10
N00000710,123,117,6
N00000711,204,195,9
N00000712,142,134,8
N00000713,148,135,13
N00000714,140,128,12
N00000715,264,254,10
N00000716,334,328,6
N00000717,204,199,5
N00000718,748,719,29
N00000719,89,86,3
N00000720,156,154,2
N00000721,170,154,16
N00000722,172,162,10
N00000723,158,145,13
N00000724,179,160,19
N00000725,184,165,19
N00000726,144,137,7
N00000727,128,124,4
N00000728,195,187,8
N00000729,124,121,3
N00000730,123,121,2
N00000731,126,123,3
N00000732,260,239,21
N00000733,116,112,4
N00000734,144,142,2
N00000735,153,143,10
N00000736,147,137,10
N00000737,127,124,3
N00000738,146,138,8
N00000739,159,143,16
N00000740,188,177,11
N00000741,147,140,7
N00000742,124,120,4
N00000743,120,116,4
N00000744,125,123,2
N00000745,201,184,17
N00000746,294,263,31
N00000747,184,173,11
N00000748,176,173,3
N00000749,146,140,6
N00000750,157,146,11
N00000751,211,198,13
N00000752,170,163,7
N00000753,146,138,8
N00000754,167,162,5
N00000755,133,125,8
N00000756,158,153,5
N00000757,144,142,2
N00000758,193,185,8
N00000759,104,102,2
N00000760,139,132,7
N00000761,191,178,13
N00000762,143,133,10
N00000763,189,166,23
N00000764,94,93,1
N00000765,169,165,4
N00000766,408,387,21
N00000767,113,108,5
N00000768,130,120,10
N00000769,138,137,1
N00000770,121,117,4
N00000771,130,124,6
N00000772,162,157,5
N00000773,160,154,6
N00000774,462,430,32
N00000775,132,123,9
N00000776,150,136,14
N00000777,353,323,30
N00000778,152,142,10
N00000779,216,204,12
N00000780,194,181,13
N00000781,216,204,12
N00000782,178,162,16
N00000783,204,195,9
N00000784,155,145,10
N00000785,131,118,13
N00000786,142,129,13
N00000787,152,144,8
N00000788,154,142,12
N00000789,422,403,19
N00000790,202,193,9
N00000791,150,146,4
N00000792,136,130,6
N00000793,149,146,3
N00000794,161,154,7
N00000795,174,170,4
N00000796,148,141,7
N00000797,149,144,5
N00000798,182,175,7
N00000799,205,193,12
N00000800,167,145,22
N00000801,194,176,18
N00000802,134,114,20
N00000803,147,140,7
N00000804,172,153,19
N00000805,139,134,5
N00000806,147,143,4
N00000807,197,187,10
N00000808,132,119,13
N00000809,224,204,20
N00000810,158,151,7
N00000811,154,148,6
N00000812,124,121,3
N00000813,206,191,15
N00000814,126,118,8
N00000815,163,159,4
N00000816,251,232,19
N00000817,106,104,2
N00000818,124,123,1
N00000819,143,132,11
N00000820,190,179,11
N00000821,134,129,5
N00000822,134,127,7
N00000823,151,146,5
N00000824,167,144,23
N00000825,137,136,1
N00000826,116,115,1
N00000827,124,121,3
N00000828,106,104,2
N00000829,134,131,3
N00000830,133,132,1
N00000831,136,134,2
N00000832,124,122,2
N00000833,121,120,1
N00000834,143,136,7
N00000835,113,112,1
N00000836,128,126,2
N00000837,123,122,1
N00000838,122,119,3
N00000839,174,156,18
N00000840,121,118,3
N00000841,124,123,1
N00000842,221,209,12
N00000843,111,107,4
N00000844,108,98,10
N00000845,101,98,3
N00000846,131,114,17
N00000847,381,367,14
N00000848,123,112,11
N00000849,156,144,12
N00000850,125,121,4
N00000851,124,115,9
N00000852,564,543,21
N00000853,113,108,5
N00000854,315,309,6
N00000855,113,104,9
N00000856,96,90,6
N00000857,167,157,10
N00000858,142,131,11
N00000859,140,138,2
N00000860,157,151,6
N00000861,127,124,3
N00000862,401,388,13
N00000863,134,128,6
N00000864,129,125,4
N00000865,132,126,6
N00000866,176,164,12
N00000867,175,159,16
N00000868,136,130,6
N00000869,113,106,7
N00000870,179,157,22
N00000871,161,155,6
N00000872,141,134,7
N00000873,134,132,2
N00000874,312,268,44
N00000875,124,124,0
N00000876,124,119,5
N00000877,159,158,1
N00000878,120,119,1
N00000879,408,398,10
N00000880,125,123,2
N00000881,157,148,9
N00000882,147,139,8
N00000883,142,133,9
N00000884,120,113,7
N00000885,378,323,55
N00000886,132,128,4
N00000887,136,133,3
N00000888,151,143,8
N00000889,118,110,8
N00000890,166,150,16
N00000891,198,181,17
N00000892,140,137,3
N00000893,137,135,2
N00000894,154,141,13
N00000895,127,121,6
N00000896,146,139,7
N00000897,149,137,12
N00000898,151,138,13
N00000899,170,158,12
N00000900,114,109,5
N00000901,156,140,16
N00000902,151,143,8
N00000903,96,94,2
N00000904,309,219,90
N00000905,155,144,11
N00000906,106,105,1
N00000907,136,129,7
N00000908,150,146,4
N00000909,87,81,6
N00000910,140,129,11
N00000911,110,109,1
N00000912,98,95,3
N00000913,128,127,1
N00000914,125,123,2
N00000915,126,116,10
N00000916,129,122,7
N00000917,124,116,8
N00000918,127,121,6
N00000919,114,108,6
N00000920,81,79,2
N00000921,209,209,0
N00000922,131,127,4
N00000923,124,114,10
N00000924,116,106,10
N00000925,124,119,5
N00000926,131,121,10
N00000927,246,202,44
N00000928,163,149,14
N00000929,158,155,3
N00000930,179,169,10
N00000931,249,246,3
N00000932,186,174,12
N00000933,141,134,7
N00000934,127,119,8
N00000935,117,115,2
N00000936,184,183,1
N00000937,183,174,9
N00000938,116,116,0
N00000939,98,90,8
N00000940,131,122,9
N00000941,146,131,15
N00000942,127,122,5
N00000943,108,105,3
N00000944,93,91,2
N00000945,108,105,3
N00000946,224,207,17
N00000947,123,117,6
N00000948,120,108,12
N00000949,143,134,9
N00000950,153,138,15
N00000951,113,106,7
N00000952,181,176,5
N00000953,128,117,11
N00000954,122,121,1
N00000955,175,158,17
N00000956,248,215,33
N00000957,199,192,7
N00000958,135,132,3
N00000959,250,204,46
N00000960,200,192,8
N00000961,129,124,5
N00000962,160,159,1
N00000963,119,115,4
N00000964,132,129,3
N00000965,122,120,2
N00000966,151,148,3
N00000967,141,137,4
N00000968,104,103,1
N00000969,124,92,32
N00000970,249,243,6
N00000971,120,120,0
N00000972,135,129,6
N00000973,148,145,3
N00000974,120,120,0
N00000975,136,125,11
N00000976,86,74,12
N00000977,147,145,2
N00000978,152,134,18
N00000979,132,126,6
N00000980,145,128,17
N00000981,122,108,14
N00000982,141,126,15
N00000983,177,162,15
N00000984,189,160,29
N00000985,127,126,1
N00000986,122,112,10
N00000987,176,152,24
N00000988,77,74,3
N00000989,137,124,13
N00000990,154,141,13
N00000991,148,141,7
N00000992,294,265,29
N00000993,118,111,7
N00000994,505,470,35
N00000995,101,97,4
N00000996,124,123,1
N00000997,115,103,12
N00000998,128,127,1
N00000999,131,122,9
N00001000,133,129,4
N00001001,154,139,15
N00001002,457,431,26
N00001003,126,113,13
N00001004,147,143,4
N00001005,185,172,13
N00001006,172,148,24
N00001007,285,242,43
N00001008,100,85,15
N00001009,108,83,25
N00001010,193,124,69
N00001011,154,126,28
N00001012,143,128,15
N00001013,128,98,30
N00001014,116,107,9
N00001015,163,144,19
N00001016,172,100,72
N00001017,179,118,61
N00001018,151,115,36
N00001019,146,76,70
N00001020,169,94,75
N00001021,156,83,73
N00001022,401,272,129
N00001023,152,94,58
N00001024,220,149,71
N00001025,145,101,44
N00001026,148,103,45
N00001027,167,158,9
N00001028,121,118,3
N00001029,243,241,2
N00001030,226,177,49
N00001031,150,145,5
N00001032,112,106,6
N00001033,128,110,18
N00001034,145,143,2
N00001035,115,112,3
N00001036,224,193,31
N00001037,147,136,11
N00001038,278,271,7
N00001039,145,141,4
N00001040,121,117,4
N00001041,115,108,7
N00001042,304,295,9
N00001043,121,116,5
N00001044,164,152,12
N00001045,118,116,2
N00001046,115,113,2
N00001047,131,127,4
N00001048,132,128,4
N00001049,131,125,6
N00001050,126,125,1
N00001051,119,117,2
N00001052,108,100,8
N00001053,127,125,2
N00001054,124,120,4
N00001055,121,120,1
N00001056,127,127,0
N00001057,131,129,2
N00001058,135,134,1
N00001059,125,121,4
N00001060,108,106,2
N00001061,105,102,3
N00001062,114,113,1
N00001063,128,123,5
N00001064,295,272,23
N00001065,129,126,3
N00001066,128,121,7
N00001067,137,133,4
N00001068,170,154,16
N00001069,142,133,9
N00001070,218,212,6
N00001071,145,137,8
N00001072,147,143,4
N00001073,132,127,5
N00001074,113,109,4
N00001075,136,131,5
N00001076,146,139,7
N00001077,137,131,6
N00001078,148,138,10
N00001079,423,369,54
N00001080,167,149,18
N00001081,172,168,4
N00001082,205,180,25
N00001083,168,162,6
N00001084,188,177,11
N00001085,467,438,29
N00001086,132,131,1
N00001087,116,107,9
N00001088,111,107,4
N00001089,139,136,3
N00001090,109,106,3
N00001091,134,130,4
N00001092,154,146,8
N00001093,270,232,38
N00001094,126,117,9
N00001095,152,145,7
N00001096,131,128,3
N00001097,125,121,4
N00001098,136,135,1
N00001099,129,125,4
N00001100,116,114,2
N00001101,123,120,3
N00001102,272,265,7
N00001103,107,100,7
N00001104,132,130,2
N00001105,130,129,1
N00001106,135,129,6
N00001107,146,142,4
N00001108,112,104,8
N00001109,146,145,1
N00001110,167,146,21
N00001111,278,277,1
N00001112,141,130,11
N00001113,634,600,34
N00001114,148,134,14
N00001115,122,108,14
N00001116,254,228,26
N00001117,374,367,7
N00001118,142,121,21
N00001119,101,98,3
N00001120,125,122,3
N00001121,126,124,2
N00001122,148,124,24
N00001123,109,105,4
N00001124,250,245,5
N00001125,174,169,5
N00001126,116,115,1
N00001127,322,315,7
N00001128,138,129,9
N00001129,241,205,36
N00001130,107,88,19
N00001131,909,510,399
N00001132,127,125,2
N00001133,342,316,26
N00001134,117,109,8
N00001135,98,94,4
N00001136,174,151,23
N00001137,136,135,1
N00001138,120,114,6
N00001139,215,210,5
N00001140,143,137,6
N00001141,97,92,5
N00001142,121,109,12
N00001143,60,60,0
N00001144,113,109,4
N00001145,139,137,2
N00001146,133,133,0
N00001147,136,127,9
N00001148,113,112,1
N00001149,130,130,0
N00001150,126,123,3
N00001151,156,154,2
N00001152,148,148,0
N00001153,138,136,2
N00001154,114,114,0
N00001155,454,324,130
N00001156,630,624,6
N00001157,118,113,5
N00001158,118,112,6
N00001159,140,136,4
N00001160,177,171,6
N00001161,125,117,8
N00001162,90,84,6
N00001163,194,185,9
N00001164,126,120,6
N00001165,132,129,3
N00001166,259,255,4
N00001167,129,125,4
N00001168,126,126,0
N00001169,120,119,1
N00001170,131,128,3
N00001171,182,179,3
N00001172,115,109,6
N00001173,112,109,3
N00001174,120,117,3
N00001175,115,113,2
N00001176,113,111,2
N00001177,117,116,1
N00001178,150,146,4
N00001179,112,112,0
N00001180,111,97,14
N00001181,113,112,1
N00001182,112,112,0
N00001183,214,202,12
N00001184,116,112,4
N00001185,136,130,6
N00001186,111,110,1
N00001187,126,122,4
N00001188,371,356,15
N00001189,117,116,1
N00001190,150,140,10
N00001191,128,120,8
N00001192,130,118,12
N00001193,132,117,15
N00001194,123,116,7
N00001195,116,95,21
N00001196,154,146,8
N00001197,150,129,21
N00001198,146,140,6
N00001199,116,101,15
N00001200,140,139,1
N00001201,119,112,7
N00001202,117,116,1
N00001203,120,120,0
N00001204,404,393,11
N00001205,242,239,3
N00001206,103,102,1
N00001207,125,125,0
N00001208,124,121,3
N00001209,118,114,4
N00001210,126,126,0
N00001211,130,128,2
N00001212,132,127,5
N00001213,135,130,5
N00001214,119,116,3
N00001215,106,104,2
N00001216,135,133,2
N00001217,165,160,5
N00001218,109,104,5
N00001219,142,136,6
N00001220,111,110,1
N00001221,133,124,9
N00001222,96,88,8
N00001223,130,126,4
N00001224,138,124,14
N00001225,134,127,7
N00001226,133,116,17
N00001227,110,110,0
N00001228,92,89,3
N00001229,134,119,15
N00001230,126,121,5
N00001231,132,130,2
N00001232,101,99,2
N00001233,123,122,1
N00001234,141,136,5
N00001235,356,353,3
N00001236,132,131,1
N00001237,125,123,2
N00001238,112,110,2
N00001239,117,117,0
N00001240,558,500,58
N00001241,133,133,0
N00001242,125,122,3
N00001243,124,123,1
N00001244,140,133,7
N00001245,140,135,5
N00001246,285,261,24
N00001247,117,115,2
N00001248,151,146,5
N00001249,155,152,3
N00001250,172,165,7
N00001251,123,122,1
N00001252,140,131,9
N00001253,119,115,4
N00001254,117,113,4
N00001255,130,123,7
N00001256,110,108,2
N00001257,113,110,3
N00001258,119,118,1
N00001259,129,129,0
N00001260,143,136,7
N00001261,117,116,1
N00001262,171,165,6
N00001263,143,138,5
N00001264,94,88,6
N00001265,819,461,358
N00001266,92,90,2
N00001267,152,152,0
