GeographyCode,QS117NI0001,QS117NI0002,QS117NI0003,QS117NI0004,QS117NI0005,QS117NI0006
N00000001,282,88,69,84,32,9
N00000002,95,49,17,17,9,3
N00000003,67,37,7,9,13,1
N00000004,166,77,30,38,11,10
N00000005,105,51,18,23,8,5
N00000006,65,32,15,11,6,1
N00000007,72,43,8,15,4,2
N00000008,82,51,16,12,3,0
N00000009,214,104,57,38,13,2
N00000010,67,40,9,10,7,1
N00000011,79,52,12,9,5,1
N00000012,75,50,9,11,4,1
N00000013,69,42,13,9,4,1
N00000014,138,81,35,16,5,1
N00000015,61,40,10,8,2,1
N00000016,58,37,10,9,1,1
N00000017,91,37,24,20,7,3
N00000018,67,35,14,15,0,3
N00000019,76,48,14,8,3,3
N00000020,64,25,19,13,7,0
N00000021,75,43,14,11,5,2
N00000022,72,37,18,12,4,1
N00000023,66,41,15,7,3,0
N00000024,153,75,26,31,14,7
N00000025,129,73,27,20,6,3
N00000026,130,69,27,25,8,1
N00000027,141,66,26,25,15,9
N00000028,64,31,13,14,4,2
N00000029,115,66,15,23,10,1
N00000030,103,66,11,14,9,3
N00000031,178,85,25,38,17,13
N00000032,103,49,18,21,13,2
N00000033,136,74,19,22,14,7
N00000034,130,70,24,21,14,1
N00000035,78,38,29,7,3,1
N00000036,99,55,22,16,4,2
N00000037,80,49,13,11,6,1
N00000038,114,56,23,15,17,3
N00000039,333,116,75,92,35,15
N00000040,73,35,17,14,7,0
N00000041,119,36,29,33,19,2
N00000042,109,50,28,17,7,7
N00000043,309,89,60,97,49,14
N00000044,78,33,11,17,11,6
N00000045,153,75,29,33,15,1
N00000046,109,68,7,18,13,3
N00000047,109,73,12,17,6,1
N00000048,88,45,19,17,6,1
N00000049,69,38,17,10,4,0
N00000050,91,58,16,15,2,0
N00000051,88,42,22,17,4,3
N00000052,80,40,16,15,7,2
N00000053,68,27,27,8,3,3
N00000054,80,36,19,18,6,1
N00000055,73,48,11,7,7,0
N00000056,83,56,13,8,6,0
N00000057,74,28,22,11,10,3
N00000058,72,25,24,18,4,1
N00000059,66,31,18,14,3,0
N00000060,111,55,28,18,10,0
N00000061,85,61,12,5,7,0
N00000062,112,78,13,12,8,1
N00000063,104,49,34,12,5,4
N00000064,67,32,13,16,3,3
N00000065,131,92,17,15,4,3
N00000066,92,67,15,7,2,1
N00000067,94,45,23,19,6,1
N00000068,111,58,18,27,6,2
N00000069,94,38,23,20,9,4
N00000070,80,61,8,6,4,1
N00000071,72,52,12,7,1,0
N00000072,503,212,117,128,38,8
N00000073,113,71,30,10,2,0
N00000074,300,126,70,82,16,6
N00000075,87,48,21,14,4,0
N00000076,99,42,27,19,8,3
N00000077,79,46,12,15,5,1
N00000078,135,45,30,42,16,2
N00000079,156,60,43,33,19,1
N00000080,125,62,20,33,9,1
N00000081,90,47,19,15,9,0
N00000082,98,58,14,18,6,2
N00000083,184,93,31,38,19,3
N00000084,137,74,23,23,16,1
N00000085,103,50,24,15,12,2
N00000086,106,42,26,27,8,3
N00000087,254,124,43,54,24,9
N00000088,55,37,12,6,0,0
N00000089,135,56,31,31,14,3
N00000090,107,52,22,20,9,4
N00000091,138,63,37,22,13,3
N00000092,143,78,16,25,20,4
N00000093,111,63,21,11,9,7
N00000094,143,78,26,27,9,3
N00000095,120,60,22,17,12,9
N00000096,137,95,17,16,8,1
N00000097,245,99,59,66,18,3
N00000098,355,178,86,60,26,5
N00000099,80,45,17,13,3,2
N00000100,92,50,23,12,4,3
N00000101,78,17,41,14,4,2
N00000102,93,48,21,17,3,4
N00000103,153,65,31,31,20,6
N00000104,88,36,23,18,9,2
N00000105,86,52,17,13,1,3
N00000106,46,22,5,11,7,1
N00000107,76,31,23,16,4,2
