GeographyCode,QS220NI0001,QS220NI0002,QS220NI0003,QS220NI0004,QS220NI0005
N00000928,149,140,8,0,1
N00000929,155,142,10,0,3
N00000930,169,149,12,1,7
N00000931,246,226,17,1,2
N00000932,174,158,11,1,4
N00000933,134,123,4,2,5
N00000934,119,109,5,2,3
N00000935,115,96,13,0,6
N00000936,183,176,4,2,1
N00000937,174,157,12,1,4
N00000938,116,108,7,0,1
N00000939,90,79,9,2,0
N00000940,122,106,12,1,3
N00000941,131,86,39,1,5
N00000942,122,88,30,1,3
N00000943,105,83,17,2,3
N00000944,91,75,13,1,2
N00000945,105,77,26,0,2
N00000946,207,52,141,2,12
N00000947,117,102,12,1,2
N00000948,108,86,17,0,5
N00000949,134,107,25,0,2
N00000950,138,78,51,5,4
N00000951,106,60,44,0,2
N00000952,176,34,126,4,12
N00000953,117,92,23,0,2
N00000954,121,8,100,0,13
N00000955,158,109,41,1,7
N00000956,215,163,36,4,12
N00000957,192,16,168,0,8
N00000958,132,7,119,1,5
N00000959,204,8,181,2,13
N00000960,192,26,152,3,11
N00000961,124,5,107,2,10
N00000962,159,17,132,0,10
N00000963,115,9,99,0,7
N00000964,129,9,111,1,8
N00000965,120,7,104,1,8
N00000966,148,9,128,2,9
N00000967,137,17,106,1,13
N00000968,103,7,87,0,9
N00000969,92,9,74,3,6
N00000970,243,29,195,2,17
N00000971,120,7,108,0,5
N00000972,129,6,111,2,10
N00000973,145,16,118,0,11
N00000974,120,6,105,1,8
N00000975,125,16,95,2,12
N00000976,74,11,54,1,8
N00000977,145,12,121,3,9
N00000978,134,11,104,1,18
N00000979,126,13,101,1,11
N00000980,128,24,89,1,14
N00000981,108,18,80,2,8
N00000982,126,21,82,4,19
N00000983,162,15,130,2,15
N00000984,160,28,104,9,19
N00000985,126,8,106,3,9
N00000986,112,16,81,1,14
N00000987,152,12,115,4,21
N00000988,74,16,49,2,7
N00000989,124,8,108,0,8
N00000990,141,14,103,6,18
N00000991,141,17,113,2,9
N00000992,265,36,197,1,31
N00000993,111,11,83,3,14
N00000994,470,64,353,6,47
N00000995,97,10,82,0,5
N00000996,123,25,91,1,6
N00000997,103,19,75,1,8
N00000998,127,18,96,3,10
N00000999,122,17,91,3,11
N00001000,129,11,113,0,5
N00001001,139,21,97,4,17
N00001002,431,81,310,5,35
N00001003,113,11,92,1,9
N00001004,143,19,105,5,14
N00001005,172,29,124,0,19
N00001006,148,70,43,6,29
N00001007,242,105,79,15,43
N00001008,85,49,24,5,7
N00001009,83,47,15,5,16
N00001010,124,81,27,6,10
N00001011,126,86,29,1,10
N00001012,128,65,46,5,12
N00001013,98,49,37,2,10
N00001014,107,52,38,3,14
N00001015,144,65,47,6,26
N00001016,100,61,22,2,15
N00001017,118,83,21,2,12
N00001018,115,50,41,5,19
N00001019,76,60,10,0,6
N00001020,94,56,27,3,8
N00001021,83,43,26,4,10
N00001022,272,144,73,15,40
N00001023,94,54,25,3,12
N00001024,149,83,37,8,21
N00001025,101,42,36,5,18
N00001026,103,53,27,6,17
N00001027,158,120,18,4,16
N00001028,118,103,12,1,2
N00001029,241,194,30,9,8
N00001030,177,137,22,6,12
N00001031,145,112,19,3,11
N00001032,106,8,91,2,5
N00001033,110,5,96,1,8
N00001034,143,47,86,5,5
N00001035,112,12,88,2,10
N00001036,193,33,138,7,15
N00001037,136,102,26,4,4
N00001038,271,177,84,4,6
N00001039,141,101,33,4,3
N00001040,117,5,108,1,3
N00001041,108,5,95,3,5
N00001042,295,137,146,2,10
N00001043,116,4,104,1,7
N00001044,152,22,117,1,12
N00001045,116,16,93,1,6
N00001046,113,69,40,2,2
N00001047,127,41,81,1,4
N00001048,128,77,48,2,1
N00001049,125,16,104,0,5
N00001050,125,83,34,2,6
N00001051,117,91,19,1,6
N00001052,100,68,30,0,2
N00001053,125,94,26,3,2
N00001054,120,98,19,1,2
N00001055,120,86,29,2,3
N00001056,127,47,76,0,4
N00001057,129,22,101,3,3
N00001058,134,96,34,1,3
N00001059,121,73,43,2,3
N00001060,106,9,91,3,3
N00001061,102,11,86,2,3
N00001062,113,15,90,2,6
N00001063,123,12,104,2,5
N00001064,272,37,221,0,14
N00001065,126,25,96,0,5
N00001066,121,11,103,2,5
N00001067,133,13,115,0,5
N00001068,154,28,111,3,12
N00001069,133,23,99,0,11
N00001070,212,28,166,5,13
N00001071,137,31,88,0,18
N00001072,143,16,121,0,6
N00001073,127,14,102,2,9
N00001074,109,6,94,2,7
N00001075,131,19,104,2,6
N00001076,139,14,121,0,4
N00001077,131,9,112,0,10
N00001078,138,31,99,3,5
N00001079,369,298,46,8,17
N00001080,149,113,22,3,11
N00001081,168,117,39,0,12
N00001082,180,152,21,2,5
N00001083,162,135,19,2,6
N00001084,177,149,21,1,6
N00001085,438,356,58,2,22
N00001086,131,99,21,2,9
N00001087,107,84,17,1,5
N00001088,107,89,11,3,4
N00001089,136,44,76,4,12
N00001090,106,7,86,5,8
N00001091,130,114,8,1,7
N00001092,146,129,11,3,3
N00001093,232,202,19,3,8
N00001094,117,111,4,1,1
N00001095,145,128,9,4,4
N00001096,128,116,8,1,3
N00001097,121,92,26,1,2
N00001098,135,110,22,0,3
N00001099,125,48,74,0,3
N00001100,114,95,15,0,4
N00001101,120,75,42,0,3
N00001102,265,25,231,0,9
N00001103,100,55,34,0,11
N00001104,130,81,46,1,2
N00001105,129,65,55,1,8
N00001106,129,125,4,0,0
N00001107,142,132,7,1,2
N00001108,104,98,2,2,2
N00001109,145,123,19,2,1
N00001110,146,130,13,1,2
N00001111,277,261,10,1,5
N00001112,130,115,11,1,3
N00001113,600,549,36,2,13
N00001114,134,118,11,2,3
N00001115,108,96,10,0,2
N00001116,228,196,27,1,4
N00001117,367,9,345,3,10
N00001118,121,11,100,2,8
N00001119,98,3,91,0,4
N00001120,122,6,112,0,4
N00001121,124,5,112,1,6
N00001122,124,8,109,1,6
N00001123,105,6,96,0,3
N00001124,245,12,220,0,13
N00001125,169,11,154,0,4
N00001126,115,10,96,0,9
N00001127,315,58,241,3,13
N00001128,129,9,109,2,9
N00001129,205,49,147,1,8
N00001130,88,12,67,1,8
N00001131,510,243,177,25,65
N00001132,125,10,106,1,8
N00001133,316,28,260,3,25
N00001134,109,13,84,5,7
N00001135,94,7,86,0,1
N00001136,151,11,122,1,17
N00001137,135,14,115,1,5
N00001138,114,4,105,1,4
N00001139,210,92,101,2,15
N00001140,137,13,109,2,13
N00001141,92,9,78,2,3
N00001142,109,9,93,3,4
N00001143,60,3,55,0,2
N00001144,109,8,94,2,5
N00001145,137,123,13,0,1
N00001146,133,126,7,0,0
N00001147,127,115,7,1,4
N00001148,112,106,6,0,0
N00001149,130,120,9,0,1
N00001150,123,113,9,0,1
N00001151,154,143,10,0,1
N00001152,148,132,15,1,0
N00001153,136,120,11,2,3
N00001154,114,104,9,0,1
N00001155,324,211,36,47,30
N00001156,624,578,31,3,12
N00001157,113,110,3,0,0
N00001158,112,106,3,0,3
N00001159,136,127,5,3,1
N00001160,171,163,6,1,1
N00001161,117,104,9,2,2
N00001162,84,75,4,2,3
N00001163,185,174,8,2,1
N00001164,120,113,5,0,2
N00001165,129,127,2,0,0
N00001166,255,239,11,3,2
N00001167,125,121,3,1,0
N00001168,126,123,3,0,0
N00001169,119,114,4,0,1
N00001170,128,122,4,0,2
N00001171,179,170,7,1,1
N00001172,109,106,3,0,0
N00001173,109,13,85,3,8
N00001174,117,61,50,2,4
N00001175,113,58,42,3,10
N00001176,111,9,96,3,3
N00001177,116,16,90,5,5
N00001178,146,112,30,1,3
N00001179,112,95,16,0,1
N00001180,97,51,36,1,9
N00001181,112,40,66,1,5
N00001182,112,104,6,1,1
N00001183,202,78,103,10,11
N00001184,112,35,72,0,5
N00001185,130,21,101,2,6
N00001186,110,26,73,5,6
N00001187,122,70,44,4,4
N00001188,356,275,66,8,7
N00001189,116,56,56,0,4
N00001190,140,25,106,4,5
N00001191,120,6,107,0,7
N00001192,118,16,96,2,4
N00001193,117,21,81,1,14
N00001194,116,10,106,0,0
N00001195,95,32,49,0,14
N00001196,146,14,122,2,8
N00001197,129,26,88,1,14
N00001198,140,69,65,4,2
N00001199,101,17,74,1,9
N00001200,139,100,30,1,8
N00001201,112,98,10,1,3
N00001202,116,103,9,1,3
N00001203,120,115,5,0,0
N00001204,393,377,9,4,3
N00001205,239,228,6,2,3
N00001206,102,95,5,1,1
N00001207,125,124,1,0,0
N00001208,121,117,3,0,1
N00001209,114,109,3,1,1
N00001210,126,123,2,0,1
N00001211,128,121,6,0,1
N00001212,127,123,3,0,1
N00001213,130,125,3,2,0
N00001214,116,111,4,1,0
N00001215,104,98,4,0,2
N00001216,133,125,6,1,1
N00001217,160,15,136,1,8
N00001218,104,7,90,1,6
N00001219,136,10,123,1,2
N00001220,110,3,97,1,9
N00001221,124,9,112,1,2
N00001222,88,5,77,1,5
N00001223,126,9,111,0,6
N00001224,124,8,108,2,6
N00001225,127,4,116,1,6
N00001226,116,4,100,2,10
N00001227,110,3,104,0,3
N00001228,89,11,74,2,2
N00001229,119,71,44,1,3
N00001230,121,98,21,1,1
N00001231,130,124,4,1,1
N00001232,99,90,9,0,0
N00001233,122,113,6,1,2
N00001234,136,132,3,0,1
N00001235,353,335,17,0,1
N00001236,131,122,9,0,0
N00001237,123,121,1,0,1
N00001238,110,106,3,0,1
N00001239,117,113,2,2,0
N00001240,500,463,28,1,8
N00001241,133,125,7,1,0
N00001242,122,114,6,1,1
N00001243,123,115,8,0,0
N00001244,133,116,14,0,3
N00001245,135,127,6,1,1
N00001246,261,16,205,3,37
N00001247,115,7,104,0,4
N00001248,146,3,136,0,7
N00001249,152,6,141,0,5
N00001250,165,4,154,0,7
N00001251,122,6,109,3,4
N00001252,131,78,47,2,4
N00001253,115,8,101,1,5
N00001254,113,2,101,2,8
N00001255,123,5,114,2,2
N00001256,108,3,101,0,4
N00001257,110,4,98,1,7
N00001258,118,7,106,0,5
N00001259,129,5,119,0,5
N00001260,136,11,120,1,4
N00001261,116,1,110,0,5
N00001262,165,30,128,2,5
N00001263,138,13,109,0,16
N00001264,88,15,63,3,7
N00001265,461,90,271,53,47
N00001266,90,2,82,0,6
N00001267,152,6,139,2,5
N00001268,154,7,138,0,9
N00001269,271,38,203,5,25
N00001270,154,11,120,3,20
N00001271,696,96,509,24,67
N00001272,118,20,88,3,7
N00001273,108,12,85,2,9
N00001274,122,5,111,0,6
N00001275,107,7,92,1,7
N00001276,91,4,79,4,4
N00001277,108,6,91,4,7
N00001278,120,16,92,1,11
N00001279,98,5,80,2,11
N00001280,117,4,108,1,4
N00001281,132,28,96,1,7
N00001282,148,21,109,4,14
N00001283,129,18,105,0,6
N00001284,147,16,118,0,13
N00001285,139,7,118,2,12
N00001286,141,11,122,2,6
N00001287,124,6,112,0,6
N00001288,117,1,110,0,6
N00001289,120,4,109,4,3
N00001290,123,3,116,1,3
N00001291,118,110,7,0,1
N00001292,300,273,21,2,4
N00001293,128,125,2,0,1
N00001294,128,123,1,1,3
N00001295,119,112,5,1,1
N00001296,122,65,54,0,3
N00001297,130,122,5,3,0
N00001298,162,26,110,6,20
N00001299,135,70,58,0,7
N00001300,119,113,4,1,1
N00001301,132,129,0,0,3
N00001302,257,240,10,1,6
N00001303,133,117,12,1,3
N00001304,125,117,8,0,0
N00001305,119,113,4,1,1
N00001306,106,62,39,2,3
N00001307,130,125,3,1,1
N00001308,210,41,162,1,6
N00001309,153,123,28,1,1
N00001310,335,292,35,1,7
N00001311,120,105,11,1,3
N00001312,244,196,33,2,13
N00001313,195,90,89,3,13
N00001314,142,74,61,2,5
N00001315,114,9,100,0,5
N00001316,194,20,161,1,12
N00001317,115,6,107,0,2
N00001318,133,9,115,2,7
N00001319,118,44,66,1,7
N00001320,101,18,81,1,1
N00001321,108,71,34,0,3
N00001322,133,15,106,1,11
N00001323,121,20,93,1,7
N00001324,113,20,90,2,1
N00001325,491,329,133,8,21
N00001326,125,62,56,2,5
N00001327,121,67,49,0,5
N00001328,378,199,145,16,18
N00001329,116,73,37,3,3
N00001330,124,77,39,3,5
N00001331,116,52,56,5,3
N00001332,103,56,35,1,11
N00001333,131,67,53,3,8
N00001334,140,67,58,5,10
N00001335,121,66,33,8,14
N00001336,108,60,40,2,6
N00001337,121,59,50,5,7
N00001338,125,19,95,2,9
N00001339,147,16,124,2,5
N00001340,378,66,290,7,15
N00001341,110,106,4,0,0
N00001342,126,112,13,1,0
N00001343,104,95,6,2,1
N00001344,117,105,9,2,1
N00001345,96,90,4,0,2
N00001346,341,160,164,3,14
N00001347,208,157,40,4,7
N00001348,128,92,31,1,4
N00001349,119,92,20,2,5
N00001350,413,379,28,0,6
N00001351,173,156,15,1,1
N00001352,137,103,24,2,8
N00001353,144,121,18,0,5
N00001354,397,374,18,2,3
N00001355,124,108,13,1,2
N00001356,112,106,4,1,1
N00001357,98,94,3,0,1
N00001358,163,147,8,1,7
N00001359,120,108,10,1,1
N00001360,116,98,11,4,3
N00001361,113,104,7,1,1
N00001362,134,121,12,0,1
N00001363,119,9,99,3,8
N00001364,251,46,180,2,23
N00001365,174,34,129,2,9
N00001366,119,16,95,1,7
N00001367,164,20,126,2,16
N00001368,126,7,110,1,8
N00001369,165,16,136,0,13
N00001370,187,15,160,3,9
N00001371,111,12,92,0,7
N00001372,247,16,211,5,15
N00001373,114,12,96,2,4
N00001374,112,8,98,1,5
N00001375,165,9,151,2,3
N00001376,96,11,73,2,10
N00001377,115,7,104,1,3
N00001378,106,10,90,1,5
N00001379,110,10,94,0,6
N00001380,133,81,37,2,13
N00001381,182,94,72,2,14
N00001382,115,53,55,0,7
N00001383,100,42,55,0,3
N00001384,117,28,77,0,12
N00001385,132,79,46,0,7
N00001386,262,75,151,10,26
N00001387,130,41,66,3,20
N00001388,115,10,98,2,5
N00001389,98,32,52,4,10
N00001390,107,32,71,0,4
N00001391,107,29,68,4,6
N00001392,132,49,73,2,8
N00001393,142,76,53,5,8
N00001394,122,41,66,2,13
N00001395,123,24,85,3,11
N00001396,320,141,138,6,35
N00001397,119,23,85,4,7
N00001398,131,43,74,1,13
N00001399,363,206,134,7,16
N00001400,137,61,65,1,10
N00001401,442,177,211,15,39
N00001402,292,177,90,10,15
N00001403,135,92,28,4,11
N00001404,295,189,86,2,18
N00001405,114,28,79,1,6
N00001406,112,32,73,3,4
N00001407,121,87,20,1,13
N00001408,211,123,72,3,13
N00001409,111,76,26,0,9
N00001410,125,85,40,0,0
N00001411,123,85,32,1,5
N00001412,102,51,45,2,4
N00001413,120,72,42,2,4
N00001414,112,77,30,1,4
N00001415,115,108,5,0,2
N00001416,472,254,80,95,43
N00001417,148,18,122,2,6
N00001418,321,216,56,24,25
N00001419,116,75,28,6,7
N00001420,132,15,99,2,16
N00001421,708,223,373,31,81
N00001422,115,17,82,3,13
N00001423,209,154,24,1,30
N00001424,114,13,84,5,12
N00001425,124,4,106,0,14
N00001426,118,3,107,2,6
N00001427,123,4,111,0,8
N00001428,128,5,118,0,5
N00001429,544,122,327,36,59
N00001430,129,9,112,2,6
N00001431,136,3,125,1,7
N00001432,138,3,130,0,5
N00001433,136,3,121,1,11
N00001434,134,6,126,0,2
N00001435,128,3,119,0,6
N00001436,130,24,99,2,5
N00001437,96,7,83,0,6
N00001438,139,6,125,0,8
N00001439,163,19,129,3,12
N00001440,141,2,134,0,5
N00001441,135,8,122,1,4
N00001442,115,2,104,3,6
N00001443,115,9,98,2,6
N00001444,155,2,145,0,8
N00001445,152,10,135,0,7
N00001446,132,7,119,0,6
N00001447,124,8,108,0,8
N00001448,133,11,116,1,5
N00001449,130,20,104,1,5
N00001450,118,8,103,2,5
N00001451,114,13,95,2,4
N00001452,124,21,98,0,5
N00001453,134,12,120,0,2
N00001454,117,6,103,1,7
N00001455,107,16,82,2,7
N00001456,141,18,111,1,11
N00001457,125,13,105,2,5
N00001458,130,26,94,2,8
N00001459,129,18,102,3,6
N00001460,263,50,183,3,27
N00001461,127,53,61,4,9
N00001462,137,53,71,3,10
N00001463,138,61,68,3,6
N00001464,128,54,58,5,11
N00001465,159,73,72,5,9
N00001466,105,49,44,3,9
N00001467,104,50,41,5,8
N00001468,111,47,47,1,16
N00001469,114,51,47,4,12
N00001470,134,62,47,0,25
N00001471,143,69,55,4,15
N00001472,238,123,95,9,11
N00001473,209,95,77,12,25
N00001474,113,58,48,3,4
N00001475,141,57,69,6,9
N00001476,128,61,58,3,6
N00001477,113,42,63,3,5
N00001478,132,56,60,4,12
N00001479,132,60,58,2,12
N00001480,240,16,203,4,17
N00001481,105,4,94,2,5
N00001482,139,9,113,2,15
N00001483,124,19,91,4,10
N00001484,112,13,86,2,11
N00001485,130,15,102,2,11
N00001486,127,10,104,1,12
N00001487,138,9,117,1,11
N00001488,117,7,96,2,12
N00001489,121,7,104,1,9
N00001490,101,9,84,1,7
N00001491,140,8,125,1,6
N00001492,115,7,98,1,9
N00001493,121,13,98,0,10
N00001494,96,8,83,1,4
N00001495,134,10,99,6,19
N00001496,150,19,108,3,20
N00001497,106,10,87,1,8
N00001498,198,32,125,3,38
N00001499,144,23,104,2,15
N00001500,147,26,97,4,20
N00001501,274,22,219,6,27
N00001502,196,22,154,2,18
N00001503,113,7,95,1,10
N00001504,106,6,90,0,10
N00001505,212,52,131,6,23
N00001506,128,17,102,2,7
N00001507,115,2,104,2,7
N00001508,207,32,138,3,34
N00001509,201,19,163,3,16
N00001510,122,18,84,2,18
N00001511,281,38,221,1,21
N00001512,137,33,82,4,18
N00001513,124,20,87,1,16
N00001514,109,18,79,1,11
N00001515,131,62,65,4,0
N00001516,127,32,90,0,5
N00001517,153,74,68,3,8
N00001518,174,101,59,11,3
N00001519,134,21,109,0,4
N00001520,114,4,100,1,9
N00001521,106,8,91,0,7
N00001522,115,18,91,0,6
N00001523,106,9,87,3,7
N00001524,111,7,96,2,6
N00001525,100,8,84,3,5
N00001526,112,10,94,1,7
N00001527,115,39,67,1,8
N00001528,123,60,49,3,11
N00001529,134,33,88,2,11
N00001530,165,74,76,6,9
N00001531,112,105,5,0,2
N00001532,148,138,6,0,4
N00001533,271,255,14,0,2
N00001534,132,127,3,0,2
N00001535,148,130,15,2,1
N00001536,126,116,6,0,4
N00001537,128,125,3,0,0
N00001538,128,125,3,0,0
N00001539,116,111,3,0,2
N00001540,136,125,7,0,4
N00001541,118,114,2,0,2
N00001542,121,117,1,1,2
N00001543,133,122,8,1,2
N00001544,115,110,4,0,1
N00001545,139,123,10,2,4
N00001546,125,106,13,3,3
N00001547,156,135,11,1,9
N00001548,179,160,13,1,5
N00001549,167,154,8,1,4
N00001550,108,96,7,1,4
N00001551,151,118,23,4,6
N00001552,156,138,14,0,4
N00001553,162,143,10,1,8
N00001554,151,140,7,2,2
N00001555,112,101,11,0,0
N00001556,96,91,3,0,2
N00001557,124,116,4,3,1
N00001558,106,94,5,0,7
N00001559,149,131,9,1,8
N00001560,101,84,10,2,5
N00001561,100,89,6,1,4
N00001562,110,83,19,0,8
N00001563,109,100,6,1,2
N00001564,140,130,5,2,3
N00001565,143,136,3,0,4
N00001566,141,135,5,0,1
N00001567,105,96,7,2,0
N00001568,107,96,5,2,4
N00001569,124,109,9,1,5
N00001570,418,392,14,2,10
N00001571,144,132,7,1,4
N00001572,126,121,5,0,0
N00001573,154,144,9,0,1
N00001574,118,113,4,0,1
N00001575,110,99,9,0,2
N00001576,124,115,4,1,4
N00001577,123,118,5,0,0
N00001578,114,107,7,0,0
N00001579,140,64,61,2,13
N00001580,158,90,51,7,10
N00001581,111,54,51,2,4
N00001582,107,70,30,3,4
N00001583,125,77,35,3,10
N00001584,107,49,40,4,14
N00001585,136,66,39,8,23
N00001586,142,58,57,11,16
N00001587,142,61,52,10,19
N00001588,135,54,58,4,19
N00001589,118,44,62,4,8
N00001590,147,61,61,6,19
N00001591,128,64,35,8,21
N00001592,140,40,81,6,13
N00001593,194,71,87,16,20
N00001594,142,48,68,11,15
N00001595,108,38,48,8,14
N00001596,126,51,57,3,15
N00001597,111,47,38,12,14
N00001598,139,53,60,8,18
N00001599,149,75,53,5,16
N00001600,134,58,56,7,13
N00001601,109,46,45,2,16
N00001602,145,60,64,4,17
N00001603,158,71,63,6,18
N00001604,146,22,95,3,26
N00001605,138,20,108,2,8
N00001606,104,20,68,1,15
N00001607,132,24,91,2,15
N00001608,123,29,84,3,7
N00001609,121,22,80,5,14
N00001610,125,36,67,9,13
N00001611,138,14,112,1,11
N00001612,130,14,108,1,7
N00001613,301,41,221,11,28
N00001614,132,19,92,3,18
N00001615,146,30,99,1,16
N00001616,146,24,99,3,20
N00001617,133,47,67,4,15
N00001618,119,24,78,2,15
N00001619,160,13,129,5,13
N00001620,138,30,84,5,19
N00001621,115,19,77,4,15
N00001622,106,21,68,3,14
N00001623,132,10,113,2,7
N00001624,94,4,83,1,6
N00001625,125,14,99,0,12
N00001626,122,12,105,0,5
N00001627,91,2,78,2,9
N00001628,119,10,105,1,3
N00001629,155,4,144,2,5
N00001630,107,6,96,0,5
N00001631,108,2,100,2,4
N00001632,118,2,112,0,4
N00001633,100,5,92,0,3
N00001634,122,9,108,1,4
N00001635,145,3,137,0,5
N00001636,84,2,80,0,2
N00001637,112,7,103,0,2
N00001638,132,7,117,0,8
N00001639,104,5,95,0,4
N00001640,111,1,108,0,2
N00001641,131,20,101,2,8
N00001642,124,9,109,1,5
N00001643,257,47,185,2,23
N00001644,125,19,95,3,8
N00001645,117,13,96,1,7
N00001646,136,30,95,1,10
N00001647,127,8,114,1,4
N00001648,143,11,122,0,10
N00001649,134,10,113,2,9
N00001650,118,12,95,2,9
N00001651,134,9,112,1,12
N00001652,132,4,120,3,5
N00001653,136,6,121,1,8
N00001654,139,13,118,1,7
N00001655,159,20,126,2,11
N00001656,118,9,105,1,3
N00001657,119,13,104,0,2
N00001658,95,16,75,0,4
N00001659,112,4,102,1,5
N00001660,123,7,108,0,8
N00001661,122,9,106,4,3
N00001662,125,11,109,0,5
N00001663,128,8,112,2,6
N00001664,118,7,94,4,13
N00001665,152,14,124,0,14
N00001666,125,7,115,0,3
N00001667,117,6,106,0,5
N00001668,156,3,143,2,8
N00001669,117,8,102,2,5
N00001670,125,5,109,1,10
N00001671,129,4,111,1,13
N00001672,134,11,106,0,17
N00001673,176,12,155,0,9
N00001674,114,9,96,1,8
N00001675,123,12,104,0,7
N00001676,107,2,98,0,7
N00001677,163,14,143,1,5
N00001678,148,7,131,2,8
N00001679,134,14,111,1,8
N00001680,170,10,146,0,14
N00001681,147,6,134,1,6
N00001682,127,16,100,0,11
N00001683,155,12,136,0,7
N00001684,286,20,241,5,20
N00001685,120,8,107,0,5
N00001686,114,9,91,2,12
N00001687,118,5,106,1,6
N00001688,158,12,134,1,11
N00001689,156,16,123,1,16
N00001690,141,14,117,1,9
N00001691,154,6,135,1,12
N00001692,124,9,100,4,11
N00001693,125,18,96,1,10
N00001694,104,9,93,0,2
N00001695,152,24,118,1,9
N00001696,168,18,134,3,13
N00001697,121,9,100,4,8
N00001698,131,21,97,1,12
N00001699,158,42,106,3,7
N00001700,124,9,107,0,8
N00001701,102,27,59,1,15
N00001702,140,19,110,2,9
N00001703,613,81,459,13,60
N00001704,450,59,357,5,29
N00001705,118,16,87,4,11
N00001706,166,13,144,2,7
N00001707,145,19,113,2,11
N00001708,241,30,192,2,17
N00001709,120,15,96,0,9
N00001710,136,10,119,0,7
N00001711,137,11,113,3,10
N00001712,158,5,143,2,8
N00001713,110,12,94,0,4
N00001714,260,13,220,2,25
N00001715,127,4,114,0,9
N00001716,124,12,103,0,9
N00001717,132,6,120,1,5
N00001718,125,13,106,1,5
N00001719,123,4,98,1,20
N00001720,122,5,107,0,10
N00001721,117,6,101,1,9
N00001722,148,5,131,0,12
N00001723,127,13,102,0,12
N00001724,105,3,88,3,11
N00001725,117,8,102,0,7
N00001726,119,18,93,1,7
N00001727,114,9,99,0,6
N00001728,137,7,118,1,11
N00001729,136,16,115,0,5
N00001730,133,13,114,0,6
N00001731,125,13,101,2,9
N00001732,351,33,293,5,20
N00001733,120,15,94,0,11
N00001734,120,7,106,1,6
N00001735,125,10,106,2,7
N00001736,199,26,166,3,4
N00001737,168,22,130,5,11
N00001738,133,24,96,4,9
N00001739,145,20,110,4,11
N00001740,292,44,231,2,15
N00001741,116,16,90,3,7
N00001742,109,26,69,1,13
N00001743,122,21,87,2,12
N00001744,128,7,117,1,3
N00001745,117,4,103,1,9
N00001746,118,10,102,3,3
N00001747,297,23,254,2,18
N00001748,148,9,128,2,9
N00001749,120,5,110,0,5
N00001750,115,3,103,1,8
N00001751,116,4,98,4,10
N00001752,128,6,113,1,8
N00001753,137,9,112,3,13
N00001754,130,10,108,0,12
N00001755,131,3,124,0,4
N00001756,131,4,119,2,6
N00001757,119,6,104,2,7
N00001758,132,3,122,2,5
N00001759,121,4,113,0,4
N00001760,389,183,173,12,21
N00001761,118,64,47,2,5
N00001762,133,7,112,2,12
N00001763,545,168,336,11,30
N00001764,128,8,114,0,6
N00001765,470,90,343,10,27
N00001766,128,5,114,2,7
N00001767,110,47,56,1,6
N00001768,114,61,44,4,5
N00001769,120,50,58,1,11
N00001770,89,45,40,2,2
N00001771,142,62,70,1,9
N00001772,118,37,73,3,5
N00001773,106,31,67,2,6
N00001774,128,55,63,5,5
N00001775,119,58,54,1,6
N00001776,122,56,57,1,8
N00001777,136,51,73,2,10
N00001778,114,2,102,1,9
N00001779,118,6,106,0,6
N00001780,248,10,214,4,20
N00001781,126,7,110,2,7
N00001782,124,4,114,0,6
N00001783,134,9,121,0,4
N00001784,129,3,111,3,12
N00001785,136,3,123,2,8
N00001786,135,4,128,1,2
N00001787,130,2,119,0,9
N00001788,126,6,108,1,11
N00001789,152,14,124,2,12
N00001790,132,65,63,0,4
N00001791,155,96,55,0,4
N00001792,97,59,34,2,2
N00001793,143,87,54,1,1
N00001794,374,83,273,4,14
N00001795,122,57,55,2,8
N00001796,130,57,67,3,3
N00001797,148,49,89,2,8
N00001798,147,73,64,2,8
N00001799,125,26,93,1,5
N00001800,128,56,66,3,3
N00001801,133,72,58,2,1
N00001802,126,74,43,1,8
N00001803,123,35,81,3,4
N00001804,135,50,80,1,4
N00001805,368,186,160,1,21
N00001806,128,7,104,2,15
N00001807,110,35,64,2,9
N00001808,107,11,92,1,3
N00001809,111,7,94,3,7
N00001810,120,5,106,2,7
N00001811,102,5,91,0,6
N00001812,213,10,186,1,16
N00001813,100,5,92,1,2
N00001814,352,38,285,2,27
N00001815,128,14,105,1,8
N00001816,235,14,212,1,8
N00001817,112,11,94,0,7
N00001818,109,10,93,0,6
N00001819,137,16,108,2,11
N00001820,149,10,133,1,5
N00001821,296,40,225,6,25
N00001822,132,13,105,1,13
N00001823,171,14,145,2,10
N00001824,117,6,102,4,5
N00001825,103,2,90,1,10
N00001826,120,5,106,2,7
N00001827,118,7,105,1,5
N00001828,107,9,90,2,6
N00001829,104,5,91,2,6
N00001830,146,8,121,0,17
N00001831,117,3,106,0,8
N00001832,113,1,104,0,8
N00001833,167,7,143,0,17
N00001834,105,1,90,3,11
N00001835,128,1,113,2,12
N00001836,122,5,107,3,7
N00001837,119,6,105,0,8
N00001838,127,1,113,2,11
N00001839,168,81,80,2,5
N00001840,112,49,59,1,3
N00001841,142,78,49,2,13
N00001842,124,53,65,2,4
N00001843,134,51,73,2,8
N00001844,127,53,64,1,9
N00001845,123,41,74,1,7
N00001846,125,44,77,1,3
N00001847,120,12,106,2,0
N00001848,118,5,106,1,6
N00001849,125,8,109,0,8
N00001850,261,19,217,1,24
N00001851,116,9,103,0,4
N00001852,125,10,111,0,4
N00001853,142,14,120,4,4
N00001854,127,1,110,3,13
N00001855,135,11,112,3,9
N00001856,117,14,96,4,3
N00001857,129,7,108,2,12
