ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS405NI0001","Count","HOUSEHOLDS","All households"
"QS405NI0002","Count","HOUSEHOLDS","Owner occupied: Total"
"QS405NI0003","Count","HOUSEHOLDS","Owner occupied: Owns outright"
"QS405NI0004","Count","HOUSEHOLDS","Owner occupied: Owns with a mortgage or loan"
"QS405NI0005","Count","HOUSEHOLDS","Shared ownership"
"QS405NI0006","Count","HOUSEHOLDS","Social rented: Total"
"QS405NI0007","Count","HOUSEHOLDS","Social rented: Northern Ireland Housing Executive"
"QS405NI0008","Count","HOUSEHOLDS","Social rented: Housing association or charitable trust"
"QS405NI0009","Count","HOUSEHOLDS","Private rented: Total"
"QS405NI0010","Count","HOUSEHOLDS","Private rented: Private landlord or letting agency"
"QS405NI0011","Count","HOUSEHOLDS","Private rented: Employer of a household member"
"QS405NI0012","Count","HOUSEHOLDS","Private rented: Relative or friend of a household member"
"QS405NI0013","Count","HOUSEHOLDS","Private rented: Other"
"QS405NI0014","Count","HOUSEHOLDS","Lives rent free"
