ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS203NI0001","Count","PERSONS","All Household Reference persons (HRPs)"
"QS203NI0002","Count","PERSONS","Ethnic group of HRP: White"
"QS203NI0003","Count","PERSONS","Ethnic group of HRP: Chinese"
"QS203NI0004","Count","PERSONS","Ethnic group of HRP: Irish Traveller"
"QS203NI0005","Count","PERSONS","Ethnic group of HRP: Indian"
"QS203NI0006","Count","PERSONS","Ethnic group of HRP: Pakistani"
"QS203NI0007","Count","PERSONS","Ethnic group of HRP: Bangladeshi"
"QS203NI0008","Count","PERSONS","Ethnic group of HRP: Other Asian"
"QS203NI0009","Count","PERSONS","Ethnic group of HRP: Black Caribbean"
"QS203NI0010","Count","PERSONS","Ethnic group of HRP: Black African"
"QS203NI0011","Count","PERSONS","Ethnic group of HRP: Black Other"
"QS203NI0012","Count","PERSONS","Ethnic group of HRP: Mixed"
"QS203NI0013","Count","PERSONS","Ethnic group of HRP: Other"
