GeographyCode,QS113NI0001,QS113NI0002,QS113NI0003,QS113NI0004,QS113NI0005,QS113NI0006,QS113NI0007,QS113NI0008,QS113NI0009,QS113NI0010,QS113NI0011,QS113NI0012
N00000067,134,36,10,26,98,17,23,13,21,3,6,15
N00000068,124,15,6,9,109,1,13,25,23,4,17,26
N00000069,145,50,13,37,95,25,17,12,17,3,9,12
N00000070,104,25,16,9,79,1,16,27,3,2,11,19
N00000071,136,62,26,36,74,6,19,21,10,0,2,16
N00000072,634,121,27,94,513,36,130,39,159,28,49,72
N00000073,249,122,46,76,127,16,45,24,18,1,6,17
N00000074,386,79,9,70,307,17,87,18,108,17,24,36
N00000075,111,25,13,12,86,12,14,18,16,2,8,16
N00000076,114,13,10,3,101,2,13,16,27,9,12,22
N00000077,98,15,6,9,83,2,18,14,16,6,8,19
N00000078,161,25,6,19,136,11,27,9,46,13,16,14
N00000079,192,39,18,21,153,6,23,18,40,13,22,31
N00000080,146,22,9,13,124,4,26,16,32,5,15,26
N00000081,140,46,28,18,94,1,22,18,21,2,13,17
N00000082,132,32,17,15,100,6,23,17,14,6,9,25
N00000083,208,22,10,12,186,2,48,18,32,15,32,39
N00000084,153,19,10,9,134,3,19,27,27,8,20,30
N00000085,180,73,26,47,107,11,24,18,23,4,8,19
N00000086,142,30,8,22,112,16,21,12,21,6,15,21
N00000087,303,48,13,35,255,15,47,33,50,19,34,57
N00000088,136,81,55,26,55,9,15,16,2,0,5,8
N00000089,164,29,9,20,135,11,26,13,33,10,16,26
N00000090,138,29,8,21,109,5,27,10,25,7,11,24
N00000091,176,36,6,30,140,17,29,19,28,15,11,21
N00000092,168,25,21,4,143,8,32,19,23,17,11,33
N00000093,140,35,24,11,105,2,21,22,7,8,26,19
N00000094,161,18,13,5,143,2,31,26,29,8,18,29
N00000095,152,30,10,20,122,6,16,17,22,10,12,39
N00000096,158,22,12,10,136,0,35,27,19,5,11,39
N00000097,296,43,4,39,253,19,62,15,78,14,30,35
N00000098,446,81,12,69,365,30,108,30,88,17,28,64
N00000099,107,28,11,17,79,9,20,13,15,3,7,12
N00000100,164,71,23,48,93,13,27,9,18,3,5,18
N00000101,122,44,6,38,78,27,11,2,17,6,6,9
N00000102,125,36,9,27,89,7,18,13,17,4,8,22
N00000103,205,51,9,42,154,27,39,8,31,14,13,22
N00000104,130,41,4,37,89,8,22,4,31,7,4,13
N00000105,148,61,21,40,87,6,22,18,13,1,6,21
N00000106,103,55,11,44,48,12,13,8,5,2,5,3
N00000107,120,41,9,32,79,13,18,12,21,3,4,8
N00000108,110,37,19,18,73,2,16,23,9,4,4,15
N00000109,229,77,15,62,152,15,32,22,46,4,5,28
N00000110,122,47,16,31,75,5,23,12,14,2,2,17
N00000111,136,32,16,16,104,5,21,18,19,8,5,28
N00000112,143,31,4,27,112,12,21,12,22,6,15,24
N00000113,122,31,9,22,91,9,25,5,22,6,5,19
N00000114,121,20,9,11,101,5,26,18,19,3,6,24
N00000115,128,38,14,24,90,14,22,15,12,3,6,18
N00000116,119,39,9,30,80,13,15,8,16,3,7,18
N00000117,86,46,10,36,40,11,9,1,10,1,2,6
N00000118,143,47,17,30,96,2,32,23,12,4,6,17
N00000119,125,29,20,9,96,1,27,33,10,3,4,18
N00000120,127,29,21,8,98,4,20,28,8,1,14,23
N00000121,124,31,11,20,93,6,21,23,16,1,7,19
N00000122,199,53,17,36,146,6,43,30,28,6,14,19
N00000123,143,33,16,17,110,3,19,37,23,2,10,16
N00000124,143,35,19,16,108,1,35,27,18,3,5,19
N00000125,148,29,12,17,119,7,15,14,20,9,25,29
N00000126,134,20,12,8,114,7,3,15,19,12,21,37
N00000127,130,29,17,12,101,5,13,13,19,17,14,20
N00000128,282,40,16,24,242,8,27,28,41,24,40,74
N00000129,138,39,9,30,99,20,25,12,12,5,11,14
N00000130,152,11,1,10,141,8,19,8,48,10,20,28
N00000131,136,22,6,16,114,3,25,15,21,3,12,35
N00000132,121,24,19,5,97,1,14,16,15,9,12,30
N00000133,139,48,25,23,91,4,23,23,10,4,8,19
N00000134,177,51,19,32,126,7,29,18,28,7,13,24
N00000135,119,31,15,16,88,10,16,15,14,2,5,26
N00000136,188,31,6,25,157,3,45,19,39,6,12,33
N00000137,120,30,11,19,90,1,14,16,26,3,8,22
N00000138,155,22,5,17,133,4,29,9,36,11,17,27
N00000139,133,39,13,26,94,3,30,29,12,0,4,16
N00000140,158,53,16,37,105,5,24,30,10,1,5,30
N00000141,220,97,58,39,123,13,23,36,17,4,10,20
N00000142,96,27,14,13,69,11,19,20,9,1,1,8
N00000143,123,69,27,42,54,9,11,12,9,0,3,10
N00000144,110,41,12,29,69,7,18,13,16,1,1,13
N00000145,75,48,39,9,27,2,5,7,3,1,2,7
N00000146,105,23,11,12,82,2,17,24,4,3,8,24
N00000147,106,41,12,29,65,10,13,11,11,4,1,15
N00000148,279,77,28,49,202,27,49,25,51,13,10,27
N00000149,187,58,37,21,129,9,23,32,34,3,8,20
N00000150,149,38,25,13,111,3,18,32,25,3,11,19
N00000151,131,42,22,20,89,6,23,17,14,1,6,22
N00000152,131,48,22,26,83,7,21,22,12,4,3,14
N00000153,111,37,22,15,74,4,15,20,16,4,5,10
N00000154,108,34,16,18,74,4,15,15,16,2,5,17
N00000155,128,27,18,9,101,5,29,10,17,4,7,29
N00000156,127,27,14,13,100,5,23,34,19,3,4,12
N00000157,139,28,15,13,111,2,21,25,20,5,8,30
N00000158,286,61,32,29,225,19,70,58,39,9,8,22
N00000159,116,45,22,23,71,6,16,28,7,0,2,12
N00000160,124,38,16,22,86,6,19,24,12,1,8,16
N00000161,128,11,4,7,117,2,30,28,14,4,10,29
N00000162,115,37,15,22,78,4,31,18,7,0,4,14
N00000163,155,61,23,38,94,12,26,22,11,0,8,15
N00000164,118,22,16,6,96,0,18,37,15,4,6,16
N00000165,135,37,19,18,98,5,21,24,16,3,8,21
N00000166,122,30,19,11,92,3,23,24,14,1,2,25
N00000167,149,33,19,14,116,3,23,30,16,6,8,30
N00000168,145,35,23,12,110,3,21,33,22,3,5,23
N00000169,279,62,37,25,217,2,51,56,31,8,26,43
N00000170,139,22,5,17,117,10,24,21,31,4,6,21
N00000171,146,23,12,11,123,1,32,19,19,7,17,28
N00000172,307,67,29,38,240,8,63,52,42,9,17,49
N00000173,144,33,21,12,111,2,28,23,11,9,6,32
N00000174,163,47,22,25,116,14,36,11,19,8,10,18
N00000175,140,28,8,20,112,5,22,22,29,5,5,24
N00000176,205,57,23,34,148,16,38,25,23,3,4,39
N00000177,167,69,30,39,98,10,37,17,15,2,3,14
N00000178,355,165,92,73,190,31,47,49,23,1,13,26
N00000179,492,257,102,155,235,28,85,54,27,4,10,27
N00000180,131,46,18,28,85,13,26,14,6,4,5,17
N00000181,168,86,31,55,82,6,43,15,4,0,1,13
N00000182,105,29,17,12,76,6,16,21,20,0,3,10
N00000183,146,65,10,55,81,12,24,11,14,3,5,12
N00000184,184,99,49,50,85,9,37,10,17,2,0,10
N00000185,121,63,46,17,58,1,19,20,2,1,3,12
N00000186,137,41,23,18,96,25,30,11,14,4,4,8
N00000187,126,46,18,28,80,17,20,20,9,2,4,8
N00000188,128,27,13,14,101,14,13,21,17,3,8,25
N00000189,125,19,11,8,106,3,24,19,29,5,4,22
N00000190,119,15,9,6,104,4,34,23,11,5,3,24
N00000191,124,27,14,13,97,1,26,26,14,0,8,22
N00000192,120,25,7,18,95,4,27,14,15,4,6,25
N00000193,111,33,17,16,78,9,16,9,17,7,10,10
N00000194,119,40,20,20,79,7,18,22,17,1,2,12
N00000195,123,55,33,22,68,4,10,21,12,2,1,18
N00000196,116,46,28,18,70,8,14,19,8,1,8,12
N00000197,115,13,4,9,102,6,23,11,26,4,8,24
N00000198,110,25,8,17,85,2,21,13,17,5,8,19
N00000199,130,20,6,14,110,3,34,14,26,4,13,16
N00000200,124,22,7,15,102,5,25,12,32,3,6,19
N00000201,143,52,26,26,91,2,24,30,18,1,1,15
N00000202,132,27,12,15,105,3,37,29,10,4,7,15
N00000203,134,26,19,7,108,2,19,30,18,2,8,29
N00000204,152,36,17,19,116,8,39,16,25,2,7,19
N00000205,118,27,16,11,91,3,23,11,24,4,4,22
N00000206,212,99,23,76,113,6,44,20,19,3,2,19
N00000207,119,38,8,30,81,3,30,12,16,0,2,18
N00000208,121,19,10,9,102,3,23,22,14,1,12,27
N00000209,122,16,10,6,106,2,26,9,26,0,12,31
N00000210,219,120,56,64,99,16,31,22,13,2,2,13
N00000211,269,118,63,55,151,9,27,57,21,5,5,27
N00000212,85,46,15,31,39,2,13,5,5,2,4,8
N00000213,150,69,30,39,81,4,32,14,11,1,4,15
N00000214,151,48,19,29,103,15,27,24,14,5,4,14
N00000215,151,27,15,12,124,1,26,30,18,5,10,34
N00000216,161,30,13,17,131,8,38,26,24,3,8,24
N00000217,175,28,16,12,147,1,37,40,18,8,13,30
N00000218,148,29,20,9,119,4,21,46,23,4,7,14
N00000219,123,52,16,36,71,17,23,9,5,3,2,12
N00000220,125,50,9,41,75,15,17,5,12,6,7,13
N00000221,115,35,14,21,80,14,20,12,16,1,7,10
N00000222,130,37,21,16,93,7,18,27,14,4,5,18
N00000223,128,32,20,12,96,4,11,28,21,1,12,19
N00000224,118,46,23,23,72,6,21,17,10,3,4,11
N00000225,90,50,39,11,40,1,7,22,3,0,1,6
N00000226,111,28,18,10,83,3,17,29,8,1,4,21
N00000227,121,72,31,41,49,6,15,14,6,1,0,7
N00000228,127,27,21,6,100,4,17,33,14,2,6,24
N00000229,150,48,23,25,102,7,22,21,18,4,6,24
N00000230,116,25,12,13,91,19,18,16,9,5,5,19
N00000231,122,33,8,25,89,25,13,12,15,7,11,6
N00000232,136,44,13,31,92,11,18,20,15,3,7,18
N00000233,128,53,24,29,75,8,24,10,12,2,1,18
N00000234,124,45,16,29,79,9,29,18,8,3,3,9
N00000235,128,24,15,9,104,13,19,32,12,2,10,16
N00000236,108,28,12,16,80,10,15,5,18,8,10,14
N00000237,147,22,13,9,125,4,21,22,34,7,11,26
N00000238,121,17,12,5,104,1,22,29,12,5,3,32
N00000239,118,36,11,25,82,21,20,15,10,0,4,12
N00000240,132,29,1,28,103,33,15,6,17,8,8,16
N00000241,138,15,5,10,123,1,26,13,28,6,21,28
N00000242,120,8,4,4,112,2,29,16,24,8,11,22
N00000243,110,25,14,11,85,11,19,19,11,3,3,19
N00000244,118,34,11,23,84,12,19,22,11,3,9,8
N00000245,126,23,6,17,103,4,21,26,15,5,7,25
N00000246,127,41,17,24,86,14,18,13,12,2,8,19
N00000247,122,19,10,9,103,2,21,32,17,3,9,19
N00000248,124,17,11,6,107,1,28,23,11,9,4,31
N00000249,131,16,4,12,115,8,30,9,30,5,13,20
N00000250,166,35,11,24,131,10,46,15,27,4,5,24
N00000251,155,25,5,20,130,10,30,8,45,9,12,16
N00000252,132,32,13,19,100,5,19,22,17,6,14,17
N00000253,175,30,14,16,145,1,27,28,27,6,16,40
N00000254,117,21,14,7,96,1,25,16,13,6,11,24
N00000255,127,14,9,5,113,2,22,32,18,6,5,28
N00000256,308,73,41,32,235,6,56,53,42,10,20,48
N00000257,173,61,25,36,112,12,20,13,24,4,11,28
N00000258,140,28,15,13,112,2,18,27,26,4,8,27
N00000259,161,25,12,13,136,6,32,21,22,10,11,34
N00000260,210,50,23,27,160,10,30,29,37,14,16,24
N00000261,179,23,14,9,156,4,34,24,28,15,20,31
N00000262,156,36,20,16,120,6,26,23,17,13,11,24
N00000263,110,39,15,24,71,11,20,11,9,2,5,13
N00000264,196,42,14,28,154,21,24,14,30,14,15,36
N00000265,149,54,20,34,95,7,19,17,8,3,12,29
N00000266,126,32,10,22,94,6,21,15,21,6,6,19
N00000267,152,19,12,7,133,3,26,29,18,8,18,31
N00000268,142,26,13,13,116,2,28,23,19,6,9,29
N00000269,135,31,14,17,104,2,15,27,18,2,9,31
N00000270,133,22,15,7,111,1,20,25,18,3,12,32
N00000271,142,28,14,14,114,0,25,22,28,4,11,24
N00000272,133,43,18,25,90,3,28,25,14,4,3,13
N00000273,163,26,10,16,137,3,24,30,27,9,20,24
N00000274,176,30,15,15,146,6,33,30,35,5,5,32
N00000275,126,40,18,22,86,3,28,17,14,3,10,11
N00000276,126,31,11,20,95,8,23,14,23,4,9,14
N00000277,117,20,3,17,97,7,30,7,29,3,8,13
N00000278,121,32,11,21,89,7,23,10,21,5,9,14
N00000279,83,23,3,20,60,11,22,4,15,3,0,5
N00000280,154,42,10,32,112,27,26,2,33,7,8,9
N00000281,117,17,10,7,100,0,18,22,17,0,12,31
N00000282,132,22,10,12,110,6,15,26,17,6,10,30
N00000283,142,33,16,17,109,6,31,22,24,5,6,15
N00000284,157,47,18,29,110,18,27,11,30,5,10,9
N00000285,124,28,5,23,96,25,22,5,23,8,5,8
N00000286,126,47,14,33,79,8,22,19,7,3,6,14
N00000287,137,52,23,29,85,13,19,18,12,6,2,15
N00000288,138,29,9,20,109,5,31,22,22,5,8,16
N00000289,197,41,16,25,156,14,51,20,34,9,10,18
N00000290,128,47,20,27,81,16,13,21,15,1,2,13
N00000291,204,46,14,32,158,3,43,30,34,10,8,30
N00000292,262,41,14,27,221,8,39,47,76,8,22,21
N00000293,162,16,6,10,146,3,26,9,63,8,13,24
N00000294,140,23,13,10,117,3,16,27,15,6,14,36
N00000295,144,30,17,13,114,9,25,25,22,3,9,21
N00000296,114,25,9,16,89,7,21,15,22,1,4,19
N00000297,128,25,11,14,103,1,31,17,19,2,5,28
N00000298,119,17,2,15,102,7,30,7,22,6,13,17
N00000299,147,47,22,25,100,12,22,22,16,3,4,21
N00000300,133,47,29,18,86,10,22,18,16,2,4,14
N00000301,124,20,3,17,104,2,25,8,40,7,10,12
N00000302,127,13,7,6,114,6,28,15,24,3,13,25
N00000303,110,13,6,7,97,5,24,6,26,5,8,23
N00000304,117,15,1,14,102,9,28,2,37,6,7,13
N00000305,121,4,0,4,117,1,31,9,26,7,11,32
N00000306,128,23,1,22,105,5,22,4,35,10,9,20
N00000307,122,17,7,10,105,6,23,13,19,6,14,24
N00000308,110,21,9,12,89,4,29,8,18,1,8,21
N00000309,124,14,9,5,110,5,19,11,23,4,18,30
N00000310,149,33,16,17,116,4,28,21,18,4,10,31
N00000311,160,69,31,38,91,9,25,18,12,3,5,19
N00000312,175,35,14,21,140,6,29,21,23,11,12,38
N00000313,193,33,9,24,160,11,19,19,40,18,24,29
N00000314,137,35,12,23,102,7,15,21,18,3,10,28
N00000315,133,45,20,25,88,5,13,16,15,5,11,23
N00000316,130,25,14,11,105,7,21,19,15,8,15,20
N00000317,213,94,42,52,119,16,22,23,16,2,8,32
N00000318,129,28,16,12,101,4,21,19,15,7,8,27
N00000319,310,71,35,36,239,19,54,38,52,15,24,37
N00000320,128,33,16,17,95,6,20,28,12,7,3,19
N00000321,211,61,19,42,150,15,37,16,33,8,10,31
N00000322,154,38,15,23,116,10,18,27,25,7,9,20
N00000323,163,30,19,11,133,5,29,15,26,8,17,33
N00000324,151,29,17,12,122,3,36,30,16,5,12,20
N00000325,198,49,24,25,149,8,25,27,34,15,16,24
N00000326,377,101,36,65,276,19,87,36,63,14,22,35
N00000327,130,33,3,30,97,13,30,7,22,5,9,11
N00000328,126,48,8,40,78,18,10,13,18,5,4,10
N00000329,137,26,8,18,111,19,21,13,22,4,10,22
N00000330,203,36,8,28,167,7,54,18,52,11,9,16
N00000331,233,61,23,38,172,24,29,14,42,6,22,35
N00000332,124,49,7,42,75,20,17,6,13,4,3,12
N00000333,125,40,8,32,85,28,12,13,13,1,8,10
N00000334,116,27,3,24,89,15,20,13,13,6,7,15
N00000335,136,33,13,20,103,7,27,26,16,1,7,19
N00000336,131,22,10,12,109,1,32,30,15,4,8,19
N00000337,120,29,19,10,91,3,21,22,14,1,5,25
N00000338,129,35,21,14,94,1,17,29,13,4,10,20
N00000339,122,31,16,15,91,2,20,24,16,2,7,20
N00000340,138,21,11,10,117,2,25,24,13,6,11,36
N00000341,130,23,11,12,107,1,26,20,14,4,12,30
N00000342,133,24,1,23,109,7,27,12,18,3,13,29
N00000343,122,18,4,14,104,5,19,12,27,7,7,27
N00000344,128,36,10,26,92,15,23,9,11,3,9,22
N00000345,163,36,15,21,127,14,25,20,20,5,8,35
N00000346,209,30,11,19,179,22,31,9,50,15,24,28
N00000347,130,60,20,40,70,5,17,14,12,2,1,19
N00000348,125,22,13,9,103,10,20,12,17,3,9,32
N00000349,149,50,23,27,99,9,17,15,17,5,11,25
N00000350,169,26,9,17,143,7,20,15,31,18,13,39
N00000351,137,28,14,14,109,5,18,17,14,7,18,30
N00000352,142,25,13,12,117,2,17,11,15,13,20,39
N00000353,140,32,19,13,108,1,13,15,17,6,15,41
N00000354,133,23,10,13,110,1,17,20,20,9,14,29
N00000355,154,37,18,19,117,4,21,21,17,10,14,30
N00000356,146,33,7,26,113,24,17,9,21,7,17,18
N00000357,452,116,46,70,336,73,54,30,64,15,34,66
N00000358,140,31,9,22,109,19,24,15,15,4,13,19
N00000359,389,187,83,104,202,22,47,28,41,6,17,41
N00000360,130,24,18,6,106,7,12,11,15,9,18,34
N00000361,148,45,24,21,103,15,19,14,18,6,9,22
N00000362,126,35,21,14,91,3,10,10,15,5,22,26
N00000363,150,26,12,14,124,2,19,20,14,18,16,35
N00000364,150,25,12,13,125,1,21,20,11,14,21,37
N00000365,86,22,7,15,64,7,8,9,7,8,10,15
N00000366,187,43,20,23,144,11,29,21,29,18,15,21
N00000367,143,50,20,30,93,12,17,17,10,8,12,17
N00000368,170,36,18,18,134,2,15,23,22,16,17,39
N00000369,141,31,18,13,110,1,22,19,17,11,14,26
N00000370,172,38,25,13,134,2,27,20,26,7,18,34
N00000371,141,29,13,16,112,5,15,18,15,17,15,27
N00000372,135,32,4,28,103,8,23,8,28,7,10,19
N00000373,178,49,16,33,129,14,28,20,22,6,10,29
N00000374,132,29,11,18,103,2,27,14,24,6,12,18
N00000375,134,40,27,13,94,2,22,35,13,0,7,15
N00000376,116,39,21,18,77,3,19,16,17,1,4,17
N00000377,119,40,25,15,79,7,10,28,9,4,7,14
N00000378,118,41,11,30,77,15,16,10,14,5,6,11
N00000379,164,31,8,23,133,11,25,11,29,12,21,24
N00000380,168,34,21,13,134,2,21,13,23,11,25,39
N00000381,333,73,26,47,260,45,43,19,57,23,32,41
N00000382,183,43,13,30,140,5,23,17,24,14,21,36
N00000383,144,26,14,12,118,9,15,15,14,17,22,26
N00000384,145,31,18,13,114,8,14,5,14,12,29,32
N00000385,135,20,7,13,115,3,15,19,12,22,13,31
N00000386,125,39,14,25,86,10,19,12,15,3,9,18
N00000387,106,44,22,22,62,13,12,8,6,2,5,16
N00000388,603,166,57,109,437,73,77,53,79,28,45,82
N00000389,156,37,27,10,119,6,16,21,22,10,14,30
N00000390,321,56,30,26,265,8,41,50,44,21,41,60
N00000391,173,22,14,8,151,3,25,28,28,12,16,39
N00000392,518,118,34,84,400,18,101,49,90,23,37,82
N00000393,178,39,17,22,139,8,32,29,23,10,11,26
N00000394,141,21,11,10,120,1,15,35,14,9,17,29
N00000395,142,30,14,16,112,0,14,21,20,6,15,36
N00000396,134,22,10,12,112,5,15,30,14,7,11,30
N00000397,189,40,14,26,149,3,29,22,27,11,16,41
N00000398,165,31,16,15,134,3,27,31,19,12,14,28
N00000399,130,42,15,27,88,6,20,12,13,4,5,28
N00000400,112,41,17,24,71,11,20,14,4,0,9,13
N00000401,117,38,13,25,79,9,12,14,8,3,6,27
N00000402,123,52,15,37,71,4,15,22,9,0,4,17
N00000403,208,72,32,40,136,22,25,14,19,12,11,33
N00000404,121,43,16,27,78,3,13,23,8,8,5,18
N00000405,105,44,19,25,61,12,15,10,2,1,5,16
N00000406,121,15,7,8,106,3,14,15,22,12,11,29
N00000407,344,69,28,41,275,14,30,25,51,33,43,79
N00000408,146,26,11,15,120,5,12,25,18,14,21,25
N00000409,143,40,16,24,103,5,12,21,22,7,13,23
N00000410,136,25,14,11,111,5,17,24,13,7,12,33
N00000411,128,38,11,27,90,6,17,8,13,9,14,23
N00000412,138,25,11,14,113,3,16,21,14,10,14,35
N00000413,131,20,10,10,111,4,17,7,18,10,15,40
N00000414,125,25,9,16,100,0,21,19,14,7,17,22
N00000415,162,41,14,27,121,10,21,16,23,7,9,35
N00000416,133,19,10,9,114,1,15,22,22,10,13,31
N00000417,187,32,6,26,155,10,36,13,48,12,15,21
N00000418,313,61,28,33,252,20,53,38,56,21,14,50
N00000419,139,36,22,14,103,4,26,19,16,7,5,26
N00000420,138,41,27,14,97,1,21,27,12,4,4,28
N00000421,185,29,14,15,156,10,40,14,39,14,10,29
N00000422,170,50,22,28,120,14,21,24,15,7,12,27
N00000423,152,22,13,9,130,2,23,21,27,14,15,28
N00000424,180,32,10,22,148,15,24,13,22,14,15,45
N00000425,121,23,12,11,98,2,10,19,19,8,12,28
N00000426,123,36,18,18,87,5,21,16,16,5,5,19
N00000427,133,37,15,22,96,7,18,12,17,7,9,26
N00000428,146,35,11,24,111,11,14,16,23,6,12,29
N00000429,152,28,19,9,124,5,14,24,26,9,23,23
N00000430,154,17,10,7,137,2,20,21,26,18,13,37
N00000431,137,40,25,15,97,9,16,14,20,4,16,18
N00000432,118,40,23,17,78,5,13,21,12,4,8,15
N00000433,141,69,33,36,72,14,17,15,11,3,2,10
N00000434,179,53,29,24,126,21,22,19,20,8,11,25
N00000435,173,52,21,31,121,15,24,15,30,6,11,20
N00000436,174,31,17,14,143,5,24,22,25,18,17,32
N00000437,195,27,14,13,168,6,23,18,28,25,28,40
N00000438,153,29,15,14,124,2,16,14,13,9,16,54
N00000439,134,23,15,8,111,3,13,22,15,10,14,34
N00000440,127,20,8,12,107,4,16,17,16,12,17,25
N00000441,121,36,13,23,85,3,17,11,13,7,8,26
N00000442,167,43,13,30,124,13,21,15,36,7,14,18
N00000443,164,27,15,12,137,9,21,16,31,11,9,40
N00000444,257,104,47,57,153,22,35,19,29,5,12,31
N00000445,141,19,11,8,122,4,23,29,15,12,10,29
N00000446,130,33,17,16,97,5,20,19,12,7,13,21
N00000447,117,35,19,16,82,1,14,26,11,5,6,19
N00000448,128,66,29,37,62,4,15,9,11,0,5,18
N00000449,146,31,23,8,115,0,19,18,23,7,18,30
N00000450,178,44,24,20,134,8,23,19,32,12,9,31
N00000451,189,46,16,30,143,13,37,15,35,11,9,23
N00000452,157,38,24,14,119,3,20,16,24,9,25,22
N00000453,149,59,23,36,90,11,16,21,11,6,8,17
N00000454,162,24,14,10,138,6,22,15,25,11,22,37
N00000455,111,37,15,22,74,7,12,9,21,7,2,16
N00000456,118,27,12,15,91,3,19,12,23,9,7,18
N00000457,126,23,7,16,103,6,26,7,32,5,11,16
N00000458,129,25,19,6,104,1,20,21,17,8,13,24
N00000459,247,56,20,36,191,8,48,20,43,9,16,47
N00000460,138,35,11,24,103,4,20,16,20,7,10,26
N00000461,157,40,14,26,117,2,21,21,25,11,15,22
N00000462,101,32,16,16,69,8,21,9,13,2,5,11
N00000463,343,112,29,83,231,23,63,43,44,13,11,34
N00000464,156,38,19,19,118,5,25,14,27,15,10,22
N00000465,129,38,11,27,91,15,20,12,21,4,2,17
N00000466,138,25,14,11,113,5,23,30,12,6,9,28
N00000467,131,46,23,23,85,8,21,18,11,3,6,18
N00000468,116,27,15,12,89,2,19,19,14,8,6,21
N00000469,154,21,8,13,133,12,30,20,31,9,11,20
N00000470,122,47,15,32,75,9,16,9,14,2,9,16
N00000471,126,36,14,22,90,9,22,15,14,4,1,25
N00000472,133,77,27,50,56,7,23,9,5,3,3,6
N00000473,108,52,20,32,56,4,12,16,6,1,1,16
N00000474,118,56,37,19,62,1,11,25,2,2,3,18
N00000475,116,55,26,29,61,7,19,6,12,4,7,6
