GeographyCode,QS207NI0001,QS207NI0002,QS207NI0003,QS207NI0004,QS207NI0005,QS207NI0006,QS207NI0007,QS207NI0008,QS207NI0009,QS207NI0010,QS207NI0011,QS207NI0012,QS207NI0013,QS207NI0014,QS207NI0015,QS207NI0016,QS207NI0017,QS207NI0018,QS207NI0019,QS207NI0020,QS207NI0021
N00000001,1113,1032,963,586,78,269,30,0,5,0,1,63,59,4,38,13,17,0,3,10,0
N00000002,351,347,334,19,6,309,0,0,4,0,0,9,9,0,1,2,1,0,0,0,0
N00000003,237,235,227,7,0,220,0,0,2,0,0,6,6,0,1,0,0,0,0,1,0
N00000004,616,604,594,21,5,566,2,0,7,0,1,2,2,0,4,0,8,0,0,0,0
N00000005,374,372,363,16,2,345,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0
N00000006,251,238,233,7,0,226,0,0,2,0,0,3,3,0,8,1,3,0,0,1,0
N00000007,245,240,228,8,2,218,0,0,2,0,0,10,10,0,1,4,0,0,0,0,0
N00000008,288,281,262,18,3,240,1,0,4,0,0,15,15,0,1,4,0,0,0,2,0
N00000009,727,714,682,33,7,642,0,0,8,0,0,24,23,1,1,5,3,0,0,4,0
N00000010,242,239,230,7,2,220,1,0,2,0,0,7,6,1,1,1,0,0,0,1,0
N00000011,293,288,278,15,3,260,0,0,2,0,0,8,8,0,0,3,2,0,0,0,0
N00000012,264,261,252,11,3,237,1,0,2,0,0,7,7,0,0,0,1,0,1,1,0
N00000013,268,263,250,12,2,236,0,0,5,0,0,8,8,0,0,1,3,0,0,1,0
N00000014,460,453,422,27,8,386,1,0,7,0,1,23,22,1,3,2,2,0,0,0,0
N00000015,226,224,218,9,3,204,2,0,3,0,0,3,3,0,0,1,0,0,0,1,0
N00000016,223,219,199,15,2,182,0,0,4,0,0,16,16,0,0,2,1,0,0,1,0
N00000017,340,336,328,11,1,315,1,0,1,0,0,7,5,2,2,1,0,0,0,1,0
N00000018,229,224,215,11,2,202,0,0,1,0,0,8,8,0,2,3,0,0,0,0,0
N00000019,261,254,244,12,2,230,0,0,5,0,0,5,5,0,0,6,0,0,0,1,0
N00000020,236,232,223,6,3,212,2,0,6,0,0,3,3,0,3,1,0,0,0,0,0
N00000021,269,267,257,13,3,241,0,0,1,0,0,9,9,0,0,0,1,0,0,1,0
N00000022,269,265,249,6,4,238,1,0,5,0,0,11,11,0,0,2,2,0,0,0,0
N00000023,218,212,204,6,4,194,0,0,4,0,0,4,4,0,4,2,0,0,0,0,0
N00000024,533,528,521,29,0,492,0,0,7,0,0,0,0,0,3,0,0,0,1,1,0
N00000025,460,453,444,18,3,423,0,0,5,0,1,3,2,1,1,1,4,0,0,1,0
N00000026,466,465,459,17,0,442,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
N00000027,540,535,520,14,3,502,1,0,7,0,0,8,4,4,1,1,2,0,0,1,0
N00000028,236,235,231,12,1,216,2,0,3,0,0,1,1,0,0,1,0,0,0,0,0
N00000029,403,396,389,18,4,367,0,0,4,0,0,3,1,2,1,3,2,0,0,1,0
N00000030,375,367,355,5,1,349,0,0,8,0,0,4,2,2,1,1,5,0,0,1,0
N00000031,707,702,690,19,3,668,0,0,9,0,0,3,3,0,1,0,4,0,0,0,0
N00000032,386,383,376,8,1,367,0,0,4,0,0,3,3,0,1,0,2,0,0,0,0
N00000033,498,491,484,17,3,462,2,0,5,0,0,2,2,0,4,1,1,0,0,1,0
N00000034,474,464,444,18,2,423,1,0,5,0,0,15,14,1,2,1,3,0,0,4,0
N00000035,291,287,264,16,3,244,1,0,0,0,0,23,23,0,0,0,2,0,0,2,0
N00000036,345,335,328,12,2,313,1,0,5,0,0,2,2,0,3,3,1,1,0,2,0
N00000037,285,281,277,8,2,267,0,0,2,0,0,2,2,0,1,0,3,0,0,0,0
N00000038,406,403,396,10,2,384,0,0,4,0,0,3,3,0,0,3,0,0,0,0,0
N00000039,1262,1236,1210,57,6,1141,5,1,19,0,1,6,6,0,4,9,7,0,1,5,0
N00000040,265,265,263,17,2,243,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
N00000041,462,460,450,14,2,434,0,0,5,0,0,5,5,0,0,0,2,0,0,0,0
N00000042,410,409,396,7,0,389,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0
N00000043,1245,1230,1193,42,3,1145,3,0,15,0,0,22,22,0,6,2,7,0,0,0,0
N00000044,312,310,307,10,4,293,0,0,0,0,0,3,2,1,0,0,2,0,0,0,0
N00000045,515,511,502,12,3,487,0,0,6,0,0,3,3,0,1,0,1,0,0,2,0
N00000046,394,392,389,12,2,375,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0
N00000047,374,371,363,17,9,337,0,0,5,0,0,3,3,0,0,0,1,1,0,1,0
N00000048,304,301,277,10,1,266,0,0,1,0,0,23,23,0,0,2,0,0,0,1,0
N00000049,254,253,237,13,4,220,0,0,1,0,0,15,14,1,0,0,0,0,0,1,0
N00000050,299,295,287,13,2,271,1,0,2,0,0,6,6,0,1,0,1,0,0,2,0
N00000051,313,305,290,21,1,267,1,0,4,0,0,11,7,4,2,5,1,0,0,0,0
N00000052,309,308,284,13,6,264,1,0,6,0,0,18,17,1,0,1,0,0,0,0,0
N00000053,261,256,223,10,5,208,0,0,2,0,0,31,29,2,3,1,0,0,0,1,0
N00000054,266,264,259,18,3,238,0,0,2,0,0,3,3,0,1,1,0,0,0,0,0
N00000055,266,263,257,11,5,241,0,0,2,0,0,4,4,0,0,3,0,0,0,0,0
N00000056,283,281,267,15,5,247,0,0,3,0,0,11,11,0,1,0,0,0,0,1,0
N00000057,279,277,258,10,4,244,0,0,3,0,0,16,16,0,0,2,0,0,0,0,0
N00000058,266,253,233,12,0,221,0,0,1,0,0,19,18,1,0,12,1,0,0,0,0
N00000059,226,217,206,18,3,184,1,0,6,0,0,5,5,0,2,7,0,0,0,0,0
N00000060,394,377,355,14,3,337,1,0,5,0,0,17,17,0,1,13,2,0,0,1,0
N00000061,273,261,242,9,0,233,0,0,12,0,0,7,7,0,0,12,0,0,0,0,0
N00000062,351,343,330,13,8,309,0,0,6,0,0,7,7,0,1,5,1,0,0,1,0
N00000063,431,412,401,25,6,370,0,0,4,0,0,7,7,0,2,17,0,0,0,0,0
N00000064,279,271,255,18,2,235,0,0,4,0,0,12,12,0,4,4,0,0,0,0,0
N00000065,389,385,371,31,7,332,1,0,4,0,2,8,8,0,2,2,0,0,0,0,0
N00000066,264,254,248,6,0,241,1,0,4,0,0,2,2,0,3,5,0,0,0,2,0
N00000067,316,315,299,14,2,283,0,0,4,0,0,12,12,0,1,0,0,0,0,0,0
N00000068,371,360,340,13,2,324,1,0,5,0,0,15,14,1,1,9,0,0,0,1,0
N00000069,334,333,329,19,3,306,1,0,3,0,0,1,1,0,0,1,0,0,0,0,0
N00000070,243,241,228,12,8,208,0,0,7,0,0,6,6,0,0,1,1,0,0,0,0
N00000071,283,276,263,13,2,248,0,0,4,0,0,9,9,0,0,2,3,0,0,2,0
N00000072,1753,1723,1575,74,28,1469,4,0,15,0,1,132,128,4,4,18,2,0,1,5,0
N00000073,521,506,438,15,4,419,0,0,8,0,0,60,60,0,4,9,2,0,0,0,0
N00000074,1047,988,936,50,8,875,3,0,5,0,0,47,45,2,2,45,3,0,0,9,0
N00000075,410,406,375,82,14,276,3,0,8,0,0,23,20,3,1,0,0,0,2,1,0
N00000076,344,335,322,11,9,301,1,0,2,0,0,11,11,0,1,4,1,0,0,3,0
N00000077,275,274,260,17,1,242,0,0,4,0,0,10,10,0,1,0,0,0,0,0,0
N00000078,488,462,440,34,6,400,0,0,5,0,1,16,16,0,1,25,0,0,0,0,0
N00000079,564,560,552,30,2,518,2,0,7,0,0,1,1,0,2,1,0,0,0,1,0
N00000080,424,421,416,17,1,398,0,0,3,0,0,2,1,1,0,2,0,0,0,1,0
N00000081,339,335,326,11,3,312,0,0,5,0,0,4,4,0,1,1,2,0,0,0,0
N00000082,342,339,329,8,2,319,0,0,8,0,0,2,2,0,2,0,1,0,0,0,0
N00000083,650,645,635,29,3,600,2,1,6,0,1,3,3,0,1,2,2,0,0,0,0
N00000084,456,453,448,10,1,435,2,0,4,0,0,1,1,0,0,2,1,0,0,0,0
N00000085,437,431,394,18,9,366,1,0,0,0,0,37,36,1,0,6,0,0,0,0,0
N00000086,395,389,350,19,3,328,0,0,7,0,0,32,32,0,0,1,3,0,1,1,0
N00000087,913,908,864,41,5,818,0,0,18,0,0,26,25,1,0,1,3,0,0,1,0
N00000088,216,213,201,10,1,190,0,0,3,0,0,9,9,0,1,0,2,0,0,0,0
N00000089,478,473,452,15,5,432,0,0,5,0,2,14,14,0,0,1,3,0,0,1,0
N00000090,392,388,361,18,6,335,2,0,7,0,0,20,20,0,1,0,2,0,1,0,0
N00000091,476,469,433,6,0,426,1,0,8,0,0,28,27,1,1,5,1,0,0,0,0
N00000092,504,500,496,19,2,474,1,0,3,0,0,1,1,0,0,2,2,0,0,0,0
N00000093,421,417,411,16,10,385,0,0,4,0,0,2,2,0,0,2,1,0,0,1,0
N00000094,492,485,480,12,3,464,1,0,5,0,0,0,0,0,0,3,3,0,0,1,0
N00000095,468,464,458,13,2,443,0,0,2,0,0,4,4,0,0,2,1,0,0,1,0
N00000096,464,456,447,23,5,419,0,0,9,0,0,0,0,0,2,1,2,0,0,3,0
N00000097,850,823,764,49,8,707,0,0,5,0,0,54,54,0,2,22,0,0,0,3,0
N00000098,1192,1082,953,55,11,884,3,0,13,0,0,116,113,3,4,97,4,0,1,4,0
N00000099,258,252,242,11,5,225,1,0,3,0,0,7,7,0,0,5,1,0,0,0,0
N00000100,341,330,296,10,6,280,0,0,4,0,0,30,29,1,1,8,2,0,0,0,0
N00000101,282,269,234,22,1,210,1,0,2,0,0,33,33,0,0,12,1,0,0,0,0
N00000102,318,305,286,10,2,273,1,0,5,0,0,14,14,0,1,12,0,0,0,0,0
N00000103,623,608,554,37,8,506,3,0,3,0,0,51,50,1,5,9,0,0,0,1,0
N00000104,322,297,263,16,3,243,1,0,1,0,1,32,31,1,6,19,0,0,0,0,0
N00000105,327,317,287,13,5,268,1,0,3,0,0,27,26,1,5,3,1,0,0,1,0
N00000106,198,192,184,6,2,176,0,0,0,0,0,8,8,0,0,5,1,0,0,0,0
N00000107,269,268,257,16,1,239,1,0,5,0,0,6,6,0,1,0,0,0,0,0,0
N00000108,243,239,220,13,8,198,1,0,3,0,0,16,15,1,0,3,0,0,0,1,0
N00000109,512,504,445,21,12,411,1,0,3,0,0,56,54,2,4,3,1,0,0,0,0
N00000110,258,253,225,23,3,198,1,0,2,0,0,26,26,0,0,5,0,0,0,0,0
N00000111,356,350,336,19,2,315,0,0,5,0,0,9,8,1,0,5,1,0,0,0,0
N00000112,402,399,381,25,1,354,1,0,4,0,0,14,14,0,0,3,0,0,0,0,0
N00000113,309,300,287,21,5,261,0,0,1,0,0,12,12,0,1,7,0,0,1,0,0
N00000114,318,307,294,12,5,277,0,0,3,0,0,10,9,1,1,7,0,0,2,1,0
N00000115,302,295,275,10,2,263,0,0,10,0,0,10,10,0,4,2,1,0,0,0,0
N00000116,287,283,269,15,5,249,0,0,1,0,0,13,13,0,1,2,0,0,0,1,0
N00000117,168,167,152,12,1,138,1,0,4,0,0,11,11,0,0,0,1,0,0,0,0
N00000118,333,314,302,9,5,288,0,0,6,0,1,5,5,0,0,18,1,0,0,0,0
N00000119,289,286,284,15,3,266,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0
N00000120,323,317,310,11,3,296,0,0,3,0,0,4,4,0,0,3,2,0,0,1,0
N00000121,293,285,279,6,2,270,1,0,2,0,0,4,3,1,4,3,0,0,0,1,0
N00000122,481,464,444,19,7,418,0,0,12,0,0,8,8,0,7,6,3,0,0,1,0
N00000123,351,346,339,8,2,329,0,0,4,0,0,3,3,0,3,1,0,1,0,0,0
N00000124,369,364,352,17,1,334,0,0,9,0,0,3,3,0,1,2,1,0,0,1,0
N00000125,464,463,456,6,0,450,0,0,4,0,0,3,3,0,0,0,1,0,0,0,0
N00000126,481,481,466,5,3,458,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
N00000127,405,403,392,8,2,382,0,0,2,0,0,9,9,0,0,0,2,0,0,0,0
N00000128,991,975,955,15,4,936,0,0,7,0,0,13,13,0,1,6,7,0,0,2,0
N00000129,346,338,332,4,3,325,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0
N00000130,498,490,483,7,4,472,0,0,1,0,0,6,5,1,4,1,1,0,0,2,0
N00000131,388,382,380,16,4,360,0,0,1,0,0,1,1,0,0,0,2,0,0,4,0
N00000132,366,363,358,7,1,350,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0
N00000133,322,321,310,9,2,299,0,0,10,0,0,1,1,0,0,1,0,0,0,0,0
N00000134,437,430,425,16,12,395,2,0,2,0,0,3,3,0,2,0,2,2,1,0,0
N00000135,312,312,311,3,9,299,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
N00000136,507,499,490,25,2,463,0,0,3,0,0,6,5,1,4,3,0,0,1,0,0
N00000137,315,313,310,10,1,299,0,0,1,0,0,2,2,0,0,0,1,0,1,0,0
N00000138,464,460,457,5,4,447,1,0,1,0,0,2,2,0,0,1,2,0,1,0,0
N00000139,301,299,280,11,3,264,2,0,9,0,0,10,10,0,0,2,0,0,0,0,0
N00000140,333,330,318,12,3,300,3,0,3,0,0,9,8,1,1,1,0,0,1,0,0
N00000141,443,438,431,12,5,414,0,0,1,0,0,6,6,0,0,5,0,0,0,0,0
N00000142,205,205,197,10,2,184,1,0,6,0,0,2,2,0,0,0,0,0,0,0,0
N00000143,215,213,209,5,4,200,0,0,1,0,1,2,2,0,2,0,0,0,0,0,0
N00000144,228,226,215,7,3,203,2,0,4,0,0,7,6,1,0,1,0,0,1,0,0
N00000145,124,123,122,2,1,119,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
N00000146,271,269,241,9,0,231,1,0,14,0,0,14,14,0,1,0,0,0,0,1,0
N00000147,227,223,216,6,3,207,0,0,1,0,3,3,1,2,0,4,0,0,0,0,0
N00000148,676,664,653,43,13,595,2,0,2,0,0,9,9,0,2,2,7,0,1,0,0
N00000149,432,430,422,28,7,387,0,0,6,0,0,2,2,0,0,2,0,0,0,0,0
N00000150,365,362,361,20,5,335,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0
N00000151,283,280,268,14,5,249,0,0,2,0,0,10,10,0,1,1,1,0,0,0,0
N00000152,270,270,265,13,2,249,1,0,1,0,0,4,4,0,0,0,0,0,0,0,0
N00000153,250,244,240,13,7,218,2,0,1,0,0,3,3,0,0,0,0,0,0,6,0
N00000154,259,258,252,14,4,232,2,0,3,0,0,3,3,0,0,1,0,0,0,0,0
N00000155,337,334,330,19,1,310,0,0,2,0,0,2,2,0,0,2,0,0,0,1,0
N00000156,301,299,293,14,5,273,1,0,5,0,0,1,0,1,0,0,2,0,0,0,0
N00000157,368,366,352,18,5,328,1,0,10,0,0,4,4,0,0,2,0,0,0,0,0
N00000158,678,672,662,43,10,608,1,0,6,0,0,4,4,0,2,1,3,0,0,0,0
N00000159,221,219,211,7,3,200,1,0,0,0,0,8,8,0,0,2,0,0,0,0,0
N00000160,322,316,308,22,2,284,0,0,3,0,0,5,2,3,0,4,2,0,0,0,0
N00000161,342,334,328,13,0,314,1,0,5,0,0,1,1,0,0,6,2,0,0,0,0
N00000162,242,239,229,8,0,221,0,0,4,0,0,6,5,1,0,3,0,0,0,0,0
N00000163,311,311,305,16,1,287,1,0,1,0,0,5,5,0,0,0,0,0,0,0,0
N00000164,288,287,277,17,5,255,0,0,9,0,0,1,0,1,0,0,1,0,0,0,0
N00000165,325,323,312,16,2,293,1,0,7,0,0,4,3,1,1,1,0,0,0,0,0
N00000166,273,268,262,10,2,249,1,0,3,0,0,3,3,0,1,3,0,0,0,1,0
N00000167,379,375,367,14,3,350,0,0,7,0,0,1,1,0,0,1,3,0,0,0,0
N00000168,345,339,333,6,3,324,0,0,0,0,0,6,4,2,1,2,3,0,0,0,0
N00000169,704,698,669,26,5,638,0,0,24,0,2,3,2,1,2,3,1,0,0,0,0
N00000170,370,364,360,20,4,336,0,0,3,0,0,1,1,0,3,1,1,0,0,1,0
N00000171,416,408,400,12,2,386,0,0,7,0,0,1,1,0,0,6,2,0,0,0,0
N00000172,772,759,750,41,4,703,2,0,3,0,0,6,6,0,1,8,4,0,0,0,0
N00000173,373,367,364,8,2,354,0,0,2,0,0,1,1,0,3,1,2,0,0,0,0
N00000174,393,385,379,30,5,341,3,0,2,0,0,4,4,0,0,1,6,0,0,1,0
N00000175,373,366,359,11,3,345,0,0,4,0,0,3,3,0,4,0,3,0,0,0,0
N00000176,474,464,449,13,7,429,0,0,3,0,1,11,11,0,0,8,0,1,1,0,0
N00000177,323,308,299,13,4,282,0,0,5,0,0,4,4,0,0,13,1,0,0,1,0
N00000178,667,656,628,24,4,599,1,0,5,0,0,23,21,2,2,4,4,0,0,1,0
N00000179,852,833,796,32,9,755,0,0,6,0,1,30,30,0,3,12,2,0,0,2,0
N00000180,280,280,279,6,2,271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N00000181,274,258,243,13,0,228,2,0,3,0,0,12,11,1,0,10,3,0,0,3,0
N00000182,228,227,221,5,1,214,1,0,2,0,0,4,4,0,0,1,0,0,0,0,0
N00000183,293,273,257,8,3,245,1,0,3,0,1,12,12,0,1,16,3,0,0,0,0
N00000184,372,364,337,17,5,314,1,0,7,0,0,20,19,1,2,2,3,0,0,1,0
N00000185,211,210,207,4,2,201,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
N00000186,299,293,283,13,3,266,1,0,3,0,0,7,7,0,0,4,2,0,0,0,0
N00000187,255,255,246,8,6,232,0,0,5,0,0,4,3,1,0,0,0,0,0,0,0
N00000188,347,347,337,13,1,323,0,0,5,0,0,5,4,1,0,0,0,0,0,0,0
N00000189,341,338,337,13,3,321,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
N00000190,304,297,294,10,4,278,2,0,2,0,0,1,1,0,3,1,2,0,1,0,0
N00000191,303,302,299,9,2,287,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0
N00000192,302,301,290,7,2,280,1,0,4,0,0,7,6,1,1,0,0,0,0,0,0
N00000193,291,282,277,11,2,264,0,0,2,0,0,3,1,2,4,2,2,0,0,1,0
N00000194,255,253,250,7,2,241,0,0,1,0,0,2,2,0,1,0,1,0,0,0,0
N00000195,246,245,239,6,1,232,0,0,4,0,0,2,2,0,0,0,0,0,0,1,0
N00000196,237,231,227,5,3,219,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0
N00000197,326,324,307,11,7,289,0,0,4,0,0,13,13,0,0,2,0,0,0,0,0
N00000198,287,284,276,13,4,259,0,0,3,0,0,5,5,0,0,2,0,0,0,1,0
N00000199,350,348,342,10,2,330,0,0,3,0,0,3,3,0,0,2,0,0,0,0,0
N00000200,331,322,320,13,3,304,0,0,0,0,0,2,2,0,0,9,0,0,0,0,0
N00000201,294,287,279,3,6,270,0,0,7,0,0,1,0,1,2,1,4,0,0,0,0
N00000202,304,303,299,19,2,278,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0
N00000203,334,325,305,9,6,288,2,0,8,0,0,12,12,0,2,5,1,0,1,0,0
N00000204,393,383,371,14,2,355,0,0,3,0,1,8,6,2,2,5,2,0,0,1,0
N00000205,303,301,291,6,2,281,2,0,2,0,0,8,8,0,0,0,1,0,0,1,0
N00000206,390,383,376,18,8,348,2,0,1,0,0,6,6,0,4,1,1,0,0,1,0
N00000207,253,247,237,10,4,223,0,0,2,0,0,8,8,0,1,1,3,0,0,1,0
N00000208,316,314,312,14,2,296,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0
N00000209,356,353,349,7,1,341,0,0,1,0,0,3,3,0,0,2,1,0,0,0,0
N00000210,383,368,360,28,9,323,0,0,4,0,0,4,4,0,2,12,1,0,0,0,0
N00000211,528,503,497,34,3,459,1,0,5,0,0,1,1,0,4,18,3,0,0,0,0
N00000212,175,171,163,7,6,150,0,0,1,0,0,7,5,2,1,1,0,1,0,1,0
N00000213,281,270,264,12,8,242,2,0,3,0,0,3,2,1,1,8,1,0,1,0,0
N00000214,323,304,292,29,9,251,3,0,9,0,1,2,2,0,6,11,1,1,0,0,0
N00000215,400,397,389,27,1,361,0,0,6,0,0,2,2,0,2,1,0,0,0,0,0
N00000216,397,394,385,11,3,371,0,0,8,0,0,1,1,0,0,0,2,0,0,1,0
N00000217,479,476,457,22,7,420,8,0,14,0,1,4,4,0,1,1,1,0,0,0,0
N00000218,361,358,354,28,4,321,1,0,3,0,0,1,1,0,1,1,1,0,0,0,0
N00000219,245,237,235,13,3,218,1,0,0,0,0,2,2,0,2,5,1,0,0,0,0
N00000220,284,281,278,13,3,262,0,0,0,0,1,2,2,0,0,2,1,0,0,0,0
N00000221,262,262,260,13,0,247,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
N00000222,298,296,292,20,3,268,1,0,1,0,0,3,3,0,1,1,0,0,0,0,0
N00000223,319,319,311,10,5,294,2,0,6,0,1,1,1,0,0,0,0,0,0,0,0
N00000224,243,236,230,14,5,210,1,0,5,0,0,1,0,1,1,3,3,0,0,0,0
N00000225,147,146,137,17,1,118,1,0,6,0,3,0,0,0,0,1,0,0,0,0,0
N00000226,261,260,252,13,3,236,0,0,4,0,0,4,4,0,0,0,0,0,1,0,0
N00000227,195,193,189,6,7,175,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0
N00000228,306,306,297,9,3,285,0,0,6,0,0,3,2,1,0,0,0,0,0,0,0
N00000229,395,381,370,16,1,351,2,0,4,0,1,6,5,1,0,7,4,0,0,3,0
N00000230,293,288,287,9,3,275,0,0,0,0,0,1,1,0,0,3,1,0,1,0,0
N00000231,324,320,317,6,6,304,1,0,0,0,0,3,1,2,0,4,0,0,0,0,0
N00000232,309,301,283,14,1,268,0,0,2,0,0,16,16,0,1,6,1,0,0,0,0
N00000233,258,254,245,8,3,234,0,0,3,0,0,6,4,2,0,2,1,0,0,1,0
N00000234,256,243,236,14,2,219,1,0,0,0,0,7,7,0,3,6,2,0,0,2,0
N00000235,323,320,309,6,3,299,1,0,3,0,0,8,7,1,0,1,0,0,2,0,0
N00000236,291,287,281,7,1,270,3,0,5,0,0,1,1,0,0,2,0,1,0,1,0
N00000237,416,407,400,25,3,368,4,0,6,0,0,1,1,0,1,3,3,0,1,1,0
N00000238,306,302,295,21,4,269,1,0,6,0,0,1,1,0,0,1,3,0,0,0,0
N00000239,254,254,245,21,7,215,2,0,0,0,0,9,8,1,0,0,0,0,0,0,0
N00000240,354,353,345,23,7,312,3,0,0,0,0,8,6,2,1,0,0,0,0,0,0
N00000241,424,419,408,11,2,395,0,0,6,0,0,5,5,0,1,2,0,0,0,2,0
N00000242,360,359,353,10,3,340,0,0,3,0,0,3,3,0,0,0,0,0,0,1,0
N00000243,265,263,258,8,3,247,0,0,0,0,0,5,5,0,0,0,2,0,0,0,0
N00000244,275,272,264,6,2,256,0,0,1,0,0,7,7,0,1,2,0,0,0,0,0
N00000245,314,308,300,10,2,288,0,0,1,0,0,7,7,0,2,4,0,0,0,0,0
N00000246,309,308,305,9,0,296,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0
N00000247,309,304,296,13,0,282,1,0,1,0,0,7,7,0,0,4,1,0,0,0,0
N00000248,337,335,330,21,0,308,1,0,3,0,0,2,2,0,0,0,2,0,0,0,0
N00000249,386,379,370,10,2,357,1,0,4,0,0,5,4,1,1,3,2,0,0,1,0
N00000250,401,395,384,19,5,357,3,0,4,0,0,7,7,0,1,1,4,0,0,0,0
N00000251,456,451,443,11,9,422,1,0,3,0,0,5,5,0,0,1,3,0,0,1,0
N00000252,345,336,320,22,6,291,1,0,4,0,0,12,12,0,1,3,2,0,2,1,0
N00000253,499,497,487,12,0,474,1,0,5,0,0,5,5,0,1,0,1,0,0,0,0
N00000254,315,312,309,17,1,290,1,0,2,0,0,1,0,1,1,0,2,0,0,0,0
N00000255,351,347,340,15,3,322,0,0,3,0,0,4,3,1,0,1,1,0,1,1,0
N00000256,780,772,729,54,15,658,2,0,16,0,0,27,24,3,0,5,1,0,0,2,0
N00000257,447,439,423,15,9,399,0,0,7,0,0,9,9,0,0,3,3,0,0,2,0
N00000258,379,370,361,34,5,322,0,0,4,0,0,5,5,0,2,3,2,0,1,1,0
N00000259,465,459,452,13,3,436,0,0,3,0,0,4,2,2,4,0,1,0,0,1,0
N00000260,560,554,533,21,4,507,1,0,7,0,0,14,14,0,0,2,2,0,0,2,0
N00000261,561,555,550,18,3,529,0,0,5,0,0,0,0,0,0,5,1,0,0,0,0
N00000262,419,419,411,8,9,392,2,0,4,0,0,4,4,0,0,0,0,0,0,0,0
N00000263,239,231,219,6,1,212,0,0,3,0,2,7,6,1,1,0,7,0,0,0,0
N00000264,566,565,555,22,7,526,0,0,6,0,0,4,4,0,0,1,0,0,0,0,0
N00000265,351,351,339,9,5,324,1,0,6,0,0,6,5,1,0,0,0,0,0,0,0
N00000266,328,317,309,5,2,302,0,0,4,0,0,4,4,0,1,7,3,0,0,0,0
N00000267,431,426,418,13,4,401,0,0,7,0,0,1,1,0,1,0,0,0,3,1,0
N00000268,384,382,376,18,2,354,2,0,1,0,0,5,5,0,1,0,0,1,0,0,0
N00000269,347,346,338,12,1,325,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0
N00000270,371,369,364,14,1,349,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0
N00000271,380,378,372,15,2,354,1,0,3,0,0,3,3,0,0,1,0,0,0,1,0
N00000272,295,293,278,11,0,267,0,0,6,0,0,9,8,1,1,0,1,0,0,0,0
N00000273,460,451,439,9,4,426,0,0,8,0,0,4,4,0,2,1,6,0,0,0,0
N00000274,468,465,456,22,4,430,0,0,6,0,1,2,2,0,1,1,0,0,0,1,0
N00000275,291,286,279,11,1,266,1,0,4,0,0,3,1,2,1,2,2,0,0,0,0
N00000276,315,314,304,16,1,287,0,0,0,0,0,10,10,0,0,0,0,1,0,0,0
N00000277,310,308,304,15,2,287,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0
N00000278,304,303,297,10,4,283,0,0,1,0,0,5,4,1,0,0,1,0,0,0,0
N00000279,181,180,178,11,1,166,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0
N00000280,392,390,383,18,9,356,0,0,1,0,0,6,5,1,1,1,0,0,0,0,0
N00000281,349,345,337,16,2,319,0,0,7,0,0,1,1,0,2,1,1,0,0,0,0
N00000282,364,359,349,14,2,333,0,0,6,0,0,4,4,0,1,0,1,0,1,2,0
N00000283,346,346,336,15,5,316,0,0,3,0,1,6,5,1,0,0,0,0,0,0,0
N00000284,382,372,359,19,11,327,2,0,4,0,0,9,9,0,0,6,2,0,0,2,0
N00000285,322,322,320,21,3,294,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
N00000286,271,270,265,13,5,247,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0
N00000287,297,295,294,10,2,281,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0
N00000288,353,348,346,33,5,308,0,0,0,0,0,2,2,0,1,3,0,0,0,1,0
N00000289,496,489,475,22,3,449,1,0,2,0,0,12,12,0,1,3,3,0,0,0,0
N00000290,271,270,268,6,4,258,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
N00000291,512,507,496,19,6,471,0,0,6,0,0,5,3,2,0,0,1,0,1,3,0
N00000292,731,725,715,42,4,669,0,0,4,0,0,6,4,2,0,0,3,1,1,1,0
N00000293,522,517,512,27,5,478,2,0,1,0,1,3,3,0,5,0,0,0,0,0,0
