GeographyCode,QS207NI0001,QS207NI0002,QS207NI0003,QS207NI0004,QS207NI0005,QS207NI0006,QS207NI0007,QS207NI0008,QS207NI0009,QS207NI0010,QS207NI0011,QS207NI0012,QS207NI0013,QS207NI0014,QS207NI0015,QS207NI0016,QS207NI0017,QS207NI0018,QS207NI0019,QS207NI0020,QS207NI0021
N00002346,235,232,185,9,1,175,0,0,1,0,0,46,44,2,1,0,1,0,1,0,0
N00002347,678,670,611,24,3,583,1,0,8,0,0,51,49,2,0,4,1,0,3,0,0
N00002348,338,323,297,14,4,278,1,0,3,0,1,22,20,2,1,11,0,0,1,2,0
N00002349,250,247,235,11,1,222,1,0,2,0,0,10,10,0,1,2,0,0,0,0,0
N00002350,180,178,173,8,0,165,0,0,3,0,0,2,2,0,0,0,2,0,0,0,0
N00002351,1332,1326,1264,38,5,1220,1,0,11,0,0,51,51,0,1,2,3,0,0,0,0
N00002352,292,288,271,5,1,264,1,0,11,0,0,6,6,0,2,2,0,0,0,0,0
N00002353,1824,1796,1667,39,5,1619,4,0,33,0,4,92,91,1,9,16,1,0,1,1,0
N00002354,378,377,356,14,1,340,1,0,8,0,0,13,13,0,0,1,0,0,0,0,0
N00002355,278,276,263,11,1,251,0,0,0,0,0,13,13,0,0,1,0,0,0,1,0
N00002356,409,401,384,12,3,369,0,0,6,0,0,11,11,0,0,6,1,0,0,1,0
N00002357,348,344,332,6,1,325,0,0,2,0,0,10,10,0,0,0,2,0,2,0,0
N00002358,236,236,219,9,3,207,0,0,1,0,0,16,16,0,0,0,0,0,0,0,0
N00002359,255,254,248,5,1,242,0,0,0,0,0,6,6,0,0,1,0,0,0,0,0
N00002360,234,231,216,12,2,202,0,0,2,0,0,13,12,1,0,0,1,0,2,0,0
N00002361,295,289,267,16,1,250,0,0,0,0,0,22,22,0,2,4,0,0,0,0,0
N00002362,242,238,225,9,1,214,0,1,1,0,0,12,12,0,3,1,0,0,0,0,0
N00002363,231,229,204,10,6,188,0,0,1,0,0,24,24,0,0,1,1,0,0,0,0
N00002364,212,209,193,11,2,179,1,0,1,0,0,15,15,0,1,1,1,0,0,0,0
N00002365,287,284,269,12,9,247,1,0,1,0,0,14,14,0,3,0,0,0,0,0,0
N00002366,272,268,238,16,0,221,1,0,1,0,0,29,29,0,1,3,0,0,0,0,0
N00002367,384,381,318,11,1,306,0,0,5,0,1,57,56,1,2,1,0,0,0,0,0
N00002368,437,437,427,5,3,418,1,0,8,0,0,2,2,0,0,0,0,0,0,0,0
N00002369,740,731,660,8,2,645,5,0,9,0,0,62,60,2,7,1,1,0,0,0,0
N00002370,387,384,378,3,0,374,1,0,6,0,0,0,0,0,1,0,1,0,0,1,0
N00002371,463,455,448,7,1,439,1,0,5,0,0,2,1,1,0,7,1,0,0,0,0
N00002372,613,610,591,14,2,575,0,0,11,0,0,8,8,0,2,1,0,0,0,0,0
N00002373,436,434,417,6,2,409,0,0,4,0,0,13,13,0,0,1,0,0,0,1,0
N00002374,300,292,280,2,0,278,0,0,5,0,0,7,7,0,0,7,0,0,0,1,0
N00002375,393,393,383,7,1,375,0,0,2,0,0,8,8,0,0,0,0,0,0,0,0
N00002376,436,434,428,24,7,396,1,0,3,0,0,3,3,0,2,0,0,0,0,0,0
N00002377,433,424,417,16,4,396,1,0,5,0,0,2,1,1,0,0,2,0,0,7,0
N00002378,749,741,720,25,3,691,1,0,9,0,0,12,11,1,2,5,0,0,0,1,0
N00002379,667,656,633,36,10,587,0,0,6,0,1,16,15,1,3,4,3,0,0,1,0
N00002380,298,295,286,5,1,279,1,0,6,0,0,3,3,0,1,2,0,0,0,0,0
N00002381,386,382,371,11,1,357,2,0,7,0,0,4,2,2,1,1,2,0,0,0,0
N00002382,458,451,438,21,5,411,1,0,6,0,0,7,7,0,0,5,2,0,0,0,0
N00002383,454,443,438,21,2,415,0,0,3,0,0,2,2,0,0,10,1,0,0,0,0
N00002384,377,374,370,16,4,350,0,0,3,0,0,1,0,1,2,1,0,0,0,0,0
N00002385,278,275,267,11,3,250,3,0,4,0,0,4,4,0,1,2,0,0,0,0,0
N00002386,265,262,251,4,1,246,0,0,2,0,0,9,9,0,0,0,0,0,0,3,0
N00002387,451,450,401,12,3,386,0,0,7,0,0,42,40,2,1,0,0,0,0,0,0
N00002388,199,198,174,7,3,164,0,0,1,0,0,23,23,0,0,1,0,0,0,0,0
N00002389,311,300,272,4,3,265,0,0,3,0,0,25,25,0,0,11,0,0,0,0,0
N00002390,293,287,232,8,2,222,0,0,7,0,0,48,48,0,1,1,1,0,3,0,0
N00002391,402,396,386,20,2,363,1,0,6,0,0,4,4,0,1,2,2,0,1,0,0
N00002392,349,349,340,8,0,332,0,0,5,0,0,4,4,0,0,0,0,0,0,0,0
N00002393,653,647,623,28,3,592,0,0,17,0,1,6,5,1,1,3,1,0,0,1,0
N00002394,363,358,333,14,3,316,0,0,5,0,0,20,20,0,0,2,3,0,0,0,0
N00002395,412,412,403,3,1,399,0,0,1,0,0,8,8,0,0,0,0,0,0,0,0
N00002396,288,285,276,8,4,264,0,0,6,0,0,3,3,0,0,2,1,0,0,0,0
N00002397,333,327,304,19,5,280,0,0,17,0,0,6,6,0,0,2,3,0,0,1,0
N00002398,366,364,361,8,2,350,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0
N00002399,266,257,240,17,7,216,0,0,14,0,0,3,3,0,0,6,3,0,0,0,0
N00002400,218,216,202,5,1,196,0,0,12,0,0,2,2,0,0,2,0,0,0,0,0
N00002401,1544,1464,1366,65,10,1290,1,0,61,0,2,35,34,1,10,58,11,0,0,1,0
N00002402,233,227,214,7,6,201,0,0,12,0,0,1,1,0,0,5,1,0,0,0,0
N00002403,400,392,370,14,1,354,1,0,18,0,0,4,4,0,0,1,2,0,4,1,0
N00002404,882,865,840,34,21,785,0,0,17,0,0,8,8,0,3,11,2,0,0,1,0
N00002405,332,326,311,9,0,302,0,0,6,0,0,9,9,0,1,3,2,0,0,0,0
N00002406,304,301,253,6,0,247,0,0,43,0,0,5,3,2,1,1,1,0,0,0,0
N00002407,263,262,241,3,2,236,0,0,20,0,0,1,1,0,0,0,0,0,0,1,0
N00002408,388,385,358,13,2,342,1,0,26,0,0,1,1,0,0,2,0,0,0,1,0
N00002409,319,315,292,4,3,285,0,0,22,0,0,1,1,0,0,2,2,0,0,0,0
N00002410,285,285,275,10,4,261,0,0,7,0,0,3,3,0,0,0,0,0,0,0,0
N00002411,339,326,299,11,2,285,1,0,26,0,0,1,1,0,0,6,7,0,0,0,0
N00002412,388,378,351,15,6,329,1,0,26,0,0,1,1,0,3,4,3,0,0,0,0
N00002413,403,398,373,14,2,357,0,0,24,0,0,1,0,1,3,1,0,0,0,1,0
N00002414,279,279,262,5,4,253,0,0,16,0,0,1,1,0,0,0,0,0,0,0,0
N00002415,276,274,250,8,3,239,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0
N00002416,515,509,501,14,5,482,0,0,4,0,0,4,3,1,1,0,5,0,0,0,0
N00002417,355,355,346,11,2,333,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0
N00002418,570,560,548,15,1,530,2,0,10,0,0,2,2,0,0,6,3,0,0,1,0
N00002419,652,649,641,20,5,616,0,0,6,0,0,2,2,0,0,3,0,0,0,0,0
N00002420,507,502,496,21,5,470,0,0,4,0,0,2,2,0,0,0,3,0,0,2,0
N00002421,427,419,407,10,3,394,0,0,12,0,0,0,0,0,0,2,6,0,0,0,0
N00002422,482,479,467,9,3,455,0,0,8,0,0,4,4,0,1,2,0,0,0,0,0
N00002423,209,208,203,7,2,193,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0
N00002424,328,327,308,7,2,299,0,0,17,0,0,2,2,0,0,0,1,0,0,0,0
N00002425,296,292,272,5,1,265,1,0,15,0,0,5,5,0,0,0,4,0,0,0,0
N00002426,338,333,314,5,1,308,0,0,17,0,0,2,2,0,0,2,2,0,1,0,0
N00002427,351,350,338,6,2,330,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0
N00002428,325,325,314,13,3,298,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0
N00002429,304,304,293,11,0,282,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0
N00002430,318,315,300,6,0,293,1,0,8,0,0,7,7,0,2,0,0,0,0,1,0
N00002431,999,994,975,25,3,947,0,0,14,0,2,3,2,1,1,0,3,0,0,1,0
N00002432,258,258,243,4,0,239,0,0,11,0,0,4,4,0,0,0,0,0,0,0,0
N00002433,377,375,354,7,2,345,0,0,20,0,0,1,1,0,0,0,2,0,0,0,0
N00002434,266,266,257,2,0,255,0,0,7,0,0,2,2,0,0,0,0,0,0,0,0
N00002435,277,276,265,5,2,258,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
N00002436,417,416,402,9,3,390,0,0,13,0,0,1,1,0,0,1,0,0,0,0,0
N00002437,291,286,266,10,3,253,0,0,18,0,1,1,1,0,0,0,5,0,0,0,0
N00002438,354,352,345,9,1,335,0,0,6,0,0,1,1,0,0,2,0,0,0,0,0
N00002439,314,314,303,5,4,294,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
N00002440,306,302,291,6,2,283,0,0,11,0,0,0,0,0,1,1,2,0,0,0,0
N00002441,236,233,223,5,2,216,0,0,8,0,0,2,2,0,1,0,1,0,0,1,0
N00002442,337,336,321,7,0,314,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0
N00002443,348,344,330,5,3,322,0,0,12,0,0,2,1,1,0,1,2,0,0,1,0
N00002444,812,806,765,36,18,710,1,0,21,0,0,20,20,0,2,3,0,0,1,0,0
N00002445,307,299,276,12,2,262,0,0,13,0,0,10,9,1,0,7,1,0,0,0,0
N00002446,254,250,245,18,3,224,0,0,3,0,0,2,1,1,1,2,1,0,0,0,0
N00002447,326,319,309,26,3,280,0,0,6,0,0,4,4,0,0,3,4,0,0,0,0
N00002448,326,323,305,25,3,277,0,0,11,0,0,7,7,0,0,1,2,0,0,0,0
N00002449,289,288,273,20,4,247,2,0,14,0,0,1,1,0,1,0,0,0,0,0,0
N00002450,287,284,267,18,1,246,2,0,14,0,1,2,2,0,0,2,1,0,0,0,0
N00002451,620,617,591,18,3,569,1,0,24,0,0,2,2,0,1,0,2,0,0,0,0
N00002452,307,306,291,14,2,275,0,0,12,0,0,3,3,0,0,1,0,0,0,0,0
N00002453,364,359,344,12,3,328,1,0,14,0,0,1,1,0,3,0,2,0,0,0,0
N00002454,354,350,321,16,4,300,1,0,28,0,1,0,0,0,0,1,3,0,0,0,0
N00002455,383,378,350,17,4,329,0,0,21,0,0,7,7,0,0,5,0,0,0,0,0
N00002456,381,376,356,21,4,330,1,0,17,0,0,3,3,0,0,4,1,0,0,0,0
N00002457,538,528,503,20,3,478,2,0,17,0,3,5,5,0,1,2,7,0,0,0,0
N00002458,299,296,289,11,3,275,0,0,7,0,0,0,0,0,1,2,0,0,0,0,0
N00002459,830,824,792,39,10,741,2,0,30,0,0,2,2,0,0,0,5,0,1,0,0
N00002460,459,458,447,24,9,414,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
N00002461,596,595,575,24,2,549,0,0,18,0,0,2,2,0,0,1,0,0,0,0,0
N00002462,536,536,517,16,1,500,0,0,17,0,0,2,1,1,0,0,0,0,0,0,0
N00002463,431,430,424,7,3,414,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0
N00002464,411,408,385,8,5,372,0,0,21,0,0,2,2,0,1,1,1,0,0,0,0
N00002465,850,842,835,11,4,817,3,0,7,0,0,0,0,0,0,3,5,0,0,0,0
N00002466,302,300,294,7,2,285,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0
N00002467,304,304,298,4,2,292,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
N00002468,280,280,271,4,3,264,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
N00002469,620,613,587,23,2,562,0,0,23,0,0,3,3,0,2,2,2,0,0,1,0
N00002470,394,392,385,4,2,379,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0
N00002471,322,322,315,7,0,308,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
N00002472,478,477,464,12,2,450,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0
N00002473,331,329,322,9,0,313,0,0,4,0,0,3,1,2,0,0,2,0,0,0,0
N00002474,373,373,363,4,3,356,0,0,8,0,1,1,1,0,0,0,0,0,0,0,0
N00002475,386,386,374,6,3,365,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
N00002476,387,384,374,4,1,369,0,0,9,0,1,0,0,0,0,1,1,0,0,1,0
N00002477,312,306,283,5,7,270,1,0,23,0,0,0,0,0,0,0,2,3,0,1,0
N00002478,570,565,547,14,2,531,0,0,12,0,0,6,6,0,2,0,2,0,0,1,0
N00002479,481,477,449,13,6,430,0,0,24,0,0,4,4,0,1,2,0,0,0,1,0
N00002480,659,651,570,16,12,542,0,0,77,0,0,4,3,1,0,2,5,0,0,1,0
N00002481,330,330,322,11,2,309,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
N00002482,314,314,302,10,2,290,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
N00002483,332,329,313,15,2,295,1,0,16,0,0,0,0,0,0,0,3,0,0,0,0
N00002484,322,321,295,15,2,278,0,0,19,0,1,6,5,1,0,1,0,0,0,0,0
N00002485,285,285,275,11,2,262,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
N00002486,446,440,424,20,3,401,0,0,13,0,2,1,1,0,1,2,3,0,0,0,0
N00002487,462,454,433,11,5,417,0,0,17,0,0,4,4,0,0,2,5,0,0,1,0
N00002488,1345,1340,1302,36,5,1261,0,0,33,0,3,2,2,0,0,1,4,0,0,0,0
N00002489,818,813,718,38,12,666,2,0,92,0,0,3,2,1,1,3,1,0,0,0,0
N00002490,387,385,327,15,8,304,0,0,51,0,1,6,6,0,0,0,1,0,0,1,0
N00002491,339,330,321,8,2,310,1,0,8,0,0,1,1,0,4,2,3,0,0,0,0
N00002492,309,308,298,12,2,284,0,0,5,0,0,5,5,0,1,0,0,0,0,0,0
N00002493,319,316,306,6,2,298,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0
N00002494,269,264,255,5,1,248,1,0,9,0,0,0,0,0,4,0,1,0,0,0,0
N00002495,594,593,571,25,0,546,0,0,19,0,2,1,1,0,1,0,0,0,0,0,0
N00002496,360,355,338,11,2,325,0,0,16,0,0,1,1,0,0,5,0,0,0,0,0
N00002497,615,612,576,13,5,558,0,0,29,0,1,6,6,0,0,0,3,0,0,0,0
N00002498,1256,1252,1208,51,10,1145,2,0,38,0,1,5,4,1,0,1,3,0,0,0,0
N00002499,694,691,668,13,1,652,2,0,23,0,0,0,0,0,0,1,2,0,0,0,0
N00002500,603,596,564,9,3,552,0,0,27,0,2,3,3,0,0,5,1,1,0,0,0
N00002501,1778,1752,1651,74,15,1559,3,0,92,0,0,9,6,3,2,13,8,0,0,3,0
N00002502,531,526,471,29,4,438,0,0,45,0,1,9,8,1,1,2,2,0,0,0,0
N00002503,294,284,250,12,3,235,0,0,32,0,0,2,2,0,2,2,3,0,1,2,0
N00002504,285,282,255,19,1,235,0,0,20,0,0,7,7,0,1,1,0,1,0,0,0
N00002505,254,249,237,11,4,221,1,0,5,0,0,7,7,0,0,5,0,0,0,0,0
N00002506,287,274,256,6,6,244,0,0,12,0,1,5,5,0,1,10,2,0,0,0,0
N00002507,304,298,289,15,7,267,0,0,8,0,0,1,1,0,0,6,0,0,0,0,0
N00002508,181,176,149,12,4,131,2,0,11,0,0,16,16,0,1,4,0,0,0,0,0
N00002509,243,236,214,7,6,200,1,0,4,0,0,18,18,0,0,6,0,0,0,1,0
N00002510,555,477,404,13,1,390,0,0,34,2,0,37,36,1,1,72,5,0,0,0,0
N00002511,166,158,150,9,1,139,1,0,8,0,0,0,0,0,1,5,1,0,0,1,0
N00002512,694,687,640,35,13,590,1,1,29,0,0,18,18,0,1,1,5,0,0,0,0
N00002513,321,312,290,16,3,271,0,0,19,0,1,2,2,0,2,2,5,0,0,0,0
N00002514,423,422,404,32,2,370,0,0,15,0,0,3,3,0,0,0,0,0,0,1,0
N00002515,315,313,296,12,4,280,0,0,14,0,0,3,3,0,0,2,0,0,0,0,0
N00002516,371,360,343,27,9,305,2,0,11,0,0,6,6,0,1,4,6,0,0,0,0
N00002517,346,342,327,19,4,304,0,0,13,0,0,2,2,0,1,3,0,0,0,0,0
N00002518,715,706,663,32,8,622,1,0,22,0,1,20,20,0,0,6,3,0,0,0,0
N00002519,336,332,325,23,4,298,0,0,5,0,0,2,2,0,1,2,0,1,0,0,0
N00002520,880,872,843,39,14,790,0,0,26,0,0,3,3,0,1,6,1,0,0,0,0
N00002521,1352,1339,1218,57,19,1141,1,0,43,0,0,78,77,1,2,10,1,0,0,0,0
N00002522,299,299,271,14,4,253,0,0,7,0,0,21,21,0,0,0,0,0,0,0,0
N00002523,340,338,322,7,3,311,1,0,7,0,2,7,7,0,1,0,1,0,0,0,0
N00002524,416,412,368,20,5,343,0,0,13,0,0,31,31,0,0,2,0,0,0,2,0
N00002525,1801,1732,1639,62,29,1547,1,0,60,0,2,31,28,3,4,55,9,0,0,1,0
N00002526,1103,1043,983,55,13,915,0,0,50,0,0,10,9,1,5,36,7,0,3,9,0
N00002527,434,422,380,21,7,352,0,0,36,0,0,6,6,0,0,7,4,0,0,1,0
N00002528,300,297,291,3,3,285,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0
N00002529,416,413,396,9,6,381,0,0,14,0,0,3,3,0,0,0,2,0,0,1,0
N00002530,400,399,379,11,3,365,0,0,17,0,1,2,2,0,0,0,1,0,0,0,0
N00002531,487,484,473,16,3,454,0,0,8,0,0,3,2,1,0,0,3,0,0,0,0
N00002532,359,353,333,13,1,318,1,0,15,0,2,3,3,0,3,3,0,0,0,0,0
N00002533,910,904,849,32,6,811,0,0,47,0,0,8,7,1,1,1,4,0,0,0,0
N00002534,433,422,395,16,5,373,1,0,24,0,0,3,3,0,2,2,5,0,0,2,0
N00002535,444,443,429,11,1,417,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0
N00002536,607,606,577,18,8,550,1,0,23,0,0,6,6,0,0,0,1,0,0,0,0
N00002537,1634,1628,1582,54,9,1519,0,0,37,0,0,9,8,1,1,4,0,0,0,1,0
N00002538,705,692,656,28,5,621,2,0,23,0,0,13,13,0,1,11,1,0,0,0,0
N00002539,265,263,250,14,3,232,1,0,11,0,0,2,2,0,1,0,1,0,0,0,0
N00002540,1969,1944,1873,89,16,1766,2,0,62,0,0,9,7,2,4,12,5,1,0,3,0
N00002541,1232,1211,1120,38,9,1072,1,0,73,0,0,18,16,2,5,14,2,0,0,0,0
N00002542,326,321,301,14,1,286,0,0,13,0,0,7,7,0,0,4,0,0,1,0,0
N00002543,265,257,240,13,4,223,0,0,5,0,1,11,11,0,2,4,2,0,0,0,0
N00002544,645,624,572,30,5,536,1,0,33,0,0,19,19,0,0,17,4,0,0,0,0
N00002545,321,316,295,14,2,278,1,0,7,0,0,14,14,0,0,5,0,0,0,0,0
N00002546,255,248,226,18,0,208,0,0,11,0,0,11,11,0,0,5,2,0,0,0,0
N00002547,1040,1028,977,60,12,903,2,0,40,0,0,11,9,2,1,4,7,0,0,0,0
N00002548,574,568,542,22,4,515,1,0,15,0,1,10,7,3,0,4,2,0,0,0,0
N00002549,238,238,213,4,4,204,1,0,16,0,0,9,9,0,0,0,0,0,0,0,0
N00002550,269,259,228,16,2,210,0,0,19,0,0,12,11,1,1,9,0,0,0,0,0
N00002551,346,333,312,23,3,286,0,0,17,0,0,4,4,0,1,11,0,0,0,1,0
N00002552,279,260,247,24,3,219,1,0,7,0,0,6,5,1,0,19,0,0,0,0,0
N00002553,248,239,223,9,5,209,0,0,10,0,0,6,5,1,1,6,2,0,0,0,0
N00002554,372,348,340,10,0,329,1,0,7,0,0,1,1,0,2,22,0,0,0,0,0
N00002555,355,352,347,8,2,337,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0
N00002556,320,319,308,11,2,292,3,0,10,0,0,1,1,0,0,0,1,0,0,0,0
N00002557,346,339,317,9,2,306,0,0,14,0,0,8,8,0,0,7,0,0,0,0,0
N00002558,307,307,289,6,3,280,0,0,15,0,0,3,3,0,0,0,0,0,0,0,0
N00002559,316,316,306,7,1,297,1,0,7,0,0,3,3,0,0,0,0,0,0,0,0
N00002560,471,458,423,25,6,392,0,0,23,0,0,12,10,2,1,11,0,0,0,1,0
N00002561,314,310,286,12,3,271,0,0,22,0,1,1,1,0,0,2,2,0,0,0,0
N00002562,347,340,315,14,5,296,0,0,21,0,1,3,3,0,0,1,4,0,0,2,0
N00002563,364,352,331,19,5,307,0,0,17,0,0,4,4,0,1,7,3,0,0,1,0
N00002564,266,264,252,12,2,238,0,0,11,0,1,0,0,0,0,1,1,0,0,0,0
N00002565,288,283,265,9,4,251,1,0,16,0,0,2,2,0,0,3,2,0,0,0,0
N00002566,303,298,274,6,3,265,0,0,23,0,0,1,1,0,0,2,2,1,0,0,0
N00002567,339,337,312,10,3,298,1,0,17,0,1,7,7,0,0,2,0,0,0,0,0
N00002568,309,303,286,9,2,275,0,0,17,0,0,0,0,0,0,2,1,3,0,0,0
N00002569,306,305,272,8,9,255,0,0,31,0,0,2,1,1,0,0,1,0,0,0,0
N00002570,263,262,241,7,4,230,0,0,20,0,1,0,0,0,0,0,1,0,0,0,0
N00002571,338,337,316,9,1,305,1,0,19,0,0,2,2,0,1,0,0,0,0,0,0
N00002572,346,338,307,7,1,299,0,0,30,0,0,1,1,0,1,2,3,0,0,2,0
N00002573,294,284,275,16,1,258,0,0,7,0,0,2,2,0,1,6,3,0,0,0,0
N00002574,298,280,261,9,2,250,0,0,13,0,0,6,5,1,6,11,0,1,0,0,0
N00002575,309,307,298,9,2,287,0,0,8,0,0,1,1,0,0,0,1,0,0,1,0
N00002576,785,749,647,44,8,595,0,0,62,0,0,40,39,1,6,14,15,0,0,1,0
N00002577,536,527,479,26,3,450,0,0,33,0,0,15,15,0,0,3,0,1,5,0,0
N00002578,299,297,287,11,2,274,0,0,9,0,0,1,1,0,0,1,1,0,0,0,0
N00002579,402,402,381,4,6,371,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0
N00002580,306,305,281,7,2,272,0,0,22,0,0,2,2,0,0,1,0,0,0,0,0
N00002581,330,326,305,8,3,293,1,0,20,0,1,0,0,0,0,1,3,0,0,0,0
N00002582,1465,1456,1410,37,10,1363,0,0,40,0,2,4,4,0,1,3,4,0,1,0,0
N00002583,327,326,307,7,3,296,1,0,18,0,0,1,1,0,0,0,0,0,1,0,0
N00002584,350,350,346,11,5,329,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0
N00002585,262,260,255,4,2,249,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0
N00002586,350,349,336,9,2,324,1,0,12,0,0,1,1,0,1,0,0,0,0,0,0
N00002587,836,831,790,28,7,755,0,0,39,0,0,2,1,1,1,0,1,0,0,3,0
N00002588,305,305,295,4,0,291,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0
N00002589,317,316,303,10,1,292,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0
N00002590,1559,1536,1466,41,9,1416,0,0,63,0,1,6,5,1,3,3,12,3,0,2,0
N00002591,1265,1241,1203,29,16,1155,3,0,32,0,0,6,6,0,4,12,8,0,0,0,0
N00002592,492,487,463,12,5,446,0,0,23,0,0,1,1,0,0,2,3,0,0,0,0
N00002593,300,296,281,11,1,269,0,0,15,0,0,0,0,0,1,1,2,0,0,0,0
N00002594,367,366,350,5,3,340,2,0,15,0,0,1,1,0,0,0,1,0,0,0,0
N00002595,399,396,372,13,7,352,0,0,22,0,0,2,2,0,1,0,2,0,0,0,0
N00002596,377,377,361,5,4,352,0,0,12,0,0,4,4,0,0,0,0,0,0,0,0
N00002597,339,336,317,7,2,308,0,0,18,0,0,1,1,0,0,0,2,0,0,1,0
N00002598,263,261,248,6,3,239,0,0,12,0,0,1,0,1,0,1,1,0,0,0,0
N00002599,395,389,366,4,2,360,0,0,21,0,0,2,1,1,1,0,3,0,0,2,0
N00002600,288,287,266,7,4,254,1,0,15,0,1,5,0,5,0,0,1,0,0,0,0
N00002601,364,358,322,11,4,307,0,0,34,0,0,2,1,1,1,3,2,0,0,0,0
N00002602,339,336,310,9,3,297,1,0,21,0,0,5,5,0,0,0,3,0,0,0,0
N00002603,853,800,698,26,9,662,1,0,74,0,1,27,26,1,6,42,3,1,0,1,0
N00002604,328,307,264,7,6,251,0,0,31,0,0,12,12,0,2,13,5,0,0,1,0
N00002605,258,231,191,8,1,181,1,0,16,0,0,24,24,0,2,23,0,2,0,0,0
N00002606,388,386,360,8,2,350,0,0,19,0,0,7,5,2,0,2,0,0,0,0,0
N00002607,175,174,165,3,1,161,0,0,5,0,0,4,4,0,0,0,0,0,0,1,0
N00002608,251,235,190,10,4,176,0,0,25,0,0,20,19,1,3,5,5,0,1,2,0
N00002609,844,785,720,45,9,665,1,0,63,0,0,2,2,0,3,42,9,0,0,5,0
N00002610,292,278,248,16,2,227,3,0,18,0,0,12,12,0,0,10,4,0,0,0,0
N00002611,135,134,118,4,2,112,0,0,7,0,0,9,9,0,0,0,0,0,0,1,0
N00002612,309,289,243,12,8,222,1,0,27,0,0,19,17,2,2,16,2,0,0,0,0
N00002613,678,653,588,42,13,531,2,0,27,0,0,38,37,1,2,14,4,0,1,3,1
N00002614,359,355,347,6,3,337,1,0,7,0,0,1,1,0,1,1,2,0,0,0,0
N00002615,289,287,280,5,0,275,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0
N00002616,342,341,328,12,0,315,0,1,9,0,1,3,3,0,0,0,1,0,0,0,0
N00002617,462,461,433,13,4,416,0,0,23,0,0,5,5,0,0,0,1,0,0,0,0
N00002618,221,219,212,4,0,208,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0
N00002619,599,590,513,24,11,477,1,0,23,0,0,54,52,2,1,4,4,0,0,0,0
N00002620,547,507,454,17,3,433,0,1,10,0,0,43,43,0,0,38,2,0,0,0,0
N00002621,216,214,205,12,1,192,0,0,2,0,0,7,7,0,0,2,0,0,0,0,0
N00002622,314,307,288,12,2,273,1,0,12,0,0,7,7,0,2,3,0,0,1,1,0
N00002623,260,259,256,5,1,250,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0
N00002624,251,243,218,11,4,203,0,0,14,1,0,10,10,0,0,0,8,0,0,0,0
N00002625,332,326,312,8,2,302,0,0,8,0,0,6,6,0,0,5,0,0,0,1,0
N00002626,891,881,850,32,7,811,0,0,25,0,0,6,6,0,1,4,4,0,0,1,0
N00002627,302,296,290,6,4,280,0,0,6,0,0,0,0,0,0,4,2,0,0,0,0
N00002628,922,905,820,23,7,789,1,0,66,0,0,19,19,0,4,3,5,1,1,3,0
N00002629,242,242,234,7,0,226,0,1,5,0,0,3,3,0,0,0,0,0,0,0,0
N00002630,297,297,288,6,2,280,0,0,7,0,1,1,1,0,0,0,0,0,0,0,0
N00002631,320,320,299,3,2,294,0,0,14,0,0,7,6,1,0,0,0,0,0,0,0
N00002632,414,412,404,13,3,386,2,0,1,0,0,7,7,0,0,0,2,0,0,0,0
N00002633,426,423,404,26,7,370,1,0,6,0,0,13,12,1,1,1,1,0,0,0,0
N00002634,311,307,304,20,4,280,0,0,1,0,2,0,0,0,0,1,3,0,0,0,0
N00002635,341,341,326,17,1,307,1,0,4,0,2,9,9,0,0,0,0,0,0,0,0
N00002636,393,393,387,15,2,369,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
N00002637,499,494,488,18,1,469,0,0,6,0,0,0,0,0,0,2,3,0,0,0,0
