GeographyCode,QS604NI0001,QS604NI0002,QS604NI0003,QS604NI0004,QS604NI0005,QS604NI0006,QS604NI0007,QS604NI0008,QS604NI0009,QS604NI0010,QS604NI0011,QS604NI0012,QS604NI0013,QS604NI0014,QS604NI0015,QS604NI0016,QS604NI0017,QS604NI0018,QS604NI0019,QS604NI0020,QS604NI0021,QS604NI0022,QS604NI0023,QS604NI0024,QS604NI0025,QS604NI0026,QS604NI0027,QS604NI0028
N00002127,368,5,1,52,19,2,0,2,15,10,4,0,3,54,79,20,15,3,7,0,13,9,14,29,41,22,1,0
N00002128,367,3,1,86,34,2,2,4,21,8,15,1,3,23,75,14,22,3,5,2,21,11,17,30,29,21,0,0
N00002129,407,7,1,99,57,0,1,6,12,11,12,1,6,32,93,9,22,6,15,2,12,12,15,27,28,19,1,0
N00002130,184,5,0,50,31,2,1,1,6,2,7,0,1,14,31,5,14,1,3,1,6,4,6,16,20,7,0,0
N00002131,197,23,2,37,11,1,0,2,7,5,11,0,2,16,40,11,9,4,2,0,7,4,5,15,16,4,0,0
N00002132,175,12,2,24,5,0,1,0,10,3,5,0,0,28,37,3,16,2,4,0,9,6,7,7,11,7,0,0
N00002133,256,20,0,32,11,0,0,1,11,1,8,3,3,25,55,12,12,5,6,2,14,9,6,17,30,5,0,0
N00002134,169,21,2,23,6,0,0,1,6,4,6,1,1,18,41,6,5,0,3,1,6,4,2,11,19,5,0,0
N00002135,236,18,3,27,4,2,0,0,12,2,7,0,3,42,37,7,7,1,1,1,13,6,10,20,29,11,0,0
N00002136,126,1,0,43,21,1,1,0,10,3,7,0,0,7,32,2,3,1,3,0,4,5,4,5,8,8,0,0
N00002137,125,0,0,22,8,0,0,2,5,2,5,0,0,9,34,4,5,1,11,0,3,5,6,5,18,2,0,0
N00002138,113,0,0,17,9,0,0,1,0,4,3,0,1,15,26,5,8,6,5,0,1,3,7,4,9,6,0,0
N00002139,344,4,1,64,25,2,2,3,17,8,7,0,2,33,70,8,16,1,8,4,19,10,19,25,46,13,0,1
N00002140,122,1,0,6,2,0,0,0,2,2,0,0,0,11,31,3,4,2,3,0,10,6,6,19,13,7,0,0
N00002141,84,2,0,17,11,1,0,0,2,2,1,1,0,4,26,3,2,0,0,1,3,3,4,5,11,2,0,0
N00002142,80,2,0,17,12,0,0,0,3,1,1,0,0,5,22,3,7,1,3,1,3,5,1,3,5,2,0,0
N00002143,190,12,2,31,8,0,1,0,10,7,5,0,0,29,32,5,15,2,2,0,2,5,13,8,26,6,0,0
N00002144,248,11,0,47,16,0,0,0,16,4,11,0,1,43,38,7,8,3,2,1,4,8,13,21,32,9,0,0
N00002145,216,20,0,26,8,3,1,0,2,5,7,0,0,37,31,6,7,8,1,0,5,9,10,17,35,3,1,0
N00002146,175,17,0,22,9,0,1,0,5,3,4,0,0,24,28,6,6,1,4,0,3,6,8,21,22,7,0,0
N00002147,147,5,1,33,7,2,1,1,9,10,3,0,2,20,29,3,6,1,4,0,5,1,7,9,19,2,0,0
N00002148,200,28,0,22,6,1,2,0,5,4,4,1,1,21,39,7,6,4,3,1,6,7,2,19,18,14,0,1
N00002149,189,15,0,19,9,0,0,1,1,1,7,1,0,20,44,11,4,3,1,0,9,9,12,22,13,6,0,0
N00002150,145,13,1,20,4,0,0,0,6,3,7,0,1,11,29,4,6,1,7,0,7,5,8,11,16,5,0,0
N00002151,134,10,0,21,2,3,0,0,7,4,5,0,0,16,17,6,12,1,2,1,3,5,3,11,15,11,0,0
N00002152,138,8,0,23,6,0,2,1,3,5,6,1,0,15,39,5,6,1,1,0,6,3,5,8,10,7,0,0
N00002153,237,29,0,35,8,0,1,4,7,3,12,1,2,25,35,7,8,1,4,0,8,5,8,23,34,10,2,0
N00002154,174,16,1,29,2,5,1,2,11,7,1,0,0,17,36,9,3,2,2,0,9,2,11,18,15,4,0,0
N00002155,221,21,0,27,6,0,1,1,10,5,4,1,0,25,41,5,11,4,4,2,11,4,6,27,23,9,0,0
N00002156,141,5,0,28,9,3,0,1,5,5,5,1,0,22,24,5,4,3,1,1,6,5,3,11,15,7,0,0
N00002157,81,1,0,21,5,2,0,2,3,5,4,0,0,7,12,2,3,0,0,0,2,2,4,9,15,3,0,0
N00002158,213,13,1,28,2,0,1,2,10,4,9,1,1,32,46,3,5,3,5,1,9,8,10,11,30,6,0,0
N00002159,257,18,0,34,7,2,1,7,10,3,4,0,1,40,45,10,10,4,7,0,10,7,6,28,28,9,0,0
N00002160,174,13,1,30,6,2,0,3,5,1,13,0,2,18,25,0,3,4,4,1,10,4,8,21,21,9,0,0
N00002161,212,18,0,26,7,3,0,1,5,4,6,0,0,24,32,7,2,2,5,2,11,8,15,34,21,5,0,0
N00002162,208,15,1,27,5,0,3,2,8,3,6,0,1,36,25,5,8,1,5,2,7,6,18,20,27,4,0,0
N00002163,280,8,0,33,3,1,3,0,7,8,11,0,4,45,32,9,10,6,9,3,8,10,14,31,45,13,0,0
N00002164,123,1,2,19,7,1,2,1,2,3,3,2,0,9,28,6,9,0,2,0,3,1,6,18,10,7,0,0
N00002165,169,2,0,22,4,0,0,3,4,8,3,0,3,18,40,3,15,1,4,0,9,4,11,9,20,8,0,0
N00002166,151,2,1,23,6,2,1,2,1,5,6,1,1,18,32,3,10,3,5,2,9,2,8,16,10,5,0,0
N00002167,131,0,1,31,16,1,0,1,4,2,7,0,0,12,25,2,6,5,2,0,4,3,2,13,18,7,0,0
N00002168,151,4,0,30,12,2,1,0,5,5,5,0,1,10,25,7,9,2,4,0,5,3,3,21,16,11,0,0
N00002169,223,1,0,53,31,0,0,2,7,2,11,1,0,14,52,1,8,5,4,0,13,5,3,19,27,17,0,0
N00002170,116,4,0,12,1,1,1,2,1,2,4,1,3,14,24,7,7,2,2,0,8,5,4,5,15,3,0,0
N00002171,269,10,0,38,10,2,5,6,2,7,6,1,1,34,38,9,11,2,4,3,22,5,25,21,35,10,0,0
N00002172,305,5,0,33,3,1,2,2,8,8,9,0,5,26,59,14,16,6,13,0,11,5,34,18,50,10,0,0
N00002173,240,12,2,21,3,0,0,5,3,6,4,1,2,25,47,2,6,5,4,4,13,5,25,27,29,9,1,0
N00002174,232,11,1,24,6,1,2,1,4,5,5,2,1,23,48,8,11,3,3,4,13,10,20,19,25,6,0,0
N00002175,376,4,0,47,10,5,3,3,9,3,14,3,2,29,67,10,28,7,10,7,26,12,26,43,42,13,0,0
N00002176,287,2,0,54,22,5,5,3,7,5,7,0,2,28,42,7,12,6,8,1,6,7,23,34,39,16,0,0
N00002177,296,10,2,25,2,4,0,5,3,4,7,1,4,44,43,22,5,5,6,2,11,8,22,33,44,9,0,0
N00002178,224,6,1,22,7,0,4,0,2,5,4,0,1,30,48,14,5,1,0,3,10,10,15,24,26,8,0,0
N00002179,167,1,0,33,13,3,1,3,2,4,7,0,1,11,30,11,6,2,7,1,5,10,9,11,19,10,0,0
N00002180,101,0,0,20,6,1,0,2,0,2,9,1,1,8,21,3,9,2,1,1,2,3,5,11,7,6,0,0
N00002181,359,0,0,48,9,5,0,14,1,8,11,0,3,29,57,18,14,11,12,7,18,15,18,43,51,15,0,0
N00002182,176,4,2,30,10,1,0,3,7,2,7,0,0,10,34,10,7,5,2,1,7,6,9,15,22,12,0,0
N00002183,124,2,0,40,28,0,1,3,2,2,4,0,1,5,20,4,11,0,1,1,2,5,9,1,17,5,0,0
N00002184,72,0,0,16,2,5,0,2,1,2,4,0,1,6,14,3,3,2,1,1,4,5,3,5,5,3,0,0
N00002185,166,3,0,60,35,0,0,6,2,6,11,1,1,6,24,2,20,4,0,1,3,12,7,3,14,5,0,0
N00002186,108,0,0,32,16,2,1,2,0,5,6,0,0,7,27,4,7,3,1,0,5,3,0,7,7,5,0,0
N00002187,129,1,1,38,15,3,0,3,1,3,13,0,2,5,20,7,6,5,2,2,3,5,8,4,13,7,0,0
N00002188,52,1,0,11,4,3,1,1,0,2,0,0,0,3,11,6,5,0,0,1,1,6,1,0,6,0,0,0
N00002189,85,1,0,16,2,2,0,3,1,2,6,2,0,4,18,4,8,1,2,2,4,4,7,0,11,1,0,0
N00002190,220,2,0,49,24,2,2,8,2,8,3,2,1,20,57,6,9,6,0,4,10,2,9,8,24,11,0,0
N00002191,67,1,0,15,8,2,0,3,2,0,0,0,0,7,10,5,7,0,0,0,3,4,1,5,6,3,0,0
N00002192,240,4,0,38,13,5,1,10,2,3,4,0,0,20,38,13,5,8,4,1,19,13,15,18,36,8,0,0
N00002193,85,0,0,21,5,3,0,5,1,2,5,0,0,6,23,3,3,2,0,1,1,2,1,4,14,4,0,0
N00002194,82,2,1,13,3,1,0,2,2,3,2,1,2,7,22,2,2,0,1,0,3,4,6,6,7,3,0,0
N00002195,138,9,0,19,9,4,0,3,0,1,2,0,0,13,23,12,5,4,0,0,8,8,5,10,20,2,0,0
N00002196,288,4,1,35,11,2,0,7,7,4,4,2,1,21,45,15,17,5,12,5,13,14,21,30,35,12,0,0
N00002197,315,13,0,54,23,0,2,10,3,6,10,0,1,29,55,17,13,3,11,0,13,8,16,25,49,7,1,0
N00002198,105,1,0,24,6,5,0,2,1,2,8,0,1,7,26,2,9,0,1,2,2,5,5,8,8,4,0,0
N00002199,127,1,0,27,11,1,0,3,2,3,7,0,0,7,25,5,12,4,2,0,0,4,5,9,18,8,0,0
N00002200,153,1,0,16,9,1,0,1,1,3,1,1,2,9,23,10,11,2,4,2,6,12,5,23,18,8,0,0
N00002201,61,0,0,11,6,0,0,0,0,2,3,0,0,2,19,3,4,0,0,2,3,1,1,2,11,2,0,0
N00002202,179,1,0,26,12,0,0,4,3,2,5,0,1,10,38,9,16,5,2,0,6,9,9,19,22,6,0,0
N00002203,597,3,0,88,18,14,5,18,9,16,8,4,2,38,121,10,18,17,18,7,35,16,43,57,90,30,0,0
N00002204,221,8,2,25,7,3,1,4,3,3,4,3,1,20,40,5,5,10,3,4,6,15,10,35,18,11,0,0
N00002205,402,3,0,64,14,10,1,7,7,19,6,1,1,32,77,9,15,14,13,3,16,10,32,36,63,13,0,0
N00002206,168,2,0,29,10,6,0,1,4,5,3,1,1,18,29,8,7,2,5,1,4,5,12,9,30,5,0,0
N00002207,147,2,0,19,6,2,0,2,5,1,3,3,2,15,31,5,4,2,2,0,6,6,7,15,22,6,0,0
N00002208,131,7,0,21,6,2,1,1,4,3,4,0,1,25,26,7,5,0,0,0,6,7,5,11,7,1,2,0
N00002209,164,1,0,21,6,2,0,2,4,3,4,2,0,16,29,10,8,2,3,1,5,3,15,12,29,7,0,0
N00002210,200,7,0,15,2,1,1,4,2,3,2,1,1,24,45,3,8,5,5,1,8,5,15,27,27,3,0,0
N00002211,96,2,0,19,3,8,1,1,1,2,3,0,1,8,17,3,6,1,0,3,4,6,1,7,13,5,0,0
N00002212,113,3,0,27,12,4,0,1,2,4,4,0,0,7,24,2,6,0,0,2,2,3,8,8,17,4,0,0
N00002213,361,9,0,60,19,5,3,11,4,8,10,2,1,26,54,11,26,8,4,3,11,28,24,27,57,10,0,0
N00002214,169,0,0,30,6,2,0,10,1,3,8,1,1,6,32,8,8,2,4,1,7,12,10,17,23,7,0,0
N00002215,113,0,0,21,9,2,0,3,2,2,3,0,3,10,29,8,4,1,3,1,2,2,5,7,12,5,0,0
N00002216,118,5,1,18,6,3,0,3,2,3,1,1,1,9,31,5,5,1,0,0,8,5,6,2,13,7,0,0
N00002217,98,0,0,10,1,0,0,5,0,2,2,0,2,7,22,5,1,1,1,1,4,7,9,9,14,5,0,0
N00002218,99,2,0,21,5,3,1,4,1,6,1,0,2,6,18,5,5,1,0,1,5,2,5,4,16,6,0,0
N00002219,92,0,0,12,5,3,0,1,0,2,1,0,1,5,32,3,7,1,1,1,3,2,3,4,11,6,0,0
N00002220,218,1,0,47,14,2,0,16,5,6,4,0,2,12,45,11,7,3,2,1,7,11,15,6,41,7,0,0
N00002221,154,3,0,26,5,0,1,5,3,4,8,0,2,12,28,7,12,2,2,1,5,7,9,9,21,8,0,0
N00002222,120,0,0,36,21,1,1,1,4,5,3,0,2,6,27,4,7,1,2,0,4,10,5,5,8,3,0,0
N00002223,57,0,0,16,8,1,0,0,3,2,2,0,1,4,9,3,3,1,0,0,4,1,4,1,10,0,0,0
N00002224,85,0,0,25,11,3,1,4,3,1,2,0,1,1,16,3,8,2,2,2,5,5,2,3,6,4,0,0
N00002225,104,0,0,17,4,2,1,1,2,3,4,1,1,9,31,8,3,1,1,1,4,3,5,3,12,4,0,0
N00002226,67,1,0,22,5,2,0,2,4,6,3,0,3,3,7,1,0,2,1,1,5,2,4,2,10,3,0,0
N00002227,81,0,0,18,2,1,1,2,3,3,6,0,0,6,14,3,8,2,1,0,3,6,1,1,15,3,0,0
N00002228,88,0,0,29,9,1,3,4,2,4,6,0,2,4,13,4,4,0,2,0,2,12,4,3,9,0,0,0
N00002229,464,1,1,106,49,6,1,15,4,6,25,0,4,27,62,28,32,8,5,6,11,21,24,46,70,10,1,1
N00002230,97,1,0,19,7,1,0,3,0,3,5,0,2,5,20,5,15,3,0,0,3,9,3,1,9,2,0,0
N00002231,77,0,0,17,5,0,0,2,2,1,7,0,0,4,17,1,7,0,1,0,3,3,3,6,10,4,1,0
N00002232,331,4,0,96,31,0,1,21,2,11,30,1,2,15,53,14,27,2,5,2,9,21,15,17,34,11,1,2
N00002233,162,2,0,40,14,0,0,10,0,8,8,0,3,8,35,3,12,1,3,1,4,14,5,10,17,4,0,0
N00002234,108,4,0,34,8,3,0,10,2,2,9,0,0,4,16,4,12,0,0,1,1,4,3,6,14,5,0,0
N00002235,100,4,0,17,9,1,0,2,1,1,3,0,1,6,18,0,15,0,2,2,1,6,6,6,15,1,0,0
N00002236,184,1,0,45,16,0,4,3,8,6,8,0,2,9,52,9,9,1,2,0,2,8,11,13,12,8,0,0
N00002237,144,1,0,23,10,0,2,5,2,0,4,0,1,14,38,5,18,1,1,0,1,3,3,12,19,4,0,0
N00002238,95,1,0,23,10,0,0,3,3,4,3,0,0,3,23,2,8,0,0,1,2,2,4,3,21,2,0,0
N00002239,86,0,0,17,7,1,0,2,2,3,2,0,1,9,15,3,7,1,1,1,2,2,2,5,16,4,0,0
N00002240,118,1,0,20,4,1,4,1,5,2,3,1,0,12,16,3,10,7,1,0,4,3,7,16,13,4,0,0
N00002241,98,1,0,28,12,0,2,4,4,3,3,0,1,3,20,3,4,0,5,2,5,8,1,5,10,1,1,0
N00002242,114,0,0,23,16,3,1,2,0,0,1,1,0,11,22,1,9,3,3,1,3,2,7,3,14,10,0,1
N00002243,71,1,0,12,5,0,1,2,2,1,1,0,0,3,10,10,5,0,2,2,1,6,1,2,11,5,0,0
N00002244,108,2,0,15,5,2,1,4,1,2,0,0,2,11,14,2,3,3,1,0,7,2,11,8,23,4,0,0
N00002245,23,0,0,1,0,0,1,0,0,0,0,0,4,1,3,0,0,0,1,0,0,0,5,2,6,0,0,0
N00002246,226,1,0,34,11,2,2,7,2,8,2,1,2,18,41,10,10,2,10,1,6,3,25,32,23,7,0,0
N00002247,211,3,0,26,7,2,1,2,2,6,6,0,1,15,42,7,10,7,3,3,8,10,20,20,30,6,0,0
N00002248,375,3,1,71,23,6,8,8,6,10,10,3,5,22,53,9,18,11,14,2,18,11,34,37,44,19,0,0
N00002249,304,2,0,33,7,1,4,5,6,2,8,1,3,24,59,8,15,10,6,4,18,9,21,43,38,10,0,0
N00002250,167,1,0,28,10,2,1,2,2,7,4,1,8,12,25,9,6,3,3,1,7,2,5,19,25,12,0,0
N00002251,202,1,0,36,13,5,1,3,4,5,5,1,2,11,46,9,14,6,3,7,6,2,6,11,32,9,0,0
N00002252,418,12,1,60,15,2,5,4,8,15,11,1,3,49,83,17,27,6,7,4,12,13,30,28,55,10,0,0
N00002253,189,7,0,20,5,3,2,2,1,3,4,3,0,26,33,3,8,6,3,1,8,4,9,21,27,10,0,0
N00002254,293,2,1,47,13,4,2,6,7,3,12,1,3,30,53,10,15,7,14,3,11,13,16,11,43,13,0,0
N00002255,255,9,0,30,8,0,1,6,4,5,6,3,4,19,45,6,1,5,9,2,11,10,21,32,37,10,1,0
N00002256,252,10,0,32,5,2,3,5,8,6,3,0,2,26,47,3,12,7,4,3,14,5,19,21,29,18,0,0
N00002257,154,3,0,21,3,1,0,7,5,3,2,0,1,7,27,9,6,6,1,1,4,8,15,17,24,3,0,1
N00002258,188,9,0,25,5,1,0,5,7,3,4,1,4,13,40,5,8,9,5,0,4,12,6,18,22,7,0,0
N00002259,167,0,1,17,5,1,0,2,1,4,4,1,2,13,27,6,8,3,2,0,7,16,15,12,29,7,1,0
N00002260,414,7,1,45,9,2,2,9,6,10,7,0,2,40,74,14,12,18,12,2,23,18,28,35,57,26,0,0
N00002261,344,11,0,36,10,1,1,4,6,13,1,1,3,21,73,24,5,4,10,2,17,22,31,28,47,8,0,1
N00002262,227,6,0,25,10,4,0,5,1,0,5,2,0,25,33,4,7,3,10,1,15,16,15,22,35,8,0,0
N00002263,244,11,1,20,5,1,0,6,2,4,2,1,0,27,63,13,5,5,4,2,7,17,17,19,27,5,0,0
N00002264,305,3,0,45,17,2,2,5,2,12,5,0,7,20,60,18,28,4,6,2,11,12,18,23,34,14,0,0
N00002265,272,3,0,31,13,1,1,8,1,4,3,0,3,13,75,21,19,2,6,1,11,10,14,20,31,11,0,1
N00002266,86,1,0,18,3,1,3,1,1,4,5,0,0,7,10,3,8,2,2,0,0,4,5,7,15,4,0,0
N00002267,161,1,0,29,10,2,2,2,3,5,5,0,1,13,30,4,18,2,5,0,4,4,9,10,19,12,0,0
N00002268,346,3,1,50,15,4,3,8,2,11,7,0,2,28,87,14,20,8,12,2,12,10,17,35,37,8,0,0
N00002269,89,1,0,17,6,2,1,3,1,1,3,0,2,3,16,3,9,0,1,1,6,3,4,7,14,2,0,0
N00002270,103,0,1,27,9,2,1,3,4,3,5,0,1,4,29,4,8,1,1,0,3,6,2,5,9,2,0,0
N00002271,82,1,0,18,12,1,1,1,1,0,2,1,2,3,14,4,4,2,0,1,1,7,1,8,11,4,0,0
N00002272,77,2,0,12,7,1,1,1,0,0,2,0,2,5,15,5,4,0,0,0,0,6,7,2,14,3,0,0
N00002273,307,0,1,47,9,1,3,10,5,8,11,3,4,19,62,13,21,3,5,0,7,14,20,28,49,11,0,0
N00002274,81,0,0,23,13,1,0,1,5,0,3,0,2,2,16,1,11,0,1,0,1,9,1,3,10,1,0,0
N00002275,76,2,0,22,9,0,2,5,1,0,5,0,1,4,18,3,5,0,0,1,3,3,1,4,8,1,0,0
N00002276,124,2,2,22,7,1,0,5,2,0,7,1,0,6,25,4,8,3,3,1,4,2,10,10,19,2,0,0
N00002277,180,3,0,46,12,1,0,14,3,8,8,0,3,9,35,3,6,3,4,0,2,12,9,15,26,4,0,0
N00002278,112,2,0,26,6,3,0,6,0,2,9,0,1,4,33,2,6,0,0,0,1,6,2,3,19,7,0,0
N00002279,70,0,0,22,6,5,3,3,0,3,2,0,1,3,15,0,5,0,0,0,5,3,2,2,11,1,0,0
N00002280,126,0,0,27,7,0,4,3,2,5,6,0,2,8,28,8,3,1,4,1,3,5,5,13,13,5,0,0
N00002281,124,1,0,20,10,4,1,2,2,0,1,1,2,8,29,3,7,0,3,0,3,4,8,7,18,10,0,0
N00002282,75,1,0,17,3,1,3,5,0,4,1,0,1,5,13,2,5,2,1,1,1,4,2,7,9,4,0,0
N00002283,94,1,0,20,11,3,0,0,3,1,2,0,2,7,17,3,18,0,2,0,1,3,2,4,10,4,0,0
N00002284,87,0,0,12,6,1,1,2,0,1,1,0,0,5,18,4,5,1,1,2,3,6,4,8,14,4,0,0
N00002285,200,1,0,38,14,1,3,6,4,5,5,0,1,14,41,6,12,7,5,1,8,6,19,11,23,7,0,0
N00002286,176,2,1,33,11,2,3,5,2,4,6,0,3,15,40,3,7,1,7,0,7,12,15,10,16,4,0,0
N00002287,101,0,0,20,9,1,1,4,0,3,2,1,0,9,15,6,9,5,3,0,2,6,8,6,7,4,0,0
N00002288,82,0,1,15,5,1,2,2,2,2,1,0,0,6,23,2,4,0,0,1,1,3,2,6,12,6,0,0
N00002289,93,0,0,29,9,6,2,3,1,7,1,0,0,5,20,4,3,1,0,3,3,4,3,2,15,1,0,0
N00002290,168,2,0,17,1,2,1,8,1,2,2,0,1,8,30,7,16,3,8,4,8,3,7,19,27,8,0,0
N00002291,179,1,0,33,13,0,1,7,3,4,5,1,0,10,32,11,5,5,4,2,8,5,11,18,25,8,0,0
N00002292,119,2,0,11,5,2,1,2,0,1,0,0,0,9,13,0,2,2,4,1,12,3,11,20,23,6,0,0
N00002293,88,5,0,29,6,6,1,6,2,5,3,0,2,2,15,4,0,2,0,1,1,5,1,6,11,4,0,0
N00002294,138,0,0,21,5,1,0,3,5,1,6,2,1,7,33,7,5,1,4,2,6,3,13,9,16,8,0,0
N00002295,183,0,0,27,4,2,0,4,5,8,4,0,0,12,40,4,7,4,4,2,13,13,9,14,32,2,0,0
N00002296,171,0,1,32,8,4,1,7,1,3,8,1,1,8,32,12,6,4,5,1,9,5,7,9,33,4,1,0
N00002297,163,0,0,17,5,1,1,3,2,3,2,2,2,9,38,4,6,5,6,2,9,7,19,11,23,3,0,0
N00002298,104,1,1,25,7,1,1,4,1,4,7,1,2,3,17,3,7,5,3,1,3,4,3,11,13,1,0,0
N00002299,174,2,1,20,2,3,1,6,2,2,4,0,0,12,27,7,5,3,8,1,9,5,12,26,29,7,0,0
N00002300,441,6,0,56,16,5,2,10,4,7,12,1,1,20,70,8,22,8,17,4,33,14,27,65,73,14,0,2
N00002301,303,3,0,57,14,5,0,14,3,9,12,1,1,15,51,10,14,4,7,2,4,11,24,30,57,12,0,0
N00002302,297,5,1,30,7,1,0,7,3,9,3,1,2,16,42,5,17,10,11,3,21,16,29,33,47,8,0,0
N00002303,238,2,0,50,21,2,1,4,4,10,8,0,0,16,41,15,10,4,4,1,7,5,22,20,37,3,0,1
N00002304,68,0,0,21,6,0,1,8,0,1,5,0,0,5,18,0,10,1,0,1,0,4,0,3,3,2,0,0
N00002305,487,6,0,76,18,10,2,18,4,11,13,2,2,25,83,26,24,19,11,2,17,17,31,39,88,17,1,1
N00002306,750,8,0,185,83,8,6,22,8,18,40,2,2,26,145,32,45,18,9,10,22,31,34,61,102,17,1,0
N00002307,206,2,0,27,8,1,0,5,2,8,3,1,0,16,39,9,8,6,5,0,13,9,10,13,43,5,0,0
N00002308,174,2,0,27,5,4,3,9,3,3,0,1,1,16,24,6,9,2,2,0,5,3,18,15,32,10,0,1
N00002309,94,0,0,30,8,6,2,3,2,3,6,0,0,5,17,1,1,1,1,0,1,6,3,11,14,3,0,0
N00002310,77,1,0,18,7,2,1,3,0,1,4,0,0,6,11,1,5,2,1,0,3,7,5,2,14,1,0,0
N00002311,133,2,0,22,5,0,0,3,4,4,6,0,2,8,25,4,5,4,1,0,2,4,5,6,36,7,0,0
N00002312,111,2,0,21,6,3,0,5,0,4,3,0,3,6,19,6,9,3,1,1,4,5,5,5,17,4,0,0
N00002313,128,0,0,19,3,4,1,7,2,1,1,0,0,6,23,4,7,3,2,1,7,5,8,14,22,7,0,0
N00002314,118,1,0,13,4,2,0,3,1,1,2,0,0,2,20,3,5,4,1,2,5,11,7,12,27,5,0,0
N00002315,154,1,0,22,4,1,0,3,3,5,6,0,0,8,30,3,8,1,7,3,8,2,10,22,22,7,0,0
N00002316,108,0,0,17,5,3,1,4,0,3,1,0,0,9,18,7,3,4,1,3,4,6,6,8,17,5,0,0
N00002317,137,0,0,22,1,1,0,4,4,4,8,0,1,15,27,8,6,6,2,0,5,8,12,6,15,3,1,0
N00002318,163,1,2,13,4,0,0,3,2,2,2,1,1,15,41,2,4,3,1,1,18,8,4,18,27,2,1,0
N00002319,322,0,1,33,9,3,0,5,6,4,6,0,3,17,79,11,6,8,7,5,19,11,31,36,41,14,0,0
N00002320,134,1,0,18,4,0,1,5,2,2,4,0,5,11,25,5,7,3,4,0,2,6,8,13,20,6,0,0
N00002321,123,3,0,16,0,0,1,4,3,1,7,0,0,9,24,5,2,2,3,1,2,4,6,13,25,8,0,0
N00002322,138,0,0,21,3,2,1,7,2,4,2,0,2,8,27,3,6,4,2,2,6,5,18,16,12,6,0,0
N00002323,149,0,0,21,9,0,0,3,0,5,4,1,1,10,34,3,3,2,5,1,5,7,19,12,17,7,0,1
N00002324,136,1,0,29,5,1,2,3,7,4,7,0,1,11,28,5,3,5,0,0,6,6,14,7,18,2,0,0
N00002325,216,1,0,29,2,5,0,5,3,6,8,2,1,11,51,5,8,5,6,4,9,8,17,16,30,13,0,0
N00002326,132,1,0,21,5,0,1,7,4,3,1,0,0,9,24,8,3,1,3,0,7,9,7,10,25,4,0,0
N00002327,650,6,0,88,17,5,0,27,10,13,16,2,5,43,127,32,26,21,18,8,29,22,53,46,94,30,0,0
N00002328,206,0,0,21,5,1,1,3,1,3,7,3,1,8,33,8,5,7,10,4,7,8,20,23,36,12,0,0
N00002329,122,0,0,13,2,0,1,5,1,2,2,0,1,8,25,6,3,2,4,1,8,6,14,7,22,2,0,0
N00002330,334,16,0,32,6,1,0,3,6,9,7,1,0,34,56,9,9,12,11,6,15,14,25,35,50,9,0,0
N00002331,278,4,0,30,4,1,1,5,4,4,11,2,3,32,56,9,14,10,8,2,10,7,14,32,30,15,0,0
N00002332,173,0,0,26,9,0,1,1,4,5,6,2,0,9,32,7,18,5,4,2,3,5,13,13,24,10,0,0
N00002333,201,4,1,18,3,2,0,3,5,3,2,1,2,21,27,5,12,5,6,0,9,11,22,19,34,4,0,0
N00002334,163,0,0,31,7,2,2,3,1,9,7,0,1,15,26,8,3,4,3,3,10,7,9,13,26,4,0,0
N00002335,276,9,0,29,5,1,0,8,4,5,6,1,2,17,37,6,11,8,12,3,21,5,28,32,37,18,0,0
N00002336,113,0,1,19,6,2,0,3,2,1,5,0,0,13,27,4,6,2,2,1,7,6,9,3,12,1,0,0
N00002337,138,1,0,19,4,4,2,4,1,3,1,0,1,18,41,4,7,2,4,0,3,6,5,7,13,7,0,0
N00002338,103,2,0,25,7,0,3,3,4,4,4,0,1,6,27,2,6,1,3,0,0,6,5,4,13,2,0,0
N00002339,138,0,0,20,5,3,1,5,1,1,4,1,0,10,28,7,6,2,4,0,5,6,10,7,25,7,0,0
N00002340,138,0,0,36,8,2,1,9,5,7,4,0,0,13,33,3,8,1,0,0,2,6,2,7,16,11,0,0
N00002341,88,0,0,22,7,1,1,2,3,1,7,0,0,10,23,5,3,1,1,1,1,2,3,2,13,1,0,0
N00002342,107,0,0,24,9,2,2,3,2,3,3,0,0,8,26,3,6,0,4,1,4,4,9,5,9,4,0,0
N00002343,173,1,0,44,12,3,3,6,7,3,10,0,4,19,33,7,7,1,1,1,4,5,9,9,22,6,0,0
N00002344,147,2,0,33,12,2,0,7,2,1,9,0,1,16,29,8,7,1,3,2,7,1,3,7,25,2,0,0
N00002345,122,6,0,25,8,0,1,6,1,3,6,0,2,7,29,3,10,1,1,0,7,3,3,8,13,4,0,0
N00002346,119,1,0,26,8,3,1,2,3,2,7,0,0,8,22,10,10,2,1,2,7,4,3,4,16,3,0,0
N00002347,310,1,0,44,8,7,4,7,1,5,12,3,0,14,64,6,12,13,4,4,11,12,28,28,56,10,0,0
N00002348,126,0,0,26,12,1,1,1,1,5,5,0,0,10,24,2,8,2,1,1,0,9,6,7,21,9,0,0
N00002349,105,1,0,14,6,0,2,4,1,1,0,1,2,9,23,2,10,1,3,0,3,9,5,7,12,3,0,0
N00002350,64,0,0,10,1,1,0,3,1,1,3,0,1,7,20,4,2,0,2,0,1,1,4,3,7,2,0,0
N00002351,628,4,0,93,26,8,3,12,15,9,20,2,5,44,109,22,32,11,25,5,25,14,44,72,88,33,0,0
