GeographyCode,QS213NI0001,QS213NI0002,QS213NI0003,QS213NI0004,QS213NI0005,QS213NI0006
N00000235,309,51,11,10,3,51
N00000236,272,28,8,8,5,28
N00000237,402,48,7,9,3,50
N00000238,298,52,8,15,1,56
N00000239,244,27,8,8,5,30
N00000240,339,30,6,5,2,31
N00000241,412,38,4,5,0,39
N00000242,355,37,8,9,1,39
N00000243,258,50,11,6,6,52
N00000244,258,19,7,12,5,19
N00000245,301,38,7,8,2,38
N00000246,296,40,14,13,7,43
N00000247,300,60,15,23,7,61
N00000248,329,55,17,15,7,56
N00000249,366,37,8,14,2,37
N00000250,377,44,11,15,5,50
N00000251,436,40,9,12,8,40
N00000252,341,41,3,3,0,41
N00000253,486,46,14,14,6,49
N00000254,309,49,11,8,3,49
N00000255,343,54,10,9,4,56
N00000256,752,116,24,29,10,118
N00000257,431,42,13,10,3,42
N00000258,374,57,17,17,8,62
N00000259,455,33,17,8,5,37
N00000260,528,104,34,28,10,105
N00000261,540,49,11,9,2,49
N00000262,401,41,13,8,5,44
N00000263,236,27,6,7,4,27
N00000264,539,56,18,12,7,57
N00000265,342,37,13,5,3,44
N00000266,317,34,14,10,2,40
N00000267,428,54,7,15,6,55
N00000268,371,38,6,11,4,41
N00000269,339,50,13,14,3,54
N00000270,359,49,12,11,7,52
N00000271,368,70,15,15,7,71
N00000272,291,35,6,10,2,35
N00000273,450,53,9,15,3,53
N00000274,446,53,7,7,0,53
N00000275,286,27,10,4,1,27
N00000276,303,25,5,6,3,25
N00000277,300,16,4,6,1,16
N00000278,288,12,5,3,0,16
N00000279,171,15,6,8,6,16
N00000280,359,21,10,8,7,21
N00000281,343,70,25,22,5,71
N00000282,359,65,10,21,3,65
N00000283,334,41,7,8,1,41
N00000284,359,29,4,4,3,30
N00000285,304,36,12,9,5,40
N00000286,261,35,6,9,3,36
N00000287,285,43,14,12,2,43
N00000288,335,29,7,11,3,31
N00000289,475,58,20,23,10,61
N00000290,263,32,8,7,1,33
N00000291,487,49,9,10,4,50
N00000292,690,62,16,20,5,64
N00000293,496,41,8,9,4,43
N00000294,393,80,11,20,4,81
N00000295,409,46,10,15,3,47
N00000296,274,29,6,11,5,31
N00000297,361,38,8,8,4,40
N00000298,323,25,5,6,1,26
N00000299,310,43,13,17,12,51
N00000300,280,35,6,5,2,35
N00000301,345,18,3,5,1,18
N00000302,351,28,4,4,1,28
N00000303,303,31,4,6,4,31
N00000304,326,10,3,4,1,11
N00000305,386,30,7,9,6,35
N00000306,366,27,6,7,4,28
N00000307,341,38,4,3,2,38
N00000308,271,21,4,7,4,22
N00000309,366,25,2,2,0,25
N00000310,396,46,9,7,5,46
N00000311,324,22,7,6,1,24
N00000312,498,39,16,13,8,39
N00000313,602,29,5,3,2,29
N00000314,347,16,4,4,2,18
N00000315,337,53,30,25,6,53
N00000316,362,8,1,2,1,8
N00000317,431,26,4,7,0,31
N00000318,332,116,57,42,26,117
N00000319,777,244,87,64,34,253
N00000320,308,89,46,33,15,99
N00000321,489,160,69,60,37,166
N00000322,374,86,35,23,11,89
N00000323,457,108,37,34,11,113
N00000324,370,55,22,20,10,57
N00000325,514,89,38,26,17,94
N00000326,893,148,42,39,20,152
N00000327,313,11,2,1,1,12
N00000328,283,20,6,4,2,20
N00000329,388,26,10,10,3,26
N00000330,514,66,10,15,3,67
N00000331,591,37,12,12,10,40
N00000332,265,34,9,7,8,34
N00000333,278,21,11,9,9,24
N00000334,279,27,4,4,3,27
N00000335,316,47,8,7,5,48
N00000336,323,46,6,10,3,46
N00000337,278,45,5,9,1,47
N00000338,299,35,7,8,5,35
N00000339,283,30,6,8,4,30
N00000340,419,50,13,20,9,51
N00000341,342,40,10,11,6,41
N00000342,342,36,6,8,2,36
N00000343,339,35,6,6,0,39
N00000344,395,2,0,0,0,2
N00000345,400,10,4,4,3,10
N00000346,641,15,2,2,1,16
N00000347,252,7,3,2,2,8
N00000348,418,15,4,2,1,15
N00000349,356,12,0,0,0,12
N00000350,547,14,7,7,4,17
N00000351,398,13,5,5,5,13
N00000352,451,14,2,6,2,14
N00000353,402,19,11,13,8,26
N00000354,392,33,0,5,0,35
N00000355,423,25,2,4,0,26
N00000356,392,4,1,1,1,4
N00000357,1128,9,4,1,1,12
N00000358,349,7,1,3,2,8
N00000359,780,19,10,5,3,25
N00000360,405,9,1,1,0,9
N00000361,390,25,6,10,5,25
N00000362,375,24,4,3,2,24
N00000363,473,12,5,9,3,14
N00000364,463,16,3,6,0,19
N00000365,242,7,1,1,0,8
N00000366,504,16,6,7,4,18
N00000367,332,1,0,0,0,1
N00000368,528,5,3,5,3,7
N00000369,396,28,9,13,5,31
N00000370,461,17,2,3,2,17
N00000371,434,12,3,4,1,15
N00000372,354,11,4,5,4,12
N00000373,411,22,5,9,2,27
N00000374,334,31,10,11,7,31
N00000375,298,15,3,6,4,16
N00000376,251,26,5,5,4,26
N00000377,257,12,3,1,1,13
N00000378,276,16,5,5,3,17
N00000379,467,12,0,1,0,13
N00000380,510,9,0,0,0,9
N00000381,925,14,8,7,3,14
N00000382,532,15,11,10,7,17
N00000383,446,37,12,10,1,37
N00000384,471,9,6,1,1,10
N00000385,425,15,4,5,3,15
N00000386,280,8,1,1,1,9
N00000387,221,5,3,3,3,5
N00000388,1514,23,6,5,3,24
N00000389,431,5,1,2,1,5
N00000390,937,78,10,18,3,80
N00000391,502,58,3,19,3,61
N00000392,1338,118,19,36,11,129
N00000393,443,36,3,9,3,37
N00000394,396,47,7,9,5,48
N00000395,495,41,4,8,2,45
N00000396,366,27,2,5,0,27
N00000397,503,32,9,9,6,32
N00000398,450,27,1,4,0,28
N00000399,295,46,10,14,6,46
N00000400,233,5,3,3,3,5
N00000401,275,3,1,1,0,3
N00000402,242,4,2,2,2,4
N00000403,499,15,4,5,3,15
N00000404,264,12,5,7,4,12
N00000405,219,7,1,2,0,7
N00000406,375,33,10,8,5,34
N00000407,1065,36,3,12,3,38
N00000408,451,35,7,14,2,37
N00000409,383,35,8,7,4,36
N00000410,376,34,8,8,5,34
N00000411,335,10,3,3,3,10
N00000412,415,31,5,8,4,31
N00000413,423,14,6,6,4,14
N00000414,368,18,1,1,0,18
N00000415,423,20,3,2,2,21
N00000416,401,32,7,12,7,32
N00000417,498,21,9,10,6,23
N00000418,812,62,20,21,13,68
N00000419,345,27,8,12,4,28
N00000420,334,39,5,8,2,39
N00000421,503,31,6,8,4,36
N00000422,400,33,4,11,4,34
N00000423,442,45,2,4,1,45
N00000424,530,20,11,11,10,22
N00000425,353,14,2,8,1,16
N00000426,296,18,5,6,3,19
N00000427,320,4,0,0,0,4
N00000428,377,24,5,9,2,28
N00000429,463,36,10,4,1,36
N00000430,487,38,9,14,2,44
N00000431,351,21,7,4,0,24
N00000432,277,24,5,6,4,25
N00000433,267,12,4,5,2,13
N00000434,428,31,7,8,6,32
N00000435,406,23,1,8,1,24
N00000436,499,59,16,13,4,60
N00000437,636,24,3,7,2,24
N00000438,462,22,0,3,0,24
N00000439,406,26,6,8,4,26
N00000440,400,5,2,2,1,5
N00000441,303,15,6,11,4,16
N00000442,402,8,1,4,1,9
N00000443,470,25,7,10,3,27
N00000444,544,26,7,18,13,34
N00000445,389,29,7,10,6,30
N00000446,322,16,5,7,4,17
N00000447,304,14,2,6,0,15
N00000448,241,11,3,3,3,11
N00000449,415,43,9,9,2,45
N00000450,471,24,2,2,1,24
N00000451,463,17,4,5,2,17
N00000452,428,28,4,6,2,30
N00000453,326,22,6,5,5,22
N00000454,496,35,7,12,5,35
N00000455,248,13,3,4,2,14
N00000456,307,34,5,6,2,34
N00000457,329,21,6,6,5,22
N00000458,355,35,9,7,1,36
N00000459,657,44,5,7,3,45
N00000460,342,30,8,8,5,30
N00000461,401,18,3,4,3,18
N00000462,218,30,12,12,8,30
N00000463,731,64,15,14,10,69
N00000464,418,39,18,22,14,44
N00000465,289,38,8,7,2,42
N00000466,361,43,7,12,1,47
N00000467,288,42,8,12,5,42
N00000468,287,35,10,14,5,38
N00000469,417,15,8,6,6,18
N00000470,268,28,4,8,4,28
N00000471,271,15,1,4,2,16
N00000472,215,12,6,7,5,12
N00000473,198,30,4,8,4,32
N00000474,248,14,1,4,2,14
N00000475,231,18,8,5,4,18
N00000476,245,16,10,8,5,18
N00000477,702,159,42,33,19,162
N00000478,288,31,11,12,8,36
N00000479,279,80,13,23,10,80
N00000480,326,81,14,22,10,82
N00000481,458,111,24,22,7,115
N00000482,219,48,8,11,3,49
N00000483,276,79,21,27,8,82
N00000484,312,59,14,19,9,60
N00000485,231,60,15,16,6,60
N00000486,360,67,13,18,8,69
N00000487,284,75,24,15,6,77
N00000488,401,70,22,25,14,70
N00000489,275,46,12,10,1,48
N00000490,484,91,22,17,6,93
N00000491,487,96,21,25,11,100
N00000492,391,93,32,30,8,100
N00000493,325,78,20,29,7,79
N00000494,796,148,29,48,15,161
N00000495,323,54,14,12,2,55
N00000496,787,131,20,36,12,135
N00000497,790,131,40,30,14,140
N00000498,333,72,18,21,7,73
N00000499,283,47,14,12,4,50
N00000500,488,81,33,24,15,87
N00000501,289,62,15,18,7,66
N00000502,183,26,3,5,3,26
N00000503,369,58,12,17,8,58
N00000504,224,27,9,3,3,29
N00000505,215,32,12,11,8,33
N00000506,272,49,14,10,3,51
N00000507,258,41,10,8,5,43
N00000508,307,61,13,18,5,61
N00000509,340,57,33,21,16,60
N00000510,273,33,9,9,5,33
N00000511,510,84,19,28,2,90
N00000512,423,106,24,26,12,107
N00000513,321,61,20,22,5,63
N00000514,347,74,17,17,4,78
N00000515,333,67,7,9,2,67
N00000516,213,58,11,11,7,59
N00000517,390,69,9,15,3,70
N00000518,306,90,28,26,8,93
N00000519,249,95,42,32,15,100
N00000520,580,201,61,46,19,204
N00000521,384,96,26,23,6,101
N00000522,432,105,44,33,18,106
N00000523,381,116,46,38,18,119
N00000524,469,132,39,32,12,137
N00000525,413,91,30,31,17,96
N00000526,252,52,18,15,8,53
N00000527,327,66,17,18,2,78
N00000528,242,38,9,9,5,40
N00000529,234,42,14,13,3,44
N00000530,280,51,7,9,1,52
N00000531,302,40,7,13,5,40
N00000532,202,37,12,11,4,37
N00000533,212,52,23,22,16,56
N00000534,464,151,44,42,9,154
N00000535,513,164,60,52,24,167
N00000536,376,105,35,23,13,107
N00000537,399,147,50,34,14,156
N00000538,382,105,35,20,14,106
N00000539,372,83,33,31,8,87
N00000540,288,93,27,33,13,95
N00000541,391,98,18,18,10,99
N00000542,259,64,15,16,5,69
N00000543,373,117,53,47,27,126
N00000544,261,54,27,15,3,58
N00000545,279,57,18,19,9,60
N00000546,268,73,24,21,14,75
N00000547,314,63,34,21,11,66
N00000548,277,70,34,24,20,79
N00000549,212,26,12,9,3,31
N00000550,401,40,11,13,2,43
N00000551,250,25,14,9,5,27
N00000552,237,21,7,4,2,23
N00000553,330,26,8,8,4,28
N00000554,225,19,3,2,1,19
N00000555,238,29,4,5,3,30
N00000556,322,33,13,15,9,42
N00000557,528,141,47,34,7,147
N00000558,443,151,48,53,20,153
N00000559,314,88,26,13,7,88
N00000560,400,142,49,36,23,147
N00000561,470,128,49,44,12,138
N00000562,351,115,34,44,17,120
N00000563,872,82,30,25,14,87
N00000564,310,45,16,11,6,46
N00000565,211,29,8,14,6,35
N00000566,316,46,16,14,6,46
N00000567,494,114,34,27,15,118
N00000568,361,60,21,27,19,60
N00000569,363,92,27,30,14,94
N00000570,323,65,10,22,5,65
N00000571,300,110,23,25,10,110
N00000572,560,95,18,17,12,95
N00000573,353,72,9,14,5,72
N00000574,423,67,18,29,9,69
N00000575,441,175,77,68,20,185
N00000576,338,20,2,2,0,22
N00000577,418,64,24,28,20,67
N00000578,679,69,17,8,2,76
N00000579,453,40,10,6,5,41
N00000580,453,117,63,45,22,132
N00000581,513,96,31,19,7,98
N00000582,392,111,43,42,11,115
N00000583,293,106,34,42,13,109
N00000584,483,163,48,48,20,166
N00000585,463,147,64,33,14,153
N00000586,429,106,44,40,13,126
N00000587,452,82,39,32,8,87
N00000588,380,138,49,36,19,147
N00000589,609,32,4,5,1,33
N00000590,403,117,27,31,11,121
N00000591,441,105,18,16,8,107
N00000592,450,81,19,22,5,83
N00000593,547,51,11,12,4,52
N00000594,359,94,23,34,5,100
N00000595,508,111,30,30,12,111
N00000596,286,60,15,17,7,63
N00000597,230,42,16,14,7,44
N00000598,271,39,16,14,11,44
N00000599,215,27,9,11,7,27
N00000600,336,67,22,13,8,72
N00000601,274,70,27,30,16,72
N00000602,210,63,16,18,6,68
N00000603,400,90,36,30,10,94
N00000604,320,70,16,19,7,71
N00000605,450,92,38,33,19,98
N00000606,330,49,17,16,4,50
N00000607,291,57,12,8,4,59
N00000608,356,121,38,35,16,125
N00000609,367,93,29,29,12,93
N00000610,406,108,38,41,18,113
N00000611,293,76,17,17,5,78
N00000612,525,100,27,31,14,104
N00000613,225,32,9,12,4,36
N00000614,216,33,9,6,4,35
N00000615,135,28,16,12,10,29
N00000616,288,66,26,13,7,70
N00000617,299,44,14,14,6,46
N00000618,584,87,31,25,18,96
N00000619,358,81,19,19,13,82
N00000620,365,75,24,25,10,79
N00000621,372,63,23,23,14,69
N00000622,376,48,13,11,8,50
N00000623,318,52,18,15,7,55
N00000624,459,131,44,38,21,140
N00000625,250,30,8,6,3,32
N00000626,480,70,24,18,3,75
N00000627,432,80,32,29,15,87
N00000628,396,101,24,30,9,108
N00000629,415,61,15,17,6,66
N00000630,262,45,10,5,4,45
N00000631,395,141,63,46,22,143
N00000632,456,160,71,51,18,171
N00000633,310,114,32,31,8,120
N00000634,482,136,32,25,13,145
N00000635,406,178,83,58,31,186
N00000636,389,153,53,43,13,157
N00000637,798,104,15,14,6,107
N00000638,388,27,5,1,0,27
N00000639,398,46,14,13,8,47
N00000640,332,26,3,4,3,27
N00000641,330,19,9,7,3,23
N00000642,370,32,7,7,4,33
N00000643,465,67,15,9,5,70
N00000644,517,60,24,10,7,64
N00000645,440,81,21,14,4,83
N00000646,399,44,19,13,5,47
N00000647,685,272,137,81,48,289
N00000648,373,99,33,27,10,104
N00000649,377,136,55,45,18,140
N00000650,569,177,64,54,24,180
N00000651,264,70,29,24,13,77
N00000652,514,135,55,37,12,137
N00000653,301,87,25,21,6,92
N00000654,257,91,40,26,10,94
N00000655,349,92,27,25,9,95
N00000656,239,59,19,18,7,63
N00000657,819,232,87,54,33,239
N00000658,355,75,26,28,4,78
N00000659,383,99,42,30,12,102
N00000660,366,93,33,23,11,95
N00000661,370,125,44,33,13,129
N00000662,341,138,48,38,16,144
N00000663,381,185,77,61,27,189
N00000664,362,145,77,60,40,154
N00000665,468,43,27,12,7,44
N00000666,419,127,41,25,7,129
N00000667,512,31,6,6,1,33
N00000668,314,48,22,20,9,49
N00000669,465,27,6,7,3,30
N00000670,283,112,51,40,21,120
N00000671,234,100,36,17,8,106
N00000672,312,100,41,28,15,104
N00000673,894,270,129,94,50,282
N00000674,312,111,26,23,6,112
N00000675,380,134,53,42,22,136
N00000676,703,222,93,71,31,236
N00000677,283,74,31,22,8,77
N00000678,500,130,63,58,41,133
N00000679,547,169,49,39,20,180
N00000680,401,54,16,9,4,60
N00000681,370,144,60,53,27,149
N00000682,472,68,16,13,2,72
N00000683,368,93,24,16,5,95
N00000684,559,81,30,26,11,83
N00000685,307,34,19,15,9,34
N00000686,476,182,60,45,18,185
N00000687,366,144,59,35,14,154
N00000688,394,129,55,43,20,135
N00000689,379,119,47,33,15,127
N00000690,270,77,31,22,6,80
N00000691,284,110,61,50,33,119
N00000692,229,87,43,29,12,88
N00000693,276,101,51,31,18,107
N00000694,823,225,88,70,35,236
N00000695,494,150,44,35,12,157
N00000696,173,60,21,12,4,61
N00000697,368,105,40,37,14,109
N00000698,433,127,26,28,8,130
N00000699,244,88,43,36,19,89
N00000700,254,59,26,17,8,62
N00000701,221,78,36,31,14,82
N00000702,733,209,75,59,16,219
N00000703,330,101,41,32,15,105
N00000704,638,222,93,66,27,228
N00000705,643,178,64,35,14,182
N00000706,419,142,71,47,35,147
N00000707,345,128,60,32,18,143
N00000708,437,163,66,47,13,168
N00000709,450,188,91,59,27,205
N00000710,335,127,53,46,19,139
N00000711,480,156,60,52,28,164
N00000712,371,93,36,27,6,95
N00000713,406,52,11,14,2,54
N00000714,437,107,38,21,6,112
N00000715,607,28,6,4,3,28
N00000716,874,63,13,18,10,66
N00000717,545,37,11,11,7,37
N00000718,1830,133,32,41,18,137
N00000719,250,22,5,6,4,22
N00000720,460,21,3,2,1,21
N00000721,436,29,9,11,7,32
N00000722,463,52,23,23,10,54
N00000723,424,4,0,1,0,4
N00000724,470,39,7,13,6,41
N00000725,447,40,9,8,2,40
N00000726,419,12,5,6,4,14
N00000727,259,13,3,6,3,16
N00000728,464,12,3,4,3,15
N00000729,343,20,7,8,5,22
N00000730,296,23,2,5,1,26
N00000731,261,18,6,8,4,19
N00000732,521,25,6,6,2,25
N00000733,318,12,1,1,1,12
N00000734,388,24,8,9,8,24
N00000735,409,58,10,12,4,58
N00000736,365,23,4,6,2,24
N00000737,369,53,17,21,11,63
N00000738,405,42,11,10,10,42
N00000739,427,59,14,20,5,63
N00000740,537,64,9,16,3,65
N00000741,337,32,2,4,0,32
N00000742,276,27,9,8,6,28
N00000743,255,11,1,2,1,11
N00000744,266,17,5,9,1,17
N00000745,446,31,10,10,5,31
N00000746,486,35,5,7,4,35
N00000747,376,28,12,8,5,29
N00000748,437,26,2,3,1,26
N00000749,369,28,4,7,4,29
N00000750,308,22,8,7,6,23
N00000751,431,25,10,11,6,25
N00000752,394,23,3,5,0,23
N00000753,425,36,2,12,0,38
N00000754,413,28,1,5,0,29
N00000755,372,45,4,8,3,46
N00000756,346,29,10,8,4,30
N00000757,423,18,7,6,2,18
N00000758,431,14,7,7,4,16
N00000759,294,9,2,2,1,9
N00000760,239,13,4,5,4,14
N00000761,403,21,7,7,4,21
N00000762,214,13,9,9,8,14
N00000763,388,9,5,7,2,10
N00000764,262,10,4,5,4,10
N00000765,385,10,5,2,4,14
N00000766,753,59,15,15,10,62
N00000767,299,28,2,8,1,28
N00000768,269,24,8,11,7,24
N00000769,378,34,9,5,4,35
N00000770,355,21,0,0,0,21
N00000771,223,3,0,1,0,4
N00000772,442,44,4,5,0,46
N00000773,398,33,3,6,2,33
N00000774,979,45,4,6,3,45
N00000775,287,12,1,5,1,14
N00000776,315,13,4,3,2,13
N00000777,867,93,31,39,16,97
N00000778,412,68,8,17,3,70
N00000779,527,47,16,15,8,49
N00000780,501,55,6,14,1,56
N00000781,484,26,13,14,9,32
N00000782,506,58,15,21,9,60
N00000783,543,51,16,14,7,53
N00000784,412,39,7,13,7,44
N00000785,325,51,25,18,8,53
N00000786,365,49,11,14,7,51
N00000787,410,57,8,7,4,57
N00000788,411,31,12,13,7,33
N00000789,945,44,10,9,9,44
N00000790,508,34,7,14,6,34
N00000791,337,19,4,4,4,19
N00000792,383,20,3,3,0,21
N00000793,441,24,7,7,7,24
N00000794,453,29,4,6,1,31
N00000795,508,37,11,5,1,37
N00000796,337,12,5,5,3,12
N00000797,334,22,2,3,2,22
N00000798,501,27,2,4,0,27
N00000799,450,38,10,15,3,40
N00000800,417,29,10,7,2,32
N00000801,515,40,5,10,2,41
N00000802,267,29,8,11,3,30
N00000803,384,33,7,9,5,35
N00000804,407,61,4,5,1,61
N00000805,372,28,7,7,2,28
N00000806,332,25,4,11,3,27
N00000807,483,40,11,9,8,42
N00000808,238,23,6,5,1,26
N00000809,528,39,17,14,7,41
N00000810,407,20,3,10,3,26
N00000811,328,39,7,3,3,40
N00000812,277,42,16,16,9,42
N00000813,458,34,13,11,10,34
N00000814,253,23,8,11,7,25
N00000815,470,49,1,13,0,49
N00000816,544,44,7,6,1,44
