GeographyCode,DC1102NI0001,DC1102NI0002,DC1102NI0003,DC1102NI0004,DC1102NI0005,DC1102NI0006,DC1102NI0007,DC1102NI0008,DC1102NI0009,DC1102NI0010,DC1102NI0011,DC1102NI0012,DC1102NI0013,DC1102NI0014,DC1102NI0015,DC1102NI0016,DC1102NI0017,DC1102NI0018,DC1102NI0019,DC1102NI0020,DC1102NI0021,DC1102NI0022,DC1102NI0023,DC1102NI0024,DC1102NI0025,DC1102NI0026,DC1102NI0027,DC1102NI0028,DC1102NI0029,DC1102NI0030,DC1102NI0031,DC1102NI0032,DC1102NI0033,DC1102NI0034,DC1102NI0035,DC1102NI0036,DC1102NI0037,DC1102NI0038,DC1102NI0039,DC1102NI0040,DC1102NI0041,DC1102NI0042,DC1102NI0043,DC1102NI0044,DC1102NI0045,DC1102NI0046,DC1102NI0047,DC1102NI0048
95AA08W1,9,3,0,0,0,0,0,0,3,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0
95AA09W1,23,3,0,0,0,0,0,1,5,4,7,1,1,0,1,0,11,3,0,0,0,0,0,0,2,2,2,0,1,0,1,0,12,0,0,0,0,0,0,1,3,2,5,1,0,0,0,0
95AA10W1,15,0,0,2,0,1,0,1,4,1,1,4,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,11,0,0,2,0,0,0,1,3,1,1,2,0,0,1,0
95AA11S1,19,1,1,0,0,0,0,1,5,4,3,2,2,0,0,0,11,0,0,0,0,0,0,0,2,2,3,2,2,0,0,0,8,1,1,0,0,0,0,1,3,2,0,0,0,0,0,0
95AA11S2,9,0,1,0,0,0,0,0,3,1,3,1,0,0,0,0,5,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
95AA12W1,52,0,0,1,0,0,2,5,10,15,11,4,1,1,1,1,19,0,0,0,0,0,1,1,3,8,2,1,1,0,1,1,33,0,0,1,0,0,1,4,7,7,9,3,0,1,0,0
95AA13S1,28,0,0,0,0,0,1,4,9,9,2,1,1,1,0,0,15,0,0,0,0,0,1,2,5,5,1,0,1,0,0,0,13,0,0,0,0,0,0,2,4,4,1,1,0,1,0,0
95AA13S2,13,1,0,0,0,0,0,2,5,2,2,1,0,0,0,0,11,1,0,0,0,0,0,2,4,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
95AA14W1,25,0,0,0,0,0,0,2,8,7,4,2,1,1,0,0,8,0,0,0,0,0,0,1,2,2,2,0,1,0,0,0,17,0,0,0,0,0,0,1,6,5,2,2,0,1,0,0
95AA15S1,22,1,0,2,0,0,0,0,5,7,1,3,2,1,0,0,10,0,0,0,0,0,0,0,2,2,1,2,2,1,0,0,12,1,0,2,0,0,0,0,3,5,0,1,0,0,0,0
95AA15S2,6,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
95AA16W1,8,1,1,2,1,0,0,0,1,0,1,0,1,0,0,0,4,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
95AA17W1,9,0,0,0,0,1,0,0,5,2,0,1,0,0,0,0,6,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
95AA18W1,33,0,0,0,0,0,0,1,10,6,5,5,3,2,1,0,17,0,0,0,0,0,0,1,4,6,3,2,0,1,0,0,16,0,0,0,0,0,0,0,6,0,2,3,3,1,1,0
95AA19W1,46,1,0,1,0,0,0,4,9,15,5,5,2,2,2,0,21,0,0,0,0,0,0,1,2,6,4,3,2,1,2,0,25,1,0,1,0,0,0,3,7,9,1,2,0,1,0,0
95BB01S1,23,0,0,0,1,0,1,0,7,7,3,2,0,0,2,0,15,0,0,0,1,0,1,0,5,4,1,1,0,0,2,0,8,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0
95BB01S2,13,0,1,0,0,0,0,0,0,5,3,0,2,1,1,0,5,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,8,0,1,0,0,0,0,0,0,3,1,0,1,1,1,0
95BB02W1,21,2,0,0,0,0,0,0,3,5,6,3,2,0,0,0,13,2,0,0,0,0,0,0,2,2,3,2,2,0,0,0,8,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0
95BB03S1,11,0,1,1,0,1,0,0,2,2,0,3,1,0,0,0,6,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,5,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0
95BB03S2,15,0,0,0,0,0,0,0,2,1,6,0,3,1,2,0,4,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,11,0,0,0,0,0,0,0,2,1,5,0,1,0,2,0
95BB04S1,23,0,0,0,0,0,0,3,4,4,7,3,0,1,1,0,11,0,0,0,0,0,0,2,2,2,4,0,0,0,1,0,12,0,0,0,0,0,0,1,2,2,3,3,0,1,0,0
95BB04S2,18,0,0,0,0,0,0,0,5,3,8,1,0,0,1,0,8,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,10,0,0,0,0,0,0,0,3,2,3,1,0,0,1,0
95BB05S1,17,0,1,0,0,0,1,1,4,4,1,3,0,1,1,0,8,0,0,0,0,0,1,0,3,1,1,2,0,0,0,0,9,0,1,0,0,0,0,1,1,3,0,1,0,1,1,0
95BB05S2,10,0,0,0,0,0,0,1,3,1,5,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
95BB06W1,7,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
95BB07S1,14,0,0,0,0,0,0,1,1,6,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,8,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0
95BB07S2,10,1,1,0,0,0,0,0,0,4,2,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,6,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0
95BB08S1,7,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0
95BB08S2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95BB09S1,28,0,0,3,0,0,0,2,5,4,7,5,1,0,1,0,12,0,0,3,0,0,0,0,3,1,2,2,1,0,0,0,16,0,0,0,0,0,0,2,2,3,5,3,0,0,1,0
95BB09S2,22,0,0,1,0,0,0,3,5,6,0,4,1,1,1,0,12,0,0,1,0,0,0,1,1,4,0,2,1,1,1,0,10,0,0,0,0,0,0,2,4,2,0,2,0,0,0,0
95BB10S1,13,3,0,1,0,0,0,0,2,1,3,2,1,0,0,0,6,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,7,1,0,1,0,0,0,0,1,0,2,1,1,0,0,0
95BB10S2,31,1,1,0,0,0,0,1,7,5,8,6,0,0,2,0,11,0,0,0,0,0,0,0,2,3,4,2,0,0,0,0,20,1,1,0,0,0,0,1,5,2,4,4,0,0,2,0
95BB11S1,10,1,0,0,0,1,0,1,3,1,2,0,0,1,0,0,5,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,5,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0
95BB11S2,16,0,0,0,1,0,1,1,4,4,3,2,0,0,0,0,10,0,0,0,0,0,0,1,2,4,1,2,0,0,0,0,6,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0
95BB12S1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95BB12S2,18,1,0,1,0,0,0,2,0,8,3,1,1,0,1,0,8,0,0,0,0,0,0,1,0,3,2,0,1,0,1,0,10,1,0,1,0,0,0,1,0,5,1,1,0,0,0,0
95BB13S1,18,0,0,1,0,0,0,0,4,5,3,4,0,1,0,0,7,0,0,1,0,0,0,0,2,0,1,3,0,0,0,0,11,0,0,0,0,0,0,0,2,5,2,1,0,1,0,0
95BB13S2,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
95BB13S3,16,1,0,0,0,0,0,0,8,4,1,2,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,7,4,1,0,0,0,0,0
95BB14S1,19,0,0,0,0,0,0,1,6,4,1,4,1,1,1,0,8,0,0,0,0,0,0,1,4,1,1,0,0,0,1,0,11,0,0,0,0,0,0,0,2,3,0,4,1,1,0,0
95BB14S2,22,0,0,0,0,1,1,0,6,3,5,4,0,2,0,0,10,0,0,0,0,0,1,0,1,3,3,1,0,1,0,0,12,0,0,0,0,1,0,0,5,0,2,3,0,1,0,0
95BB15S1,32,0,0,2,1,0,1,4,6,5,5,6,1,1,0,0,19,0,0,1,0,0,1,4,3,3,3,3,1,0,0,0,13,0,0,1,1,0,0,0,3,2,2,3,0,1,0,0
95BB15S2,16,0,0,0,0,0,0,0,1,7,6,1,1,0,0,0,11,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0
95BB16S1,22,0,0,1,0,0,0,2,5,4,3,4,1,1,1,0,11,0,0,0,0,0,0,1,3,3,1,1,1,0,1,0,11,0,0,1,0,0,0,1,2,1,2,3,0,1,0,0
95BB16S2,25,0,0,0,1,1,2,0,6,2,7,2,2,1,1,0,12,0,0,0,1,1,1,0,3,0,4,0,1,1,0,0,13,0,0,0,0,0,1,0,3,2,3,2,1,0,1,0
95BB17S1,12,2,0,0,0,0,0,0,2,4,2,1,1,0,0,0,7,1,0,0,0,0,0,0,1,2,2,0,1,0,0,0,5,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0
95BB17S2,24,2,1,0,0,0,0,4,5,3,2,4,2,0,1,0,9,2,0,0,0,0,0,0,3,0,1,0,2,0,1,0,15,0,1,0,0,0,0,4,2,3,1,4,0,0,0,0
95BB18S1,6,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
95BB18S2,23,0,0,1,0,0,0,1,4,5,7,1,4,0,0,0,12,0,0,0,0,0,0,0,4,3,3,0,2,0,0,0,11,0,0,1,0,0,0,1,0,2,4,1,2,0,0,0
95BB19S1,10,0,0,0,0,0,0,1,4,3,1,0,1,0,0,0,5,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,5,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0
95BB19S2,18,0,1,0,1,0,0,0,4,5,3,3,1,0,0,0,8,0,1,0,0,0,0,0,2,2,1,1,1,0,0,0,10,0,0,0,1,0,0,0,2,3,2,2,0,0,0,0
95BB19S3,15,0,0,0,0,0,0,0,4,2,6,0,1,1,1,0,8,0,0,0,0,0,0,0,1,1,4,0,1,1,0,0,7,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0
95BB20S1,27,0,0,0,0,0,0,0,6,8,5,1,3,2,2,0,12,0,0,0,0,0,0,0,3,4,1,1,3,0,0,0,15,0,0,0,0,0,0,0,3,4,4,0,0,2,2,0
95BB20S2,13,1,0,0,1,0,0,1,3,2,4,1,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,9,1,0,0,0,0,0,1,2,1,3,1,0,0,0,0
95BB21S1,16,0,1,1,0,0,0,1,6,4,2,1,0,0,0,0,6,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,10,0,0,1,0,0,0,1,3,3,2,0,0,0,0,0
95BB21S2,18,3,0,0,0,0,0,1,4,4,3,2,1,0,0,0,6,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,12,2,0,0,0,0,0,1,2,3,2,2,0,0,0,0
95BB22S1,10,1,0,0,0,0,0,0,3,2,3,0,1,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0
95BB22S2,6,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
95BB23S1,26,1,0,0,0,0,0,2,7,7,4,2,1,0,2,0,12,0,0,0,0,0,0,0,2,4,2,2,0,0,2,0,14,1,0,0,0,0,0,2,5,3,2,0,1,0,0,0
95BB23S2,21,2,1,1,0,0,1,2,6,6,0,1,1,0,0,0,13,2,1,0,0,0,1,0,4,3,0,1,1,0,0,0,8,0,0,1,0,0,0,2,2,3,0,0,0,0,0,0
95CC01W1,34,0,0,0,0,0,0,4,7,9,3,8,3,0,0,0,20,0,0,0,0,0,0,3,3,4,3,5,2,0,0,0,14,0,0,0,0,0,0,1,4,5,0,3,1,0,0,0
95CC02W1,54,0,0,0,0,0,0,2,14,12,12,8,2,0,4,0,24,0,0,0,0,0,0,1,7,6,6,2,1,0,1,0,30,0,0,0,0,0,0,1,7,6,6,6,1,0,3,0
95CC03W1,29,2,0,1,0,0,0,1,4,6,5,4,3,1,2,0,14,1,0,1,0,0,0,0,2,3,2,3,2,0,0,0,15,1,0,0,0,0,0,1,2,3,3,1,1,1,2,0
95CC04W1,56,0,0,0,0,0,0,3,9,17,13,7,5,1,1,0,22,0,0,0,0,0,0,1,3,5,6,2,3,1,1,0,34,0,0,0,0,0,0,2,6,12,7,5,2,0,0,0
95CC05W1,44,1,0,1,0,0,0,6,14,8,8,3,3,0,0,0,21,1,0,0,0,0,0,4,6,4,1,3,2,0,0,0,23,0,0,1,0,0,0,2,8,4,7,0,1,0,0,0
95CC06S1,40,1,0,1,0,0,0,2,7,10,9,6,1,2,1,0,20,0,0,0,0,0,0,1,4,4,6,2,1,2,0,0,20,1,0,1,0,0,0,1,3,6,3,4,0,0,1,0
95CC06S2,22,0,0,0,0,0,0,4,3,9,3,2,0,0,1,0,9,0,0,0,0,0,0,1,1,3,1,2,0,0,1,0,13,0,0,0,0,0,0,3,2,6,2,0,0,0,0,0
95CC07W1,60,1,0,1,0,0,0,2,16,16,7,5,3,5,4,0,23,1,0,0,0,0,0,1,4,7,3,1,1,4,1,0,37,0,0,1,0,0,0,1,12,9,4,4,2,1,3,0
95CC08W1,45,0,1,0,0,0,0,1,6,14,7,7,4,2,3,0,23,0,0,0,0,0,0,0,4,6,4,2,4,1,2,0,22,0,1,0,0,0,0,1,2,8,3,5,0,1,1,0
95CC09S1,33,0,0,0,0,0,0,1,8,5,5,12,1,1,0,0,12,0,0,0,0,0,0,1,2,0,2,5,1,1,0,0,21,0,0,0,0,0,0,0,6,5,3,7,0,0,0,0
95CC09S2,30,1,0,1,1,0,1,2,9,6,4,2,1,1,1,0,13,0,0,1,0,0,1,1,3,4,1,1,0,0,1,0,17,1,0,0,1,0,0,1,6,2,3,1,1,1,0,0
95CC10W1,38,1,0,0,0,0,1,3,10,4,4,7,4,1,3,0,24,0,0,0,0,0,1,1,6,1,4,6,3,1,1,0,14,1,0,0,0,0,0,2,4,3,0,1,1,0,2,0
95CC11W1,19,0,0,0,0,0,0,2,4,2,2,3,1,2,3,0,7,0,0,0,0,0,0,1,1,0,0,3,0,1,1,0,12,0,0,0,0,0,0,1,3,2,2,0,1,1,2,0
95CC12W1,37,1,0,0,0,0,0,2,8,8,14,3,0,0,1,0,14,0,0,0,0,0,0,0,2,3,5,3,0,0,1,0,23,1,0,0,0,0,0,2,6,5,9,0,0,0,0,0
95CC13W1,46,2,1,0,0,0,2,7,4,12,11,6,1,0,0,0,21,0,1,0,0,0,1,3,3,2,6,5,0,0,0,0,25,2,0,0,0,0,1,4,1,10,5,1,1,0,0,0
95CC14W1,33,0,0,0,1,1,1,3,7,6,3,5,2,1,3,0,21,0,0,0,1,1,1,1,3,3,1,5,2,1,2,0,12,0,0,0,0,0,0,2,4,3,2,0,0,0,1,0
95CC15W1,56,2,1,0,0,1,0,8,12,13,8,6,2,2,1,0,26,2,1,0,0,1,0,3,1,8,3,4,1,2,0,0,30,0,0,0,0,0,0,5,11,5,5,2,1,0,1,0
95CC16W1,22,0,0,0,0,0,0,4,4,3,3,3,1,1,3,0,7,0,0,0,0,0,0,1,3,1,0,1,0,0,1,0,15,0,0,0,0,0,0,3,1,2,3,2,1,1,2,0
95CC17W1,59,1,0,0,0,0,1,5,15,18,12,5,1,0,1,0,22,1,0,0,0,0,1,2,7,5,4,1,1,0,0,0,37,0,0,0,0,0,0,3,8,13,8,4,0,0,1,0
95CC18W1,51,0,0,1,1,0,0,5,12,6,9,9,4,2,2,0,22,0,0,1,0,0,0,1,8,2,3,3,3,0,1,0,29,0,0,0,1,0,0,4,4,4,6,6,1,2,1,0
95CC19W1,44,0,0,0,0,0,1,7,10,7,10,3,3,3,0,0,23,0,0,0,0,0,1,4,5,1,5,1,3,3,0,0,21,0,0,0,0,0,0,3,5,6,5,2,0,0,0,0
95CC20S1,28,0,0,0,0,0,0,1,5,10,4,3,1,2,2,0,11,0,0,0,0,0,0,1,0,1,2,2,1,2,2,0,17,0,0,0,0,0,0,0,5,9,2,1,0,0,0,0
95CC20S2,22,0,0,0,0,0,0,0,6,7,3,3,2,0,0,1,7,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,15,0,0,0,0,0,0,0,3,6,1,3,1,0,0,1
95CC21W1,21,2,0,0,0,0,0,2,3,6,5,0,1,1,1,0,11,1,0,0,0,0,0,2,1,3,2,0,1,1,0,0,10,1,0,0,0,0,0,0,2,3,3,0,0,0,1,0
95CC22W1,26,0,2,1,1,0,0,1,4,2,11,3,0,0,1,0,9,0,0,0,0,0,0,1,1,1,3,2,0,0,1,0,17,0,2,1,1,0,0,0,3,1,8,1,0,0,0,0
95DD01W1,50,0,0,0,0,0,0,3,11,14,6,8,2,3,3,0,28,0,0,0,0,0,0,0,6,8,5,7,1,1,0,0,22,0,0,0,0,0,0,3,5,6,1,1,1,2,3,0
95DD02S1,11,0,0,0,0,0,0,1,3,1,1,3,1,0,1,0,6,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,5,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0
95DD02S2,13,0,1,0,0,0,0,0,5,3,2,1,0,0,1,0,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,9,0,1,0,0,0,0,0,4,2,1,0,0,0,1,0
95DD03W1,49,2,1,0,0,1,0,1,12,12,12,6,2,0,0,0,20,0,1,0,0,1,0,0,5,6,4,3,0,0,0,0,29,2,0,0,0,0,0,1,7,6,8,3,2,0,0,0
95DD04W1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95DD05W1,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
95DD06W1,45,2,0,0,1,0,0,3,12,10,9,2,2,0,4,0,22,1,0,0,1,0,0,1,6,5,5,0,0,0,3,0,23,1,0,0,0,0,0,2,6,5,4,2,2,0,1,0
95DD07S1,26,0,0,0,0,1,0,1,7,2,5,6,2,1,1,0,10,0,0,0,0,0,0,1,2,0,2,4,1,0,0,0,16,0,0,0,0,1,0,0,5,2,3,2,1,1,1,0
95DD07S2,16,0,0,0,0,0,0,1,6,4,2,0,1,1,1,0,8,0,0,0,0,0,0,0,2,3,1,0,0,1,1,0,8,0,0,0,0,0,0,1,4,1,1,0,1,0,0,0
95DD08W1,14,1,0,1,0,0,0,0,5,0,3,1,1,2,0,0,7,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0
95DD09W1,47,0,0,1,0,0,1,2,7,10,10,13,3,0,0,0,21,0,0,0,0,0,0,1,2,4,2,9,3,0,0,0,26,0,0,1,0,0,1,1,5,6,8,4,0,0,0,0
95DD10W1,17,2,0,0,0,1,0,3,1,3,3,3,0,1,0,0,5,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,12,1,0,0,0,0,0,3,1,3,1,2,0,1,0,0
95DD11W1,13,3,1,1,0,0,0,0,2,2,2,1,1,0,0,0,6,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,7,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0
95DD12W1,31,1,0,0,0,0,0,3,8,10,5,1,3,0,0,0,13,0,0,0,0,0,0,1,4,4,2,0,2,0,0,0,18,1,0,0,0,0,0,2,4,6,3,1,1,0,0,0
95DD13W1,17,0,0,0,0,0,0,2,3,1,4,2,4,0,1,0,9,0,0,0,0,0,0,1,2,0,2,0,3,0,1,0,8,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0
95DD14S1,13,0,0,0,0,0,0,2,3,3,3,1,1,0,0,0,7,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,6,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0
95DD14S2,48,0,0,0,0,0,0,6,12,11,9,4,1,3,2,0,26,0,0,0,0,0,0,5,5,6,6,2,0,1,1,0,22,0,0,0,0,0,0,1,7,5,3,2,1,2,1,0
95DD15W1,44,2,0,0,0,0,1,5,11,10,3,7,0,3,2,0,20,1,0,0,0,0,1,2,4,4,1,4,0,1,2,0,24,1,0,0,0,0,0,3,7,6,2,3,0,2,0,0
95DD16W1,48,0,0,0,0,0,0,5,10,5,10,11,3,2,2,0,22,0,0,0,0,0,0,0,4,1,7,5,2,2,1,0,26,0,0,0,0,0,0,5,6,4,3,6,1,0,1,0
95DD17W1,50,2,0,0,1,0,0,4,11,10,7,7,3,2,3,0,21,0,0,0,0,0,0,1,5,5,1,5,2,1,1,0,29,2,0,0,1,0,0,3,6,5,6,2,1,1,2,0
95DD18W1,7,0,0,1,1,0,0,1,2,1,0,0,0,0,1,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
95DD19S1,7,0,0,0,0,0,0,1,1,3,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
95DD19S2,21,1,0,0,1,0,0,2,2,7,3,4,1,0,0,0,10,1,0,0,1,0,0,2,1,2,0,2,1,0,0,0,11,0,0,0,0,0,0,0,1,5,3,2,0,0,0,0
95DD20W1,7,0,0,0,0,0,0,0,2,3,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
95DD21W1,20,1,0,1,0,1,0,1,4,5,3,2,1,1,0,0,13,1,0,0,0,0,0,1,3,5,1,1,0,1,0,0,7,0,0,1,0,1,0,0,1,0,2,1,1,0,0,0
95DD22S1,14,0,0,1,0,0,0,0,6,6,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,10,0,0,1,0,0,0,0,5,4,0,0,0,0,0,0
95DD22S2,12,0,0,0,0,0,0,0,1,4,2,1,1,1,2,0,7,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,5,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0
95DD23W1,37,0,0,0,0,1,2,1,10,7,8,4,2,2,0,0,20,0,0,0,0,1,1,0,6,4,4,4,0,0,0,0,17,0,0,0,0,0,1,1,4,3,4,0,2,2,0,0
95DD24W1,38,1,0,0,0,0,0,0,7,8,6,6,3,0,7,0,20,1,0,0,0,0,0,0,3,7,2,2,0,0,5,0,18,0,0,0,0,0,0,0,4,1,4,4,3,0,2,0
95EE01W1,21,0,0,1,0,1,0,1,4,3,4,0,5,2,0,0,9,0,0,0,0,1,0,0,2,1,3,0,1,1,0,0,12,0,0,1,0,0,0,1,2,2,1,0,4,1,0,0
95EE02W1,18,0,0,0,0,1,0,1,2,3,7,2,1,1,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,14,0,0,0,0,1,0,1,1,2,5,2,1,1,0,0
