DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2109NI","PASSPORTS HELD (CLASSIFICATION 1) BY AGE BY SEX","All usual residents","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. 'EEA' is the European Economic Area and is as defined on Census day (27 March 2011).; 3. ‘United Kingdom’ includes British Overseas Territories.; 4. 'Age' is age at last birthday.; "
