ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2117NI0001,Count,PERSONS,"All categories: Age, All categories: Religion Brought Up In"
DC2117NI0002,Count,PERSONS,"All categories: Age, Catholic"
DC2117NI0003,Count,PERSONS,"All categories: Age, Protestant and Other Christian (including Christian related)"
DC2117NI0004,Count,PERSONS,"All categories: Age, Other religions"
DC2117NI0005,Count,PERSONS,"All categories: Age, None"
DC2117NI0006,Count,PERSONS,"Aged 0 to 4, All categories: Religion Brought Up In"
DC2117NI0007,Count,PERSONS,"Aged 0 to 4, Catholic"
DC2117NI0008,Count,PERSONS,"Aged 0 to 4, Protestant and Other Christian (including Christian related)"
DC2117NI0009,Count,PERSONS,"Aged 0 to 4, Other religions"
DC2117NI0010,Count,PERSONS,"Aged 0 to 4, None"
DC2117NI0011,Count,PERSONS,"0, All categories: Religion Brought Up In"
DC2117NI0012,Count,PERSONS,"0, Catholic"
DC2117NI0013,Count,PERSONS,"0, Protestant and Other Christian (including Christian related)"
DC2117NI0014,Count,PERSONS,"0, Other religions"
DC2117NI0015,Count,PERSONS,"0, None"
DC2117NI0016,Count,PERSONS,"1, All categories: Religion Brought Up In"
DC2117NI0017,Count,PERSONS,"1, Catholic"
DC2117NI0018,Count,PERSONS,"1, Protestant and Other Christian (including Christian related)"
DC2117NI0019,Count,PERSONS,"1, Other religions"
DC2117NI0020,Count,PERSONS,"1, None"
DC2117NI0021,Count,PERSONS,"2, All categories: Religion Brought Up In"
DC2117NI0022,Count,PERSONS,"2, Catholic"
DC2117NI0023,Count,PERSONS,"2, Protestant and Other Christian (including Christian related)"
DC2117NI0024,Count,PERSONS,"2, Other religions"
DC2117NI0025,Count,PERSONS,"2, None"
DC2117NI0026,Count,PERSONS,"3, All categories: Religion Brought Up In"
DC2117NI0027,Count,PERSONS,"3, Catholic"
DC2117NI0028,Count,PERSONS,"3, Protestant and Other Christian (including Christian related)"
DC2117NI0029,Count,PERSONS,"3, Other religions"
DC2117NI0030,Count,PERSONS,"3, None"
DC2117NI0031,Count,PERSONS,"4, All categories: Religion Brought Up In"
DC2117NI0032,Count,PERSONS,"4, Catholic"
DC2117NI0033,Count,PERSONS,"4, Protestant and Other Christian (including Christian related)"
DC2117NI0034,Count,PERSONS,"4, Other religions"
DC2117NI0035,Count,PERSONS,"4, None"
DC2117NI0036,Count,PERSONS,"Aged 5 to 9, All categories: Religion Brought Up In"
DC2117NI0037,Count,PERSONS,"Aged 5 to 9, Catholic"
DC2117NI0038,Count,PERSONS,"Aged 5 to 9, Protestant and Other Christian (including Christian related)"
DC2117NI0039,Count,PERSONS,"Aged 5 to 9, Other religions"
DC2117NI0040,Count,PERSONS,"Aged 5 to 9, None"
DC2117NI0041,Count,PERSONS,"5, All categories: Religion Brought Up In"
DC2117NI0042,Count,PERSONS,"5, Catholic"
DC2117NI0043,Count,PERSONS,"5, Protestant and Other Christian (including Christian related)"
DC2117NI0044,Count,PERSONS,"5, Other religions"
DC2117NI0045,Count,PERSONS,"5, None"
DC2117NI0046,Count,PERSONS,"6, All categories: Religion Brought Up In"
DC2117NI0047,Count,PERSONS,"6, Catholic"
DC2117NI0048,Count,PERSONS,"6, Protestant and Other Christian (including Christian related)"
DC2117NI0049,Count,PERSONS,"6, Other religions"
DC2117NI0050,Count,PERSONS,"6, None"
DC2117NI0051,Count,PERSONS,"7, All categories: Religion Brought Up In"
DC2117NI0052,Count,PERSONS,"7, Catholic"
DC2117NI0053,Count,PERSONS,"7, Protestant and Other Christian (including Christian related)"
DC2117NI0054,Count,PERSONS,"7, Other religions"
DC2117NI0055,Count,PERSONS,"7, None"
DC2117NI0056,Count,PERSONS,"8, All categories: Religion Brought Up In"
DC2117NI0057,Count,PERSONS,"8, Catholic"
DC2117NI0058,Count,PERSONS,"8, Protestant and Other Christian (including Christian related)"
DC2117NI0059,Count,PERSONS,"8, Other religions"
DC2117NI0060,Count,PERSONS,"8, None"
DC2117NI0061,Count,PERSONS,"9, All categories: Religion Brought Up In"
DC2117NI0062,Count,PERSONS,"9, Catholic"
DC2117NI0063,Count,PERSONS,"9, Protestant and Other Christian (including Christian related)"
DC2117NI0064,Count,PERSONS,"9, Other religions"
DC2117NI0065,Count,PERSONS,"9, None"
DC2117NI0066,Count,PERSONS,"Aged 10 to 14, All categories: Religion Brought Up In"
DC2117NI0067,Count,PERSONS,"Aged 10 to 14, Catholic"
DC2117NI0068,Count,PERSONS,"Aged 10 to 14, Protestant and Other Christian (including Christian related)"
DC2117NI0069,Count,PERSONS,"Aged 10 to 14, Other religions"
DC2117NI0070,Count,PERSONS,"Aged 10 to 14, None"
DC2117NI0071,Count,PERSONS,"10, All categories: Religion Brought Up In"
DC2117NI0072,Count,PERSONS,"10, Catholic"
DC2117NI0073,Count,PERSONS,"10, Protestant and Other Christian (including Christian related)"
DC2117NI0074,Count,PERSONS,"10, Other religions"
DC2117NI0075,Count,PERSONS,"10, None"
DC2117NI0076,Count,PERSONS,"11, All categories: Religion Brought Up In"
DC2117NI0077,Count,PERSONS,"11, Catholic"
DC2117NI0078,Count,PERSONS,"11, Protestant and Other Christian (including Christian related)"
DC2117NI0079,Count,PERSONS,"11, Other religions"
DC2117NI0080,Count,PERSONS,"11, None"
DC2117NI0081,Count,PERSONS,"12, All categories: Religion Brought Up In"
DC2117NI0082,Count,PERSONS,"12, Catholic"
DC2117NI0083,Count,PERSONS,"12, Protestant and Other Christian (including Christian related)"
DC2117NI0084,Count,PERSONS,"12, Other religions"
DC2117NI0085,Count,PERSONS,"12, None"
DC2117NI0086,Count,PERSONS,"13, All categories: Religion Brought Up In"
DC2117NI0087,Count,PERSONS,"13, Catholic"
DC2117NI0088,Count,PERSONS,"13, Protestant and Other Christian (including Christian related)"
DC2117NI0089,Count,PERSONS,"13, Other religions"
DC2117NI0090,Count,PERSONS,"13, None"
