DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC6401NI","TENURE BY ECONOMIC ACTIVITY BY AGE OF HRP","All households with HRP aged 16 to 74","1. The terms used to describe tenure are defined as:; Owner occupied: either owns outright or owns with a mortgage or loan.; Shared ownership: pays part rent and part mortgage.; Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person.; 2. 'Age' is age at last birthday.; 3. 'Unemployed' excludes full-time students."
