GeographyCode,DC2251NI0001,DC2251NI0002,DC2251NI0003,DC2251NI0004,DC2251NI0005,DC2251NI0006,DC2251NI0007,DC2251NI0008,DC2251NI0009,DC2251NI0010,DC2251NI0011,DC2251NI0012,DC2251NI0013,DC2251NI0014,DC2251NI0015,DC2251NI0016,DC2251NI0017,DC2251NI0018,DC2251NI0019,DC2251NI0020,DC2251NI0021,DC2251NI0022,DC2251NI0023,DC2251NI0024,DC2251NI0025,DC2251NI0026,DC2251NI0027,DC2251NI0028,DC2251NI0029,DC2251NI0030,DC2251NI0031,DC2251NI0032,DC2251NI0033,DC2251NI0034,DC2251NI0035,DC2251NI0036,DC2251NI0037,DC2251NI0038,DC2251NI0039,DC2251NI0040,DC2251NI0041,DC2251NI0042,DC2251NI0043,DC2251NI0044,DC2251NI0045,DC2251NI0046,DC2251NI0047,DC2251NI0048,DC2251NI0049,DC2251NI0050,DC2251NI0051,DC2251NI0052,DC2251NI0053,DC2251NI0054,DC2251NI0055,DC2251NI0056,DC2251NI0057,DC2251NI0058,DC2251NI0059,DC2251NI0060,DC2251NI0061,DC2251NI0062,DC2251NI0063,DC2251NI0064,DC2251NI0065,DC2251NI0066,DC2251NI0067,DC2251NI0068,DC2251NI0069,DC2251NI0070,DC2251NI0071,DC2251NI0072,DC2251NI0073,DC2251NI0074,DC2251NI0075,DC2251NI0076,DC2251NI0077,DC2251NI0078,DC2251NI0079,DC2251NI0080,DC2251NI0081,DC2251NI0082,DC2251NI0083,DC2251NI0084,DC2251NI0085,DC2251NI0086,DC2251NI0087,DC2251NI0088,DC2251NI0089,DC2251NI0090
95AA11S2,2564,1043,987,516,292,44,135,24,346,164,249,114,76,37,19,8,12,1,35,23,1891,609,873,466,265,33,109,16,266,127,237,200,13,1,7,3,2,0,19,5,45,23,13,8,1,0,4,1,6,2,9,7,0,0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,81,54,6,1,0,0,5,2,12,7,48,32,6,3,0,0,3,4,6,0
95AA12W1,2775,133,2161,1491,357,31,282,20,332,129,390,20,310,236,29,4,41,0,45,15,2239,81,1783,1228,299,27,229,18,265,92,88,28,30,13,15,0,2,1,14,15,43,1,32,12,13,0,7,0,4,6,4,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,2,3,1,0,0,2,0,2,0,4,1,1,0,0,0,1,0,1,1
95AA13S1,1745,1116,367,213,90,16,48,7,129,126,266,147,75,52,10,3,10,2,19,23,975,543,277,156,75,12,34,2,84,69,368,325,13,4,5,1,3,2,7,21,31,19,1,1,0,0,0,0,6,5,4,3,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,95,77,1,0,0,0,1,1,9,7,4,1,0,0,0,0,0,0,3,0
95AA13S2,1562,1023,334,187,88,5,54,2,101,102,295,168,85,54,21,2,8,0,23,19,854,493,231,128,61,3,39,2,59,69,296,277,6,4,2,0,0,0,6,7,44,29,8,1,3,0,4,0,1,6,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,59,52,1,0,0,0,1,0,5,1,10,2,1,0,0,0,1,0,7,0
95AA14W1,2349,816,1215,836,169,27,183,13,178,127,477,164,262,204,32,4,22,7,21,23,1514,382,901,600,132,23,146,6,132,93,289,236,31,21,2,0,8,0,14,8,51,26,17,11,3,0,3,0,7,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,1,10,1,4,0,0,0,4,0,4,1
95AA15S1,2641,998,1040,551,293,38,158,52,423,128,330,137,107,54,34,8,11,1,65,20,1804,519,883,486,246,26,125,31,292,79,204,164,17,6,7,3,1,1,14,8,34,19,4,2,2,0,0,0,7,4,4,2,2,1,1,0,0,0,0,0,8,4,1,0,0,0,1,0,3,0,188,129,6,0,0,1,5,0,38,15,69,24,20,2,3,0,15,19,4,2
95AA15S2,1545,588,502,235,165,31,71,43,273,139,354,128,103,37,48,2,16,2,69,52,859,252,367,189,112,27,39,13,156,71,141,93,13,6,5,2,0,4,20,11,18,14,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,118,88,7,1,0,0,6,3,17,3,53,13,10,0,0,0,10,20,8,2
95AA16W1,1807,291,1128,608,366,34,120,14,256,118,413,50,270,141,100,3,26,1,65,27,1191,126,817,453,254,27,83,5,161,82,49,26,17,6,6,3,2,0,5,1,18,2,13,7,4,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,85,7,0,2,0,5,1,23,5,14,1,4,1,0,1,2,7,1,1
95AA17W1,2142,694,852,407,301,45,99,25,395,176,426,122,164,79,59,7,19,7,101,32,1462,405,663,318,236,33,76,16,261,117,141,92,13,7,4,2,0,0,20,16,19,14,2,1,1,0,0,0,2,1,4,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,67,44,3,1,0,0,2,1,11,8,23,16,6,1,0,3,2,1,0,0
95AA18W1,2439,283,1608,1043,346,61,158,34,348,166,299,31,212,144,37,11,20,3,27,26,1883,164,1302,852,280,46,124,15,278,124,120,61,34,16,10,4,4,2,16,7,80,13,51,28,15,0,8,1,13,2,11,1,5,1,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,24,12,3,2,0,0,1,1,3,5,22,1,1,0,0,0,1,12,7,1
95AA19W1,2687,2335,170,94,37,3,36,3,56,123,740,628,59,39,7,3,10,0,22,31,986,809,85,47,18,0,20,1,16,75,848,803,16,6,7,0,3,2,12,15,55,45,6,1,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,11,9,1,1,0,0,0,0,1,0,23,20,1,0,1,0,0,0,1,1,24,21,2,0,0,0,2,0,1,0
95BB01S1,1574,224,1051,679,158,48,166,14,190,95,215,39,133,101,20,0,12,3,19,21,1232,117,879,563,129,47,140,10,160,66,83,56,16,5,7,1,3,0,3,8,22,5,12,6,2,0,4,0,5,0,8,4,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,10,0,9,2,0,0,7,0,1,0
95BB01S2,2035,124,1473,928,283,66,196,11,333,94,301,18,224,143,39,8,34,0,50,9,1617,82,1195,757,234,50,154,8,250,82,64,20,25,18,3,0,4,3,14,2,24,1,17,8,6,3,0,0,5,1,8,0,6,0,0,4,2,0,2,0,1,0,1,0,0,0,1,0,0,0,12,2,1,0,1,0,0,0,9,0,8,1,4,2,0,1,1,0,3,0
95BB02W1,2347,184,1546,861,388,113,184,31,390,196,570,43,378,213,96,26,43,3,100,46,1594,89,1079,608,272,74,125,23,265,138,93,23,54,26,10,11,7,0,10,6,41,0,33,13,10,2,8,0,6,2,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,38,27,1,0,0,0,1,0,6,4,8,2,0,0,0,0,0,3,3,0
95BB03S1,2026,42,1590,811,535,57,187,17,268,109,413,5,325,187,99,3,36,3,49,31,1523,25,1206,608,409,53,136,12,204,76,49,3,39,13,20,0,6,0,6,1,15,0,11,3,5,1,2,1,2,1,7,0,6,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,3,0,7,0,3,0,1,0,2,1,3,0
95BB03S2,2193,132,1510,804,368,105,233,28,401,122,383,23,270,143,73,6,48,8,61,21,1690,83,1175,628,280,93,174,18,317,97,78,21,39,23,7,2,7,1,13,4,27,3,22,6,8,4,4,0,2,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,7,2,2,2,0,0,0,0,3,0,4,0,2,2,0,0,0,0,2,0
95BB04S1,1438,90,959,540,206,89,124,17,239,133,208,13,144,87,25,21,11,2,35,14,1132,58,769,434,172,63,100,11,191,103,39,4,18,7,3,4,4,1,5,11,31,7,20,10,5,1,4,0,1,3,8,0,4,1,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,15,8,1,0,0,0,1,0,4,2,5,0,3,1,0,0,2,2,0,0
95BB04S2,1610,83,1215,620,299,101,195,5,237,70,165,5,129,79,26,6,18,0,16,15,1337,56,1024,507,256,94,167,5,199,53,53,12,29,15,9,1,4,0,10,2,42,6,30,18,8,0,4,0,6,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,2,0,3,0,2,1,0,0,0,0,0,0,1,0
95BB05S1,1490,44,1116,671,237,52,156,33,212,85,207,7,161,103,29,8,21,3,25,11,1174,21,893,536,192,37,128,26,164,70,68,12,43,19,14,5,5,0,10,3,30,3,17,12,2,2,1,2,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,2,1,0,0,1,2,5,0
95BB05S2,1911,35,1443,780,408,83,172,17,308,108,336,5,251,138,77,11,25,2,58,20,1460,20,1111,599,316,58,138,15,235,79,67,5,49,31,4,9,5,0,7,6,34,2,24,11,7,3,3,0,7,1,6,0,5,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,3,2,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,1
95BB06W1,2870,255,1795,1102,401,106,186,56,520,244,674,57,447,292,95,22,38,2,110,58,1953,135,1267,769,294,79,125,35,356,160,114,34,48,29,9,3,7,0,14,18,36,3,19,11,3,1,4,3,8,3,4,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,1,2,0,51,26,4,0,0,1,3,0,18,3,35,0,10,1,0,0,9,14,10,1
95BB07S1,1658,66,1142,695,247,69,131,19,313,118,345,6,253,159,56,10,28,3,53,30,1178,33,841,512,185,56,88,10,220,74,53,13,26,17,3,2,4,0,8,6,20,0,10,5,3,1,1,0,6,4,5,2,1,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,1,0,35,11,2,0,0,0,2,0,20,2,20,1,8,1,0,0,7,6,5,0
95BB07S2,1295,20,1013,658,169,76,110,11,199,52,177,4,122,83,24,5,10,1,38,12,1072,12,858,556,141,71,90,9,154,39,19,3,12,9,0,0,3,0,4,0,13,0,11,6,4,0,1,0,2,0,4,0,3,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,4,1,3,0,0,0,3,0,0,0,5,0,4,3,0,0,1,0,1,0
95BB08S1,1331,69,948,605,194,62,87,20,209,85,347,11,267,170,44,20,33,5,48,16,909,30,653,415,145,41,52,9,151,66,33,13,13,6,4,1,2,0,5,2,10,0,5,4,1,0,0,1,3,1,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,11,6,6,0,0,0,0,1,0,11,4,2,2,0,0,0,4,1,0
95BB08S2,1294,53,983,636,191,57,99,11,198,49,151,2,114,71,22,0,21,1,22,12,1077,27,848,557,161,54,76,8,157,37,30,6,16,4,8,2,2,1,7,0,8,0,4,3,0,1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,1,5,0
95BB09S1,1325,44,978,602,207,53,116,6,229,68,174,9,135,82,30,8,15,0,20,10,1054,15,810,500,168,43,99,5,180,44,29,5,16,10,2,2,2,0,7,1,27,0,12,6,6,0,0,0,8,7,7,2,2,1,1,0,0,0,3,0,3,0,0,0,0,0,0,0,1,2,16,7,1,1,0,0,0,0,8,0,15,6,2,2,0,0,0,1,2,4
95BB09S2,1618,63,1171,752,244,54,121,6,311,67,202,5,151,119,19,4,9,1,35,10,1334,31,980,614,213,47,106,4,266,53,27,13,12,5,6,1,0,0,0,2,28,1,24,12,6,2,4,0,2,1,5,0,2,1,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,16,12,0,0,0,0,0,0,3,1,5,1,2,1,0,0,1,0,2,0
95BB10S1,1690,112,1114,533,382,113,86,23,330,111,273,10,189,95,62,19,13,4,48,22,1248,48,855,415,300,81,59,11,254,80,57,8,30,10,11,8,1,2,16,1,32,1,17,9,5,0,3,4,6,4,11,0,8,4,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,14,2,6,0,2,0,4,0,5,1,55,43,9,0,1,5,3,2,0,1
95BB10S2,1637,80,1164,645,289,124,106,17,284,92,190,11,132,73,25,25,9,2,29,16,1304,57,940,520,240,88,92,13,230,64,59,9,32,21,4,6,1,0,6,12,70,1,49,25,17,5,2,2,18,0,6,0,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,1,0,0,0,0,0,4,1,2,0,1,0,1,0,1,0
95BB11S1,1408,39,1064,571,342,68,83,16,216,73,338,7,254,127,87,19,21,3,61,13,1021,25,777,421,250,48,58,10,151,58,28,7,19,13,3,0,3,0,0,2,11,0,11,8,2,1,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,3,0,3,0,1,0,0,0,1,1,1,0
95BB11S2,1547,59,1109,534,369,94,112,21,263,95,241,12,171,86,48,14,23,1,34,23,1197,24,884,423,307,73,81,14,215,60,58,18,31,16,7,4,4,2,4,3,26,1,12,5,3,3,1,0,8,5,5,0,3,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,4,2,2,0,0,0,2,0,0,0,15,2,5,4,1,0,0,4,0,4
95BB12S1,1440,126,833,450,215,61,107,37,326,118,413,22,260,162,61,18,19,9,89,33,923,77,536,272,147,39,78,19,215,76,55,14,23,12,3,3,5,0,11,7,13,2,8,3,3,1,1,0,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,9,3,0,0,0,3,1,7,0,14,2,3,1,1,0,1,7,2,0
95BB12S2,1336,70,930,511,233,56,130,16,244,76,191,6,137,86,28,7,16,1,30,17,1045,37,739,400,190,47,102,11,200,58,54,14,26,12,10,0,4,3,10,1,34,7,24,13,5,1,5,0,3,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,1,0,0,0,0,4,1,1,0,0,0,1,1,1,0
95BB13S1,1392,67,945,489,242,78,136,14,282,84,164,3,106,51,36,5,14,0,46,9,1154,50,806,431,195,66,114,14,210,74,40,9,23,5,5,7,6,0,8,0,20,4,7,1,6,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,8,0,4,0,3,1,0,0,2,0,0,1
95BB13S2,1472,100,1012,615,216,66,115,26,224,110,303,17,219,145,42,15,17,2,44,21,1075,47,761,448,172,50,91,19,163,85,50,13,23,19,0,1,3,1,9,4,16,7,7,3,2,0,2,0,2,0,3,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,5,0,4,0,1,0,0,0,1,2,1,0
95BB13S3,1580,89,1099,599,255,101,144,9,317,66,178,1,123,77,24,8,14,0,44,10,1320,67,945,507,229,90,119,6,250,52,34,11,9,2,0,2,5,1,11,2,19,5,12,9,1,1,1,0,2,0,11,2,7,3,0,0,4,0,2,0,1,0,1,0,1,0,0,0,0,0,13,2,1,0,0,0,1,0,8,2,4,1,1,1,0,0,0,2,0,0
95BB14S1,1510,63,1115,722,271,31,91,12,261,59,189,9,160,126,26,0,8,0,14,6,1226,38,911,575,230,30,76,11,219,47,38,10,15,5,4,1,5,0,10,3,39,6,22,13,7,0,2,0,11,0,6,0,2,0,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,0,4,1,5,0,4,2,2,0,0,0,1,0
95BB14S2,1606,99,1077,663,283,37,94,18,330,82,175,15,132,101,20,3,8,2,18,8,1265,58,883,536,239,33,75,9,250,65,87,21,40,12,19,0,9,4,17,5,31,3,14,9,3,1,1,0,14,0,11,0,4,1,2,0,1,0,7,0,1,0,0,0,0,0,0,1,0,0,28,1,2,2,0,0,0,0,21,4,8,1,2,2,0,0,0,2,3,0
95BB15S1,2005,977,636,337,192,35,72,18,236,138,403,218,130,67,46,5,12,2,35,18,1241,489,471,256,138,30,47,12,173,96,303,237,28,12,6,0,10,2,16,20,34,20,5,2,1,0,2,0,9,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12,9,1,0,0,0,1,1,0,1,9,3,1,0,1,0,0,1,2,2
95BB15S2,1484,890,363,183,99,30,51,4,145,82,355,219,80,42,21,3,14,0,37,19,874,456,270,139,72,24,35,3,97,48,204,174,10,1,5,2,2,1,4,15,17,11,3,1,1,1,0,0,3,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,20,16,0,0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,0
95BB16S1,1533,48,1131,740,249,41,101,17,265,72,218,12,163,124,22,2,15,8,23,12,1235,26,921,591,214,39,77,8,224,56,38,4,25,16,8,0,1,0,6,3,26,1,15,9,5,0,1,0,9,1,12,2,7,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
95BB16S2,1603,82,1147,712,284,40,111,12,291,71,222,9,171,137,22,3,9,2,30,10,1269,48,924,554,241,36,93,8,233,56,52,14,21,10,9,1,1,0,14,3,43,3,26,11,12,0,3,1,12,1,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,2,0,3,0,1,0,0,0,1,1,0,1
95BB17S1,1793,108,1192,638,315,94,145,7,391,95,276,12,181,99,48,13,21,0,69,14,1426,67,976,524,259,74,119,6,299,78,52,16,21,9,5,4,3,0,13,2,14,3,8,1,3,3,1,0,2,1,8,1,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,4,0,4,0,1,0,0,0,1,1,2,0
95BB17S2,1763,80,1142,633,240,72,197,19,396,126,332,4,216,134,30,13,39,3,79,30,1307,56,864,469,197,58,140,14,290,83,70,11,33,14,8,0,11,1,13,12,31,1,24,14,4,0,6,0,6,0,8,2,2,1,1,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,12,6,0,0,0,0,0,1,5,0,2,0,2,0,0,1,1,0,0,0
95BB18S1,1688,27,1215,715,300,64,136,14,302,130,321,8,230,124,64,17,25,2,50,31,1295,14,941,566,225,45,105,11,233,96,42,4,29,17,10,2,0,1,5,3,9,0,7,6,1,0,0,0,2,0,4,0,4,1,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,14,1,3,0,0,0,3,0,10,0,2,0,0,0,0,0,0,0,2,0
95BB18S2,2591,108,1817,980,398,152,287,12,527,127,347,14,243,137,36,24,46,1,68,21,2086,65,1491,807,341,120,223,9,421,100,88,18,40,19,10,3,8,2,24,4,47,5,30,11,8,5,6,0,10,2,6,0,3,2,1,0,0,0,3,0,5,2,3,1,1,0,1,0,0,0,6,3,2,0,1,0,1,0,1,0,6,1,5,3,0,0,2,0,0,0
95BB19S1,1613,142,1119,627,264,96,132,15,240,97,262,17,187,117,39,11,20,1,43,14,1242,86,889,491,218,82,98,8,187,72,65,26,21,12,4,0,5,2,5,11,20,3,15,4,2,1,8,0,2,0,3,0,1,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,12,7,2,1,0,0,1,0,3,0,8,3,3,1,0,2,0,2,0,0
95BB19S2,1784,113,1241,605,339,119,178,11,359,60,161,19,92,46,21,3,22,0,43,7,1535,77,1097,540,298,114,145,11,299,51,36,9,20,3,11,2,4,0,5,2,29,4,21,10,9,0,2,0,4,0,9,0,6,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,3,0,3,0,5,1,2,0,0,0,2,0,2,0
95BB19S3,1391,88,946,473,217,114,142,17,280,60,141,9,85,51,19,5,10,0,42,5,1170,61,827,412,195,101,119,16,213,53,46,16,17,5,1,6,5,0,13,0,15,2,11,4,2,2,3,0,2,0,8,0,2,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2,0,4,2,3,0,2,0,0,0,2,1,0,0
95BB20S1,1889,1348,302,148,95,36,23,2,138,99,417,308,58,33,16,7,2,0,20,31,940,575,221,108,73,24,16,0,91,53,452,415,9,4,2,0,3,1,14,13,54,33,10,3,3,4,0,0,10,1,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,15,2,0,0,0,2,0,0,0,6,1,1,0,1,0,0,1,2,1
95BB20S2,1524,1224,129,45,64,9,11,6,100,65,419,351,27,12,11,1,3,1,14,26,725,558,84,31,40,7,6,4,58,21,325,288,11,0,11,0,0,0,14,12,31,21,2,2,0,0,0,0,2,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,2,3,0,0,1,2,0,4,0,9,4,2,0,2,0,0,1,2,0
