GeographyCode,DC3401NI0001,DC3401NI0002,DC3401NI0003,DC3401NI0004,DC3401NI0005,DC3401NI0006,DC3401NI0007,DC3401NI0008,DC3401NI0009,DC3401NI0010,DC3401NI0011,DC3401NI0012,DC3401NI0013,DC3401NI0014,DC3401NI0015,DC3401NI0016,DC3401NI0017,DC3401NI0018,DC3401NI0019,DC3401NI0020,DC3401NI0021,DC3401NI0022,DC3401NI0023,DC3401NI0024,DC3401NI0025,DC3401NI0026,DC3401NI0027,DC3401NI0028,DC3401NI0029,DC3401NI0030,DC3401NI0031,DC3401NI0032,DC3401NI0033,DC3401NI0034,DC3401NI0035,DC3401NI0036,DC3401NI0037,DC3401NI0038,DC3401NI0039,DC3401NI0040,DC3401NI0041,DC3401NI0042,DC3401NI0043,DC3401NI0044,DC3401NI0045,DC3401NI0046,DC3401NI0047,DC3401NI0048,DC3401NI0049,DC3401NI0050,DC3401NI0051,DC3401NI0052
95GG25S3,1576,1068,404,104,80,56,19,5,36,21,13,2,43,23,15,5,234,144,77,13,49,24,17,8,142,58,71,13,234,144,78,12,189,117,64,8,50,28,19,3,90,60,24,6,99,66,26,7,1003,714,219,70
95GG26S1,1948,953,693,302,124,78,34,12,36,23,10,3,39,16,17,6,302,152,118,32,62,26,28,8,188,71,93,24,291,150,111,30,237,117,92,28,52,21,25,6,174,101,59,14,112,52,39,21,1181,567,406,208
95GG26S2,1727,1035,410,282,128,81,30,17,45,26,16,3,33,9,17,7,302,179,85,38,44,21,16,7,163,73,60,30,290,167,87,36,222,127,60,35,56,30,23,3,154,105,34,15,106,62,26,18,994,602,210,182
95GG27S1,1500,1241,194,65,59,43,16,0,22,15,7,0,22,17,5,0,171,118,49,4,39,30,9,0,103,62,37,4,145,100,40,5,136,102,28,6,28,18,10,0,59,36,23,0,70,52,16,2,1072,925,97,50
95GG27S2,1614,1048,448,118,71,41,28,2,31,15,14,2,41,22,15,4,243,136,92,15,46,18,21,7,161,70,76,15,230,137,79,14,205,119,77,9,42,20,17,5,121,84,30,7,84,54,24,6,1050,723,244,83
95GG27S3,1705,1108,442,155,89,67,17,5,25,16,8,1,36,18,16,2,285,180,89,16,49,17,25,7,205,86,96,23,273,173,86,14,192,130,56,6,60,26,32,2,146,100,37,9,131,78,45,8,1018,689,226,103
95GG27S4,1587,934,523,130,93,53,38,2,35,12,20,3,36,24,12,0,315,176,119,20,46,21,24,1,196,83,89,24,287,160,108,19,260,137,96,27,66,30,29,7,162,82,65,15,128,75,42,11,872,543,261,68
95GG28S1,2149,1775,128,246,88,72,9,7,31,20,8,3,31,24,4,3,233,188,26,19,40,22,8,10,140,102,15,23,228,182,28,18,217,159,27,31,35,26,6,3,137,115,13,9,116,84,12,20,1487,1248,66,173
95GG28S2,1717,1217,334,166,121,89,27,5,35,25,8,2,35,19,14,2,285,199,70,16,41,20,19,2,124,66,50,8,252,176,59,17,213,135,58,20,34,19,14,1,119,90,22,7,100,65,28,7,1047,749,179,119
95GG28S3,1769,684,917,168,92,39,39,14,38,17,18,3,44,11,31,2,280,107,143,30,67,12,51,4,181,42,118,21,254,99,129,26,255,79,149,27,61,23,33,5,124,50,58,16,119,38,67,14,1081,431,546,104
95GG29S1,2257,486,1216,555,131,29,87,15,48,6,34,8,49,11,34,4,348,49,265,34,92,15,70,7,199,24,155,20,304,57,217,30,296,48,206,42,56,5,45,6,182,25,136,21,134,23,97,14,1414,331,641,442
95GG29S2,2747,1179,524,1044,131,69,34,28,58,30,19,9,37,8,16,13,293,111,107,75,48,7,25,16,184,48,71,65,290,111,96,83,275,100,82,93,43,13,12,18,182,83,53,46,130,58,37,35,1899,832,275,792
95GG30S1,1604,1024,437,143,118,86,22,10,45,23,17,5,29,12,15,2,230,115,91,24,26,9,12,5,105,46,47,12,225,111,89,25,191,99,75,17,39,20,16,3,161,92,52,17,97,42,42,13,975,677,222,76
95GG30S2,1685,1423,48,214,103,85,10,8,28,16,9,3,24,21,1,2,167,125,27,15,27,24,1,2,60,52,3,5,147,118,19,10,131,111,6,14,15,10,2,3,97,68,15,14,96,75,5,16,1176,1001,12,163
95GG30S3,1538,1407,14,117,102,94,1,7,21,18,1,2,12,9,1,2,165,157,1,7,17,12,1,4,63,54,2,7,166,156,2,8,111,105,0,6,19,18,0,1,112,102,1,9,78,74,0,4,1051,959,10,82
95GG31S1,2227,1971,68,188,95,83,7,5,21,20,0,1,27,23,2,2,258,231,11,16,44,38,4,2,141,124,8,9,233,207,9,17,208,182,7,19,38,28,3,7,131,119,7,5,129,114,7,8,1552,1368,40,144
95GG31S2,2032,1471,387,174,122,92,23,7,43,26,13,4,35,20,10,5,352,255,78,19,57,34,18,5,167,108,43,16,315,224,72,19,241,173,51,17,50,25,17,8,176,129,40,7,149,100,35,14,1276,935,217,124
95GG31S3,2260,1134,909,217,103,64,30,9,43,16,20,7,55,21,25,9,367,177,159,31,77,26,41,10,244,74,135,35,317,152,139,26,266,116,133,17,61,24,31,6,179,96,69,14,144,60,62,22,1397,742,523,132
95GG32S1,3232,1706,973,553,127,70,46,11,38,11,21,6,54,16,28,10,363,156,169,38,85,29,37,19,253,89,121,43,325,156,131,38,337,164,125,48,71,30,32,9,197,98,85,14,170,82,71,17,2223,1223,590,410
95GG32S2,1553,872,379,302,102,53,34,15,39,13,22,4,38,15,19,4,256,142,80,34,48,12,30,6,144,59,51,34,223,120,76,27,182,82,67,33,47,19,23,5,159,88,48,23,104,60,26,18,930,546,194,190
95GG32S3,1606,1206,197,203,111,95,11,5,45,32,8,5,29,21,6,2,226,171,36,19,39,22,11,6,110,63,24,23,223,161,36,26,177,111,38,28,45,29,9,7,133,102,19,12,98,65,19,14,1010,787,97,126
95GG33S1,1945,1698,30,217,65,63,1,1,16,14,0,2,23,21,1,1,116,106,2,8,29,27,1,1,35,29,3,3,90,85,1,4,113,95,3,15,17,14,1,2,95,91,0,4,91,84,2,5,1516,1314,21,181
95GG33S2,1595,1309,51,235,75,64,4,7,17,13,1,3,11,10,0,1,103,78,10,15,20,17,0,3,47,31,11,5,82,68,6,8,83,67,10,6,18,15,0,3,89,73,6,10,57,49,1,7,1245,1024,27,194
95GG33S3,1912,1329,34,549,101,80,4,17,31,28,0,3,11,8,1,2,114,88,6,20,20,10,2,8,66,41,2,23,87,70,4,13,122,79,6,37,13,11,0,2,97,82,3,12,86,60,5,21,1452,990,20,442
95GG34S1,1441,898,361,182,89,48,30,11,29,18,8,3,27,12,12,3,227,111,99,17,31,14,16,1,94,38,45,11,187,99,73,15,149,68,62,19,36,15,16,5,137,74,51,12,85,43,33,9,932,623,178,131
95GG34S2,1590,1490,12,88,88,82,2,4,27,25,1,1,21,19,1,1,166,151,5,10,31,26,1,4,82,73,2,7,164,154,3,7,118,110,3,5,23,20,1,2,112,102,6,4,98,93,2,3,1094,1030,2,62
95GG34S3,1835,1349,31,455,68,61,1,6,28,26,0,2,14,7,0,7,168,151,2,15,14,11,0,3,78,61,1,16,149,123,3,23,130,102,0,28,27,23,0,4,88,74,2,12,91,72,1,18,1368,976,26,366
95GG35S1,1889,584,1114,191,109,39,61,9,38,9,26,3,53,12,37,4,385,101,250,34,57,16,39,2,225,54,155,16,352,100,226,26,324,95,205,24,90,19,62,9,189,47,113,29,151,39,102,10,1050,342,585,123
95GG35S2,1478,498,837,143,105,37,57,11,35,9,21,5,43,9,27,7,319,90,206,23,53,21,28,4,245,45,175,25,297,71,201,25,269,79,170,20,80,20,55,5,138,42,86,10,120,26,85,9,789,305,402,82
95GG35S3,1502,522,739,241,93,27,51,15,39,10,27,2,34,6,20,8,252,96,124,32,47,12,26,9,185,50,105,30,222,80,112,30,229,81,119,29,47,8,32,7,130,45,66,19,91,37,47,7,910,319,424,167
95GG36S1,1794,1295,168,331,103,76,22,5,31,21,6,4,26,17,7,2,204,146,39,19,40,20,14,6,107,60,23,24,197,132,41,24,163,113,26,24,25,18,2,5,116,83,21,12,80,58,12,10,1228,896,71,261
95GG36S2,1926,1678,100,148,132,100,27,5,31,24,7,0,23,20,2,1,235,176,49,10,33,29,1,3,79,64,10,5,210,166,32,12,147,123,16,8,27,17,8,2,152,129,18,5,85,70,10,5,1307,1165,25,117
95GG36S3,1899,1545,124,230,141,114,14,13,38,31,6,1,13,7,4,2,202,154,31,17,27,14,10,3,68,45,10,13,178,140,27,11,158,131,14,13,31,17,8,6,150,125,16,9,103,79,13,11,1277,1050,53,174
95GG37S1,1972,1516,59,397,86,71,6,9,28,25,0,3,20,14,4,2,126,103,8,15,26,21,2,3,57,39,4,14,107,80,13,14,135,105,13,17,14,11,2,1,116,100,5,11,94,75,8,11,1487,1117,35,335
95GG37S2,1786,1230,68,488,79,66,2,11,29,23,2,4,20,14,2,4,147,110,11,26,19,13,1,5,94,55,10,29,151,117,9,25,125,86,3,36,18,14,1,3,112,97,4,11,88,60,6,22,1285,865,41,379
95GG37S3,2133,1082,173,878,86,57,17,12,23,11,6,6,17,8,1,8,166,94,46,26,30,8,5,17,85,55,10,20,167,97,31,39,159,77,14,68,23,14,4,5,113,65,21,27,76,50,14,12,1587,767,95,725
95GG38S1,3044,2040,235,769,149,104,31,14,50,30,14,6,27,17,7,3,246,163,59,24,42,27,11,4,127,68,38,21,195,118,51,26,192,114,30,48,23,12,6,5,152,105,32,15,134,89,26,19,2298,1546,103,649
95GG38S2,1752,1016,249,487,99,66,23,10,41,26,10,5,21,10,7,4,176,94,52,30,37,15,12,10,103,35,34,34,145,74,49,22,149,69,40,40,32,12,14,6,118,67,35,16,93,54,26,13,1204,731,109,364
95GG38S3,1583,1274,84,225,93,74,15,4,28,21,5,2,9,5,2,2,140,93,37,10,16,14,1,1,71,46,14,11,107,71,22,14,121,87,17,17,21,12,7,2,88,68,13,7,86,68,10,8,1155,948,27,180
95GG39S1,2401,687,839,875,88,32,41,15,43,11,26,6,70,14,46,10,322,80,204,38,68,16,45,7,251,50,159,42,291,68,185,38,234,48,140,46,77,14,56,7,143,35,84,24,129,37,66,26,1612,475,416,721
95GG39S2,2709,624,1243,842,140,34,79,27,57,5,41,11,73,11,50,12,420,78,284,58,88,19,54,15,309,40,219,50,383,73,257,53,321,68,196,57,106,13,81,12,237,47,152,38,159,27,99,33,1677,407,631,639
95GG39S3,2062,452,851,759,124,38,54,32,44,14,18,12,33,3,21,9,317,66,201,50,50,11,24,15,225,35,144,46,276,63,163,50,269,65,133,71,71,17,47,7,176,44,100,32,122,32,64,26,1283,269,429,585
95GG40S1,1697,550,854,293,111,13,75,23,48,4,39,5,48,9,27,12,321,53,217,51,56,17,26,13,200,40,125,35,280,50,180,50,264,48,172,44,63,5,49,9,163,25,111,27,126,37,68,21,948,374,414,160
95GG40S2,2008,447,1330,231,144,31,97,16,49,8,29,12,51,6,36,9,437,63,324,50,78,19,49,10,253,37,186,30,385,62,276,47,339,52,249,38,78,8,50,20,198,40,134,24,142,28,95,19,1097,280,695,122
95GG41S1,1891,1764,13,114,143,139,2,2,28,27,0,1,16,14,2,0,160,146,3,11,22,19,2,1,44,39,2,3,150,139,2,9,109,102,0,7,14,12,1,1,148,143,3,2,97,90,2,5,1322,1228,5,89
95GG41S2,1524,1334,78,112,75,61,11,3,24,15,4,5,10,6,1,3,125,87,27,11,22,14,4,4,40,25,8,7,93,66,17,10,82,59,16,7,6,5,0,1,90,73,12,5,59,55,2,2,1142,1024,34,84
95GG41S3,1857,1500,128,229,94,75,10,9,31,24,4,3,25,14,7,4,178,132,26,20,30,19,8,3,75,41,20,14,161,116,31,14,148,116,17,15,32,22,6,4,113,86,18,9,85,62,15,8,1340,1102,63,175
95GG42S1,1826,1592,26,208,99,92,2,5,17,14,0,3,8,7,1,0,111,104,3,4,25,19,2,4,33,26,1,6,88,80,3,5,104,87,1,16,12,12,0,0,110,103,1,6,86,71,2,13,1368,1191,15,162
95GG42S2,516,334,26,156,25,20,3,2,5,5,0,0,8,6,1,1,39,32,4,3,8,5,2,1,14,6,1,7,26,21,2,3,22,13,3,6,11,9,1,1,26,23,2,1,22,17,1,4,392,243,15,134
95GG42S3,2003,698,46,1259,39,29,1,9,17,10,1,6,9,7,0,2,50,34,6,10,23,10,1,12,47,11,3,33,33,20,2,11,100,34,2,64,11,8,0,3,51,33,0,18,64,31,4,29,1682,554,32,1096
95GG42S4,2247,1479,51,717,101,78,3,20,27,23,1,3,21,13,1,7,133,106,7,20,26,16,1,9,50,30,4,16,95,72,6,17,128,80,3,45,15,10,2,3,101,86,1,14,75,45,2,28,1754,1120,35,599
95GG43S1,1424,751,408,265,105,54,41,10,41,20,12,9,27,13,12,2,237,86,124,27,31,10,13,8,126,43,57,26,210,84,100,26,177,76,76,25,41,13,21,7,141,54,68,19,87,46,33,8,850,498,164,188
95GG43S2,1635,1253,77,305,91,78,5,8,23,20,0,3,27,20,4,3,180,153,13,14,38,29,3,6,98,60,10,28,163,132,13,18,149,119,8,22,23,16,5,2,109,98,3,8,75,59,6,10,1110,833,49,228
95GG43S3,1724,955,328,441,112,58,39,15,35,13,17,5,35,14,12,9,208,94,84,30,40,22,12,6,129,59,39,31,194,92,72,30,160,64,63,33,53,8,36,9,97,52,26,19,96,47,31,18,1154,660,161,333
95GG44S1,2864,693,1280,891,149,46,70,33,64,16,36,12,51,12,25,14,408,83,245,80,106,19,58,29,300,42,178,80,354,71,202,81,346,83,196,67,80,16,46,18,222,62,111,49,127,30,63,34,1813,443,727,643
95GG44S2,2727,768,1055,904,135,37,70,28,65,18,30,17,39,5,22,12,383,98,206,79,89,16,50,23,285,67,145,73,352,90,190,72,321,66,176,79,50,6,28,16,179,44,97,38,169,41,88,40,1749,505,583,661
95GG45S1,1646,1452,67,127,119,113,5,1,27,24,3,0,13,11,2,0,134,122,10,2,26,18,5,3,46,31,9,6,116,102,7,7,85,71,11,3,14,10,3,1,121,111,6,4,75,64,7,4,1163,1029,30,104
95GG45S2,1554,688,690,176,98,44,49,5,47,14,29,4,35,11,22,2,280,85,178,17,69,20,44,5,138,37,89,12,259,79,164,16,198,64,121,13,41,15,25,1,137,50,80,7,115,42,64,9,906,444,339,123
95GG45S3,1617,1067,250,300,81,56,15,10,26,17,8,1,26,13,11,2,185,101,60,24,30,15,11,4,81,36,30,15,163,98,50,15,138,77,36,25,23,14,5,4,114,75,27,12,83,52,22,9,1110,757,125,228
95GG46S1,1712,983,603,126,99,69,28,2,37,22,13,2,31,16,11,4,310,177,122,11,43,23,19,1,178,85,88,5,266,161,96,9,241,131,94,16,57,30,26,1,129,75,49,5,100,56,41,3,1028,608,329,91
95GG46S2,1828,948,786,94,90,45,43,2,43,26,14,3,46,19,25,2,316,162,137,17,73,25,45,3,198,65,120,13,295,150,128,17,249,123,110,16,74,21,49,4,135,72,59,4,128,67,53,8,1129,601,463,65
95GG46S3,1664,754,788,122,106,56,44,6,46,25,19,2,58,25,28,5,333,154,153,26,74,29,40,5,178,65,94,19,298,143,129,26,220,92,110,18,61,28,29,4,172,86,74,12,93,37,46,10,966,449,446,71
95GG47S1,2270,783,991,496,86,34,38,14,55,15,36,4,68,13,38,17,366,127,180,59,106,22,60,24,328,78,178,72,345,122,165,58,278,88,145,45,86,22,45,19,142,47,68,27,147,45,69,33,1391,500,562,329
95GG47S2,1696,751,644,301,101,41,49,11,36,12,19,5,47,11,24,12,299,100,159,40,49,18,20,11,232,66,122,44,242,89,124,29,234,89,111,34,72,16,43,13,128,53,56,19,96,38,46,12,1001,477,333,191
95GG47S3,1798,818,521,459,86,40,37,9,44,12,21,11,27,12,12,3,259,100,120,39,61,18,32,11,191,59,78,54,232,86,103,43,195,80,81,34,49,12,26,11,125,47,50,28,108,52,35,21,1129,554,260,315
95GG48S1,1612,952,384,276,86,53,21,12,32,20,10,2,45,17,21,7,273,160,79,34,56,19,25,12,170,79,61,30,228,133,66,29,218,134,47,37,58,32,16,10,125,82,31,12,93,58,21,14,1011,604,221,186
95GG48S2,2321,554,1560,207,107,25,68,14,40,14,24,2,79,16,56,7,388,81,274,33,116,18,92,6,288,45,218,25,339,71,231,37,304,74,208,22,82,14,58,10,157,46,96,15,169,42,109,18,1434,359,946,129
95GG48S3,1668,733,811,124,61,33,25,3,37,18,17,2,41,17,21,3,310,120,164,26,79,22,51,6,226,71,139,16,276,119,143,14,237,93,129,15,57,20,26,11,134,58,64,12,106,46,48,12,982,456,455,71
95GG49S1,1617,726,84,807,60,38,8,14,24,11,7,6,17,5,2,10,109,54,21,34,20,5,6,9,64,18,14,32,96,52,25,19,106,38,18,50,20,8,6,6,73,45,9,19,69,35,8,26,1290,565,40,685
95GG49S2,2214,414,93,1707,63,33,7,23,20,12,2,6,22,7,5,10,97,51,19,27,31,6,6,19,90,11,15,64,92,38,15,39,147,42,17,88,15,7,5,3,64,25,5,34,68,19,8,41,1773,278,45,1450
95GG49S3,2139,305,167,1667,36,18,8,10,16,4,4,8,21,3,8,10,95,36,39,20,35,6,9,20,96,16,24,56,81,27,33,21,113,20,26,67,18,5,10,3,66,19,16,31,59,14,12,33,1770,219,88,1463
95GG49S4,2066,366,191,1509,73,37,20,16,28,10,12,6,16,6,4,6,107,42,32,33,40,4,15,21,95,11,34,50,110,34,33,43,142,39,26,77,25,4,12,9,95,38,19,38,74,21,15,38,1602,235,94,1273
95GG50S1,1499,652,310,537,65,35,18,12,23,11,8,4,27,10,9,8,175,79,54,42,37,10,19,8,159,47,48,64,178,81,54,43,162,66,46,50,39,12,17,10,108,53,29,26,72,25,16,31,989,420,178,391
95GG50S2,2061,528,957,576,118,33,62,23,40,14,19,7,51,11,33,7,264,70,160,34,72,10,47,15,215,39,123,53,256,67,145,44,227,61,128,38,81,8,59,14,140,44,76,20,101,22,52,27,1294,335,530,429
95GG50S3,1885,572,731,582,89,37,30,22,32,7,17,8,27,5,17,5,229,82,109,38,47,6,25,16,153,27,81,45,209,71,95,43,226,73,100,53,37,7,21,9,134,54,55,25,87,31,34,22,1220,351,442,427
95GG51S1,1353,625,351,377,92,49,21,22,39,20,8,11,27,11,7,9,236,103,73,60,41,10,16,15,174,58,53,63,225,102,61,62,182,72,60,50,44,18,16,10,125,62,33,30,108,55,30,23,743,349,190,204
95GG51S2,1399,565,516,318,124,49,50,25,53,14,23,16,28,7,12,9,314,102,147,65,35,7,14,14,174,53,84,37,289,93,138,58,256,80,113,63,53,17,24,12,151,69,62,20,87,29,38,20,739,329,234,176
95GG51S3,1321,370,766,185,94,22,62,10,40,7,29,4,48,6,28,14,292,65,189,38,48,14,19,15,168,24,115,29,259,56,170,33,217,43,138,36,60,8,39,13,148,43,92,13,96,20,62,14,700,219,392,89
95HH01W1,1981,1512,198,271,131,98,17,16,38,28,7,3,17,12,2,3,247,159,56,32,26,16,6,4,101,57,22,22,215,142,47,26,171,102,37,32,32,16,11,5,166,104,40,22,102,69,15,18,1321,1061,80,180
95HH02S1,1358,1224,9,125,87,84,1,2,18,16,0,2,19,17,1,1,138,127,4,7,20,18,1,1,46,35,2,9,139,129,2,8,109,97,1,11,12,8,1,3,103,97,1,5,65,62,0,3,927,830,4,93
95HH02S2,1604,1520,12,72,64,56,1,7,10,10,0,0,20,17,3,0,124,113,2,9,26,21,3,2,73,62,3,8,131,119,1,11,112,100,0,12,18,16,1,1,72,69,3,0,79,77,1,1,1200,1149,2,49
95HH03W1,1663,1448,71,144,161,130,19,12,35,28,4,3,21,18,1,2,235,180,32,23,30,21,2,7,59,47,3,9,234,190,26,18,174,143,15,16,21,17,4,0,156,127,23,6,106,90,7,9,1008,904,13,91
95HH04S1,1709,1580,0,129,100,95,0,5,17,14,0,3,15,15,0,0,178,163,0,15,28,27,0,1,88,77,0,11,202,189,0,13,148,138,0,10,31,27,0,4,117,109,0,8,89,85,0,4,1177,1082,0,95
95HH04S2,1358,1257,44,57,89,71,16,2,18,11,6,1,19,18,0,1,158,128,22,8,28,25,1,2,63,58,3,2,162,133,19,10,121,102,13,6,21,14,6,1,115,100,12,3,81,69,6,6,902,853,10,39
95HH05W1,2171,1287,460,424,123,67,33,23,41,14,15,12,34,15,16,3,267,128,103,36,60,26,22,12,151,59,61,31,236,122,83,31,223,129,63,31,42,14,23,5,140,88,39,13,110,55,37,18,1429,889,233,307
95HH06S1,2231,2027,27,177,90,79,7,4,22,18,1,3,6,4,0,2,130,114,9,7,25,19,1,5,86,67,5,14,139,116,9,14,146,122,7,17,10,5,1,4,116,100,6,10,88,72,2,14,1692,1559,11,122
95HH06S2,2557,2159,166,232,127,106,13,8,31,21,6,4,35,23,9,3,234,167,46,21,40,27,7,6,126,87,24,15,217,161,33,23,219,169,29,21,36,23,9,4,172,136,23,13,106,82,14,10,1830,1580,87,163
95HH07W1,1493,865,447,181,101,55,37,9,34,17,14,3,27,11,10,6,224,106,88,30,34,13,15,6,129,52,57,20,221,117,79,25,210,116,63,31,43,15,20,8,115,72,31,12,87,47,30,10,915,560,250,105
95HH08W1,2553,2042,169,342,139,117,10,12,36,25,2,9,24,12,7,5,252,190,31,31,35,21,7,7,96,63,17,16,218,170,27,21,208,150,31,27,22,12,2,8,164,132,15,17,122,91,12,19,1786,1439,88,259
95HH09W1,2543,1326,452,765,199,98,63,38,77,36,29,12,79,18,37,24,429,179,153,97,91,20,48,23,206,68,70,68,379,172,111,96,256,111,78,67,57,15,25,17,250,121,86,43,170,82,42,46,1473,822,157,494
95HH10W1,2488,2254,61,173,112,97,8,7,31,27,3,1,21,17,2,2,206,186,6,14,39,29,4,6,98,76,7,15,201,179,9,13,186,162,8,16,25,19,2,4,151,134,4,13,135,118,5,12,1810,1651,34,125
95HH11W1,1366,686,509,171,83,40,33,10,28,7,19,2,19,3,13,3,211,73,111,27,42,9,26,7,124,37,61,26,203,79,99,25,169,61,82,26,35,7,19,9,114,49,51,14,91,38,42,11,807,457,258,92
95HH12W1,1552,1222,178,152,89,78,3,8,13,11,2,0,37,22,7,8,191,153,19,19,59,35,14,10,100,73,19,8,181,143,15,23,165,127,23,15,25,21,3,1,124,101,13,10,75,58,4,13,1003,788,116,99
95HH13W1,1407,794,359,254,68,35,19,14,22,10,9,3,32,8,17,7,174,85,62,27,61,23,26,12,132,41,54,37,189,97,63,29,196,103,57,36,39,13,17,9,100,51,34,15,93,48,25,20,866,512,198,156
95HH14W1,1530,845,421,264,131,71,50,10,43,18,19,6,30,16,11,3,266,131,106,29,39,18,12,9,150,66,63,21,257,133,93,31,225,129,73,23,50,16,26,8,162,94,52,16,97,46,38,13,813,467,175,171
95HH15W1,2585,1959,273,353,144,101,28,15,46,27,16,3,39,18,15,6,339,221,89,29,61,27,24,10,134,76,34,24,302,202,69,31,277,189,51,37,50,28,16,6,210,143,40,27,139,95,29,15,1689,1341,96,252
95HH16W1,2159,1773,95,291,138,113,15,10,29,21,5,3,22,17,3,2,237,178,34,25,31,27,2,2,77,53,7,17,198,156,19,23,154,114,16,24,27,21,5,1,153,123,15,15,126,105,8,13,1498,1241,39,218
95HH17W1,2477,2189,59,229,113,104,5,4,24,23,0,1,10,9,0,1,207,187,7,13,22,16,0,6,95,77,5,13,215,186,9,20,185,160,9,16,23,21,0,2,170,150,12,8,106,90,6,10,1799,1596,30,173
95II01S1,1532,1295,115,122,106,89,10,7,30,27,2,1,11,10,0,1,149,116,20,13,24,19,1,4,77,58,12,7,139,113,15,11,104,84,14,6,22,17,3,2,95,84,8,3,75,62,5,8,1085,924,75,86
95II01S2,1534,1436,11,87,103,97,1,5,22,19,1,2,9,7,1,1,134,129,0,5,11,10,0,1,47,42,1,4,151,146,0,5,100,93,0,7,10,9,1,0,98,93,3,2,71,67,2,2,1064,994,6,64
95II02S1,1485,1347,31,107,51,47,1,3,7,6,1,0,12,11,0,1,73,65,5,3,25,24,0,1,59,38,19,2,62,49,7,6,88,72,4,12,9,6,2,1,47,44,3,0,57,48,3,6,1157,1067,6,84
95II02S2,1700,1261,280,159,103,79,16,8,20,12,7,1,15,9,5,1,166,113,44,9,27,16,9,2,101,49,41,11,148,97,45,6,140,89,41,10,27,16,10,1,107,87,18,2,97,68,25,4,1188,908,159,121
95II02S3,1415,859,436,120,98,57,36,5,32,10,18,4,32,10,20,2,224,93,112,19,55,16,34,5,134,39,86,9,194,93,89,12,158,71,73,14,34,15,18,1,136,71,56,9,97,46,43,8,849,583,196,70
95II03S1,1739,1607,16,116,48,44,0,4,15,14,0,1,18,16,2,0,101,87,4,10,24,19,3,2,44,34,2,8,94,86,2,6,109,103,3,3,6,6,0,0,66,62,2,2,58,55,1,2,1381,1283,9,89
95II03S2,1784,1578,16,190,76,70,0,6,29,24,0,5,12,11,0,1,141,128,2,11,19,16,2,1,53,43,3,7,129,119,1,9,110,94,1,15,12,11,0,1,96,83,2,11,80,75,0,5,1316,1156,7,153
95II04S1,2293,2011,81,201,117,93,11,13,13,8,3,2,18,12,3,3,186,146,19,21,35,25,4,6,82,64,7,11,177,146,13,18,169,142,9,18,21,13,5,3,124,101,13,10,92,81,5,6,1704,1517,41,146
95II04S2,1952,1364,397,191,104,80,18,6,32,26,4,2,30,15,7,8,229,151,64,14,44,25,9,10,131,61,51,19,232,152,58,22,202,124,61,17,28,17,7,4,155,106,34,15,88,64,15,9,1296,936,235,125
95II05S1,1586,1485,3,98,63,55,0,8,10,10,0,0,13,13,0,0,127,116,0,11,22,20,2,0,55,46,1,8,121,111,0,10,123,114,0,9,17,16,0,1,79,75,0,4,74,63,0,11,1148,1082,0,66
95II05S2,1826,1453,149,224,104,73,22,9,38,22,10,6,15,9,2,4,215,141,54,20,32,20,4,8,90,52,22,16,172,118,37,17,161,115,32,14,33,16,11,6,124,91,22,11,103,74,16,13,1258,1033,63,162
95II06S1,1519,1440,18,61,54,50,0,4,14,12,1,1,20,18,2,0,124,116,2,6,25,23,2,0,57,54,1,2,116,106,2,8,121,113,3,5,10,8,0,2,89,84,1,4,76,71,2,3,1119,1058,14,47
95II06S2,1879,1551,33,295,74,69,0,5,22,16,0,6,24,17,2,5,132,120,2,10,40,21,3,16,73,50,5,18,129,116,2,11,157,129,4,24,16,11,1,4,87,78,1,8,90,77,1,12,1367,1121,23,223
95II07W1,2077,1041,730,306,153,63,72,18,51,18,28,5,36,11,21,4,358,133,181,44,53,17,29,7,193,60,107,26,334,134,158,42,279,123,130,26,61,22,32,7,209,95,90,24,134,59,58,17,1218,672,340,206
95II08W1,2417,1874,252,291,166,129,25,12,58,43,12,3,24,19,5,0,310,234,58,18,41,31,6,4,147,96,32,19,294,230,44,20,208,156,29,23,43,33,8,2,166,127,31,8,141,103,26,12,1572,1240,112,220
95II09S1,1934,1524,93,317,127,96,24,7,31,24,4,3,18,17,0,1,225,169,37,19,31,25,0,6,85,68,7,10,188,144,27,17,147,110,11,26,25,15,4,6,141,102,21,18,115,88,10,17,1344,1076,26,242
95II09S2,1413,1206,44,163,76,65,3,8,26,23,0,3,12,8,2,2,135,103,8,24,12,7,3,2,64,49,2,13,123,95,7,21,121,98,3,20,13,11,0,2,96,79,3,14,81,66,3,12,1000,871,29,100
95II10W1,2592,1621,776,195,174,97,61,16,43,20,18,5,42,14,18,10,437,204,192,41,68,30,31,7,215,101,96,18,389,196,164,29,334,175,134,25,52,16,32,4,268,145,102,21,159,83,65,11,1538,1036,395,107
95II11W1,2555,2156,58,341,127,106,11,10,40,31,5,4,29,20,6,3,228,202,13,13,49,35,6,8,81,58,6,17,183,159,9,15,182,150,9,23,16,12,2,2,165,143,7,15,136,112,5,19,1835,1556,21,258
95II12W1,2481,2286,29,166,194,183,1,10,52,48,1,3,20,18,0,2,230,214,3,13,41,32,1,8,81,63,8,10,203,186,2,15,165,150,5,10,30,27,1,2,170,160,3,7,133,120,2,11,1720,1586,16,118
