ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2622NI0001,Count,PERSONS,"All categories: Ns-SeC, All categories: Sex, All categories: Religion"
DC2622NI0002,Count,PERSONS,"All categories: Ns-SeC, All categories: Sex, Catholic"
DC2622NI0003,Count,PERSONS,"All categories: Ns-SeC, All categories: Sex, Protestant and other Christian: Total"
DC2622NI0004,Count,PERSONS,"All categories: Ns-SeC, All categories: Sex, Protestant and other Christian: Presbyterian Church in Ireland"
DC2622NI0005,Count,PERSONS,"All categories: Ns-SeC, All categories: Sex, Protestant and other Christian: Church of Ireland"
DC2622NI0006,Count,PERSONS,"All categories: Ns-SeC, All categories: Sex, Protestant and other Christian: Methodist Church in Ireland"
DC2622NI0007,Count,PERSONS,"All categories: Ns-SeC, All categories: Sex, Protestant and other Christian: Other Christian (including Christian related)"
DC2622NI0008,Count,PERSONS,"All categories: Ns-SeC, All categories: Sex, Other religions "
DC2622NI0009,Count,PERSONS,"All categories: Ns-SeC, All categories: Sex, No religion"
DC2622NI0010,Count,PERSONS,"All categories: Ns-SeC, All categories: Sex, Not stated"
DC2622NI0011,Count,PERSONS,"All categories: Ns-SeC, Males, All categories: Religion"
DC2622NI0012,Count,PERSONS,"All categories: Ns-SeC, Males, Catholic"
DC2622NI0013,Count,PERSONS,"All categories: Ns-SeC, Males, Protestant and other Christian: Total"
DC2622NI0014,Count,PERSONS,"All categories: Ns-SeC, Males, Protestant and other Christian: Presbyterian Church in Ireland"
DC2622NI0015,Count,PERSONS,"All categories: Ns-SeC, Males, Protestant and other Christian: Church of Ireland"
DC2622NI0016,Count,PERSONS,"All categories: Ns-SeC, Males, Protestant and other Christian: Methodist Church in Ireland"
DC2622NI0017,Count,PERSONS,"All categories: Ns-SeC, Males, Protestant and other Christian: Other Christian (including Christian related)"
DC2622NI0018,Count,PERSONS,"All categories: Ns-SeC, Males, Other religions "
DC2622NI0019,Count,PERSONS,"All categories: Ns-SeC, Males, No religion"
DC2622NI0020,Count,PERSONS,"All categories: Ns-SeC, Males, Not stated"
DC2622NI0021,Count,PERSONS,"All categories: Ns-SeC, Females, All categories: Religion"
DC2622NI0022,Count,PERSONS,"All categories: Ns-SeC, Females, Catholic"
DC2622NI0023,Count,PERSONS,"All categories: Ns-SeC, Females, Protestant and other Christian: Total"
DC2622NI0024,Count,PERSONS,"All categories: Ns-SeC, Females, Protestant and other Christian: Presbyterian Church in Ireland"
DC2622NI0025,Count,PERSONS,"All categories: Ns-SeC, Females, Protestant and other Christian: Church of Ireland"
DC2622NI0026,Count,PERSONS,"All categories: Ns-SeC, Females, Protestant and other Christian: Methodist Church in Ireland"
DC2622NI0027,Count,PERSONS,"All categories: Ns-SeC, Females, Protestant and other Christian: Other Christian (including Christian related)"
DC2622NI0028,Count,PERSONS,"All categories: Ns-SeC, Females, Other religions "
DC2622NI0029,Count,PERSONS,"All categories: Ns-SeC, Females, No religion"
DC2622NI0030,Count,PERSONS,"All categories: Ns-SeC, Females, Not stated"
DC2622NI0031,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, All categories: Sex, All categories: Religion"
DC2622NI0032,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, All categories: Sex, Catholic"
DC2622NI0033,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, All categories: Sex, Protestant and other Christian: Total"
DC2622NI0034,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, All categories: Sex, Protestant and other Christian: Presbyterian Church in Ireland"
DC2622NI0035,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, All categories: Sex, Protestant and other Christian: Church of Ireland"
DC2622NI0036,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, All categories: Sex, Protestant and other Christian: Methodist Church in Ireland"
DC2622NI0037,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, All categories: Sex, Protestant and other Christian: Other Christian (including Christian related)"
DC2622NI0038,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, All categories: Sex, Other religions "
DC2622NI0039,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, All categories: Sex, No religion"
DC2622NI0040,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, All categories: Sex, Not stated"
DC2622NI0041,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Males, All categories: Religion"
DC2622NI0042,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Males, Catholic"
DC2622NI0043,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Males, Protestant and other Christian: Total"
DC2622NI0044,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Males, Protestant and other Christian: Presbyterian Church in Ireland"
DC2622NI0045,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Males, Protestant and other Christian: Church of Ireland"
DC2622NI0046,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Males, Protestant and other Christian: Methodist Church in Ireland"
DC2622NI0047,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Males, Protestant and other Christian: Other Christian (including Christian related)"
DC2622NI0048,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Males, Other religions "
DC2622NI0049,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Males, No religion"
DC2622NI0050,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Males, Not stated"
DC2622NI0051,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Females, All categories: Religion"
DC2622NI0052,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Females, Catholic"
DC2622NI0053,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Females, Protestant and other Christian: Total"
DC2622NI0054,Count,PERSONS,"1. Higher managerial, administrative and professional occupations, Females, Protestant and other Christian: Presbyterian Church in Ireland"
