GeographyCode,DC4103NI0001,DC4103NI0002,DC4103NI0003,DC4103NI0004,DC4103NI0005,DC4103NI0006,DC4103NI0007,DC4103NI0008,DC4103NI0009,DC4103NI0010,DC4103NI0011,DC4103NI0012,DC4103NI0013,DC4103NI0014,DC4103NI0015,DC4103NI0016,DC4103NI0017,DC4103NI0018,DC4103NI0019,DC4103NI0020,DC4103NI0021,DC4103NI0022,DC4103NI0023,DC4103NI0024,DC4103NI0025,DC4103NI0026,DC4103NI0027,DC4103NI0028,DC4103NI0029,DC4103NI0030,DC4103NI0031,DC4103NI0032,DC4103NI0033,DC4103NI0034,DC4103NI0035,DC4103NI0036,DC4103NI0037,DC4103NI0038,DC4103NI0039,DC4103NI0040,DC4103NI0041,DC4103NI0042,DC4103NI0043,DC4103NI0044,DC4103NI0045,DC4103NI0046,DC4103NI0047,DC4103NI0048,DC4103NI0049,DC4103NI0050,DC4103NI0051,DC4103NI0052,DC4103NI0053,DC4103NI0054,DC4103NI0055,DC4103NI0056,DC4103NI0057,DC4103NI0058,DC4103NI0059,DC4103NI0060,DC4103NI0061,DC4103NI0062,DC4103NI0063,DC4103NI0064,DC4103NI0065,DC4103NI0066,DC4103NI0067,DC4103NI0068,DC4103NI0069,DC4103NI0070,DC4103NI0071,DC4103NI0072,DC4103NI0073,DC4103NI0074,DC4103NI0075,DC4103NI0076,DC4103NI0077,DC4103NI0078,DC4103NI0079,DC4103NI0080,DC4103NI0081,DC4103NI0082,DC4103NI0083,DC4103NI0084,DC4103NI0085,DC4103NI0086,DC4103NI0087,DC4103NI0088,DC4103NI0089,DC4103NI0090,DC4103NI0091,DC4103NI0092,DC4103NI0093,DC4103NI0094,DC4103NI0095,DC4103NI0096
95LL18S1,795,116,364,244,56,15,189,69,115,5,0,0,100,47,51,2,0,0,89,22,64,3,0,0,575,42,239,231,50,13,107,9,77,16,4,1,118,3,42,66,7,0,173,4,52,103,11,3,75,1,14,29,22,9,66,19,42,4,1,0,36,6,12,13,5,0,31,5,10,8,6,2,14,3,4,1,5,1,0,0,0,0,0,0,4,2,2,0,0,0,13,0,4,7,1,1
95LL18S2,536,40,235,199,49,13,101,22,71,6,2,0,46,15,30,1,0,0,55,7,41,5,2,0,413,16,153,184,47,13,61,4,35,19,3,0,110,0,46,59,4,1,129,2,40,69,15,3,61,1,7,23,21,9,25,6,11,6,2,0,27,3,14,8,2,0,22,2,11,9,0,0,3,0,2,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,16,1,7,8,0,0
95LL19S1,855,73,327,355,74,26,176,45,127,4,0,0,79,34,44,1,0,0,97,11,83,3,0,0,639,27,184,335,70,23,67,4,43,17,3,0,142,2,45,84,9,2,271,3,49,186,29,4,73,0,7,26,25,15,48,12,25,8,1,2,38,6,15,14,3,0,40,1,16,16,4,3,14,0,4,5,3,2,1,0,0,1,0,0,2,0,2,0,0,0,23,1,10,10,1,1
95LL19S2,1049,98,395,428,90,38,215,62,139,12,2,0,81,40,37,3,1,0,134,22,102,9,1,0,789,34,238,402,80,35,77,2,48,23,4,0,187,3,60,113,5,6,325,3,59,212,41,10,86,1,14,29,26,16,72,21,41,10,0,0,42,4,16,15,4,3,45,2,18,14,8,3,17,1,5,6,5,0,0,0,0,0,0,0,3,0,2,1,0,0,25,1,11,7,3,3
95LL20W1,942,233,504,169,32,4,256,125,128,3,0,0,97,58,38,1,0,0,159,67,90,2,0,0,621,93,344,152,29,3,62,11,45,6,0,0,125,12,74,34,5,0,211,15,125,61,10,0,85,6,27,35,14,3,91,36,50,5,0,0,47,13,23,11,0,0,65,15,32,14,3,1,30,6,14,7,3,0,0,0,0,0,0,0,3,1,2,0,0,0,32,8,16,7,0,1
95LL21W1,1662,464,775,352,52,19,550,281,248,17,0,4,264,168,92,2,0,2,286,113,156,15,0,2,990,144,473,313,48,12,105,16,75,14,0,0,205,21,99,81,4,0,359,32,142,162,19,4,85,4,21,33,19,8,157,54,95,7,1,0,79,17,41,16,5,0,122,39,54,22,4,3,37,7,16,9,3,2,0,0,0,0,0,0,14,6,6,1,0,1,71,26,32,12,1,0
95LL22W1,1424,409,660,280,61,14,373,219,149,4,1,0,100,53,47,0,0,0,273,166,102,4,1,0,956,169,469,255,54,9,62,16,37,9,0,0,177,19,94,62,2,0,323,25,156,118,21,3,126,8,41,47,26,4,205,86,107,8,2,2,63,15,34,11,3,0,95,21,42,21,6,5,44,7,17,12,4,4,0,0,0,0,0,0,5,2,3,0,0,0,46,12,22,9,2,1
95LL23W1,973,359,454,132,17,11,355,193,159,3,0,0,159,93,66,0,0,0,196,100,93,3,0,0,559,151,262,122,13,11,69,15,45,9,0,0,100,21,56,21,0,2,160,28,72,53,5,2,78,9,29,26,7,7,95,56,36,2,1,0,57,22,24,11,0,0,59,15,33,7,4,0,25,7,15,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,32,6,18,5,3,0
95LL24S1,704,41,243,283,88,49,127,25,82,15,5,0,51,14,33,3,1,0,76,11,49,12,4,0,519,8,139,254,76,42,39,1,23,11,1,3,114,0,33,73,8,0,224,1,32,138,37,16,81,2,10,22,25,22,38,2,31,3,2,0,23,2,10,7,3,1,58,8,22,14,7,7,24,5,8,5,2,4,0,0,0,0,0,0,4,0,4,0,0,0,30,3,10,9,5,3
95LL24S2,608,76,226,205,68,33,124,48,67,8,1,0,50,27,23,0,0,0,74,21,44,8,1,0,438,25,138,186,64,25,41,3,30,7,1,0,75,2,21,44,5,3,160,4,31,91,24,10,74,0,8,28,27,11,51,8,35,6,1,1,37,8,13,10,6,0,46,3,21,11,3,8,13,1,4,2,1,5,0,0,0,0,0,0,8,0,8,0,0,0,25,2,9,9,2,3
95LL25S1,1007,80,411,397,89,30,244,53,177,13,1,0,95,36,58,1,0,0,149,17,119,12,1,0,727,24,219,374,82,28,75,3,49,20,3,0,181,1,50,117,10,3,287,6,51,189,29,12,83,1,12,21,36,13,60,9,38,12,1,0,41,4,19,15,3,0,36,3,15,10,6,2,13,0,4,2,5,2,0,0,0,0,0,0,1,0,1,0,0,0,22,3,10,8,1,0
95LL25S2,732,32,282,299,94,25,141,25,113,2,1,0,53,17,35,0,1,0,88,8,78,2,0,0,561,6,161,286,86,22,71,2,42,25,1,1,137,0,46,78,12,1,224,0,34,142,42,6,72,0,6,25,27,14,40,3,28,6,3,0,17,1,5,10,1,0,30,1,8,11,7,3,12,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,18,1,5,8,3,1
95LL26S1,761,365,324,63,9,0,348,222,122,4,0,0,66,43,22,1,0,0,282,179,100,3,0,0,358,117,181,52,8,0,34,12,21,1,0,0,86,28,45,12,1,0,91,20,50,18,3,0,47,8,22,15,2,0,68,37,27,3,1,0,32,12,16,3,1,0,55,26,21,7,1,0,11,4,2,4,1,0,0,0,0,0,0,0,2,1,1,0,0,0,42,21,18,3,0,0
95LL26S2,729,80,323,246,64,16,136,43,90,2,1,0,56,20,36,0,0,0,80,23,54,2,1,0,556,36,221,229,57,13,43,4,27,11,1,0,86,4,44,36,2,0,225,6,62,123,27,7,102,0,27,46,24,5,64,17,41,5,1,0,36,5,20,8,2,1,37,1,12,15,6,3,22,0,4,11,5,2,0,0,0,0,0,0,1,0,0,1,0,0,14,1,8,3,1,1
95MM01S1,603,255,250,78,14,6,188,118,66,3,1,0,58,34,23,0,1,0,130,84,43,3,0,0,365,116,166,68,11,4,32,11,14,7,0,0,64,18,29,16,1,0,75,10,42,19,2,2,41,3,16,12,8,2,106,65,36,5,0,0,47,9,29,9,0,0,50,21,18,7,2,2,19,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,11,2,2,2
95MM01S2,651,73,342,203,27,6,128,28,97,2,1,0,24,11,13,0,0,0,104,17,84,2,1,0,464,40,220,180,19,5,34,3,24,7,0,0,112,8,48,50,6,0,172,5,72,87,6,2,36,0,8,21,4,3,95,23,60,10,2,0,15,1,8,5,1,0,59,5,25,21,7,1,25,2,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,14,12,4,1
95MM01S3,643,88,311,181,48,15,160,37,115,8,0,0,42,13,28,1,0,0,118,24,87,7,0,0,447,43,184,165,43,12,40,4,29,7,0,0,114,5,55,48,6,0,147,5,45,76,17,4,72,4,16,27,18,7,49,23,20,4,2,0,25,2,19,3,0,1,36,8,12,8,5,3,12,3,3,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,23,4,9,6,2,2
95MM02S1,598,119,244,168,55,12,160,66,92,1,1,0,89,45,43,0,1,0,71,21,49,1,0,0,377,44,127,149,46,11,60,8,30,22,0,0,68,4,21,35,7,1,83,1,28,39,11,4,90,5,17,39,24,5,30,15,11,4,0,0,46,11,20,10,4,1,61,9,25,18,8,1,27,5,6,13,3,0,0,0,0,0,0,0,3,0,3,0,0,0,31,4,16,5,5,1
95MM02S2,546,27,191,235,64,29,85,19,62,2,1,1,37,11,25,1,0,0,48,8,37,1,1,1,403,7,110,214,53,19,29,0,19,10,0,0,60,1,13,40,5,1,171,3,25,107,27,9,94,0,20,45,20,9,18,1,15,2,0,0,31,2,18,10,1,0,58,1,19,19,10,9,29,0,9,6,7,7,1,0,0,1,0,0,6,0,3,2,1,0,22,1,7,10,2,2
95MM03W1,1155,151,380,430,135,59,238,90,123,21,3,1,96,49,36,8,2,1,142,41,87,13,1,0,848,52,233,386,123,54,58,8,32,18,0,0,115,1,35,64,13,2,390,10,79,226,58,17,155,3,28,49,43,32,62,19,33,10,0,0,68,11,26,19,9,3,69,9,24,23,9,4,30,1,8,15,4,2,0,0,0,0,0,0,6,2,4,0,0,0,33,6,12,8,5,2
95MM04W1,890,381,384,92,26,7,302,201,100,1,0,0,126,93,32,1,0,0,176,108,68,0,0,0,498,156,240,76,20,6,48,15,32,1,0,0,74,23,39,11,1,0,102,11,51,31,6,3,100,18,46,23,12,1,85,46,35,3,1,0,89,43,37,7,0,2,90,24,44,15,6,1,48,6,25,12,5,0,0,0,0,0,0,0,8,5,2,1,0,0,34,13,17,2,1,1
95MM05W1,1062,604,379,72,5,2,426,313,108,5,0,0,146,112,32,2,0,0,280,201,76,3,0,0,528,249,222,54,2,1,28,14,14,0,0,0,59,19,36,4,0,0,107,26,64,15,1,1,52,13,16,23,0,0,195,125,62,8,0,0,87,52,30,4,1,0,108,42,49,13,3,1,51,19,23,6,2,1,1,0,1,0,0,0,3,3,0,0,0,0,53,20,25,7,1,0
95MM06S1,489,167,250,58,11,3,122,69,52,1,0,0,43,25,18,0,0,0,79,44,34,1,0,0,304,78,170,47,7,2,21,4,16,1,0,0,25,4,18,3,0,0,76,7,49,16,3,1,55,4,29,17,4,1,80,44,31,5,0,0,47,15,27,5,0,0,63,20,28,10,4,1,46,11,22,8,4,1,0,0,0,0,0,0,3,2,1,0,0,0,14,7,5,2,0,0
95MM06S2,460,197,216,33,11,3,124,85,37,1,0,1,37,25,11,1,0,0,87,60,26,0,0,1,288,98,156,25,8,1,18,5,11,1,1,0,31,3,25,3,0,0,59,10,38,8,3,0,38,10,18,7,3,0,107,56,46,4,1,0,35,14,18,2,0,1,48,14,23,7,3,1,30,8,16,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,18,6,7,4,1,0
95MM07W1,1201,418,532,209,37,5,460,227,224,7,2,0,194,101,91,2,0,0,266,126,133,5,2,0,678,169,282,191,31,5,77,11,44,21,0,1,128,11,61,52,4,0,157,17,62,68,7,3,76,9,21,30,15,1,171,96,65,9,1,0,69,25,29,11,4,0,63,22,26,11,4,0,17,5,5,6,1,0,0,0,0,0,0,0,12,4,7,1,0,0,34,13,14,4,3,0
95MM08S1,562,255,235,52,9,11,223,141,78,2,0,2,81,54,27,0,0,0,142,87,51,2,0,2,294,96,140,46,9,3,31,12,18,1,0,0,30,10,13,6,1,0,72,7,38,21,5,1,44,4,25,11,2,2,93,53,34,6,0,0,24,10,12,1,1,0,45,18,17,4,0,6,24,6,9,3,0,6,0,0,0,0,0,0,2,2,0,0,0,0,19,10,8,1,0,0
95MM08S2,676,142,261,217,42,14,206,108,91,7,0,0,115,70,43,2,0,0,91,38,48,5,0,0,435,29,154,200,38,14,61,7,36,17,1,0,90,0,34,50,6,0,130,1,33,77,15,4,79,2,14,39,14,10,44,11,28,3,2,0,31,8,9,14,0,0,35,5,16,10,4,0,13,1,6,3,3,0,0,0,0,0,0,0,2,1,1,0,0,0,20,3,9,7,1,0
95MM09S1,584,137,235,164,37,11,141,74,63,4,0,0,52,31,21,0,0,0,89,43,42,4,0,0,399,53,156,149,32,9,26,4,13,9,0,0,74,8,42,23,1,0,143,2,40,83,15,3,45,0,8,16,15,6,74,30,39,5,0,0,37,9,14,13,1,0,44,10,16,11,5,2,20,4,5,7,3,1,0,0,0,0,0,0,3,1,2,0,0,0,21,5,9,4,2,1
95MM09S2,636,62,232,224,77,41,126,37,79,10,0,0,47,21,22,4,0,0,79,16,57,6,0,0,437,20,135,188,64,30,31,3,19,9,0,0,61,1,24,25,10,1,199,5,38,115,26,15,79,1,16,26,22,14,37,7,24,4,2,0,30,3,14,9,4,0,73,5,18,26,13,11,29,1,6,7,8,7,0,0,0,0,0,0,4,2,1,1,0,0,40,2,11,18,5,4
95MM10S1,495,288,168,36,2,1,107,80,26,1,0,0,32,24,7,1,0,0,75,56,19,0,0,0,328,178,122,27,0,1,6,4,2,0,0,0,15,5,7,2,0,1,71,21,37,13,0,0,31,12,15,4,0,0,171,114,52,5,0,0,34,22,9,3,0,0,60,30,20,8,2,0,30,10,13,6,1,0,0,0,0,0,0,0,3,3,0,0,0,0,27,17,7,2,1,0
95MM10S2,492,222,218,44,7,1,133,88,42,3,0,0,23,16,7,0,0,0,110,72,35,3,0,0,312,114,154,37,6,1,10,2,6,2,0,0,54,12,38,2,2,0,68,12,38,16,2,0,44,6,22,13,2,1,95,57,35,3,0,0,41,25,15,1,0,0,47,20,22,4,1,0,20,10,8,2,0,0,0,0,0,0,0,0,3,2,1,0,0,0,24,8,13,2,1,0
95MM11W1,855,465,316,65,6,3,217,165,48,4,0,0,61,48,13,0,0,0,156,117,35,4,0,0,517,243,222,46,4,2,37,12,24,1,0,0,36,10,19,7,0,0,86,21,45,18,2,0,69,13,40,14,0,2,199,136,60,3,0,0,90,51,34,3,2,0,121,57,46,15,2,1,73,32,27,11,2,1,1,0,1,0,0,0,2,1,1,0,0,0,45,24,17,4,0,0
95MM12S1,662,132,299,157,54,20,99,34,63,1,1,0,28,9,18,1,0,0,71,25,45,0,1,0,503,84,223,137,47,12,26,1,21,3,1,0,57,5,27,23,2,0,168,6,63,80,14,5,70,3,19,20,23,5,140,56,76,5,2,1,42,13,17,6,5,1,60,14,13,19,6,8,34,9,6,9,4,6,0,0,0,0,0,0,5,0,1,3,1,0,21,5,6,7,1,2
95MM12S2,499,283,184,28,2,2,142,94,47,1,0,0,14,10,4,0,0,0,128,84,43,1,0,0,303,155,123,22,2,1,8,4,4,0,0,0,25,6,16,3,0,0,53,11,32,10,0,0,23,7,9,6,1,0,145,104,38,2,0,1,49,23,24,1,1,0,54,34,14,5,0,1,33,21,9,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,19,12,4,2,0,1
95MM12S3,815,242,386,151,30,6,140,68,68,4,0,0,22,14,8,0,0,0,118,54,60,4,0,0,581,147,278,128,23,5,7,1,5,1,0,0,46,5,21,18,2,0,219,13,114,85,6,1,58,5,22,16,11,4,205,103,97,5,0,0,46,20,19,3,4,0,94,27,40,19,7,1,57,12,24,14,7,0,1,0,1,0,0,0,0,0,0,0,0,0,36,15,15,5,0,1
95MM13S1,401,29,169,154,40,9,59,9,46,3,1,0,24,4,17,3,0,0,35,5,29,0,1,0,312,17,117,138,31,9,27,1,21,5,0,0,58,3,27,24,4,0,116,3,23,78,10,2,56,0,10,24,15,7,39,7,29,2,1,0,16,3,7,5,1,0,30,3,6,13,8,0,20,1,2,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,2,2,0
95MM13S2,493,262,193,31,7,0,150,103,46,1,0,0,29,18,11,0,0,0,121,85,35,1,0,0,300,138,131,25,6,0,9,4,4,1,0,0,39,11,25,3,0,0,54,8,33,10,3,0,30,5,15,9,1,0,134,88,45,1,0,0,34,22,9,1,2,0,43,21,16,5,1,0,26,14,8,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,15,5,8,2,0,0
95MM13S3,551,185,258,86,16,6,105,49,55,1,0,0,17,10,7,0,0,0,88,39,48,1,0,0,392,122,173,79,12,6,14,3,10,0,0,1,37,5,20,12,0,0,99,6,50,36,4,3,42,3,15,14,8,2,151,83,60,8,0,0,49,22,18,9,0,0,54,14,30,6,4,0,25,4,15,3,3,0,0,0,0,0,0,0,2,0,2,0,0,0,27,10,13,3,1,0
95MM13S4,849,185,419,201,35,9,153,61,90,2,0,0,60,27,33,0,0,0,93,34,57,2,0,0,613,109,289,180,28,7,50,1,41,8,0,0,64,5,44,15,0,0,262,13,86,137,21,5,28,1,11,8,6,2,187,83,97,6,1,0,22,6,10,6,0,0,83,15,40,19,7,2,46,8,18,14,5,1,0,0,0,0,0,0,6,0,6,0,0,0,31,7,16,5,2,1
95MM13S5,696,50,269,299,60,18,100,21,76,3,0,0,26,10,15,1,0,0,74,11,61,2,0,0,554,29,179,277,54,15,13,1,9,3,0,0,69,1,24,38,4,2,311,3,71,196,31,10,62,1,16,24,18,3,83,20,52,11,0,0,16,3,7,5,1,0,42,0,14,19,6,3,32,0,8,16,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,3,1,0
95MM14S1,371,153,140,61,11,6,169,112,54,3,0,0,88,69,18,1,0,0,81,43,36,2,0,0,176,30,79,52,10,5,31,4,22,5,0,0,35,6,13,15,1,0,51,3,16,27,3,2,18,0,7,3,5,3,24,14,10,0,0,0,17,3,11,2,1,0,26,11,7,6,1,1,6,2,2,2,0,0,0,0,0,0,0,0,6,3,1,1,1,0,14,6,4,3,0,1
95MM14S2,805,417,322,50,12,4,348,245,102,1,0,0,115,84,30,1,0,0,233,161,72,0,0,0,384,138,189,43,10,4,36,9,25,2,0,0,54,11,36,7,0,0,100,21,53,20,4,2,28,3,11,8,4,2,109,68,37,4,0,0,57,26,27,2,2,0,73,34,31,6,2,0,21,9,8,3,1,0,0,0,0,0,0,0,6,4,1,1,0,0,46,21,22,2,1,0
95MM15S1,656,91,252,230,55,28,174,64,100,9,1,0,75,32,40,3,0,0,99,32,60,6,1,0,449,24,141,207,51,26,54,1,32,21,0,0,85,5,32,39,6,3,172,1,28,111,19,13,71,4,8,26,23,10,27,10,15,2,0,0,40,3,26,8,3,0,33,3,11,14,3,2,17,1,3,9,3,1,0,0,0,0,0,0,3,2,1,0,0,0,13,0,7,5,0,1
95MM15S2,914,124,332,352,73,33,179,63,101,9,3,3,65,32,29,2,0,2,114,31,72,7,3,1,681,53,212,326,62,28,42,5,21,14,0,2,115,3,34,66,10,2,302,8,63,190,26,15,74,0,14,30,22,8,110,32,62,15,1,0,38,5,18,11,3,1,54,8,19,17,8,2,24,1,5,10,6,2,0,0,0,0,0,0,4,2,2,0,0,0,26,5,12,7,2,0
95MM16S1,913,261,417,198,27,10,241,110,125,5,1,0,60,37,23,0,0,0,181,73,102,5,1,0,605,134,266,176,21,8,27,2,23,2,0,0,97,17,43,35,2,0,225,24,90,98,7,6,48,2,15,20,9,2,157,79,69,8,1,0,51,10,26,13,2,0,67,17,26,17,5,2,35,10,12,8,3,2,0,0,0,0,0,0,3,2,1,0,0,0,29,5,13,9,2,0
95MM16S2,1166,111,473,456,93,33,227,42,166,15,3,1,54,16,35,2,1,0,173,26,131,13,2,1,853,58,279,410,82,24,63,3,29,29,2,0,199,7,61,114,13,4,374,9,100,219,37,9,79,2,11,30,25,11,107,34,65,6,2,0,31,3,13,12,3,0,86,11,28,31,8,8,48,3,15,17,7,6,0,0,0,0,0,0,4,1,3,0,0,0,34,7,10,14,1,2
95MM17S1,610,65,262,224,45,14,77,29,42,6,0,0,19,12,7,0,0,0,58,17,35,6,0,0,488,35,209,202,37,5,20,4,13,3,0,0,75,5,38,30,2,0,199,3,75,107,12,2,97,2,29,42,21,3,65,19,39,7,0,0,32,2,15,13,2,0,45,1,11,16,8,9,25,0,4,8,7,6,0,0,0,0,0,0,1,0,0,1,0,0,19,1,7,7,1,3
95MM17S2,737,277,304,123,24,9,237,147,87,3,0,0,70,50,20,0,0,0,167,97,67,3,0,0,425,103,188,108,20,6,41,10,23,8,0,0,61,10,29,22,0,0,100,11,38,43,6,2,69,6,29,18,14,2,97,46,39,11,0,1,57,20,30,6,0,1,75,27,29,12,4,3,37,15,11,6,4,1,1,0,1,0,0,0,1,0,1,0,0,0,36,12,16,6,0,2
95MM18S1,784,105,346,241,70,22,168,44,109,9,4,2,51,17,31,1,2,0,117,27,78,8,2,2,551,49,216,218,51,17,36,3,23,9,1,0,92,3,39,42,7,1,221,7,76,109,21,8,88,3,20,38,20,7,63,24,31,7,0,1,51,9,27,13,2,0,65,12,21,14,15,3,32,2,10,8,11,1,0,0,0,0,0,0,1,1,0,0,0,0,32,9,11,6,4,2
95MM18S2,982,133,430,347,60,12,191,69,113,7,2,0,42,21,19,1,1,0,149,48,94,6,1,0,724,56,293,313,52,10,33,5,21,7,0,0,117,2,49,59,6,1,326,9,100,191,21,5,88,4,24,37,19,4,126,30,80,10,6,0,34,6,19,9,0,0,67,8,24,27,6,2,31,4,10,11,4,2,1,1,0,0,0,0,1,0,1,0,0,0,34,3,13,16,2,0
95MM19S1,634,101,293,180,44,16,165,51,105,8,1,0,66,31,32,3,0,0,99,20,73,5,1,0,424,43,174,155,39,13,48,6,35,7,0,0,105,5,49,49,2,0,97,5,34,46,10,2,95,2,21,37,25,10,45,20,21,3,1,0,34,5,14,13,1,1,45,7,14,17,4,3,16,3,4,5,2,2,0,0,0,0,0,0,2,1,1,0,0,0,27,3,9,12,2,1
95MM19S2,635,133,344,131,18,9,224,66,152,6,0,0,30,8,21,1,0,0,194,58,131,5,0,0,366,57,179,108,17,5,18,1,14,3,0,0,87,11,38,35,3,0,146,18,75,46,7,0,33,0,8,14,6,5,60,21,33,6,0,0,22,6,11,4,1,0,45,10,13,17,1,4,14,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,10,12,1,4
95MM20S1,716,192,370,126,19,9,242,113,128,1,0,0,115,65,50,0,0,0,127,48,78,1,0,0,443,68,229,118,19,9,67,12,48,6,0,1,90,11,58,21,0,0,127,7,51,56,8,5,52,2,18,22,7,3,66,27,33,4,2,0,41,9,21,9,2,0,31,11,13,7,0,0,7,1,4,2,0,0,0,0,0,0,0,0,5,3,2,0,0,0,19,7,7,5,0,0
95MM20S2,753,225,356,146,19,7,238,116,118,3,1,0,125,74,51,0,0,0,113,42,67,3,1,0,471,94,222,132,16,7,72,8,50,13,1,0,92,13,53,25,1,0,118,17,49,49,2,1,84,8,29,31,10,6,70,33,30,6,1,0,35,15,11,8,1,0,44,15,16,11,2,0,18,9,5,3,1,0,0,0,0,0,0,0,8,4,3,1,0,0,18,2,8,7,1,0
95MM21S1,611,129,287,137,46,12,143,62,77,2,0,2,48,26,22,0,0,0,95,36,55,2,0,2,435,60,195,127,43,10,32,5,22,5,0,0,80,5,42,32,0,1,147,9,69,49,17,3,66,1,13,24,22,6,78,33,35,8,2,0,32,7,14,9,2,0,33,7,15,8,3,0,15,2,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,7,4,2,0
95MM21S2,643,63,273,221,70,16,124,30,88,5,0,1,53,14,38,1,0,0,71,16,50,4,0,1,482,30,172,201,64,15,57,2,38,16,1,0,101,3,37,53,7,1,159,6,43,84,21,5,81,1,11,30,30,9,47,11,29,6,1,0,37,7,14,12,4,0,37,3,13,15,6,0,15,1,4,7,3,0,0,0,0,0,0,0,2,0,2,0,0,0,20,2,7,8,3,0
95MM22S1,477,127,236,91,10,13,135,63,70,2,0,0,62,29,32,1,0,0,73,34,38,1,0,0,308,59,153,80,7,9,51,4,39,7,0,1,43,8,22,13,0,0,78,9,31,31,1,6,54,7,26,14,5,2,47,26,14,6,1,0,35,5,21,9,0,0,34,5,13,9,3,4,19,2,6,6,1,4,0,0,0,0,0,0,3,0,3,0,0,0,12,3,4,3,2,0
95MM22S2,496,81,238,131,36,10,140,53,80,6,1,0,91,43,47,1,0,0,49,10,33,5,1,0,310,21,144,110,28,7,62,1,44,17,0,0,50,1,26,19,4,0,72,3,20,40,7,2,80,4,28,28,16,4,21,6,13,2,0,0,25,6,13,4,1,1,46,7,14,15,7,3,25,1,6,11,5,2,0,0,0,0,0,0,3,1,1,1,0,0,18,5,7,3,2,1
95MM23W1,1074,506,445,100,19,4,379,247,129,3,0,0,98,77,21,0,0,0,281,170,108,3,0,0,492,168,241,70,11,2,36,6,30,0,0,0,104,41,49,12,2,0,103,18,56,26,3,0,69,12,27,24,4,2,106,64,39,2,1,0,74,27,40,6,1,0,203,91,75,27,8,2,51,18,15,11,7,0,11,5,4,0,0,2,9,2,6,1,0,0,132,66,50,15,1,0
95MM24W1,892,373,389,94,31,5,187,119,64,3,1,0,73,44,28,1,0,0,114,75,36,2,1,0,590,213,276,75,21,5,52,12,37,3,0,0,48,7,30,9,1,1,116,19,58,31,7,1,92,17,42,23,7,3,190,116,69,3,2,0,92,42,40,6,4,0,115,41,49,16,9,0,68,19,32,11,6,0,0,0,0,0,0,0,2,2,0,0,0,0,45,20,17,5,3,0
95MM25S1,474,243,184,32,10,5,120,83,36,1,0,0,20,11,9,0,0,0,100,72,27,1,0,0,305,148,127,23,5,2,10,3,5,2,0,0,23,7,15,1,0,0,57,13,37,5,1,1,39,12,14,10,3,0,139,97,37,4,1,0,37,16,19,1,0,1,49,12,21,8,5,3,31,7,13,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,18,5,8,2,3,0
95MM25S2,504,239,217,41,5,2,97,75,22,0,0,0,18,12,6,0,0,0,79,63,16,0,0,0,352,145,172,30,3,2,10,4,6,0,0,0,25,7,17,1,0,0,69,12,43,12,1,1,41,2,26,11,1,1,170,109,56,4,1,0,37,11,24,2,0,0,55,19,23,11,2,0,34,12,13,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,20,7,9,3,1,0
95MM25S3,528,171,257,79,17,4,102,46,54,1,1,0,12,7,4,0,1,0,90,39,50,1,0,0,361,105,180,62,12,2,6,0,6,0,0,0,29,2,19,7,1,0,101,8,53,35,4,1,27,3,8,10,5,1,173,82,85,4,2,0,25,10,9,6,0,0,65,20,23,16,4,2,37,10,14,8,3,2,0,0,0,0,0,0,3,0,3,0,0,0,25,10,6,8,1,0
95MM25S4,682,146,304,175,49,8,135,65,65,3,2,0,41,27,13,0,1,0,94,38,52,3,1,0,495,70,221,159,37,8,10,0,9,1,0,0,54,4,38,12,0,0,192,7,63,104,16,2,55,1,13,21,14,6,146,52,79,13,2,0,38,6,19,8,5,0,52,11,18,13,10,0,35,7,11,9,8,0,1,0,1,0,0,0,1,0,1,0,0,0,15,4,5,4,2,0
95MM26S1,597,205,260,92,29,11,122,68,51,3,0,0,30,15,14,1,0,0,92,53,37,2,0,0,395,112,179,72,23,9,13,3,8,1,1,0,46,5,27,12,0,2,113,8,55,34,12,4,66,4,30,19,10,3,116,74,39,3,0,0,41,18,20,3,0,0,80,25,30,17,6,2,40,7,15,11,5,2,1,1,0,0,0,0,2,1,1,0,0,0,37,16,14,6,1,0
