ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC3601NI0001,Count,PERSONS,"All categories: Unpaid care, All categories: Hours worked"
DC3601NI0002,Count,PERSONS,"All categories: Unpaid care, Part-time hours worked per week: 15 hours or less"
DC3601NI0003,Count,PERSONS,"All categories: Unpaid care, Part-time hours worked per week: 16 to 30 hours"
DC3601NI0004,Count,PERSONS,"All categories: Unpaid care, Full-time hours worked per week: 31 to 48 hours"
DC3601NI0005,Count,PERSONS,"All categories: Unpaid care, Full-time hours worked per week: 49 or more hours"
DC3601NI0006,Count,PERSONS,"Provides no unpaid care, All categories: Hours worked"
DC3601NI0007,Count,PERSONS,"Provides no unpaid care, Part-time hours worked per week: 15 hours or less"
DC3601NI0008,Count,PERSONS,"Provides no unpaid care, Part-time hours worked per week: 16 to 30 hours"
DC3601NI0009,Count,PERSONS,"Provides no unpaid care, Full-time hours worked per week: 31 to 48 hours"
DC3601NI0010,Count,PERSONS,"Provides no unpaid care, Full-time hours worked per week: 49 or more hours"
DC3601NI0011,Count,PERSONS,"Provides 1 to 19 hours unpaid care a week, All categories: Hours worked"
DC3601NI0012,Count,PERSONS,"Provides 1 to 19 hours unpaid care a week, Part-time hours worked per week: 15 hours or less"
DC3601NI0013,Count,PERSONS,"Provides 1 to 19 hours unpaid care a week, Part-time hours worked per week: 16 to 30 hours"
DC3601NI0014,Count,PERSONS,"Provides 1 to 19 hours unpaid care a week, Full-time hours worked per week: 31 to 48 hours"
DC3601NI0015,Count,PERSONS,"Provides 1 to 19 hours unpaid care a week, Full-time hours worked per week: 49 or more hours"
DC3601NI0016,Count,PERSONS,"Provides 20 to 49 hours unpaid care a week, All categories: Hours worked"
DC3601NI0017,Count,PERSONS,"Provides 20 to 49 hours unpaid care a week, Part-time hours worked per week: 15 hours or less"
DC3601NI0018,Count,PERSONS,"Provides 20 to 49 hours unpaid care a week, Part-time hours worked per week: 16 to 30 hours"
DC3601NI0019,Count,PERSONS,"Provides 20 to 49 hours unpaid care a week, Full-time hours worked per week: 31 to 48 hours"
DC3601NI0020,Count,PERSONS,"Provides 20 to 49 hours unpaid care a week, Full-time hours worked per week: 49 or more hours"
DC3601NI0021,Count,PERSONS,"Provides 50 or more hours unpaid care a week, All categories: Hours worked"
DC3601NI0022,Count,PERSONS,"Provides 50 or more hours unpaid care a week, Part-time hours worked per week: 15 hours or less"
DC3601NI0023,Count,PERSONS,"Provides 50 or more hours unpaid care a week, Part-time hours worked per week: 16 to 30 hours"
DC3601NI0024,Count,PERSONS,"Provides 50 or more hours unpaid care a week, Full-time hours worked per week: 31 to 48 hours"
DC3601NI0025,Count,PERSONS,"Provides 50 or more hours unpaid care a week, Full-time hours worked per week: 49 or more hours"
