ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2248NI0001,Count,PERSONS,"All categories: Ethnic Group, All categories: Religion brought up in"
DC2248NI0002,Count,PERSONS,"All categories: Ethnic Group, Catholic"
DC2248NI0003,Count,PERSONS,"All categories: Ethnic Group, Protestant and other Christian (including Christian related)"
DC2248NI0004,Count,PERSONS,"All categories: Ethnic Group, Other religions "
DC2248NI0005,Count,PERSONS,"All categories: Ethnic Group, None"
DC2248NI0006,Count,PERSONS,"White, All categories: Religion brought up in"
DC2248NI0007,Count,PERSONS,"White, Catholic"
DC2248NI0008,Count,PERSONS,"White, Protestant and other Christian (including Christian related)"
DC2248NI0009,Count,PERSONS,"White, Other religions "
DC2248NI0010,Count,PERSONS,"White, None"
DC2248NI0011,Count,PERSONS,"White: White, All categories: Religion brought up in"
DC2248NI0012,Count,PERSONS,"White: White, Catholic"
DC2248NI0013,Count,PERSONS,"White: White, Protestant and other Christian (including Christian related)"
DC2248NI0014,Count,PERSONS,"White: White, Other religions "
DC2248NI0015,Count,PERSONS,"White: White, None"
DC2248NI0016,Count,PERSONS,"White: Irish Traveller, All categories: Religion brought up in"
DC2248NI0017,Count,PERSONS,"White: Irish Traveller, Catholic"
DC2248NI0018,Count,PERSONS,"White: Irish Traveller, Protestant and other Christian (including Christian related)"
DC2248NI0019,Count,PERSONS,"White: Irish Traveller, Other religions "
DC2248NI0020,Count,PERSONS,"White: Irish Traveller, None"
DC2248NI0021,Count,PERSONS,"Asian, All categories: Religion brought up in"
DC2248NI0022,Count,PERSONS,"Asian, Catholic"
DC2248NI0023,Count,PERSONS,"Asian, Protestant and other Christian (including Christian related)"
DC2248NI0024,Count,PERSONS,"Asian, Other religions "
DC2248NI0025,Count,PERSONS,"Asian, None"
DC2248NI0026,Count,PERSONS,"Asian: Chinese, All categories: Religion brought up in"
DC2248NI0027,Count,PERSONS,"Asian: Chinese, Catholic"
DC2248NI0028,Count,PERSONS,"Asian: Chinese, Protestant and other Christian (including Christian related)"
DC2248NI0029,Count,PERSONS,"Asian: Chinese, Other religions "
DC2248NI0030,Count,PERSONS,"Asian: Chinese, None"
DC2248NI0031,Count,PERSONS,"Asian: Indian, All categories: Religion brought up in"
DC2248NI0032,Count,PERSONS,"Asian: Indian, Catholic"
DC2248NI0033,Count,PERSONS,"Asian: Indian, Protestant and other Christian (including Christian related)"
DC2248NI0034,Count,PERSONS,"Asian: Indian, Other religions "
DC2248NI0035,Count,PERSONS,"Asian: Indian, None"
DC2248NI0036,Count,PERSONS,"Asian: Pakistani, All categories: Religion brought up in"
DC2248NI0037,Count,PERSONS,"Asian: Pakistani, Catholic"
DC2248NI0038,Count,PERSONS,"Asian: Pakistani, Protestant and other Christian (including Christian related)"
DC2248NI0039,Count,PERSONS,"Asian: Pakistani, Other religions "
DC2248NI0040,Count,PERSONS,"Asian: Pakistani, None"
DC2248NI0041,Count,PERSONS,"Asian: Bangladeshi, All categories: Religion brought up in"
DC2248NI0042,Count,PERSONS,"Asian: Bangladeshi, Catholic"
DC2248NI0043,Count,PERSONS,"Asian: Bangladeshi, Protestant and other Christian (including Christian related)"
DC2248NI0044,Count,PERSONS,"Asian: Bangladeshi, Other religions "
DC2248NI0045,Count,PERSONS,"Asian: Bangladeshi, None"
DC2248NI0046,Count,PERSONS,"Asian: Other Asian, All categories: Religion brought up in"
DC2248NI0047,Count,PERSONS,"Asian: Other Asian, Catholic"
DC2248NI0048,Count,PERSONS,"Asian: Other Asian, Protestant and other Christian (including Christian related)"
DC2248NI0049,Count,PERSONS,"Asian: Other Asian, Other religions "
DC2248NI0050,Count,PERSONS,"Asian: Other Asian, None"
DC2248NI0051,Count,PERSONS,"Black, All categories: Religion brought up in"
DC2248NI0052,Count,PERSONS,"Black, Catholic"
DC2248NI0053,Count,PERSONS,"Black, Protestant and other Christian (including Christian related)"
DC2248NI0054,Count,PERSONS,"Black, Other religions "
DC2248NI0055,Count,PERSONS,"Black, None"
DC2248NI0056,Count,PERSONS,"Black: Caribbean, All categories: Religion brought up in"
DC2248NI0057,Count,PERSONS,"Black: Caribbean, Catholic"
DC2248NI0058,Count,PERSONS,"Black: Caribbean, Protestant and other Christian (including Christian related)"
DC2248NI0059,Count,PERSONS,"Black: Caribbean, Other religions "
DC2248NI0060,Count,PERSONS,"Black: Caribbean, None"
DC2248NI0061,Count,PERSONS,"Black: African, All categories: Religion brought up in"
DC2248NI0062,Count,PERSONS,"Black: African, Catholic"
DC2248NI0063,Count,PERSONS,"Black: African, Protestant and other Christian (including Christian related)"
DC2248NI0064,Count,PERSONS,"Black: African, Other religions "
DC2248NI0065,Count,PERSONS,"Black: African, None"
DC2248NI0066,Count,PERSONS,"Black: Black Other, All categories: Religion brought up in"
DC2248NI0067,Count,PERSONS,"Black: Black Other, Catholic"
DC2248NI0068,Count,PERSONS,"Black: Black Other, Protestant and other Christian (including Christian related)"
DC2248NI0069,Count,PERSONS,"Black: Black Other, Other religions "
DC2248NI0070,Count,PERSONS,"Black: Black Other, None"
DC2248NI0071,Count,PERSONS,"Mixed, All categories: Religion brought up in"
DC2248NI0072,Count,PERSONS,"Mixed, Catholic"
DC2248NI0073,Count,PERSONS,"Mixed, Protestant and other Christian (including Christian related)"
DC2248NI0074,Count,PERSONS,"Mixed, Other religions "
DC2248NI0075,Count,PERSONS,"Mixed, None"
DC2248NI0076,Count,PERSONS,"Other, All categories: Religion brought up in"
DC2248NI0077,Count,PERSONS,"Other, Catholic"
DC2248NI0078,Count,PERSONS,"Other, Protestant and other Christian (including Christian related)"
DC2248NI0079,Count,PERSONS,"Other, Other religions "
DC2248NI0080,Count,PERSONS,"Other, None"
