ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2105NI0001,Count,PERSONS,"All categories: Sex, All categories: Age, All categories: National Identity Class 1"
DC2105NI0002,Count,PERSONS,"All categories: Sex, All categories: Age, All usual residents: At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities"
DC2105NI0003,Count,PERSONS,"All categories: Sex, All categories: Age, All usual residents: No British/Irish/Northern Irish/English/Scottish/Welsh identities"
DC2105NI0004,Count,PERSONS,"All categories: Sex, All categories: Age, British only"
DC2105NI0005,Count,PERSONS,"All categories: Sex, All categories: Age, Irish only"
DC2105NI0006,Count,PERSONS,"All categories: Sex, All categories: Age, Northern Irish only"
DC2105NI0007,Count,PERSONS,"All categories: Sex, All categories: Age, British and Northern Irish only"
DC2105NI0008,Count,PERSONS,"All categories: Sex, All categories: Age, Irish and Northern Irish only"
DC2105NI0009,Count,PERSONS,"All categories: Sex, All categories: Age, British, Irish and Northern Irish only"
DC2105NI0010,Count,PERSONS,"All categories: Sex, All categories: Age, British and Irish only"
DC2105NI0011,Count,PERSONS,"All categories: Sex, All categories: Age, English only"
DC2105NI0012,Count,PERSONS,"All categories: Sex, All categories: Age, Scottish only"
DC2105NI0013,Count,PERSONS,"All categories: Sex, All categories: Age, Welsh only"
DC2105NI0014,Count,PERSONS,"All categories: Sex, All categories: Age, Other British/Irish/Northern Irish/English/Scottish/Welsh only"
DC2105NI0015,Count,PERSONS,"All categories: Sex, All categories: Age, Other EU Member countries prior to 2004 expansion only"
DC2105NI0016,Count,PERSONS,"All categories: Sex, All categories: Age, Other EU Member countries prior to 2004 expansion and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0017,Count,PERSONS,"All categories: Sex, All categories: Age, EU accession countries 2004 onwards only: Total"
DC2105NI0018,Count,PERSONS,"All categories: Sex, All categories: Age, EU accession countries 2004 onwards only: Polish only"
DC2105NI0019,Count,PERSONS,"All categories: Sex, All categories: Age, EU accession countries 2004 onwards only: Lithuanian only"
DC2105NI0020,Count,PERSONS,"All categories: Sex, All categories: Age, EU accession countries 2004 onwards only: Other EU Accession countries 2004 onwards only"
DC2105NI0021,Count,PERSONS,"All categories: Sex, All categories: Age, EU accession countries 2004 onwards and at least one of British / Irish / Northern Irish / English / Scottish / Welsh: Total"
DC2105NI0022,Count,PERSONS,"All categories: Sex, All categories: Age, EU accession countries 2004 onwards and at least one of British / Irish / Northern Irish / English / Scottish / Welsh: Polish and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0023,Count,PERSONS,"All categories: Sex, All categories: Age, EU accession countries 2004 onwards and at least one of British / Irish / Northern Irish / English / Scottish / Welsh: Lithuanian and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0024,Count,PERSONS,"All categories: Sex, All categories: Age, EU accession countries 2004 onwards and at least one of British / Irish / Northern Irish / English / Scottish / Welsh: Other EU Accession countries 2004 onwards and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0025,Count,PERSONS,"All categories: Sex, All categories: Age, Other only"
DC2105NI0026,Count,PERSONS,"All categories: Sex, All categories: Age, Other and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0027,Count,PERSONS,"All categories: Sex, Aged 0 to 15, All categories: National Identity Class 1"
DC2105NI0028,Count,PERSONS,"All categories: Sex, Aged 0 to 15, All usual residents: At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities"
DC2105NI0029,Count,PERSONS,"All categories: Sex, Aged 0 to 15, All usual residents: No British/Irish/Northern Irish/English/Scottish/Welsh identities"
DC2105NI0030,Count,PERSONS,"All categories: Sex, Aged 0 to 15, British only"
DC2105NI0031,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Irish only"
DC2105NI0032,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Northern Irish only"
DC2105NI0033,Count,PERSONS,"All categories: Sex, Aged 0 to 15, British and Northern Irish only"
DC2105NI0034,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Irish and Northern Irish only"
DC2105NI0035,Count,PERSONS,"All categories: Sex, Aged 0 to 15, British, Irish and Northern Irish only"
DC2105NI0036,Count,PERSONS,"All categories: Sex, Aged 0 to 15, British and Irish only"
DC2105NI0037,Count,PERSONS,"All categories: Sex, Aged 0 to 15, English only"
DC2105NI0038,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Scottish only"
DC2105NI0039,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Welsh only"
DC2105NI0040,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Other British/Irish/Northern Irish/English/Scottish/Welsh only"
DC2105NI0041,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Other EU Member countries prior to 2004 expansion only"
DC2105NI0042,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Other EU Member countries prior to 2004 expansion and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0043,Count,PERSONS,"All categories: Sex, Aged 0 to 15, EU accession countries 2004 onwards only: Total"
DC2105NI0044,Count,PERSONS,"All categories: Sex, Aged 0 to 15, EU accession countries 2004 onwards only: Polish only"
DC2105NI0045,Count,PERSONS,"All categories: Sex, Aged 0 to 15, EU accession countries 2004 onwards only: Lithuanian only"
DC2105NI0046,Count,PERSONS,"All categories: Sex, Aged 0 to 15, EU accession countries 2004 onwards only: Other EU Accession countries 2004 onwards only"
DC2105NI0047,Count,PERSONS,"All categories: Sex, Aged 0 to 15, EU accession countries 2004 onwards and at least one of British / Irish / Northern Irish / English / Scottish / Welsh: Total"
DC2105NI0048,Count,PERSONS,"All categories: Sex, Aged 0 to 15, EU accession countries 2004 onwards and at least one of British / Irish / Northern Irish / English / Scottish / Welsh: Polish and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0049,Count,PERSONS,"All categories: Sex, Aged 0 to 15, EU accession countries 2004 onwards and at least one of British / Irish / Northern Irish / English / Scottish / Welsh: Lithuanian and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0050,Count,PERSONS,"All categories: Sex, Aged 0 to 15, EU accession countries 2004 onwards and at least one of British / Irish / Northern Irish / English / Scottish / Welsh: Other EU Accession countries 2004 onwards and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0051,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Other only"
DC2105NI0052,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Other and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0053,Count,PERSONS,"All categories: Sex, Aged 16 to 24, All categories: National Identity Class 1"
DC2105NI0054,Count,PERSONS,"All categories: Sex, Aged 16 to 24, All usual residents: At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities"
DC2105NI0055,Count,PERSONS,"All categories: Sex, Aged 16 to 24, All usual residents: No British/Irish/Northern Irish/English/Scottish/Welsh identities"
DC2105NI0056,Count,PERSONS,"All categories: Sex, Aged 16 to 24, British only"
DC2105NI0057,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Irish only"
DC2105NI0058,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Northern Irish only"
DC2105NI0059,Count,PERSONS,"All categories: Sex, Aged 16 to 24, British and Northern Irish only"
DC2105NI0060,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Irish and Northern Irish only"
DC2105NI0061,Count,PERSONS,"All categories: Sex, Aged 16 to 24, British, Irish and Northern Irish only"
DC2105NI0062,Count,PERSONS,"All categories: Sex, Aged 16 to 24, British and Irish only"
DC2105NI0063,Count,PERSONS,"All categories: Sex, Aged 16 to 24, English only"
DC2105NI0064,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Scottish only"
DC2105NI0065,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Welsh only"
DC2105NI0066,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Other British/Irish/Northern Irish/English/Scottish/Welsh only"
DC2105NI0067,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Other EU Member countries prior to 2004 expansion only"
DC2105NI0068,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Other EU Member countries prior to 2004 expansion and at least one of British/Irish/Northern Irish/English/Scottish/Welsh"
DC2105NI0069,Count,PERSONS,"All categories: Sex, Aged 16 to 24, EU accession countries 2004 onwards only: Total"
DC2105NI0070,Count,PERSONS,"All categories: Sex, Aged 16 to 24, EU accession countries 2004 onwards only: Polish only"
