ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2111NI0001,Count,PERSONS,"All categories: Sex, All categories: Age, All categories: Main Language"
DC2111NI0002,Count,PERSONS,"All categories: Sex, All categories: Age, English"
DC2111NI0003,Count,PERSONS,"All categories: Sex, All categories: Age, Polish "
DC2111NI0004,Count,PERSONS,"All categories: Sex, All categories: Age, Lithuanian"
DC2111NI0005,Count,PERSONS,"All categories: Sex, All categories: Age, Irish (Gaelic)"
DC2111NI0006,Count,PERSONS,"All categories: Sex, All categories: Age, Portuguese "
DC2111NI0007,Count,PERSONS,"All categories: Sex, All categories: Age, Slovak"
DC2111NI0008,Count,PERSONS,"All categories: Sex, All categories: Age, Chinese"
DC2111NI0009,Count,PERSONS,"All categories: Sex, All categories: Age, Tagalog/Filipino"
DC2111NI0010,Count,PERSONS,"All categories: Sex, All categories: Age, Latvian "
DC2111NI0011,Count,PERSONS,"All categories: Sex, All categories: Age, Russian"
DC2111NI0012,Count,PERSONS,"All categories: Sex, All categories: Age, Malayalam"
DC2111NI0013,Count,PERSONS,"All categories: Sex, All categories: Age, Hungarian"
DC2111NI0014,Count,PERSONS,"All categories: Sex, All categories: Age, Other"
DC2111NI0015,Count,PERSONS,"All categories: Sex, Aged 3 to 11, All categories: Main Language"
DC2111NI0016,Count,PERSONS,"All categories: Sex, Aged 3 to 11, English"
DC2111NI0017,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Polish "
DC2111NI0018,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Lithuanian"
DC2111NI0019,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Irish (Gaelic)"
DC2111NI0020,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Portuguese "
DC2111NI0021,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Slovak"
DC2111NI0022,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Chinese"
DC2111NI0023,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Tagalog/Filipino"
DC2111NI0024,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Latvian "
DC2111NI0025,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Russian"
DC2111NI0026,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Malayalam"
DC2111NI0027,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Hungarian"
DC2111NI0028,Count,PERSONS,"All categories: Sex, Aged 3 to 11, Other"
DC2111NI0029,Count,PERSONS,"All categories: Sex, Aged 12 to 15, All categories: Main Language"
DC2111NI0030,Count,PERSONS,"All categories: Sex, Aged 12 to 15, English"
DC2111NI0031,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Polish "
DC2111NI0032,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Lithuanian"
DC2111NI0033,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Irish (Gaelic)"
DC2111NI0034,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Portuguese "
DC2111NI0035,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Slovak"
DC2111NI0036,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Chinese"
DC2111NI0037,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Tagalog/Filipino"
DC2111NI0038,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Latvian "
DC2111NI0039,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Russian"
DC2111NI0040,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Malayalam"
DC2111NI0041,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Hungarian"
DC2111NI0042,Count,PERSONS,"All categories: Sex, Aged 12 to 15, Other"
DC2111NI0043,Count,PERSONS,"All categories: Sex, Aged 16 to 24, All categories: Main Language"
DC2111NI0044,Count,PERSONS,"All categories: Sex, Aged 16 to 24, English"
DC2111NI0045,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Polish "
DC2111NI0046,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Lithuanian"
DC2111NI0047,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Irish (Gaelic)"
DC2111NI0048,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Portuguese "
DC2111NI0049,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Slovak"
DC2111NI0050,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Chinese"
DC2111NI0051,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Tagalog/Filipino"
DC2111NI0052,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Latvian "
DC2111NI0053,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Russian"
