DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2419NI","TENURE BY RELIGION OR RELIGION BROUGHT UP IN OF HRP","All Household Reference Persons (HRPs)","1. Shared ownership: pays part rent and part mortgage.; 2. 'Religion' indicates religion, religious denomination or body.; 3. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic.; "
