GeographyCode,DC2120NI0001,DC2120NI0002,DC2120NI0003,DC2120NI0004,DC2120NI0005,DC2120NI0006,DC2120NI0007,DC2120NI0008,DC2120NI0009,DC2120NI0010,DC2120NI0011,DC2120NI0012,DC2120NI0013,DC2120NI0014,DC2120NI0015,DC2120NI0016,DC2120NI0017,DC2120NI0018,DC2120NI0019,DC2120NI0020,DC2120NI0021,DC2120NI0022,DC2120NI0023,DC2120NI0024,DC2120NI0025,DC2120NI0026,DC2120NI0027,DC2120NI0028,DC2120NI0029,DC2120NI0030,DC2120NI0031,DC2120NI0032,DC2120NI0033,DC2120NI0034,DC2120NI0035,DC2120NI0036,DC2120NI0037,DC2120NI0038,DC2120NI0039,DC2120NI0040,DC2120NI0041,DC2120NI0042,DC2120NI0043,DC2120NI0044,DC2120NI0045,DC2120NI0046,DC2120NI0047,DC2120NI0048,DC2120NI0049,DC2120NI0050,DC2120NI0051,DC2120NI0052,DC2120NI0053,DC2120NI0054,DC2120NI0055,DC2120NI0056,DC2120NI0057,DC2120NI0058,DC2120NI0059,DC2120NI0060,DC2120NI0061,DC2120NI0062,DC2120NI0063,DC2120NI0064,DC2120NI0065,DC2120NI0066,DC2120NI0067,DC2120NI0068,DC2120NI0069,DC2120NI0070,DC2120NI0071,DC2120NI0072,DC2120NI0073,DC2120NI0074,DC2120NI0075,DC2120NI0076,DC2120NI0077,DC2120NI0078,DC2120NI0079,DC2120NI0080,DC2120NI0081,DC2120NI0082,DC2120NI0083,DC2120NI0084,DC2120NI0085,DC2120NI0086,DC2120NI0087,DC2120NI0088,DC2120NI0089,DC2120NI0090,DC2120NI0091,DC2120NI0092,DC2120NI0093,DC2120NI0094,DC2120NI0095,DC2120NI0096,DC2120NI0097,DC2120NI0098,DC2120NI0099,DC2120NI0100,DC2120NI0101,DC2120NI0102,DC2120NI0103,DC2120NI0104,DC2120NI0105,DC2120NI0106,DC2120NI0107,DC2120NI0108,DC2120NI0109,DC2120NI0110
95GG16S3,587,323,211,15,38,168,66,91,3,8,71,27,42,1,1,97,39,49,2,7,373,233,108,9,23,39,20,16,1,2,206,149,41,4,12,46,31,10,1,4,107,78,20,3,6,53,40,11,0,2,30,14,11,0,5,17,9,4,0,4,10,4,5,0,1,3,1,2,0,0,98,50,40,4,4,63,29,27,3,4,35,21,13,1,0,46,24,12,3,7,18,11,6,1,0,0,0,0,0,0,3,2,0,1,0,25,11,6,1,7
95GG17S1,770,684,51,12,23,198,170,20,3,5,59,44,11,2,2,139,126,9,1,3,504,456,23,9,16,32,30,1,0,1,197,180,6,7,4,45,43,0,2,0,108,96,4,5,3,44,41,2,0,1,32,25,4,0,3,14,12,2,0,0,17,12,2,0,3,1,1,0,0,0,243,221,12,2,8,196,179,9,1,7,47,42,3,1,1,68,58,8,0,2,35,31,3,0,1,0,0,0,0,0,2,1,1,0,0,31,26,4,0,1
95GG17S2,623,461,145,2,15,170,118,47,2,3,88,68,20,0,0,82,50,27,2,3,402,308,86,0,8,51,36,13,0,2,229,188,38,0,3,57,43,13,0,1,106,90,14,0,2,66,55,11,0,0,25,16,8,0,1,14,10,4,0,0,9,5,3,0,1,2,1,1,0,0,97,68,27,0,2,48,34,13,0,1,49,34,14,0,1,51,35,12,0,4,19,16,3,0,0,0,0,0,0,0,6,3,3,0,0,26,16,6,0,4
95GG17S3,744,301,408,2,33,268,102,158,2,6,108,28,79,1,0,160,74,79,1,6,427,173,230,0,24,31,5,26,0,0,177,92,74,0,11,49,19,24,0,6,93,57,32,0,4,35,16,18,0,1,36,14,20,0,2,13,5,7,0,1,21,9,11,0,1,2,0,2,0,0,183,62,110,0,11,133,54,69,0,10,50,8,41,0,1,49,26,20,0,3,19,8,11,0,0,0,0,0,0,0,4,3,1,0,0,26,15,8,0,3
95GG18S1,1073,984,66,8,15,361,334,20,4,3,145,137,8,0,0,216,197,12,4,3,579,530,35,3,11,36,36,0,0,0,159,147,9,1,2,40,37,3,0,0,78,71,4,1,2,41,39,2,0,0,54,43,6,0,5,18,16,2,0,0,35,26,4,0,5,1,1,0,0,0,330,304,20,2,4,240,224,13,2,1,90,80,7,0,3,133,120,11,1,1,58,52,5,0,1,0,0,0,0,0,4,4,0,0,0,71,64,6,1,0
95GG18S2,1070,959,84,5,22,385,347,34,0,4,76,69,7,0,0,309,278,27,0,4,532,479,38,3,12,22,21,1,0,0,141,123,12,2,4,32,29,2,0,1,68,57,6,2,3,41,37,4,0,0,64,48,11,0,5,34,26,4,0,4,27,20,6,0,1,3,2,1,0,0,305,287,14,1,3,204,194,7,1,2,101,93,7,0,1,153,133,12,2,6,39,32,4,2,1,1,1,0,0,0,7,7,0,0,0,106,93,8,0,5
95GG19S1,1061,48,965,7,41,525,17,493,2,13,272,4,267,0,1,253,13,226,2,12,475,26,421,5,23,69,0,66,3,0,152,5,144,0,3,64,0,63,0,1,43,3,38,0,2,45,2,43,0,0,33,1,28,1,3,12,0,10,0,2,19,1,16,1,1,2,0,2,0,0,221,20,183,1,17,152,18,118,0,16,69,2,65,1,1,61,5,51,0,5,14,1,13,0,0,0,0,0,0,0,6,0,5,0,1,41,4,33,0,4
95GG19S2,1178,149,967,6,56,479,45,410,4,20,152,5,145,0,2,327,40,265,4,18,625,90,499,1,35,44,0,42,1,1,194,25,159,0,10,66,3,60,0,3,83,19,59,0,5,45,3,40,0,2,66,12,42,0,12,26,7,10,0,9,37,5,29,0,3,3,0,3,0,0,321,53,256,0,12,247,49,187,0,11,74,4,69,0,1,74,14,58,1,1,38,8,30,0,0,0,0,0,0,0,0,0,0,0,0,36,6,28,1,1
95GG20S1,1393,324,902,36,131,616,108,438,13,57,172,2,167,2,1,444,106,271,11,56,572,141,376,12,43,43,0,43,0,0,188,32,129,8,19,79,14,54,3,8,74,15,45,4,10,35,3,30,1,1,106,43,49,2,12,72,33,29,1,9,30,10,17,1,2,4,0,3,0,1,235,66,155,2,12,177,54,112,1,10,58,12,43,1,2,205,75,88,11,31,38,15,21,0,2,6,2,2,1,1,8,0,8,0,0,153,58,57,10,28
95GG20S2,966,152,750,13,51,392,30,340,4,18,152,5,145,1,1,240,25,195,3,17,473,99,343,8,23,36,0,34,0,2,182,47,124,4,7,66,14,49,0,3,78,28,43,3,4,38,5,32,1,0,51,13,32,0,6,21,6,13,0,2,29,7,18,0,4,1,0,1,0,0,204,39,153,4,8,158,33,114,3,8,46,6,39,1,0,101,23,67,1,10,46,12,29,0,5,0,0,0,0,0,7,1,6,0,0,48,10,32,1,5
95GG21S1,639,590,42,1,6,235,215,18,1,1,92,86,6,0,0,143,129,12,1,1,335,312,18,0,5,15,15,0,0,0,99,91,4,0,4,20,19,1,0,0,30,25,1,0,4,49,47,2,0,0,19,16,3,0,0,8,8,0,0,0,8,5,3,0,0,3,3,0,0,0,202,190,11,0,1,123,118,4,0,1,79,72,7,0,0,69,63,6,0,0,35,32,3,0,0,1,0,1,0,0,1,1,0,0,0,32,30,2,0,0
95GG21S2,675,612,54,3,6,187,166,17,1,3,56,52,4,0,0,131,114,13,1,3,383,350,30,1,2,9,9,0,0,0,91,86,4,0,1,26,25,1,0,0,31,28,2,0,1,34,33,1,0,0,27,22,5,0,0,11,10,1,0,0,11,7,4,0,0,5,5,0,0,0,256,233,21,1,1,179,161,16,1,1,77,72,5,0,0,105,96,7,1,1,50,48,2,0,0,5,3,2,0,0,2,2,0,0,0,48,43,3,1,1
95GG21S3,948,789,67,50,42,432,371,25,15,21,120,113,5,0,2,312,258,20,15,19,399,327,31,26,15,20,19,1,0,0,109,70,8,24,7,35,20,1,11,3,48,25,6,13,4,26,25,1,0,0,52,39,9,1,3,38,30,6,0,2,12,7,3,1,1,2,2,0,0,0,218,199,13,1,5,141,128,8,1,4,77,71,5,0,1,117,91,11,9,6,33,28,3,1,1,2,2,0,0,0,8,8,0,0,0,74,53,8,8,5
95GG22S1,733,685,30,8,10,275,264,8,2,1,130,127,3,0,0,145,137,5,2,1,390,361,18,4,7,44,40,4,0,0,186,174,6,3,3,44,40,2,1,1,90,84,3,2,1,52,50,1,0,1,27,21,5,0,1,10,8,1,0,1,17,13,4,0,0,0,0,0,0,0,133,126,3,1,3,79,74,2,1,2,54,52,1,0,1,68,60,4,2,2,23,21,0,2,0,1,0,0,0,1,9,9,0,0,0,35,30,4,0,1
95GG22S2,814,774,29,6,5,317,302,9,3,3,179,170,7,2,0,138,132,2,1,3,426,407,14,3,2,52,51,1,0,0,244,233,8,2,1,57,54,2,1,0,109,104,3,1,1,78,75,3,0,0,21,19,1,0,1,9,8,1,0,0,12,11,0,0,1,0,0,0,0,0,109,104,4,1,0,66,61,4,1,0,43,43,0,0,0,71,65,6,0,0,34,32,2,0,0,0,0,0,0,0,8,8,0,0,0,29,25,4,0,0
95GG22S3,661,635,21,1,4,191,186,4,0,1,79,76,3,0,0,112,110,1,0,1,402,383,15,1,3,37,36,1,0,0,198,189,6,1,2,42,41,1,0,0,92,85,5,0,2,64,63,0,1,0,22,19,3,0,0,12,10,2,0,0,7,6,1,0,0,3,3,0,0,0,145,139,5,0,1,88,83,4,0,1,57,56,1,0,0,68,66,2,0,0,31,30,1,0,0,1,1,0,0,0,9,9,0,0,0,27,26,1,0,0
95GG23S1,566,157,363,16,30,115,21,86,1,7,55,7,47,0,1,60,14,39,1,6,420,125,261,14,20,78,14,61,1,2,271,92,154,11,14,98,26,64,3,5,117,47,56,7,7,56,19,34,1,2,19,8,9,1,1,13,3,8,1,1,5,4,1,0,0,1,1,0,0,0,52,11,37,1,3,29,10,16,1,2,23,1,21,0,1,31,11,16,1,3,11,5,6,0,0,0,0,0,0,0,2,0,2,0,0,18,6,8,1,3
95GG23S2,579,402,154,4,19,178,85,84,1,8,101,39,59,0,3,77,46,25,1,5,382,307,64,3,8,52,31,20,0,1,262,227,30,2,3,52,41,10,0,1,127,108,15,2,2,83,78,5,0,0,25,19,4,1,1,8,6,1,0,1,13,11,2,0,0,4,2,1,1,0,43,30,10,0,3,31,23,6,0,2,12,7,4,0,1,19,10,6,0,3,7,4,2,0,1,1,0,0,0,1,3,1,2,0,0,8,5,2,0,1
95GG23S3,676,230,393,21,32,197,74,112,6,5,87,21,64,1,1,110,53,48,5,4,428,137,255,11,25,73,13,58,2,0,252,88,140,9,15,82,20,55,1,6,102,48,41,8,5,68,20,44,0,4,35,15,16,0,4,19,10,6,0,3,15,5,9,0,1,1,0,1,0,0,68,21,41,0,6,31,15,12,0,4,37,6,29,0,2,51,19,26,4,2,13,7,6,0,0,0,0,0,0,0,4,0,4,0,0,34,12,16,4,2
95GG24S1,612,356,228,12,16,260,154,94,5,7,139,80,54,3,2,121,74,40,2,5,317,183,120,6,8,47,27,19,1,0,172,98,65,3,6,52,31,19,0,2,80,45,28,3,4,40,22,18,0,0,32,19,10,2,1,20,11,8,1,0,12,8,2,1,1,0,0,0,0,0,66,39,26,0,1,35,19,15,0,1,31,20,11,0,0,35,19,14,1,1,10,3,6,1,0,1,0,1,0,0,7,6,1,0,0,17,10,6,0,1
95GG24S2,712,99,561,5,47,259,37,206,2,14,88,8,79,1,0,171,29,127,1,14,409,53,327,3,26,64,0,63,1,0,191,21,163,1,6,68,7,57,0,4,71,13,57,1,0,52,1,49,0,2,55,16,26,0,13,32,9,13,0,10,18,5,10,0,3,5,2,3,0,0,99,16,75,1,7,72,11,53,1,7,27,5,22,0,0,44,9,28,0,7,17,6,9,0,2,1,1,0,0,0,6,0,6,0,0,20,2,13,0,5
95GG24S3,621,310,267,8,36,195,85,95,3,12,79,34,42,1,2,116,51,53,2,10,385,199,160,4,22,36,18,18,0,0,241,128,97,3,13,57,22,29,1,5,133,81,44,2,6,51,25,24,0,2,37,21,10,0,6,22,12,7,0,3,11,6,2,0,3,4,3,1,0,0,71,32,35,1,3,45,16,25,1,3,26,16,10,0,0,41,26,12,1,2,14,10,3,1,0,0,0,0,0,0,1,0,1,0,0,26,16,8,0,2
95GG25S1,868,823,29,7,9,280,265,9,3,3,141,135,2,2,2,139,130,7,1,1,501,477,16,2,6,48,47,1,0,0,229,218,7,2,2,48,47,1,0,0,112,103,5,2,2,69,68,1,0,0,31,26,2,0,3,20,17,1,0,2,9,8,1,0,0,2,1,0,0,1,193,186,6,0,1,120,115,4,0,1,73,71,2,0,0,87,81,4,2,0,32,30,0,2,0,0,0,0,0,0,7,7,0,0,0,48,44,4,0,0
95GG25S2,716,689,20,2,5,224,213,7,1,3,91,87,2,1,1,133,126,5,0,2,416,404,9,1,2,30,30,0,0,0,201,194,5,1,1,33,32,0,0,1,115,110,5,0,0,53,52,0,1,0,20,20,0,0,0,11,11,0,0,0,8,8,0,0,0,1,1,0,0,0,165,160,4,0,1,89,85,4,0,0,76,75,0,0,1,76,72,4,0,0,36,34,2,0,0,0,0,0,0,0,3,3,0,0,0,37,35,2,0,0
95GG25S3,610,582,20,4,4,164,157,5,2,0,58,58,0,0,0,106,99,5,2,0,377,362,12,1,2,23,23,0,0,0,143,138,4,0,1,27,26,1,0,0,82,78,3,0,1,34,34,0,0,0,22,18,4,0,0,8,8,0,0,0,13,9,4,0,0,1,1,0,0,0,189,183,4,1,1,111,105,4,1,1,78,78,0,0,0,69,63,3,1,2,33,31,2,0,0,0,0,0,0,0,5,5,0,0,0,31,27,1,1,2
95GG26S1,848,58,746,6,38,273,18,246,1,8,83,3,78,0,2,190,15,168,1,6,505,28,452,3,22,64,0,63,1,0,182,9,164,0,9,52,1,48,0,3,75,7,63,0,5,55,1,53,0,1,38,2,27,1,8,21,2,14,0,5,17,0,13,1,3,0,0,0,0,0,221,17,198,1,5,153,11,137,1,4,68,6,61,0,1,70,12,48,2,8,35,5,25,0,5,0,0,0,0,0,6,1,5,0,0,29,6,18,2,3
95GG26S2,806,199,567,9,31,290,56,221,4,9,128,21,103,2,2,162,35,118,2,7,474,124,324,4,22,60,17,43,0,0,179,56,113,4,6,62,16,45,1,0,61,23,31,1,6,56,17,37,2,0,39,12,24,0,3,18,5,11,0,2,17,6,10,0,1,4,1,3,0,0,196,39,144,0,13,129,21,98,0,10,67,18,46,0,3,42,19,22,1,0,21,9,12,0,0,0,0,0,0,0,3,0,3,0,0,18,10,7,1,0
95GG27S1,487,459,22,2,4,85,81,2,1,1,20,20,0,0,0,65,61,2,1,1,338,318,17,1,2,14,13,1,0,0,176,165,10,1,0,26,26,0,0,0,116,106,9,1,0,34,33,1,0,0,20,17,1,0,2,10,8,1,0,1,8,7,0,0,1,2,2,0,0,0,128,123,5,0,0,89,85,4,0,0,39,38,1,0,0,64,60,3,0,1,34,33,1,0,0,0,0,0,0,0,1,1,0,0,0,29,26,2,0,1
95GG27S2,607,578,27,0,2,169,162,7,0,0,39,39,0,0,0,130,123,7,0,0,364,346,17,0,1,18,17,1,0,0,143,141,2,0,0,27,26,1,0,0,84,83,1,0,0,32,32,0,0,0,26,24,2,0,0,8,8,0,0,0,17,15,2,0,0,1,1,0,0,0,177,164,12,0,1,124,116,7,0,1,53,48,5,0,0,74,70,3,0,1,37,34,2,0,1,0,0,0,0,0,5,5,0,0,0,32,31,1,0,0
95GG27S3,727,682,33,3,9,241,218,18,1,4,47,44,2,0,1,194,174,16,1,3,397,382,12,2,1,42,42,0,0,0,170,164,4,2,0,38,38,0,0,0,65,59,4,2,0,67,67,0,0,0,19,18,1,0,0,8,7,1,0,0,10,10,0,0,0,1,1,0,0,0,166,158,7,0,1,105,99,5,0,1,61,59,2,0,0,89,82,3,0,4,37,36,0,0,1,0,0,0,0,0,1,1,0,0,0,51,45,3,0,3
95GG27S4,646,597,41,3,5,191,174,13,2,2,66,63,3,0,0,125,111,10,2,2,391,365,24,1,1,34,33,1,0,0,136,129,5,1,1,36,32,3,0,1,55,52,2,1,0,45,45,0,0,0,26,24,2,0,0,12,10,2,0,0,12,12,0,0,0,2,2,0,0,0,195,179,16,0,0,120,108,12,0,0,75,71,4,0,0,64,58,4,0,2,36,33,2,0,1,2,1,1,0,0,4,4,0,0,0,22,20,1,0,1
95GG28S1,839,36,740,3,60,203,7,181,1,14,69,2,67,0,0,134,5,114,1,14,591,28,523,2,38,58,0,58,0,0,360,12,330,1,17,94,2,89,0,3,204,8,181,1,14,62,2,60,0,0,48,6,35,1,6,27,6,14,1,6,19,0,19,0,0,2,0,2,0,0,125,10,100,0,15,90,5,71,0,14,35,5,29,0,1,45,1,36,0,8,18,0,16,0,2,1,0,1,0,0,4,0,4,0,0,22,1,15,0,6
95GG28S2,712,102,573,10,27,195,24,166,0,5,105,11,93,0,1,90,13,73,0,4,467,62,376,8,21,58,2,53,2,1,253,30,206,6,11,76,9,63,1,3,111,16,84,5,6,66,5,59,0,2,39,7,30,0,2,19,3,16,0,0,18,4,12,0,2,2,0,2,0,0,117,23,87,0,7,78,19,54,0,5,39,4,33,0,2,50,16,31,2,1,15,2,13,0,0,1,1,0,0,0,5,1,4,0,0,29,12,14,2,1
95GG28S3,774,58,681,4,31,238,12,214,1,11,58,3,53,1,1,180,9,161,0,10,479,37,423,3,16,38,0,38,0,0,154,9,140,2,3,54,2,50,1,1,55,5,48,0,2,45,2,42,1,0,51,6,41,0,4,20,6,13,0,1,26,0,23,0,3,5,0,5,0,0,236,22,204,1,9,169,15,147,1,6,67,7,57,0,3,57,9,44,0,4,31,5,24,0,2,2,1,0,0,1,6,0,6,0,0,18,3,14,0,1
95GG29S1,1083,133,802,58,90,438,46,349,12,31,137,3,132,1,1,301,43,217,11,30,552,60,402,38,52,38,0,38,0,0,206,22,137,35,12,71,10,49,8,4,105,11,61,27,6,30,1,27,0,2,85,26,38,2,19,59,24,20,1,14,24,2,16,1,5,2,0,2,0,0,223,12,189,1,21,166,9,139,0,18,57,3,50,1,3,93,27,51,8,7,22,3,14,4,1,1,0,1,0,0,5,0,5,0,0,65,24,31,4,6
95GG29S2,1347,177,1005,37,128,563,55,450,8,50,161,3,153,0,5,402,52,297,8,45,657,84,487,25,61,47,3,42,0,2,285,47,205,17,16,106,11,86,3,6,146,34,88,14,10,33,2,31,0,0,127,19,83,3,22,93,14,59,2,18,29,5,19,1,4,5,0,5,0,0,198,15,157,5,21,150,14,113,3,20,48,1,44,2,1,127,38,68,4,17,33,8,22,0,3,0,0,0,0,0,2,0,2,0,0,92,30,44,4,14
95GG30S1,763,47,653,13,50,291,11,256,5,19,126,2,119,2,3,165,9,137,3,16,433,31,369,5,28,69,4,65,0,0,213,17,174,3,19,83,7,66,3,7,104,10,82,0,12,26,0,26,0,0,38,6,29,1,2,19,3,15,1,0,16,3,11,0,2,3,0,3,0,0,113,4,101,1,7,62,4,52,1,5,51,0,49,0,2,39,5,28,3,3,11,0,11,0,0,1,0,0,1,0,5,1,4,0,0,22,4,13,2,3
95GG30S2,695,90,546,7,52,201,20,169,3,9,93,7,84,2,0,108,13,85,1,9,459,61,360,3,35,87,6,80,0,1,292,41,227,3,21,86,11,67,2,6,163,27,120,1,15,43,3,40,0,0,34,7,19,0,8,23,5,13,0,5,9,2,4,0,3,2,0,2,0,0,46,7,34,0,5,30,5,21,0,4,16,2,13,0,1,35,9,17,1,8,13,3,9,0,1,1,1,0,0,0,3,0,3,0,0,18,5,5,1,7
95GG30S3,625,25,569,7,24,140,5,129,1,5,75,2,68,1,4,65,3,61,0,1,454,15,415,6,18,90,0,90,0,0,271,9,248,3,11,88,2,83,0,3,111,7,94,2,8,72,0,71,1,0,32,4,23,0,5,17,2,13,0,2,12,1,8,0,3,3,1,2,0,0,61,2,54,3,2,39,1,34,3,1,22,1,20,0,1,31,5,25,0,1,13,3,10,0,0,0,0,0,0,0,1,0,1,0,0,17,2,14,0,1
95GG31S1,793,743,36,4,10,152,142,6,1,3,51,51,0,0,0,101,91,6,1,3,575,536,30,3,6,70,70,0,0,0,329,305,18,1,5,71,62,7,0,2,169,157,10,1,1,89,86,1,0,2,37,32,3,1,1,15,11,3,0,1,18,17,0,1,0,4,4,0,0,0,139,129,9,1,0,98,91,7,0,0,41,38,2,1,0,66,65,0,0,1,37,37,0,0,0,2,1,0,0,1,0,0,0,0,0,27,27,0,0,0
95GG31S2,800,525,231,10,34,196,108,79,4,5,93,63,29,1,0,103,45,50,3,5,547,382,131,6,28,86,77,8,0,1,241,187,46,4,4,59,38,20,1,0,103,81,16,2,4,79,68,10,1,0,46,22,12,2,10,19,11,3,1,4,25,10,8,1,6,2,1,1,0,0,174,96,65,0,13,112,58,43,0,11,62,38,22,0,2,57,35,21,0,1,29,21,7,0,1,0,0,0,0,0,3,2,1,0,0,25,12,13,0,0
95GG31S3,870,774,76,6,14,219,183,31,1,4,60,51,9,0,0,159,132,22,1,4,567,516,39,5,7,59,55,4,0,0,190,167,17,4,2,50,44,5,1,0,79,70,5,3,1,61,53,7,0,1,30,27,1,1,1,18,15,1,1,1,10,10,0,0,0,2,2,0,0,0,288,267,17,0,4,227,211,12,0,4,61,56,5,0,0,84,75,6,0,3,48,45,2,0,1,0,0,0,0,0,4,2,2,0,0,32,28,2,0,2
95GG32S1,1257,847,358,9,43,346,205,128,2,11,106,51,53,0,2,240,154,75,2,9,794,554,211,6,23,46,20,26,0,0,339,209,112,5,13,101,53,45,0,3,185,125,47,4,9,53,31,20,1,1,85,52,28,0,5,49,27,18,0,4,33,23,9,0,1,3,2,1,0,0,324,273,45,1,5,268,226,36,1,5,56,47,9,0,0,117,88,19,1,9,70,57,8,1,4,0,0,0,0,0,1,0,1,0,0,46,31,10,0,5
95GG32S2,698,118,544,5,31,262,41,208,3,10,110,13,95,1,1,152,28,113,2,9,398,66,313,2,17,51,2,49,0,0,189,26,156,2,5,45,3,40,0,2,92,16,71,2,3,52,7,45,0,0,50,10,34,0,6,22,4,15,0,3,25,5,17,0,3,3,1,2,0,0,108,28,74,0,6,74,20,49,0,5,34,8,25,0,1,38,11,23,0,4,10,2,8,0,0,1,1,0,0,0,5,3,2,0,0,22,5,13,0,4
95GG32S3,694,188,470,6,30,230,42,173,3,12,117,20,93,2,2,113,22,80,1,10,417,125,276,2,14,49,5,44,0,0,241,81,151,0,9,72,13,55,0,4,103,44,54,0,5,66,24,42,0,0,21,5,14,0,2,10,3,6,0,1,10,2,7,0,1,1,0,1,0,0,106,34,67,2,3,67,22,40,2,3,39,12,27,0,0,47,21,21,1,4,15,4,11,0,0,0,0,0,0,0,4,4,0,0,0,28,13,10,1,4
95GG33S1,737,458,238,10,31,167,88,69,2,8,72,31,39,1,1,95,57,30,1,7,518,338,154,7,19,78,33,43,1,1,360,252,90,6,12,102,57,39,3,3,166,130,27,3,6,92,65,24,0,3,33,19,9,0,5,27,16,8,0,3,6,3,1,0,2,0,0,0,0,0,47,34,12,0,1,20,14,5,0,1,27,20,7,0,0,52,32,15,1,4,8,5,3,0,0,1,0,1,0,0,3,3,0,0,0,40,24,11,1,4
95GG33S2,618,349,221,22,26,172,83,75,8,6,79,31,45,3,0,93,52,30,5,6,409,243,138,13,15,50,15,34,0,1,297,186,90,11,10,85,42,34,5,4,158,111,38,5,4,54,33,18,1,2,14,7,5,0,2,12,7,4,0,1,2,0,1,0,1,0,0,0,0,0,48,35,9,2,2,18,13,4,1,0,30,22,5,1,2,37,23,8,1,5,5,4,0,0,1,2,0,1,0,1,4,2,2,0,0,26,17,5,1,3
95GG33S3,840,427,325,29,59,302,142,128,13,19,108,41,61,2,4,194,101,67,11,15,446,241,166,13,26,48,20,24,3,1,281,147,110,8,16,81,40,30,2,9,156,88,55,6,7,44,19,25,0,0,62,38,17,0,7,50,31,14,0,5,10,6,3,0,1,2,1,0,0,1,55,36,15,2,2,35,28,5,2,0,20,8,10,0,2,92,44,31,3,14,6,2,3,1,0,3,0,1,0,2,3,2,1,0,0,80,40,26,2,12
95GG34S1,650,101,509,11,29,252,34,208,0,10,125,10,114,0,1,127,24,94,0,9,350,62,263,10,15,38,1,37,0,0,165,37,116,9,3,42,7,34,1,0,95,26,59,7,3,28,4,23,1,0,47,14,26,0,7,27,6,16,0,5,19,8,9,0,2,1,0,1,0,0,100,10,84,1,5,61,8,49,1,3,39,2,35,0,2,48,5,38,1,4,18,3,12,1,2,0,0,0,0,0,2,0,2,0,0,28,2,24,0,2
95GG34S2,553,508,36,5,4,90,76,13,1,0,41,31,10,0,0,49,45,3,1,0,429,404,19,3,3,56,53,2,0,1,296,284,12,0,0,63,61,2,0,0,135,126,9,0,0,98,97,1,0,0,13,9,0,2,2,1,1,0,0,0,12,8,0,2,2,0,0,0,0,0,64,58,5,1,0,27,27,0,0,0,37,31,5,1,0,34,28,4,1,1,15,13,1,0,1,0,0,0,0,0,2,0,2,0,0,17,15,1,1,0
95GG34S3,796,501,255,10,30,253,158,83,3,9,87,41,43,0,3,166,117,40,3,6,473,293,154,7,19,41,19,21,1,0,301,186,100,4,11,98,53,40,1,4,144,100,36,2,6,59,33,24,1,1,56,38,10,0,8,35,21,9,0,5,20,16,1,0,3,1,1,0,0,0,75,50,23,2,0,49,34,14,1,0,26,16,9,1,0,70,50,18,0,2,9,8,1,0,0,0,0,0,0,0,5,3,2,0,0,56,39,15,0,2
95GG35S1,867,759,85,3,20,331,300,24,1,6,113,102,11,0,0,218,198,13,1,6,400,356,39,2,3,29,26,3,0,0,108,97,9,2,0,33,29,3,1,0,37,34,2,1,0,38,34,4,0,0,27,19,6,0,2,16,12,4,0,0,9,5,2,0,2,2,2,0,0,0,236,214,21,0,1,154,137,16,0,1,82,77,5,0,0,136,103,22,0,11,48,40,4,0,4,2,2,0,0,0,14,10,4,0,0,72,51,14,0,7
95GG35S2,731,682,38,4,7,337,316,16,1,4,84,76,7,0,1,253,240,9,1,3,324,303,17,2,2,13,13,0,0,0,84,73,8,2,1,21,18,3,0,0,27,23,1,2,1,36,32,4,0,0,27,25,2,0,0,13,13,0,0,0,13,11,2,0,0,1,1,0,0,0,200,192,7,0,1,124,121,2,0,1,76,71,5,0,0,70,63,5,1,1,29,27,2,0,0,1,1,0,0,0,8,8,0,0,0,32,27,3,1,1
95GG35S3,646,578,48,7,13,229,201,23,1,4,50,45,5,0,0,179,156,18,1,4,350,319,21,4,6,19,18,1,0,0,94,82,8,2,2,22,22,0,0,0,47,38,5,2,2,25,22,3,0,0,25,18,4,2,1,12,8,2,1,1,12,9,2,1,0,1,1,0,0,0,212,201,8,0,3,147,138,6,0,3,65,63,2,0,0,67,58,4,2,3,35,33,0,1,1,0,0,0,0,0,3,3,0,0,0,29,22,4,1,2
95GG36S1,827,125,629,10,63,307,31,256,4,16,124,2,118,3,1,183,29,138,1,15,442,72,327,6,37,47,1,44,2,0,258,40,198,2,18,89,14,65,0,10,127,26,92,2,7,42,0,41,0,1,71,24,35,0,12,48,17,21,0,10,21,7,12,0,2,2,0,2,0,0,66,7,50,2,7,42,3,30,2,7,24,4,20,0,0,78,22,46,0,10,25,8,12,0,5,0,0,0,0,0,3,1,2,0,0,50,13,32,0,5
95GG36S2,836,66,709,9,52,267,19,225,3,20,139,6,128,3,2,128,13,97,0,18,531,40,454,5,32,66,0,64,1,1,347,24,300,1,22,106,5,93,0,8,178,16,150,0,12,63,3,57,1,2,47,12,30,0,5,27,6,17,0,4,17,5,12,0,0,3,1,1,0,1,71,4,60,3,4,33,3,26,1,3,38,1,34,2,1,38,7,30,1,0,10,1,9,0,0,0,0,0,0,0,5,0,5,0,0,23,6,16,1,0
95GG36S3,818,67,706,9,36,266,14,241,2,9,127,1,125,1,0,139,13,116,1,9,515,42,444,7,22,67,0,67,0,0,318,30,267,6,15,83,7,69,2,5,150,20,121,1,8,85,3,77,3,2,53,5,43,0,5,30,4,25,0,1,20,1,16,0,3,3,0,2,0,1,77,7,67,1,2,53,6,45,1,1,24,1,22,0,1,37,11,21,0,5,10,3,4,0,3,0,0,0,0,0,4,1,2,0,1,23,7,15,0,1
