DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2105NI","NATIONAL IDENTITY (CLASSIFICATION 1) BY AGE BY SEX","All usual residents","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. 'Age' is age at last birthday.; "
