GeographyCode,DC2252NI0001,DC2252NI0002,DC2252NI0003,DC2252NI0004,DC2252NI0005,DC2252NI0006,DC2252NI0007,DC2252NI0008,DC2252NI0009,DC2252NI0010,DC2252NI0011,DC2252NI0012,DC2252NI0013,DC2252NI0014,DC2252NI0015,DC2252NI0016,DC2252NI0017,DC2252NI0018,DC2252NI0019,DC2252NI0020,DC2252NI0021,DC2252NI0022,DC2252NI0023,DC2252NI0024,DC2252NI0025,DC2252NI0026,DC2252NI0027,DC2252NI0028,DC2252NI0029,DC2252NI0030,DC2252NI0031,DC2252NI0032,DC2252NI0033,DC2252NI0034,DC2252NI0035,DC2252NI0036,DC2252NI0037,DC2252NI0038,DC2252NI0039,DC2252NI0040,DC2252NI0041,DC2252NI0042,DC2252NI0043,DC2252NI0044,DC2252NI0045
95BB08S2,1294,69,1116,11,98,151,7,130,1,13,1077,36,957,8,76,30,7,21,1,1,8,1,7,0,0,1,0,1,0,0,0,0,0,0,0,21,18,0,0,3,6,0,0,1,5
95BB09S1,1325,56,1138,7,124,174,10,150,0,14,1054,22,938,6,88,29,6,20,0,3,27,1,22,0,4,7,3,2,0,2,3,0,0,0,3,16,8,1,0,7,15,6,5,1,3
95BB09S2,1618,74,1375,8,161,202,8,165,1,28,1334,33,1163,6,132,27,14,13,0,0,28,1,27,0,0,5,1,3,0,1,1,0,0,1,0,16,16,0,0,0,5,1,4,0,0
95BB10S1,1690,143,1347,27,173,273,12,222,4,35,1248,70,1041,15,122,57,12,32,2,11,32,2,25,4,1,11,0,11,0,0,0,0,0,0,0,14,4,6,0,4,55,43,10,2,0
95BB10S2,1637,107,1379,17,134,190,12,160,2,16,1304,71,1108,13,112,59,20,37,0,2,70,2,62,2,4,6,0,6,0,0,0,0,0,0,0,4,1,3,0,0,4,1,3,0,0
95BB11S1,1408,52,1214,17,125,338,8,277,3,50,1021,35,902,11,73,28,9,19,0,0,11,0,11,0,0,3,0,1,2,0,0,0,0,0,0,4,0,3,0,1,3,0,1,1,1
95BB11S2,1547,88,1319,23,117,241,23,200,1,17,1197,38,1048,16,95,58,20,34,2,2,26,3,22,0,1,5,0,3,0,2,1,0,1,0,0,4,2,2,0,0,15,2,9,4,0
95BB12S1,1440,142,1039,39,220,413,25,311,10,67,923,89,682,20,132,55,14,31,0,10,13,3,9,0,1,2,0,0,1,1,0,0,0,0,0,20,9,3,1,7,14,2,3,7,2
95BB12S2,1336,91,1107,16,122,191,7,165,1,18,1045,53,880,11,101,54,16,33,3,2,34,8,25,0,1,2,0,2,0,0,0,0,0,0,0,6,5,1,0,0,4,2,1,1,0
95BB13S1,1392,82,1130,16,164,164,5,122,0,37,1154,60,966,15,113,40,11,26,0,3,20,4,13,0,3,1,0,0,0,1,0,0,0,0,0,9,2,0,0,7,4,0,3,1,0
95BB13S2,1472,128,1190,28,126,303,24,243,2,34,1075,62,907,20,86,50,17,30,1,2,16,8,8,0,0,3,0,1,2,0,1,1,0,0,0,20,16,0,1,3,4,0,1,2,1
95BB13S3,1580,101,1281,9,189,178,5,133,0,40,1320,72,1109,6,133,34,13,13,1,7,19,6,12,0,1,11,2,9,0,0,1,0,1,0,0,13,2,3,0,8,4,1,1,2,0
95BB14S1,1510,81,1301,12,116,189,9,174,0,6,1226,56,1061,11,98,38,10,24,0,4,39,6,31,0,2,6,0,4,1,1,1,0,1,0,0,6,0,1,0,5,5,0,5,0,0
95BB14S2,1606,127,1306,18,155,175,15,145,2,13,1265,71,1080,9,105,87,28,51,4,4,31,5,21,0,5,11,2,4,0,5,1,0,0,1,0,28,5,3,0,20,8,1,2,2,3
95BB15S1,2005,1059,810,18,118,403,228,148,2,25,1241,541,616,12,72,303,254,30,2,17,34,21,11,0,2,2,0,1,0,1,1,1,0,0,0,12,9,2,1,0,9,5,2,1,1
95BB15S2,1484,958,442,5,79,355,235,96,0,24,874,489,330,4,51,204,189,13,1,1,17,14,3,0,0,4,4,0,0,0,4,4,0,0,0,20,17,0,0,3,6,6,0,0,0
95BB16S1,1533,67,1328,17,121,218,16,180,8,14,1235,38,1089,8,100,38,6,30,0,2,26,2,22,0,2,12,2,7,0,3,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0
95BB16S2,1603,108,1338,14,143,222,11,187,2,22,1269,64,1084,9,112,52,20,26,1,5,43,4,35,1,3,4,0,4,0,0,0,0,0,0,0,10,9,0,0,1,3,0,2,1,0
95BB17S1,1793,122,1421,7,243,276,12,201,0,63,1426,78,1176,6,166,52,18,25,0,9,14,3,11,0,0,8,1,6,0,1,0,0,0,0,0,13,10,1,0,2,4,0,1,1,2
95BB17S2,1763,110,1394,19,240,332,5,266,3,58,1307,79,1049,14,165,70,16,46,1,7,31,2,27,0,2,8,2,3,0,3,1,0,1,0,0,12,6,0,1,5,2,0,2,0,0
95BB18S1,1688,45,1431,15,197,321,12,266,2,41,1295,26,1116,12,141,42,5,33,1,3,9,0,8,0,1,4,0,4,0,0,1,0,1,0,0,14,1,3,0,10,2,1,0,0,1
95BB18S2,2591,153,2119,13,306,347,20,283,1,43,2086,99,1737,10,240,88,21,50,2,15,47,6,35,0,6,6,0,4,0,2,5,2,3,0,0,6,4,2,0,0,6,1,5,0,0
95BB19S1,1613,166,1300,16,131,262,19,211,1,31,1242,97,1041,9,95,65,37,25,2,1,20,3,16,0,1,3,0,1,2,0,1,0,1,0,0,12,7,2,0,3,8,3,3,2,0
95BB19S2,1784,135,1436,11,202,161,21,108,0,32,1535,95,1273,11,156,36,11,21,0,4,29,4,23,0,2,9,0,6,0,3,0,0,0,0,0,9,3,3,0,3,5,1,2,0,2
95BB19S3,1391,109,1090,21,171,141,11,93,2,35,1170,80,956,18,116,46,16,18,0,12,15,2,13,0,0,8,0,4,0,4,0,0,0,0,0,8,0,4,0,4,3,0,2,1,0
95BB20S1,1889,1424,385,2,78,417,328,71,0,18,940,609,278,0,53,452,433,13,1,5,54,35,18,0,1,3,1,2,0,0,0,0,0,0,0,17,15,2,0,0,6,3,1,1,1
95BB20S2,1524,1277,185,7,55,419,370,37,1,11,725,574,115,5,31,325,300,21,0,4,31,25,4,0,2,6,0,2,0,4,0,0,0,0,0,9,3,3,0,3,9,5,3,1,0
95BB21S1,2387,90,2091,28,178,466,14,406,1,45,1803,36,1623,26,118,48,10,31,1,6,21,5,15,0,1,5,0,4,0,1,2,0,2,0,0,39,25,7,0,7,3,0,3,0,0
95BB21S2,2332,498,1588,16,230,423,65,295,3,60,1673,296,1209,12,156,164,111,48,0,5,37,19,17,0,1,7,0,4,1,2,2,0,2,0,0,14,4,5,0,5,12,3,8,0,1
95BB22S1,1557,87,1253,7,210,293,23,230,0,40,1185,49,973,7,156,54,12,34,0,8,9,2,7,0,0,4,0,3,0,1,1,0,1,0,0,8,1,2,0,5,3,0,3,0,0
95BB22S2,1483,80,1196,7,200,363,16,271,0,76,1035,37,880,4,114,47,13,32,0,2,6,2,4,0,0,3,0,2,1,0,0,0,0,0,0,23,12,3,0,8,6,0,4,2,0
95BB23S1,1540,204,1181,13,142,171,18,126,1,26,1198,110,977,9,102,101,46,48,2,5,35,8,24,0,3,2,0,2,0,0,1,1,0,0,0,29,19,4,0,6,3,2,0,1,0
95BB23S2,1485,128,1220,28,109,188,12,151,1,24,1162,71,1001,19,71,79,30,38,3,8,26,6,17,0,3,7,1,5,0,1,0,0,0,0,0,13,8,3,0,2,10,0,5,5,0
95CC01W1,2558,2244,250,18,46,625,488,128,1,8,707,581,94,13,19,1017,1002,10,2,3,35,30,2,2,1,3,1,0,0,2,4,3,0,0,1,152,132,11,0,9,15,7,5,0,3
95CC02W1,2725,1908,773,3,41,537,328,204,0,5,1058,532,505,3,18,1039,979,47,0,13,48,41,4,0,3,8,1,7,0,0,10,9,1,0,0,15,13,1,0,1,10,5,4,0,1
95CC03W1,2817,2417,233,27,140,671,605,54,2,10,760,570,133,6,51,971,950,12,1,8,40,33,2,3,2,4,2,0,1,1,2,2,0,0,0,333,237,23,9,64,36,18,9,5,4
95CC04W1,2440,1715,689,5,31,642,404,230,0,8,755,330,412,4,9,960,919,39,1,1,38,30,8,0,0,0,0,0,0,0,7,7,0,0,0,36,23,0,0,13,2,2,0,0,0
95CC05W1,2774,1814,878,18,64,600,349,231,2,18,1110,480,604,8,18,875,839,20,4,12,64,51,13,0,0,2,0,2,0,0,2,2,0,0,0,104,77,7,4,16,17,16,1,0,0
95CC06S1,1468,878,511,22,57,214,115,81,4,14,733,291,401,14,27,428,405,17,0,6,33,23,7,0,3,1,1,0,0,0,0,0,0,0,0,52,40,4,3,5,7,3,1,1,2
95CC06S2,1308,664,609,4,31,189,77,103,1,8,710,237,455,1,17,309,283,24,1,1,39,32,7,0,0,0,0,0,0,0,1,1,0,0,0,51,31,16,0,4,9,3,4,1,1
95CC07W1,3475,2819,611,10,35,730,560,163,1,6,974,548,403,5,18,1639,1600,33,1,5,68,63,5,0,0,2,1,0,1,0,5,5,0,0,0,42,32,5,1,4,15,10,2,1,2
95CC08W1,2565,2331,182,8,44,583,532,46,1,4,732,613,97,3,19,1060,1039,16,0,5,59,56,3,0,0,2,1,0,0,1,4,3,0,0,1,100,77,10,1,12,25,10,10,3,2
95CC09S1,1496,186,1251,12,47,275,38,225,0,12,1073,60,970,12,31,112,82,30,0,0,19,2,17,0,0,6,0,6,0,0,3,0,2,0,1,7,4,0,0,3,1,0,1,0,0
95CC09S2,1858,111,1650,20,77,354,21,317,2,14,1365,24,1272,17,52,56,22,33,0,1,17,1,16,0,0,4,0,2,0,2,0,0,0,0,0,57,43,8,0,6,5,0,2,1,2
95CC10W1,2577,498,1976,17,86,466,79,362,4,21,1721,168,1498,12,43,258,201,54,1,2,75,26,47,0,2,5,1,4,0,0,1,1,0,0,0,45,22,5,0,18,6,0,6,0,0
95CC11W1,1795,1631,134,0,30,440,407,25,0,8,473,366,99,0,8,754,745,5,0,4,28,27,1,0,0,1,0,1,0,0,2,2,0,0,0,91,78,3,0,10,6,6,0,0,0
95CC12W1,2785,1325,1395,11,54,679,267,388,2,22,1258,274,956,7,21,786,752,30,0,4,33,15,15,1,2,1,0,1,0,0,1,1,0,0,0,20,11,4,0,5,7,5,1,1,0
95CC13W1,2474,1288,1130,15,41,516,242,268,1,5,1159,331,793,12,23,731,678,52,0,1,26,19,6,1,0,3,0,3,0,0,6,6,0,0,0,28,11,6,0,11,5,1,2,1,1
95CC14W1,3035,313,2538,34,150,504,42,429,2,31,2288,151,2004,28,105,158,83,66,2,7,40,13,25,1,1,6,1,4,1,0,3,1,2,0,0,31,20,7,0,4,5,2,1,0,2
95CC15W1,2903,1135,1667,17,84,642,241,385,3,13,1626,344,1218,11,53,519,471,43,1,4,40,25,14,1,0,3,1,1,0,1,1,1,0,0,0,65,48,5,1,11,7,4,1,0,2
95CC16W1,2820,425,2260,14,121,685,96,547,4,38,1830,137,1621,8,64,198,134,56,1,7,24,7,14,0,3,8,0,8,0,0,0,0,0,0,0,67,48,11,0,8,8,3,3,1,1
95CC17W1,2730,1860,808,20,42,479,287,183,3,6,1049,446,584,6,13,1080,1034,32,4,10,61,52,8,1,0,9,5,0,0,4,2,2,0,0,0,40,29,0,4,7,10,5,1,2,2
95CC18W1,2342,1206,1024,28,84,324,123,182,1,18,1197,385,761,14,37,569,513,42,2,12,62,39,23,0,0,5,0,4,0,1,3,2,0,0,1,166,138,12,2,14,16,6,0,9,1
95CC19W1,2720,950,1669,7,94,636,175,433,0,28,1537,287,1193,6,51,462,431,23,1,7,28,19,7,0,2,11,4,7,0,0,2,2,0,0,0,33,26,2,0,5,11,6,4,0,1
95CC20S1,1308,70,1187,5,46,192,11,173,1,7,1004,25,943,2,34,50,11,38,0,1,26,6,20,0,0,1,0,1,0,0,0,0,0,0,0,29,17,10,0,2,6,0,2,2,2
95CC20S2,1702,132,1462,14,94,301,30,248,5,18,1234,29,1149,7,49,42,12,28,1,1,14,0,12,0,2,10,0,5,0,5,2,0,2,0,0,93,61,13,0,19,6,0,5,1,0
95CC21W1,2925,380,2368,11,166,562,59,438,4,61,2096,180,1824,7,85,162,97,58,0,7,40,17,23,0,0,7,0,6,0,1,1,0,0,0,1,50,25,17,0,8,7,2,2,0,3
95CC22W1,1740,398,1231,16,95,397,67,314,3,13,984,107,820,5,52,160,109,46,3,2,26,16,9,0,1,2,0,1,0,1,0,0,0,0,0,143,98,27,2,16,28,1,14,3,10
95DD01W1,2099,334,1648,21,96,322,56,227,5,34,1555,156,1334,12,53,84,62,18,1,3,34,6,28,0,0,10,0,9,1,0,0,0,0,0,0,76,44,27,0,5,18,10,5,2,1
95DD02S1,1453,54,1326,13,60,328,15,301,4,8,1092,30,1004,8,50,18,4,13,0,1,2,1,1,0,0,2,0,2,0,0,0,0,0,0,0,3,2,1,0,0,8,2,4,1,1
95DD02S2,2435,175,2139,14,107,446,31,377,1,37,1863,82,1703,12,66,77,51,26,0,0,25,2,22,0,1,4,2,2,0,0,0,0,0,0,0,12,6,6,0,0,8,1,3,1,3
95DD03W1,3503,590,2601,46,266,480,65,366,4,45,2593,299,2115,28,151,177,104,59,0,14,53,14,33,2,4,3,2,0,0,1,1,0,0,1,0,172,100,23,1,48,24,6,5,10,3
95DD04W1,1926,128,1635,22,141,613,37,519,4,53,1238,74,1071,13,80,44,13,28,1,2,11,3,7,1,0,2,0,2,0,0,0,0,0,0,0,14,1,6,2,5,4,0,2,1,1
95DD05W1,1739,100,1479,30,130,564,34,463,4,63,1135,59,995,20,61,20,4,10,3,3,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,5,2,0,0,3,12,1,8,3,0
95DD06W1,2588,536,1889,22,141,418,85,320,0,13,1890,297,1473,21,99,118,77,32,0,9,50,15,32,0,3,3,0,1,0,2,1,0,1,0,0,101,60,29,0,12,7,2,1,1,3
95DD07S1,1596,96,1388,7,105,367,14,323,4,26,1147,69,1011,1,66,41,9,28,0,4,17,4,13,0,0,8,0,8,0,0,0,0,0,0,0,9,0,1,1,7,7,0,4,1,2
95DD07S2,1767,87,1586,5,89,292,10,262,1,19,1371,57,1249,3,62,64,15,44,0,5,19,1,16,1,1,4,0,4,0,0,2,0,2,0,0,8,4,2,0,2,7,0,7,0,0
95DD08W1,2126,823,1123,29,151,487,144,319,2,22,1081,310,686,12,73,139,106,23,4,6,28,18,9,0,1,4,0,3,0,1,2,1,1,0,0,343,228,71,2,42,42,16,11,9,6
95DD09W1,2590,169,2295,18,108,566,35,499,8,24,1893,89,1727,7,70,73,32,31,0,10,19,4,13,2,0,11,0,11,0,0,0,0,0,0,0,21,9,9,0,3,7,0,5,1,1
95DD10W1,2805,107,2494,37,167,712,14,643,11,44,1962,52,1781,22,107,49,8,34,0,7,21,2,14,1,4,5,1,3,0,1,3,0,3,0,0,47,30,12,1,4,6,0,4,2,0
95DD11W1,2363,1336,826,11,190,617,339,209,1,68,1262,582,574,8,98,213,186,23,1,3,30,21,8,0,1,2,0,2,0,0,5,5,0,0,0,224,198,7,0,19,10,5,3,1,1
95DD12W1,2610,407,2082,13,108,696,105,564,4,23,1656,138,1433,9,76,206,148,54,0,4,36,13,21,0,2,5,3,2,0,0,1,0,1,0,0,7,0,4,0,3,3,0,3,0,0
95DD13W1,1784,1001,654,15,114,417,206,176,7,28,952,467,414,4,67,196,180,10,0,6,27,24,2,0,1,2,1,1,0,0,1,0,0,1,0,171,113,48,0,10,18,10,3,3,2
95DD14S1,1603,62,1422,20,99,328,13,294,3,18,1204,29,1087,14,74,29,8,17,3,1,16,3,13,0,0,5,0,4,0,1,0,0,0,0,0,10,7,0,0,3,11,2,7,0,2
95DD14S2,1674,177,1398,20,79,147,8,132,4,3,1386,117,1185,13,71,65,29,33,1,2,44,12,30,1,1,14,0,13,0,1,0,0,0,0,0,14,11,2,0,1,4,0,3,1,0
95DD15W1,3451,2087,1265,23,76,810,451,326,5,28,1870,915,903,13,39,677,644,24,1,8,63,53,10,0,0,5,2,1,1,1,0,0,0,0,0,16,16,0,0,0,10,6,1,3,0
95DD16W1,2981,372,2458,33,118,638,99,512,4,23,2103,152,1849,16,86,146,96,43,5,2,44,9,32,0,3,15,5,9,1,0,1,0,1,0,0,17,11,3,1,2,17,0,9,6,2
95DD17W1,3461,1380,1953,17,111,763,265,469,5,24,2086,582,1423,9,72,526,484,33,0,9,65,42,19,1,3,6,1,3,1,1,1,1,0,0,0,4,2,1,0,1,10,3,5,1,1
95DD18W1,1885,164,1572,28,121,516,39,443,6,28,1214,51,1076,11,76,40,12,25,0,3,12,1,10,1,0,7,1,3,2,1,0,0,0,0,0,73,50,7,5,11,23,10,8,3,2
95DD19S1,1904,84,1709,8,103,395,11,355,4,25,1419,43,1303,2,71,36,3,30,0,3,24,3,17,0,4,3,0,2,1,0,0,0,0,0,0,22,21,1,0,0,5,3,1,1,0
95DD19S2,1460,93,1278,15,74,286,20,249,1,16,1091,44,986,13,48,43,24,15,0,4,26,1,24,1,0,4,1,2,0,1,0,0,0,0,0,10,3,2,0,5,0,0,0,0,0
95DD20W1,1746,124,1486,12,124,478,26,409,6,37,1168,60,1022,6,80,57,20,35,0,2,10,3,7,0,0,1,1,0,0,0,0,0,0,0,0,27,14,9,0,4,5,0,4,0,1
95DD21W1,2139,744,1216,29,150,384,95,240,8,41,1321,349,879,16,77,167,145,20,0,2,38,19,17,1,1,6,3,2,0,1,1,1,0,0,0,200,120,53,0,27,22,12,5,4,1
95DD22S1,1555,551,969,9,26,434,124,302,1,7,871,221,632,5,13,198,177,19,0,2,34,17,13,0,4,4,3,0,1,0,0,0,0,0,0,7,7,0,0,0,7,2,3,2,0
95DD22S2,1581,551,988,5,37,466,146,317,0,3,922,236,650,5,31,160,148,10,0,2,12,7,5,0,0,9,3,6,0,0,0,0,0,0,0,11,10,0,0,1,1,1,0,0,0
95DD23W1,2509,306,2052,15,136,553,61,454,4,34,1801,160,1536,11,94,116,78,34,0,4,22,4,17,0,1,3,0,3,0,0,0,0,0,0,0,11,3,5,0,3,3,0,3,0,0
95DD24W1,2711,1802,769,9,131,493,308,145,1,39,1494,867,565,6,56,523,489,26,0,8,40,32,4,0,4,5,2,1,0,2,2,2,0,0,0,133,95,20,1,17,21,7,8,1,5
95EE01W1,1895,1732,141,0,22,534,478,48,0,8,701,608,82,0,11,630,618,10,0,2,22,21,1,0,0,1,1,0,0,0,0,0,0,0,0,6,5,0,0,1,1,1,0,0,0
95EE02W1,2095,126,1839,10,120,529,18,487,4,20,1474,66,1307,6,95,64,38,21,0,5,21,3,18,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,3,1,2,0,0
95EE03W1,1999,335,1531,11,122,533,70,408,3,52,1309,171,1067,6,65,74,46,25,1,2,24,7,17,0,0,3,0,2,0,1,1,0,1,0,0,49,38,9,0,2,6,3,2,1,0
95EE04W1,1993,769,1141,6,77,518,165,336,2,15,1212,369,781,4,58,227,211,14,0,2,23,19,4,0,0,2,0,2,0,0,1,1,0,0,0,3,2,1,0,0,7,2,3,0,2
95EE05W1,1509,157,1263,12,77,351,41,290,4,16,1075,82,933,7,53,48,26,19,1,2,15,2,13,0,0,0,0,0,0,0,0,0,0,0,0,18,6,6,0,6,2,0,2,0,0
95EE06W1,2278,1875,373,5,25,601,502,94,0,5,890,606,265,4,15,686,672,8,1,5,44,41,3,0,0,0,0,0,0,0,1,1,0,0,0,55,52,3,0,0,1,1,0,0,0
