GeographyCode,DC2417NI0001,DC2417NI0002,DC2417NI0003,DC2417NI0004,DC2417NI0005,DC2417NI0006,DC2417NI0007,DC2417NI0008,DC2417NI0009,DC2417NI0010,DC2417NI0011,DC2417NI0012,DC2417NI0013,DC2417NI0014,DC2417NI0015,DC2417NI0016,DC2417NI0017,DC2417NI0018,DC2417NI0019,DC2417NI0020,DC2417NI0021,DC2417NI0022,DC2417NI0023,DC2417NI0024,DC2417NI0025,DC2417NI0026,DC2417NI0027,DC2417NI0028,DC2417NI0029,DC2417NI0030,DC2417NI0031,DC2417NI0032,DC2417NI0033,DC2417NI0034,DC2417NI0035,DC2417NI0036,DC2417NI0037,DC2417NI0038,DC2417NI0039,DC2417NI0040,DC2417NI0041,DC2417NI0042,DC2417NI0043,DC2417NI0044,DC2417NI0045,DC2417NI0046,DC2417NI0047,DC2417NI0048,DC2417NI0049,DC2417NI0050,DC2417NI0051,DC2417NI0052,DC2417NI0053,DC2417NI0054,DC2417NI0055,DC2417NI0056,DC2417NI0057,DC2417NI0058,DC2417NI0059,DC2417NI0060,DC2417NI0061,DC2417NI0062,DC2417NI0063,DC2417NI0064,DC2417NI0065,DC2417NI0066,DC2417NI0067,DC2417NI0068,DC2417NI0069,DC2417NI0070,DC2417NI0071,DC2417NI0072,DC2417NI0073,DC2417NI0074,DC2417NI0075,DC2417NI0076,DC2417NI0077,DC2417NI0078,DC2417NI0079,DC2417NI0080,DC2417NI0081,DC2417NI0082,DC2417NI0083,DC2417NI0084,DC2417NI0085,DC2417NI0086,DC2417NI0087,DC2417NI0088,DC2417NI0089,DC2417NI0090,DC2417NI0091,DC2417NI0092,DC2417NI0093,DC2417NI0094,DC2417NI0095,DC2417NI0096,DC2417NI0097,DC2417NI0098,DC2417NI0099,DC2417NI0100,DC2417NI0101,DC2417NI0102,DC2417NI0103,DC2417NI0104,DC2417NI0105,DC2417NI0106,DC2417NI0107,DC2417NI0108,DC2417NI0109,DC2417NI0110,DC2417NI0111,DC2417NI0112,DC2417NI0113,DC2417NI0114,DC2417NI0115,DC2417NI0116,DC2417NI0117,DC2417NI0118,DC2417NI0119,DC2417NI0120,DC2417NI0121,DC2417NI0122,DC2417NI0123,DC2417NI0124,DC2417NI0125
95GG17S1,2031,1794,124,26,87,798,717,38,5,38,493,433,28,12,20,458,418,26,6,8,282,226,32,3,21,1110,1003,52,14,41,595,541,23,3,28,271,240,15,5,11,142,133,2,6,1,102,89,12,0,1,213,180,24,4,5,36,34,1,0,1,46,41,2,3,0,66,57,9,0,0,65,48,12,1,4,379,332,20,4,23,42,42,0,0,0,107,91,5,4,7,160,140,13,0,7,70,59,2,0,9,329,279,28,4,18,125,100,14,2,9,69,61,6,0,2,90,88,2,0,0,45,30,6,2,7
95GG17S2,1595,1233,300,6,56,929,735,154,3,37,333,231,90,0,12,173,127,39,2,5,160,140,17,1,2,1376,1109,221,4,42,863,688,138,3,34,275,208,62,0,5,126,102,21,1,2,112,111,0,0,1,50,26,20,0,4,13,10,2,0,1,19,6,10,0,3,11,5,6,0,0,7,5,2,0,0,36,31,4,1,0,0,0,0,0,0,3,3,0,0,0,11,10,1,0,0,22,18,3,1,0,133,67,55,1,10,53,37,14,0,2,36,14,18,0,4,25,10,11,1,3,19,6,12,0,1
95GG17S3,1704,758,834,4,108,546,243,279,2,22,549,257,248,1,43,422,168,220,1,33,187,90,87,0,10,886,557,295,1,33,352,189,151,0,12,284,200,71,1,12,201,126,67,0,8,49,42,6,0,1,377,64,286,2,25,87,9,73,1,4,121,12,102,0,7,103,24,70,1,8,66,19,41,0,6,165,27,129,0,9,15,3,11,0,1,42,4,37,0,1,64,4,54,0,6,44,16,27,0,1,276,110,124,1,41,92,42,44,1,5,102,41,38,0,23,54,14,29,0,11,28,13,13,0,2
95GG18S1,2553,2330,146,15,62,436,399,27,2,8,640,591,33,4,12,851,789,33,5,24,626,551,53,4,18,1122,1033,62,6,21,263,245,11,2,5,274,251,16,2,5,373,356,8,1,8,212,181,27,1,3,539,491,31,2,15,48,41,6,0,1,116,106,6,2,2,161,156,2,0,3,214,188,17,0,9,420,379,22,3,16,44,42,2,0,0,105,98,3,0,4,153,132,11,3,7,118,107,6,0,5,472,427,31,4,10,81,71,8,0,2,145,136,8,0,1,164,145,12,1,6,82,75,3,3,1
95GG18S2,2422,2170,170,17,65,461,403,42,2,14,567,512,43,3,9,698,633,43,3,19,696,622,42,9,23,931,843,51,6,31,268,236,20,2,10,241,221,17,0,3,210,190,10,1,9,212,196,4,3,9,586,541,34,3,8,65,63,0,0,2,140,130,8,0,2,215,195,15,2,3,166,153,11,1,1,308,279,12,2,15,33,25,7,0,1,42,38,2,0,2,125,123,1,0,1,108,93,2,2,11,597,507,73,6,11,95,79,15,0,1,144,123,16,3,2,148,125,17,0,6,210,180,25,3,2
95GG19S1,1961,122,1720,13,106,366,20,332,1,13,669,19,612,5,33,622,48,536,3,35,304,35,240,4,25,604,26,558,0,20,183,5,174,0,4,174,4,164,0,6,184,7,167,0,10,63,10,53,0,0,837,61,719,7,50,117,5,107,1,4,278,8,255,2,13,272,27,229,1,15,170,21,128,3,18,214,25,177,0,12,27,8,14,0,5,81,5,71,0,5,80,8,72,0,0,26,4,20,0,2,306,10,266,6,24,39,2,37,0,0,136,2,122,3,9,86,6,68,2,10,45,0,39,1,5
95GG19S2,2563,392,1997,12,162,469,41,408,1,19,775,82,650,7,36,835,165,597,1,72,484,104,342,3,35,636,93,494,2,47,194,23,163,0,8,156,17,132,1,6,216,32,154,1,29,70,21,45,0,4,698,44,600,4,50,109,4,101,0,4,235,10,201,4,20,212,13,188,0,11,142,17,110,0,15,864,214,607,4,39,84,7,76,1,0,277,48,222,2,5,346,112,205,0,29,157,47,104,1,5,365,41,296,2,26,82,7,68,0,7,107,7,95,0,5,61,8,50,0,3,115,19,83,2,11
95GG20S1,2698,675,1642,74,307,366,55,275,8,28,760,143,537,10,70,875,225,542,18,90,697,252,288,38,119,635,116,454,8,57,152,17,118,5,12,230,40,173,1,16,160,34,110,0,16,93,25,53,2,13,546,78,417,8,43,65,13,49,0,3,178,13,147,2,16,182,20,148,6,8,121,32,73,0,16,719,209,436,20,54,75,7,68,0,0,183,45,120,3,15,302,93,179,3,27,159,64,69,14,12,798,272,335,38,153,74,18,40,3,13,169,45,97,4,23,231,78,105,9,39,324,131,93,22,78
95GG20S2,2094,422,1445,35,192,568,110,396,8,54,663,121,485,15,42,513,92,352,11,58,350,99,212,1,38,673,190,418,13,52,311,67,220,4,20,175,58,102,5,10,115,41,49,4,21,72,24,47,0,1,957,99,777,7,74,147,13,120,2,12,329,25,283,3,18,284,24,243,2,15,197,37,131,0,29,80,9,59,2,10,18,0,17,1,0,21,0,21,0,0,26,8,11,0,7,15,1,10,1,3,384,124,191,13,56,92,30,39,1,22,138,38,79,7,14,88,19,49,5,15,66,37,24,0,5
95GG21S1,1482,1359,100,2,21,231,202,20,1,8,420,396,22,0,2,511,463,37,1,10,320,298,21,0,1,471,419,47,0,5,82,68,12,0,2,128,120,7,0,1,142,124,17,0,1,119,107,11,0,1,837,791,36,1,9,96,92,2,0,2,247,234,12,0,1,303,284,12,1,6,191,181,10,0,0,40,39,1,0,0,13,13,0,0,0,6,5,1,0,0,18,18,0,0,0,3,3,0,0,0,134,110,16,1,7,40,29,6,1,4,39,37,2,0,0,48,37,8,0,3,7,7,0,0,0
95GG21S2,1699,1542,125,3,29,240,213,24,0,3,466,421,33,2,10,532,489,34,1,8,461,419,34,0,8,534,495,26,2,11,93,87,5,0,1,175,159,8,2,6,161,145,12,0,4,105,104,1,0,0,864,781,72,1,10,113,96,15,0,2,235,214,21,0,0,272,250,19,1,2,244,221,17,0,6,164,146,11,0,7,12,9,3,0,0,29,23,3,0,3,78,75,1,0,2,45,39,4,0,2,137,120,16,0,1,22,21,1,0,0,27,25,1,0,1,21,19,2,0,0,67,55,12,0,0
95GG21S3,1898,1558,146,113,81,219,192,20,0,7,458,398,31,11,18,638,556,33,23,26,583,412,62,79,30,569,513,39,7,10,132,117,15,0,0,181,168,9,0,4,166,151,5,5,5,90,77,10,2,1,625,587,21,4,13,49,47,2,0,0,141,127,7,3,4,223,215,6,0,2,212,198,6,1,7,250,226,16,0,8,9,8,0,0,1,54,45,7,0,2,122,117,5,0,0,65,56,4,0,5,454,232,70,102,50,29,20,3,0,6,82,58,8,8,8,127,73,17,18,19,216,81,42,76,17
95GG22S1,1687,1570,57,17,43,716,679,22,3,12,416,385,14,4,13,323,302,10,3,8,232,204,11,7,10,1264,1208,30,6,20,622,591,18,3,10,309,295,10,1,3,188,185,0,2,1,145,137,2,0,6,98,75,6,7,10,13,10,2,0,1,13,9,0,0,4,35,26,3,1,5,37,30,1,6,0,71,61,9,0,1,2,0,2,0,0,10,10,0,0,0,46,41,4,0,1,13,10,3,0,0,254,226,12,4,12,79,78,0,0,1,84,71,4,3,6,54,50,3,0,1,37,27,5,1,4
95GG22S2,1894,1802,59,14,19,754,719,24,5,6,499,476,16,6,1,389,370,7,1,11,252,237,12,2,1,1508,1453,37,9,9,686,658,21,1,6,400,388,5,6,1,259,254,3,0,2,163,153,8,2,0,66,52,6,0,8,8,8,0,0,0,17,15,2,0,0,30,21,1,0,8,11,8,3,0,0,149,144,3,1,1,4,4,0,0,0,29,28,1,0,0,59,56,2,1,0,57,56,0,0,1,171,153,13,4,1,56,49,3,4,0,53,45,8,0,0,41,39,1,0,1,21,20,1,0,0
95GG22S3,1709,1622,56,8,23,633,617,6,3,7,475,450,19,0,6,288,281,3,0,4,313,274,28,5,6,1282,1222,42,5,13,576,565,6,0,5,359,340,15,0,4,180,176,0,0,4,167,141,21,5,0,215,212,3,0,0,26,26,0,0,0,51,50,1,0,0,49,48,1,0,0,89,88,1,0,0,87,75,8,0,4,3,3,0,0,0,16,14,2,0,0,39,38,1,0,0,29,20,5,0,4,125,113,3,3,6,28,23,0,3,2,49,46,1,0,2,20,19,1,0,0,28,25,1,0,2
95GG23S1,1418,479,798,45,96,966,378,513,20,55,276,44,183,15,34,116,32,72,7,5,60,25,30,3,2,1292,429,742,42,79,921,359,494,20,48,244,36,172,12,24,85,20,53,7,5,42,14,23,3,2,15,8,7,0,0,0,0,0,0,0,4,0,4,0,0,11,8,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,107,42,45,3,17,45,19,19,0,7,28,8,7,3,10,20,4,16,0,0,14,11,3,0,0
95GG23S2,1496,1169,266,10,51,1008,822,164,4,18,276,216,45,2,13,131,64,46,4,17,81,67,11,0,3,1303,1079,183,4,37,949,797,135,0,17,215,182,21,1,11,76,44,20,3,9,63,56,7,0,0,64,18,40,1,5,9,4,5,0,0,20,5,15,0,0,26,4,16,1,5,9,5,4,0,0,9,9,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,120,63,43,5,9,50,21,24,4,1,32,20,9,1,2,29,16,10,0,3,9,6,0,0,3
95GG23S3,1585,592,832,55,106,948,354,524,26,44,390,168,188,8,26,157,46,86,7,18,90,24,34,14,18,1323,483,733,36,71,845,308,487,19,31,335,137,169,5,24,106,32,59,6,9,37,6,18,6,7,28,9,16,0,3,1,1,0,0,0,10,3,7,0,0,5,0,5,0,0,12,5,4,0,3,28,12,13,0,3,1,1,0,0,0,6,5,1,0,0,13,5,8,0,0,8,1,4,0,3,206,88,70,19,29,101,44,37,7,13,39,23,11,3,2,33,9,14,1,9,33,12,8,8,5
95GG24S1,1286,747,448,28,63,693,463,187,14,29,318,154,134,11,19,196,84,99,2,11,79,46,28,1,4,1035,629,346,20,40,639,434,174,8,23,243,124,100,11,8,113,48,56,1,8,40,23,16,0,1,55,16,33,2,4,6,3,3,0,0,26,6,19,0,1,21,7,10,1,3,2,0,1,1,0,42,25,17,0,0,0,0,0,0,0,5,2,3,0,0,17,9,8,0,0,20,14,6,0,0,154,77,52,6,19,48,26,10,6,6,44,22,12,0,10,45,20,25,0,0,17,9,5,0,3
95GG24S2,1540,212,1178,12,138,469,40,399,7,23,509,56,392,1,60,321,26,247,3,45,241,90,140,1,10,1133,93,970,5,65,396,27,352,4,13,392,26,338,1,27,213,4,184,0,25,132,36,96,0,0,44,8,31,0,5,9,3,6,0,0,11,1,7,0,3,13,0,11,0,2,11,4,7,0,0,20,6,5,0,9,0,0,0,0,0,2,0,2,0,0,8,3,1,0,4,10,3,2,0,5,343,105,172,7,59,64,10,41,3,10,104,29,45,0,30,87,19,51,3,14,88,47,35,1,5
95GG24S3,1538,851,553,13,121,875,551,258,9,57,308,141,140,2,25,232,96,106,1,29,123,63,49,1,10,1177,699,401,7,70,795,514,230,6,45,225,105,100,1,19,103,56,41,0,6,54,24,30,0,0,32,11,13,1,7,5,0,0,0,5,12,5,7,0,0,7,2,4,0,1,8,4,2,1,1,36,23,12,0,1,0,0,0,0,0,1,1,0,0,0,19,13,6,0,0,16,9,6,0,1,293,118,127,5,43,75,37,28,3,7,70,30,33,1,6,103,25,55,1,22,45,26,11,0,8
95GG25S1,2112,2015,67,16,14,724,696,26,0,2,573,547,13,5,8,486,455,26,2,3,329,317,2,9,1,1458,1399,35,14,10,651,627,22,0,2,398,383,3,5,7,217,207,9,0,1,192,182,1,9,0,316,302,13,1,0,33,31,2,0,0,86,79,7,0,0,119,115,3,1,0,78,77,1,0,0,95,93,0,1,1,2,2,0,0,0,16,16,0,0,0,58,57,0,1,0,19,18,0,0,1,243,221,19,0,3,38,36,2,0,0,73,69,3,0,1,92,76,14,0,2,40,40,0,0,0
95GG25S2,1839,1759,53,5,22,655,642,9,0,4,460,439,11,3,7,421,404,11,0,6,303,274,22,2,5,1476,1411,42,5,18,571,562,7,0,2,378,357,11,3,7,309,301,3,0,5,218,191,21,2,4,224,217,5,0,2,34,33,0,0,1,47,47,0,0,0,86,80,5,0,1,57,57,0,0,0,13,13,0,0,0,2,2,0,0,0,7,7,0,0,0,4,4,0,0,0,0,0,0,0,0,126,118,6,0,2,48,45,2,0,1,28,28,0,0,0,22,19,3,0,0,28,26,1,0,1
95GG25S3,1576,1495,49,7,25,402,389,3,1,9,481,457,16,1,7,367,349,14,1,3,326,300,16,4,6,1068,1040,18,3,7,325,318,3,1,3,355,342,8,1,4,199,194,4,1,0,189,186,3,0,0,355,327,16,4,8,39,33,0,0,6,93,85,8,0,0,115,112,3,0,0,108,97,5,4,2,49,39,8,0,2,4,4,0,0,0,6,6,0,0,0,18,18,0,0,0,21,11,8,0,2,104,89,7,0,8,34,34,0,0,0,27,24,0,0,3,35,25,7,0,3,8,6,0,0,2
95GG26S1,1948,150,1642,16,140,568,32,496,5,35,572,24,501,6,41,492,50,401,1,40,316,44,244,4,24,953,65,823,7,58,375,22,329,4,20,262,8,239,1,14,190,27,146,0,17,126,8,109,2,7,661,41,572,0,48,127,8,116,0,3,219,8,191,0,20,211,15,179,0,17,104,10,86,0,8,32,3,27,0,2,1,0,1,0,0,2,2,0,0,0,29,1,26,0,2,0,0,0,0,0,302,41,220,9,32,65,2,50,1,12,89,6,71,5,7,62,7,50,1,4,86,26,49,2,9
95GG26S2,1727,505,1119,14,89,553,184,339,6,24,603,154,410,6,33,387,100,268,1,18,184,67,102,1,14,1035,413,581,8,33,394,161,218,4,11,347,120,215,3,9,198,79,113,0,6,96,53,35,1,7,310,31,266,1,12,58,3,54,1,0,110,12,94,0,4,103,9,86,0,8,39,7,32,0,0,100,14,74,2,10,9,2,7,0,0,30,3,23,1,3,29,3,25,1,0,32,6,19,0,7,282,47,198,3,34,92,18,60,1,13,116,19,78,2,17,57,9,44,0,4,17,1,16,0,0
95GG27S1,1500,1432,46,6,16,627,591,23,6,7,340,326,9,0,5,239,234,2,0,3,294,281,12,0,1,1241,1179,42,5,15,584,553,19,5,7,283,270,9,0,4,180,175,2,0,3,194,181,12,0,1,186,181,4,1,0,24,19,4,1,0,45,45,0,0,0,48,48,0,0,0,69,69,0,0,0,8,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,64,0,0,1,11,11,0,0,0,12,11,0,0,1,11,11,0,0,0,31,31,0,0,0
95GG27S2,1614,1524,72,0,18,453,431,21,0,1,394,379,15,0,0,433,417,9,0,7,334,297,27,0,10,1048,1000,43,0,5,350,333,16,0,1,275,265,10,0,0,255,243,8,0,4,168,159,9,0,0,378,349,24,0,5,62,58,4,0,0,79,74,5,0,0,118,118,0,0,0,119,99,15,0,5,70,68,0,0,2,6,6,0,0,0,6,6,0,0,0,41,39,0,0,2,17,17,0,0,0,118,107,5,0,6,35,34,1,0,0,34,34,0,0,0,19,17,1,0,1,30,22,3,0,5
95GG27S3,1705,1614,58,3,30,428,412,9,1,6,484,457,18,1,8,447,419,22,0,6,346,326,9,1,10,1108,1047,38,2,21,365,355,5,1,4,310,292,10,1,7,263,243,16,0,4,170,157,7,0,6,389,373,13,0,3,25,24,1,0,0,116,108,7,0,1,131,125,4,0,2,117,116,1,0,0,53,47,2,1,3,6,5,1,0,0,18,18,0,0,0,16,16,0,0,0,13,8,1,1,3,155,147,5,0,3,32,28,2,0,2,40,39,1,0,0,37,35,2,0,0,46,45,0,0,1
95GG27S4,1587,1472,81,4,30,396,387,9,0,0,446,402,35,4,5,383,346,27,0,10,362,337,10,0,15,934,888,31,2,13,312,305,7,0,0,237,221,13,2,1,201,190,6,0,5,184,172,5,0,7,449,409,27,2,11,60,60,0,0,0,145,130,11,2,2,118,101,16,0,1,126,118,0,0,8,74,62,11,0,1,3,3,0,0,0,25,19,6,0,0,25,22,2,0,1,21,18,3,0,0,130,113,12,0,5,21,19,2,0,0,39,32,5,0,2,39,33,3,0,3,31,29,2,0,0
95GG28S1,2149,99,1841,13,196,1036,35,912,4,85,597,18,519,7,53,321,20,260,1,40,195,26,150,1,18,1775,58,1577,9,131,925,26,830,3,66,475,13,421,5,36,230,7,203,0,20,145,12,123,1,9,118,12,95,0,11,22,0,21,0,1,42,2,38,0,2,39,3,28,0,8,15,7,8,0,0,10,0,10,0,0,0,0,0,0,0,8,0,8,0,0,2,0,2,0,0,0,0,0,0,0,246,29,159,4,54,89,9,61,1,18,72,3,52,2,15,50,10,27,1,12,35,7,19,0,9
95GG28S2,1717,277,1314,24,102,828,120,646,12,50,459,98,337,1,23,314,43,247,8,16,116,16,84,3,13,1217,189,959,15,54,687,95,556,9,27,321,66,236,1,18,172,26,136,5,5,37,2,31,0,4,293,24,248,2,19,60,4,52,1,3,88,8,75,0,5,97,12,77,1,7,48,0,44,0,4,41,16,18,0,7,11,4,3,0,4,9,5,4,0,0,14,0,11,0,3,7,7,0,0,0,166,48,89,7,22,70,17,35,2,16,41,19,22,0,0,31,5,23,2,1,24,7,9,3,5
95GG28S3,1769,146,1510,13,100,380,32,338,2,8,638,33,557,7,41,504,24,445,3,32,247,57,170,1,19,684,68,592,4,20,210,19,187,2,2,242,19,212,2,9,145,7,133,0,5,87,23,60,0,4,894,51,778,9,56,124,2,122,0,0,328,4,295,5,24,309,16,266,3,24,133,29,95,1,8,23,1,21,0,1,5,0,5,0,0,3,0,3,0,0,9,1,7,0,1,6,0,6,0,0,168,26,119,0,23,41,11,24,0,6,65,10,47,0,8,41,0,39,0,2,21,5,9,0,7
95GG29S1,2257,265,1596,145,251,322,19,266,2,35,622,32,540,9,41,813,121,541,40,111,500,93,249,94,64,486,66,358,9,53,142,13,112,1,16,171,5,147,4,15,114,34,63,0,17,59,14,36,4,5,440,38,369,3,30,31,1,30,0,0,130,4,123,1,2,204,21,161,0,22,75,12,55,2,6,776,36,658,8,74,89,1,80,1,7,241,8,220,2,11,290,14,240,3,33,156,13,118,2,23,555,125,211,125,94,60,4,44,0,12,80,15,50,2,13,205,52,77,37,39,210,54,40,86,30
95GG29S2,2747,429,1895,83,340,912,108,665,21,118,757,116,514,22,105,653,90,464,25,74,425,115,252,15,43,1179,133,875,22,149,554,59,409,14,72,331,44,245,3,39,196,17,149,3,27,98,13,72,2,11,150,7,121,2,20,14,0,12,0,2,42,3,32,0,7,55,1,42,2,10,39,3,35,0,1,374,19,316,6,33,42,2,34,0,6,109,1,103,0,5,146,7,125,5,9,77,9,54,1,13,1044,270,583,53,138,302,47,210,7,38,275,68,134,19,54,256,65,148,15,28,211,90,91,12,18
95GG30S1,1604,126,1278,21,179,678,68,533,8,69,448,27,369,7,45,348,21,280,4,43,130,10,96,2,22,1024,98,795,12,119,588,62,457,8,61,241,18,192,1,30,136,12,102,3,19,59,6,44,0,9,436,6,381,5,44,55,0,49,0,6,154,3,138,3,10,181,3,158,1,19,46,0,36,1,9,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143,22,101,4,16,35,6,27,0,2,52,6,38,3,5,31,6,20,0,5,25,4,16,1,4
95GG30S2,1685,244,1228,18,195,1140,158,850,14,118,313,41,221,3,48,165,29,116,1,19,67,16,41,0,10,1423,206,1046,16,155,1058,148,786,14,110,262,31,196,2,33,72,16,45,0,11,31,11,19,0,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,6,0,6,0,0,40,4,36,0,0,0,0,0,0,0,2,0,2,0,0,27,2,25,0,0,11,2,9,0,0,214,34,138,2,40,82,10,64,0,8,49,10,23,1,15,64,11,44,1,8,19,3,7,0,9
95GG30S3,1538,71,1339,20,108,846,25,772,5,44,401,27,329,5,40,216,5,183,8,20,75,14,55,2,4,1407,55,1265,16,71,806,25,745,5,31,343,19,289,5,30,193,4,177,6,6,65,7,54,0,4,10,3,7,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,117,13,63,4,37,40,0,27,0,13,48,8,30,0,10,23,1,6,2,14,6,4,0,2,0
95GG31S1,2227,2105,78,9,35,998,945,37,4,12,525,499,12,0,14,412,393,13,5,1,292,268,16,0,8,1971,1869,69,7,26,919,873,34,2,10,441,421,9,0,11,367,352,10,5,0,244,223,16,0,5,60,60,0,0,0,12,12,0,0,0,15,15,0,0,0,10,10,0,0,0,23,23,0,0,0,8,6,1,0,1,0,0,0,0,0,1,1,0,0,0,7,5,1,0,1,0,0,0,0,0,188,170,8,2,8,67,60,3,2,2,68,62,3,0,3,28,26,2,0,0,25,22,0,0,3
95GG31S2,2032,1411,483,23,115,819,623,167,7,22,536,315,164,8,49,474,320,106,8,40,203,153,46,0,4,1471,1204,217,3,47,708,590,104,3,11,340,260,59,0,21,281,234,36,0,11,142,120,18,0,4,337,67,221,8,41,69,6,51,4,8,123,17,85,3,18,104,30,58,1,15,41,14,27,0,0,50,44,3,0,3,6,2,2,0,2,13,13,0,0,0,26,24,1,0,1,5,5,0,0,0,174,96,42,12,24,36,25,10,0,1,60,25,20,5,10,63,32,11,7,13,15,14,1,0,0
95GG31S3,2260,2045,152,10,53,630,560,58,3,9,534,474,40,3,17,581,531,35,3,12,515,480,19,1,15,1134,1049,67,3,15,460,428,31,1,0,291,275,11,1,4,202,182,17,1,2,181,164,8,0,9,518,459,46,0,13,76,56,17,0,3,136,112,16,0,8,158,147,10,0,1,148,144,3,0,1,391,370,11,5,5,40,38,0,2,0,75,63,9,0,3,162,157,1,2,2,114,112,1,1,0,217,167,28,2,20,54,38,10,0,6,32,24,4,2,2,59,45,7,0,7,72,60,7,0,5
95GG32S1,3232,2280,771,29,152,899,553,301,4,41,925,683,177,16,49,895,690,167,3,35,513,354,126,6,27,1706,1055,547,22,82,685,381,267,4,33,466,320,113,15,18,355,240,100,0,15,200,114,67,3,16,652,559,82,4,7,69,64,5,0,0,188,161,24,1,2,247,213,27,3,4,148,121,26,0,1,321,265,44,0,12,16,14,2,0,0,69,59,4,0,6,141,120,18,0,3,95,72,20,0,3,553,401,98,3,51,129,94,27,0,8,202,143,36,0,23,152,117,22,0,13,70,47,13,3,7
95GG32S2,1553,288,1150,11,104,527,64,437,2,24,491,98,357,3,33,373,78,256,1,38,162,48,100,5,9,872,85,741,3,43,374,23,339,1,11,254,26,203,2,23,166,15,143,0,8,78,21,56,0,1,318,114,188,3,13,56,18,36,1,1,117,37,77,1,2,110,40,61,1,8,35,19,14,0,2,61,13,44,1,3,7,1,5,0,1,20,7,12,0,1,24,3,20,0,1,10,2,7,1,0,302,76,177,4,45,90,22,57,0,11,100,28,65,0,7,73,20,32,0,21,39,6,23,4,6
95GG32S3,1606,520,975,9,102,864,297,520,5,42,376,112,233,3,28,259,64,176,0,19,107,47,46,1,13,1206,452,696,7,51,703,272,398,3,30,272,102,152,3,15,180,47,127,0,6,51,31,19,1,0,131,8,107,0,16,40,3,37,0,0,47,2,39,0,6,35,1,27,0,7,9,2,4,0,3,66,17,42,0,7,14,6,8,0,0,21,0,18,0,3,20,3,14,0,3,11,8,2,0,1,203,43,130,2,28,107,16,77,2,12,36,8,24,0,4,24,13,8,0,3,36,6,21,0,9
95GG33S1,1945,1336,498,28,83,1521,1027,427,18,49,148,113,21,1,13,151,103,29,4,15,125,93,21,5,6,1698,1189,433,19,57,1456,992,403,16,45,116,95,15,1,5,82,62,13,0,7,44,40,2,2,0,14,2,6,0,6,4,2,1,0,1,0,0,0,0,0,8,0,5,0,3,2,0,0,0,2,16,8,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,2,3,3,217,137,57,6,17,61,33,23,2,3,32,18,6,0,8,61,41,11,4,5,63,45,17,0,1
95GG33S2,1595,1005,469,39,82,1252,809,370,14,59,172,89,65,13,5,100,71,21,5,3,71,36,13,7,15,1309,855,385,16,53,1141,749,334,12,46,113,66,43,3,1,37,28,8,1,0,18,12,0,0,6,14,13,1,0,0,2,1,1,0,0,3,3,0,0,0,5,5,0,0,0,4,4,0,0,0,37,23,7,2,5,3,2,0,1,0,6,3,3,0,0,10,8,2,0,0,18,10,2,1,5,235,114,76,21,24,106,57,35,1,13,50,17,19,10,4,48,30,11,4,3,31,10,11,6,4
95GG33S3,1912,1028,661,59,164,1276,696,452,23,105,268,163,79,2,24,227,114,72,20,21,141,55,58,14,14,1329,728,483,25,93,1072,596,384,17,75,143,85,48,2,8,78,33,36,4,5,36,14,15,2,5,28,11,10,0,7,3,3,0,0,0,4,0,1,0,3,12,7,1,0,4,9,1,8,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,4,1,0,0,549,285,166,34,64,201,97,68,6,30,121,78,30,0,13,136,74,34,16,12,91,36,34,12,9
95GG34S1,1441,263,1024,49,105,486,80,372,11,23,492,90,361,10,31,341,60,236,12,33,122,33,55,16,18,898,173,642,27,56,387,63,298,9,17,294,60,214,1,19,161,35,110,5,11,56,15,20,12,9,330,31,269,5,25,42,1,40,0,1,125,9,111,0,5,113,12,86,1,14,50,9,32,4,5,31,7,24,0,0,3,1,2,0,0,10,3,7,0,0,18,3,15,0,0,0,0,0,0,0,182,52,89,17,24,54,15,32,2,5,63,18,29,9,7,49,10,25,6,8,16,9,3,0,4
95GG34S2,1590,1505,58,12,15,974,907,45,10,12,378,367,9,0,2,178,172,4,1,1,60,59,0,1,0,1490,1429,47,6,8,910,857,41,5,7,365,360,4,0,1,162,160,2,0,0,53,52,0,1,0,8,6,2,0,0,4,4,0,0,0,3,1,2,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,3,3,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,88,70,8,6,4,57,46,4,5,2,10,6,3,0,1,15,12,1,1,1,6,6,0,0,0
