ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC6506NI0001,Count,PERSONS,"All categories: Qualifications, All usual residents aged 16 and over"
DC6506NI0002,Count,PERSONS,"All categories: Qualifications, Voluntary work without pay: Yes"
DC6506NI0003,Count,PERSONS,"All categories: Qualifications, Voluntary work without pay: No"
DC6506NI0004,Count,PERSONS,"No qualifications, All usual residents aged 16 and over"
DC6506NI0005,Count,PERSONS,"No qualifications, Voluntary work without pay: Yes"
DC6506NI0006,Count,PERSONS,"No qualifications, Voluntary work without pay: No"
DC6506NI0007,Count,PERSONS,"Level 1 qualifications, All usual residents aged 16 and over"
DC6506NI0008,Count,PERSONS,"Level 1 qualifications, Voluntary work without pay: Yes"
DC6506NI0009,Count,PERSONS,"Level 1 qualifications, Voluntary work without pay: No"
DC6506NI0010,Count,PERSONS,"Level 2 qualifications, All usual residents aged 16 and over"
DC6506NI0011,Count,PERSONS,"Level 2 qualifications, Voluntary work without pay: Yes"
DC6506NI0012,Count,PERSONS,"Level 2 qualifications, Voluntary work without pay: No"
DC6506NI0013,Count,PERSONS,"Apprenticeship, All usual residents aged 16 and over"
DC6506NI0014,Count,PERSONS,"Apprenticeship, Voluntary work without pay: Yes"
DC6506NI0015,Count,PERSONS,"Apprenticeship, Voluntary work without pay: No"
DC6506NI0016,Count,PERSONS,"Level 3 qualifications, All usual residents aged 16 and over"
DC6506NI0017,Count,PERSONS,"Level 3 qualifications, Voluntary work without pay: Yes"
DC6506NI0018,Count,PERSONS,"Level 3 qualifications, Voluntary work without pay: No"
DC6506NI0019,Count,PERSONS,"Level 4 qualifications and above, All usual residents aged 16 and over"
DC6506NI0020,Count,PERSONS,"Level 4 qualifications and above, Voluntary work without pay: Yes"
DC6506NI0021,Count,PERSONS,"Level 4 qualifications and above, Voluntary work without pay: No"
DC6506NI0022,Count,PERSONS,"Other qualifications, All usual residents aged 16 and over"
DC6506NI0023,Count,PERSONS,"Other qualifications, Voluntary work without pay: Yes"
DC6506NI0024,Count,PERSONS,"Other qualifications, Voluntary work without pay: No"
