GeographyCode,DC2418NI0001,DC2418NI0002,DC2418NI0003,DC2418NI0004,DC2418NI0005,DC2418NI0006,DC2418NI0007,DC2418NI0008,DC2418NI0009,DC2418NI0010,DC2418NI0011,DC2418NI0012,DC2418NI0013,DC2418NI0014,DC2418NI0015,DC2418NI0016,DC2418NI0017,DC2418NI0018,DC2418NI0019,DC2418NI0020,DC2418NI0021,DC2418NI0022,DC2418NI0023,DC2418NI0024,DC2418NI0025,DC2418NI0026,DC2418NI0027,DC2418NI0028,DC2418NI0029,DC2418NI0030,DC2418NI0031,DC2418NI0032,DC2418NI0033,DC2418NI0034,DC2418NI0035,DC2418NI0036,DC2418NI0037,DC2418NI0038,DC2418NI0039,DC2418NI0040,DC2418NI0041,DC2418NI0042,DC2418NI0043,DC2418NI0044,DC2418NI0045,DC2418NI0046,DC2418NI0047,DC2418NI0048,DC2418NI0049,DC2418NI0050,DC2418NI0051,DC2418NI0052,DC2418NI0053,DC2418NI0054,DC2418NI0055,DC2418NI0056,DC2418NI0057,DC2418NI0058,DC2418NI0059,DC2418NI0060,DC2418NI0061,DC2418NI0062,DC2418NI0063,DC2418NI0064,DC2418NI0065,DC2418NI0066,DC2418NI0067,DC2418NI0068,DC2418NI0069,DC2418NI0070,DC2418NI0071,DC2418NI0072,DC2418NI0073,DC2418NI0074,DC2418NI0075,DC2418NI0076,DC2418NI0077,DC2418NI0078,DC2418NI0079,DC2418NI0080,DC2418NI0081,DC2418NI0082,DC2418NI0083,DC2418NI0084,DC2418NI0085,DC2418NI0086,DC2418NI0087,DC2418NI0088,DC2418NI0089,DC2418NI0090,DC2418NI0091,DC2418NI0092,DC2418NI0093,DC2418NI0094,DC2418NI0095,DC2418NI0096,DC2418NI0097,DC2418NI0098,DC2418NI0099,DC2418NI0100,DC2418NI0101,DC2418NI0102,DC2418NI0103,DC2418NI0104,DC2418NI0105,DC2418NI0106,DC2418NI0107,DC2418NI0108,DC2418NI0109,DC2418NI0110,DC2418NI0111,DC2418NI0112,DC2418NI0113,DC2418NI0114,DC2418NI0115,DC2418NI0116,DC2418NI0117,DC2418NI0118,DC2418NI0119,DC2418NI0120,DC2418NI0121,DC2418NI0122,DC2418NI0123,DC2418NI0124,DC2418NI0125,DC2418NI0126,DC2418NI0127,DC2418NI0128,DC2418NI0129,DC2418NI0130,DC2418NI0131,DC2418NI0132,DC2418NI0133,DC2418NI0134,DC2418NI0135,DC2418NI0136,DC2418NI0137,DC2418NI0138,DC2418NI0139,DC2418NI0140
95GG24S3,621,261,210,101,64,25,20,8,87,55,449,208,140,66,43,19,12,4,60,37,215,97,77,39,24,11,3,1,18,22,234,111,63,27,19,8,9,3,42,15,1,0,1,1,0,0,0,0,0,0,37,11,16,10,4,1,1,1,4,5,17,2,8,3,3,1,1,1,3,3,20,9,8,7,1,0,0,0,1,2,127,40,49,24,15,4,6,3,22,13,117,37,46,23,13,4,6,3,19,12,0,0,0,0,0,0,0,0,0,0,9,2,3,1,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,7,2,4,0,2,1,1,0,1,0
95GG25S1,868,749,10,1,4,0,5,5,26,78,525,456,7,1,1,0,5,3,13,46,245,208,3,1,0,0,2,2,6,26,280,248,4,0,1,0,3,1,7,20,6,6,0,0,0,0,0,0,0,0,213,188,0,0,0,0,0,2,2,21,143,122,0,0,0,0,0,1,1,19,70,66,0,0,0,0,0,1,1,2,105,82,2,0,2,0,0,0,11,10,96,74,2,0,2,0,0,0,11,9,2,2,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,17,1,0,1,0,0,0,0,1
95GG25S2,716,626,5,2,2,0,1,2,24,59,535,470,3,2,1,0,0,2,18,42,216,193,1,1,0,0,0,0,10,12,319,277,2,1,1,0,0,2,8,30,7,5,0,0,0,0,0,0,2,0,115,99,0,0,0,0,0,0,3,13,108,94,0,0,0,0,0,0,2,12,7,5,0,0,0,0,0,0,1,1,47,40,2,0,1,0,1,0,1,4,38,32,2,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0
95GG25S3,610,524,6,2,3,1,0,4,22,54,384,336,4,1,2,1,0,2,12,30,119,106,2,1,1,0,0,0,3,8,265,230,2,0,1,1,0,2,9,22,7,6,0,0,0,0,0,1,0,0,166,139,2,1,1,0,0,1,6,18,149,125,1,0,1,0,0,1,5,17,17,14,1,1,0,0,0,0,1,1,41,33,0,0,0,0,0,0,4,4,35,29,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,2
95GG26S1,848,28,652,229,324,49,50,5,72,91,386,6,303,112,136,25,30,3,33,41,187,1,160,72,61,16,11,2,7,17,199,5,143,40,75,9,19,1,26,24,8,1,6,2,4,0,0,0,0,1,329,12,266,91,140,19,16,0,23,28,306,11,249,85,133,19,12,0,20,26,23,1,17,6,7,0,4,0,3,2,103,7,63,21,33,5,4,2,14,17,96,7,59,20,30,5,4,2,14,14,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,3,1,2,0,0,0,0,2,22,2,14,3,11,0,0,0,2,4
95GG26S2,806,164,485,194,212,42,37,7,53,97,449,139,239,90,111,23,15,3,24,44,245,61,149,63,64,12,10,0,9,26,204,78,90,27,47,11,5,3,15,18,3,1,1,0,1,0,0,0,1,0,213,10,162,63,70,16,13,3,8,30,159,4,122,51,50,11,10,1,5,27,54,6,40,12,20,5,3,2,3,3,123,13,69,34,24,3,8,1,19,21,114,12,65,32,23,3,7,1,17,19,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,2,0,5,0,3,1,1,0,1,0,0,2,18,1,14,7,6,0,1,0,1,2
95GG27S1,487,429,12,3,3,0,6,1,10,35,381,339,12,3,3,0,6,1,9,20,66,56,5,2,2,0,1,0,4,1,315,283,7,1,1,0,5,1,5,19,3,2,0,0,0,0,0,0,0,1,76,65,0,0,0,0,0,0,1,10,74,63,0,0,0,0,0,0,1,10,2,2,0,0,0,0,0,0,0,0,22,18,0,0,0,0,0,0,0,4,21,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
95GG27S2,607,518,7,4,2,0,1,0,16,66,368,314,3,1,2,0,0,0,12,39,87,73,2,0,2,0,0,0,1,11,281,241,1,1,0,0,0,0,11,28,5,5,0,0,0,0,0,0,0,0,183,158,2,2,0,0,0,0,1,22,139,123,2,2,0,0,0,0,1,13,44,35,0,0,0,0,0,0,0,9,43,34,2,1,0,0,1,0,2,5,41,32,2,1,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,1,0
95GG27S3,727,613,5,0,3,1,1,3,25,81,426,363,4,0,3,1,0,2,15,42,136,124,1,0,1,0,0,0,5,6,290,239,3,0,2,1,0,2,10,36,6,4,0,0,0,0,0,0,0,2,214,176,0,0,0,0,0,1,7,30,198,163,0,0,0,0,0,0,7,28,16,13,0,0,0,0,0,1,0,2,64,55,1,0,0,0,1,0,2,6,54,49,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,1,1
95GG27S4,646,533,7,2,0,1,4,3,21,82,356,302,3,0,0,1,2,1,13,37,129,109,1,0,0,0,1,0,2,17,227,193,2,0,0,1,1,1,11,20,5,5,0,0,0,0,0,0,0,0,220,176,2,0,0,0,2,2,6,34,195,158,1,0,0,0,1,2,5,29,25,18,1,0,0,0,1,0,1,5,47,33,2,2,0,0,0,0,2,10,41,28,2,2,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,18,17,0,0,0,0,0,0,0,1
95GG28S1,839,17,655,279,249,50,77,3,103,61,648,10,526,222,199,42,63,1,69,42,228,2,192,83,67,16,26,0,17,17,420,8,334,139,132,26,37,1,52,25,14,1,9,4,4,0,1,0,3,1,63,1,54,18,28,3,5,0,6,2,56,1,47,16,26,2,3,0,6,2,7,0,7,2,2,1,2,0,0,0,103,4,58,29,16,5,8,2,25,14,92,4,51,24,14,5,8,2,24,11,0,0,0,0,0,0,0,0,0,0,11,0,7,5,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,11,1,8,6,2,0,0,0,0,2
95GG28S2,712,82,509,217,197,51,44,10,64,47,493,57,367,162,122,48,35,5,36,28,257,24,205,95,60,31,19,2,9,17,236,33,162,67,62,17,16,3,27,11,5,1,3,0,3,0,0,0,1,0,146,10,106,43,55,2,6,1,17,12,134,7,101,42,51,2,6,1,15,10,12,3,5,1,4,0,0,0,2,2,54,13,22,7,12,1,2,4,8,7,45,11,16,5,8,1,2,4,8,6,0,0,0,0,0,0,0,0,0,0,7,1,5,2,3,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,14,1,11,5,5,0,1,0,2,0
95GG28S3,774,32,618,256,295,26,41,4,63,57,270,17,215,96,94,11,14,2,18,18,120,4,100,48,44,4,4,1,5,10,150,13,115,48,50,7,10,1,13,8,5,2,1,0,1,0,0,0,0,2,422,7,349,140,173,12,24,2,34,30,417,6,345,138,172,11,24,2,34,30,5,1,4,2,1,1,0,0,0,0,53,6,32,13,15,1,3,0,9,6,48,3,30,12,14,1,3,0,9,6,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,21,7,12,2,0,0,2,1
95GG29S1,1083,94,669,255,252,91,71,53,165,102,222,19,141,47,59,22,13,2,44,16,73,6,48,14,22,5,7,1,14,4,149,13,93,33,37,17,6,1,30,12,7,1,5,3,1,0,1,0,0,1,563,9,432,164,166,61,41,7,51,64,228,5,167,57,69,24,17,1,18,37,335,4,265,107,97,37,24,6,33,27,255,64,65,28,17,6,14,44,66,16,238,63,57,24,15,4,14,42,62,14,0,0,0,0,0,0,0,0,0,0,12,1,7,3,2,2,0,1,3,0,5,0,1,1,0,0,0,1,1,2,36,1,26,13,9,2,2,0,4,5
95GG29S2,1347,131,769,301,279,75,114,31,293,123,595,43,360,143,126,38,53,9,132,51,214,8,150,50,62,15,23,3,36,17,381,35,210,93,64,23,30,6,96,34,10,3,5,1,2,0,2,0,2,0,258,4,203,79,79,24,21,1,31,19,72,1,51,23,19,5,4,0,12,8,186,3,152,56,60,19,17,1,19,11,451,78,183,70,64,12,37,19,124,47,422,72,174,69,59,11,35,19,115,42,0,0,0,0,0,0,0,0,0,0,15,3,5,0,2,1,2,0,6,1,14,3,4,1,3,0,0,0,3,4,33,3,18,8,8,1,1,2,4,6
95GG30S1,763,28,549,277,159,60,53,8,121,57,446,22,317,156,91,35,35,7,71,29,211,8,158,79,43,20,16,3,23,19,235,14,159,77,48,15,19,4,48,10,5,1,2,0,1,0,1,0,1,1,238,2,178,90,56,19,13,0,38,20,237,2,177,90,56,18,13,0,38,20,1,0,1,0,0,1,0,0,0,0,39,2,22,10,5,3,4,1,9,5,37,2,21,9,5,3,4,1,8,5,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,1,30,21,6,3,0,0,2,2
95GG30S2,695,72,441,190,137,47,67,7,134,41,560,56,362,153,115,39,55,6,103,33,266,21,190,82,63,22,23,3,34,18,294,35,172,71,52,17,32,3,69,15,0,0,0,0,0,0,0,0,0,0,38,2,32,15,8,4,5,0,3,1,3,0,3,1,2,0,0,0,0,0,35,2,29,14,6,4,5,0,3,1,86,14,41,20,12,2,7,0,27,4,80,14,37,18,11,2,6,0,25,4,0,0,0,0,0,0,0,0,0,0,5,0,3,1,1,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,11,0,6,2,2,2,0,1,1,3
95GG30S3,625,14,471,159,130,103,79,7,99,34,574,11,440,151,119,99,71,5,86,32,303,1,254,79,76,61,38,2,29,17,271,10,186,72,43,38,33,3,57,15,1,0,1,0,0,0,1,0,0,0,6,0,5,1,2,2,0,0,0,1,4,0,3,0,2,1,0,0,0,1,2,0,2,1,0,1,0,0,0,0,37,3,19,6,7,1,5,2,12,1,30,3,16,5,5,1,5,1,9,1,0,0,0,0,0,0,0,0,0,0,7,0,3,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,0,6,1,2,1,2,0,1,0
95GG31S1,793,680,19,4,6,3,6,3,37,54,679,583,16,3,6,2,5,2,33,45,248,213,4,2,1,0,1,1,11,19,431,370,12,1,5,2,4,1,22,26,3,3,0,0,0,0,0,0,0,0,27,24,0,0,0,0,0,0,1,2,24,22,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,1,0,79,65,3,1,0,1,1,1,3,7,66,52,3,1,0,1,1,1,3,7,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
95GG31S2,800,465,194,48,107,21,18,8,70,63,544,391,81,14,46,12,9,1,38,33,269,195,39,9,24,3,3,1,11,23,275,196,42,5,22,9,6,0,27,10,7,5,1,0,1,0,0,1,0,0,181,37,97,30,52,8,7,3,19,25,156,18,95,30,50,8,7,3,18,22,25,19,2,0,2,0,0,0,1,3,49,22,12,4,5,1,2,3,10,2,45,21,10,3,4,1,2,2,10,2,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19,10,3,0,3,0,0,0,3,3
95GG31S3,870,690,37,8,19,3,7,5,31,107,416,350,14,3,8,2,1,1,16,35,167,140,5,1,4,0,0,0,5,17,249,210,9,2,4,2,1,1,11,18,4,3,0,0,0,0,0,0,0,1,368,284,15,3,8,1,3,3,6,60,225,163,14,3,8,0,3,0,4,44,143,121,1,0,0,1,0,3,2,16,57,37,4,0,1,0,3,1,7,8,42,27,3,0,1,0,2,1,4,7,1,0,1,0,0,0,1,0,0,0,8,6,0,0,0,0,0,0,2,0,6,4,0,0,0,0,0,0,1,1,25,16,4,2,2,0,0,0,2,3
95GG32S1,1257,763,263,98,100,23,42,9,103,119,607,320,165,59,66,16,24,6,60,56,206,90,75,30,30,7,8,2,12,27,401,230,90,29,36,9,16,4,48,29,27,17,2,1,1,0,0,0,3,5,405,292,56,25,16,5,10,2,20,35,291,219,30,13,6,3,8,2,11,29,114,73,26,12,10,2,2,0,9,6,190,114,33,12,12,2,7,1,20,22,178,108,28,10,10,2,6,1,19,22,0,0,0,0,0,0,0,0,0,0,9,5,3,1,1,0,1,0,1,0,3,1,2,1,1,0,0,0,0,0,28,20,7,1,5,0,1,0,0,1
95GG32S2,698,81,479,214,178,29,58,5,71,62,355,24,274,124,92,21,37,0,36,21,162,9,131,66,40,10,15,0,12,10,193,15,143,58,52,11,22,0,24,11,8,2,3,3,0,0,0,1,2,0,189,40,110,49,49,4,8,2,11,26,154,34,87,38,41,3,5,1,10,22,35,6,23,11,8,1,3,1,1,4,117,14,71,31,27,4,9,1,21,10,112,13,69,29,27,4,9,1,19,10,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,29,1,21,7,10,0,4,1,1,5
95GG32S3,694,153,406,179,159,28,40,6,79,50,490,136,269,126,98,20,25,4,47,34,247,48,160,80,54,11,15,2,15,22,243,88,109,46,44,9,10,2,32,12,0,0,0,0,0,0,0,0,0,0,100,5,80,29,38,3,10,0,11,4,67,2,56,20,28,2,6,0,7,2,33,3,24,9,10,1,4,0,4,2,90,12,45,20,18,3,4,2,21,10,79,11,39,16,16,3,4,1,20,8,0,0,0,0,0,0,0,0,0,0,5,0,2,1,1,0,0,1,1,1,6,1,4,3,1,0,0,0,0,1,14,0,12,4,5,2,1,0,0,2
95GG33S1,737,408,190,102,68,2,18,10,83,46,621,356,166,86,64,2,14,9,56,34,358,172,129,68,49,2,10,6,29,22,263,184,37,18,15,0,4,3,27,12,1,0,0,0,0,0,0,0,1,0,10,1,2,2,0,0,0,0,6,1,5,0,2,2,0,0,0,0,3,0,5,1,0,0,0,0,0,0,3,1,96,49,17,11,2,0,4,1,19,10,88,46,14,9,1,0,4,1,17,10,3,0,2,2,0,0,0,0,1,0,5,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,5,3,2,0,0,0,1,1
95GG33S2,618,313,162,73,59,10,20,19,101,23,472,249,128,62,43,9,14,9,68,18,263,113,92,46,30,5,11,6,40,12,209,136,36,16,13,4,3,3,28,6,1,0,1,0,1,0,0,0,0,0,35,19,6,1,2,1,2,1,7,2,6,4,1,0,0,0,1,0,0,1,29,15,5,1,2,1,1,1,7,1,102,42,24,9,11,0,4,9,24,3,94,38,20,8,8,0,4,9,24,3,1,1,0,0,0,0,0,0,0,0,7,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,1,2,0,0,0,2,0
95GG33S3,840,347,221,97,79,19,26,24,185,63,555,234,161,69,62,17,13,14,105,41,289,91,104,41,41,13,9,8,61,25,266,143,57,28,21,4,4,6,44,16,1,0,1,1,0,0,0,0,0,0,13,2,6,2,1,2,1,0,5,0,10,1,4,1,1,1,1,0,5,0,3,1,2,1,0,1,0,0,0,0,263,103,53,25,16,0,12,10,75,22,240,96,45,23,10,0,12,10,70,19,4,2,1,0,1,0,0,0,0,1,19,5,7,2,5,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
95GG34S1,650,73,433,157,158,60,58,10,87,47,368,44,245,89,86,32,38,5,53,21,166,8,130,48,46,20,16,2,13,13,202,36,115,41,40,12,22,3,40,8,2,1,1,0,1,0,0,0,0,0,199,11,150,58,57,23,12,2,19,17,174,8,130,52,50,16,12,2,18,16,25,3,20,6,7,7,0,0,1,1,65,17,25,8,8,2,7,3,12,8,60,17,23,8,7,2,6,2,11,7,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,16,0,12,2,6,3,1,0,3,1
95GG34S2,553,483,22,5,7,2,8,5,24,19,508,453,17,4,3,2,8,1,20,17,241,217,10,3,3,2,2,1,3,10,267,236,7,1,0,0,6,0,17,7,1,1,0,0,0,0,0,0,0,0,8,5,2,1,1,0,0,0,1,0,6,5,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,31,22,0,0,0,0,0,4,3,2,29,20,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,3,0,0,0,0,0
95GG34S3,796,434,191,71,56,33,31,9,106,56,567,310,147,57,45,28,17,4,67,39,257,110,103,36,33,23,11,1,27,16,310,200,44,21,12,5,6,3,40,23,7,4,2,0,1,0,1,0,0,1,11,2,5,2,2,1,0,1,3,0,8,1,4,2,2,0,0,0,3,0,3,1,1,0,0,1,0,1,0,0,200,115,32,10,7,3,12,4,34,15,189,110,32,10,7,3,12,4,31,12,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,11,3,5,2,1,1,1,0,2,1
95GG35S1,867,666,27,6,17,2,2,3,37,134,237,188,8,2,4,1,1,1,8,32,119,96,2,0,2,0,0,0,5,16,118,92,6,2,2,1,1,1,3,16,3,3,0,0,0,0,0,0,0,0,521,400,16,4,11,1,0,1,13,91,345,277,11,4,7,0,0,0,6,51,176,123,5,0,4,1,0,1,7,40,74,47,3,0,2,0,1,1,16,7,64,39,3,0,2,0,1,1,16,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,2,32,28,0,0,0,0,0,0,0,4
95GG35S2,731,610,12,2,3,0,7,4,24,81,195,155,3,0,2,0,1,0,7,30,83,69,1,0,1,0,0,0,3,10,112,86,2,0,1,0,1,0,4,20,5,5,0,0,0,0,0,0,0,0,457,386,7,2,0,0,5,3,14,47,438,375,6,2,0,0,4,2,12,43,19,11,1,0,0,0,1,1,2,4,39,31,2,0,1,0,1,1,3,2,35,27,2,0,1,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,0,0,0,0,0,0,0,2
95GG35S3,646,498,11,4,2,1,4,6,18,113,207,158,3,1,0,0,2,1,7,38,95,69,1,0,0,0,1,0,1,24,112,89,2,1,0,0,1,1,6,14,3,2,0,0,0,0,0,0,0,1,314,245,7,3,2,1,1,2,5,55,250,196,5,2,1,1,1,2,4,43,64,49,2,1,1,0,0,0,1,12,92,68,1,0,0,0,1,3,5,15,87,64,0,0,0,0,0,3,5,15,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,30,25,0,0,0,0,0,0,1,4
95GG36S1,827,93,484,229,128,69,58,9,174,67,588,60,373,177,97,55,44,7,107,41,239,6,180,90,40,24,26,5,28,20,349,54,193,87,57,31,18,2,79,21,6,0,3,2,1,0,0,0,3,0,84,3,59,27,18,8,6,2,11,9,24,1,14,8,4,1,1,1,6,2,60,2,45,19,14,7,5,1,5,7,142,30,46,23,11,4,8,0,51,15,124,30,37,15,11,4,7,0,46,11,0,0,0,0,0,0,0,0,0,0,11,0,7,6,0,0,1,0,3,1,7,0,2,2,0,0,0,0,2,3,7,0,3,0,1,2,0,0,2,2
95GG36S2,836,51,590,277,157,64,92,8,146,41,700,38,511,244,131,60,76,6,123,22,314,10,248,120,59,28,41,4,38,14,386,28,263,124,72,32,35,2,85,8,4,2,2,1,0,0,1,0,0,0,67,2,46,20,18,2,6,2,4,13,14,0,8,2,3,1,2,1,1,4,53,2,38,18,15,1,4,1,3,9,58,8,28,11,8,2,7,0,16,6,50,8,22,9,6,1,6,0,14,6,0,0,0,0,0,0,0,0,0,0,6,0,4,2,1,0,1,0,2,0,2,0,2,0,1,1,0,0,0,0,7,1,3,1,0,0,2,0,3,0
95GG36S3,818,47,584,260,147,67,110,8,140,39,643,30,476,216,114,60,86,6,108,23,302,6,250,114,55,32,49,0,33,13,341,24,226,102,59,28,37,6,75,10,8,0,7,1,4,0,2,0,0,1,71,5,49,18,17,3,11,1,5,11,11,1,7,2,4,0,1,1,0,2,60,4,42,16,13,3,10,0,5,9,87,12,44,20,12,4,8,1,26,4,79,12,38,16,10,4,8,1,24,4,0,0,0,0,0,0,0,0,0,0,8,0,6,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,8,5,0,0,3,0,1,0
95GG37S1,779,296,236,96,79,28,33,4,192,51,574,212,183,73,68,18,24,0,142,37,236,64,107,50,38,9,10,0,48,17,338,148,76,23,30,9,14,0,94,20,3,0,3,1,1,1,0,0,0,0,22,6,10,4,4,2,0,0,4,2,12,4,6,2,3,1,0,0,1,1,10,2,4,2,1,1,0,0,3,1,174,77,36,18,5,5,8,4,45,12,167,74,34,18,3,5,8,4,43,12,1,0,1,0,1,0,0,0,0,0,5,2,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,6,1,4,0,1,2,1,0,1,0
95GG37S2,819,139,374,154,106,54,60,20,201,85,554,85,284,115,82,48,39,11,121,53,233,11,160,66,41,34,19,2,35,25,321,74,124,49,41,14,20,9,86,28,9,2,4,1,0,0,3,0,3,0,34,2,17,9,5,0,3,0,12,3,24,2,14,8,4,0,2,0,8,0,10,0,3,1,1,0,1,0,4,3,214,50,63,27,18,4,14,8,64,29,195,47,57,25,16,3,13,7,61,23,0,0,0,0,0,0,0,0,0,0,17,3,5,1,2,1,1,0,3,6,2,0,1,1,0,0,0,1,0,0,8,0,6,2,1,2,1,1,1,0
95GG37S3,1089,314,426,172,133,59,62,21,262,66,568,153,255,98,81,38,38,9,122,29,232,28,152,60,43,25,24,3,34,15,336,125,103,38,38,13,14,6,88,14,11,4,5,2,2,1,0,0,1,1,82,5,62,27,18,9,8,1,8,6,24,4,14,5,4,4,1,1,2,3,58,1,48,22,14,5,7,0,6,3,416,150,98,42,30,11,15,11,130,27,392,145,90,38,29,10,13,11,123,23,0,0,0,0,0,0,0,0,0,0,23,5,7,4,1,0,2,0,7,4,1,0,1,0,0,1,0,0,0,0,12,2,6,3,2,0,1,0,1,3
95GG38S1,1369,591,387,153,140,40,54,35,272,84,912,406,258,103,95,33,27,20,170,58,378,150,140,53,57,22,8,6,58,24,534,256,118,50,38,11,19,14,112,34,5,4,0,0,0,0,0,0,1,0,133,41,57,25,21,2,9,3,22,10,52,10,28,10,13,1,4,3,6,5,81,31,29,15,8,1,5,0,16,5,293,132,61,23,17,5,16,8,77,15,265,115,56,20,15,5,16,8,73,13,0,0,0,0,0,0,0,0,0,0,26,16,4,2,2,0,0,0,4,2,2,1,1,1,0,0,0,0,0,0,26,8,11,2,7,0,2,4,2,1
95GG38S2,853,382,242,84,100,24,34,10,165,54,464,220,128,51,52,10,15,4,82,30,193,80,70,25,30,7,8,1,24,18,271,140,58,26,22,3,7,3,58,12,6,4,1,0,1,0,0,0,1,0,130,35,61,18,29,8,6,3,16,15,73,5,47,13,24,7,3,3,8,10,57,30,14,5,5,1,3,0,8,5,233,118,41,13,12,5,11,2,64,8,210,109,35,12,12,3,8,1,59,6,0,0,0,0,0,0,0,0,0,0,19,8,4,1,0,0,3,1,5,1,4,1,2,0,0,2,0,0,0,1,20,5,11,2,6,1,2,1,2,1
95GG38S3,693,399,151,73,44,19,15,6,106,31,524,313,104,47,33,14,10,6,78,23,245,120,77,36,23,11,7,1,31,16,279,193,27,11,10,3,3,5,47,7,0,0,0,0,0,0,0,0,0,0,63,29,28,14,8,3,3,0,3,3,24,10,11,5,5,1,0,0,2,1,39,19,17,9,3,2,3,0,1,2,93,50,15,10,3,0,2,0,24,4,91,48,15,10,3,0,2,0,24,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,4,2,0,2,0,0,1,1
95GG39S1,1172,563,191,58,79,19,35,112,171,135,344,199,53,19,17,6,11,6,51,35,103,62,16,8,6,2,0,2,13,10,241,137,37,11,11,4,11,4,38,25,2,0,0,0,0,0,0,0,2,0,416,242,85,20,48,7,10,9,26,54,306,195,53,10,30,7,6,2,18,38,110,47,32,10,18,0,4,7,8,16,357,96,44,16,10,5,13,97,86,34,336,91,41,15,9,4,13,94,77,33,2,0,0,0,0,0,0,0,2,0,13,5,2,1,1,0,0,0,5,1,6,0,1,0,0,1,0,3,2,0,53,26,9,3,4,1,1,0,6,12
95GG39S2,1402,332,573,224,224,59,66,32,304,161,304,69,127,44,50,22,11,3,61,44,121,24,56,19,20,14,3,3,24,14,183,45,71,25,30,8,8,0,37,30,6,1,4,1,1,0,2,0,0,1,668,129,324,129,135,26,34,14,129,72,479,68,274,104,123,23,24,4,74,59,189,61,50,25,12,3,10,10,55,13,346,121,68,28,19,8,13,15,108,34,318,112,61,25,15,8,13,12,101,32,0,0,0,0,0,0,0,0,0,0,17,3,5,3,2,0,0,1,7,1,11,6,2,0,2,0,0,2,0,1,78,12,50,22,19,3,6,0,6,10
