ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC6201NI0001,Count,PERSONS,"All categories: Ethnicity, All usual residents aged 16 and over"
DC6201NI0002,Count,PERSONS,"All categories: Ethnicity, Voluntary work without pay: Yes"
DC6201NI0003,Count,PERSONS,"All categories: Ethnicity, Voluntary work without pay: No"
DC6201NI0004,Count,PERSONS,"All White: Total, All usual residents aged 16 and over"
DC6201NI0005,Count,PERSONS,"All White: Total, Voluntary work without pay: Yes"
DC6201NI0006,Count,PERSONS,"All White: Total, Voluntary work without pay: No"
DC6201NI0007,Count,PERSONS,"All White: White, All usual residents aged 16 and over"
DC6201NI0008,Count,PERSONS,"All White: White, Voluntary work without pay: Yes"
DC6201NI0009,Count,PERSONS,"All White: White, Voluntary work without pay: No"
DC6201NI0010,Count,PERSONS,"All White: Irish Traveller, All usual residents aged 16 and over"
DC6201NI0011,Count,PERSONS,"All White: Irish Traveller, Voluntary work without pay: Yes"
DC6201NI0012,Count,PERSONS,"All White: Irish Traveller, Voluntary work without pay: No"
DC6201NI0013,Count,PERSONS,"All Asian: Total, All usual residents aged 16 and over"
DC6201NI0014,Count,PERSONS,"All Asian: Total, Voluntary work without pay: Yes"
DC6201NI0015,Count,PERSONS,"All Asian: Total, Voluntary work without pay: No"
DC6201NI0016,Count,PERSONS,"All Asian: Chinese, All usual residents aged 16 and over"
DC6201NI0017,Count,PERSONS,"All Asian: Chinese, Voluntary work without pay: Yes"
DC6201NI0018,Count,PERSONS,"All Asian: Chinese, Voluntary work without pay: No"
DC6201NI0019,Count,PERSONS,"All Asian: Indian, All usual residents aged 16 and over"
DC6201NI0020,Count,PERSONS,"All Asian: Indian, Voluntary work without pay: Yes"
DC6201NI0021,Count,PERSONS,"All Asian: Indian, Voluntary work without pay: No"
DC6201NI0022,Count,PERSONS,"All Asian: Pakistani, All usual residents aged 16 and over"
DC6201NI0023,Count,PERSONS,"All Asian: Pakistani, Voluntary work without pay: Yes"
DC6201NI0024,Count,PERSONS,"All Asian: Pakistani, Voluntary work without pay: No"
DC6201NI0025,Count,PERSONS,"All Asian: Bangladeshi, All usual residents aged 16 and over"
DC6201NI0026,Count,PERSONS,"All Asian: Bangladeshi, Voluntary work without pay: Yes"
DC6201NI0027,Count,PERSONS,"All Asian: Bangladeshi, Voluntary work without pay: No"
DC6201NI0028,Count,PERSONS,"All Asian: Other Asian, All usual residents aged 16 and over"
DC6201NI0029,Count,PERSONS,"All Asian: Other Asian, Voluntary work without pay: Yes"
DC6201NI0030,Count,PERSONS,"All Asian: Other Asian, Voluntary work without pay: No"
DC6201NI0031,Count,PERSONS,"All Black: Total, All usual residents aged 16 and over"
DC6201NI0032,Count,PERSONS,"All Black: Total, Voluntary work without pay: Yes"
DC6201NI0033,Count,PERSONS,"All Black: Total, Voluntary work without pay: No"
DC6201NI0034,Count,PERSONS,"All Black: Caribbean, All usual residents aged 16 and over"
DC6201NI0035,Count,PERSONS,"All Black: Caribbean, Voluntary work without pay: Yes"
DC6201NI0036,Count,PERSONS,"All Black: Caribbean, Voluntary work without pay: No"
DC6201NI0037,Count,PERSONS,"All Black: African, All usual residents aged 16 and over"
DC6201NI0038,Count,PERSONS,"All Black: African, Voluntary work without pay: Yes"
DC6201NI0039,Count,PERSONS,"All Black: African, Voluntary work without pay: No"
DC6201NI0040,Count,PERSONS,"All Black: Other, All usual residents aged 16 and over"
DC6201NI0041,Count,PERSONS,"All Black: Other, Voluntary work without pay: Yes"
DC6201NI0042,Count,PERSONS,"All Black: Other, Voluntary work without pay: No"
DC6201NI0043,Count,PERSONS,"Mixed, All usual residents aged 16 and over"
DC6201NI0044,Count,PERSONS,"Mixed, Voluntary work without pay: Yes"
DC6201NI0045,Count,PERSONS,"Mixed, Voluntary work without pay: No"
DC6201NI0046,Count,PERSONS,"Other, All usual residents aged 16 and over"
DC6201NI0047,Count,PERSONS,"Other, Voluntary work without pay: Yes"
DC6201NI0048,Count,PERSONS,"Other, Voluntary work without pay: No"
