DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC6604NI","INDUSTRY BY EMPLOYMENT STATUS BY HOURS WORKED BY AGE BY SEX","All usual residents aged 16 to 74 in employment","1. For the Census, 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 or more hours per week.; 2. 'Age' is age at last birthday.; 3. The industry categorisation is based on the UK Standard Industrial Classifications of Economic Activities 2007 (SIC2007).; 4. 'Other industry' includes: Arts, entertainment and recreation; Other service activities; Activities of households as employers; Undifferentiated goods (and services) producing activities of households for own use; Activities of extraterritorial organisations and bodies.; 5. 'In employment' includes economically active full-time students in employment."
