DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2407NI","TENURE BY OCCUPANCY RATING (ROOMS) BY COUNTRY OF BIRTH ","All usual residents in households","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. 'Other' consists of persons born at sea or in the air, or with country of birth not stated.; 3. 'Member countries prior to 2004 expansion' includes United Kingdom (part not specified) and Ireland (part not specified).; 4. 'Accession Countries 2004 onwards' includes Republic of Cyprus; 'Other Non EU' includes Cyprus (not otherwise specified).; 5. Occupancy rating - The occupancy rating provides a measure of under-occupancy and overcrowding. For example, a value of -1 implies that there is one room too few and that there is overcrowding in the household. The occupancy rating assumes that every household, including one person households, requires a minimum of two common rooms (excluding bathrooms).; 6. The terms used to describe tenure are defined as:; Owner occupied: either owns outright or owns with a mortgage or loan and includes Shared ownership: pays part rent and part mortgage for this table.; Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person and includes lives rent free for this table.; "
