DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2621NI","INDUSTRY BY RELIGION OR RELIGION BROUGHT UP IN BY SEX","All usual residents aged 16 to 74 in employment","1. ‘Religion’ indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic.; 3. 'Other' includes: Arts, entertainment and recreation: Other service activities: Activities of households as employers; undifferentiated goods (and services) producing activities of households for own use: Activities of extraterritorial organisations and bodies. ; 4. The industry categorisation is based on the UK Standard Industrial Classifications of Economic Activities 2007. (SIC2007).; 5. 'In employment' includes economically active full-time students in employment.; "
