ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2220NI0001,Count,PERSONS,"All categories: National Identity Class 2, All categories: Passports Held Class 1"
DC2220NI0002,Count,PERSONS,"All categories: National Identity Class 2, No passport"
DC2220NI0003,Count,PERSONS,"All categories: National Identity Class 2, EU/EEA Countries: United Kingdom"
DC2220NI0004,Count,PERSONS,"All categories: National Identity Class 2, EU/EEA Countries: Ireland"
DC2220NI0005,Count,PERSONS,"All categories: National Identity Class 2, EU/EEA Countries: Poland"
DC2220NI0006,Count,PERSONS,"All categories: National Identity Class 2, EU/EEA Countries: Lithuania"
DC2220NI0007,Count,PERSONS,"All categories: National Identity Class 2, EU/EEA Countries: Other EU/EEA"
DC2220NI0008,Count,PERSONS,"All categories: National Identity Class 2, Other"
DC2220NI0009,Count,PERSONS,"British, All categories: Passports Held Class 1"
DC2220NI0010,Count,PERSONS,"British, No passport"
DC2220NI0011,Count,PERSONS,"British, EU/EEA Countries: United Kingdom"
DC2220NI0012,Count,PERSONS,"British, EU/EEA Countries: Ireland"
DC2220NI0013,Count,PERSONS,"British, EU/EEA Countries: Poland"
DC2220NI0014,Count,PERSONS,"British, EU/EEA Countries: Lithuania"
DC2220NI0015,Count,PERSONS,"British, EU/EEA Countries: Other EU/EEA"
DC2220NI0016,Count,PERSONS,"British, Other"
DC2220NI0017,Count,PERSONS,"Irish, All categories: Passports Held Class 1"
DC2220NI0018,Count,PERSONS,"Irish, No passport"
DC2220NI0019,Count,PERSONS,"Irish, EU/EEA Countries: United Kingdom"
DC2220NI0020,Count,PERSONS,"Irish, EU/EEA Countries: Ireland"
DC2220NI0021,Count,PERSONS,"Irish, EU/EEA Countries: Poland"
DC2220NI0022,Count,PERSONS,"Irish, EU/EEA Countries: Lithuania"
DC2220NI0023,Count,PERSONS,"Irish, EU/EEA Countries: Other EU/EEA"
DC2220NI0024,Count,PERSONS,"Irish, Other"
DC2220NI0025,Count,PERSONS,"Northern Irish, All categories: Passports Held Class 1"
DC2220NI0026,Count,PERSONS,"Northern Irish, No passport"
DC2220NI0027,Count,PERSONS,"Northern Irish, EU/EEA Countries: United Kingdom"
DC2220NI0028,Count,PERSONS,"Northern Irish, EU/EEA Countries: Ireland"
DC2220NI0029,Count,PERSONS,"Northern Irish, EU/EEA Countries: Poland"
DC2220NI0030,Count,PERSONS,"Northern Irish, EU/EEA Countries: Lithuania"
DC2220NI0031,Count,PERSONS,"Northern Irish, EU/EEA Countries: Other EU/EEA"
DC2220NI0032,Count,PERSONS,"Northern Irish, Other"
DC2220NI0033,Count,PERSONS,"English, All categories: Passports Held Class 1"
DC2220NI0034,Count,PERSONS,"English, No passport"
DC2220NI0035,Count,PERSONS,"English, EU/EEA Countries: United Kingdom"
DC2220NI0036,Count,PERSONS,"English, EU/EEA Countries: Ireland"
DC2220NI0037,Count,PERSONS,"English, EU/EEA Countries: Poland"
DC2220NI0038,Count,PERSONS,"English, EU/EEA Countries: Lithuania"
DC2220NI0039,Count,PERSONS,"English, EU/EEA Countries: Other EU/EEA"
DC2220NI0040,Count,PERSONS,"English, Other"
DC2220NI0041,Count,PERSONS,"Scottish, All categories: Passports Held Class 1"
DC2220NI0042,Count,PERSONS,"Scottish, No passport"
DC2220NI0043,Count,PERSONS,"Scottish, EU/EEA Countries: United Kingdom"
DC2220NI0044,Count,PERSONS,"Scottish, EU/EEA Countries: Ireland"
DC2220NI0045,Count,PERSONS,"Scottish, EU/EEA Countries: Poland"
DC2220NI0046,Count,PERSONS,"Scottish, EU/EEA Countries: Lithuania"
DC2220NI0047,Count,PERSONS,"Scottish, EU/EEA Countries: Other EU/EEA"
DC2220NI0048,Count,PERSONS,"Scottish, Other"
DC2220NI0049,Count,PERSONS,"Welsh, All categories: Passports Held Class 1"
DC2220NI0050,Count,PERSONS,"Welsh, No passport"
DC2220NI0051,Count,PERSONS,"Welsh, EU/EEA Countries: United Kingdom"
DC2220NI0052,Count,PERSONS,"Welsh, EU/EEA Countries: Ireland"
DC2220NI0053,Count,PERSONS,"Welsh, EU/EEA Countries: Poland"
DC2220NI0054,Count,PERSONS,"Welsh, EU/EEA Countries: Lithuania"
DC2220NI0055,Count,PERSONS,"Welsh, EU/EEA Countries: Other EU/EEA"
DC2220NI0056,Count,PERSONS,"Welsh, Other"
DC2220NI0057,Count,PERSONS,"Other EU Member countries prior to 2004 expansion, All categories: Passports Held Class 1"
DC2220NI0058,Count,PERSONS,"Other EU Member countries prior to 2004 expansion, No passport"
DC2220NI0059,Count,PERSONS,"Other EU Member countries prior to 2004 expansion, EU/EEA Countries: United Kingdom"
DC2220NI0060,Count,PERSONS,"Other EU Member countries prior to 2004 expansion, EU/EEA Countries: Ireland"
DC2220NI0061,Count,PERSONS,"Other EU Member countries prior to 2004 expansion, EU/EEA Countries: Poland"
DC2220NI0062,Count,PERSONS,"Other EU Member countries prior to 2004 expansion, EU/EEA Countries: Lithuania"
DC2220NI0063,Count,PERSONS,"Other EU Member countries prior to 2004 expansion, EU/EEA Countries: Other EU/EEA"
DC2220NI0064,Count,PERSONS,"Other EU Member countries prior to 2004 expansion, Other"
DC2220NI0065,Count,PERSONS,"EU Accession countries 2004 onwards: Total, All categories: Passports Held Class 1"
DC2220NI0066,Count,PERSONS,"EU Accession countries 2004 onwards: Total, No passport"
DC2220NI0067,Count,PERSONS,"EU Accession countries 2004 onwards: Total, EU/EEA Countries: United Kingdom"
DC2220NI0068,Count,PERSONS,"EU Accession countries 2004 onwards: Total, EU/EEA Countries: Ireland"
DC2220NI0069,Count,PERSONS,"EU Accession countries 2004 onwards: Total, EU/EEA Countries: Poland"
DC2220NI0070,Count,PERSONS,"EU Accession countries 2004 onwards: Total, EU/EEA Countries: Lithuania"
DC2220NI0071,Count,PERSONS,"EU Accession countries 2004 onwards: Total, EU/EEA Countries: Other EU/EEA"
DC2220NI0072,Count,PERSONS,"EU Accession countries 2004 onwards: Total, Other"
DC2220NI0073,Count,PERSONS,"EU Accession countries 2004 onwards: Polish, All categories: Passports Held Class 1"
DC2220NI0074,Count,PERSONS,"EU Accession countries 2004 onwards: Polish, No passport"
DC2220NI0075,Count,PERSONS,"EU Accession countries 2004 onwards: Polish, EU/EEA Countries: United Kingdom"
DC2220NI0076,Count,PERSONS,"EU Accession countries 2004 onwards: Polish, EU/EEA Countries: Ireland"
DC2220NI0077,Count,PERSONS,"EU Accession countries 2004 onwards: Polish, EU/EEA Countries: Poland"
DC2220NI0078,Count,PERSONS,"EU Accession countries 2004 onwards: Polish, EU/EEA Countries: Lithuania"
DC2220NI0079,Count,PERSONS,"EU Accession countries 2004 onwards: Polish, EU/EEA Countries: Other EU/EEA"
DC2220NI0080,Count,PERSONS,"EU Accession countries 2004 onwards: Polish, Other"
DC2220NI0081,Count,PERSONS,"EU Accession countries 2004 onwards: Lithuanian, All categories: Passports Held Class 1"
DC2220NI0082,Count,PERSONS,"EU Accession countries 2004 onwards: Lithuanian, No passport"
DC2220NI0083,Count,PERSONS,"EU Accession countries 2004 onwards: Lithuanian, EU/EEA Countries: United Kingdom"
DC2220NI0084,Count,PERSONS,"EU Accession countries 2004 onwards: Lithuanian, EU/EEA Countries: Ireland"
DC2220NI0085,Count,PERSONS,"EU Accession countries 2004 onwards: Lithuanian, EU/EEA Countries: Poland"
DC2220NI0086,Count,PERSONS,"EU Accession countries 2004 onwards: Lithuanian, EU/EEA Countries: Lithuania"
DC2220NI0087,Count,PERSONS,"EU Accession countries 2004 onwards: Lithuanian, EU/EEA Countries: Other EU/EEA"
DC2220NI0088,Count,PERSONS,"EU Accession countries 2004 onwards: Lithuanian, Other"
DC2220NI0089,Count,PERSONS,"EU Accession countries 2004 onwards: Other EU Accession countries 2004 onwards, All categories: Passports Held Class 1"
DC2220NI0090,Count,PERSONS,"EU Accession countries 2004 onwards: Other EU Accession countries 2004 onwards, No passport"
DC2220NI0091,Count,PERSONS,"EU Accession countries 2004 onwards: Other EU Accession countries 2004 onwards, EU/EEA Countries: United Kingdom"
DC2220NI0092,Count,PERSONS,"EU Accession countries 2004 onwards: Other EU Accession countries 2004 onwards, EU/EEA Countries: Ireland"
DC2220NI0093,Count,PERSONS,"EU Accession countries 2004 onwards: Other EU Accession countries 2004 onwards, EU/EEA Countries: Poland"
DC2220NI0094,Count,PERSONS,"EU Accession countries 2004 onwards: Other EU Accession countries 2004 onwards, EU/EEA Countries: Lithuania"
DC2220NI0095,Count,PERSONS,"EU Accession countries 2004 onwards: Other EU Accession countries 2004 onwards, EU/EEA Countries: Other EU/EEA"
DC2220NI0096,Count,PERSONS,"EU Accession countries 2004 onwards: Other EU Accession countries 2004 onwards, Other"
DC2220NI0097,Count,PERSONS,"Other, All categories: Passports Held Class 1"
DC2220NI0098,Count,PERSONS,"Other, No passport"
DC2220NI0099,Count,PERSONS,"Other, EU/EEA Countries: United Kingdom"
DC2220NI0100,Count,PERSONS,"Other, EU/EEA Countries: Ireland"
DC2220NI0101,Count,PERSONS,"Other, EU/EEA Countries: Poland"
DC2220NI0102,Count,PERSONS,"Other, EU/EEA Countries: Lithuania"
DC2220NI0103,Count,PERSONS,"Other, EU/EEA Countries: Other EU/EEA"
DC2220NI0104,Count,PERSONS,"Other, Other"
