DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2604NI","INDUSTRY BY ETHNIC GROUP BY SEX","All usual residents aged 16 to 74 in employment","1. Industry - 'Other' includes: Arts, entertainment and recreation: Other service activities: Activities of households as employers; undifferentiated goods (and services) producing activities of households for own use: Activities of extraterritorial organisations and bodies. ; 2. The industry categorisation is based on the UK Standard Industrial Classifications of Economic Activities 2007 (SIC2007).; 3. 'In employment' includes economically active full-time students in employment.; ; "
