DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC6605NI","OCCUPATION BY INDUSTRY","All usual residents aged 16 to 74 in employment","1. The occupation classification is based on Standard Occupation Classification 2010 (SOC2010).; 2. The industry categorisation is based on the UK Standard Industrial Classifications of Economic Activities 2007 (SIC2007).; 3. 'Other industry' includes: Arts, entertainment and recreation; Other service activities; Activities of households as employers; Undifferentiated goods (and services) producing activities of households for own use; Activities of extraterritorial organisations and bodies.; 4. 'In employment' includes economically active full-time students in employment."
