DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC6505NI","NS-SEC BY HIGHEST LEVEL OF QUALIFICATION BY AGE BY SEX","All usual residents aged 16 to 74","1. No qualifications: No academic or professional qualifications.; 2. Level 1: 1-4 O Levels/CSE/GCSEs (any grades), Entry Level, Foundation Diploma, NVQ level 1, Foundation GNVQ, Basic/Essential Skills.; 3. Level 2: 5+ O Level (Passes)/CSEs (Grade 1)/GCSEs (Grades A*-C), School Certificate, 1 A Level/2-3 AS Levels/VCEs, Intermediate/Higher Diploma, Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First/General Diploma, RSA Diploma.; 4. Level 3: 2+ A Levels/VCEs, 4+ AS Levels, Higher School Certificate, Progression/Advanced Diploma, NVQ Level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma.; 5. Level 4+: Degree (for example BA, BSc), Higher Degree (for example MA, PhD, PGCE), NVQ Level 4-5, HNC, HND, RSA Higher Diploma, BTEC Higher level, Foundation degree, Professional qualifications (for example teaching, nursing, accountancy).; 6. Other: Vocational/Work-related Qualifications, Qualifications gained outside the UK (Not stated/level unknown).; 7. 'Age' is age at last birthday.; 8. NS-SeC stands for National Statistics Socio-economic Classification.; 9. In the NS-SeC classification, all full-time students are recorded in the 'full-time students' category regardless of whether they are economically active or not.; 10. For 'Long-term unemployed', year last worked is 2009 or earlier."
