DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC6606NI","OCCUPATION BY EMPLOYMENT STATUS BY HOURS WORKED BY AGE BY SEX","All usual residents aged 16 to 74 in employment","1. The occupation classification is based on Standard Occupation Classification 2010 (SOC2010).; 2. For the Census, 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 or more hours per week.; 3. 'In employment' includes economically active full-time students in employment.; 4. 'Age' is age at last birthday.							; "
