DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2206NI","NATIONAL IDENTITY (CLASSIFICATION 1) BY ETHNIC GROUP","All usual residents","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; "
